,o de,a de,s de,e la,de l,e el,de e,a el,ente,ando,e de,o qu,a la,para,ment,os d,a co,n la,a qu,esta,s qu,ento,e ha,e lo,de s,la c,e su,ción,el c,n el,a en,en l,ante,ient,ue e,en e,o en,e es,como,o se,e se,e co,n de,ue s,abía,as d,a ca,e en,o co,ue l,habí,e qu,el p,do e,s co,cont,r la,enci,entr,a su,e un,ncia,es d,endo,la m,iend,pero,r se,a es,ella,aban,amen,os p,os a,aque,la p,o la,taba,todo,os c,ar l,ntes,quel,o es,do d,do l,o el,n su,de a,el m,do a,r de,a se,do s,ació,s en,idad,e no,a un,ombr
nh0001,0.8611767650561928,-0.4248382860103197,-0.32082188407279527,-0.330932528894738,0.4027531011941726,1.8693421706805933,0.8184501000365308,1.0254540604911162,-1.5911757016556713,0.25798455868894843,0.7817206258625998,0.5424586514590491,0.06161979133404291,-0.3010117786485272,-1.7206782636362177,0.0008649320194368658,-0.5456862353192543,0.3446364585628765,0.34742306751998403,-0.3854596802680483,0.3217044833253005,-1.641752131549914,0.45968045027227594,1.3847489101185015,-0.30600217923310385,-0.2972777237967355,-0.4495501029262046,-1.2527155445266107,0.28945842020059037,-0.10516660319325362,-1.1965000128007375,0.5643415107223609,0.7989773411243868,-1.7239818136299188,1.2772546154953606,-0.43342285734434327,0.06503247817631197,-0.5084737858179054,-0.8204480445009771,0.726510344151605,0.28613579202805783,-0.7833323679517811,-0.7835288700686001,0.5639747855041214,0.04142266168490687,-0.039979772028980516,-0.3093631427734424,0.1480407829122568,-0.1983535461481337,0.873975155393813,-0.03848834146338385,0.22587053801443394,2.659013493416699,0.3305761977003365,-0.755705200351187,0.5770390741218772,-0.5730528162049285,-1.8260828515115597,-0.3729733223814429,-0.594016191869275,0.1951248430677435,-2.0185444781635904,-0.9293303643078734,0.014514785089881646,0.3787777518365972,-0.04947100836210149,-0.8187474452022012,-0.04348452829164006,-0.29855436578821676,-1.074922752162039,-0.09452541342587116,-1.5653434361031657,-0.33866127561685766,-0.2902391501452143,-1.0186023309682248,-0.2149885320931772,-0.18957349076552002,0.3290225309456739,-0.1151914049011054,0.28358849132269454,-0.10286345495450713,-0.3763444213733363,-1.036893253406179,0.5132955732716006,0.05506279834879295,0.2216467646535688,1.1630581776340894,-0.7840090410342895,-0.8918965632470658,1.095517590112666,0.14691461995154215,-0.14314857411105208,-1.474636290116662,-0.06455380620279771,-1.0378566238135296,0.2602445311388778,-1.0923292549663743,0.5561713597289407,-0.49205135355244384,1.991393902990701
nh0002,0.8611767650561928,0.18618714907097045,-0.12418259476004302,-0.6450086890454804,-0.10541407388324625,-1.4993166247300644,-1.9993891007472036,-0.5406204054925898,1.9536708498461643,0.5490501604921749,0.9879683668848235,0.46993464877855645,-0.5334802468349236,0.9120689371594126,1.8010621257427666,-0.07394657943260698,0.09580605438081585,0.8790764453104982,-0.18053940093989754,0.2783824440128504,-0.023053025389412,0.3370777658516216,0.04763192660283465,0.028597638125767117,-1.3080246665529283,-0.6743647727692982,-1.5169075461594799,1.8324807562726895,-1.005961079050115,-0.2710896974208864,0.1762096488029333,1.1624622442920591,0.5186897855823445,0.024746220429058934,-0.03246699022666177,-0.4700888521357928,0.48676992179752926,-0.34908475404011374,2.4059486793154505,-0.252106694860279,0.04403033580494727,0.9847502233800554,0.34305915921343655,-0.1488083435670806,-0.034435721833295796,-0.6850687669407742,-0.46093676530271516,0.20469405325406384,-0.02334604394378195,-0.7546787393154392,-0.06295915935652528,0.8734564397881371,1.0622536148938075,-0.1700223538648062,1.0046232636667969,-0.10294544190470228,0.31356556685317244,0.894752540369571,-0.10141990507699919,-1.2998476822607554,-0.016336606600450446,3.0981327254907423,0.7191467625501158,0.26928180669509655,-0.3935478440705311,0.2683289228801974,1.8200222230756344,0.10602431521637992,-0.28045957892186724,-0.6832228336910307,-0.25327351054130076,2.004504053383802,0.955203007585091,0.3321021986312694,-0.3842349727681248,0.1025375903504574,-0.5945512296511016,0.3315863436027162,1.245935217609048,-0.1248926044175059,0.5791856080061991,0.18637376559168325,-0.3981599335296387,0.881610839664729,-0.704748132819437,-0.3311769996647035,-0.8511727996673101,-0.8618894823948503,-0.1504138538108746,0.39013323337817374,-0.41980686329849987,-0.6578201366791421,-0.8020431587044726,-0.9785170400173329,1.1240091611301544,0.47152037320784956,1.2975667736003276,0.7659092413644611,0.6736041048167817,-0.031021951225877076
nh0003,0.5821088080386242,0.8070559681606222,0.2570817048783532,0.2507572122053669,-0.33736199991667243,0.7535377862238861,0.45196651947756367,0.18888739153303777,1.647106249519268,1.4966040755094983,1.4689423844297333,0.5761384330819478,1.532882685544061,0.9509114133242708,1.0619451760620078,-1.185256041838396,3.8389760987536388,1.1634273576418617,1.5903051746658736,1.3076837846095084,1.4971660461010825,0.951680167861778,2.325949767044177,0.03626465229628332,-0.6380863774593535,2.216311973433279,-0.4797420730773368,-0.16965120175836118,1.4765788868296983,-0.736854056701211,0.7694507752478394,0.7041630417179783,1.2799103703825496,0.13904735256000159,1.6998792906296074,-0.1876309514670148,1.9522472057386788,0.9888780098174139,0.6869970306025569,0.6020256097419084,1.7286417661042368,2.092037428438392,-0.639033847070298,1.0895252214780067,1.5850512881296412,0.6128641980329391,1.609639534588874,1.8302453711391165,2.4437369769734665,-0.09750021113763585,1.600672662887552,0.38979452957592625,0.645316077408159,2.10294278966908,1.5905499191826051,1.214226954562319,0.9572856123242335,-0.088666064008286,-0.12481347815871953,-0.6083329048723886,0.44336924838279457,-0.46056299524692923,0.21193498634098482,0.17620695730300603,1.599957344336915,0.044270734204636376,1.8563183128278775,0.21227071364771716,0.8384306981250291,1.8619796411034764,-0.22338323861311266,0.6379567317366226,0.981644844867059,0.7327545249622364,0.7108412611553024,-0.5679305421332165,0.10394395764167502,1.1396503178583592,0.5149011940737145,0.4369290505838007,0.15454786287158137,0.05088096721899481,0.6413988677912076,1.0703994124774874,1.3027665546754945,-0.47292376488094384,0.440990965054576,-0.14314748712728687,0.37948124010957157,0.3926519307418677,0.1947027683047961,0.4307987454157651,1.2217238618783457,-0.7088531292651751,-0.10377214653766804,-0.17238956275580453,0.5384509239603777,0.40589165384002157,2.1656175278441627,-0.2578163431364598
nh0004,0.8611767650561928,-0.9757679762911391,0.9247141576626251,-2.295543804283295,-0.08852518982513619,0.9428800931242517,0.9634675292923002,0.3079342769701317,0.7034883707600598,0.6950889432826336,-0.5752631562929047,-0.5785401123721333,-1.1475584917884203,0.2783998443213825,0.853470546391592,0.8080424770661017,0.1744147571717342,-0.5396255256698247,-1.3617562222970239,-0.2453852130573537,-0.5211646729832662,-0.37431553013563906,-0.6094620266864503,2.413458116727295,-1.3944579029912698,-1.1557989073046617,-1.2311988248617756,0.19722404385833386,-0.7679865148737446,-0.790711623174932,0.20413177833467291,-0.6802126081423454,-0.5596688296407291,-0.22300181675187833,-0.7509278968714477,-0.5598684528276211,-0.5374967369439138,-0.8210425842705507,-0.5248310032593574,0.4069568857029767,-1.2006713702797716,-0.7732351498460753,0.374598988171959,-0.7946711585881193,-0.6374521390299365,-0.3531201638339183,-0.9794265143036742,-0.0915030307872173,0.5595322302400655,-0.5617890796081322,-0.7391950218987824,-0.25985410518148044,0.8964327115161667,-0.06872724239591615,0.5695238228537308,-0.27060498735357114,-0.9071343912441051,2.173041202824938,1.6040028884717632,-0.5000311351188724,-0.8216603411181862,1.5487650346716513,0.7687465149839764,-0.13122648562474568,-1.204188306955968,-0.07869662210455687,0.3281109172317649,0.4079043154441888,-0.922102015227907,-1.4084121869288,1.706432475768406,1.2416305174942879,0.3443769350818204,1.4156124171896094,-0.9405024439261117,-1.6876260281576765,-0.6968075972862063,0.6001516247370066,-0.7123866478086275,2.1745778427244233,1.0999761406727953,-0.12279912263000876,-1.062145527862757,-0.7521784509295246,-0.3930751844648254,0.30675924421758455,-0.3064857035207952,-1.0632817518529616,-1.0751912083937138,-0.7478952870456473,-0.5817205131451325,-0.4533551346730022,-0.9859154666096169,-0.1491319838661086,-0.1269769076784754,1.4694663196172393,-0.18812920870792724,-0.9099722213942101,-1.5252252892920228,-0.30295648240000794
nh0005,0.8611767650561928,0.5521396350811165,0.9568885632331373,-0.5864085655047497,0.19550841859821322,0.4567323155858862,1.9585493576910615,1.1145213876342792,0.6312278184822151,-0.2505777834416577,-0.14334826799400605,0.5573097528835684,0.5565715858988531,0.37634324315171325,-0.20548957984490882,1.0433689344970511,-0.7025646959954679,-0.443742818676966,-0.9750280276368493,0.6977477597785618,0.5404160402139552,0.03477426380787822,1.5079632792457658,0.854306725569405,-0.6331602749809021,-1.1184771212410574,-0.7850585279074744,0.696145802419854,1.99543186851475,-0.39859687997954796,-0.21825570089662655,0.3822877129508606,0.9026498346169006,-0.18220995084704503,0.1382211187789969,0.6526391554009293,0.6613490447515165,1.155900052686885,1.5043570910765744,-0.9400345901549195,0.36070076937227813,1.3011586956462555,-0.4521772326957346,0.3475750488697759,0.7627970726015211,0.8307713702025584,-0.3635188918411355,0.2609734146527788,1.1565366108717563,-0.03217954465602142,0.8592582926355039,0.06756966782378897,2.7708347753971423,0.9805296814060421,1.7255499201730407,-0.22443132367351046,0.329033092698242,-0.26454639405170743,-0.7221268629430968,-0.31479532705600605,0.9010112472475019,0.13240637119800616,-0.1259274934122691,0.2803735776979393,0.1404236438170891,0.34683515038646734,0.9821531668796333,0.282294573799262,0.6972983841293539,-0.33515845410589057,0.22953275770101692,0.04496304060809857,2.1615661360423757,0.9769423025249137,-0.13513405987905722,-0.35663391254487753,-0.12932622081590658,-0.08983081059910049,0.58626159991308,0.838698314154519,0.7777538109154264,0.8392465526192803,-0.10357844369319998,-0.039027458574827506,1.5663171907095153,-0.31555393082994937,0.6379265266952189,1.9046070976824354,0.5243492418585927,-0.5526616426079484,1.7952846425962248,0.5762372575205925,0.4585483583200886,-1.0601644416708418,1.3523512686843802,0.06231448250340803,0.6322835698382216,0.1196548244516131,0.8109122880512476,-0.22669041413544305
nh0006,-0.24527860221446932,0.8070559681606222,0.30833932426403504,-1.6365324395049412,-1.036117849421931,0.11768545244366142,0.8378366081837528,-0.5600052071971968,1.0787859921318488,-0.8059787818632735,0.6007463092512489,0.38152396403124017,-0.4790839582006209,0.6842497271127936,0.49408415556866014,-0.07490700164347644,0.607060076292108,-0.8835883785958171,0.8549903335628682,1.1899601400989654,0.5135208839541427,0.2319520335830759,1.2004367409268286,-0.7426487274414226,0.1261750007116132,-1.161341953141021,0.46158523305927857,0.2865561164225065,2.092710172665428,0.05857840547503702,0.4980579730115136,-0.4728032838073438,1.787634966849806,0.32780128801676045,0.7214315129531262,0.7961082408781394,0.679183137256693,1.4285503426412955,0.9096434781029682,-0.5819815565825931,1.0785161748545558,1.1173833380541436,1.2278971520633786,0.9322626818408739,0.5967617162138579,0.17858464172024174,-0.5569051359301959,1.194331193941271,1.216403956634462,0.26536899971928374,0.6234114802164124,0.7021147570240999,-0.23497917737685728,0.5964447421674359,-0.9103133024648569,-0.03084819407399696,-0.8009800703615386,-0.597416458120079,-1.047419944102268,0.47865923083926737,0.7626529656581951,-0.45081895389449556,1.1782317966456866,-0.6300343342743278,-0.5911355737140713,-0.4012296631461367,1.8171141801127313,1.0284659872598758,1.0780311656885548,-0.07343294334483254,-0.6961690888510537,0.5303635686157504,-1.4529659405481765,-0.648795550276963,-0.3915560746459124,0.43960382344271187,-0.5251061616527031,0.7631387276177174,-0.16209638125341005,-1.0216400569468513,0.27667351344197794,0.08989611225753784,-0.36115994255334916,1.2210117758607675,-0.44145323004973996,-1.2893426283477756,0.2005432405300515,0.9557075373179815,-0.21290164435854775,-0.9931175400148567,0.4027710713284847,0.020538509766535682,-0.26199506359453856,-0.23999435206030423,0.3667047658318962,0.4625476250405542,-0.33381151398349973,0.7655056543889869,0.9807758601282809,-0.6253587961029058
nh0007,0.764093600114896,0.49313122464604636,1.0883992482973088,0.29163618628532706,-0.053353692128804794,-0.6275969035581186,-0.36747283575228396,0.26590600315181007,1.1893072503429445,0.9823603933603204,0.3552201524497849,0.704916685993524,-0.21586457908454737,0.9484858548375357,0.7711583306843292,1.513298597757741,0.8690384271721041,0.4182997382168247,1.0899907526179513,1.1217304698978159,1.5523454237578407,0.13027962144512875,1.6695138141634744,0.24457233319809193,0.07921589511521498,-0.10175794682192653,0.3348459941205655,-0.21576140350161274,-0.3259506901568086,-0.04807821379437448,0.25981409586546017,1.123808292034783,1.0330645571541848,0.2451635858668181,1.1094350231984655,0.3655250351143095,2.234244756397256,1.3351504514618016,0.9808990600741009,0.5496155382801632,1.150472197032004,0.8393748577959134,-0.08471277261491658,1.7664455582232126,1.9347037809157848,0.49771441381877424,0.8688447038874153,-0.3844239233242552,1.6560353133407242,1.3929493373703197,1.927194430526718,1.2083662744272732,-0.4235569269441374,1.7285240508421165,0.12930713389564008,-0.07273351787942625,0.979337528073355,-1.055804596387598,-0.808111219920815,-0.3795488657549308,-0.49750547840441484,-0.5607089326909627,1.1090401329645263,0.6746759924084293,-1.0333550702125327,1.8561163240844551,2.4132739438182957,1.3186950699266844,1.7436070122015928,1.3885203090365816,0.41773026599491,1.5225713878574665,2.7235825430210103,1.2215073558896312,1.1640322447791476,-0.3147615902494778,0.7304343368225467,1.0538680556516196,0.9369632206885934,0.6142664727758403,0.955498871873031,0.39588724093736266,1.088807895969997,1.0538602614622756,1.5965701350254302,0.6259486988827744,0.38995138724545186,1.265171702225993,2.2733450856141224,-1.1762100736820318,1.8779054537716207,-0.5456299245394094,1.1200943886123318,0.7185324893918206,-0.13879325746344695,1.5363532889780642,1.1038122015079228,0.8639997389353641,0.22012915937487842,1.804443070567046
nh0008,-0.483372874130804,0.8070559681606222,0.7331475649877608,0.6818549862379115,0.7238147734749246,-0.25793196631292775,-0.28302806015576887,-1.459112139401302,-1.1395661554253753,-0.2283910732410393,-1.2450236486520583,-0.9502709929362821,-0.6926468819327772,-0.3832128205134044,-0.5329274705581057,0.43005711276862435,-0.8862233858031391,-0.6454593578787823,-0.9266842530611499,-0.9135630143083678,-0.6438945971329205,-1.0472603606489934,-0.9441044260359297,0.20266113589309961,0.1629197974347153,0.35827026598857675,0.006342206570714118,-1.1127843530949326,-0.8223217107354752,-0.7430195693615023,-0.4953430994920144,-0.32750377637828193,-0.8041781660550497,-0.8781642183682564,-1.1219373254853267,-0.8903225182463788,-1.4182177525629323,-1.086272735229298,0.9361893364361383,-0.9266901227407573,-0.7666747169447938,-1.4187761953059557,-1.1379763815301611,-0.997417959603761,-0.10152786679328644,0.7229073021468779,1.3670585551887344,-1.3315896844093356,-1.570255313276455,-0.5526367796595693,-0.15224153200120338,-0.8615785949616614,-1.109679511051571,-0.8645167384728663,-0.8102121097427996,-1.2110622140169003,-1.0731813865635231,-0.5548200366213107,0.5023643454578708,-0.2617261466505362,0.44893695622695645,-1.2284571873796937,-0.0512921903290188,-0.15292210891269795,0.28808878863479115,-0.055202456547648944,-0.7165583544092428,-0.48305746586438875,-1.4004754109527562,0.07862896165580673,0.8598107205459944,-0.16091734008006658,-0.12285134923304408,-0.6877229805249585,0.4903897055224141,-0.01864218940111724,-0.3056365655850821,0.26359493315291993,-0.3655847345502668,-0.31251033672377365,-0.2352815477054021,-0.6022046944137484,0.48418033670734745,-0.4997746190662375,-1.2880550762214926,0.06339744371644304,-1.1270286046045854,-0.5896603260920986,-1.1691249596428201,-0.8550476209129543,-0.33143623765935515,-0.11997524870404776,-0.6844594520190909,0.23530667255460674,-0.8805211200278001,-0.23764064261619933,-0.6391011205949453,-1.1082587295804163,-0.38695423132811374,-0.6076640454615637
nh0009,0.8611767650561928,-0.24816077482921367,-1.1493914429924277,-1.7686502422319343,-1.9459575194468208,0.44584831292086663,-0.1331639383730157,0.8931890535381786,0.9533107242173029,0.928564979914907,0.22604722242033404,2.0964340249450344,-0.47952968366175364,2.14462998040922,2.1040710505624336,-0.6350257498804563,-0.4239970221035041,-0.9007921802214993,2.0164450950685935,1.4091882712910648,1.547971419538947,1.8956685881110849,2.6180128760579384,0.7287417563768259,-0.1887088300761346,-1.3138814647885884,-0.35837072009083604,0.32628255285754887,1.8599178973183568,0.2289737212594725,0.13554071528754422,-1.1059716873217924,-0.14565029003489682,0.4890724213500889,0.9602970909525043,-0.8916587677617668,0.5188405531214562,-0.30969191743904145,0.03215034094372878,2.186452412105444,1.6929753526354192,-0.4784471215237566,0.7363432947894527,1.8488480247527714,3.5336669037648174,-1.0754464273592297,0.052716419782289255,0.05801086204632968,0.08173923163337266,1.6373624091207895,3.3481451266242224,1.2534213545191795,-0.7023313135400258,1.299035077699093,-0.6028906186653074,-1.07459187058349,0.7293354054712221,-0.3532125527268988,0.1674527082635859,0.27833214518939986,0.3145163944638625,-0.17560609839199706,-0.6460353255350714,1.6212001777826894,0.9811142987384227,1.276422896835112,0.8893999101305187,2.6541560726165314,-0.8341864632644083,0.4279454052534549,0.7683826171619956,2.216103778346771,0.5781017394546955,-0.5323196665107149,2.3634210418422854,-0.36562180342631206,-0.3716016859685812,1.3126334873123338,2.2591011912786425,0.1725352595320064,3.148664520222961,-1.2518239409258203,2.0137303636139725,0.04773224636025753,1.4631842535649462,1.3952543125686412,0.5622323980056079,-0.8182957398690162,1.4157642475552263,1.4768317987070412,2.271752912888551,1.7730783553894447,0.3281677350899288,1.4543533366431907,-0.057379163643894206,-1.577675966098989,0.9025305897727575,2.097229392948101,0.1824070549940079,-0.18575617079591322
nh0010,-0.601163794729036,-1.759883954899388,1.0883992482973088,-1.4286130898623908,-0.9424444487429023,0.06846382399184626,0.1828173365030407,-0.5531440716843622,0.5939421768610701,0.17213616885261016,-0.22783371162569419,-0.10670908122463692,-2.004644236917378,-1.1516830599390555,0.11596485449867466,1.6250094006559392,-0.28048359731711764,-0.921085895651998,-0.39026761786884345,0.033361302161536786,0.17318781232904037,-1.100081135446974,0.01500524039608433,-0.4956542317555612,-0.9671633410955144,-0.37026813798119496,-0.980694127435091,-0.8488896297621812,2.462873562308169,-1.4326301334981988,-1.370716639677525,-1.7673249285110242,0.11863362816681912,-0.08402568556493925,-0.8951657317079311,-1.512469116750452,-0.9080058208700109,-0.4982471250203912,-0.767964672497275,0.6937980570504455,-0.13562669298913685,0.4378335185992384,-0.9602222830686652,-0.589715191530115,0.12915487160329775,0.8059861992104598,0.36165187277012145,-1.0218870156282887,0.40041971748870325,-0.4136621411190429,0.14834560055340718,-0.011030359919794078,-0.06701016182645367,-0.036827768627224505,0.5516960648490197,0.4976557213666779,-1.1212829557286401,-0.6851847304964681,0.09965333876612462,-1.0328331613185207,-1.183441151263202,-0.9630994687938669,0.09489328896785923,-0.09196879573293022,-0.940042118051182,-0.21425789522581729,-0.6826829072929793,-0.15696817290740578,-0.6873094039189616,-0.20047217532867428,1.4513447636178576,0.6965851432874699,0.7189637378449523,0.9583126728770954,0.7997728999714065,-1.4398831541869537,-1.2740462699131285,0.6141513485335891,0.6277785281861812,0.8580309105326929,-0.42397757140620274,1.3938564554811559,0.8272255530438308,-0.30257400888967,0.6816220037927254,-0.30005390856243874,0.03994368864101582,-0.8741980150469343,0.8642857771431045,-0.24777434880868773,0.025678230852060408,-0.3545168660294868,-0.40194177395892655,0.16613695400294703,-0.809864903810371,0.2720852282799989,-0.6145375410962796,0.4882049274318548,-0.48216277277515207,0.8377833922149017
