,ente,ando,para,ment,esta,ento,ante,como,habí,cont,enci,entr,endo,pero,ella,aban,amen,aque,taba,todo,quel,ació,ombr,ones,enta,ados,estr,quie,cuan,espe,mien,comp,obre,esto,reci,pres,desp,pues,sent,rado,tado,tant,uell,uste,acer,cion,seño,eñor,raba,dijo,stab,anto,aron,sobr,pare,uert,asta,cien,iemp,orqu,cons,porq,hace,homb,toda,raci,casa,caba,mano,bien,much,stra,otro,inte,ello,segu,ontr,tras,fuer,mism,rada,adre,"nte,",amos,echo,nada,leva,onde,sper,ador,rand,part,anta,tien,medi,este,eran,ener,esen,endi
nh0001,0.30057731894992934,0.5195865125124831,0.47075696726378435,0.08167847116723664,0.4689003617877418,0.11282715711384439,0.6448014311074268,0.17794567423201213,0.4405184474079177,0.74884412610479,0.14772454006154384,0.32244316874721984,0.47754370533655144,0.29602446963359114,0.19038089691679116,0.25431324658696397,0.10193824657555905,0.20037403561366654,0.6405493761219561,0.39081573801177705,0.19143954514191297,0.22686306730701672,0.864362213063592,0.2173082144534369,0.0,0.3016621006094065,0.2209708110878853,0.5430711963869298,0.4700931612878258,0.38707122857030174,0.12795455867313077,0.2871002921750381,0.1487335430759615,0.5527761653418936,0.5680210014232702,0.3773169014113747,0.08790585532668649,0.6088017010964335,0.2281505070604778,0.5661845993759843,0.7699123036414696,0.6042150571898538,0.20030615243693778,0.2550264784476733,0.3268152694840007,0.11731632373228809,0.12929271259788727,0.12929271259788727,0.16708349457914204,0.12185223082431783,0.5614541497063563,0.3610680637286272,0.5571631422710362,0.24975582533573448,0.43296929533176093,0.4506902516367205,0.6087528467398713,0.11174081981011436,0.32246932650729043,0.8025805366302208,0.19603133451813687,0.803101075295858,0.4425390407086787,0.723839433800031,0.3177792450461502,0.422264233061331,0.5946495976928774,0.8435243486900121,0.37497214501924153,0.7729855970616046,0.718347750521181,0.14436039077585563,0.7123057141146311,0.3717583240178824,0.30471506155609723,0.501372953275949,0.7950769587870926,0.24791168369717603,0.5627829027795384,0.5129072623559825,0.08350673460014241,0.19950536218387827,0.5320411859088643,0.26607661492461093,0.4850321144085431,0.4351440505753634,0.5245593490997855,0.19864377764182956,0.4488530575711488,0.3070555131074342,0.30006609587923355,0.5250235267658055,0.5080282837550423,0.3284457051633327,0.4446665310674551,0.24773861072418213,0.23250677887760848,0.10294622619436564,0.4156243491086161,0.42455872924409876
nh0002,0.7671724051559287,0.32358114632689494,0.44391886474072473,0.6522740333422923,0.3783138504132369,0.29096912509582007,0.31429872702801237,0.46427041358357657,0.2751628743277359,0.3286581268102556,0.39805350774428383,0.17632489963263637,0.3390557730188717,0.7092672602606631,0.17188318497531124,0.1388603173414034,0.7799818960881197,0.25123759932753087,0.40635872562066533,0.424005212993245,0.25024918871171375,0.4159992216346904,0.2722348011638676,0.4478836550931234,0.47261027956652124,0.2360905416270226,0.1849057100027608,0.4646864850132152,0.6743212340468263,0.4625315452460812,0.2310319186939,0.37502100988598563,0.08293297174202427,0.5126997039254199,0.37153886470480113,0.46725449894247956,0.37192647452606564,0.28265113512988777,0.27872160200535645,0.264881795443219,0.4697488631072889,0.5385867797161012,0.22636983598537708,0.16273045710278833,0.44593883685728636,0.6261783049897911,0.055848291070263574,0.05706629462435329,0.1706784148192881,0.05962610306088171,0.39510927212832814,0.7010831827450643,0.1444300657789486,0.1496542810151434,0.3395184146732692,0.18043298547813516,0.6912220524140239,0.281383499889955,0.564704529547722,0.4968965984083133,0.5274958360940607,0.49616011638289254,0.6636846214184201,0.291060718771504,0.5183914942919499,0.3358010311527432,0.32119521291414793,0.24336125187148153,0.15380950547295508,0.4596575754611558,0.6298588206142557,0.27562299676330815,0.3526944381071283,0.6130634479211601,0.25789370672269807,0.41505286471052216,0.3664408049233595,0.3967079391336284,0.4721888624636561,0.46752551526898356,0.12822594630156947,0.17137630766636736,0.6019412606389531,0.2531974022798134,0.2577768174781634,0.49569070332271,0.27406721691821734,0.08329023819090574,0.30681476588641887,0.2907757096768907,0.44930624384068113,0.5467967642174939,0.2056031982419205,0.26858615424493915,0.3762803024412766,0.15587060960602586,0.46920615492365203,0.24240810423178308,0.26885465179297097,0.26569558949432315
nh0003,0.667289556250562,0.46022388835169126,0.42775506211124403,0.4774424638181565,0.5325412378827472,0.37072912282975734,0.40691325881093826,0.22727022970698096,0.5927471989014453,0.5535658234413654,0.24731328990252788,0.16062425142002246,0.3097634708428052,0.6923070781605944,0.5926732613759498,0.1352912197218921,0.443037931469492,0.43981565713555604,0.5315732836902597,0.3064478148700054,0.4285032865032311,0.23000744280207752,0.2261023919172656,0.1239116677031526,0.18385104375021732,0.3439432765075295,0.11302013236235665,0.3348318197233222,0.49109537028578426,0.37681692564564806,0.11211643039506491,0.3170703502267599,0.14372203412418647,0.3647723744244855,0.4875119315083518,0.31859964025884546,0.6561249809140918,0.31497939676516784,0.4819649713210607,0.40711609992222275,0.35228627267855994,0.27794862800128806,0.45100513495027744,0.2861448217356653,0.323378880445821,0.1274030692615278,0.25771268578832096,0.25771268578832096,0.25104794707418543,0.09229129053862861,0.6066766275388065,0.12866044423449594,0.0857922288181398,0.152046820200885,0.5095687672020741,0.1662538877852244,0.47073766239209636,0.13482760945470768,0.3369051726479413,0.44252331168313014,0.3312643991293101,0.4439932182795063,0.5519327911433415,0.18281690577619844,0.3787943236142184,0.3274166115153888,0.609792610459811,0.5666072965465211,0.1817309046852983,0.38183825755092915,0.7041602233410644,0.10594716338719751,0.2769334338720462,0.0309493278618857,0.44987375576951877,0.5647415489631844,0.7075911422113068,0.015688983096167786,0.1561873351870386,0.22488619547293762,0.16485868012446725,0.32818289936929823,0.4479736590445895,0.19419383848580396,0.09461778140606009,0.14655153281082328,0.3570583421064588,0.1156247236991957,0.47486710292942025,0.31432440330154665,0.5079936461043038,0.2962229005686529,0.28198154070945736,0.257930432249069,0.1705060340361968,0.18488821583547407,0.08806666324284287,0.27765999092965965,0.3291470710410488,0.10698197849804608
nh0004,0.6933968229968243,0.46304496179618715,0.4496116436752713,0.6004870790134056,0.37839812974775505,0.26868724411908174,0.24058083550135817,0.14636562594962021,0.18357230837924243,0.39531346302634746,0.7109765134122383,0.45466899654573417,0.34520389637614424,0.49288805948812936,0.07392623575931484,0.42115014751562163,0.7631946009345691,0.17880590697765647,0.5615038659959108,0.2009254177513388,0.15238851253744115,0.3080195667566453,0.2977551558289086,0.32683701519979685,0.31252281855542496,0.47914104017937703,0.27303096982962227,0.2515469956091154,0.6597001224320926,0.13096995666748001,0.2465322459413981,0.2780556776977279,0.06575975979750284,0.16796335470537202,0.7445133533971434,0.5661928115050063,0.5523480556921778,0.36953928592063606,0.08415722026011518,0.21674820828741237,0.39926574925934477,0.5693837147084267,0.1196207263735517,0.0,0.5129884280195038,0.39359082866057826,0.05778694492908145,0.05778694492908145,0.18646175362702452,0.14741727922399056,0.5047654056282986,0.7702215004255931,0.5010553118648023,0.14029672354199507,0.38738954237326445,0.45799154861312574,0.8408160211986082,0.3550828577823078,0.3579036772776544,0.10689697494194697,0.8170056705838185,0.10925183220376324,0.4995004823229326,0.32256347323561174,0.16777768627153608,0.044570540709732265,0.059238769975447754,0.25429611818020115,0.24487714286134737,0.2361706960393867,0.20874838284738775,0.25268564705109364,0.3162767725708271,0.29758772965462515,0.29659876554452225,0.6885205002608471,0.37425039455073505,0.40783081666861526,0.8075103768926237,0.48215889376832355,0.23192552999172983,0.23091596726239538,0.3167703185800943,0.1470106879191212,0.1699945405476565,0.2134829322726431,0.4922374092374716,0.16402252799872147,0.26025263467850845,0.9386747340564072,0.6525344020172794,0.4015985322401596,0.2225882925348884,0.2355758407562695,0.6758241783867174,0.19897145479555667,0.5441168612748298,0.2185672867548569,0.300397431528013,0.36595824406728794
nh0005,0.6187190336362426,0.2501885005700991,0.4318169988603958,0.3192821129645384,0.528814293216785,0.3133524887226087,0.4571807809053488,0.41691785750824606,0.5279029474091051,0.3737520287019484,0.2967924982715566,0.1593450016565629,0.39759633756261636,0.6132976329887174,0.27041197776118736,0.22284378050853673,0.40985548041614994,0.3332446479050466,0.38980455218609145,0.38696219229066586,0.3390199281297835,0.5176210091029211,0.28935142594605456,0.22491632435511794,0.1662295936847379,0.31376459277277785,0.20319048973371429,0.19200279128267422,0.37723255464924405,0.31561580642349263,0.26982624876473454,0.39063207676827105,0.32096609937047527,0.5386617781657548,0.5178173875287039,0.7043319214291688,0.3362947935919327,0.29884407045748956,0.4767715579372826,0.749493466489603,0.27213693793373683,0.5930087431107542,0.3021021249539363,0.00501675244168287,0.6468803893364183,0.16853604144462894,0.40655702497456786,0.40655702497456786,0.41110148611491315,0.0866988787473604,0.372547394710831,0.260096418946413,0.2508671594011723,0.25495171091475727,0.5831869203557407,0.33437811379578497,0.41333256905480287,0.3319662746886675,0.6565249548250945,0.5156778489385603,0.6329426471453681,0.5038532519220955,0.5610495897867872,0.17829482833674237,0.46165645105132336,0.565358262944207,0.2944396615312093,0.28706620184287646,0.5353632418195775,0.6222970703272617,0.7572287218866721,0.17204989461241452,0.2815936722180741,0.0,0.5240493490668829,0.16284948040593564,0.453667863331466,0.10788868685970748,0.1171575272358083,0.17784346313052443,0.29259177646966655,0.18821230932143612,0.34423250414921236,0.19628553974652857,0.6831505054230113,0.3067572998096782,0.7013431397658548,0.11705637008021998,0.28432740602584317,0.4479603553607838,0.464721618423587,0.5565812267412957,0.7174133750449327,0.20864273156474497,0.30936496987266265,0.4152118930338046,0.3712601366859676,0.346563343085867,0.5998693941013502,0.3597481834826245
nh0006,0.6587574986829275,0.12259306042634288,0.4507328056806149,0.43500643596313987,0.5818125721667777,0.31435557716273577,0.5598474017898423,0.3036215269593513,0.44704041666916516,0.3809447094769693,0.2213968960218189,0.10283431898396295,0.2118659359442119,0.7603371521185125,0.3005432968889447,0.10275112024981448,0.4907737559245795,0.2666198872574971,0.5251632235049319,0.24884167425673356,0.2730415562667403,0.33804232128190137,0.20373731845054394,0.17839506102620223,0.19903451176869824,0.1856270296875513,0.09292667957437638,0.24637180453370977,0.2919142604541041,0.3029743972503598,0.20525243458048997,0.29642509086390867,0.15369291941020644,0.5168640567592052,0.6135492673552031,0.5173350424505827,0.7048070237207075,0.33655036842072855,0.4382154183002677,0.3400640022436475,0.3785686117280135,0.4206924793890501,0.26291056870808477,0.8975893883399749,0.3715105065863294,0.25127676623341133,0.35709124512766927,0.35709124512766927,0.2020287278720244,0.16103715118890535,0.648134615187199,0.3367318757117219,0.23812841789329256,0.14984061544858235,0.5345676822853869,0.3176066823548539,0.3490222948399947,0.21722926763104533,0.34138593068341416,0.3411395684943561,0.39366664004311286,0.3428767950271558,0.4999327077774593,0.2201380590419535,0.4200569193432965,0.4245304415304193,0.19591990006042237,0.6824133995882538,0.0983605245363095,0.4903219893588734,0.2996632341743648,0.1276159830896548,0.306977026556171,0.2849637506660511,0.3449242708961832,0.3841479519249368,0.5228686105472581,0.06197268536760203,0.2669969985217403,0.1156379113259203,0.2636407623631883,0.18824337282670026,0.36859782163927257,0.21782333709685198,0.29916831471106964,0.2316765154183042,0.4867979331571366,0.13960913130250063,0.32700978278176174,0.2565255524194783,0.23390331193387331,0.3182183171589847,0.2772283357495392,0.2687991340029009,0.152305723086674,0.3504517686241372,0.2287788273428664,0.6486214483641466,0.3020792271177787,0.27504127607718376
nh0007,0.540042342521622,0.3538640656591865,0.40369318305815405,0.39561871126298637,0.47893611275274034,0.21843919419978652,0.34778684480630423,0.24802638139078337,0.6343153796382455,0.2978420955593541,0.10543877090634762,0.08087375769658844,0.373629393374039,0.7763595672352093,0.49471161015556014,0.19357261762356717,0.610523851174211,0.5051273149166954,0.4951984446520894,0.34855444717180084,0.4933041758450744,0.21285844025736883,0.5102570337092815,0.19812679959295876,0.18354094485816586,0.8191875141700293,0.08247585154114347,0.4795732501611718,0.3313195159233339,0.4934069933314703,0.12327633604356947,0.3755704300952941,0.15439681996452756,0.3869460307995103,0.44679966898939305,0.45217332368915325,0.3746628706070272,0.3638862896331832,0.27315236163495965,0.47419152601847636,0.23447112657737557,0.40246262959088364,0.5256549729930742,0.5290627364328657,0.2564417913943413,0.24614402625516593,0.30350236732196545,0.30350236732196545,0.16597345453039655,0.17132581885457984,0.6223914907653795,0.3264758905500138,0.2213856388616163,0.06925675932771105,0.41522964808548096,0.4299024847864893,0.2727915315664783,0.5521307415461203,0.4414220339173598,0.4455828401902183,0.2953608395179978,0.44704467968490463,0.4301221067590809,0.4209267290803915,0.45468272395516574,0.1843626378044625,0.28931555697082206,0.7560623760466325,0.09797587361993437,0.4484005451416401,0.45677600940097096,0.09798115977431565,0.342300066044539,0.29879943710164436,0.4532786863793245,0.6422519179842329,0.33729666353867793,0.019946504496208273,0.4774975125873633,0.21337236228112375,0.18265166473102495,0.1257496608156208,0.3971905295630961,0.2713695715757262,0.15463938500997576,0.380077716950225,0.45624022006394593,0.11769792392593888,0.47754599058336034,0.17824937058534207,0.2886468157973873,0.39269880890521813,0.23294284133540114,0.3939959456094285,0.11648887811771425,0.22399691408419614,0.34687367415008663,0.1474583820441286,0.25807944701489516,0.413547660396136
nh0008,0.4148200893158144,0.39848130053964825,0.44171161567850514,0.3998214075500704,0.3379349998206664,0.23966412179662056,0.30465570684907334,0.4787676289062621,0.402574500718366,0.2801740276801365,0.3784559948416606,0.4355345631184608,0.4324657222470206,0.3189489095967008,0.4559589799658475,0.3887166116601659,0.5302534548229901,0.5725855632231323,0.6146804906278276,0.33623140768132276,0.5651173919951424,0.25197487238883837,0.32016988663919893,0.4742000544200094,0.5839912095522652,0.31920724021663754,0.04103378168745382,0.44517779596883655,0.36287105429244176,0.4664062780904218,0.2549775433325224,0.4316954756265211,0.46929341675934244,0.14109886531095714,0.2614419801719684,0.4477907776234505,0.5003733484093864,0.17903973934362002,0.4615470252243616,0.33896831936194216,0.3680519963020277,0.2593589287613943,0.5936869376565139,0.0058376481041255,0.591858253324774,0.4042309184893442,0.22288090653690693,0.22288090653690693,0.2622851955087374,0.1000131277341873,0.45168779737833875,0.23520526152008456,0.4553923853996956,0.6122564928904871,0.4637063540042063,0.42210955413737006,0.26976108412444355,0.27226709177788927,0.35056386391397054,0.12915273004544686,0.3337699497909807,0.12636709021349013,0.4866513899658777,0.20470033436376067,0.35806068887774145,0.26875732080496095,0.6472941889832436,0.3419411983944314,0.4918228204211183,0.29110353902691677,0.41296276383416775,0.14354346683099375,0.2362519514995043,0.5164111434178609,0.5610266652338374,0.6151623904103796,0.39811685620858484,0.37374870105349517,0.17316913187929872,0.24792053389373,0.2889952269545329,0.1872691268596374,0.4646811401735732,0.07124886294385238,0.5974205966024544,0.4230865063281121,0.6696054385445098,0.09996611131245205,0.6269688152698677,0.19720775606080418,0.4062593655216827,0.30319837271467837,0.4393334156151544,0.27283813824346437,0.16835273802978556,0.09944037646061704,0.48167694617041734,0.16210529590960276,0.5610945483183833,0.48359507717639794
nh0009,0.4480459628018064,0.316211933368058,0.5591176444153121,0.6078497424284819,0.49351030079752306,0.45898738333681255,0.15465460287177907,0.11457350251127013,0.8658302851615756,0.1003973323126433,0.17685678234550678,0.1553763334651907,0.49397280664612087,0.45021055267581195,0.31905417538131003,0.21588280362495013,0.714715315882231,0.6845492398961391,0.5091034819269421,0.49717628857044294,0.6272141914487634,0.20675324638058196,0.20762221684624227,0.07633994612449035,0.21214178806691197,0.4009534660622485,0.0,0.3959985455811874,0.3767595123896417,0.4126681251352784,0.2285746319077157,0.19457852571009426,0.11981904535282792,0.3805564750014727,0.349298473269698,0.48274653870926126,0.1372848905029722,0.2996866088836844,0.1561450513791829,0.23332567556600126,0.76846761592496,0.1188162411235015,0.631405072523264,0.09862537848802724,0.6010335414732981,0.25364615064665197,0.029892108091788848,0.029892108091788848,0.17248221150765322,0.07743542482982227,0.568413497798166,0.2322233822557395,0.29334384404077096,0.17971065242104517,0.10005490415198276,0.34118857678143777,0.5164573323511393,0.24271393369054328,0.3138208136734918,0.7091672247061829,0.2581474862258792,0.7099340675604329,0.7146952479963128,0.2515461825078822,0.5700479751136288,0.2325113057700181,0.1367151068637374,0.6015682048981499,0.07938051590969247,0.34402585533367447,0.24113061905960684,0.10604107150671574,0.2124738752469334,0.12761154051500445,0.7778557017183023,0.889202080909109,0.3319086219770294,0.10616693126103605,0.8363415224289203,0.6410230232581472,0.050435876843648364,0.08171384160789254,0.37834246245538294,0.09590372225924018,0.3710196437364457,0.3433549532014009,0.554044496501247,0.22975998402074632,0.6773703815535913,0.14856047811725892,0.15687071826703836,0.3538643106396905,0.07768906506354778,0.14587523063994012,0.3809682459407649,0.17809891811051437,0.5562980927843435,0.36956851366190135,0.24511587299249857,0.2655517282041253
nh0010,0.6577223866777465,0.35574491200970104,0.1613872677036624,0.42202569146829433,0.4284060987287916,0.1254249906294158,0.35362466097774187,0.10707143504638955,0.3876775571150417,0.5565732727359836,0.2529970671252523,0.27327599458942514,0.3487675129541835,0.24748629963266988,0.3118951403663766,0.3858694464377652,0.6115698482817142,0.5445194446893462,0.5586871636906624,0.4154890748841087,0.5479392396825946,0.1934839320367961,0.4925508590854221,0.29702028063269853,0.4295975040726848,0.6304443628573593,0.2440682385740986,0.1529226504553468,0.39375764783716444,0.3103881490127487,0.10289876918157093,0.3626735959281778,0.23999894975603156,0.5149154969424029,0.19484182441894748,0.4014759184720793,0.618833557556952,0.26969158315162506,0.3718121764899089,0.6281519835573943,0.43926157613189243,0.6520714441737742,0.5553697986908788,0.26211714670998376,0.27756511982091797,0.24744547177868412,0.4682281999939177,0.4682281999939177,0.3950417805052261,0.07344534099181384,0.42057262071610113,0.5067767533530495,0.3467614669443204,0.4346007244566833,0.3632023252680568,0.3207189399154349,0.3982693848726915,0.24859142262196715,0.19642902231185302,0.16300222273200954,0.22747526908152504,0.1630497203028899,0.30074329049957577,0.4188054939016381,0.2631442240988997,0.09766693942607524,0.321079003086528,0.28248427770814366,0.327988416685911,0.5976716301586961,0.48989349647694613,0.26562754137389333,0.7048088009151577,0.3741944465109826,0.5164998603668107,0.4343910311905459,0.36662807151270793,0.60315666948348,0.4095679121686364,0.20823394356589756,0.18021770603324105,0.05395027684172645,0.22262282979801865,0.39016648616400246,0.32840828665994914,0.33671551915565395,0.29547165659588415,0.8891399879805028,0.12807079139135585,0.12427458205609682,0.38007268754933227,0.3855341727983783,0.23586090810500568,0.1757650559875845,0.2631888435951651,0.22803609166020267,0.29353418584968693,0.1473938321810927,0.2662643856870326,0.40589328920671297
