, a el, a la, aque, como, con , cont, de a, de e, de l, de s, de u, el a, el c, el m, el p, el s, en e, en l, entr, era , esta, habí, la c, la m, la p, las , los , más , para, pero, por , que , sin , sus , todo, una ,", que",a con,a de ,a el ,a en ,a la ,a que,aban ,abía ,ación,ament,ando ,aquel,as de,ción ,como ,de el,de la,de lo,de su,do de,e con,e de ,e el ,e hab,e la ,e las,e los,e que,e se ,e su ,en el,en la,encia,endo ,ente ,es de,había,iendo,mente,n de ,n el ,n la ,n que,o con,o de ,o el ,o en ,o la ,o que,o se ,os de,para ,pero ,que e,que l,que n,que s,r de ,r la ,r se ,s de ,s que,ue se
nh0001,0.32816405110544283,0.21035925296907082,0.09728785367765574,0.11291554083935934,0.1336738799411744,0.42382457250134453,0.09676938288735015,0.24170202242965894,0.2426014064083275,0.14119904389782723,0.20323128696631573,0.2461949245350047,0.28151596554467395,0.3416280927963276,0.5390615656299464,0.26484394473026657,0.16574312709432887,0.2540132526934209,0.16589046426456533,0.17766004680809436,0.30630487590869265,0.21722878894501443,0.20361629961797473,0.2312551446943091,0.17370806885406298,0.1815786833554669,0.2582033667362637,0.38811327124116046,0.21432839329436107,0.17219644571951803,0.32700920450824666,1.0,0.22176796364032075,0.1045935018883079,0.2416604247370638,0.08768056625261006,0.4262743098196701,0.056312893207090736,0.195615391166623,0.2977282634663925,0.10940670517555068,0.17547149415164914,0.3700731985965945,0.09192450336091398,0.18069293385965118,0.06433460290760032,0.059245532543387436,0.18729379257799755,0.09657202017128882,0.20791359104948656,0.042537121867383954,0.10171492297775539,0.24777845673105933,0.19625853623731615,0.3323411382591913,0.16841565833950944,0.17227992063416242,0.08031812347486034,0.3107990805393558,0.32589384203874666,0.2523159633000348,0.15251711501850518,0.22652642673276627,0.3398368163259427,0.4400580170081533,0.4297907654461391,0.1902427591203901,0.19789747446067388,0.2219049149209063,0.028080689338432135,0.23537485470560854,0.1101336623254538,0.13096384179623236,0.21394144432639878,0.25701935870943693,0.09517017027387453,0.14413466046209902,0.2109163579374495,0.22948474734824081,0.34903777719242257,0.35711043473590126,0.17850366788358657,0.33264184079532566,0.19077379034856,0.2190418232011464,0.562108452987405,0.24696378022119692,0.22746999898914372,0.18257054616357915,0.10797427377801591,0.77434532550783,0.4620201861961934,0.5727150065301989,0.49311861174235594,0.25294766800255564,0.13677926155914613,0.12416325871340184,0.21096948211541605,0.2998875583635354,0.39743927160712134
nh0002,0.2312652607893854,0.2573998736608595,0.20685460141264123,0.6060009123479777,0.2896841691271385,0.3935830269441646,0.22274215231666256,0.0984838361151697,0.28566623859583623,0.11469187782491863,0.2124668552053554,0.09764573191366976,0.16110800991799332,0.3213646900259046,0.4499425943321584,0.05104860966459404,0.24462273188975026,0.3840319158112041,0.18604237311532756,0.36872968538025996,0.4664077996383194,0.2623074651828479,0.21838138990119624,0.21126782540939426,0.2802588055686816,0.26706270121702014,0.29439719848901125,0.7757883746623166,0.53326374808359,0.8538775193789261,0.2952079026485988,1.0,0.5658104742564283,0.13276356355997448,0.5389013651976025,0.3306056230164503,0.2882067100621181,0.16059412788492425,0.2669663026516542,0.19733228729329183,0.2729254740613512,0.23789797476126293,0.3068391718567762,0.09900955195954146,0.24453654661088084,0.3272674492281826,0.5645567294224187,0.26677003301643054,0.20758641283667206,0.19317739001452766,0.3851169096431115,0.6112500226830857,0.10423451408501325,0.23657786187910174,0.3239502052314131,0.08270334773827634,0.17906224644536,0.5529412443959343,0.36945990150498886,0.14352741608662073,0.24905123817640956,0.20592903245611632,0.2542161302087902,0.27732065836621334,0.7558440827134207,0.30203122564947277,0.07837326128905492,0.2627329726652996,0.37580796398335115,0.3575626450979948,0.3266474764257947,0.561685907512594,0.3381604283511739,0.26245911891653595,0.38051852576176576,0.6082475882623615,0.3006477133264634,0.23331279681993497,0.36168200298133474,0.36761741446358986,0.3358681541143137,0.22066704201508366,0.172386487335898,0.3326458719295669,0.22750574108933086,0.6808085496273544,0.14692017294993837,0.2973651053572718,0.5328440182302903,0.6885035103397646,0.6185927096404962,0.2566474514782865,0.8798181980879527,0.47835686120033016,0.23932356108528782,0.22448259519566216,0.18994513427172915,0.2467541589241241,0.35907989745278357,0.3106800067263018
nh0003,0.20663947857450363,0.3226161947499381,0.28339370309482925,0.2527501914629566,0.3544102203034694,0.33027415472376614,0.15493902235764895,0.1637597025955821,0.16375856180466683,0.1087898050308024,0.14992204386726934,0.2241561038804964,0.3158249781706111,0.18715979865721066,0.2579058046481534,0.07906810402485365,0.15216956128708925,0.23430348402401335,0.1850215562495275,0.3686781307405586,0.6186139580605668,0.41479676600406234,0.3821159050664411,0.2882514194090783,0.044135049848999186,0.16746717292402363,0.1739603691969036,0.2524556931234891,0.35582223104604366,0.6724989682002022,0.19079273941038183,1.0,0.10964624563778538,0.18068653797385492,0.29366059294005065,0.3343226314223863,0.19939509700342722,0.41569347522948163,0.18871358316990489,0.1654782402972465,0.13402656195620125,0.2822543239032664,0.5229283990345935,0.07834199047221779,0.4171710920869863,0.12266895088296041,0.2814079553320201,0.2516990240840633,0.2838549284468149,0.23324846327516027,0.13138607941915068,0.253618685225118,0.14436959274443167,0.16418838737557923,0.16628062335168822,0.12142042295812963,0.18513891910479818,0.45032145624896763,0.25151131148437444,0.1669338759318278,0.48188478713741023,0.1759480394927197,0.1423303007029532,0.20183836631631413,0.4466246992892559,0.4732727475741102,0.09677830872882326,0.12656373789059888,0.24058478765988792,0.18510722419636474,0.21474985302179367,0.3439331829148764,0.17320261271988024,0.4145068543946161,0.23679002638726573,0.367732076170964,0.07734926220953403,0.0527904060044479,0.16580694701182425,0.5154394565009083,0.45839194177711473,0.09972983442925637,0.13304690414014872,0.27376534399086494,0.1996975736654632,0.46824001561187506,0.11182479217546037,0.11404186686811046,0.35035387170230226,0.580116688491005,0.8055969982679261,0.20192096972188572,0.5390766816628729,0.5411084487172786,0.19036679634915277,0.19631424715379253,0.14378378235160866,0.18203840935175994,0.4449128534426937,0.6613233771194972
nh0004,0.5551763884676154,0.3948115785953947,0.13647577796858135,0.3357355745622371,0.477259909035201,0.5347526547063278,0.30185752440899005,0.5664288192955805,0.42826289723131683,0.19759585243948702,0.2447649528561217,0.46102519907458006,0.3303633803279682,0.27086241822153134,0.6083662220445956,0.3766516449954329,0.38183792591913035,0.3333009576629771,0.6265305012795461,0.2275773587453787,0.585513726926521,0.22037333700813633,0.3094115114390278,0.2440623657818589,0.20218624187582054,0.3931637949307144,0.8797408519630743,0.5368274937219628,0.6807771627048737,0.665004567016778,0.49531197223494905,1.0,0.4957547248355026,0.3822367276797727,0.33280656970525424,0.22726502262791734,0.32460192964872536,0.4773395577424022,0.36086792266352374,0.5113043967383551,0.3530877019318929,0.3133566081354872,0.2505230993603085,0.2888232014427704,0.20587763047212917,0.29524649458605357,0.5914377601778016,0.4165396035594461,0.1420872736153299,0.33723860033217573,0.3711545034184409,0.3322412166817294,0.5008318097037134,0.21533509945135829,0.8974976506552836,0.21752783306969808,0.35840013288466904,0.4919841115639662,0.5344347358133539,0.5122641622645303,0.39022242894400244,0.1419200085575895,0.382597119173994,0.9783731128680098,0.664869497898695,0.38231607968898484,0.15008044167751958,0.25932639270045005,0.32994478545795186,0.6384493757039679,0.41981902971460366,0.7592516101403856,0.5127716978218346,0.21706556462654025,0.42469213706481956,0.640259112885438,0.5158736159822328,0.33189992228015314,0.359220609986045,0.5581901609411712,0.7699499051315825,0.4380099257870718,0.3825394787028715,0.40673880711831367,0.36363519779099623,0.6563499261485838,0.44368666481907687,0.6139673232627243,0.6426642159012843,0.5553073478957417,0.614178239233291,0.5111932373577895,0.47927145399837884,0.49893927868726035,0.48625101839947643,0.2392465316040544,0.3938318984642232,0.516249401506545,0.4681242790046143,0.36280103426154126
nh0005,0.3840030155304937,0.3091894932263518,0.22900653678195604,0.3894089401120805,0.2918775553332397,0.27769078844330264,0.2706927144833134,0.36723790437714476,0.2631264241802367,0.15369296142760508,0.343274766710973,0.3966184065494181,0.4640337595019648,0.14894889385024684,0.5922027266143621,0.24143316331378795,0.3019126630185399,0.27394259583040387,0.11303928196086688,0.40366844920912626,0.49400243769478325,0.3823821091132416,0.14838332317784245,0.25775484898732515,0.21069468328510443,0.2509631486459279,0.3316863175085647,0.4740356750818177,0.4254547993684338,0.6358274068747106,0.4139087306113135,1.0,0.08517007723237005,0.34582402751125496,0.3686838025675604,0.2900064443603431,0.33274828681462987,0.14390881627377636,0.2681362220633309,0.32478216306936136,0.11589630447890256,0.28459447692282197,0.0,0.13510626161582026,0.3535252232923212,0.2945071808244213,0.2619571998519772,0.17076109121104882,0.22966003522545742,0.28454407566864814,0.24859231671573237,0.3807095945981664,0.24766462677364606,0.2060903047730794,0.3525998498722714,0.1378144061941733,0.29438880515878485,0.6804349025313697,0.26744445963313596,0.23122018496349267,0.4527176825305682,0.16270148074825969,0.2566453494564306,0.3529455296180725,0.5044587822741711,0.4138489362751333,0.12517201725603067,0.22177278218402086,0.2224401887596782,0.13666949222261562,0.3213698097073474,0.30158155522789143,0.17833856813689897,0.37802188762580324,0.3342404690500383,0.32515053072458233,0.16764457571580985,0.1914315738480651,0.09020391031922079,0.4670615265340484,0.46417472351457356,0.20040418488582445,0.30757432557436465,0.3021918355746605,0.25412095559943115,0.6002121264545293,0.10207586051865318,0.35627929908619826,0.4094885268082008,0.5118753707942357,0.6013288520536744,0.35237153693722517,0.49487440688408013,0.512390571867894,0.3710045201216376,0.30977515946162926,0.1731522149836503,0.30329562921642794,0.43679821494673626,0.3792848632310567
nh0006,0.15989859500433773,0.17653901815449705,0.1733875759413489,0.3068277236460632,0.21156207811982286,0.20532940585071954,0.1619269824390498,0.23742146191180902,0.1383845263641443,0.17586817427670642,0.3086305484209312,0.20858744044007416,0.4059996505867391,0.07022761384707371,0.20844759754754916,0.1796676022685909,0.2566710003394196,0.15688685486959156,0.05222260677839774,0.3662618650228853,0.576968844324832,0.3023642654450625,0.09546494581023499,0.12240178564637247,0.22435521659104954,0.1365536040012936,0.14351500483482868,0.3565598247675657,0.3781255604668533,0.6994335698447937,0.17149286972630762,1.0,0.07946327555093327,0.2015801264335584,0.21775809638121932,0.30451607467473485,0.23403282463360495,0.24881228018220197,0.20745981928927165,0.12127780388550705,0.19708550083419057,0.11572626071993714,0.45737847265201437,0.048001972427578476,0.29304772865409984,0.1836967233487956,0.3095522747871065,0.07686508788249749,0.17423770219748885,0.17821572488323106,0.20162288870802125,0.30151429305085464,0.18666316037113068,0.11046154208868686,0.1848861996722941,0.1996656811932186,0.10833842513747874,0.43696201003325297,0.2374693499285655,0.17247794242195577,0.34279121787056543,0.07506668877485462,0.135661306788344,0.16144432439338016,0.6167397901647632,0.4286630851883284,0.21853169864016053,0.22721163430455033,0.11901257309746424,0.1676809252597598,0.15378044235763558,0.3636089220495652,0.24640318697695748,0.29852385968689443,0.17796981927169986,0.37136230605159526,0.2705802747127636,0.17475166291503547,0.12088976127393344,0.46780578671028744,0.35775764316855196,0.1048565224279816,0.20512808067326938,0.25003605595884815,0.1935529189804515,0.4902380035521744,0.06035169525591458,0.17983750697130488,0.3835048878462479,0.5889792986365935,0.6701863809626754,0.32165586394363554,0.5862010987662857,0.5920126286959408,0.24837479540332322,0.038039446077881955,0.24052995857261622,0.21289438923748819,0.3156175029988004,0.43762104652788564
nh0007,0.1582531520659782,0.145950895559008,0.32496421993592406,0.26580590296966206,0.2575955257705198,0.22828526305217456,0.34059968766643134,0.1117389745011616,0.16447162199528517,0.15571869937724064,0.1606302685291982,0.14886144699682854,0.11861175114306877,0.0,0.16303044334118524,0.09772408753014344,0.1645476158837027,0.24600162847166807,0.10440931563427638,0.34139199779461893,0.5071008086889217,0.4409198563077077,0.1429712816511504,0.04451199945668763,0.11621037732484349,0.19235800709611295,0.26164549056825026,0.320574372818505,0.32508260229510627,0.7035314943757475,0.23925284057065868,1.0,0.10732469423357588,0.20024575062140226,0.32923143290401335,0.17065777795400677,0.300954620275598,0.14564590788465057,0.15723836978778263,0.12899821654301533,0.12205840310881638,0.10506192372999126,0.2640759690322776,0.10513899431576958,0.3761583610139623,0.11482601038303786,0.35111301395551797,0.19514246002975028,0.3252784824595292,0.17817397292224307,0.12400448463086564,0.2587090978647687,0.09457004768179422,0.14531926296006975,0.18437428825661337,0.1855220956534665,0.19534419178820817,0.3252149247917167,0.19097935957900197,0.10176061800932487,0.4913078382807031,0.12216839973238408,0.21109410609665968,0.2116585527460445,0.48976539222653775,0.49844250471985285,0.2270345756038129,0.10403361324899033,0.20405413098938407,0.10017788587456108,0.2778301843540809,0.2835277158062306,0.21289746799042886,0.44194961562706314,0.311608460308585,0.35132762102846476,0.15408896106607012,0.09600574094595477,0.12888655995420717,0.532002761176182,0.32694801856446415,0.11527537447288976,0.1589811249515883,0.3528482374684101,0.24028548178046674,0.4724146015565284,0.16543715859103075,0.251454177047135,0.32716233505897657,0.5884288845975337,0.6430005728152548,0.46392509049722364,0.5486574716338356,0.6798458271177827,0.15440031011006622,0.14954726388660866,0.23276385994672175,0.214805675902829,0.4425595815351792,0.5577048178782323
nh0008,0.29341191997879806,0.5373686861030821,0.47271689089136915,0.6320658063177336,0.17266979499181453,0.26140529540737545,0.34001701964523623,0.5027523516303655,0.5850076606827507,0.4166391428671936,0.579316015427498,0.421399868786845,0.3517275949455832,0.3116553072650024,0.326879173111019,0.3797114677925386,0.42614005191420756,0.44259833052319686,0.48094733373935905,0.5202585118994507,0.4075742018516845,0.3927740177580841,0.5589407261818559,0.484346363530913,0.47021148632805265,0.5374196548088881,0.4614484476918339,0.39776742489128136,0.5888824262567511,0.46679749416434024,0.39502231193810633,1.0,0.261044579652283,0.44972502129942793,0.4610491027070199,0.4847368871348622,0.2734671290662557,0.22071097778383802,0.5754973183310809,0.2771875254400464,0.4689061935191371,0.4409800922645112,0.5241057945376879,0.24159758027908643,0.3291556102300354,0.2158350767072443,0.39109536912157655,0.3374451252699755,0.47250880844372,0.5017033405540987,0.2144295344472484,0.6168486985847709,0.4216651306497496,0.5155587225428564,0.5315501882503374,0.41468752250270025,0.2896968716114519,0.20597473089797358,0.31484169224653963,0.4398538220323896,0.38576521204671177,0.52611683697296,0.531136634027341,0.4539911380434748,0.46450847131913714,0.5127861913103786,0.3639008426693511,0.45405231083880737,0.37058580986912454,0.2267009621624672,0.4394977373271135,0.3493233972919794,0.479562890553905,0.38834628785848296,0.5036173296166591,0.4183356316792688,0.3207309913630385,0.4007754651761417,0.34528906357584804,0.6925887515093074,0.14285175409926332,0.3915949461080622,0.3033436968575105,0.38485620641218354,0.4709635752568428,0.5476488152307902,0.26606749342626046,0.6169299466998639,0.5915357711223599,0.1875662090740219,0.5709674465365419,0.6201363635778114,0.5012643124632257,0.607183788821154,0.5527253201332808,0.260055079832039,0.27578315702788486,0.5805187048739961,0.5300087108013937,0.4815550499382495
nh0009,0.18543181851247897,0.017692459628383006,0.4101590236020905,0.1472869802490082,0.09976182272038969,0.05740649471458875,0.20906855284319598,0.09509279630524106,0.04697088155064305,0.10324751019005107,0.17066655889593818,0.13183954697010694,0.30105662083986573,0.25656702072025883,0.09636636108052948,0.09851555689298785,0.04855269762137754,0.058347537049932785,0.12742407404973424,0.4553128254503943,0.5259169243965623,0.6037855431511853,0.04425537358553494,0.21865888778986856,0.08174965136540893,0.06664028864393207,0.16362428484328273,0.4585904097687567,0.4892263674966961,0.4176761722716435,0.17274956543316505,1.0,0.3131696811114208,0.11974587873559236,0.47830352803611026,0.159951040136397,0.20733961763566003,0.027876107191728117,0.08326276184510298,0.16939841949889603,0.0832611421306122,0.09492715623892511,0.5600307354141266,0.09979022772547651,0.5547230348816243,0.11083021011812674,0.39992162535169207,0.18676540722974486,0.4080724224305472,0.07067531159834728,0.17550574057412915,0.1361554074846006,0.11330460202032416,0.020003224765946237,0.13391712522076316,0.11689349007303393,0.19153177845528663,0.16525645548665013,0.08138538420054392,0.13467536826442,0.5372259573614078,0.015713141801904196,0.09238223625281528,0.1325382094227091,0.5674304929637757,0.6080101446873794,0.13036176761905097,0.1131930564729132,0.056441884437391565,0.12267617249110027,0.3556602643544903,0.34592072730510776,0.06222702751099987,0.598728015323593,0.36475069760670503,0.33600673849166107,0.18992696542347817,0.09607074981192534,0.08490945904000993,0.5018950708286998,0.1734851858399192,0.09043871243597426,0.17985308476176753,0.11582553792470279,0.11176222109988854,0.7914106002524579,0.2776569455979748,0.11798177243225078,0.41113049380529765,0.3615874059235036,0.5699760543236726,0.45505939528431516,0.7990652077324782,0.6607260411535845,0.2945635884310188,0.18292714994153858,0.32934509652831556,0.06204132103349852,0.4103641412977826,0.5485696948154872
nh0010,0.2794298158473814,0.05223161752903366,0.41229583425924227,0.18068199640663335,0.37478867664276727,0.5981323070084624,0.33306200080950665,0.3207276588508577,0.23885186817382065,0.12840217754446678,0.1147478656710072,0.146345176747787,0.6375284960574438,0.24711881011008613,0.3215435204087299,0.3997133028792691,0.15110430253557233,0.15009322176570042,0.2651152565111425,0.23040602730813442,0.4841194825019736,0.3241979149487941,0.2688749786793962,0.1575001248991705,0.0937083521198098,0.24940122014669697,0.2772990747347951,0.5089295130304937,0.16311137264602438,0.30641147949023445,0.3669290257411049,1.0,0.19585974760095193,0.1710850450047754,0.4912888956239787,0.20037189155103557,0.2389159236522836,0.29985029573124383,0.2145330375890673,0.2551398735178223,0.11561803641666632,0.13070039474225426,0.3985847502693151,0.219158841519908,0.2838816686074099,0.14023821680708198,0.436243009456899,0.2730115701816815,0.4140051964662037,0.3468825843457367,0.17589515404526412,0.17333842827178,0.2807459305012884,0.19300265309421932,0.24728157775063556,0.15935659451290773,0.2820371532256356,0.515280064831412,0.28766637729676686,0.3054491196540513,0.35805775976634197,0.13681652504480155,0.3529854402642089,0.25533866796585947,0.6291057449051035,0.44893159343217254,0.1682766743881563,0.17878715220940988,0.11750142435959096,0.19359049254716854,0.2985888203750489,0.43497838328891336,0.30837222436663364,0.32382342755396765,0.3313140797924429,0.45118060601123317,0.194962766947651,0.1773103442507082,0.18640724238337947,0.5339286918296272,0.4530520072340059,0.2030275973939936,0.32187629429505493,0.19127840175363414,0.14454178736558448,0.6136718375246619,0.285471518739192,0.4703824231009667,0.1680020287157878,0.20090103877898047,0.4085050517697423,0.3695064729118114,0.6015540997275991,0.375973847436739,0.33889951441680366,0.16378906955591171,0.21880279162317873,0.38346295587447327,0.4661033970501296,0.35315227231108187
