,a el día siguiente,a el extremo de,a el fin de,a el lado de,a el llegar a,a el mismo tiempo,a el otro día,a el pie de,a el salir de,a el través de,a el ver a,a el ver la,a el ver le,a el ver que,a el ver se,a la cabeza de,a la casa de,a la hora de,a la luz de,a la puerta de,a la vista de,a lo largo de,a los ojos de,a los pies de,a uno de los,cada uno de los,de el lado de,de la calle de,de la casa de,de la casa y,de lo que se,de un momento a,de uno de los,dirigiendo se a el,el centro de la,el corazón de el,el día en que,el fondo de el,el fondo de la,el fondo de su,el lado de el,el lado de la,el lado de su,el lugar en que,el mismo tiempo que,el momento en que,el nombre de el,el resto de la,en el centro de,en el corazón de,en el fondo de,en el momento en,en el seno de,en la calle de,en la casa de,en la puerta de,en los brazos de,en que se hallaba,en una de las,en uno de los,la calle de el,la casa de el,la casa de la,la hora de el,la hora de la,la hora en que,la idea de que,la luz de el,la luz de la,la mano de el,la mayor parte de,la noche de el,la primera vez que,la puerta de el,la puerta de la,la verdad es que,la vida de el,la voz de el,los ojos de el,más de lo que,más de una vez,no es más que,no hay más que,para que no se,poco más o menos,por la primera vez,puerta de la calle,que a el fin,qué es lo que,rayos de el sol,se acercó a el,se dirigió a el,se dirigió a la,un cuarto de hora,un momento a otro,y a el fin,y a el ver,y dirigiendo se a,y se dirigió a,y se puso a
nh0001,0.0,0.25877567784762273,0.21324029668994302,0.0,0.0,0.2781119507755652,0.0,0.7864027110092405,0.261393274317506,0.24399350060160346,0.0,0.0,0.18518417994604777,0.0,0.0,0.0,0.3787428913823157,0.0,0.0,0.29452303184423845,0.0,0.11398840932647794,0.11967659266344569,0.1375923253582229,0.22865036193571606,0.0,0.0,0.0,0.23774679832012133,0.5414148608319523,0.0,0.0,0.0,0.15879508352778643,0.0,0.0,0.15821862735044392,0.14808541427720623,0.3911164374827889,0.0,0.0,0.0,0.0,0.0,0.26465923815388587,0.0,0.4437687956599933,0.29333732811209173,0.0,0.0,0.08885124856632375,0.0,0.0,0.16468247844458278,0.0,0.0,0.4698165446813745,0.14065587911467947,0.2711867156206225,0.28263607874768854,0.1741603342856604,0.10583668705004028,0.0,0.0,0.0,0.34524004553064197,0.0,0.13452547954631097,0.0,0.32029300228140817,0.24068962027539267,0.0,0.14342911020392507,0.11327808917086093,0.3510025992224827,0.3351050175327904,0.0,0.0,0.0,0.18705053220080384,0.23945226140207815,0.0,0.20675991902197044,0.37661967924415296,1.0,0.09905545978930293,0.16754135374392967,0.0,0.0,0.15788997657035628,0.5144995776742295,0.0,0.2042684869419902,0.6392121499631991,0.0,0.1244002387754717,0.0,0.0,0.0,0.19469834797184957
nh0002,0.5182270978674474,0.0,0.0,0.0,0.09230088638077814,0.23053465516170585,0.17507394986648114,0.17383223055337008,0.17334086705250598,0.0,0.0,0.1679321282243697,0.12280341336274933,0.503116511907995,0.1604338997483182,0.0,0.0,0.8736629869754168,0.0,0.48827650443676707,0.1432169168759546,0.22677151611698174,0.0,0.0,0.45488299681724387,0.0,0.23243039403709562,0.07367239774191975,0.07882994745631662,0.0,1.0,0.31192164377436077,0.33699199168995436,0.0,0.0,0.0,0.0,0.09820166251661416,0.5187314981134802,0.1327511922076046,0.0,0.24267769910108467,0.0,0.0,0.08775333247351619,0.0,0.14714087042100665,0.38904862358511016,0.0,0.1346936114794647,0.23568399003987406,0.0,0.11964053449689224,0.10920787337192712,0.12963688632641088,0.1806981491686421,0.0,0.0932748254729603,0.1798353096174207,0.09371393177265767,0.0,0.07018475569855187,0.09821603538102235,0.36920354552311263,0.2797904587294531,0.22894318528194907,0.16218834457400683,0.0,0.0,0.4247995046641588,0.07980570192176677,0.0,0.19022774314474963,0.0751194622210411,0.310352769128019,1.0,0.0,0.0,0.0,0.12404106998918514,0.23818628874916548,0.0739985518559594,0.2742223856260407,0.24975233934259644,0.0,0.0,0.11110371374684753,0.0,0.0,0.0,0.0,0.0,0.0,0.28259229595563423,0.31192164377436066,0.1649900542175877,0.0,0.0,0.1295567744668618,0.0
nh0003,0.22247661618602532,0.0,0.0,0.0688710897534483,0.356625696759625,0.0,0.1691096147712507,0.16791019775430233,0.0,0.0,0.5291059774498583,0.0,0.0,0.0,0.3099366296742462,0.8598468175420309,0.8086797374900403,0.21097486416452804,0.0,0.0,0.0,0.0,0.1533177853486123,0.0,0.0,0.0,0.0,0.0,0.3045776269271895,0.0,0.0,0.0,0.32551151064533956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23441027200138073,0.0,0.5431045909962576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37566143775569805,0.0,0.0,0.3603887343746488,0.0,0.0,0.0,0.13558747041519534,0.7589604699185076,0.3566256967596251,0.2702586919898361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21465166246761053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24124389680278416,0.0,0.6345001718211177,0.0,0.0,0.0,0.2022729841965601,0.0,0.0,0.2616885335508362,0.2729650775733715,0.0,0.0,0.0,0.0,0.0,0.24942822032060682
nh0004,0.6299353189618372,0.31289390984444754,0.5156712618640656,0.0,0.0,0.0,0.0,0.0,0.6321178581273537,0.0,0.49938213490086225,0.30619697192296363,0.0,0.0,0.0,0.5410285245076994,0.0,0.0,0.0,0.3561171735283741,0.5222655931206898,0.2756540287539131,0.0,0.0,0.0,0.0,0.4237990882955539,0.0,0.0,0.0,0.0,0.0,0.6144501859697065,0.0,0.8540119872781138,0.5103808529012859,0.0,0.0,0.4729113352008383,0.0,0.0,0.44248338542285587,0.0,0.5125943415596226,0.0,0.0,0.0,0.0,0.5489181997124208,0.4911838658684399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401430020383528,0.6558009814073444,0.3417442801349419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4093279887491874,0.0,0.2739362873295185,0.0,0.40518614429470495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43948247441488497,0.0,0.0,0.0
nh0005,0.4727126310791949,0.0,0.0,0.09755702149964923,0.2525830569158677,0.0,0.0,0.23784753270158115,0.0,0.14759168884053156,0.7494872435220076,0.2297746639523722,0.0,0.3441968748770172,0.439030289093768,0.0,0.45820321309898526,0.0,0.5482520744944988,0.5344710194961538,0.0,0.0,0.21717714261642398,0.0,0.4149318689499881,0.0,0.0,0.0,0.2157195871650937,0.0,0.0,0.0,0.0,0.2881654777645981,0.640863024071629,0.0,0.28711938259550435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119162057160876,0.0,0.0,0.0,0.0,0.0,0.17737685043617704,0.49448377676208305,0.0,0.0,0.0,0.0,0.0,0.576185587322552,0.0,0.0,0.3828258434606724,0.0,0.44383135931788825,0.0,0.8363744508121455,0.0,0.21838975703395025,0.3071656798905503,0.2602808421334593,0.20556577672928997,0.21232150151102028,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17975596763599824,0.0,0.0,0.0,0.28652297994274156,0.4668312560956433,0.0,0.37068607430525474,0.0,0.0,0.0,0.0,0.23235105499369932,0.0,0.0
nh0006,0.6803550988280844,0.0,0.0,0.0,0.18176600259017087,0.1361959707116309,0.08619227093232269,0.2567428459354358,0.0,0.10621120681507766,0.4045143662170645,0.16535242970407948,0.36275088615005674,0.0,0.0,0.43824917913820177,0.32973615663665135,0.10753027068612539,0.09863447415024654,0.19231032734406278,0.0,0.07442931771324841,0.625147570060356,0.17968323199704478,0.4478952869239541,0.12431974157667232,0.45771980379789057,0.0,0.07761899693149557,0.0,0.0,0.0,0.0,0.10368606591693215,0.46118338860768815,0.13780788485867268,0.10330966589323934,0.09669313233741175,0.0,0.13071192754916372,0.1478213377358448,0.11947489621445982,0.0,0.13840554871778896,0.08640530488447731,0.10844998596553881,0.0,0.0,0.2964267003073876,0.530498032966982,0.05801587940244708,0.12441535747887611,0.0,0.0,0.0,0.08896117236168406,0.6135382549444521,0.09184197916893777,0.1770727597288362,0.09227434011333263,0.11371888536900501,0.06910660875706501,0.0967072844122817,0.0,0.13774622119098578,0.0,0.4790906384958692,0.08783910326357788,0.10031316856650882,0.20913696198579732,0.15715952458332147,0.7736582752982536,0.5619166479701051,0.0,0.3055852681872947,0.2188085434705521,0.2612168420553862,0.0,0.2514769121508619,0.0,0.31270316949516747,0.07286181907739667,0.13500495176817154,0.0,0.10882585658347209,0.1940363146951302,0.0,0.0,0.0,0.10309507167728019,0.167972571756698,0.09158805748945492,0.13337815838683117,0.0,0.0,0.0,0.0,0.08360323724698833,0.38269974309079746,0.12712928696054066
nh0007,0.05947262052885651,0.08862157846604134,0.0,0.1472853824022853,0.286000368458811,0.1428653589452495,0.0,0.718174135882539,0.0,0.0,0.28288203547750407,0.26017437335381915,0.0,0.0,0.16570499750136894,0.30647321873961675,0.0,0.0,0.3103935339692289,0.30259137404725395,0.0,0.0780740512042562,0.08197005712041613,0.09424107520057538,0.15660943223193233,0.0,0.12003347772378409,0.0,0.48851955603300445,0.0,0.0,0.0,0.17403197587469543,0.10876347477420853,0.2418835520932089,0.1445562070078081,0.0,0.20285620766525572,0.13394363930194975,0.0,0.23259001384240213,0.25065093840059666,0.0,0.580732551609694,0.0,0.34128203848362815,0.1519752222174463,0.0,0.1554712181244958,0.2782380106532196,0.12171372459915344,0.3915235805798308,0.12357135556120392,0.0,0.20084421021837395,0.46658758534612194,0.6435826446354311,0.3853575770752786,0.18574384576801387,0.19358585504176762,0.0,0.14498138842111696,0.20288589784251354,0.0,0.0,0.0,0.0,0.18428100261130873,0.42090163928662344,0.21937820176840492,0.0,0.0,0.0,0.0,0.5609616084802598,0.0,0.13700419222314164,0.18871704483466484,0.0,0.0,0.08200398719546916,0.15285958727716098,0.2832320338548576,0.12897900889914582,0.0,0.0,0.11475405533179515,0.08476650351510803,0.24044640991465102,0.10814354010403222,0.17619803017364885,0.19214607656835336,0.8394573660510078,0.0,0.0,0.0,0.0,0.0,0.9366937733294901,0.13335468824203792
nh0008,0.15652351452159585,0.07774648121329314,0.12813169196128152,0.03230285561975128,0.08363471838444793,0.04177793240850248,0.0,0.23626657692908978,0.15706582210538186,0.24435109549280828,0.0,0.0,0.11127335062495529,0.11396967417626484,0.0,0.13443235132765877,0.0,0.0,0.5446078816281388,0.7078912377736996,0.0,0.410959691325516,0.35955596911462173,0.08267638773111743,0.13739128202856435,0.11440474487229087,0.0,0.0,1.0,0.21688334162046027,0.1510182651251784,0.1413175964933936,0.9160550270297176,0.2862500621606184,0.8488043370080728,0.12681715477121647,0.1901406135415492,0.08898146823400399,0.11750689636632378,0.24057425688589848,0.0,0.1099462953084476,0.0,0.0,0.0,0.0,0.0,0.35252068909897144,0.5455709703367846,0.12204717317444147,0.3737221665828168,0.0,0.10840743575021834,0.0,0.1761978390232008,0.40933081498168544,0.0,0.0,0.3259009976000662,0.16983018473239314,0.0,0.0,0.2669834748728724,0.16726943676889588,0.0,0.0,0.0,0.16166716679478849,0.2769383762780278,0.19245745266124917,0.21693813572380197,0.0,0.08618359124519441,0.2722658606821921,0.4921238360903388,0.0,0.24038375396124181,0.16555884508972749,0.34713093364355946,0.1123948031642254,0.2877638408280301,0.0,0.0,0.22630298999084253,0.10014655918715992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274071670564576,0.12802979481888255,0.14131759649339357,0.0,0.10920064234441272,0.15387108928054646,0.0,0.0
nh0009,0.38119991895372796,0.6248386577089935,0.3744648137271832,0.2124114332023597,0.2444224279066055,0.33576397028657273,0.11590354537070886,0.057540747313348455,0.2295123982104734,0.03570579848637178,0.2719771082186501,0.11117547218016705,0.0,0.4163454036790815,0.10621144832032514,0.3928784879702568,0.0554249081409912,0.0,0.06631734566296248,0.0646503697764267,0.2844400626531466,0.0,0.0,0.18121628024348083,0.0,0.0,0.38468753834244707,0.0,0.05218749219139573,0.07923018388083107,0.3310131103430918,0.9292513814017295,0.11154876733000513,0.0697138067910378,0.0,0.09265576984101033,0.0,0.0,0.0,0.17576954013757118,0.39755344509899365,0.24098849997106486,0.0,0.0,0.23238002820024023,0.07291685050669568,0.09741111435329448,0.5151207798704242,0.09965193264006096,0.08917070255832318,0.07801449060116897,0.0,0.0,0.0,0.0,0.0,0.0,0.30875190096513633,0.0,0.12408216015419082,0.0,0.0,0.0,0.12221121395330277,0.09261430998835671,0.0,0.10737293679767823,0.05905902803295665,0.06744602363103447,0.0,0.47550120509227817,0.0,0.3148393846594516,0.0,0.20546167082531408,0.0735584689651315,0.17563035395906973,0.12096141309471305,0.08454083348160407,0.08211844077481062,0.10512371237325203,0.048988981621451363,0.36308481916711377,0.41335649330628094,0.0,0.043487071714915705,0.07355357171602507,0.21733015281727225,0.23117734973786794,0.0,0.22587427365643561,0.0,0.0,0.09354175484326999,0.9292513814017291,0.0,0.15956941475004421,0.056211023892170496,0.0,0.0854759650708499
nh0010,0.07744426254439903,0.17310232999972844,0.0,0.2876888824374316,0.3103541235412146,0.06201230229007835,0.11773434556534369,0.5260468940746442,0.3497066278173341,0.07253960703679051,0.0,0.22586317645737758,0.08258327133465658,0.08458439036444412,0.3236674595124421,0.3990843551846135,0.056300394152118766,0.2937619791369864,0.26945954987957643,0.1313431604156721,0.0,0.1525001067449228,0.0,0.06135958450627347,0.2039342117237663,0.33962913976068115,0.468916826615076,0.04954347314942978,0.37108288224824787,0.24144508656045532,0.11208058618956247,0.0,0.0,0.14162999748040322,0.47246513976265325,0.0,0.1411158538108966,0.33019499698955107,0.26162878672596956,0.0,0.40383315744374576,0.24479512893345456,0.13888989407414273,0.2835826204247928,0.0,0.0,0.0,0.1308143933629848,0.7085821685024157,0.0,0.31698719710996903,0.0,0.08045628743066555,0.0,0.0,0.12151652689314249,0.0,0.3136289134721558,0.24187256303402374,0.12604214888649767,0.5436701505693549,0.09439618272317918,0.13209732982463757,0.0,0.09407723587393106,0.3079210369260777,0.21813797679563315,0.539927263972065,0.0,0.42850599746215234,0.16100405734790005,0.07548418847122146,0.319812554417716,0.3536162011191173,0.36523746303893445,0.2988815631721667,0.0,0.6143605341758727,0.0,0.16683115003162102,0.10678423546129145,0.099525612830336,0.09220501718180067,0.335908663148793,0.14865069532166422,0.0,0.07471541618750417,0.16557230776495355,0.0,0.2816454576180568,0.22944215989193043,0.12510472103222342,0.18218791569738682,0.09501933055008545,0.0,0.16642963792939433,0.32417991283619785,0.05709892730490266,0.0,0.43413067205992156
