,a,aquel,aquella,aquí,así,bien,casa,como,con,corazón,cuando,de,decir,dijo,donde,dos,día,el,ella,en,entonces,entre,era,es,esa,ese,eso,esta,estaba,este,está,fue,ha,había,hacer,hasta,he,hombre,joven,la,las,le,les,lo,los,mano,me,mi,mis,mismo,mujer,muy,más,nada,ni,no,noche,nos,o,ojos,os,otra,otro,padre,para,pero,por,porque,pues,que,quien,qué,se,ser,señor,si,siempre,sin,sobre,su,sus,sí,también,tan,te,tenía,tiempo,todo,todos,tu,un,una,uno,usted,ver,vida,y,ya,yo,él
nh0001,0.4341881258350622,0.1427848861195786,0.10171458960362759,0.25517278214357647,0.19112565724104644,0.6366028950962981,0.2895253972525777,0.15859806926455658,0.29966922904924553,0.09786245008255032,0.30630749076914626,1.0,0.48253702115648733,0.09642409406267691,0.31414091376748077,0.7573268569147954,0.2047202241834244,0.803054023165113,0.10435057594911278,0.30851693649385536,0.21016650360474204,0.4005491635544028,0.20779420790606545,0.39505599989530105,0.058174339652405455,0.14150758317676743,0.18123741395030343,0.1708610394347139,0.34786977286196064,0.25234513111216794,0.29417380805384497,0.40198134937446683,0.3006352751561673,0.2779412086828086,0.2153409110577006,0.44957278220135977,0.08496723355491437,0.5621109688073036,0.03996902647577308,0.27705757629665284,0.29932116121297747,0.5045867112157667,0.2127257070636849,0.3555012068211311,0.2947705356697886,0.4696971858684655,0.13390339998382145,0.06260233433922335,0.04899204533071809,0.3340855323896714,0.13758075572820375,0.2981713557939237,0.42241148907456805,0.3417203538330771,0.5466498792682043,0.4992710380460027,0.3455951610611141,0.11925315108587276,0.4842817614738915,0.1686685419538525,0.0,0.5285369371926265,0.9659896390936578,0.18279238387934038,0.37636297279764985,0.1875191447039437,0.6204719344204646,0.6028433371755102,0.3184685038339745,0.6039097202394604,0.2232759512730709,0.28725542782550556,0.4460240075000194,0.16091930359563322,0.14365984407633342,0.5332874785401112,0.21802239953753724,0.35822456089318194,0.22321449297470092,0.28659975340978616,0.17244874887521033,0.287384383755628,0.30485948066149127,0.34064857613666033,0.31111259998756424,0.30397460348357025,0.27841521605920205,0.3775191077503849,0.331399421052444,0.14392512857986,0.32978748876488706,0.19698684569999994,0.41249428171318825,0.164374445430346,0.3172839662924186,0.02025058155788287,0.43776594320124596,0.31482703679981544,0.2130313339155892,0.3284359379098828
nh0002,0.43412059716732787,0.1862332846654685,0.22909087213665047,0.2305715119774306,0.34527506980186373,0.4897962946191591,0.23884524875855984,0.6987917364624827,0.39867921517915944,0.02872154303274846,0.4498184083966167,1.0,0.6993665025725597,0.06455287875196093,0.2353231264817127,0.26878645378932753,0.17552061866332458,0.20137434537964724,0.12272803165800358,0.6900942942833102,0.5119042885811321,0.2810088876971269,0.377375573230105,0.4180543673974824,0.06130971882600683,0.06785961395426629,0.32331703264909684,0.3031189011240909,0.3924509658421512,0.24675386693962287,0.3392157343424211,0.24945378548799307,0.21961958570621848,0.30699471832854924,0.5267782110787814,0.6357282871970612,0.28083181666796364,0.3014921859217898,0.04112840334994747,0.3135481153557592,0.3260870526573531,0.20542501120897286,0.26435155644892133,0.41002903088943904,0.2554695273386534,0.33363542729038353,0.7002945962495147,0.46483807223979434,0.41881695388914764,0.4407915043537063,0.25128949168483605,0.5104724187653171,0.6892253625710052,0.654670066187512,0.5970429084064863,0.6914829152199831,0.172723931598925,0.2909022170648149,0.7828499216274629,0.11909728198435961,0.0007965503865479465,0.5282661068677983,0.4190705068479854,0.21274150256451138,0.5726268670389133,0.6453795487692428,0.43466531207128123,0.5181004277989281,0.19593557863652447,0.4964957441653162,0.2615740348121639,0.27660923898405027,0.2416136043212068,0.5373097205919194,0.02760452883939568,0.6987143055930638,0.6447004692096097,0.7095655463467119,0.2197086615978271,0.12205550468923726,0.15809554536114923,0.31425373112478816,0.37510966666153234,0.43668313516839496,0.21013095934082135,0.36594654883626937,0.40695307311608453,0.662288461974344,0.4030919719785392,0.19746659725837235,0.5819110432505075,0.5445329287421681,0.3217033727895588,0.15786627335299894,0.33288642774026445,0.25194339441498975,0.47640708808570076,0.29281330365336705,0.38354995890736443,0.16633219359132695
nh0003,0.7050303544787113,0.36429312696183325,0.4400727903679722,0.28239226721152577,0.5395831695548132,0.3560374974943686,0.6132925264786089,0.42649189071451865,0.7092166239356059,0.36129275483282475,0.5288366910473224,1.0,0.5794909400958002,0.10204315364498677,0.2372924681986759,0.3383791258512697,0.4086547810107656,0.41994176062121996,0.4049919972005825,0.5010908917547527,0.7810352478018432,0.3685053672200558,0.44017427110004886,0.48872161960892035,0.2909259385158495,0.18422933290672805,0.35130239010589415,0.5182425373417943,0.6604234537597251,0.32627322846903156,0.3739440844615758,0.2386243385261807,0.3078537127139897,0.6640889775257757,0.3464441251485839,0.5598626827525455,0.2728972039630526,0.2151482075871489,0.21268264172998247,0.4713567445078416,0.3222372156300681,0.2096772227539561,0.13630234996944185,0.2798857234243191,0.21124808669003925,0.21193275812538992,0.8021296055939142,0.7150916167622278,0.45454653583110327,0.17216439092713992,0.4880619012527635,0.7897874356418985,0.34317846683919007,0.18817524047582318,0.3088776878298797,0.5021939072037375,0.3186213182343862,0.39279707357408156,0.2331000947836474,0.3393126038094103,0.0,0.6154206825008508,0.2835040269998443,0.4173919682394258,0.5851086494371341,0.6338894615290388,0.5396237451306525,0.47668184129100183,0.16375331622050443,0.6688439579528183,0.14558569977695743,0.3557051773158169,0.40018306892065075,0.20732132529694428,0.2805402100578837,0.362644421421244,0.5002996344543247,0.23335266057718435,0.2384862095211665,0.2562827891693804,0.37840205823830464,0.44661001372605347,0.5194985979714268,0.3086129806054652,0.47050527022670774,0.5870902443125894,0.2689561931323316,0.6072819023134715,0.2623471162044468,0.19855433698903285,0.5532919569237023,0.7524616229771437,0.6098852615814606,0.28407990314769965,0.4686762948047785,0.12705987279972913,0.701662967557626,0.39872593291669184,0.7855126583828344,0.1323484735365538
nh0004,0.448520212093635,0.11337601682940082,0.10030365388873758,0.2312402028984643,0.2812070131596058,0.27433744446887504,0.023675089437739688,0.2235467589944422,0.3993020143074492,0.0404927473489661,0.36416512918662725,1.0,0.18973540029570535,0.1398975047142992,0.4002192489037554,0.2787623558815824,0.2845614482269372,0.6096162338571566,0.01589182412172277,0.5276012633118555,0.1495020452810447,0.5359155260683575,0.15834050144214054,0.33548743607971165,0.08836842699100578,0.15823876021509248,0.13553215535031513,0.1727640526368745,0.3712662642040989,0.2561300436202366,0.23182000980676493,0.42432640936038984,0.1071731697420939,0.1911344613203393,0.37580431578924517,0.6810100859154415,0.09442908895441662,0.2586050257469513,0.05113396846808868,0.148109851914796,0.3066277613805476,0.19944260946627068,0.3420377599939714,0.36508305911814964,0.6876931633554668,0.29751552912685186,0.09312811585733055,0.05618087472121128,0.05785613177197271,0.32587861672935853,0.16134483186279722,0.13029772744426432,0.3548414752105946,0.2496915008525308,0.19317142047760566,0.31007606687280675,0.2676688573788245,0.306562435512326,0.3516051363369388,0.16228115253983377,0.04951661021511407,0.2594439988308796,0.3839263104492398,0.3548123306680763,0.47274277915950635,0.4009125381700919,0.45134579165302546,0.10830885852671776,0.3103288784019298,0.3132965326130415,0.1473218086844148,0.13706790747056763,0.3695380257460862,0.24087343338354794,0.06638516185148144,0.41259962760650853,0.3488493909190347,0.4721869003446257,0.1200244020136012,0.12436333969037203,0.4221339675829656,0.19265709134087133,0.4875847608310492,0.3796589637741467,0.3249180432220362,0.151084441143147,0.2977658989531579,0.3212870252734783,0.18479028099052935,0.1022939738242485,0.2754389298213435,0.23144807882262286,0.3903631059216785,0.0,0.10829911149333529,0.10226595805072276,0.628590625582503,0.44085052964181604,0.1064415401803421,0.24644441459507233
nh0005,0.6319325465016743,0.24939638527532665,0.14447269236239513,0.4964123322612843,0.3772621732768192,0.2523631683342292,0.1770159213615758,0.40568947585464843,0.39064373115800677,0.17371831274540955,0.27477808199893156,1.0,0.5304089566544345,0.07805123622983864,0.21797514059304696,0.2788738350089978,0.43266439464522144,0.43742841409691624,0.08174795583820509,0.4365929390794104,0.49892409553085837,0.22118099689750834,0.3884448943771135,0.3426109718757449,0.4606814642332864,0.21731705921903674,0.2790409501034565,0.4064813899204378,0.32757114022169964,0.5344881105278181,0.2798125353623606,0.09996730005144422,0.5354996160998887,0.45809406456996815,0.24333674771743685,0.11172345527548522,0.47332629282961125,0.16584636531343072,0.23963721264367815,0.2318459758717568,0.3049206407923297,0.2100895510473626,0.3730352046916596,0.2981585054992456,0.2969643913565987,0.22094543854403098,0.4037156269591552,0.37904291825069925,0.43546783625731,0.09600730754429698,0.09373584692028986,0.5178617819799949,0.46510622648552535,0.29230086329757976,0.30737302284337187,0.3279894704460084,0.5451725573483406,0.3373486772606443,0.1401783077516317,0.11639046865359334,0.008438455657492343,0.018672402429683377,0.08507841578008768,0.05496903153153154,0.4855104429447181,0.4674762666273441,0.6330610056535697,0.4258500916914607,0.15067078197377717,0.4742322908816881,0.26263606118685134,0.1716887703691641,0.33892100686049936,0.25390973388725574,0.4403999483468728,0.22711418561835683,0.5944616192520207,0.12661130391670797,0.15575806786498184,0.27958795111279744,0.5490631024045454,0.14022637668639493,0.45568000513232465,0.39286313994076594,0.08022117122713573,0.1980562064985485,0.3804440725740928,0.44521606839110806,0.35414254310515014,0.06537224264705879,0.455845298625145,0.4821578829039519,0.1447258439327106,0.0,0.44509870754427866,0.19895236616648077,0.62093271772647,0.31903663537282834,0.5083560586164706,0.29640595753515014
nh0006,0.6510204533302772,0.20617044451212385,0.24299340047169632,0.45547031606294774,0.4296659602381674,0.44515153260861107,0.20712224126533746,0.4569079488973125,0.4480241852315927,0.5009298218328929,0.3007551583233464,1.0,0.4262575553489165,0.16480871856575968,0.24611324565121223,0.47163260884873925,0.19525691620584168,0.3998972266153132,0.14332798341247338,0.6170743666369327,0.28897399482292063,0.18227426975144162,0.43224530809716083,0.6220709915301234,0.5123239653152427,0.36280820878860537,0.3521274792298612,0.44748102789127686,0.6114304550987656,0.5652372451397703,0.3825114852285355,0.32062040510176204,0.4988048320204459,0.4629421482018734,0.34181256072579974,0.3426779763692662,0.5744897576259799,0.288574107378816,0.3908013433826689,0.20228454512633565,0.25229035914613274,0.495708846230827,0.15459791757410046,0.21629038377903026,0.15024430244831127,0.19219801247007626,0.34714689663378195,0.30317697262885923,0.16674680283191937,0.15211115888482077,0.2989356114694635,0.29757219312273436,0.4372550990022451,0.28875115350346203,0.29586857977633213,0.5167477605063341,0.41230956766573723,0.287105528120622,0.24861710269506182,0.32501685903194016,0.0,0.396963010656872,0.34384776513698523,0.2241093018273086,0.5777815472326242,0.6518908730965844,0.46637871132420233,0.34045882152023776,0.1949024894937993,0.6363374386205369,0.24087802408418618,0.3261277678838224,0.446748771183769,0.4239206511088447,0.2995239376247358,0.24803540743654798,0.36125673630773875,0.16913371113373246,0.18383753122579102,0.45392950572461316,0.40078925187771136,0.27496634193925307,0.4052540357954188,0.5690617093054263,0.16210969410267567,0.44504324466015593,0.29493381332733337,0.511173675875418,0.1252413584420613,0.0710728798880821,0.5490688568722248,0.6674914689312507,0.4036712172184969,0.8591651836272446,0.32048656189737706,0.1883788077867234,0.5222788236780659,0.22807008539049356,0.347533533807175,0.3828834711214242
nh0007,0.5786004024793064,0.39716528056729483,0.40340873283110157,0.629222364975848,0.5008872481089415,0.418741976275927,0.18316271475215096,0.3913527380044195,0.505810787686366,0.1878648365154666,0.3669291360001238,1.0,0.4106491434112628,0.17986713275523236,0.26166657707237195,0.2200947861766926,0.25238328617045264,0.2684233127946307,0.22164576176490816,0.630761134012009,0.33568668608710545,0.3784945020147833,0.40285756273058315,0.4843822841216663,0.32865473572703885,0.2901999147527023,0.42201015873256487,0.30836760945574776,0.5251982359319769,0.3487708536657756,0.34709680301485263,0.3145974693133765,0.26502528558058613,0.5786550420683888,0.26174641917196007,0.4256212895301931,0.1577472623652164,0.4465524034498657,0.4161379058553965,0.24627594979005588,0.3402155736629611,0.32831576970327503,0.3346720761405842,0.2982943527387408,0.31784121567376145,0.15543867741971443,0.19101473863456647,0.10033784619804173,0.08063385920075838,0.2443355468518849,0.26282997603060465,0.37742284875101584,0.3886960104693561,0.40833866032864286,0.38723045070107365,0.5051074555827196,0.2825157439115056,0.47925859460659725,0.49166772408953924,0.1722772831712709,0.0,0.25337903744513673,0.3990100162667773,0.03371594486052318,0.5299577640344368,0.6771116847490029,0.5889211577326268,0.4532890161883396,0.23977817240827673,0.6408563623542606,0.30074306490120545,0.3354569285851336,0.48483783173721956,0.3156823031997134,0.1937542925030661,0.42542852944303117,0.491616030519881,0.21226692500384195,0.10599850907456121,0.3562313789950701,0.3956497816311926,0.2987240591296488,0.37658033636511745,0.3971151255019115,0.2661082366429147,0.24699685863047993,0.3474653445254716,0.4640281407812557,0.4570336369116553,0.09623252367759809,0.39819873120560356,0.3843530835598876,0.15737779075528976,0.5040356230115264,0.3623898462420913,0.261243549220154,0.592639751712556,0.6287538097887297,0.258929498312521,0.32742587286992186
nh0008,0.26468117616509607,0.308251007891553,0.31796328034397736,0.1339665357988414,0.31085969544871156,0.21256849260419547,0.4908251571161306,0.47982690804805284,0.07860738046988064,0.2564407194223697,0.3052967821100801,1.0,0.4806925014053759,0.08367795739990239,0.20448577718475894,0.4294764214237838,0.2942759214159445,0.2540596548500492,0.15169760055502454,0.26349279469413833,0.14996752030472757,0.4625382609552664,0.35681809563336286,0.2368164889937097,0.3267140763988583,0.2732942835953393,0.2617599779617461,0.15431745016309853,0.30198736257455777,0.0773677613384163,0.19781879724288673,0.27943225998908083,0.15887029035708672,0.2684878076342161,0.2923617044069538,0.08820186727108043,0.12497060184275817,0.2153253432692641,0.12218763403823908,0.32542256257170254,0.41695583843334216,0.3133135225263589,0.1722976429132496,0.28710505781074813,0.25843808247311917,0.5058026042418367,0.09832959832740479,0.053791016537147934,0.029731320385396193,0.16549005851350715,0.12889120601779774,0.2507376523091322,0.2829640456095334,0.2972629642182224,0.20817670143007175,0.29826714335302434,0.35261243939809167,0.06522049372478966,0.24818996493647508,0.3043689756907064,0.003053493189292371,0.4478601512815166,0.3282751722672712,0.08950856246370756,0.4104056822329248,0.23786506995486062,0.35918734365646876,0.1059086605229165,0.07170908281088807,0.2932057692433329,0.18717141402194112,0.3394053894242272,0.3172367859078561,0.26742868512543183,0.06104000808705015,0.2705590977929565,0.20410711912570836,0.23000761899280167,0.5960127742239039,0.26316888408929023,0.47787427706082397,0.16531357078127637,0.12343047077310174,0.2674374404490456,0.2748066464798935,0.15143456547568346,0.24407838513024993,0.44513697984592304,0.2000173725497349,0.18451087559034163,0.35948268768290614,0.5428157070027706,0.2546881265511878,0.0016625383662700055,0.11484779947902563,0.24022716569432434,0.140131364784655,0.1953841537588787,0.07916938398867951,0.23627376278171733
nh0009,0.7970913193451221,0.5960362515467638,0.5543703134666647,0.5107124707147955,0.5296259652704158,0.45124788474850824,0.11968298880187789,0.34693531777917974,0.43892813270229947,0.033241609856461796,0.4156820708485302,1.0,0.37494965600997465,0.1020779199960524,0.879237670602866,0.2518490763960682,0.3259629045903759,0.6871378395784421,0.09785173442544519,0.3555899378202482,0.6487784644697904,0.4974440912740635,0.657447080210337,0.3857023230704642,0.07336225943827138,0.06755751343513758,0.10814169437670577,0.35449524986880543,0.6035202653650029,0.3797130887193927,0.19690343257231666,0.5313845964656911,0.41327776640523745,0.9965481036467458,0.8467066776468517,0.8407936964210532,0.2664851057746378,0.4172491619089479,0.2857209006426259,0.28351747187671733,0.26345244070810253,0.45857868671385865,0.6673119084292591,0.7344515367575204,0.30214652192371555,0.2263179523096502,0.15542195358543787,0.09275808522280128,0.0552619287593107,0.6267069878640585,0.159714324878663,0.30179063087097757,0.7084208250968164,0.6919690058759173,0.3971315551642248,0.7131909624122321,0.4200273380953421,0.21648250522878842,0.4288321202416583,0.055284022663960763,0.0,0.4329625157492788,0.6103560772160613,0.10475182094752387,0.8132521325411517,0.522317180985185,0.6563189202170404,0.8885714476611577,0.2593309751058893,0.881175277805447,0.32395269574281244,0.17016033416776524,0.7776927235304271,0.4978561035084233,0.05411468101169009,0.5825203852908138,0.5031316822662506,0.6559686383628001,0.35607144273212615,0.3766395405549398,0.3443489221654067,0.10246251207662951,0.2836753427478447,0.31837471185979127,0.13112518202461887,0.6798825569547913,0.36897705377234863,0.7627559862691018,0.6589342413914115,0.052761903453581366,0.521943369501653,0.498435656050081,0.22955752017091624,0.09579552278641484,0.3936896126342039,0.207713233181556,0.47201666061648934,0.40925779789338523,0.2582426500738991,0.5186031411755762
nh0010,0.4065809652418864,0.5474842365513265,0.39903825801820286,0.4228638555868661,0.291274794329183,0.4945725003415169,0.23688807159699463,0.2070266352922688,0.5330117865875028,0.028760806460088773,0.3714901140212781,1.0,0.46968398634119274,0.07573561613338672,0.2614102277667745,0.7430808216624795,0.34759378218015985,0.52666412293177,0.0644909725242025,0.12734298664538402,0.21420860462907962,0.3694720625633796,0.23361734073380622,0.2675341474339421,0.09853110090791989,0.08752490132972021,0.2795008168880691,0.33289938716216566,0.3196381556004645,0.3120713006090612,0.28348455407759715,0.2455639206480961,0.17557239344619296,0.3701445006942588,0.24629355498313033,0.3625418246709794,0.17943637225655945,0.43630855751529074,0.14820798262286183,0.09067727466144071,0.31706535440713485,0.48267101978385135,0.43017183675763504,0.2741440980809144,0.24803514987291123,0.48737043106043576,0.1932509216816385,0.32801631358072975,0.06055532532117695,0.1869206323401018,0.08502653200958576,0.5770348716597375,0.49690944649843793,0.4184663817293022,0.2501534399425061,0.37980429802066806,0.2785681978511021,0.8760741515090192,0.3404699149147747,0.1428831377098331,0.055813407498374636,0.36007281139769354,0.6826496923861198,0.06752101510959779,0.2880453987385483,0.2550385581099031,0.6024097404066658,0.16889703330684738,0.19467342235828122,0.49413053539746865,0.11960459929309546,0.3896228071644736,0.4757876424977143,0.17489816189512994,0.5726754946956242,0.3212650483377954,0.25382787406608653,0.2810261400146003,0.4276342499365902,0.22205726803215917,0.24422691661580798,0.3836229344204452,0.439522625276339,0.7078993560197826,0.21367873124551245,0.3493274823281485,0.2805043443354596,0.5412762680795467,0.4820779018565241,0.08647666743862899,0.43690423106782594,0.3404125224618332,0.22406917202947818,0.2092484533183351,0.29432087358569164,0.027416501743172783,0.46316195235239843,0.5526734437411899,0.18388642670101404,0.3393125634406448
