,que,ent,e e,e l,con,a e,nte,a d,s d,est,o d,los,ado,aba,a c,e s,a l,ndo,ien,e a,o e,era,e d,por,a s,las,a p,par,sta,a a,n e,res,and,des,a m,o s,tra,o a,ero,n l,nto,per,ant,com,men,una,ara,e p,s p,e c,s c,r l,o l,ada,s a,e h,o q,end,ido,pre,s e,dos,ida,o p,lla,hab,rec,ier,ión,esp,aci,e m,o c,cia,n s,dad,nci,nta,n d,enc,ten,a q,ció,n a,s q,bre,e t,ran,tan,r s,s s,ntr,l c,uer,s m,ell,ste,a v,qui,s l
nh0001,1.0,0.0,0.4310227375458142,0.29488257471117657,0.11877973262614133,0.2264103904385698,0.14616858868411498,0.2452275895197997,0.20736367902151903,0.22413545155860592,0.26732078582695545,0.26892900457026425,0.24262992723234833,0.23189049439307177,0.20300693925141297,0.2887727716007958,0.15918696868113438,0.23594900986283515,0.13487608421860559,0.247261385693272,0.32315525615649576,0.20890132292982652,0.37057500903958474,0.4751562901102435,0.12396155878505011,0.21051229948627204,0.21502073399417976,0.16124100502641164,0.25509715937711347,0.2795851962165095,0.2073214086323783,0.0910129214543739,0.26643598350203757,0.09434006543119883,0.23817435977241416,0.3279366620325216,0.2183947496037771,0.24352116648349825,0.4751881320048336,0.23944256369740197,0.1029568753396563,0.2314617680881916,0.26993057822279387,0.08615411715111454,0.04202581977941605,0.12037343417667548,0.28575419148664705,0.47711233991966717,0.2042997606361384,0.2782901811583421,0.19831350840131762,0.2337784087630277,0.3136105014813917,0.15610588764489763,0.22887252594445834,0.47726167395168567,0.6443930625797477,0.1599606684121975,0.13844511439128332,0.10899197295148028,0.19867446189978655,0.2612514501328076,0.03138162515965548,0.26385456298564225,0.37086651774231505,0.18941132569816943,0.2529323596125732,0.4144665213419765,0.07156056460779825,0.1610581168608346,0.09204642615600503,0.21582619480026494,0.32509052362307334,0.09115137310105342,0.1900064136480035,0.0,0.14588658035499535,0.16945131986603487,0.1886057561410067,0.07022362456131853,0.16732588629373907,0.40688849537162025,0.09302972411144433,0.23240353675892433,0.36051472820422353,0.30528027377939565,0.39675611992051646,0.08746993327272543,0.3661273062593728,0.18394459434426585,0.1278173988215188,0.2405273997724131,0.24033116162783758,0.3964142666827757,0.19775626662446974,0.11993752646430145,0.2720019146014635,0.19216976420205711,0.301704390504554,0.12780058466101243
nh0002,1.0,0.4772656652045917,0.22614057205878044,0.20686094974712152,0.3434591982994741,0.26729450076555955,0.4013103601047574,0.34237973893169776,0.2652053218556005,0.4967032389204973,0.33330630382990634,0.23934351652114055,0.32861052304388216,0.22005317878249664,0.3395034320135173,0.24138142646591554,0.20397551398517796,0.30827042736504245,0.393526759700965,0.3484968802135223,0.43143101650224414,0.6603798889277601,0.5076433694762339,0.4449007547281727,0.24395407857667575,0.23693955823302776,0.38532557862033234,0.47368381686757843,0.4634114285338585,0.4490173885449139,0.26193718445174474,0.5289823353986824,0.34691838969531896,0.3123579915014613,0.5637297885202693,0.346179324235867,0.3597223978402396,0.27531669391092134,0.5252998975135146,0.27674331411495945,0.5114874059817026,0.6781091959305048,0.42042473803443225,0.722857271855595,0.6416120287517264,0.3844213709845963,0.6201510981010322,0.8297135038863925,0.4176745703144156,0.4962467613121591,0.34097593529305514,0.36218719267468497,0.2406043436835175,0.2991537597627953,0.46374430523478544,0.5249364357147096,0.6883068461750177,0.2952153192673139,0.22713015479178017,0.5913740300367669,0.29061609947267797,0.25642122030471126,0.38560508954023576,0.5071893738894572,0.27559358033926196,0.2114295246680072,0.36313967814738585,0.6331679632459376,0.4237390113994742,0.256228005118458,0.39647025345800835,0.6662501411771278,0.3754329156326462,0.7715893520237126,0.26649277485385947,0.5011991205147237,0.7228841534701279,0.38743977591187434,0.36787870073955636,0.34762725073423384,0.5107258237475989,0.33926322863835695,0.48686262928848234,0.34361552542797896,0.33051222139167,0.2008996609881664,0.45635065239516603,0.46215078650202257,0.5688939780765425,0.20896150279398645,0.16779207985173397,0.25651810659293056,0.1354869040624795,0.31142783364941146,0.4731167911096441,0.23976529258093424,0.23130420479519662,0.32788655335787953,0.7520359765551394,0.2003691037578973
nh0003,1.0,0.32430805384704664,0.3478927568072896,0.11083229654275606,0.3549497592580297,0.18494091606345495,0.23936309839892647,0.22541728557014215,0.1511185651323727,0.33784040252946007,0.15667216288900276,0.17827401589502873,0.29715972347610664,0.2303292410714285,0.5803533775377963,0.25793377071718,0.24012458914842666,0.2726788078230952,0.13660161907209067,0.4650031792570908,0.36013992349414387,0.4264160176624628,0.40383561918383076,0.19313393981673646,0.41990314571575027,0.18790071204687747,0.22042190958512636,0.2727778840158234,0.35558689133821153,0.47972193798797663,0.15694284699275912,0.21768321442965735,0.33915533296108263,0.305487766488556,0.667799621748246,0.2579887972419277,0.1938059342184976,0.1414999940524051,0.5189043759032238,0.14362311926704113,0.2614236783083753,0.5145836313625255,0.24812504997197854,0.2845708221965065,0.30175540887315305,0.3924341255473108,0.3105430499707725,0.5890133171912835,0.2229221295141219,0.39421739561219804,0.25607072031346745,0.12935540793271064,0.10625253118314582,0.24661229216844832,0.33586478618178034,0.6712476079102623,0.49520523875360967,0.1660032850416473,0.16928046952077966,0.3056502729837929,0.10688904713434358,0.14890492264594096,0.13191087677964325,0.32899868756902434,0.5509525496217511,0.29912536263352185,0.33279003673369645,0.24763660648725505,0.11101996407847473,0.31349388824842506,0.1882757021961834,0.6793774121511573,0.40816370378925193,0.20823453157772076,0.17941817154164452,0.34345622796709757,0.22125806392708497,0.158645895894674,0.07389639144922244,0.23793870857488686,0.362811697587191,0.5181681472729364,0.19490869158044954,0.32225544972600634,0.46714436057413794,0.055076455132841706,0.4843688625976108,0.2800426545665311,0.19695760140751414,0.182614735995813,0.1487829751105421,0.2306810998735777,0.29654173988320687,0.14699702046778626,0.32378653698684856,0.528532470115022,0.3365168625668768,0.3602848795944892,0.2767749537148666,0.12304842518416342
nh0004,1.0,0.6379560734202829,0.6699303304081595,0.4305625453111096,0.6585652786223757,0.5593905360487346,0.4282163694044409,0.412448591017757,0.5424907083758348,0.5664524004330386,0.5471630068278467,0.7086296648738645,0.7071045538847633,0.3783559197875651,0.4907781817158512,0.2790173320406591,0.43115185178126303,0.43259034607706703,0.5031990475103384,0.47316589024446093,0.4581434376733629,0.47767470360740927,0.4383041515757799,0.45626931726753717,0.3717587966858134,0.3830140315635233,0.2609545542693722,0.6012776370760922,0.6176488558781346,0.40373615337437,0.6163124967429832,0.8500397169526679,0.6095725626121352,0.4827936271365445,0.29877779848774283,0.5456275212202707,0.4788901847023445,0.4501012995281294,1.0,0.3789962224754246,0.5870401350744157,0.6795880723296459,0.478635461222108,0.5933791620343336,0.6985744475258608,0.25026076594523455,0.719461180921673,0.5911032546532183,0.5645121756715382,0.50094678796171,0.608255498308365,0.7003351192631141,0.4860435510775095,0.31298486167108797,0.7838662287808644,0.5597095949420876,0.6200645285744063,0.42595981463280674,0.4225211977067298,0.6353282386913468,0.8001289420257436,0.39931968400061507,0.37568956280638155,0.7393834614975973,0.3541862955954246,0.23599582654512877,0.531601062537777,0.6535854776822005,0.3952866347853947,0.7480047105146528,0.4781350351033232,0.19247236213754582,0.7093258978236012,0.766122959597274,0.38811133106837586,0.4753868298813618,0.7656148660963626,0.4096406620882438,0.5837217610559792,0.6671036641223322,0.6413412843330808,0.2554960678301339,0.46714753911781637,0.8265590630185622,0.42494295172515956,0.2953988017294383,0.5044762034038848,0.6414062378487235,0.7330431637213422,0.39110059805086916,0.3706901347133711,0.5929203539823009,0.27880777414332686,0.6738456813749747,0.6439778818038994,0.20890341785107833,0.14112791012316747,0.27750082739327925,0.655839780892519,0.3576513528239187
nh0005,1.0,0.2930559542642147,0.41616923437085757,0.21240796478844032,0.34785002811696836,0.3052296150387889,0.2267193615487081,0.30775692525829607,0.30130319121722027,0.4753893464948997,0.23689810172107917,0.2852159201075014,0.3977804354248408,0.2547600344143941,0.235312031922786,0.24217092635619764,0.3030540414750759,0.21552452400421934,0.3117901699888812,0.4966755758316217,0.3508786189100528,0.3823127007480256,0.3268837573689971,0.4659054574002357,0.3273399240012687,0.26180781770533057,0.34562341017125103,0.36990287129936744,0.35308920680609013,0.5022909597525194,0.30227730985687135,0.724030525469632,0.22074531480212833,0.23928682313611527,0.467123439679151,0.15301122025955313,0.25169512243637937,0.37131124453483183,0.4248766281266888,0.2079484375732465,0.2700036268457806,0.5119017533692363,0.38596263872352254,0.4592476972862476,0.24382486022277655,0.34457449321499056,0.2202896236221274,0.7287201053481162,0.5715176727273497,0.3657271792431394,0.3331331654022415,0.2716562138999812,0.2409294038975442,0.22650269103002252,0.5174910314468248,0.6772553494520998,0.6378525946178787,0.2351628697616805,0.41993405956110114,0.4895421695439292,0.17212386665963889,0.22881916935864605,0.22519674316029853,0.539038963512628,0.36580195223574996,0.37772977633630034,0.4765626267600972,0.18344490090385526,0.28207850380302785,0.25751784200508954,0.29504301809936384,0.49765829592520966,0.48399778089081724,0.3128800794809209,0.36995456482231315,0.4180221411342693,0.44989697309340415,0.427564993193012,0.18986587389097268,0.2465423998399488,0.3390701785499217,0.11471684090428624,0.330307127075627,0.4628064234506692,0.3979403603988169,0.2974910497456655,0.3376853434684182,0.3546260516855444,0.415082022356123,0.28303305361817166,0.23215845386360423,0.17796704149754916,0.4297978574390279,0.3666189117501767,0.5843174667718815,0.33163618509456405,0.21115241911474641,0.28844182051158157,0.21741204154362165,0.21952012590941836
nh0006,1.0,0.2691647422113997,0.3801742204928602,0.11498032078847228,0.2663242014056887,0.20206499130219951,0.27594860695456375,0.2952590120669919,0.25680843051780117,0.41735425606056736,0.1541916399446872,0.1260672211861136,0.34767853993391445,0.22603803834515449,0.23400550659484498,0.37551933401464693,0.14311719749476243,0.11129648683979293,0.2344595480078344,0.44750393542339545,0.3419695163765381,0.5023383639575102,0.37729475583510297,0.19944604689831413,0.2664030076916743,0.1569829794707465,0.31933286670060557,0.2874799995869816,0.3293627138383213,0.5003925088391464,0.22594171118530332,0.2638110893717842,0.17218482762749654,0.31026942884321673,0.3698896245913809,0.21831760420290103,0.149887319321545,0.28952483012762276,0.48982952828956666,0.1375539174728102,0.261693582372681,0.5905749168105512,0.35944373269526575,0.42282341628645487,0.276587770711873,0.40513275191058623,0.2597637837283086,0.38835078802287215,0.1532578589919083,0.34299105111066636,0.11421476098910299,0.18184216908839837,0.17249125788110126,0.19510316302726824,0.15664561696184956,0.6158914948533359,0.53910414119123,0.1315573727115126,0.21812992837283707,0.3631754505517279,0.197477708322907,0.12030401638903526,0.16665393638696152,0.3325205140234499,0.30323172407751847,0.28320754060534986,0.40254584255015324,0.15056991621877863,0.22901166856504016,0.29861860568945375,0.2625995574664237,0.3564704428160996,0.39861882163909323,0.3668517075614803,0.29371091933323856,0.2785757736075806,0.2104122508406858,0.11511568769396341,0.2947118957235491,0.24770264716607884,0.4792157385102555,0.4669512851065091,0.2426992010489136,0.32455827644398355,0.3601172306179094,0.1416947232807423,0.32352349767109717,0.18329474855568653,0.33285162737190543,0.3103930635203759,0.14419562551857,0.15017139106768965,0.396433334530556,0.35380080879188625,0.26920266072488025,0.3282786768627599,0.8826421962621833,0.15518201685701768,0.09291171732815012,0.16427345424861944
nh0007,1.0,0.1703670268797895,0.1684572816290737,0.15501878126852375,0.19300217402059264,0.16070483998293264,0.19015547180586928,0.1778197869423577,0.21528412306403993,0.2611428482516932,0.12158301604483071,0.23382664279442025,0.4086904675156621,0.21522072500996495,0.22330373267594444,0.27240074471915776,0.14937304311849264,0.21393701131220008,0.3599950892757445,0.3120723623618659,0.3120156099751876,0.36449004798705886,0.17893572777092867,0.2714450054866319,0.220007421460062,0.20579840848286124,0.12468020121281373,0.25632582405359605,0.23011715411482422,0.4229514287190707,0.1802559026898664,0.2927960446782939,0.37356759464247435,0.20745191824195658,0.1331232785418509,0.20666914264155947,0.07648910640511064,0.20492453814643882,0.5801731253056993,0.17831514995334785,0.1694617491845386,0.4721051175855996,0.2431327028985576,0.40648537913778593,0.25875696391853814,0.22688315413228022,0.2341586334436136,0.28709450284162363,0.3120614689566898,0.2861658684245295,0.1971367217083122,0.1930418337454102,0.19816282549057054,0.25913296720087364,0.31499656838484924,0.5805202690260033,0.4798278767415939,0.30066298807546227,0.4505962579546154,0.40545633103069845,0.21773898893297017,0.4696379585532402,0.24972757067176918,0.19842450975078726,0.4056427605176197,0.3988810778778085,0.2484043830781408,0.36816124280498475,0.12721762737546563,0.3046336863842687,0.1789534938445479,0.12348554064085826,0.2772110678017703,0.20212778522710215,0.26069922269167894,0.3142332114077696,0.17402285244788313,0.1478099942908487,0.13715191744527125,0.08782013233230462,0.3461815319925019,0.3796915889564694,0.12464729925863668,0.489232738204911,0.43482847095825233,0.23729006354481358,0.31558058769132963,0.22860774132947237,0.27228008393321257,0.24547790344200857,0.13145458413950528,0.07065859615031114,0.09676602330823475,0.30489512347811387,0.2002783461622593,0.43114745338662175,0.5057341140779366,0.2395957430618792,0.3227884024270698,0.07990496001217448
nh0008,1.0,0.46535889905258154,0.575595663913193,0.6026283285927659,0.19877073129143608,0.3971263245792968,0.31038604665058994,0.6870017885611224,0.5934387391740001,0.25330381879221814,0.49323825068319255,0.4061740707963484,0.3437667609396978,0.43087852159321727,0.6272876916648491,0.5083652915485191,0.5020665893803388,0.4047143552624597,0.48697683545888304,0.38137326548270845,0.46921892216568306,0.49862409557815485,0.42512124298495774,0.4093294577044,0.6008770770636798,0.534682264591988,0.594554898908402,0.49954586904578546,0.34126584807415505,0.5715575926422257,0.4316341362958618,0.5305466172458011,0.37302394412051976,0.4180922147254753,0.49510367980411574,0.4757968914646999,0.40443013128798055,0.33140708865925583,0.5467498693305146,0.3448080749917716,0.3847007850452256,0.48445373800413455,0.3682866538648763,0.7190392814292597,0.4396612707004543,0.552569838101525,0.4645862952962891,0.6275880052151239,0.5342250203082213,0.4525041626428257,0.41229555590162836,0.4483071898861373,0.5179716846396459,0.464194956710189,0.6022948561030187,0.4404022466991653,0.5458047182211873,0.40017173450253074,0.2516100854813094,0.4653285649246562,0.4735008173240248,0.36206549453562714,0.3911066756773829,0.44512764069609473,0.5692385583092959,0.3357981046810425,0.3915221709498674,0.434446371155707,0.2134206219312602,0.4060740850997653,0.26173502998605597,0.11413048430890194,0.2521695460951692,0.3494525131036613,0.3489304098282814,0.25235933128909716,0.38889226851444275,0.5478688860785454,0.3927176574986172,0.41580118647593944,0.3535967902043621,0.4588656269365929,0.23744932627130277,0.6488761780715032,0.4584309287921954,0.48748419710863683,0.40357521431484217,0.3325330858053008,0.35770929255741574,0.27018314944072236,0.4262753701637533,0.4874587631565166,0.3122356524157101,0.40640465637442663,0.3932430748700802,0.6308698627187066,0.09763138893823692,0.3541212428716528,0.5734146427681774,0.2697981697438541
nh0009,1.0,0.170574012386277,0.0959554649902819,0.036001308540415666,0.0,0.06645008529415908,0.0731098384457089,0.11731760384727075,0.022158011697940183,0.11051043737526584,0.05997193936892903,0.14727148895277747,0.3209678793122158,0.21157156195450663,0.0939927947777513,0.20785871216889054,0.02136759252492243,0.19844733500663359,0.11360060460714438,0.14595057276401335,0.1351966348257037,0.6105734664118538,0.04357307515561121,0.24168710508016378,0.20541799088763807,0.0575501002688015,0.16763042982955811,0.1936347679682848,0.20351254936406543,0.33948725864699125,0.06748570860557884,0.07675423930462699,0.24595610838842769,0.014114925809338208,0.2696813203151228,0.2918462955948287,0.030113521869751136,0.14150419299596584,0.358050811652426,0.03748696451985642,0.31276801948335065,0.3757009719846699,0.061954446490289805,0.12877797447433598,0.3990875846235559,0.16873722253733509,0.41063571670760446,0.18180063616946063,0.13722282569516506,0.059682132791388676,0.07689861098516976,0.37885830541077004,0.17129322482724163,0.0972590105653024,0.023049249475724454,0.6161394452147363,0.7083311445888785,0.20627008949060954,0.23421339587477769,0.2463345688184648,0.04841869890485556,0.21442539672057184,0.1855824216386287,0.4045811665036023,0.3123823325882343,0.43036932335970984,0.0696080208192848,0.3594097623470586,0.15830222130254923,0.13974389985013164,0.10438234237658325,0.10388033680153635,0.12180478350221896,0.24835044865035144,0.1357396765593844,0.3303297384656525,0.17599999852533027,0.026531241724568166,0.13006967525687999,0.058993035984100994,0.49580853789594215,0.44389144674351044,0.12868074582698444,0.24707030173739533,0.3502405536450481,0.034096480556120135,0.2264503043218896,0.16849284113086638,0.002310505167161747,0.3012177155139214,0.1042563809163716,0.08859987644316789,0.24910059899528827,0.37765745494638314,0.18204013732950702,0.3864470977485792,0.1477673406816794,0.1498604555795846,0.2078419271560833,0.03268150389304739
nh0010,1.0,0.36541437666831406,0.37234912120421193,0.281147565622742,0.5889701461604762,0.22507992434387214,0.350533986213477,0.2501230763388875,0.43731010938015735,0.5980890460055195,0.2775844187242547,0.26992271958943825,0.4715982503042616,0.41962904393225764,0.38119674587986196,0.26269546093369334,0.1506952006985634,0.2861953846235433,0.32924443428427586,0.4479632971482733,0.3111968789181807,0.3441917880396973,0.36355911006917596,0.40681964944709476,0.24862869729751938,0.2630209044607143,0.18078304291892075,0.25074691681637884,0.36614260788924635,0.39769038970296516,0.18540375279268712,0.2751577618900304,0.3360190078725802,0.34888202626828885,0.38188186968552984,0.42727246609974723,0.4867298379572079,0.23214703244329468,0.42104255230640725,0.19762160188224154,0.31646734815603733,0.2088778738153379,0.3535910963954402,0.2961541693509985,0.41625312995147135,0.27199229096403954,0.15882914410111143,0.5546607247895479,0.4437299857312489,0.47027953506119957,0.3398370780528861,0.2638216659748311,0.3201411840435916,0.3381923080387363,0.4807897982380864,0.49906341167817814,0.5907929352232081,0.28670538413818275,0.34562704292212626,0.30102401705533716,0.3940758655221107,0.5730620528548998,0.14600259041488123,0.3663290423891853,0.519906346175276,0.31008189625970733,0.25734769448146055,0.33661297564903697,0.15273129145704292,0.3522809237241856,0.20732650065086627,0.27904251076660413,0.46469346979698195,0.2483293297035089,0.28000624854466705,0.1755737230740479,0.28997974006363764,0.298855588140804,0.28326234500914726,0.24949449002454527,0.5147462377505005,0.36321524215631673,0.18280554709867367,0.3283368059022312,0.4442310398770363,0.3339431125466221,0.5628228189282699,0.2970236243676274,0.6348847691844379,0.22278331106217159,0.28727367712478513,0.2876380773009155,0.5969930161117916,0.2481524986165985,0.379382642452124,0.44615652531264555,0.3914198122491611,0.25208625374965404,0.2118023013591756,0.303445290653234
