,a,aquel,aquella,aquí,así,bien,casa,como,con,corazón,cuando,de,decir,dijo,donde,dos,día,el,ella,en,entonces,entre,era,es,esa,ese,eso,esta,estaba,este,está,fue,ha,había,hacer,hasta,he,hombre,joven,la,las,le,les,lo,los,mano,me,mi,mis,mismo,mujer,muy,más,nada,ni,no,noche,nos,o,ojos,os,otra,otro,padre,para,pero,por,porque,pues,que,quien,qué,se,ser,señor,si,siempre,sin,sobre,su,sus,sí,también,tan,te,tenía,tiempo,todo,todos,tu,un,una,uno,usted,ver,vida,y,ya,yo,él
nh0001,0.2573387018920904,0.0059404132477398515,0.004514714068282287,0.006653262837468634,0.0068908793673782285,0.017821239743219554,0.013781758734756457,0.033028697657433576,0.088393349126369,0.004277097538372693,0.016157924033852397,0.4973313971007804,0.009029428136564575,0.013306525674937267,0.0073661124271974165,0.020197405042315496,0.0073661124271974165,0.4460062266403081,0.009742277726293358,0.17512338254337084,0.0061780297776494455,0.011880826495479703,0.022335953811501844,0.04681045639219003,0.0028513983589151287,0.007841345487016604,0.0068908793673782285,0.0064156463075590395,0.012593676085208486,0.00879181160665498,0.0076037289571070105,0.01164320996557011,0.01758362321330996,0.030414915828428042,0.007841345487016604,0.014494608324485238,0.004039481008463099,0.019484555452586715,0.0019157833479330542,0.29060501607943356,0.08577956729736345,0.0957594615535664,0.0068908793673782285,0.08031438710944279,0.13472857245873984,0.00926704466647417,0.03730579519580627,0.011167976905750922,0.0031131479403912134,0.011167976905750922,0.003816686581064446,0.013544142204846862,0.043959058033274906,0.00879181160665498,0.023761652990959406,0.13544142204846862,0.009029428136564575,0.0059404132477398515,0.026137818290055348,0.0071284958972878225,0.0,0.00997989425620295,0.014256991794575645,0.007026264456281166,0.047998539041738,0.022573570341411435,0.0962346946133856,0.029464449708789666,0.02162310422177306,0.3521476973260184,0.008078962016926199,0.022335953811501844,0.184390427209845,0.0064156463075590395,0.0076037289571070105,0.033028697657433576,0.0059404132477398515,0.02447450258068819,0.012356059555298891,0.09290806319465128,0.033503930717252765,0.00997989425620295,0.009029428136564575,0.015207457914214021,0.027563517469512914,0.00926704466647417,0.008078962016926199,0.017346006683400368,0.013306525674937267,0.005769757918278768,0.07793822181034686,0.04847377210155719,0.009742277726293358,0.021927682384850426,0.011167976905750922,0.0021385487691863467,0.3077134062329243,0.022573570341411435,0.026613051349874534,0.022573570341411435
nh0002,0.2650661722433554,0.007757542859269618,0.00987323636634315,0.006246333211359953,0.011384446014252817,0.014809854549514726,0.01188818256355604,0.07747468128283554,0.10346748722688179,0.0016119569577703104,0.021962913549620478,0.5123000706413767,0.013097150281883772,0.009369499817039929,0.005742596662056731,0.009369499817039929,0.006850817070523819,0.2979097952579255,0.01168668794383475,0.22325603865118798,0.013097150281883772,0.009772489056482507,0.037477999268159715,0.05087739147962542,0.003022419295819332,0.0050373654930322195,0.012291171802998616,0.011585940633974105,0.014507612619932792,0.008865763267736707,0.00896651057759735,0.008362026718433484,0.01350013952132635,0.033851096113176514,0.019141988873522434,0.01904124156366179,0.013097150281883772,0.011082204084670883,0.002030688044446115,0.31010021975106344,0.09198229390276834,0.046142267916175136,0.008765015957876062,0.09188154659290769,0.12986328241037062,0.006951564380384463,0.19524828650992884,0.07828065976172069,0.02741428860002255,0.014507612619932792,0.007180946205019146,0.023675617817251433,0.06911265456440206,0.015716580338260525,0.02659728980321012,0.17691227611529156,0.0053396074226141526,0.013903128760768926,0.04241461745133129,0.0054403547324747975,0.00011779161193027315,0.010276225605785729,0.00755604823954833,0.008423588743499882,0.06609023526858272,0.06115361708541115,0.08150457367726131,0.026295047873628186,0.013802381450908282,0.3221898969343408,0.009570994436761217,0.022265155479202412,0.1431619273119757,0.018738999634079857,0.0017127042676309547,0.042313870141470644,0.016119569577703104,0.0440265744091016,0.01259341373258055,0.06639247719816466,0.03344810687373394,0.011182951394531527,0.011182951394531527,0.01924273618338308,0.01924273618338308,0.011384446014252817,0.011283698704392173,0.028007752141259144,0.015918074957981816,0.008154421313967508,0.11182951394531528,0.0853329714519658,0.00826127940857284,0.02169333517909417,0.011988929873416683,0.012492666422719905,0.3301489344133317,0.022063660859481124,0.0485602033528306,0.013600886831186994
nh0003,0.30149630115154824,0.012950872042592279,0.016577116214518118,0.006734453462147985,0.015023011569407043,0.010360697634073823,0.025901744085184558,0.04973134864355435,0.12743658089910803,0.01346890692429597,0.02227549991325872,0.45846087030776667,0.009842662752370132,0.012950872042592279,0.005180348817036912,0.009842662752370132,0.011396767397481206,0.31910948712947373,0.033154232429036236,0.18079417371458822,0.017095151096221808,0.010360697634073823,0.03833458124607315,0.0528395579337765,0.008288558107259059,0.00880659298896275,0.011914802279184898,0.0176131859779255,0.02123943014985134,0.010360697634073823,0.00880659298896275,0.007252488343851677,0.016577116214518118,0.058019906750813414,0.011396767397481206,0.015541046451110735,0.011396767397481206,0.007252488343851677,0.009397476896436836,0.31910948712947373,0.0818495113091832,0.04196082541799898,0.0041442790536295295,0.06268222068614664,0.10723322051266407,0.0041442790536295295,0.1999614643376248,0.10723322051266407,0.02662618453990437,0.006216418580444294,0.012481308322325316,0.032636197547332546,0.034190302192443615,0.005180348817036912,0.012950872042592279,0.12536444137229327,0.0077705232255553675,0.016577116214518118,0.012432837160888588,0.012432837160888588,0.0,0.010360697634073823,0.005180348817036912,0.01478995592673869,0.060092046277628174,0.05387562769718388,0.0818495113091832,0.02175746503155503,0.010360697634073823,0.3465653358597694,0.005180348817036912,0.024865674321777175,0.16059081332814426,0.007252488343851677,0.01346890692429597,0.022793534794962413,0.011396767397481206,0.016577116214518118,0.011914802279184898,0.08081344154577583,0.04455099982651744,0.013986941805999662,0.01346890692429597,0.012950872042592279,0.03833458124607315,0.016059081332814425,0.007252488343851677,0.023311569676666102,0.010360697634073823,0.007337645741137951,0.09687252287859024,0.09531841823347918,0.012432837160888588,0.03493456497020731,0.014504976687703354,0.006216418580444294,0.3641785218376949,0.024865674321777175,0.0880659298896275,0.010360697634073823
nh0004,0.2707945046099815,0.005045860334347481,0.004625371973151858,0.006307325417934352,0.009671232307499339,0.009671232307499339,0.002102441805978117,0.039525905952388606,0.10428111357651461,0.002102441805978117,0.018921976253803055,0.51593921918703,0.004204883611956234,0.019762952976194303,0.009671232307499339,0.009671232307499339,0.009671232307499339,0.4103966405269285,0.002102441805978117,0.20645978534705112,0.005045860334347481,0.015137581003042444,0.018921976253803055,0.04162834775836672,0.003784395250760611,0.008830255585108093,0.005466348695543105,0.006727813779129975,0.013876115919455574,0.009250743946303716,0.006307325417934352,0.012614650835868704,0.007148302140325599,0.023967836588150535,0.013876115919455574,0.020183441337389925,0.004625371973151858,0.009671232307499339,0.002542640659357941,0.2632257141084603,0.08998450929586342,0.04541274300912733,0.011353185752281832,0.08493864896151593,0.2295866452128104,0.006307325417934352,0.027331743477715522,0.010512209029890586,0.0038139609890369113,0.011353185752281832,0.004643404635263837,0.006307325417934352,0.039525905952388606,0.007148302140325599,0.009671232307499339,0.10344013685412337,0.007568790501521222,0.01471709264184682,0.020183441337389925,0.007148302140325599,0.007374390730382118,0.006307325417934352,0.007148302140325599,0.014148739932622374,0.058027393844996035,0.041207859397171094,0.08367718387792906,0.006727813779129975,0.02186539478217242,0.2548159468845478,0.005886837056738728,0.012614650835868704,0.1736616931737925,0.009250743946303716,0.003784395250760611,0.02817272020010677,0.009250743946303716,0.03153662708967176,0.008830255585108093,0.06727813779129975,0.053402021871844174,0.007148302140325599,0.014296604280651198,0.01724002280902056,0.029854673644889265,0.005045860334347481,0.008830255585108093,0.01597855772543369,0.009250743946303716,0.004254256589520475,0.07400595157042973,0.0538225102330398,0.009671232307499339,0.0,0.005045860334347481,0.005886837056738728,0.38474685049399543,0.030275162006084887,0.014296604280651198,0.018501487892607433
nh0005,0.31315318693379385,0.009999849666793417,0.006315694526395843,0.012631389052791686,0.012105081175592032,0.00894723391239411,0.00894723391239411,0.05315709559716501,0.10105111242233349,0.00736831028079515,0.015262928438789953,0.5052555621116674,0.009999849666793417,0.011052465421192726,0.005263078771996535,0.009473541789593764,0.013157696929991339,0.35631043286416547,0.007894618157994804,0.19210237517787354,0.012631389052791686,0.008420926035194457,0.037894167158375056,0.04157832229877263,0.013684004807190992,0.011052465421192726,0.01052615754399307,0.015262928438789953,0.012105081175592032,0.018420775701987874,0.00736831028079515,0.004736770894796882,0.031052164754779562,0.046315093193569516,0.00894723391239411,0.00736831028079515,0.021578622965185795,0.006315694526395843,0.011669232924889394,0.28210102217901434,0.08789341549234214,0.046315093193569516,0.012105081175592032,0.07210417917635253,0.1373663559491096,0.004736770894796882,0.11157726996632655,0.06315694526395843,0.028112242955415357,0.004736770894796882,0.002641798811803915,0.02368385447398441,0.04842032470236813,0.007894618157994804,0.014210312684390646,0.10473526756273106,0.013684004807190992,0.015789236315989608,0.00894723391239411,0.005263078771996535,0.001230695952332616,0.0026315393859982677,0.0031578472631979214,0.0021465929867442667,0.05789386649196189,0.04578878531636986,0.09894588091353487,0.021578622965185795,0.01052615754399307,0.3094690317933963,0.009473541789593764,0.0147366205615903,0.1631554419318926,0.009473541789593764,0.023157546596784758,0.018420775701987874,0.0147366205615903,0.012631389052791686,0.009999849666793417,0.09315649426433868,0.06157802163235947,0.005263078771996535,0.013157696929991339,0.017368159947588568,0.00736831028079515,0.006315694526395843,0.01052615754399307,0.019999699333586834,0.014210312684390646,0.0026624384422039783,0.09473541789593765,0.07789356582554872,0.004736770894796882,0.0,0.015262928438789953,0.009999849666793417,0.3742049006889537,0.023157546596784758,0.06315694526395843,0.02105231508798614
nh0006,0.3096348057062608,0.00816782461095652,0.01002414838617391,0.011323575028826085,0.013179898804043475,0.013179898804043475,0.01002414838617391,0.05568971325652173,0.10525355805482606,0.019862664394826084,0.015778752089347824,0.49174016805508686,0.007982192233434781,0.022090252925086953,0.005754603703173912,0.013551163559086954,0.007054030345826085,0.3371083975794782,0.012994266426521735,0.20642320380417387,0.007796559855913042,0.007425295100869564,0.040467858299739125,0.07146846534586955,0.014664957824217388,0.01652128159943478,0.012808634048999998,0.01633564922191304,0.021162091037478258,0.01893450250721739,0.009652883631130432,0.009652883631130432,0.02821612138330434,0.04547993249282608,0.01206610453891304,0.01206610453891304,0.025431635720478254,0.01020978076369565,0.01852118114690875,0.26619682936617384,0.07870812806921737,0.09318745351591302,0.005012074193086955,0.0569891398991739,0.10172654288191302,0.00408391230547826,0.0935587182709565,0.0493782124207826,0.010476627719463536,0.00612586845821739,0.008199668022092795,0.013365531181565214,0.04473740298273912,0.007610927478391303,0.013365531181565214,0.1371823269885652,0.01039541314121739,0.013179898804043475,0.01410806069165217,0.012808634048999998,0.0,0.007982192233434781,0.006311500835739129,0.008517577336076549,0.06385753786747825,0.05921672842943477,0.08112134897699998,0.017078178731999995,0.013179898804043475,0.3599411800146521,0.008539089365999997,0.0246891062103913,0.18247662710386953,0.014479325446695649,0.015407487334304344,0.01893450250721739,0.009095986498565216,0.014479325446695649,0.010766677896260866,0.12047541301160868,0.0493782124207826,0.009467251253608694,0.011509207406347824,0.023204047190217385,0.01429369306917391,0.013179898804043475,0.00835345698847826,0.021718988170043474,0.007054030345826085,0.0028171805863592262,0.10339723427960867,0.09392998302599997,0.009467251253608694,0.11332478626943217,0.011137942651304345,0.009281618876086955,0.3319106910088695,0.017820708242086952,0.042324182074956515,0.025431635720478254
nh0007,0.29480578927314555,0.015267377496266478,0.016539658954288685,0.015630886484272823,0.015267377496266478,0.012722814580222064,0.009087724700158617,0.051254767308894604,0.11359655875198271,0.007815443242136412,0.01835720389432041,0.49782555907468906,0.007815443242136412,0.024355102196425095,0.00617965279610786,0.007997197736139583,0.0085424612181491,0.3069833403713581,0.019992994340348957,0.2104717040556736,0.008905970206155444,0.011450533122199858,0.03853195272867254,0.056889156622992945,0.009996497170174479,0.013813341544241098,0.015449131990269649,0.011450533122199858,0.01853895838832358,0.011995796604209375,0.008905970206155444,0.009632988182168135,0.015630886484272823,0.05579862965897391,0.009451233688164962,0.013995096038244271,0.007270179760126894,0.015630886484272823,0.01996601594488051,0.2820829746929235,0.09124075598959251,0.06579512682914838,0.010723515146187168,0.07106600715524039,0.1399509603824427,0.0034533353860602745,0.05270880326091998,0.017266676930301372,0.005128884829877563,0.008724215712152273,0.00729852357676882,0.0170849224362982,0.04107651564471695,0.010178251664177651,0.017266676930301372,0.1366793794903856,0.007633688748133239,0.02181053928038068,0.026536156124463164,0.007270179760126894,0.0,0.005997898302104687,0.007088425266123722,0.0012972779684994214,0.06070600099705956,0.061978282455081773,0.09342180991763059,0.02253755725639337,0.01635790446028551,0.3660535509223891,0.010541760652183997,0.025627383654447302,0.19320502712537221,0.011268778628196686,0.010178251664177651,0.02780843758248537,0.012177551098212547,0.016903167942295027,0.007997197736139583,0.10505409753383362,0.04961897686286605,0.010360006158180824,0.01090526964019034,0.017266676930301372,0.023628084220412404,0.007633688748133239,0.009632988182168135,0.020356503328355303,0.0170849224362982,0.0038616610655705526,0.08633338465150686,0.0670674082871706,0.004907371338085653,0.06730556517569994,0.012541060086218893,0.012541060086218893,0.3593286346442717,0.03907721621068205,0.03217054543856151,0.02253755725639337
nh0008,0.25017291196861585,0.014044795057887206,0.01536149459456413,0.0043889984555897515,0.01185029583009233,0.009216896756738478,0.026553440656317998,0.06802947606164116,0.07197957467167193,0.012289195675651305,0.018872693359035932,0.5822006451339805,0.010533596293415404,0.01360589521232823,0.005705697992266677,0.014922594749005156,0.011191946061753867,0.35463107521165194,0.01623929428568208,0.1992605298837747,0.005705697992266677,0.01536149459456413,0.040598235714205205,0.03401473803082058,0.011630845907312842,0.01536149459456413,0.011411395984533354,0.006802947606164115,0.012947545443989768,0.0035111987644718015,0.0061445978378256525,0.010314146370635916,0.011411395984533354,0.034673087799159036,0.012289195675651305,0.007900197220061553,0.006802947606164115,0.009216896756738478,0.006856095904664597,0.35638667459388784,0.11850295830092329,0.07395462397668731,0.006583497683384627,0.08097702150563092,0.1483481477989336,0.011630845907312842,0.03247858857136416,0.011411395984533354,0.002211643840214386,0.007680747297282065,0.004185804103235323,0.013386445289548743,0.03730648687251289,0.009216896756738478,0.011630845907312842,0.11411395984533354,0.010753046216194892,0.004169548532810264,0.016678194131241057,0.014264244980666693,0.0005131523646224428,0.010314146370635916,0.00724184745172309,0.0040277061870877895,0.059470929073241134,0.031161889034687237,0.08448822027010272,0.007461297374502578,0.005925147915046165,0.2789208518527287,0.00811964714284104,0.030284089343569288,0.18236288582975418,0.011411395984533354,0.003950098610030777,0.02370059166018466,0.006583497683384627,0.02084774266405132,0.03072298918912826,0.10401926339747711,0.06495717714272832,0.007022397528943603,0.005047348223928215,0.014703144826225667,0.028528489961333385,0.005705697992266677,0.008558546988400017,0.023042241891846196,0.010972496138974379,0.008659039888426845,0.09546071640907709,0.09677741594575402,0.007900197220061553,0.000259631218974117,0.005925147915046165,0.01360589521232823,0.24490611382190813,0.01909214328181542,0.012289195675651305,0.02018939289571286
nh0009,0.3169282643585802,0.0203589679753525,0.0203589679753525,0.011543744728292655,0.014482152477312603,0.012173403531654073,0.005666929230252758,0.0431316280302571,0.09518342244146762,0.0015741470084035438,0.01815516216358754,0.44936649933226497,0.0065064743014013144,0.01269811920112192,0.018260105297481108,0.00787073504201772,0.009339938916527693,0.3756964193389791,0.008290507577591998,0.16287174380282,0.014167323075631894,0.012488232933334781,0.0538358276874012,0.041347594754066415,0.0029384077490199486,0.004407611623529923,0.003882895954062075,0.011858574129973364,0.019099650368629664,0.011753630996079794,0.004722441025210631,0.013222834870589768,0.021513342448181767,0.08217047383866499,0.026760499142860245,0.020673797377033207,0.010914085924931238,0.013222834870589768,0.012374271736774361,0.2642468111440082,0.07325030745771158,0.07944195235743218,0.019099650368629664,0.12834545275183562,0.1232032391910507,0.004302668489636353,0.03893390267451432,0.014482152477312603,0.003172890188916503,0.017315617092438982,0.004003386238595087,0.012383289799441212,0.0621263352649932,0.014482152477312603,0.015951356351822578,0.15888390471486435,0.009654768318208402,0.009234995782634123,0.02109356991260749,0.00262357834733924,0.0,0.00776579190812415,0.008815223247059845,0.003638168346601214,0.07587388580505082,0.04470577503866065,0.08993626574678913,0.03861907327283361,0.015951356351822578,0.4100128241221764,0.01017948398767625,0.013012948602802629,0.23318364351151163,0.01532169754846116,0.0027285214812328095,0.03200765583753872,0.011228915326611947,0.03610043805938794,0.01563652695014187,0.09801688705659399,0.04145253788795999,0.003568066552381366,0.00766084877423058,0.013012948602802629,0.01059925652325053,0.01815516216358754,0.009130052648740554,0.02770498734790237,0.02088368364482035,0.0019111564270648128,0.09151041275519269,0.07073167224426591,0.005666929230252758,0.011546715300925756,0.012173403531654073,0.009234995782634123,0.2882787888056357,0.024871522732775993,0.028964304954625205,0.030328565695241613
nh0010,0.2655863602172361,0.022028289658080614,0.017352473457072935,0.011325865909107485,0.01018288861552783,0.015378239949980804,0.01215712212261996,0.03906904203508637,0.12396108284004798,0.001662512427024952,0.019638428044232246,0.5278476955804222,0.009351632402015354,0.011221958882418425,0.006546142681410748,0.021093126417879075,0.011533679962485603,0.3969248419522073,0.006650049708099808,0.1649004513555374,0.006650049708099808,0.011949308069241842,0.025976756672264872,0.03449713286076775,0.00415628106756238,0.006026607547965451,0.011014144829040307,0.013092285362821495,0.012364936175998079,0.011429772935796544,0.007793027001679462,0.008520376188502878,0.011325865909107485,0.0405237404087332,0.009455539428704415,0.013404006442888675,0.008728190241880998,0.01620949616349328,0.007539753921407989,0.2518706326942802,0.09351632402015354,0.09767260508771593,0.014546983736468328,0.07117631328200576,0.1320658309217946,0.01018288861552783,0.056525422518848366,0.05725277170567178,0.004084033374095995,0.007585212948301343,0.002503490947746726,0.027535362072600766,0.05351211874486564,0.011014144829040307,0.012364936175998079,0.11980480177248559,0.008000841055057582,0.04166671770231286,0.020054056150988483,0.006546142681410748,0.008504011995021186,0.008000841055057582,0.011325865909107485,0.002754660682035015,0.04322532310264875,0.029717409633071016,0.10037418778163147,0.009871167535460652,0.014131355629712091,0.3310477870313435,0.005091444307763915,0.031068200980028788,0.20272260907035508,0.007273491868234164,0.03137992206009597,0.024106430191861802,0.007169584841545105,0.021716568578013434,0.021197033444568136,0.08676236728536467,0.0410432755421785,0.013923541576333971,0.013300099416199616,0.030236944766516314,0.02015796317767754,0.011221958882418425,0.008624283215191937,0.024418151271928982,0.01891107885740883,0.003679447942539253,0.09652962779413626,0.06650049708099807,0.006546142681410748,0.029626710939214613,0.011118051855729366,0.0025976756672264874,0.3355157891789731,0.0371987155546833,0.02452205829861804,0.0246259653253071
