,que,ent,con,est,los,ado,aba,ndo,era,por,las,par,sta,res,and,des,tra,ero,per,ant,com,men,una,ara,ada,end,ido,pre,dos,ida,lla,hab,rec,ier,esp,aci,cia,dad,enc,ten,ció,bre,ran,tan,uer,ell,ste,qui,"os,",sus,uel,nos,tod,man,ron,ont,bía,ora,más,eci,ros,omo,ras,tro,tar,pro,ese,mos,cua,esa,pue,str,cio,cer,ist,ter,ene,aqu,lle,les,tes,tos,nes,ven,ver,cas,car,rad,ban,one,ita,"es,",sin,cho,sto,ici,tab,ser,cha,esc
nh0001,0.1037747212193457,-1.9831254244147876,-1.4884726807815951,-1.0040789844933742,0.030710834183886385,-0.9399812901287418,-0.28721268300066777,-0.31398855558214506,-1.1960713369326406,0.7500950867478463,-0.4415062560174885,-0.9242806734780049,-0.6996058058600216,-1.5342311266916289,-0.2479561843089047,-1.3606859847862047,-0.7261223116580544,0.30896872757528004,-1.256386974569884,-0.42088603249279516,-1.4642447403321073,-1.7277413068351446,-1.3205698253818492,-0.4782156271126325,-1.028931006672396,-0.998702866761134,-1.0269652129617335,-1.9298336850643032,-0.35689373756504705,-1.6912123550916165,-0.4251749220298717,-0.5454600245513553,-0.8679559816440203,0.1222528034725947,-1.2373531771035637,-1.3839923520148758,-1.8924384747953422,-1.8674520700009547,-1.5934577633973728,-1.5825703053374531,-1.315246674230371,-0.05052802837765725,-1.358081794817608,-0.3085672969938108,0.04378516496017428,-1.378107947850641,-0.2100693816335894,-0.360321046336289,0.4102821799144215,-1.068122382761644,-0.8294341609393295,-1.2409515725853102,-0.7158448897683991,-0.324844459575866,0.3882059176118465,0.8536291538413306,-0.1753197671931917,-1.2469836121763742,-0.04703752220104276,-0.6621083545431283,0.4326892494604488,-0.9687917546492443,-0.9646917200533702,0.2987877365383967,-0.715773316705872,-1.5669515377939223,-0.7019831026470245,-0.14899987259667125,0.38360106736688193,-1.5063422270574909,1.0819833171464772,-0.9051648252598423,-1.3416993539553135,-1.7360116668321883,-1.4547669847985802,-0.6930646317882938,-1.6211387140010907,-0.9440944953730627,-0.9224723707885097,-0.8508826172983345,-1.0251551639749115,-1.1213425389636351,-1.160799068012008,-1.4640634146158769,-0.1328913426964794,0.2834062193249235,-0.884015796164904,-1.0585831951515237,-0.37069250936094394,-1.159832179604903,-1.2374591038206315,-0.505595915544561,-0.258593495187573,-0.17253945626166636,-0.3928445989182187,-1.8036563594398565,0.4287749427083474,-2.2083651627708534,0.6599478371702526,-0.964224348054385
nh0002,0.1037747212193457,0.49281290657874954,-0.07986405508965914,0.2840851735236498,-0.16332356727268368,-0.4349888360257195,-0.36901679165655576,0.1616671180409599,1.2996125990913154,0.5596903962065756,-0.30063665450516064,1.0636175882854335,0.651995201837459,0.4029284024857485,0.28544843240921836,-0.09355453545821563,0.05003323095705616,0.5753780713107131,1.2605856638171233,0.4571893360478707,1.8904451780093485,1.6261327405831203,0.29006676673773724,1.395236500542843,-0.255266600921309,-0.12812222076884355,-0.5380159428370447,1.2101841615552942,-0.3850104607693665,0.4921549472086496,-0.9613618934745053,-0.3867151501797147,-0.15342554085680501,1.4707154516880772,-0.6613880656652239,0.7033716985579688,1.8361366022237045,0.9899695938735452,0.05633901791602807,0.5170169504195717,1.1240629374476538,-0.612385845429279,0.8232277727198873,0.7329073424473935,-0.42162068816001297,-0.7873905154915438,-0.43331409728147136,1.8867729217393838,0.761002388190361,-0.991055075832877,-0.461346323049687,0.4463133735388862,1.4431195858703165,-1.0579907115761402,-1.1631992205053159,-0.31858289725762606,-0.08103937143383588,-0.6323603369973223,2.01084563385682,0.6229965817304091,-0.046591956081876065,1.527311399126527,0.13188009419336924,-0.24276060140810005,1.7854964943921539,2.4720698905571363,-0.519830547679453,0.1062255839162149,0.8291302013044533,-0.9078717197979874,0.7614137089003401,-0.020331005959183378,1.0334242105748528,-0.23093759075609768,-0.16963719939739402,0.9420194413153485,0.011087985891373517,-0.5957295232558293,-0.14329274644886594,0.40612730127709556,-0.1405905978411135,0.3696681254502541,0.7248414140231418,-0.4256708281816982,0.9993767045115427,0.5348210554002726,-0.38433306919472116,-0.6560884675490983,-0.38555760824083357,0.8251881842294927,0.46461769286272214,1.4974213291436262,1.8125327111952136,1.383228846308107,1.0159818214421454,2.197593618727665,0.25602049367454827,1.5141426376538432,0.37151325075930286,0.22183402518220666
nh0003,0.1037747212193457,-0.30069402381192345,-0.007824969400389965,-0.46670571728749344,-0.5638437135540031,-0.6197097757601552,-0.2980020325934905,-0.07241783705613122,0.006306738964498678,-1.0247331440286729,-0.5620365517500985,-0.2146341094908452,-0.047600431808226575,-0.9739624017802523,0.2339980534041228,-0.13348463815539718,-0.8611613191401057,0.5413775387461961,0.33907723001125023,-0.5481128782323456,-0.4188179741411175,-0.274905475768985,0.3389428755928091,-0.33933653238826317,-0.5394334515135907,-0.9598089355322165,-0.8569599413114504,-0.6497061124955015,-1.0108618361305854,-1.0715688165258788,0.5883320261648656,0.24554658929415288,-0.3501977965052106,-0.9063819729060177,-0.31481677759896554,-0.7241703755319027,-1.250861490327235,0.09065046094108199,-0.5960093536537399,-0.387347262735117,-0.6842319943796265,-1.397320000598623,-0.23696574155656458,-1.1774771419205323,-1.3220827990712591,0.6361510491278645,0.14382328903847824,-0.48471557866060533,-0.2551444819959274,-0.6216103619134233,-0.10334021750044571,-0.17966449099900528,-0.20948366690869064,-0.7878353662441203,1.2233392235796674,0.4375750382374651,0.8408364265018291,-0.35831161317802374,-0.47106292330125255,0.010591626102592351,-0.0031316832340604907,-0.35059312616812943,-1.0791812832373728,-1.3915037242396824,-0.25412917066578367,-0.8045104868815786,-0.47429118064691395,-0.5094883370803465,-0.551307160260281,-0.9487726012594896,0.828622724837256,-1.1066949418324292,-1.2948169765780222,-0.8908671770190285,0.2507794983555782,0.29255864012682425,-0.5789777605810714,0.008679287916300338,-0.8626340595484466,-0.7009545425398394,-0.9077331269258424,-1.1811677228047668,-1.1424825111159749,0.14411600832833762,-0.1010828510760495,0.09605777754117518,0.08755391953494801,-0.8267150807304359,-0.650173343392917,1.1528657479159896,0.5987697377502359,-0.6881673922815942,-1.3259836700911594,-0.931027453673323,0.9686638953856146,-1.4663295979685584,0.07489662251455483,-0.9973881878717764,0.8670865399638842,-0.76028625434764
nh0004,0.1037747212193457,1.3264357085745238,1.8956664697877514,0.6137219614280968,2.9144575650273143,1.788031691962314,0.7249655816895173,0.9793152881412339,0.2896545847514579,0.6312352426246466,0.47800834406913206,1.8754254577306848,1.6527305958508673,1.8229804570091832,2.02621334067566,0.8970261837153966,0.7044893082240073,3.0990277869181106,1.2689195110535811,0.7968264507373152,1.2082451504864802,1.9447604460671923,-0.5282845610913746,1.9516192967883854,-0.18046205416130748,0.7134283397154214,0.5392379817338814,1.4962996950462526,0.44680017620889934,0.43103749161140736,-0.5190496155131681,-0.2095991875797915,0.9387958183451033,1.5966051364885612,2.314828783087984,1.2633282923472007,1.8061825796767916,0.8428093227736151,1.9563544062682057,1.3156151053390353,1.0019522445212052,-0.1037178130204253,1.8668136076665147,1.5760301909998087,1.563065356264047,-0.9395309416133495,-0.9279704638944348,1.406766860159195,1.9789006974150554,0.5133950850808954,-1.0346588464122055,0.8053877320853876,-0.2324579979218682,0.9138836966594753,1.789292972674455,0.8687022810254172,-0.43188730797980335,-0.7754223399381329,0.31315017694862596,1.6588042202117048,1.708080018406901,0.16811811690264872,0.9749009842253907,0.8806738858892263,2.4603293249126255,0.8835379943331451,-0.4119304271659191,0.6396297777528791,0.7777695296455479,-0.28876231696838794,2.82740013503186,0.91037296907,0.7591062802475701,2.7264678303638066,0.192415038637399,1.3388995208331398,0.35474356824287784,0.0016917991224946474,1.7743778300632769,4.043617083322009,1.772669200132052,1.672979488401295,0.8766051873930074,0.5230268410675848,0.45033743416152483,1.1975888112519049,0.8898038408140907,-0.15103457554109198,1.6913913229704451,0.9667552141770573,0.6689288724118532,3.5855679978997057,1.2404863167092905,-0.23679132906257855,-0.022089800017317786,1.5890996302903266,1.500835477482507,0.8380011867019935,2.177872973375191,0.1374323435711399
nh0005,0.1037747212193457,-0.46282232451000654,-0.05233612441592198,0.18335503018491428,0.137527456664283,-0.028731081311886113,-0.12916820751645508,-0.44831975255002776,-0.23748764650193838,0.6918775765582268,-0.1680772454594332,0.4033176758518896,-0.06380610482424819,1.265635815412044,-0.5507753317253042,-0.5182479409217207,-0.543240410857376,0.04149751408954992,0.3239641607135931,0.2561162805154397,0.5015273194249624,-0.5989485587548573,0.047009236376764275,-0.84497958792062,-0.64819482198563,-0.5146560660266761,0.5249742535751719,0.5473198310823763,-0.5456817443194305,-0.49657215226356444,-0.4536778118815816,0.812261777734289,0.581953475211224,-1.3021732239873487,-0.6535820141950889,0.007908512535432975,-0.6774384981970095,0.5157634488721973,-0.5448408006238469,-0.532505678233259,0.15439449103576722,-0.09245570340358311,0.19724240202207072,-0.05712017879195158,-0.11938126156794113,-0.33449266474326833,-0.5438554443362487,-0.7809285159703735,0.7792374533954364,0.5314272734121052,-0.46345098930772244,0.9841117188440625,0.35434696263046994,0.34436362212857924,-0.7786525013300909,0.8008421357337951,0.31935366703359747,0.4902082054902143,0.8942100777030406,1.1363058810505016,0.28275396583248313,0.5476785752946661,-0.9451364423753817,-0.439776704426746,0.12268630776998549,0.6982022077603187,0.9718292260747534,0.6482724794068385,-0.9369983993994538,-0.030148823644209302,2.5933605601190166,-0.46178715514243646,-0.3975591685239778,0.7834085385897783,-0.06068305771196953,-0.8104785187206812,0.222408219628536,-0.12694574353665308,-0.43983389609163026,0.7015647429188524,0.14111696852321415,0.3595511696764182,-0.4112633579391995,0.604003566100184,0.0840310881043616,-0.5687442131150817,-0.37913679127340366,0.5408678742721942,-0.20673453272046366,-0.7691444525851976,0.21816602390717488,0.5945663723813326,-1.2083933531749382,1.1418793557152946,2.0635779640317,0.28725497555054846,-0.5413763589507055,-0.7025247263544055,0.5751052773706625,-0.25527113282646285
nh0006,0.1037747212193457,-0.5867641288509957,-0.5634552975812193,-0.09092067982598867,-0.9062384087670984,-0.3229960712246689,-0.3276572370024152,-1.133824253707602,0.42599040570730695,-0.9850096758978338,-0.726842470873245,-0.1210927992717834,-0.2177502006088417,-0.7699366190204409,-0.8726144674343472,-0.10569336952501099,-1.1023574106452476,0.38680683078300715,0.7673075842137236,0.10138869365624488,0.3096134466100002,-0.4156843782867857,0.41640181179053504,-0.6238263781404288,-0.8180169718257471,-1.181523637530045,-0.5876370978664168,-0.27525171159032585,-1.1773474472169305,-0.8574190835003256,-0.8058170662516978,0.1307836760516215,0.10206478768747033,-1.5048727970790932,-0.40484151056452516,-0.21454882269211362,-0.38169182684580844,-0.2792440745052509,-0.5379404859791361,0.32436061541067823,-0.3882286702261757,-0.9310729671987503,-0.800210783841987,-0.4794818529260336,-0.18957623186800732,-0.35104424294664904,3.1395592999660353,-1.402168367302112,-1.0998390743728608,-0.41602954190275204,-0.9892578688131988,-0.8059158902500643,-0.2722250532965035,-0.013991698206959852,-0.44248602788883995,-0.81752275141012,0.006688396591268595,0.4304131985231432,0.02799937393073416,-0.27844856819098646,-0.8175444821739877,0.010811842880972117,-0.9527333791854937,-0.9904019968182536,-0.7065647101465085,-0.9490570034383462,0.6234795672314744,0.13624255439215097,-0.5121080363103055,-0.3960685554041932,0.024980193760338373,-1.3132770621571668,-0.7442147230797627,-0.12466949586375778,-0.39187750301717017,-0.5338854183734275,1.9250210902615246,-0.5436390286898901,0.8108378107880653,-0.9666075633306396,-0.6283187575525672,-1.0949432599353117,-0.6068951120314763,0.11111052643415602,-0.6988350975428548,-1.4621893762266005,-0.20984149110108705,-0.5565689797042622,-0.8556360879223651,-0.26831973898329065,-0.7047692824355528,-0.6283227869302603,-0.8838232240970318,-0.5024094797852288,0.746856332018023,0.09644438283286515,0.06165674527631793,0.3452923724451708,-0.9056667169441321,-0.9933036103981709
nh0007,0.1037747212193457,-1.099302675488874,-1.0231414550070652,-0.8291808336041842,-0.19950560657851688,0.035347142709300464,-0.4024124183753005,-0.45876077327372433,-0.33600773481346496,-0.5319045083248868,-0.46663349125540543,-0.3193093337618568,-0.8616830385981866,-0.6417347844011739,0.46206851154232403,-0.70327405278719,-1.505452137572407,0.8671007926390688,0.09969992650282242,-0.577241297580071,0.22353086934749705,-0.5154236305474341,-0.6708830508864361,-0.7672787317087514,-0.47171625680705137,-0.093057733151112,0.6940248562159664,-2.854081785894976e-05,0.8561222027305072,-0.345368711292845,-0.22945755674040377,0.9647565712731696,-0.8973131705497659,-0.1632548638694765,-0.3684384351156879,-0.7880906105463905,-1.2843244405885428,-0.07595494035058663,-1.488806420934988,-0.4890260341484916,-1.119414751755968,-0.41650433453029734,-0.5364085003270423,-0.7905967210543182,-0.457395357621268,0.1560701054836748,1.07205383017044,-0.25511466623440776,0.3901023352167878,-0.5353085450099132,0.19513580866794183,0.2399985948581601,0.05837043502513695,-1.001014090721887,-0.7557370979723661,-0.6485446612068239,0.8465639145147946,-0.4496862308764133,-0.4208156051139677,-0.09500760617227348,-0.1388311687098981,-0.3496941131752517,-1.0760627921849208,-0.918023768056425,-0.5578722433867656,-1.4269320940552175,-0.5541334090957002,0.2422661255898701,-1.3838904562967158,-0.797445940051695,-0.15022926821696952,-1.2329403415636087,-1.1600464026951678,-0.6178859812669468,-1.1302527052317635,-0.5846379887768856,-0.4854898809336185,0.6133526424513478,-0.8332010282895661,-0.687298261264132,-0.5537382361680616,-0.4160835067370154,-0.7628932889963144,-0.018468535451277936,-0.3841514684226589,-1.3574394148606703,-1.1754191613470002,-0.5879636422236615,0.7276569530968192,-0.7276097514398786,-1.1561100887953437,0.1676967865729857,-0.8287545852080267,-0.7172406545578286,-0.011489341803630834,-1.6526276267222357,-0.21969411472543954,-1.3390185693241725,-0.0015297688257935123,-1.066367377702834
nh0008,0.1037747212193457,0.43104349624142585,-0.9869759803155682,-0.8662283397716247,0.9308232215079938,-0.34597124202399865,1.0879334002683403,0.7959757789504902,0.4054586670455844,0.3358324569424541,1.2864706879519077,1.2281633119259836,-0.1405193498704998,0.40984729542663856,0.45846541725118917,0.520978232247479,0.2955630727553463,0.6894126270064324,0.1692875649348355,0.15298372747483507,1.8703287801292463,0.49649133764703973,1.3157368678616566,0.5236877360713683,0.6373471630605584,0.5474406763206482,-0.4030501787206285,0.38970378894574803,0.22994388351336845,0.5260656970333129,0.6912439325807025,0.5099464994399434,0.030592683725902563,0.24544394915604087,0.24547560450535258,-0.22047668845493967,-0.4770336578799131,-0.42870848328876604,0.4617884394243976,-0.44368828087105777,-0.42074517617779367,0.9302355050264167,0.06862201100261643,-0.3518049144310688,0.09849490710949572,1.1406458231882672,-1.166567882516419,0.9954765211417432,0.6785951789028131,1.086580903159007,1.3596099547856435,-0.45695420819966803,0.6394912122633233,-0.0724251554064807,0.8818985311175853,-0.4562703586735326,0.8586533199821622,0.1666655169308275,-0.1271167853498192,-0.12156889977226897,1.220876634447426,1.7740246940874744,1.2931709123168589,-0.5336293779261214,0.2430165728172506,-0.27985572762478617,2.1025848091458337,-0.9257078760867979,0.3628170501082639,1.4802674661264947,0.02261576754600571,-0.4855940041722535,0.8066200623763233,1.8471479537458113,-0.601761474340557,0.07691315696447025,-0.05052217309655197,1.0594741235128031,1.1431114990599467,0.06351840006931804,0.275672530755717,0.3911089075743033,1.6331339146856938,0.36936997207392286,-0.17320150710597862,1.3523494022553084,1.872024554590314,0.38664261131655314,1.1916601330601666,0.8177822180798814,0.6429593183227365,1.1798733142736304,-0.3640809617026308,0.7430579492017787,-0.9217731709775188,1.618136139497537,1.0439410641332214,-0.1540437928478922,0.5800293934793791,0.09988299257467302
nh0009,0.1037747212193457,-1.0982288849633124,-2.233152019559385,-1.5410744678621433,-0.7671716677487316,-0.4798766084057699,-0.4276306807679225,-0.5606358840194893,1.0242925773998806,-0.7191774733046828,-1.2568660425431963,-0.7181773399922513,-1.0343011253767822,-1.597297955379821,-0.3836884573870182,-1.826958640773342,-1.7601416298854071,-0.3137687937480529,-0.4435621222160221,-1.6343465332009284,-1.2396662638686085,0.26953642990384064,-1.0255609409766255,0.2214306749384138,-1.347200223208306,-0.7006274552090449,-0.4989637470889392,-1.0358157675463913,-0.6294677618659582,-0.7407474342835476,-0.7543183175201512,1.1917777540708754,-2.0565414798350092,-0.21721447388102508,-1.3663461348609467,-1.2994078164418157,-1.0310395326734358,0.015814105614819222,-1.6602492078444588,0.4258109254655588,-1.0944325198169238,-1.5102505765193825,-0.8863842352080892,-2.17724703782328,-0.05893158236540725,-0.06429016796364766,-0.8915502870797037,-0.8286820979534414,-1.2007718406039791,-1.2351102157483833,0.1510473388979494,-1.6900926841680017,0.7148500746895725,-0.1611348819861317,0.12358879758734134,-0.7373613275337954,1.9213779800003907,-2.186442379202461,0.11028905012409713,-1.8604266353491365,-0.951312544942696,-1.0963877933273276,-1.289769298610343,-1.2125838764924668,-0.5803948125050439,-0.985200296128827,-1.4979451717333123,-1.3781233349965494,-1.0405400535054665,-1.7209107449517478,-0.7265437726112103,-1.1575791710657661,-1.2911594648027538,-0.9555637736110038,-1.5774414022918644,-1.2211830053211004,0.14625291102714022,0.9426159658075516,-0.8768787461003863,-0.8956761588933125,-1.8779185205043472,-1.2550715134630106,-1.5682128677613087,-0.4350830918394412,-1.3629203215447927,-2.158805300356464,-0.6296181156601159,-1.6761964509894427,-0.4120123833406999,1.0596419857060166,-1.8215734109230983,-1.5151018416235393,0.08967069688068235,-1.1147897737060264,-1.028033198095822,-0.3055125640016135,-0.29210371432966203,-0.4591915285197982,-0.3167202862026271,-1.6793634113608176
nh0010,0.1037747212193457,-0.08744440679675149,1.459345760201695,0.7632377692232765,0.03722804622526587,0.40482534081610205,1.0101916619237958,0.016480260701692007,-0.44821248847191564,0.32003768555548623,-0.16161092787922757,-0.35480478950318306,0.020887997645506032,-0.7197497473043933,0.21321176779384352,0.1187250414719894,0.7475438018200663,0.021114404200193636,-1.3836530023350009,0.06724081853380844,-0.3577871191301047,0.3655544438667603,-0.39572685274120056,-1.1893107221142516,-0.04412934451809317,-0.18289730447378416,0.1152956720839204,-0.679820263643981,1.4581529001566105,-0.9847101245463417,0.41360696514994216,0.324540041774989,-0.8393291062964211,-0.3577742026784097,-0.0800788828807823,-0.593543439455825,-1.0311552575172704,-0.8664763312493371,-0.5272838964409927,0.5415982303870248,-0.7591960623328927,0.10375771099107813,-0.13810626802342282,1.0718572041756833,-0.7681314220656345,0.23006063971097618,0.44498995046482104,-0.8089203640250299,-0.20302455336384917,-0.720283694445587,1.1548969499189845,2.404278995755613,0.38740390176122624,-0.813264833512012,0.10574444022173494,0.39064439473827567,0.33768970235772294,-1.1412397170312272,0.8313605331498581,-0.4595036345393169,0.5754026984314135,-0.500662026618753,0.6509809412975125,1.176347207505733,-0.13062904277529264,-0.0604456301352799,-0.81074967652489,1.6519701947183272,0.7787581128661698,-0.37619518336343877,-0.41659395913095965,0.31877757321020606,-0.6205650759492572,-0.6970203132149165,-0.1868451057393306,0.11069046848769543,-1.0292450632756287,0.9829247527084095,0.8888006869016013,0.17465363903974776,1.213756893171638,0.6100409056390969,-0.19430563907562506,-0.44462882832127404,-0.6194051802008453,-0.05467009362243046,0.4553503910039985,0.2352946658497595,1.1661070336071793,-0.16545076831001412,-0.6778693163693801,-0.21259334215245845,-1.3319607499553727,1.1044350064904247,1.2306305358504872,0.3109340347951627,0.5319396861063508,-1.5358680988174729,0.04250379416520628,0.32968633871717146
