,a el día,a el fin,a el lado,a el mismo,a el que,a el ver,a la calle,a la casa,a la puerta,a los que,a su casa,a su lado,a y a,así es que,de el cielo,de el día,de el mundo,de el pueblo,de el que,de el y,de la calle,de la casa,de la ciudad,de la joven,de la noche,de la que,de la vida,de lo que,de los que,de que no,de que se,de todos los,de una manera,de y de,dirigiendo se a,el corazón de,el de la,el día siguiente,el fondo de,el lado de,el mismo tiempo,el nombre de,en aquel momento,en el fondo,en el mundo,en la calle,en la casa,en la mano,en la puerta,en que se,es lo que,la calle de,la casa de,la de el,la hora de,la idea de,la luz de,la mano de,la muerte de,la puerta de,la vida de,la voz de,lo mismo que,lo que es,lo que le,lo que me,lo que se,los ojos de,para que no,por lo que,por qué no,puerta de la,que a el,que en el,que iba a,que le había,que no me,que no se,que se había,que se le,se a el,se a la,se de el,se de la,se dirigió a,se en el,se en la,todo el mundo,todo lo que,una de las,una especie de,uno de los,y a el,y a la,y de el,y de la,y de los,y en el,y en la,y sin embargo
nh0001,0.03992888523393317,0.1121059073969781,0.03795509408953146,0.08111663763560169,0.09789263574111055,0.03825189445191314,0.0,0.1436316697479905,0.1370496900375548,0.020761648868253334,0.0426823234475996,0.0,0.0213411617237998,0.02724881283555363,0.040558318817800844,0.09637781907820436,0.09675417263717663,0.3711842181513852,0.21038541948552228,0.14139979025443086,0.06713860168335418,0.24479446747931374,0.0,0.02568967222464289,0.133881630581696,0.07985777046786634,0.0,0.09305870389525485,0.09751156792770298,0.0640234851713994,0.07985777046786634,0.0994330201337641,0.0,0.04008522912808787,0.02176666168436727,0.08048449094233603,0.020042614564043933,0.0,0.05873558144466634,0.0,0.08741186008495694,0.05782669144692261,0.023199013634461575,0.03992888523393317,0.019731915628552445,0.021852965021239235,0.0,0.11885457577400206,0.06581903505524651,0.14831560874799082,0.021090542842836898,0.024057020648648474,0.13545584169204727,0.08017045825617573,0.03977320805350564,0.02051880996399864,0.019964442616966584,0.08175430533056953,0.2229071074231962,0.07620638528701411,0.0,0.040558318817800844,0.08370142037331817,0.08017045825617573,0.0205993978288712,0.04336152896469568,0.0,0.08017045825617573,0.0640234851713994,0.04319053922123605,0.08111663763560169,0.0640234851713994,0.2780917664024828,0.1397510983187661,0.019502313585540595,0.021595269610618025,0.0,0.22160935890120273,0.11931962416051693,0.03855112763128174,0.09197862491423583,0.019350834527435325,0.16034091651235147,0.02051880996399864,0.046027402324279064,0.07532137460901961,0.03885283384016931,0.04251447835428299,0.05760180667405028,0.07591018817906292,0.06767546250537675,0.16750566701145872,0.2920499479024384,0.13232657870314088,0.11386528226859438,0.018830343652254902,0.019964442616966584,0.09342158949748174,0.01957852714822211,0.0
nh0002,0.07653486039638017,0.13529625155793817,0.016167008533934865,0.08637927295117552,0.07505543083794809,0.11405401651992657,0.04728549207891362,0.008740006677671466,0.06671593852262052,0.10612132968708053,0.018180576388449395,0.052234986515148046,0.03636115277689879,0.011606657820761252,0.03455170918047021,0.02463133438442642,0.08242506426300636,0.2371594077079575,0.17108102477988985,0.060229375544361974,0.06672808667593602,0.048124817049034374,0.12197040508981559,0.01094254039023298,0.01629343093141808,0.07653486039638017,0.088228831256563,0.26954141713051166,0.1079913779828127,0.10908345833069638,0.0680309870190046,0.127060769334322,0.03189183018481489,0.04268585396401865,0.009271530308325546,0.008570611423362517,0.05122302475682239,0.10969014318138333,0.09173441546860323,0.03271405933452952,0.046541456484967464,0.04926266876885284,0.06917149391482093,0.0680309870190046,0.0588337979939229,0.10239120426692842,0.05122302475682239,0.10125243985973846,0.03738090769136999,0.0789689687861248,0.06288475789963995,0.02049422178800602,0.06594005141040508,0.1109832203064485,0.15247292320118638,0.04370003338835733,0.0,0.06094081760100606,0.06646324653126488,0.07303541064424383,0.042024141424230645,0.03455170918047021,0.11587127452323172,0.05122302475682239,0.07019466524471285,0.1662289616373383,0.18133514137861398,0.00853717079280373,0.05454172916534819,0.0275955770730481,0.08637927295117552,0.03636115277689879,0.07107207190751232,0.0680309870190046,0.0747632616804088,0.0275955770730481,0.18939811838867318,0.11012717079438654,0.06776574364497173,0.07389400315327925,0.09402811925610915,0.01648501285260127,0.03414868317121492,0.01748001335534293,0.009802707963470879,0.04010401420752864,0.016549401637099847,0.3712361935221941,0.06542811866905904,0.08891854693664177,0.278655468847517,0.16648146352178664,0.2254731039513986,0.06441672277586544,0.08083504266967433,0.12031204262258592,0.0340154935095023,0.1034618394266586,0.11675289241458592,0.026950610528417122
nh0003,0.06888302449975271,0.032233114450648456,0.03273897656724136,0.0,0.03377575299983429,0.19796992833051888,0.0,0.31858087523797274,0.0,0.0,0.03681654915385377,0.0,0.0,0.2350404514355792,0.03498444362304774,0.0,0.1335318029576442,0.4802593055699899,0.13197995222034592,0.0,0.0,0.19491017826383752,0.07599876531557144,0.0,0.06598997611017296,0.0,0.06497005942127917,0.09632372568545124,0.0,0.0,0.10332453674962906,0.03430722957493295,0.12916500649028503,0.0,0.0,0.0,0.0,0.10252055131244442,0.0,0.03312377858044682,0.0,0.03325309802115271,0.0,0.0,0.034040370015477765,0.07539896574277502,0.24203459009083408,0.0,0.0,0.09594959561757241,0.0,0.0,0.3672124581335215,0.0,0.10292168872479884,0.0,0.0,0.0,0.03845465670239185,0.0,0.0,0.0,0.07219844676930189,0.06915274002595259,0.035536900592466523,0.0,0.0667659014788221,0.034576370012976296,0.11044964746156129,0.037254921517387844,0.0,0.0,0.09594959561757241,0.034441512249876356,0.10093282118777983,0.0,0.14611062008613132,0.0955769414117848,0.10292168872479884,0.06650619604230543,0.03173525048997103,0.03338295073941105,0.0,0.035397875026441414,0.03970191834042071,0.03248502971063959,0.03351334115161793,0.18335885392960474,0.09937133574134047,0.0,0.03891660982167258,0.06421581712363417,0.15744619777334382,0.03261174714343164,0.09821692970172408,0.09745508913191876,0.034441512249876356,0.06446622890129691,0.0,0.0
nh0004,0.11508375234584456,0.14360607373493045,0.036464951983773,0.07793194477373627,0.0,0.07350019953511776,0.0,0.0,0.03761972243772291,0.2393583935686643,0.0,0.0,0.041006587189619616,0.0523580128306064,0.038965972386868136,0.03703758485432718,0.07436443184404991,0.17830564008215416,0.07350019953511776,0.4269519286568915,0.0,0.0,0.21162018629129214,0.04936215739266708,0.03675009976755888,0.038361250781948186,0.03618210380391636,0.071524126088752,0.0,0.12301976156885884,0.07672250156389637,0.0764233711812464,0.0,0.26958019557964824,0.08364835258162652,0.07732461657788835,0.0,0.15225102199025872,0.07523944487544582,0.03689354775572626,0.0,0.03703758485432718,0.08915282004107708,0.0,0.0,0.0,0.03851145651137832,0.11418826649269405,0.0,0.10686947986511323,0.16210011341542135,0.0,0.0,0.11553436953413497,0.0764233711812464,0.0,0.0,0.0,0.0,0.03660723609053473,0.03791445513193864,0.07793194477373627,0.08041524723102916,0.07702291302275664,0.039581303682322065,0.04165912664873937,0.0,0.0,0.041006587189619616,0.08298970015147598,0.0,0.0,0.07124631991007549,0.07672250156389637,0.07494655940430056,0.08298970015147598,0.0,0.14193921923321698,0.1528467423624928,0.11111275456298153,0.17673496649063272,0.2230932955321497,0.07702291302275664,0.0,0.0,0.07236420760783271,0.0,0.12253599541714827,0.03689354775572626,0.072929903967546,0.04334565271470533,0.214572378266256,0.21043790529154147,0.07264648552771691,0.18232475991886501,0.14472841521566543,0.038361250781948186,0.03590151843373261,0.0,0.04052502835385534
nh0005,0.08439710347001708,0.0,0.026741709953592926,0.0,0.08276569565307017,0.13475412077698515,0.0,0.0578270799019292,0.08276569565307017,0.0,0.0,0.0,0.0,0.1919847300889962,0.05715168538233857,0.0814849572814539,0.0,0.7191861219942667,0.0,0.0,0.0,0.02653428217499626,0.0,0.0,0.026950824155397034,0.0,0.07960284652498878,0.026226243701085377,0.027481170885695964,0.06014467049343768,0.0,0.028022683626652126,0.10550400476395215,0.0,0.09201575188536483,0.0,0.0,0.08374039554501685,0.027588565217690056,0.027056022278095934,0.0,0.054323304854302604,0.032690278272466664,0.11252947129335611,0.055609417099356274,0.0,0.05648504352211833,0.0,0.09274715750781032,0.052248757194140065,0.029719182259781447,0.0,0.16360630899409315,0.05648504352211833,0.028022683626652126,0.0289135399509646,0.08439710347001708,0.05760096169042469,0.0,0.10738421815790786,0.027804708549678137,0.08572752807350786,0.05897282459759169,0.028242521761059167,0.0,0.0611017550362513,0.02726771816568219,0.028242521761059167,0.0,0.030430404674247288,0.0,0.03007233524671884,0.026124378597070032,0.0,0.0824435126570879,0.0,0.059672723969516624,0.026022915328828777,0.08406805087995638,0.027161652427151302,0.025921850738504382,0.08180315449704657,0.0,0.0,0.06485830017808784,0.05306856434999252,0.0,0.08986223400975174,0.13528011139047966,0.13370854976796462,0.06357539552837675,0.10490497480434151,0.2572090514499282,0.15982672177886817,0.16045025972155755,0.10613712869998504,0.08439710347001708,0.0789855415092015,0.08276569565307017,0.029719182259781447
nh0006,0.2062884883561028,0.04455258977635939,0.0,0.048355475164468996,0.10893125547075276,0.18242260390256176,0.01764707635479495,0.11416281282155241,0.07780803962196625,0.082509944978425,0.03392520682302688,0.04873560340062345,0.06785041364605376,0.23824002305996872,0.08059245860744833,0.0306416069349592,0.06152252365992815,0.055317841584155224,0.07600941829273407,0.08027774801708534,0.0,0.05986771584594658,0.07003029590989145,0.10209465805050881,0.04560565097564044,0.06347338103264702,0.07483464480743322,0.17751812111382434,0.062004124281495765,0.13570082729210753,0.07934172629080877,0.01580647678291212,0.2777161142776734,0.06372191478227887,0.06920321480582783,0.1599287937439088,0.04779143608670915,0.1889384522352147,0.04668482377317976,0.10682855203023907,0.05210820064320608,0.0459624104024388,0.0,0.03173669051632351,0.047050577239660905,0.05210820064320608,0.015930478695569718,0.03148974203920245,0.06975329041096275,0.16209290594382655,0.0670536156572226,0.03824250111656592,0.10766441640487426,0.07965239347784858,0.03161295356582424,0.08154486630110887,0.03173669051632351,0.01624520113354115,0.08858666903335939,0.09085672381230063,0.09410115447932181,0.016118491721489665,0.09979264604814864,0.015930478695569718,0.032746053884916526,0.10339517998095546,0.030761261829964075,0.14337430826012745,0.050887810234540316,0.03432915215305345,0.08059245860744833,0.06785041364605376,0.07367859361083025,0.047605035774485265,0.1860123728444873,0.10298745645916035,0.050488500953217275,0.1321063860992408,0.09483886069747273,0.1991704450772348,0.08772888506907797,0.07690315457491018,0.031860957391139436,0.016308973260221772,0.12804391983327656,0.07483464480743322,0.03088141219178567,0.2534384883439254,0.12208977374884465,0.09050358412814204,0.10758102544054574,0.25148400491125117,0.07254067730028921,0.030050623758293392,0.09050358412814204,0.1347023606533798,0.11107841680713228,0.08910517955271878,0.04668482377317976,0.01676340391430565
nh0007,0.01354996491026527,0.10144910399662697,0.06440077027769156,0.04129069421153123,0.14616846412250759,0.1427896138326253,0.030137643400877673,0.05570486696709532,0.039864126578865705,0.056364130778187554,0.02896870181149296,0.0554870471340334,0.05793740362298592,0.3883719551750242,0.0,0.05232967798571021,0.01313350609689787,0.14170755680868277,0.11682786586305707,0.13709818522471875,0.045567297539306446,0.15336295671152061,0.0,0.1394856501144903,0.03894262195435236,0.01354996491026527,0.06390123196313359,0.06315939776369564,0.026472631349947096,0.02896870181149296,0.02709992982053054,0.05398854191257821,0.06775472160377553,0.0952211441532453,0.0886388388683015,0.05462521789425831,0.02720604118664151,0.026889060750996476,0.05315216877182094,0.07818925618669292,0.04449514292546326,0.07849451697856531,0.06298113635941456,0.04064989473079581,0.013392147705239792,0.07415857154243878,0.06801510296660378,0.04033359112649471,0.08934340242168183,0.3145704047342162,0.07157127322353149,0.0,0.11820155487208084,0.0,0.026994270956289104,0.0,0.12194968419238741,0.0277435235670167,0.030257628943431623,0.12930411662227637,0.06696073852619895,0.027527129474354158,0.17042569092822704,0.08161812355992454,0.15379003332066488,0.014714840959991453,0.02626701219379574,0.013603020593320756,0.04345305271723944,0.05862726068854356,0.11010851789741663,0.10139045634022535,0.06291408094684325,0.04064989473079581,0.15883578809968257,0.05862726068854356,0.07185347150339222,0.1253394637034086,0.21595416765031283,0.11774177546784798,0.08739688002270891,0.11820155487208084,0.05441208237328302,0.05570486696709532,0.1874341392956167,0.07668147835576031,0.052739216946759045,0.057709569050447704,0.09122079888447507,0.025760308111076623,0.19903722629532727,0.10105503642191302,0.19821572893599326,0.11547089559395751,0.10304123244430649,0.05112098557050687,0.04064989473079581,0.10144910399662697,0.13288042192955235,0.028628509289412598
nh0008,0.041763138679365985,0.07817055297129934,0.013232891833924653,0.04242148718818377,0.027303900910780617,0.053345480375397776,0.2012594824540325,0.0858456128731366,0.177475355920074,0.028953863544055526,0.0,0.05700662350329751,0.05952408581260285,0.019000379343293055,0.1272644615645513,0.16128835854830237,0.13493182211257018,0.016176486737428237,0.1600364411261933,0.028170555226022066,0.10923549046367663,0.40703769064053136,0.10751380807629587,0.035826406120430664,0.13336370093849442,0.041763138679365985,0.11817223276660588,0.23360072488856234,0.13598807347439448,0.014881021453150713,0.041763138679365985,0.08320061999878735,0.052207696722089074,0.06987777450094323,0.0910663150433792,0.0841817881233108,0.06987777450094323,0.06906362123067286,0.09556365318773216,0.01338842642761502,0.01523789780072536,0.013440696545691865,0.0,0.11136836981164262,0.0963123491149747,0.07618948900362679,0.06987777450094323,0.013812724246134573,0.10708853618987946,0.07756446617739418,0.044118800733257725,0.03354953633777036,0.3103431908589114,0.0,0.01386676999979789,0.028615204291045533,0.13921046226455328,0.09976159113077064,0.015543134392375266,0.31882861926634004,0.0963123491149747,0.04242148718818377,0.01459108281398611,0.027951109800377297,0.028727590838840144,0.015117823741653439,0.06746591105628509,0.12577999410169785,0.029762042906301425,0.045174626553314313,0.05656198291757836,0.10416715017205498,0.025854822059131397,0.0,0.013598807347439446,0.0,0.0,0.10301762283634497,0.05546707999919156,0.06720348272845933,0.06413595980829961,0.12143863990131318,0.06987777450094323,0.0,0.03209453966400302,0.07878148851107059,0.027091770418780945,0.02964500586460819,0.08033055856569013,0.13232891833924654,0.0,0.18168945269110404,0.050911023452873294,0.06590733243875117,0.09263024283747258,0.052520992340713724,0.0,0.013028425495216557,0.06825975227695154,0.0
nh0009,0.06449713050241146,0.15090389862527753,0.06743975211478616,0.09827078190729273,0.09487558792030167,0.15447071800121523,0.04303608604895257,0.006628806971437904,0.018975117584060338,0.06707258510502999,0.05515580751964402,0.09904330040421336,0.02068342781986651,0.2552870514096428,0.03275692730243091,0.024908655428595085,0.006251480814124523,0.014989347197076276,0.08032477336063192,0.045680617786459994,0.007229932464765632,0.042583317184063246,0.12808764098731856,0.04979583473957421,0.04325180104034026,0.006449713050241146,0.048666648210357995,0.24652107636712803,0.06930459404322452,0.10341713909933253,0.10319540880385833,0.03854739908661097,0.6047043041771957,0.006474967280319128,0.03515968980935625,0.019500990393227148,0.012949934560638256,0.10239242813273602,0.018975117584060338,0.09924714823606409,0.07765801030707759,0.012454327714297542,0.07494673598538137,0.012899426100482291,0.04462215015174218,0.0070598191188252345,0.03237483640159564,0.0063995267582960015,0.0,0.07187226327696909,0.034067555007649734,0.0,0.012502961628249046,0.019424901840957385,0.012849133028870323,0.033144034857189524,0.012899426100482291,0.0,0.02880494902506498,0.024619235664493606,0.07649511454584375,0.019654156381458548,0.04732101811756903,0.07122464008351041,0.13975167544684994,0.03502094005423584,0.1062751738401169,0.019424901840957385,0.15167847067902107,0.0558125442932068,0.026205541841944728,0.02757790375982201,0.08385097382313061,0.03869827830144688,0.06300417640293139,0.0697656803665085,0.054723007881381895,0.2625081136734846,0.0835193646876571,0.23040506271450453,0.13668723162663018,0.05626332732712071,0.051799738242553024,0.026515227885751617,0.014869613098405052,0.042583317184063246,0.025103593850882643,0.027469455684455957,0.11165304176557211,0.018392659667668954,0.007287745219110856,0.060127091796860495,0.1474213427566947,0.06717766937112397,0.042916205891227556,0.048666648210357995,0.03869827830144688,0.024144623780044405,0.050600313557494225,0.027254044006119787
nh0010,0.018037670878664126,0.21101364018111485,0.12002214535699479,0.027483021449558186,0.07075600070867975,0.21600123524818537,0.02005956828389059,0.02780780420871299,0.02653350026575491,0.13130557033732537,0.03856304518264923,0.13849534401852706,0.09640761295662308,0.11078561382172042,0.03664402859941091,0.07836874149207793,0.08741641104889572,0.06288021869828293,0.06912039527941932,0.03650093501381911,0.14153776901543683,0.25519535995675374,0.029851492277724392,0.1392621456433952,0.08640049409927415,0.009018835439332063,0.017013023997116915,0.15133966671807217,0.07929063899248931,0.16389294202625926,0.05411301263599237,0.04491836125993816,0.011274359166776719,0.01810829843788921,0.049164893696579046,0.0,0.03621659687577842,0.1431785340478448,0.1149785011516046,0.16480171409409866,0.019743931665845038,0.06095346560494949,0.010480036449713822,0.10822602527198474,0.053482755327853446,0.019743931665845038,0.027162447656833816,0.08948658377990301,0.029733414417211036,0.14237674699203173,0.03811018196202056,0.1521469145794946,0.09615805215378528,0.04527074609472302,0.08983672251987632,0.03707707227828399,0.22547088598330156,0.07386418347654777,0.02013943047324381,0.2065550824081091,0.01782758510928448,0.07328805719882182,0.01890584552918541,0.09959564140839065,0.06513971259434341,0.09794175115063662,0.05244984662933743,0.01810829843788921,0.07712609036529847,0.029266659724422384,0.0641270500489691,0.07712609036529847,0.14237674699203173,0.03607534175732825,0.09691078099082026,0.07804442593179302,0.0478255581859764,0.15016635160507452,0.09882039477186397,0.13932220709702742,0.09972210269462548,0.05244984662933743,0.07243319375155684,0.03707707227828399,0.06237793489558624,0.04253255999279228,0.03510314026582529,0.11523419654314863,0.034695097704020766,0.18860622841813468,0.11209750228768796,0.1261163889317268,0.3298301974580494,0.08539694155757441,0.05143806229585491,0.017013023997116915,0.018037670878664126,0.033762182428978375,0.01768900017716994,0.047637727452525695
