,que,ent,con,est,los,ado,aba,ndo,era,por,las,par,sta,res,and,des,tra,ero,per,ant,com,men,una,ara,ada,end,ido,pre,dos,ida,lla,hab,rec,ier,esp,aci,cia,dad,enc,ten,ció,bre,ran,tan,uer,ell,ste,qui,"os,",sus,uel,nos,tod,man,ron,ont,bía,ora,más,eci,ros,omo,ras,tro,tar,pro,ese,mos,cua,esa,pue,str,cio,cer,ist,ter,ene,aqu,lle,les,tes,tos,nes,ven,ver,cas,car,rad,ban,one,ita,"es,",sin,cho,sto,ici,tab,ser,cha,esc
nh0001,1.0,0.0,0.11877973262614133,0.22413545155860592,0.26892900457026425,0.24262992723234833,0.23189049439307177,0.23594900986283515,0.20890132292982652,0.4751562901102435,0.21051229948627204,0.16124100502641164,0.25509715937711347,0.0910129214543739,0.26643598350203757,0.09434006543119883,0.2183947496037771,0.4751881320048336,0.2314617680881916,0.26993057822279387,0.08615411715111454,0.04202581977941605,0.12037343417667548,0.28575419148664705,0.15610588764489763,0.1599606684121975,0.13844511439128332,0.10899197295148028,0.2612514501328076,0.03138162515965548,0.37086651774231505,0.18941132569816943,0.2529323596125732,0.4144665213419765,0.1610581168608346,0.09204642615600503,0.09115137310105342,0.0,0.07022362456131853,0.16732588629373907,0.09302972411144433,0.30528027377939565,0.08746993327272543,0.3661273062593728,0.3964142666827757,0.11993752646430145,0.2720019146014635,0.301704390504554,0.3625848662285248,0.12610069844188743,0.2052317766722536,0.1441442877597513,0.23682252303544243,0.319648193091509,0.4145002512116651,0.5163490198609564,0.2234528069313331,0.19520463563789914,0.4066772884739179,0.24314313687817735,0.40199475164977533,0.12256805112128083,0.1514709021027299,0.4205663565732237,0.2318972309600367,0.04880941130068467,0.18561232368948155,0.30718347672122576,0.4768415710166772,0.06595661094135014,0.5263007695286044,0.11629944931125864,0.0963497752741791,0.11099988389057741,0.1504809549355774,0.21898131445728797,0.07127875191051039,0.17555588738709152,0.1789588654975732,0.1484012517334737,0.16245092319479987,0.16619777146565506,0.09725945839249414,0.001555682924230778,0.37319749862856216,0.5182873994572035,0.30101788935771234,0.1417398776255292,0.15535001820096545,0.09404921215937867,0.11349268967437809,0.2582092026951593,0.2775008585663313,0.29477130896367737,0.3928160801928857,0.05716238800827533,0.4362378267512844,0.031206171698301644,0.402086961461176,0.15192853212973664
nh0002,1.0,0.4772656652045917,0.3434591982994741,0.4967032389204973,0.23934351652114055,0.32861052304388216,0.22005317878249664,0.30827042736504245,0.6603798889277601,0.4449007547281727,0.23693955823302776,0.47368381686757843,0.4634114285338585,0.5289823353986824,0.34691838969531896,0.3123579915014613,0.3597223978402396,0.5252998975135146,0.6781091959305048,0.42042473803443225,0.722857271855595,0.6416120287517264,0.3844213709845963,0.6201510981010322,0.2991537597627953,0.2952153192673139,0.22713015479178017,0.5913740300367669,0.25642122030471126,0.38560508954023576,0.27559358033926196,0.2114295246680072,0.36313967814738585,0.6331679632459376,0.256228005118458,0.39647025345800835,0.7715893520237126,0.5011991205147237,0.34762725073423384,0.5107258237475989,0.48686262928848234,0.2008996609881664,0.46215078650202257,0.5688939780765425,0.31142783364941146,0.23976529258093424,0.23130420479519662,0.7520359765551394,0.4191503458565946,0.13910831522333494,0.27538038764010675,0.49138875366433094,0.6113942567847492,0.18981665419733101,0.13682839425305862,0.3412459035169934,0.23663096239319906,0.30192435783090665,0.7189366102519128,0.4637763845578476,0.3200309969032066,0.5665036758330424,0.35236535948014697,0.31858176273749245,0.6527535040054437,0.7512636567686433,0.21640684591207887,0.34929024217382176,0.5570420706411192,0.17659227756863158,0.4768899658127194,0.23229800290682318,0.5245601985688269,0.3778181159661709,0.34281744802962666,0.5134465180987747,0.30985903677927756,0.2384827135982504,0.31190490865444154,0.36710962617300424,0.3139946145184963,0.46989216941345086,0.41663945991886364,0.16739861410731732,0.5873706174164477,0.5679225870228113,0.4031085263802329,0.20693462512332342,0.15335916363486485,0.39750638879321315,0.3619335872329893,0.6213869658910891,0.5659170793610311,0.57374136132547,0.6650409695224669,0.7229843716093235,0.40669825235061485,0.686513818639555,0.35167189749741556,0.3713680252774458
nh0003,1.0,0.32430805384704664,0.3549497592580297,0.33784040252946007,0.17827401589502873,0.29715972347610664,0.2303292410714285,0.2726788078230952,0.4264160176624628,0.19313393981673646,0.18790071204687747,0.2727778840158234,0.35558689133821153,0.21768321442965735,0.33915533296108263,0.305487766488556,0.1938059342184976,0.5189043759032238,0.5145836313625255,0.24812504997197854,0.2845708221965065,0.30175540887315305,0.3924341255473108,0.3105430499707725,0.24661229216844832,0.1660032850416473,0.16928046952077966,0.3056502729837929,0.14890492264594096,0.13191087677964325,0.5509525496217511,0.29912536263352185,0.33279003673369645,0.24763660648725505,0.31349388824842506,0.1882757021961834,0.20823453157772076,0.34345622796709757,0.23793870857488686,0.362811697587191,0.19490869158044954,0.055076455132841706,0.2800426545665311,0.19695760140751414,0.14699702046778626,0.528532470115022,0.3365168625668768,0.2767749537148666,0.255262341321007,0.20146413706407418,0.3436076650374635,0.36256052799718697,0.32467417751617117,0.23765797389206922,0.5639731452859351,0.45419953748558867,0.365487258380081,0.3495086340118302,0.34233647117609123,0.358635636560184,0.32746330825555053,0.23251558831163344,0.130496153005219,0.10225001062131683,0.30957211189995903,0.18141082543853437,0.22410568412127224,0.24771055646566253,0.308547061752988,0.16903117600849307,0.48724918705195475,0.08987957077763514,0.10480218716617287,0.26082636898178446,0.4057383095663815,0.3964839653927649,0.22360995514498466,0.3476599594905915,0.1891686636751085,0.17448738282020404,0.18256767850972191,0.15401236352567182,0.10036182176724476,0.2583999563268886,0.3792142045411633,0.48130042130896966,0.49952019058595926,0.17929709797104457,0.11791967891658377,0.44759963223504895,0.3815148743441944,0.22510619236383514,0.12886064561825156,0.1587642724375996,0.655897815335488,0.11329474031569067,0.3757275763547617,0.24438570400999074,0.4382924355711104,0.18966029384260735
nh0004,1.0,0.6379560734202829,0.6585652786223757,0.5664524004330386,0.7086296648738645,0.7071045538847633,0.3783559197875651,0.43259034607706703,0.47767470360740927,0.45626931726753717,0.3830140315635233,0.6012776370760922,0.6176488558781346,0.8500397169526679,0.6095725626121352,0.4827936271365445,0.4788901847023445,1.0,0.6795880723296459,0.478635461222108,0.5933791620343336,0.6985744475258608,0.25026076594523455,0.719461180921673,0.31298486167108797,0.42595981463280674,0.4225211977067298,0.6353282386913468,0.39931968400061507,0.37568956280638155,0.3541862955954246,0.23599582654512877,0.531601062537777,0.6535854776822005,0.7480047105146528,0.4781350351033232,0.766122959597274,0.4753868298813618,0.6671036641223322,0.6413412843330808,0.46714753911781637,0.2953988017294383,0.6414062378487235,0.7330431637213422,0.6738456813749747,0.20890341785107833,0.14112791012316747,0.655839780892519,0.6155775843615059,0.3930332535638071,0.16612093099809422,0.5652873930806989,0.3206882226306511,0.5390123136292512,0.6652680453753836,0.5186006189129437,0.18759077101471905,0.27708387777298693,0.4613314928771972,0.6416090243671886,0.6201043186078172,0.3247691473800205,0.5068087092548685,0.5301473827567903,0.7662988835248377,0.47499105105004313,0.23464832849554576,0.4372905756365517,0.5477965438858065,0.29104333349605493,0.7953295407299006,0.35430997009672516,0.47510348868771635,0.9021043943208155,0.39700330425326513,0.5849213586643878,0.3600906907153182,0.3463977760675341,0.6391038076781523,1.0,0.6417744774552927,0.7353553006684699,0.44234442045206235,0.31891626198955836,0.48351760031696867,0.6987684924898763,0.6634286090563498,0.2887415624672694,0.43152100410897176,0.4191482479877163,0.3917555394077405,1.0,0.4862563330924519,0.2832500893257616,0.4644563352595052,0.6217288448111177,0.6195512644433409,0.5674863546347378,0.6674028994220285,0.35575238387945507
nh0005,1.0,0.2930559542642147,0.34785002811696836,0.4753893464948997,0.2852159201075014,0.3977804354248408,0.2547600344143941,0.21552452400421934,0.3823127007480256,0.4659054574002357,0.26180781770533057,0.36990287129936744,0.35308920680609013,0.724030525469632,0.22074531480212833,0.23928682313611527,0.25169512243637937,0.4248766281266888,0.5119017533692363,0.38596263872352254,0.4592476972862476,0.24382486022277655,0.34457449321499056,0.2202896236221274,0.22650269103002252,0.2351628697616805,0.41993405956110114,0.4895421695439292,0.22881916935864605,0.22519674316029853,0.36580195223574996,0.37772977633630034,0.4765626267600972,0.18344490090385526,0.25751784200508954,0.29504301809936384,0.3128800794809209,0.4180221411342693,0.2465423998399488,0.3390701785499217,0.330307127075627,0.2974910497456655,0.3546260516855444,0.415082022356123,0.3666189117501767,0.33163618509456405,0.21115241911474641,0.21741204154362165,0.4220913660346012,0.3960767723383773,0.2749792893169496,0.6020693551957258,0.4224965450588172,0.4381570374742753,0.2056549044774051,0.5084637815506446,0.2925963798511451,0.49684083404469637,0.5495004299657036,0.5519038942860195,0.3763537319873539,0.3922745343097465,0.15505347357405927,0.28147961351542194,0.3729739716979961,0.4427580182660661,0.4685853018201291,0.4387164373683405,0.23911808904731946,0.3388516647098169,0.7592559916463312,0.17442467837499379,0.26656856914691557,0.5576405215519442,0.3591238614035139,0.1978360383857912,0.3407474186240717,0.3231613632848544,0.2613081383505387,0.41851307307919106,0.3622567834037555,0.46783151158843966,0.22421192812774016,0.3318491523168376,0.4142292610758247,0.35005291016239826,0.4041701826963317,0.4008136032052525,0.17730859978059468,0.15377504507621464,0.3259606664109422,0.45768550772499533,0.14523577268801127,0.5304641715813698,0.8674660091562288,0.4050973433830981,0.2703500205874203,0.2962932597480489,0.38725745320986205,0.28309605113684777
nh0006,1.0,0.2691647422113997,0.2663242014056887,0.41735425606056736,0.1260672211861136,0.34767853993391445,0.22603803834515449,0.11129648683979293,0.5023383639575102,0.19944604689831413,0.1569829794707465,0.2874799995869816,0.3293627138383213,0.2638110893717842,0.17218482762749654,0.31026942884321673,0.149887319321545,0.48982952828956666,0.5905749168105512,0.35944373269526575,0.42282341628645487,0.276587770711873,0.40513275191058623,0.2597637837283086,0.19510316302726824,0.1315573727115126,0.21812992837283707,0.3631754505517279,0.12030401638903526,0.16665393638696152,0.30323172407751847,0.28320754060534986,0.40254584255015324,0.15056991621877863,0.29861860568945375,0.2625995574664237,0.3668517075614803,0.2785757736075806,0.24770264716607884,0.4792157385102555,0.2426992010489136,0.1416947232807423,0.18329474855568653,0.33285162737190543,0.35380080879188625,0.3282786768627599,0.8826421962621833,0.09291171732815012,0.11902680761191034,0.23616259262041306,0.17477325576223868,0.23367600802036845,0.3137887969819845,0.3746965443146353,0.2658222757424916,0.26671508526751553,0.24889321644979193,0.48645836597074366,0.41806324604175155,0.3090117692969575,0.18818738810081376,0.296791994703755,0.15366169742372446,0.17778564408479908,0.23344664390993913,0.15627173766093896,0.4096936694057865,0.3542424031090846,0.31560336646160214,0.27120627038500084,0.3633802289868789,0.0627973925949408,0.2040701273939968,0.39665723203090203,0.3095562777509839,0.24764818258030052,0.5896159512388182,0.24789206804305114,0.4747016223739664,0.12826615617471177,0.23043697665353213,0.17157487126923976,0.19107683662123898,0.25312861104385065,0.26614692934608747,0.1736658721383783,0.43875906101179524,0.22305445834400284,0.09040244230651388,0.23033791382407529,0.19124590128217694,0.235956937642478,0.190434027494023,0.23562120442500561,0.6130383554917681,0.37334579373521437,0.37346366743130405,0.480750242581187,0.12843545915550617,0.14654841026236484
nh0007,1.0,0.1703670268797895,0.19300217402059264,0.2611428482516932,0.23382664279442025,0.4086904675156621,0.21522072500996495,0.21393701131220008,0.36449004798705886,0.2714450054866319,0.20579840848286124,0.25632582405359605,0.23011715411482422,0.2927960446782939,0.37356759464247435,0.20745191824195658,0.07648910640511064,0.5801731253056993,0.4721051175855996,0.2431327028985576,0.40648537913778593,0.25875696391853814,0.22688315413228022,0.2341586334436136,0.25913296720087364,0.30066298807546227,0.4505962579546154,0.40545633103069845,0.4696379585532402,0.24972757067176918,0.4056427605176197,0.3988810778778085,0.2484043830781408,0.36816124280498475,0.3046336863842687,0.1789534938445479,0.20212778522710215,0.3142332114077696,0.08782013233230462,0.3461815319925019,0.12464729925863668,0.23729006354481358,0.22860774132947237,0.27228008393321257,0.30489512347811387,0.43114745338662175,0.5057341140779366,0.3227884024270698,0.3593301846698177,0.21603037801059,0.40048995368617013,0.4489285192501817,0.37114579688986893,0.19990654055536022,0.2097563235374304,0.29195675562972423,0.36628782489057266,0.33364286027681567,0.34996090478503394,0.3405058318168892,0.30425680815047823,0.23267547909740222,0.1310674676785302,0.1914159403032578,0.2584651993303807,0.07316116442878573,0.21060763970072838,0.3717340346487605,0.1586722472129287,0.1970060316415135,0.3363744239690824,0.07332924974844457,0.1290999396502444,0.3092202395548164,0.19904876435051413,0.23850806176020378,0.2372749472441433,0.456884991112142,0.1941906187182693,0.17686345243951446,0.24321411915298005,0.30984745976181693,0.16465467477659732,0.2324333829347687,0.32567062114888223,0.19434597225120498,0.24148100009533532,0.21796925609073892,0.30244988347440693,0.1601246036860527,0.12536666759815526,0.3802875014115838,0.19810265177376402,0.19709910317364027,0.4665046419368641,0.08229409708606011,0.32535500969081227,0.18424533268083707,0.2864682479363968,0.13303046171397645
nh0008,1.0,0.46535889905258154,0.19877073129143608,0.25330381879221814,0.4061740707963484,0.3437667609396978,0.43087852159321727,0.4047143552624597,0.49862409557815485,0.4093294577044,0.534682264591988,0.49954586904578546,0.34126584807415505,0.5305466172458011,0.37302394412051976,0.4180922147254753,0.40443013128798055,0.5467498693305146,0.48445373800413455,0.3682866538648763,0.7190392814292597,0.4396612707004543,0.552569838101525,0.4645862952962891,0.464194956710189,0.40017173450253074,0.2516100854813094,0.4653285649246562,0.36206549453562714,0.3911066756773829,0.5692385583092959,0.3357981046810425,0.3915221709498674,0.434446371155707,0.4060740850997653,0.26173502998605597,0.3494525131036613,0.25235933128909716,0.41580118647593944,0.3535967902043621,0.23744932627130277,0.48748419710863683,0.3325330858053008,0.35770929255741574,0.40640465637442663,0.6308698627187066,0.09763138893823692,0.5734146427681774,0.405859399945393,0.4897770190234192,0.6224104722408317,0.3054934266084235,0.4719679361626587,0.3643486694528021,0.5028617896588412,0.32067837603524507,0.36797763604810263,0.44066270471730035,0.39452621161335416,0.33594565598678655,0.5367857611247066,0.6103819989534275,0.5651164859757265,0.26380524150363505,0.39322038680190163,0.27265717547222645,0.6597496691681883,0.17904319567343124,0.4731002027393385,0.6180732989866551,0.3630157895747454,0.17130368549148334,0.48366973638174227,0.7462193261786405,0.278144394329116,0.3576479861557852,0.3008535663485355,0.5374700417192729,0.5313951891985909,0.3074987712828642,0.38530885599351883,0.47425930478954326,0.5704813311619463,0.2943755382948407,0.36557266663606425,0.7293218642881742,0.8641070254870085,0.375832711813041,0.36459295140683334,0.3963742122075455,0.3879649352824336,0.5638106379520124,0.262811122933747,0.45895016241027115,0.2906122033268729,0.6265606214465902,0.541426118654818,0.39284745632684154,0.38811813233879366,0.3488051621097501
nh0009,1.0,0.170574012386277,0.0,0.11051043737526584,0.14727148895277747,0.3209678793122158,0.21157156195450663,0.19844733500663359,0.6105734664118538,0.24168710508016378,0.0575501002688015,0.1936347679682848,0.20351254936406543,0.07675423930462699,0.24595610838842769,0.014114925809338208,0.030113521869751136,0.358050811652426,0.3757009719846699,0.061954446490289805,0.12877797447433598,0.3990875846235559,0.16873722253733509,0.41063571670760446,0.0972590105653024,0.20627008949060954,0.23421339587477769,0.2463345688184648,0.21442539672057184,0.1855824216386287,0.3123823325882343,0.43036932335970984,0.0696080208192848,0.3594097623470586,0.13974389985013164,0.10438234237658325,0.24835044865035144,0.3303297384656525,0.058993035984100994,0.49580853789594215,0.12868074582698444,0.034096480556120135,0.16849284113086638,0.002310505167161747,0.37765745494638314,0.3864470977485792,0.1477673406816794,0.2078419271560833,0.10274798991812326,0.0979160657459047,0.3920877610687916,0.05170962551800945,0.48504239851295966,0.34863922500662964,0.3671388461892371,0.27868946747776024,0.5165212507633508,0.03208230903937914,0.43054972682265935,0.037409856594618596,0.16531118815199314,0.09987490758848377,0.09191594829003491,0.1359442660055027,0.25467561835176367,0.14998580681209364,0.051047800950912325,0.10440427886742026,0.22047936991833217,0.02629061115271658,0.24754453453871253,0.083208830054188,0.10546159903378349,0.2493570122249507,0.13212112270614396,0.12387153572036841,0.3296159040975743,0.516361395414845,0.18673819109351963,0.14060758000276072,0.016355418330874782,0.13895937447221124,0.028253822787259963,0.1658953701372997,0.1405325009285769,0.03613754407657527,0.3529941131853078,0.041700951636375216,0.14981612566193994,0.43334818162485134,0.02823338585439883,0.07517028720969982,0.3259986477425266,0.12581323213360893,0.27007977739817735,0.3064587526545862,0.31297357021533373,0.33912946422221935,0.23137655351773964,0.019616533729648555
nh0010,1.0,0.36541437666831406,0.5889701461604762,0.5980890460055195,0.26992271958943825,0.4715982503042616,0.41962904393225764,0.2861953846235433,0.3441917880396973,0.40681964944709476,0.2630209044607143,0.25074691681637884,0.36614260788924635,0.2751577618900304,0.3360190078725802,0.34888202626828885,0.4867298379572079,0.42104255230640725,0.2088778738153379,0.3535910963954402,0.2961541693509985,0.41625312995147135,0.27199229096403954,0.15882914410111143,0.3381923080387363,0.28670538413818275,0.34562704292212626,0.30102401705533716,0.5730620528548998,0.14600259041488123,0.519906346175276,0.31008189625970733,0.25734769448146055,0.33661297564903697,0.3522809237241856,0.20732650065086627,0.2483293297035089,0.1755737230740479,0.24949449002454527,0.5147462377505005,0.18280554709867367,0.3339431125466221,0.2970236243676274,0.6348847691844379,0.2481524986165985,0.44615652531264555,0.3914198122491611,0.2118023013591756,0.2636684402331481,0.18480980013086507,0.5833971404752847,0.8943442754440916,0.4282317922768102,0.23315471569543825,0.3639450474037346,0.4471891148226998,0.2951593211933977,0.21356540974006616,0.5399637582171348,0.27792732928762615,0.42640073710304827,0.205825613191583,0.4474658186094743,0.5858286977940826,0.3303518787663758,0.31081630812703004,0.1672243593979348,0.6043051872577683,0.5479745005269658,0.2748801419245176,0.29531846257710875,0.27675392653617314,0.22636289082269084,0.29519137354585,0.34024205961602316,0.363731002362572,0.15779501574285607,0.523642563818996,0.48800389000090544,0.3268352992600799,0.5460215642527844,0.5188521591068743,0.26095910090111,0.16437080906171964,0.2811714221454296,0.45154320302640116,0.5746650255787271,0.35131787866778796,0.36117067314719625,0.24606386201709116,0.19517231149280825,0.31133506543917194,0.12802830291479297,0.523749899252604,0.7065171383961322,0.4090376216166705,0.4538781400987865,0.1495920803870392,0.2941648106904232,0.39132240319928135
