,o de,a de,s de,e la,de l,e el,de e,a el,ente,ando,e de,o qu,a la,para,ment,os d,a co,n la,a qu,esta,s qu,ento,e ha,e lo,de s,la c,e su,ción,el c,n el,a en,en l,ante,ient,ue e,en e,o en,e es,como,o se,e se,e co,n de,ue s,abía,as d,a ca,e en,o co,ue l,habí,e qu,el p,do e,s co,cont,r la,enci,entr,a su,e un,ncia,es d,endo,la m,iend,pero,r se,a es,ella,aban,amen,os p,os a,aque,la p,o la,taba,todo,os c,ar l,ntes,quel,o es,do d,do l,o el,n su,de a,el m,do a,r de,a se,do s,ació,s en,idad,e no,a un,ombr
nh0001,0.9999999999999999,0.7237508463100879,0.6033014699975902,0.5267751163485762,0.662328289267929,0.7979176153772634,0.5872371573217263,0.7098152059965999,0.18069445555524638,0.45378277847947246,0.741868384071414,0.4982825100089039,0.5401131736670061,0.3976936333243384,0.1281722626563772,0.439261328691617,0.263603447041023,0.5508601429351905,0.49576149163711425,0.3279308766534183,0.49092622819329645,0.0463122119425019,0.5439535751770352,0.6796671722881921,0.3967402507628319,0.4168131886945097,0.3228742134987474,0.2166628181745942,0.4468542787762797,0.4289390877265201,0.23413869248562844,0.5375618897718651,0.5008493656189661,0.1357448934784914,0.7256096188095539,0.3166509322620088,0.4936088940286197,0.28669499944407556,0.18525965837552325,0.5619947087101169,0.3702544555447624,0.34749528211288994,0.37636595735163203,0.44715518130966986,0.31933685115486404,0.4334873923175617,0.3293720181344896,0.44959718088407513,0.445442713214501,0.5204140939631681,0.3058675520320976,0.5096076799515605,0.7648825983403775,0.5494994504399057,0.2771442377992863,0.41584030014331863,0.33290942331451756,0.13330529678567066,0.29651036752894927,0.2683931494756552,0.37488369972251334,0.0853809898694674,0.296835637327253,0.34515333014974864,0.29760013038340866,0.3327329754393062,0.21559620679772276,0.33800557943119386,0.3811076532844134,0.1262499748715214,0.20671085879643464,0.13121942463735892,0.38200949068977674,0.35443215106886444,0.15296853051655643,0.3346803563605445,0.32862346254684943,0.47159578051397266,0.3355389790243271,0.4280114271777795,0.3012848626031101,0.3246060483160058,0.14640788590081594,0.4106605696279182,0.5234591586446444,0.2804949573374228,0.4262666603855389,0.21415071629888663,0.2594546633303981,0.49702102721621205,0.4674557498937058,0.4582132782355267,0.09661447276655497,0.39526159398800614,0.1896038930779229,0.4251312156254623,0.22270857648077658,0.5500828994364305,0.3156494875799168,0.708816402570873
nh0002,0.9999999999999999,0.860771746239372,0.6586558180266264,0.46675269121312296,0.5621304525369092,0.09774490339789005,0.04839203733901365,0.4225098723073963,0.7939985401208909,0.5063203493662061,0.7791678575415278,0.48522194244085975,0.4450714524808993,0.6289973290561365,0.8244096378217299,0.42490919687807616,0.3605595471226588,0.654212865542958,0.3897927073199782,0.4524741856396533,0.4316755052887011,0.41103281881424364,0.4673604655372618,0.4283035799387926,0.20894198866038236,0.34390651689351354,0.09065979939789304,0.7519012989908004,0.19864353277833108,0.4035668722433305,0.490665477323687,0.6504400561335595,0.46012636815046215,0.39629025214333324,0.473724930578729,0.3113858797122277,0.5740592018363918,0.3138097389358907,0.6859776311833938,0.39096411646374624,0.3331261740605478,0.6678491747324065,0.5811187245935736,0.3285479637429339,0.3054764430017258,0.2987235039693007,0.3029149301593784,0.4564584267931569,0.4796875773275221,0.2463293071163097,0.3013681623042,0.6484738790214775,0.5154534412843133,0.4556852484209686,0.5925913923554404,0.3146942491559715,0.5100704240322391,0.5615433870668509,0.34219796591354257,0.13444725588314685,0.3452036426963807,1.0,0.6256403143415928,0.3885750801363748,0.19963794940645138,0.38744484718441674,0.7163714852411069,0.3636135170642081,0.3845242201526661,0.19478940621714352,0.18879197992837488,0.8287201954290196,0.5989020741619642,0.472830870298893,0.2778564999498167,0.38142862963076657,0.2722718589218647,0.47204024890690466,0.5564003281138441,0.36251792033504904,0.40669904673774326,0.4199826728824262,0.27211486562704346,0.4724167645667996,0.391534133621354,0.20681865896833515,0.1984147989571613,0.20203866537544038,0.4101315138268753,0.3879954099691635,0.3510478900022641,0.3647592082677887,0.20208322210604918,0.23110710333159637,0.516697424881816,0.4637148301570265,0.6264101589034606,0.5922948566482165,0.5320696080247622,0.34769532541306747
nh0003,0.9465736950157314,0.9999999999999999,0.7659824708384352,0.6379406021991573,0.516396132095501,0.5659986739374585,0.5171558379607544,0.5563422574243275,0.740958918001264,0.6773545790065727,0.8661510046941424,0.504347771816098,0.7750843529887433,0.6364036031574622,0.6782884624682288,0.21171126008318508,0.9263078425768059,0.7092020910765765,0.7452237428610917,0.6455812365679732,0.6929434303731145,0.5243109542114921,0.8908626457978753,0.4297246664092295,0.33450129296719766,0.9027950318727089,0.31630564483073154,0.404559359246971,0.6743142303841397,0.3323442751536357,0.6015281331768065,0.5639492011470709,0.5707241572240553,0.4133201326546727,0.8068884830122699,0.35194541446863314,0.853612512460272,0.5414195774994542,0.419206350843091,0.5402388052228653,0.5914711463359265,0.8684754170399118,0.4026273368822179,0.5346068511928678,0.6013798081374411,0.5698713526458415,0.6643328234002173,0.6533280384245754,0.9624378694161535,0.35692532595191434,0.6072560964425411,0.5447590036325819,0.4503238122656532,0.8816481492140246,0.6975882154137861,0.5106204551682448,0.6386963239874819,0.40676103369758254,0.3382621061392573,0.26567626174449727,0.4097264955026905,0.363874126135564,0.5244720290574745,0.37271167358209606,0.45249518614725837,0.3488713873528198,0.723259613701348,0.3818114448985982,0.5957874684022268,0.640147503208418,0.19216587965849335,0.5617150045968563,0.6033345625413826,0.5490538665490666,0.4934442748589092,0.2827179243977314,0.36946565539224996,0.6121280572095555,0.43778009249564975,0.45259716950947054,0.3410691032527027,0.39701763272343643,0.47670697487714475,0.5040713414162251,0.740096406837391,0.18792768929411496,0.3445856812343462,0.3138182020012894,0.5178116024241924,0.38838470487216714,0.4772717110710989,0.5624306410313559,0.5194283846521384,0.27954071672016156,0.33093227377724277,0.34612271683743884,0.49818019990998097,0.5198375261861817,0.8090826159410617,0.3071990867540678
nh0004,0.9999999999999999,0.6002062643239114,0.9539223239372792,0.15132244544009243,0.5654605173864655,0.6053533027575313,0.6149683117627518,0.5781820906430376,0.577700878223208,0.5326804649399213,0.4964606994537672,0.2964061717266376,0.3469987762920381,0.5081727201620505,0.63707366157375,0.5941134135992473,0.3724405835395537,0.3798570633842699,0.15270746347810876,0.3542102238247074,0.3460690298353779,0.2799150330067484,0.34521740151237096,0.8703391474551867,0.19274273984469215,0.25082519645039153,0.15281862326731221,0.4682070918279023,0.24424099687156076,0.3241086176140242,0.4958834591846444,0.3026879270571585,0.30345157367753506,0.3593779364781056,0.33555106165450593,0.29849398033163116,0.37867088804228366,0.23352182028122906,0.23113770075181053,0.5061471043111287,0.1422439195738593,0.3493247685524088,0.5868509595275011,0.2210762962817745,0.19529674660227642,0.3680700357491063,0.2124128449376412,0.420586163481634,0.5937431866153491,0.2787905448523226,0.17703032011007402,0.40545047885983765,0.4895506310320784,0.47466836377590105,0.5146224886201809,0.2897552975581032,0.26615440527490786,0.7627359683128266,0.6291274122118862,0.2862287272051116,0.23217096273277787,0.7230466008891266,0.6355334637904366,0.32031361196396985,0.09681589073940072,0.3277015456825444,0.4332424540951671,0.4153196505416794,0.2633725146730641,0.06789618121256635,0.40999610661571206,0.6796648419814231,0.4965083017722167,0.6789656906867156,0.16834406360408938,0.11786902895166504,0.2580431501712037,0.5185993368243491,0.2386359100246513,0.7312017713995556,0.4871898971580642,0.3675801254455344,0.14143806977510048,0.1984758798810652,0.44564951920490387,0.29183812462514647,0.26003035851889383,0.17071792064606706,0.22220732162965007,0.2120994453090707,0.3177898928679948,0.4018859663658865,0.17325036395270393,0.3800707338294174,0.3274213586551876,0.6459617039241989,0.375446178927908,0.25500606529421077,0.12382640125726113,0.29913889691728457
nh0005,0.9999999999999999,0.9428356605800212,0.962979482604817,0.4779516358463726,0.621464829586657,0.5043079228319911,0.805254182960446,0.7261551174768616,0.5651988725027641,0.36198687427615484,0.5745716054816593,0.5009569875121566,0.6191605059513899,0.5268480398063006,0.42772046196845953,0.639259357996155,0.23989260284508182,0.39839934888768314,0.23032873221875508,0.5311512418088378,0.528514438821555,0.3553148832455381,0.7388122800160568,0.5813493402029832,0.3354245391977949,0.25804105606418637,0.24988096008879437,0.5547630506916653,0.7737298140786868,0.3840690456954816,0.41694928611524745,0.5032044470044427,0.5159119490500591,0.36545557183694066,0.5065515411605235,0.47260397818232336,0.6073617799946489,0.5698328198115736,0.5460558698478576,0.2707365803952547,0.3816894290099991,0.7251783324568307,0.4365877624115346,0.41114623328950667,0.4511422403922285,0.6153937814148631,0.31991916351814437,0.46327438879910865,0.7105629436663252,0.3679180856827988,0.470934040670032,0.47566215999409084,0.782350151527593,0.6713033734289725,0.7217799313622455,0.29662351827604894,0.5131610912343877,0.3790788531141608,0.23776690963368152,0.32138099254616287,0.47395967202337924,0.4698689023134037,0.45708209581510517,0.39046552931759054,0.26736717113649533,0.40096033988362917,0.5573640072638855,0.3938051611330996,0.5691395729835649,0.25569351551988256,0.24328930742127355,0.44585191580810274,0.8011266961209056,0.5955099154230291,0.32689702322477704,0.31382639668673495,0.3370067141424323,0.39898241265371215,0.4493592911128894,0.5170145398291076,0.4373887818924156,0.5306398439857914,0.3300904686185216,0.31805140585914093,0.7858563753077501,0.20890078704459392,0.3668632327202148,0.632287221650375,0.5472502581925223,0.2422751479440851,0.8060404556381577,0.5888393682173466,0.39975549159444784,0.21644263200936062,0.5512459278183208,0.38898483643710413,0.5140304240080188,0.46222935020785383,0.5575627787042352,0.3127569095850892
nh0006,0.7881740973236792,0.9999999999999999,0.7804115918575931,0.27726470188781754,0.37861898324107857,0.43383733614692677,0.5909443686153055,0.41895361936846415,0.6426321977517142,0.2617365556388297,0.7091395566536645,0.469300403650917,0.4537589278066403,0.5855579894014908,0.5660240640022406,0.4247249457394544,0.43783124143833974,0.31333977761346554,0.5976366993552626,0.6234951234742245,0.5238921828568718,0.3916569639612481,0.6816481051348032,0.28535252349025675,0.4777385560314543,0.24975349424086077,0.5211009271023295,0.4837049591094829,0.7923689656868116,0.4539782401336522,0.55081127371758,0.3418304996236131,0.6444914973995699,0.4414428371891406,0.6187141317963732,0.49320541770695636,0.6107637976556712,0.6162151931908677,0.45375978223680047,0.33331266475335775,0.4917706012570689,0.6918805942964037,0.7419344113289376,0.5084383414553489,0.42080521367674917,0.47914712374024826,0.28616370668031316,0.5763128278197598,0.7222775792941007,0.4179922786262034,0.427569461284507,0.6117319299418017,0.3128132783933981,0.5993242956439804,0.24943879141244304,0.3254185402732811,0.28736579235803944,0.326687723178932,0.1830378629628189,0.471955146900461,0.4545401433383548,0.3656158982078903,0.7172092563053931,0.2352982533867054,0.17457581883258114,0.2721748301604654,0.7158196083410577,0.521609714837727,0.6410276265285293,0.30149009813401234,0.1387996186771963,0.5406927299955662,0.19521677935998943,0.28621778827457145,0.2764151938426974,0.4310537258385856,0.28193496029707754,0.5468551516503841,0.32792800721255166,0.21873859729928835,0.3599442495081728,0.40363041497740126,0.2793967107583199,0.5293248329817245,0.4372496994437498,0.07912136861593283,0.317385989527424,0.4847133302395563,0.39743335734340685,0.17419740334084596,0.5200101400562326,0.48793558135478504,0.28676769852172485,0.36375118702609377,0.4021161354077465,0.4620762090388454,0.3508375028734921,0.5922136305196453,0.5891003093391741,0.24157097854885426
nh0007,0.9814138648004462,0.9296031746031745,1.0,0.6457528957528956,0.5723954556441866,0.2789310662976143,0.3604574367302747,0.5704717630079023,0.6617537981108275,0.5845331884451689,0.6647366636743497,0.5275389500644371,0.49579694030232585,0.6359411107322802,0.6208007866108756,0.729412495385094,0.4774270395718119,0.5651055225797494,0.6448042732055939,0.6106945665540147,0.7024266698470778,0.37291759484935044,0.7688418933322853,0.4683346416139215,0.46893751759919583,0.45461532549381284,0.4935275229907799,0.3965598830629782,0.3289379169613634,0.43766878821914373,0.5062891598859984,0.6431452291721307,0.5348599127064222,0.4291305340027385,0.6933346792345711,0.431375833693366,0.9074061466150246,0.6003263099368022,0.4648182333852465,0.5310792206208766,0.5028054762556179,0.641509022703205,0.5033729253184782,0.6472464948391845,0.6652663034331824,0.5458157063930545,0.535027514994126,0.38511067789221326,0.8083031260883722,0.6077518202340076,0.66729285915583,0.7202908466856736,0.2833556312250535,0.8114805566507499,0.43573658479118815,0.3191881997325857,0.6431026610728716,0.25454103561195257,0.22330044182800754,0.3090926904196965,0.2776683090611002,0.3459727861588622,0.7034083110219536,0.45766928576458055,0.11848446749436847,0.660795506240907,0.8289564520964419,0.5713202742523605,0.7666983184411572,0.5573018556734035,0.2645323233418793,0.7345569554967145,0.8953384245424454,0.6420377399741918,0.582664032115699,0.3199911139391608,0.4566401692793979,0.5972566491445503,0.5062654097732657,0.48103043066874207,0.46486019355812735,0.45549367740038227,0.5647600572581817,0.5012981871991289,0.791109156324955,0.33437735505634736,0.3388120321636183,0.5328415336609321,0.902664055324619,0.1458982550739339,0.8230112465745927,0.3851307086527839,0.5034919545270005,0.535909627997911,0.3256335272314634,0.6581767353150577,0.5936811085931656,0.6120366021739064,0.4478756881090457,0.6754346003863114
nh0008,0.742592020031987,0.9999999999999999,0.8999959500232875,0.7203267783912944,0.7256336080636065,0.3557655922482004,0.37660550338559046,0.25400730117604164,0.25882872041208005,0.36599159298110306,0.37533591237845665,0.2294625930038032,0.4196514054554514,0.38201998149838634,0.3629869858021382,0.5215992287272553,0.21213415493266768,0.3593903786787058,0.240031942820131,0.2288534992132761,0.32497641678395156,0.15588373183309887,0.2830128296934127,0.4605663717078901,0.48462523677288544,0.543557987465252,0.4220581993453474,0.240938926084256,0.23383002227484848,0.33140147260701347,0.365168242046703,0.369251622235372,0.26792679603062874,0.26176440276203244,0.26419880339685464,0.2510424375706992,0.21066522985139896,0.18840173661921583,0.45787954477961235,0.27306876149784526,0.20879983351153955,0.23236100918245295,0.3119465716246017,0.18733919875765534,0.2932177516101296,0.5928601754490188,0.6219904540223353,0.2703999619130931,0.1769937096005601,0.2803307776720207,0.2849520297452477,0.2764186507205981,0.17617672468253645,0.3255341796754979,0.2673767143951663,0.1498645612875879,0.23297547235509358,0.33339206488584905,0.4437818554598606,0.33145194983327697,0.41050796128086836,0.22661109430079254,0.4719688275290779,0.3166158730483213,0.28609709504071335,0.3317462594988224,0.23498924856673706,0.2627153417007415,0.1730484502583295,0.32809780471398503,0.3144326765365239,0.4056256247287846,0.4181860612003193,0.2788119524043692,0.45004395360103255,0.36358774959527423,0.3124735862456813,0.460253103363024,0.2949092479803901,0.3324363734464428,0.2808189665700501,0.2863243809285899,0.4457653188142261,0.24079696093892228,0.2902552760162675,0.25940464802257807,0.16720970909949676,0.24437603977115727,0.20311902514827024,0.19553776623607955,0.36919972597807077,0.46242109100677314,0.22052142182535184,0.44911873214986525,0.2134089904941622,0.33420643484112855,0.2992679384183581,0.2150988175716655,0.335162227546851,0.2447305401189031
nh0009,0.9999999999999999,0.7633703288870786,0.37005750389600983,0.2520159503766062,0.19922139288182328,0.5020456926311944,0.40526347317345884,0.6855504326518986,0.6209233612179137,0.5748230738532693,0.6413760088966995,0.7781319338459237,0.45368774227095643,0.8640154286793265,0.8843135816514232,0.3172695829229206,0.2819957359661451,0.3100128189627128,0.8307554463660894,0.6646244761966187,0.7016749446332502,0.6982986375213738,0.9451524210195191,0.5580757848251158,0.4187232774978636,0.220261237366288,0.34271121102701135,0.4905969411464849,0.7477644616169885,0.4800343276815231,0.48306542099035604,0.2223380888517602,0.363604354658755,0.4654708418063529,0.664652582670657,0.2508505588569713,0.580176970606093,0.3205111191398361,0.317577960098243,0.8171453412595509,0.5860014941460877,0.40273657908301946,0.652596507934537,0.6609582773956018,0.9574196617918697,0.21717070759973692,0.3925727959523892,0.43869370748334446,0.5002503014227269,0.6488838894176033,0.9285596052772168,0.7299523104451797,0.23980840712911874,0.730992578478679,0.3045282891015479,0.17016419457311546,0.5931481067030623,0.3651234971316072,0.3874345315103169,0.43393900443100003,0.3916411184361156,0.4148108932126793,0.35334156768310715,0.6189921142635688,0.3740008118179362,0.560996515350099,0.5397616607864899,0.8000585967875744,0.27997228809185065,0.3892209994731638,0.3041126214338597,0.8700639703929706,0.5356879725461198,0.308377002805667,0.8187878324499647,0.312503140584797,0.30329471056931834,0.6421168128701153,0.7208003186037747,0.41020579144080366,0.803825203625491,0.17621866119013346,0.7467909710532019,0.33259858796017294,0.767949531966337,0.43690476720699867,0.3583006357214168,0.2088184116145763,0.7283948807634235,0.5559577140879337,0.9039097852651681,0.8061617925269327,0.37931061841931335,0.6680684413134009,0.3379516015871962,0.08948651857611056,0.559680589658956,0.8602370559095609,0.44087205567638643,0.3200660977605038
nh0010,0.7200414781657177,0.4243702501921269,1.0,0.3169997253679262,0.3970890312244942,0.42360666478059533,0.46568742068810864,0.42021233398952373,0.558747976541637,0.4382870763470449,0.5592925893444043,0.3813763999992059,0.21011606885385725,0.23549221617926885,0.4912710269895529,0.750843531024832,0.3036865687322769,0.3060883170661888,0.3476975859569153,0.4065058105372083,0.46540185266129275,0.14614826893906618,0.46129569595245223,0.33113312703229214,0.2728259487001017,0.4027010939247093,0.2073184554568329,0.2867209759251174,0.8632946628354946,0.22594931771436258,0.20158174879381874,0.09752659680187836,0.4020021826004256,0.3800841785241641,0.30781134819162226,0.16170531325639004,0.30799286241693324,0.28843472544844917,0.19340477191404984,0.5562776594317866,0.3055747225577886,0.5687548811885759,0.34425265211063566,0.2551809993604316,0.33536677667198134,0.6102159748755833,0.4464973002423845,0.30790787904453487,0.562608599187838,0.30371870208324087,0.34022025422635394,0.4588074275645458,0.33905164430163415,0.4806464547373656,0.5114277919203016,0.4040322185531047,0.22336398415202716,0.312873687437594,0.3760276031973659,0.18511869672513345,0.18139255800268114,0.2740444586197549,0.5011269326196905,0.32700457841949643,0.13032033096382625,0.3043635576608933,0.24141799703462147,0.3185680530247255,0.307704877504067,0.2792608447996092,0.3812027799692038,0.5731702172823941,0.5593008994508726,0.5919656799413793,0.510952256072867,0.1543433558007558,0.17772188370753056,0.5210263607803574,0.4560959786750941,0.5201142170146266,0.2516550273931184,0.6246421735912575,0.5132789065874848,0.2738620017757896,0.6322478526025922,0.21096651637646677,0.29921880450502597,0.2001244289937442,0.6163288298888225,0.2893991379785826,0.44255309662723336,0.4198330206527244,0.2648227754665071,0.43669534409922617,0.22409938185305983,0.42729358728993716,0.3034172218160647,0.5364039392524613,0.31748543989969064,0.5028285641135354
