,mente,había,ament,aquel,mient,ombre,señor,usted,cuand,quell,estab,staba,sobre,porqu,orque,entre,hombr,contr,cione,parec,mento,antes,quier,esper,entra,todos,conte,algun,despu,tenía,conoc,hacer,"ente,",mismo,spera,inter,prend,nuest,acion,noche,tiene,resen,mujer,prese,empre,compa,prime,estro,ciend,joven,tiemp,rimer,tante,quien,padre,llega,donde,estra,mucho,enton,momen,tanto,tonce,puest,coraz,pensa,ancia,labra,siemp,iempr,desde,esent,habla,alabr,"ción,",preci,palab,lleva,traba,compr,decir,otros,senta,conve,graci,pregu,uerta,cabal,parte,tambi,amigo,cuent,rente,encon,taban,lante,puert,neces,hubie,aball
nh0001,0.18522095838995237,0.31487562926291907,0.1240980421212681,0.11298478461787095,0.09631489836277524,0.2963535334239238,0.06482733543648334,0.19959684248265297,0.14076792837636382,0.06667954502038285,0.1463245571280624,0.15558560504756,0.10557594628227286,0.23152619798744048,0.22967398840354095,0.11668920378567,0.24263945549083762,0.16114223379925857,0.07038396418818191,0.11483699420177047,0.05741849710088524,0.12039362295346905,0.13521129962466524,0.07779280252378,0.08149722169157905,0.10372373669837333,0.10001931753057429,0.04815744918138762,0.042600820429689046,0.09261047919497618,0.07408838335598095,0.06297512585258382,0.07779280252378,0.09816710794667476,0.050009658765287145,0.07038396418818191,0.035191982094090954,0.08705385044327763,0.03333977251019143,0.07964501210767952,0.06482733543648334,0.04630523959748809,0.06879893527253855,0.04630523959748809,0.04815744918138762,0.07964501210767952,0.10742815586617238,0.09669039551816229,0.04445303001358857,0.01680012040387148,0.06853175460428237,0.10372373669837333,0.10187152711447381,0.07964501210767952,0.07653388183985897,0.051861868349186664,0.07408838335598095,0.02963535334239238,0.10001931753057429,0.050009658765287145,0.040748610845789526,0.05371407793308619,0.04815744918138762,0.10187152711447381,0.03704419167799047,0.03704419167799047,0.042600820429689046,0.042600820429689046,0.04630523959748809,0.04630523959748809,0.08520164085937809,0.042600820429689046,0.07594059293988048,0.040748610845789526,0.06112291626868428,0.06482733543648334,0.040748610845789526,0.04815744918138762,0.04815744918138762,0.02407872459069381,0.07779280252378,0.06297512585258382,0.04815744918138762,0.035191982094090954,0.06112291626868428,0.046485767076039554,0.04815744918138762,0.13573843986203551,0.051861868349186664,0.07038396418818191,0.09631489836277524,0.042600820429689046,0.051861868349186664,0.04445303001358857,0.05741849710088524,0.08705385044327763,0.04815744918138762,0.03333977251019143,0.05741849710088524,0.13066760314122264
nh0002,0.4041437568622328,0.24129759600892137,0.3037021467008838,0.15036525071491896,0.14917659260650065,0.13550702435968984,0.03268809798150413,0.134223597212105,0.1408559858475723,0.09984728110713988,0.11232819124553235,0.11886581084183317,0.08261173853507406,0.15630854125701063,0.15571421220280146,0.10222459732397654,0.11589416557078736,0.09390399056504821,0.16462914801593895,0.1028189263781857,0.10757355881185902,0.09687563583609404,0.13550702435968984,0.07547978988456407,0.07785710610140073,0.09628130678188487,0.06121589258354409,0.10876221692027736,0.08617771286032906,0.08855502907716573,0.04338602095726911,0.11648849462499652,0.13134672098022568,0.09628130678188487,0.06062156352933492,0.09568697772767572,0.08261173853507406,0.1046019135408132,0.1081678878660682,0.04576333717410577,0.06121589258354409,0.0558669310956616,0.059664612948010516,0.05527260204145243,0.10579057164923153,0.04398035001147828,0.07547978988456407,0.06324448972489115,0.07072515745089074,0.01617225138617146,0.07785710610140073,0.07429113177614574,0.0558669310956616,0.06418753785458992,0.0598972273561906,0.06418753785458992,0.03863138852359579,0.06121589258354409,0.11529983651657819,0.08617771286032906,0.07429113177614574,0.08855502907716573,0.08320606758928323,0.06062156352933492,0.011292252029974153,0.05943290542091659,0.0802344223182374,0.042791691903059946,0.09509264867346655,0.09509264867346655,0.06418753785458992,0.04635766622831494,0.06894217028826324,0.042791691903059946,0.10044161016134903,0.05824424731249826,0.042791691903059946,0.041603033794641614,0.037442730415177455,0.0731024736677274,0.07785710610140073,0.06953649934247241,0.04457467906568744,0.0558669310956616,0.05111229866198827,0.049521628746848734,0.026744807439412467,0.02684907582660473,0.06775351217984492,0.06597052501721741,0.06002723447512576,0.07369680272193657,0.04457467906568744,0.03209376892729496,0.04338602095726911,0.036848401360968286,0.018424200680484143,0.06062156352933492,0.08855502907716573,0.02515683548960005
nh0003,0.3145860390658892,0.39008668844170263,0.2076267857834869,0.23279366890875802,0.09752167211042566,0.09122995132910788,0.1226885552356968,0.2199910265762983,0.1604388799236035,0.15414715914228572,0.15414715914228572,0.1572930195329446,0.0786465097664723,0.13212613640767348,0.13212613640767348,0.11010511367306124,0.07550064937581341,0.14470957797030903,0.07550064937581341,0.13841785718899127,0.09437581171976676,0.05662548703186006,0.10066753250108455,0.09752167211042566,0.05347962664120117,0.06291720781317785,0.09437581171976676,0.1289802760170146,0.1258344156263557,0.10381339289174345,0.10695925328240234,0.06920892859449564,0.07550064937581341,0.044042045469224494,0.05662548703186006,0.02831274351593003,0.0786465097664723,0.05662548703186006,0.050333766250542276,0.06291720781317785,0.05662548703186006,0.0408961850785656,0.10737624895007764,0.0408961850785656,0.07550064937581341,0.05977134742251895,0.13527199679833238,0.03158124969119931,0.0408961850785656,0.0634087509993464,0.04718790585988338,0.13527199679833238,0.04718790585988338,0.037750324687906706,0.09828356404898692,0.05977134742251895,0.0408961850785656,0.031458603906588924,0.05347962664120117,0.11325097406372012,0.0786465097664723,0.02831274351593003,0.10381339289174345,0.07550064937581341,0.0849382305477901,0.05662548703186006,0.03460446429724782,0.0408961850785656,0.06920892859449564,0.06920892859449564,0.06606306820383674,0.031458603906588924,0.025166883125271138,0.022021022734612247,0.05662548703186006,0.03460446429724782,0.022021022734612247,0.02831274351593003,0.05662548703186006,0.05977134742251895,0.05977134742251895,0.05977134742251895,0.025166883125271138,0.04718790585988338,0.050333766250542276,0.05052999950591889,0.03460446429724782,0.07263687428975842,0.050333766250542276,0.0817923701571312,0.022021022734612247,0.050333766250542276,0.044042045469224494,0.0849382305477901,0.03460446429724782,0.09437581171976676,0.018875162343953353,0.03460446429724782,0.025166883125271138,0.06657918854931372
nh0004,0.41981284520684237,0.21146128499307618,0.3140822027103043,0.10573064249653809,0.15548623896549718,0.1710348628620469,0.03731669735171932,0.0,0.14615706462756733,0.06841394514481876,0.1585959637448071,0.1492667894068773,0.08396256904136848,0.0497555964689591,0.0497555964689591,0.2363390832275557,0.13993761506894747,0.10573064249653809,0.1585959637448071,0.10262091771722814,0.13682789028963752,0.10884036727584802,0.09640146815860826,0.052865321248269044,0.09329174337929831,0.0715236699241287,0.09329174337929831,0.08085284426205853,0.1274987159517077,0.08085284426205853,0.059084770806888925,0.10884036727584802,0.07463339470343865,0.10573064249653809,0.04042642213102927,0.06219449558619887,0.05597504602757898,0.10884036727584802,0.07463339470343865,0.05597504602757898,0.0497555964689591,0.06219449558619887,0.04370587869222585,0.06530422036550881,0.08396256904136848,0.059084770806888925,0.06841394514481876,0.09677730281850011,0.06219449558619887,0.01880411776631277,0.0715236699241287,0.06841394514481876,0.0715236699241287,0.052865321248269044,0.1159587262255954,0.15237651418618722,0.07774311948274859,0.08707229382067842,0.052865321248269044,0.04042642213102927,0.0715236699241287,0.10262091771722814,0.04042642213102927,0.04042642213102927,0.021768073455169606,0.031097247793099435,0.07463339470343865,0.052865321248269044,0.0715236699241287,0.0715236699241287,0.06530422036550881,0.046645871689649156,0.06530422036550881,0.046645871689649156,0.0715236699241287,0.08707229382067842,0.046645871689649156,0.06841394514481876,0.0497555964689591,0.052865321248269044,0.031097247793099435,0.05597504602757898,0.0497555964689591,0.07463339470343865,0.01865834867585966,0.0686806665163549,0.015548623896549717,0.04370587869222585,0.0715236699241287,0.10573064249653809,0.02487779823447955,0.046645871689649156,0.08707229382067842,0.03420697257240938,0.07774311948274859,0.015548623896549717,0.015548623896549717,0.05597504602757898,0.04042642213102927,0.04387627478806312
nh0005,0.29804639096841273,0.3762835685976211,0.20490689379078375,0.19745573401657343,0.1527487753713115,0.11921855638736509,0.20118131390367858,0.0,0.10804181672604961,0.1266697161615754,0.11176739661315477,0.10804181672604961,0.08568833740341866,0.1564743552584167,0.1527487753713115,0.08941391729052382,0.07823717762920834,0.10804181672604961,0.07078601785499802,0.17510225469394247,0.06706043796789286,0.10804181672604961,0.03353021898394643,0.07451159774210318,0.055883698306577384,0.10059065695183929,0.08568833740341866,0.13039529604868055,0.10804181672604961,0.07078601785499802,0.11176739661315477,0.06706043796789286,0.08568833740341866,0.03725579887105159,0.07078601785499802,0.022353479322630956,0.055883698306577384,0.08941391729052382,0.052158118419472224,0.09686507706473413,0.048432538532367064,0.10804181672604961,0.05610156875137181,0.10431623683894445,0.11176739661315477,0.09686507706473413,0.059609278193682544,0.09350261458561968,0.0633348580807877,0.08260309481634688,0.08568833740341866,0.055883698306577384,0.11176739661315477,0.08568833740341866,0.04130154740817344,0.07823717762920834,0.052158118419472224,0.04098137875815675,0.07451159774210318,0.09686507706473413,0.03353021898394643,0.029804639096841272,0.08941391729052382,0.055883698306577384,0.07078601785499802,0.055883698306577384,0.09686507706473413,0.07078601785499802,0.10431623683894445,0.10431623683894445,0.07078601785499802,0.08568833740341866,0.07451159774210318,0.04470695864526191,0.08568833740341866,0.052158118419472224,0.04470695864526191,0.07451159774210318,0.12294413627447025,0.052158118419472224,0.07078601785499802,0.07823717762920834,0.052158118419472224,0.048432538532367064,0.059609278193682544,0.05610156875137181,0.04470695864526191,0.0299208366673983,0.08941391729052382,0.09313949717762898,0.03353021898394643,0.052158118419472224,0.029804639096841272,0.059609278193682544,0.03353021898394643,0.07078601785499802,0.03725579887105159,0.06706043796789286,0.059609278193682544,0.03003748902412614
nh0006,0.27847775840380945,0.2679148089471132,0.1949344308826666,0.12963619787763542,0.11139110336152377,0.08546386378599669,0.14307995173161242,0.6142743789952189,0.08354332752114282,0.08738440005085055,0.13923887920190473,0.13731834293705086,0.06145716047532346,0.08930493631570441,0.08834466818327748,0.06625850113745811,0.07394064619687354,0.09698708137511984,0.07490091432930046,0.12675539348035464,0.06433796487260425,0.09218574071298519,0.06337769674017732,0.06529823300503118,0.05185447915105417,0.04129152969435795,0.04993394288620031,0.08162279125628898,0.1123513714939507,0.08354332752114282,0.0825830593887159,0.06433796487260425,0.06241742860775039,0.034569652767369445,0.060496892342896534,0.05185447915105417,0.053775015415908026,0.05089421101862724,0.05569555168076189,0.07394064619687354,0.0528147472834811,0.047053138488919524,0.078084961678808,0.04609287035649259,0.048973674753773386,0.0528147472834811,0.08354332752114282,0.03470442741280356,0.048973674753773386,0.09580925627157962,0.0528147472834811,0.08354332752114282,0.05665581981318882,0.048973674753773386,0.04548520247236608,0.06817903740231196,0.04225179782678488,0.033609384634942514,0.03937099342950409,0.04225179782678488,0.05185447915105417,0.04033126156193102,0.04225179782678488,0.04417233409163874,0.10370895830210834,0.05569555168076189,0.03168884837008866,0.05569555168076189,0.047053138488919524,0.047053138488919524,0.05857635607804267,0.03841072529707716,0.048973674753773386,0.05569555168076189,0.03649018903222331,0.060496892342896534,0.05569555168076189,0.03745045716465023,0.024006703310673227,0.05185447915105417,0.04417233409163874,0.048973674753773386,0.034569652767369445,0.04225179782678488,0.0528147472834811,0.04723658175631595,0.03264911650251559,0.085797056659431,0.03745045716465023,0.0595366242104696,0.060496892342896534,0.04609287035649259,0.05761608794561574,0.05857635607804267,0.026887507707954013,0.06529823300503118,0.03168884837008866,0.0297683121052348,0.04225179782678488,0.08613155361788472
nh0007,0.28339384283778085,0.38213734208439437,0.22612261327474498,0.24685874811653383,0.09676862926168125,0.17773829864390436,0.13330372398292825,0.391669991360195,0.1066429791863426,0.16391420874937845,0.15502729381718325,0.14120320392265734,0.05430892458563744,0.12342937405826691,0.12244193906580078,0.09874349924661353,0.1372534639527928,0.07701992941235855,0.09183145429935058,0.1145424591260717,0.07701992941235855,0.06615814449523107,0.10170580422401193,0.08590684434455377,0.039497399698645415,0.09380632428428286,0.05825866455550198,0.11552989411853783,0.0809696693822231,0.0809696693822231,0.07307018944249401,0.05430892458563744,0.07603249441989242,0.05134661960823904,0.07603249441989242,0.05233405460070517,0.038509964706179275,0.036535094721247004,0.05233405460070517,0.06023353454043425,0.08590684434455377,0.04147226968357768,0.06344221737187827,0.04048483469111155,0.07208275445002787,0.09084401930688445,0.03456022473631474,0.03370367797881033,0.11256758914113943,0.10847128106646825,0.06122096953290039,0.03456022473631474,0.05430892458563744,0.07109531945756174,0.009951493675822775,0.039497399698645415,0.04344713966850995,0.021723569834254976,0.05924609954796812,0.0533214895931713,0.04344713966850995,0.04245970467604382,0.04838431463084063,0.05430892458563744,0.04542200965344222,0.04147226968357768,0.05134661960823904,0.03159791975891633,0.06615814449523107,0.06615814449523107,0.0533214895931713,0.03258535475138247,0.05430892458563744,0.028635614781517923,0.04147226968357768,0.05825866455550198,0.028635614781517923,0.05430892458563744,0.03752252971371314,0.028635614781517923,0.04245970467604382,0.06023353454043425,0.03554765972878087,0.03456022473631474,0.028635614781517923,0.048572947675344307,0.05430892458563744,0.09714589535068861,0.04443457466097609,0.05924609954796812,0.027648179789051788,0.04542200965344222,0.02567330980411952,0.039497399698645415,0.05924609954796812,0.03258535475138247,0.01481152488699203,0.04542200965344222,0.05924609954796812,0.09354404055273409
nh0008,0.2894833560882013,0.30984901933058734,0.21965822497144924,0.31712247048858233,0.15856123524429117,0.13092212084391014,0.11346583806472213,0.0033353099896104724,0.13092212084391014,0.22256760543464724,0.12510335991751415,0.13383150130710814,0.21238477381345422,0.04945946787436605,0.05091415810596506,0.16583468640228619,0.08728141389594009,0.0989189357487321,0.14255964269670215,0.12219397945431613,0.10328300644352911,0.12073928922271714,0.12219397945431613,0.10764707713832612,0.0960095552855341,0.07418920181154907,0.06546106042195507,0.10182831621193011,0.0960095552855341,0.07564389204314809,0.04945946787436605,0.0916454845907371,0.0916454845907371,0.05382353856916306,0.08728141389594009,0.07273451157995008,0.08000796273794508,0.010182831621193012,0.08728141389594009,0.0960095552855341,0.06546106042195507,0.06982513111675208,0.036509038643204386,0.06691575065355407,0.06109698972715807,0.11055645760152412,0.05818760926396006,0.017524338548738104,0.06546106042195507,0.04691376181881902,0.08291734320114309,0.05818760926396006,0.04945946787436605,0.06255167995875707,0.03371926630727617,0.07564389204314809,0.04509539717956905,0.014546902315990016,0.06255167995875707,0.042186016716371046,0.08728141389594009,0.03636725578997504,0.042186016716371046,0.05527822880076206,0.0916454845907371,0.0974642455171331,0.032003185095178036,0.0974642455171331,0.043640706947970044,0.043640706947970044,0.04509539717956905,0.06546106042195507,0.04945946787436605,0.0960095552855341,0.04945946787436605,0.02909380463198003,0.0960095552855341,0.05091415810596506,0.056732919032361065,0.04509539717956905,0.06982513111675208,0.03927663625317304,0.07709858227474709,0.06109698972715807,0.024729733937183026,0.07593880037786513,0.08291734320114309,0.04089012328038891,0.032003185095178036,0.033457875326777034,0.10328300644352911,0.03782194602157404,0.05091415810596506,0.05818760926396006,0.07855327250634608,0.05091415810596506,0.0814626529695441,0.05964229949555906,0.04945946787436605,0.04104954159146664
nh0009,0.2750416466058855,0.49060108867778096,0.24962190107853932,0.30757892088088856,0.12608193781563698,0.09405305845118081,0.01728542695859539,0.07285290825930707,0.0981202177355562,0.20895030823478547,0.1398086004004039,0.1352330462054816,0.0808347907769608,0.18810611690236162,0.18759772199181468,0.10472935157266619,0.08896910934571158,0.07575084167149157,0.06456615363945925,0.052364675786333095,0.16624513574884392,0.05948220453399002,0.1006621922882908,0.09201947880899311,0.056940229981255405,0.11743922433633927,0.02796172008008078,0.08134318568750773,0.045247147038676175,0.11896440906798005,0.05388986051797387,0.13675823093712236,0.07371726202930387,0.10320416684102543,0.08439355515078927,0.028470114990627703,0.05592344016016156,0.014743452405860774,0.05948220453399002,0.05185628087578618,0.030503694632815395,0.04626393685977002,0.03266412540750695,0.04575554194922309,0.07015849765547541,0.04473875212812925,0.06812491801328772,0.011228293108830513,0.06710812819219387,0.06045927838653146,0.04829751650195771,0.06609133837110003,0.015760242226954622,0.057957019802349255,0.02049467063950219,0.05846541471289618,0.09201947880899311,0.01067629312148539,0.04626393685977002,0.07015849765547541,0.09151108389844619,0.030503694632815395,0.06863331292383464,0.052364675786333095,0.008134318568750772,0.03304566918555001,0.025419745527346164,0.035079248827737705,0.05490665033906771,0.05490665033906771,0.04473875212812925,0.02948690481172155,0.026944930258986935,0.036096038648831555,0.03558764373828463,0.04728072668086387,0.035079248827737705,0.06914170783438156,0.026944930258986935,0.027453325169533856,0.03304566918555001,0.029995299722268474,0.027453325169533856,0.05388986051797387,0.017793821869142315,0.03062261756953776,0.01677703204804847,0.10922066933135134,0.048805911412504635,0.0371128284699254,0.04931430632305156,0.03762122338047232,0.028470114990627703,0.03406245900664386,0.05490665033906771,0.028470114990627703,0.015760242226954622,0.06507454855000618,0.06812491801328772,0.1086217543893616
nh0010,0.33932862686525267,0.2989031947838327,0.2639903216226063,0.3087032995308436,0.10228859329692636,0.17946441817963726,0.23030246155475634,0.2176747803220814,0.11943877660419544,0.17885191163294906,0.11576373732406635,0.12250130933763635,0.13903898609821724,0.05941313502875363,0.05880062848206545,0.10780115221711999,0.15496415631210997,0.09248848854991544,0.09187598200322726,0.10106358020354998,0.0735007856025818,0.1108636849505609,0.07166326596251726,0.04532548445492545,0.09371350164329181,0.11147619149724908,0.13536394681808817,0.10841365876380817,0.06921323977576453,0.10841365876380817,0.0502255368284309,0.05635060229531272,0.0637006808555709,0.047163004094989996,0.03552537970791454,0.08207587725621636,0.06921323977576453,0.09861355401679726,0.061863161215506356,0.05573809574862454,0.03307535352116182,0.05267556301518363,0.020906412641842467,0.05206305646849545,0.05635060229531272,0.0735007856025818,0.05451308265524817,0.0670234993517891,0.05573809574862454,0.04506229982489574,0.05083804337511909,0.05390057610855999,0.057575615388689085,0.03736289934797909,0.01851875335269688,0.07533830524264636,0.044712977908237264,0.062475667762194535,0.10351360639030271,0.04226295172148454,0.04165044517479636,0.09187598200322726,0.04042543208141999,0.047775510641678176,0.011025117840387271,0.058188121935377264,0.03613788625460272,0.06798822668238817,0.04226295172148454,0.04226295172148454,0.06063814812212999,0.047775510641678176,0.07595081178933454,0.06615070704232363,0.03552537970791454,0.033687860067849996,0.06615070704232363,0.04226295172148454,0.09187598200322726,0.04593799100161363,0.058188121935377264,0.11331371113731362,0.06798822668238817,0.061250654668818176,0.02756279460096818,0.0750171277148465,0.0367503928012909,0.03381919692062752,0.06002564157544181,0.07840083797608727,0.025725274960903634,0.03797540589466727,0.044100471361549085,0.03552537970791454,0.07166326596251726,0.0637006808555709,0.05083804337511909,0.023275248774150905,0.04900052373505454,0.032716464256431155
