,a el,a la,a las,a los,a mi,a que,a quien,a su,a sus,a un,casa de,con el,con la,con los,con que,con su,con un,con una,de el,de la,de las,de lo,de los,de mi,de que,de su,de sus,de un,de una,de y,el de,el día,el mismo,el mundo,el que,el señor,en el,en la,en las,en los,en que,en su,en sus,en un,en una,es que,la cabeza,la casa,la de,la mano,la noche,la puerta,la que,la vida,lo que,los ojos,los que,más que,no es,no me,no se,para que,por el,por la,por qué,que a,que el,que en,que era,que es,que había,que la,que le,que lo,que los,que me,que no,que se,que yo,se a,se de,se en,se había,se le,todos los,uno de,y a,y con,y de,y el,y en,y la,y las,y los,y no,y por,y que,y se,y su,yo no
nh0001,0.47244292049406444,0.19197680578806428,0.04799420144701607,0.04649438265179682,0.010663420928892074,0.04949402024223532,0.021161506648168495,0.07649075855618186,0.026996738313946538,0.025496919518727287,0.016756804316830402,0.05699311421833158,0.05999275180877008,0.025496919518727287,0.01499818795219252,0.023997100723508035,0.013498369156973269,0.01499818795219252,0.517437484350642,0.3314599537434547,0.11548604723188241,0.011998550361754018,0.178478436631091,0.018351428773981122,0.05549329542311233,0.13048423518407493,0.04199492626613906,0.08548967132749737,0.05099383903745457,0.022497281928288784,0.024090656790247304,0.025496919518727287,0.023997100723508035,0.01499818795219252,0.08249003373705886,0.017834608334213648,0.1814780742215295,0.1814780742215295,0.04199492626613906,0.04799420144701607,0.0659920269896471,0.04499456385657757,0.01499818795219252,0.019497644337850277,0.023997100723508035,0.03914731728415187,0.06348451994450548,0.043664315432323235,0.019497644337850277,0.03764165123476141,0.031496194699604296,0.024090656790247304,0.017997825542631025,0.006022664197561826,0.10198767807490915,0.025496919518727287,0.026996738313946538,0.03599565108526205,0.04065298333354232,0.017997825542631025,0.07349112096574335,0.040495107470919806,0.07949039614662036,0.06749184578486635,0.024468571698641497,0.052493657832673825,0.12298514120797868,0.04949402024223532,0.023997100723508035,0.031496194699604296,0.04649438265179682,0.06299238939920859,0.07799057735140111,0.04949402024223532,0.0344958322900428,0.03627686853971742,0.1379833291601712,0.1409829667506097,0.03823214327912734,0.02099746313306953,0.0374954698804813,0.022497281928288784,0.026996738313946538,0.06449220819442784,0.0374954698804813,0.02099746313306953,0.07349112096574335,0.02999637590438504,0.0659920269896471,0.11698586602710166,0.031496194699604296,0.06149257060398934,0.02099746313306953,0.02849655710916579,0.05699311421833158,0.02849655710916579,0.052493657832673825,0.031496194699604296,0.01499818795219252,0.04836915805295656
nh0002,0.40088782408841656,0.21727508023112654,0.04360802666610638,0.10175206222091489,0.05439379248958159,0.027541911578593505,0.016962662357195207,0.05814403555480851,0.021421486783350503,0.03978276116907951,0.025642787887945603,0.06655961964826763,0.08339078783518589,0.03595749567205263,0.011475796491080627,0.02983707087680963,0.03289728327443113,0.03978276116907951,0.3618701160187424,0.4146587798777133,0.11552301801021164,0.03672254877145801,0.17672726596264166,0.11935286663412226,0.09333647812745577,0.07956552233815901,0.04743329216313326,0.07650530994053752,0.06732467274767301,0.04054781426848488,0.023809108756504067,0.019891380584539754,0.03672254877145801,0.04819834526253863,0.046668239063727884,0.001654069196560565,0.2180401333305319,0.25858794759901677,0.06502951344945689,0.06273435415124076,0.05355371695837626,0.057378982455403134,0.022186539882755877,0.06732467274767301,0.037487601870863384,0.030721430653553636,0.017733692464340443,0.016896786859454498,0.03519244257264725,0.032257502186231315,0.007650530994053752,0.014592679560437976,0.027541911578593505,0.04454607444765277,0.16984178806799327,0.021421486783350503,0.04743329216313326,0.05508382315718701,0.04224196714863625,0.10940259321496865,0.07497520374172677,0.033662336373836504,0.05814403555480851,0.05890908865421388,0.03354361611285789,0.019891380584539754,0.07956552233815901,0.041312867367890256,0.030602123976215007,0.020656433683945128,0.03289728327443113,0.06732467274767301,0.032132230175025756,0.029072017777404254,0.03595749567205263,0.13338820853612596,0.16295631017334491,0.14229987648939976,0.06630714813006792,0.03825265497026876,0.03136717707562038,0.020656433683945128,0.026011805379782753,0.024481699180972004,0.05661392935599776,0.033662336373836504,0.07191499134410526,0.032132230175025756,0.10098700912150951,0.06120424795243001,0.06196930105183539,0.07650530994053752,0.03289728327443113,0.052023610759565506,0.08109562853696976,0.022951592982161255,0.08492089403399664,0.04207792046729563,0.022186539882755877,0.05320107739302133
nh0003,0.43287500444588206,0.24371954031826973,0.06911449650816605,0.08002731174629753,0.059114667540398756,0.00727521015875432,0.025662168095245897,0.07275210158754321,0.02910084063501728,0.032738445714394444,0.044336000655299065,0.043651260952525923,0.06911449650816605,0.032738445714394444,0.02546323555564012,0.05092647111128024,0.036376050793771604,0.07275210158754321,0.38922374349335614,0.39649895365211046,0.06911449650816605,0.018188025396885802,0.12731617777820062,0.1743264355521835,0.06911449650816605,0.09821533714318333,0.0545640761906574,0.05092647111128024,0.05820168127003456,0.010912815238131481,0.029214294348446565,0.02546323555564012,0.00363760507937716,0.04728886603190308,0.043651260952525923,0.02752616361536575,0.16005462349259506,0.1564170184132179,0.09457773206380617,0.05092647111128024,0.08366491682567469,0.0545640761906574,0.018188025396885802,0.06547689142878889,0.02546323555564012,0.04747322831622567,0.04399228816327869,0.0876428830453397,0.021825630476262962,0.014607147174223283,0.021825630476262962,0.0,0.040013655873148764,0.014607147174223283,0.13095378285757778,0.018188025396885802,0.02910084063501728,0.0545640761906574,0.029214294348446565,0.0545640761906574,0.05820168127003456,0.040013655873148764,0.08366491682567469,0.06911449650816605,0.029672584774839746,0.032738445714394444,0.08366491682567469,0.032738445714394444,0.02910084063501728,0.021825630476262962,0.08730252190505185,0.07638970666692037,0.02546323555564012,0.02546323555564012,0.05092647111128024,0.12831084047622948,0.11276575746069196,0.2000682793657438,0.07047238884024438,0.010912815238131481,0.018188025396885802,0.04728886603190308,0.06183928634941172,0.021825630476262962,0.05820168127003456,0.02910084063501728,0.09457773206380617,0.05092647111128024,0.14550420317508642,0.08730252190505185,0.043651260952525923,0.06183928634941172,0.00727521015875432,0.02910084063501728,0.07638970666692037,0.040013655873148764,0.11276575746069196,0.0545640761906574,0.02546323555564012,0.04765831217688524
nh0004,0.4421877353468756,0.18633068093233124,0.03615371421075084,0.16130118647873448,0.005649360450082662,0.022248439514308205,0.014013910207559618,0.050058988907193465,0.041715824089327884,0.022248439514308205,0.002824680225041331,0.09455586793580988,0.038934769150039364,0.038934769150039364,0.019467384575019682,0.022248439514308205,0.019467384575019682,0.013905274696442628,0.5756783724327248,0.23360861490023616,0.08343164817865577,0.016686329635731155,0.3142592081396034,0.011342777273619688,0.0862127031179443,0.0862127031179443,0.08065059323936724,0.061183208664347566,0.03337265927146231,0.12236641732869513,0.025127075452256998,0.025029494453596732,0.041715824089327884,0.013905274696442628,0.03615371421075084,0.006012729459687283,0.13627169202513775,0.15573907660015746,0.041715824089327884,0.04449687902861641,0.05840215372505904,0.027810549392885256,0.022248439514308205,0.038934769150039364,0.030591604332173783,0.02791897272473,0.02522503837360731,0.008375691817418998,0.022248439514308205,0.022335178179783997,0.019467384575019682,0.005583794544945999,0.016686329635731155,0.030710869997202992,0.10289903275367546,0.025029494453596732,0.027810549392885256,0.030591604332173783,0.025127075452256998,0.011124219757154103,0.06952637348221315,0.022248439514308205,0.06674531854292462,0.05284004384648199,0.002835694318404922,0.011124219757154103,0.08065059323936724,0.041715824089327884,0.005562109878577051,0.011124219757154103,0.038934769150039364,0.030591604332173783,0.019467384575019682,0.027810549392885256,0.09177481299652135,0.028027820415119236,0.08343164817865577,0.10568008769296398,0.005671388636809844,0.06396426360363609,0.04727793396790494,0.041715824089327884,0.025029494453596732,0.05284004384648199,0.04449687902861641,0.03615371421075084,0.05840215372505904,0.041715824089327884,0.061183208664347566,0.10011797781438693,0.04727793396790494,0.08899375805723282,0.04727793396790494,0.0750884833607902,0.030591604332173783,0.025029494453596732,0.08065059323936724,0.041715824089327884,0.022248439514308205,0.011211128166047694
nh0005,0.4662191022736542,0.21032440704074626,0.052581101760186565,0.12619464422444776,0.04272473621564106,0.017527033920062187,0.02119675748283697,0.07711894924827363,0.024537847488087065,0.07010813568024875,0.02848315747709404,0.05959191532821144,0.024537847488087065,0.017527033920062187,0.014021627136049751,0.06309732211222388,0.014021627136049751,0.03154866105611194,0.46972450905766666,0.30146498342506967,0.1297000510084602,0.007010813568024876,0.19279737312068407,0.0643369950346873,0.07010813568024875,0.07711894924827363,0.05959191532821144,0.08412976281629851,0.11918383065642288,0.028043254272099503,0.024633511732017353,0.035054067840124374,0.003505406784012438,0.024537847488087065,0.042064881408149256,0.037894006228822226,0.17176493241660945,0.13320545779247264,0.07711894924827363,0.04907569497617413,0.05959191532821144,0.06309732211222388,0.042064881408149256,0.05959191532821144,0.021032440704074628,0.03519073104573908,0.014131171655224643,0.03167165794116517,0.017527033920062187,0.014076292418295631,0.024537847488087065,0.024633511732017353,0.017527033920062187,0.028152584836591263,0.10866761030438557,0.014021627136049751,0.014021627136049751,0.056086508544199005,0.01759536552286954,0.017527033920062187,0.03154866105611194,0.028043254272099503,0.04557028819216169,0.08412976281629851,0.01429711000770829,0.017527033920062187,0.052581101760186565,0.035054067840124374,0.028043254272099503,0.035054067840124374,0.052581101760186565,0.06660272889623632,0.035054067840124374,0.042064881408149256,0.03154866105611194,0.09891820158657251,0.12268923744043532,0.14722708492852238,0.03574277501927073,0.038559474624136815,0.035054067840124374,0.010516220352037314,0.056086508544199005,0.010516220352037314,0.021032440704074628,0.017527033920062187,0.1297000510084602,0.04557028819216169,0.18228115276864676,0.06309732211222388,0.09114057638432338,0.04557028819216169,0.024537847488087065,0.035054067840124374,0.08062435603228607,0.08412976281629851,0.1402162713604975,0.05959191532821144,0.038559474624136815,0.05652468662089857
nh0006,0.41375558034438614,0.17920623862049845,0.07510849706888538,0.09355619810334846,0.026767260958304503,0.03294232327582692,0.042495598701365274,0.12913390724124152,0.04084848086202538,0.03426001620686,0.020075445718728376,0.06588464655165384,0.06193156775855461,0.02108308689652923,0.013176929310330768,0.04216617379305846,0.03162463034479385,0.04875463844822384,0.47436945517190765,0.31097553172380615,0.08301465465508384,0.022400779827562306,0.14099314362053922,0.05911759218647616,0.10673312741367923,0.15153468706880382,0.06852003241372,0.0737908041378523,0.10409774155161307,0.06456695362062076,0.02248811241314028,0.027671551551694613,0.014494622241363846,0.03426001620686,0.05007233137925692,0.05128009442736189,0.22400779827562306,0.14626391534467154,0.04216617379305846,0.06720233948268692,0.08960311931024922,0.10673312741367923,0.04084848086202538,0.051390024310289995,0.03426001620686,0.04365339468433113,0.021247799350682637,0.021165282271190855,0.026353858620661537,0.009259810993645997,0.03426001620686,0.027779432980937997,0.030306937413760768,0.02248811241314028,0.09882696982748077,0.03557770913789308,0.023718472758595382,0.06193156775855461,0.06085018652967371,0.0395307879309923,0.04611925258615769,0.047436945517190764,0.047436945517190764,0.030306937413760768,0.034933122655645,0.023718472758595382,0.07774388293095154,0.030306937413760768,0.03821309499995923,0.047436945517190764,0.06720233948268692,0.08169696172405076,0.08960311931024922,0.01713000810343,0.027671551551694613,0.11155094659108383,0.16075853758603537,0.1818416244825646,0.044338194139857116,0.05007233137925692,0.02108308689652923,0.03162463034479385,0.03557770913789308,0.03689540206892615,0.022400779827562306,0.03426001620686,0.052707717241323074,0.03294232327582692,0.1264985213791754,0.0737908041378523,0.06852003241372,0.06983772534475308,0.01976539396549615,0.030306937413760768,0.05402541017235615,0.04348386672409153,0.14362852948260538,0.0909208122412823,0.026353858620661537,0.04647956107961827
nh0007,0.4058807651114985,0.1937158197123061,0.05798296644449978,0.13441505857588587,0.01070773124067635,0.021084715070727195,0.050467420582008524,0.08170327089906787,0.03426266198993169,0.030309277914170343,0.0214154624813527,0.08433886028290878,0.055347377060658884,0.05139399298489754,0.019766920378806743,0.061936350520261134,0.030309277914170343,0.03294486729801124,0.39006722880845307,0.35448677212660096,0.09619901251019282,0.010542357535363598,0.1489108001870108,0.012093168607064924,0.08829224435867013,0.1752666940254198,0.05666517175257933,0.07247870805562473,0.06588973459602249,0.040851635449533935,0.0277815782908841,0.023720304454568093,0.015813536303045394,0.014495741611124945,0.047440608909136185,0.01567012779825262,0.16604213118197667,0.1779022834092607,0.07643209213138608,0.06457193990410204,0.11069475412131777,0.08829224435867013,0.05139399298489754,0.05271178767681799,0.03426266198993169,0.06217781807959774,0.02788989032163629,0.03307330748914773,0.013177946919204497,0.01852105219392273,0.026355893838408993,0.017198119894356823,0.023720304454568093,0.0423338335861091,0.11596593288899956,0.03294486729801124,0.03558045668185214,0.09619901251019282,0.030427442890015918,0.03558045668185214,0.06588973459602249,0.03821604606569304,0.06588973459602249,0.05271178767681799,0.0322484496188398,0.02503809914648854,0.06852532397986338,0.03689825137377259,0.03689825137377259,0.039533840757613486,0.06588973459602249,0.10015239658595416,0.09488121781827237,0.027673688530329442,0.040851635449533935,0.050467420582008524,0.14759300549509036,0.2121649453991924,0.0322484496188398,0.055347377060658884,0.04480501952529529,0.04612281421721574,0.06720752928794294,0.022402509762647644,0.054029582368738435,0.02503809914648854,0.10937695942939732,0.04348722483337484,0.1805378727931016,0.06457193990410204,0.05666517175257933,0.05007619829297708,0.026355893838408993,0.05271178767681799,0.060618555828340685,0.04348722483337484,0.1884446409446243,0.08565665497482923,0.017131330994965846,0.03718652042884839
nh0008,0.2783754863035826,0.22110206089184073,0.04661790440490618,0.07858446742541328,0.004058501198184888,0.03196656302050709,0.018792843454206225,0.09323580880981236,0.03463044327221602,0.02797074264294371,0.056819016774588435,0.043954024153197255,0.05061372478246957,0.013319401258544623,0.03196656302050709,0.013319401258544623,0.01864716176196247,0.019979101887816934,0.5181247089573858,0.48882202618858767,0.12520237183031946,0.02797074264294371,0.17847997686449796,0.013581087500224985,0.054609545160032955,0.16382863548009885,0.10788715019421144,0.1025593896907936,0.10921909032006591,0.02930268276879817,0.0320911891550485,0.03596238339807048,0.013319401258544623,0.043954024153197255,0.04129014390148833,0.008639091073094957,0.1984590787523149,0.16116475522838994,0.05727342541174188,0.06926088654443203,0.08391222792883113,0.06792894641857758,0.049281784656615105,0.049281784656615105,0.04528596427905172,0.013371328814603544,0.053693838440589205,0.0788908400061609,0.03196656302050709,0.033428322036508855,0.02930268276879817,0.0615081125471763,0.02930268276879817,0.048136783732572755,0.12120655145275606,0.04129014390148833,0.03729432352392494,0.025306862391234784,0.024068391866286377,0.02264298213952586,0.04794984453076064,0.033298503146361555,0.05860536553759634,0.06526506616686865,0.02580406625042747,0.014651341384399085,0.04794984453076064,0.02797074264294371,0.02797074264294371,0.01731522163610801,0.033298503146361555,0.0812483476771222,0.049281784656615105,0.05727342541174188,0.01731522163610801,0.032216303064353524,0.09323580880981236,0.12786625208202837,0.020371631250337478,0.04794984453076064,0.03463044327221602,0.03196656302050709,0.030634622894652633,0.02930268276879817,0.026638802517089246,0.02797074264294371,0.033298503146361555,0.014651341384399085,0.06926088654443203,0.05594148528588742,0.038626263649779405,0.05061372478246957,0.026638802517089246,0.04661790440490618,0.04129014390148833,0.009323580880981236,0.019979101887816934,0.05194566490832403,0.014651341384399085,0.016108151532176762
nh0009,0.47172034112494055,0.16750578992175436,0.04281538128044842,0.09689796816101486,0.0137327396451666,0.049575704640519226,0.03179464705645634,0.11567664416121154,0.03981079312041696,0.037557352000393354,0.005340509862009233,0.06985667472073163,0.06685208656070017,0.021032117120220278,0.023285558240243878,0.03229932272033829,0.030797028640322553,0.03605505792037762,0.42965610688449996,0.237362464642486,0.07661699808080244,0.039059646080409086,0.11943237936125087,0.00842495306331523,0.12018352640125873,0.12994843792136102,0.06384749840066871,0.07135896880074738,0.09314223296097551,0.03229932272033829,0.008294830414377573,0.030045881600314683,0.042064234240440555,0.010516058560110139,0.06084291024063723,0.008120019263567015,0.18928905408198252,0.12994843792136102,0.040561940160424824,0.029294734560306818,0.03530391088036975,0.05783832208060577,0.017276381920180942,0.05032685168052709,0.02854358752029895,0.06937494528388517,0.02498150840150142,0.014327434352106719,0.013520646720141607,0.0075407549221614325,0.03680620496038549,0.012819283367674433,0.027041293440283214,0.036949699118591015,0.23135328832242308,0.010516058560110139,0.051077998720534964,0.040561940160424824,0.021114113782052007,0.031548175680330415,0.12168582048127446,0.07511470400078671,0.10065370336105418,0.05408258688056643,0.0206794302463192,0.03530391088036975,0.10741402672112499,0.031548175680330415,0.0548337339205743,0.022534411200236013,0.08638190960090472,0.07586585104079457,0.07661699808080244,0.08638190960090472,0.03981079312041696,0.046934955178578416,0.21482805344224998,0.23135328832242308,0.03829524119688741,0.07887043920082605,0.061594057280645105,0.045068822400472025,0.07436355696077884,0.07511470400078671,0.051077998720534964,0.01802752896018881,0.06384749840066871,0.027041293440283214,0.07135896880074738,0.0706078217607395,0.023285558240243878,0.06009176320062937,0.018778676000196677,0.03229932272033829,0.06760323360070804,0.024787852320259613,0.08487961552088898,0.09389338000098339,0.018778676000196677,0.043149878148047896
nh0010,0.4560362912188167,0.14420409208684895,0.032208020567621086,0.06661204253757998,0.06468302649607931,0.029280018697837352,0.013278946503333718,0.07978805095160678,0.019764012621040213,0.03147602010017515,0.017843593516159807,0.07539604814693118,0.09150005843074172,0.032208020567621086,0.020496013088486146,0.029280018697837352,0.02708401729549955,0.03147602010017515,0.5716923650752743,0.3264722084808865,0.12810008180303842,0.019764012621040213,0.15518409909853795,0.051500363431319945,0.07539604814693118,0.1193160761936872,0.05270403365610723,0.058560037395674704,0.04026002570952636,0.024156015425715813,0.01837135685131496,0.030012019165283284,0.020496013088486146,0.024156015425715813,0.02342401495826988,0.10840867213239823,0.17275211031724036,0.1346880860100518,0.039528025242080427,0.04099202617697229,0.07686004908182305,0.05490003505844503,0.02708401729549955,0.05124003272121536,0.032208020567621086,0.01837135685131496,0.042049997260556776,0.034538150880472136,0.014640009348918676,0.03894727652478772,0.020496013088486146,0.029394170962103946,0.013176008414026807,0.006613688466473387,0.09516006076797139,0.02196001402337801,0.038064024307188554,0.04245602711186416,0.022045628221577955,0.03660002337229669,0.058560037395674704,0.039528025242080427,0.06880804393991777,0.06441604113524217,0.023137844440158237,0.04318802757931009,0.051972033188661296,0.034404021969958884,0.020496013088486146,0.02122801355593208,0.0497760317863235,0.04245602711186416,0.08784005609351205,0.035136022437404824,0.02708401729549955,0.04721403201185322,0.12078007712857908,0.15225609722875422,0.026123372755017367,0.04465202851420196,0.04099202617697229,0.032208020567621086,0.028548018230391416,0.07320004674459338,0.04099202617697229,0.02196001402337801,0.08344805328883645,0.045384028981647895,0.06514804160268811,0.09076805796329579,0.03733202383974262,0.045384028981647895,0.024156015425715813,0.03660002337229669,0.049044031318877565,0.034404021969958884,0.06441604113524217,0.06807604347247184,0.019032012153594277,0.022869296755741404
