,ente,ando,para,ment,esta,ento,ante,como,habí,cont,enci,entr,endo,pero,ella,aban,amen,aque,taba,todo,quel,ació,ombr,ones,enta,ados,estr,quie,cuan,espe,mien,comp,obre,esto,reci,pres,desp,pues,sent,rado,tado,tant,uell,uste,acer,cion,seño,eñor,raba,dijo,stab,anto,aron,sobr,pare,uert,asta,cien,iemp,orqu,cons,porq,hace,homb,toda,raci,casa,caba,mano,bien,much,stra,otro,inte,ello,segu,ontr,tras,fuer,mism,rada,adre,"nte,",amos,echo,nada,leva,onde,sper,ador,rand,part,anta,tien,medi,este,eran,ener,esen,endi
nh0001,0.5243224932249322,1.0,0.5423881673881675,0.11404243439419326,0.49134694719471955,0.12998938428874746,0.5845545817617039,0.2822695035460993,0.40856031128404663,0.5487068367200495,0.16266605578351376,0.26478873239436623,0.6194965716347889,0.25167551477583083,0.1656715400308998,0.33321176544057945,0.13213141713824028,0.17984266533420495,0.5512418183448401,0.3329250151188095,0.16889347389740142,0.19202428090702622,0.7548894943990312,0.19449156150479402,0.0757065217391304,0.22621795847723136,0.20089355089355088,0.5634673541854263,0.3842157373100203,0.272200568840198,0.12605858875619727,0.30996113299275957,0.16283987915407855,0.45805236331402166,0.4634380416669887,0.32846186254339926,0.09261155815654731,0.5875666253903307,0.2291545408588488,0.5040002250478226,0.6209386779696564,0.48340693680431807,0.1513062734185585,0.2722222222222222,0.32717602597120676,0.09251559251559255,0.10698772695191677,0.10698772695191677,0.14531378063953115,0.1512820512820513,0.4802507464460257,0.26616403382798787,0.5305604242265066,0.24626573091229567,0.33567662565905093,0.35915443529241764,0.5551616149170363,0.11760530052058679,0.3069793174595251,0.6368869765578293,0.174080080849965,0.6389213139739722,0.38733213107871556,0.6431658891085866,0.2448551153163809,0.3657461377397997,0.42872555671697443,0.7793075152795594,0.39625443269704325,0.6373601945491945,0.5840460311233162,0.1323015114032449,0.5821895946377276,0.3394532666231601,0.2262392672064557,0.443029178758158,0.6861764705882354,0.21708538191188043,0.40977723520634873,0.5058594680428743,0.05472883717381968,0.15348599307522817,0.5841070262554477,0.30666098148254317,0.4075561434649722,0.4498534308563623,0.4396996359223301,0.1952660871740354,0.35331854427723486,0.29467763812883785,0.24706136793728023,0.5249257633598904,0.5195450731261095,0.24654082489721937,0.36813095541041074,0.22820411704393093,0.17028096311542354,0.09913684541626736,0.35037882217996313,0.3660064915181579
nh0002,0.9999999999999999,0.5469256970947651,0.4658675988548194,0.6560899545651582,0.3727590310948028,0.26303392279359394,0.26859035749147037,0.547368182539143,0.2427742071829042,0.2322898222986784,0.3485903725587178,0.1348152814651487,0.41449292824011363,0.5358560436544846,0.13271237341742653,0.17491510990770473,0.6869207453033777,0.21042504452742172,0.3324181891775992,0.3328083195289269,0.20761923303447277,0.32333560777126086,0.23586792676467186,0.3535021429565962,0.4405264620086123,0.15878247237532392,0.15634844388837998,0.45033714079355835,0.5015724481030004,0.2907653663755604,0.1914259874481769,0.36277560940906595,0.09113756358406608,0.39660240073286107,0.2664764355057453,0.3812935587690622,0.2768018865499182,0.2546002416377148,0.24992224597875848,0.2306546051579091,0.36233828447459543,0.4015601741070077,0.15907394763045207,0.1645367412140575,0.4051537137394946,0.4871108513281038,0.043037624006730585,0.04399607684021378,0.13623812273432157,0.07039910232696514,0.3154744087885979,0.5094031773512149,0.12575084804093803,0.13192339125473423,0.23869295945467922,0.12776433081236527,0.5802353166099019,0.2551245976149471,0.48182675103650857,0.3698806386229268,0.43965045918004053,0.37185565765978884,0.544915300020667,0.2540195602516917,0.3693931223938801,0.27082711462237635,0.2194035892354924,0.21154514656877973,0.14365050549275457,0.345279956936916,0.4801209110040362,0.228779725105268,0.2682512958519481,0.5262424584445615,0.17541036946120603,0.3380410686838171,0.29086637850028196,0.3178100647285599,0.31363060656729996,0.4324141001234072,0.08328772038673007,0.12488799790024345,0.6152231596863359,0.27585438486176517,0.21856218870483546,0.46345020918120505,0.19633271232048144,0.07488237692807637,0.22361631306571156,0.2591285058225199,0.334122597679884,0.5100171902295343,0.20166978704185767,0.18320404871325285,0.28408622038142983,0.13956387344725138,0.3341082729849235,0.20310976200224276,0.2078595464317673,0.20315473929935512
nh0003,0.9999999999999999,0.9136791205470138,0.512041356701551,0.5495926233107284,0.564494616937422,0.39046750355574794,0.3937553449757766,0.34558975418302007,0.5539269389142835,0.4237990404123361,0.2582644372658697,0.1493914945986599,0.42419406263905296,0.5724350737279533,0.5608446762055626,0.19221748833926797,0.45354993707771357,0.39565894096353843,0.47313231060648936,0.27299446542927924,0.38359986144114316,0.20106227092272314,0.22442426228040366,0.1231922913424923,0.24658083579569443,0.26535153964468067,0.10895172788376674,0.3740595634424675,0.4108653908185432,0.2750570425423332,0.11769895859096619,0.3500847522119438,0.1635379696711935,0.3138672939371335,0.41198627755499423,0.2834421561453965,0.5390693247917274,0.30858369199664215,0.4563882794757115,0.3848984171272317,0.32287738203418126,0.22876625739074877,0.3444825153912491,0.3106796116504854,0.33196028071159667,0.10598873705669823,0.21750395580262338,0.21750395580262336,0.22323158717109082,0.11691266066585435,0.5294070818016582,0.07716951639114428,0.08211860274980737,0.15514275457266485,0.40590714419779206,0.13026776843735233,0.4511105953958859,0.14647650467057832,0.32843938569321784,0.3562147838889443,0.30192163500411584,0.3598215847155276,0.49006077062838355,0.18064320153093388,0.298180544630913,0.2970854007416023,0.447615705540609,0.5364971404166413,0.1976622700249967,0.3139187005535012,0.5831478831322667,0.10212107647732646,0.2369855500017044,0.022649849733152316,0.3412548318919466,0.5115213470619683,0.6233009708737864,0.014559381898820278,0.10784540103360526,0.24276855124355873,0.14368602251186624,0.25681399378420744,0.504687182794158,0.22934952068568412,0.12914238219885804,0.21465658279063568,0.2995098501272505,0.11535614997028062,0.3824034292293605,0.3086268169947577,0.42087103048055485,0.3076481535712356,0.3030773689600456,0.19400436830971138,0.14604566993914844,0.17736919927990402,0.05670788676415234,0.2524324487549312,0.28362913201615225,0.08216949176728283
nh0004,0.9999999999999999,0.8870977703662529,0.5180117501546074,0.660574698891282,0.4050271098538426,0.27779041552926903,0.2381850454848013,0.24710120454801307,0.1817676486937187,0.3021408590256919,0.6534797399511487,0.36301140174379615,0.4555715946910462,0.40389024545283175,0.05429885023658987,0.536847739782855,0.7269187966432957,0.16064541513311806,0.48539150260660174,0.18160417663814424,0.13432443352692258,0.2594289383430752,0.27757982253895064,0.28302715353755054,0.3461956521739131,0.3589942786731222,0.24604562104562105,0.2829229093903995,0.5284902092018483,0.09356894553881806,0.22303156241137603,0.29978198821547886,0.08836858006042295,0.14715592761940946,0.6044485726574693,0.4914787591713224,0.4444560560142127,0.35469608054269414,0.10553112502122625,0.21754622857357184,0.345744072750381,0.45436154369291426,0.090978147926572,0.0,0.4948862667236162,0.326007326007326,0.04746476328520069,0.04746476328520069,0.16159275441793003,0.18239107383844227,0.4312134336941598,0.6059442126938536,0.47578771012175636,0.13781084578938302,0.2987697715289982,0.36421134792349263,0.7467086048591716,0.35281590156176046,0.3369428538150147,0.08131370336605295,0.7273439496683489,0.08646063499969034,0.43523785731510345,0.2966862548531993,0.1306918982850384,0.059900401788240576,0.046013582488248245,0.23872627221868897,0.25734980382607703,0.18234523197348865,0.15949468342563672,0.22664893068500142,0.26134999164044814,0.2687415187959021,0.2195349077482749,0.6112259766339038,0.3207282913165266,0.35840617544087583,0.592846135007367,0.47585020510784704,0.2049003125503686,0.17727865461576506,0.34980725468630347,0.17137724779758834,0.1775298006007228,0.26278566752995425,0.40980409153952846,0.1605069518270694,0.20971623855489793,0.9270016904871676,0.5222338083651951,0.4024842166887153,0.23620193888244917,0.1706821095442288,0.5587541587732443,0.18563503956673766,0.42288169212603194,0.19664733918494837,0.25175612217177007,0.3120005599153128
nh0005,0.9999999999999999,0.5479126821869025,0.5504072198987454,0.4102716974704029,0.5903465346534653,0.3623376156032962,0.4662596413112559,0.5839243498817966,0.5188287278243091,0.31566736398395107,0.32265433602372395,0.16232991167343044,0.5617034377440276,0.5340878888482617,0.2630842316562738,0.3173478751903908,0.4516200042408869,0.3137996697921638,0.3749314237865621,0.3558309748888226,0.31595837445655706,0.4706281398376126,0.29423569344134626,0.22133568639608178,0.25431098010316877,0.2573160919594867,0.19947848761408082,0.2521553232214534,0.3416419144440702,0.25225366773376273,0.26528005394809934,0.4500537695885553,0.34168416201546414,0.47820305822015385,0.4684733033462604,0.6505507970290785,0.3134167358932713,0.30522892397428153,0.4744035167795244,0.7039095384040296,0.28355320151438657,0.5075293819307382,0.24227000780774277,0.0056497175141242695,0.6592977498634025,0.1536699672292893,0.3564192106291859,0.3564192106291859,0.3809450282116098,0.11418376449598575,0.3449825659313449,0.20393343664554453,0.2538025826683067,0.27348112356425797,0.4889339012838462,0.28235793160693934,0.42500410711352066,0.3627824524533357,0.6436100772708082,0.43268729418640606,0.6017861189570227,0.4248649006082111,0.5178160655408279,0.184642791665325,0.3800880032875944,0.5177342174145324,0.22771062580171314,0.2903480759712863,0.6074452745837225,0.5454400852977577,0.6538199517500141,0.1710936852575498,0.25542746163042956,0.0,0.416120363047476,0.15115894647908018,0.419740777666999,0.11138117746683224,0.08766763782742193,0.2100349210407682,0.2944363767248707,0.15276644099806336,0.411826340485627,0.24095625752450844,0.5933966351575579,0.3721727494750573,0.6395099692830893,0.12231456465448258,0.2509244853723499,0.4649229292098448,0.4083788105809631,0.5943323651452458,0.773990850896644,0.1621105032896536,0.28089660810877515,0.3948728780139587,0.3092039824017956,0.32545024662838057,0.5409608356854638,0.33183324666212033
nh0006,0.9999999999999999,0.25570539772533685,0.5427820865649238,0.5099798466940658,0.6168915052626104,0.34029582696576577,0.5320670667189431,0.43381649712461645,0.4269320667543459,0.3051239241466588,0.2382504947151736,0.10727411756000099,0.3051722209195692,0.6312153100924445,0.2803918062952216,0.15326730481571288,0.502725707333625,0.2439927401620703,0.47183789617520244,0.22884910295887856,0.24665592755040172,0.2965657875197501,0.2075101529808364,0.17064878053625288,0.26418563922942206,0.14583504916887088,0.09200519270571811,0.29110026338881223,0.2580039187764219,0.22634190959768863,0.19808135856187306,0.3329221460805662,0.17458240961688035,0.44220707082215926,0.5218269941300696,0.4625663346760023,0.5822880327765942,0.33223856597088713,0.4219784709828022,0.3329085933387815,0.3466992929764462,0.3477430779109486,0.20372987890576297,0.9807355516637479,0.3796672898386232,0.21549166032528555,0.3034531195322783,0.30345311953227827,0.18169201276078678,0.2044002637605735,0.5693724124849903,0.2568221442929173,0.23211204734091345,0.15485488489398652,0.4297858719171188,0.2579807577137819,0.3513598214103324,0.23085593892532502,0.3357722454972063,0.27591029642797116,0.36163597141501735,0.2799670024162515,0.4476975945856623,0.21494441499523043,0.33284898623701664,0.3804672303390012,0.1479574223771751,0.6492043634702938,0.10954345780362129,0.4107680413206717,0.2426853040383019,0.12290893209978604,0.26429852711908663,0.2685033679545063,0.2647394329917009,0.34796121519012757,0.4643865251880087,0.058525883499503384,0.19530940914800812,0.14054530576376117,0.248919723797112,0.14824149273428155,0.4210581743879318,0.2583039297474597,0.2836131694639785,0.2904690755878903,0.4202753855440124,0.14064938673362784,0.2713443890400263,0.2516986814017543,0.2045963101685549,0.3326265372102398,0.3010103283351857,0.2047808899422456,0.13277305983983703,0.3250469045095597,0.1756048144605955,0.5763385889655024,0.26261614167702657,0.23933058189747397
nh0007,0.9999999999999999,0.8582586138837197,0.577627987954075,0.5561457650571698,0.5903465346534653,0.30992107449459994,0.4129575611850164,0.43241854250179873,0.6650312975807815,0.29022945913707554,0.1711359467922336,0.12094304960195956,0.5783548815631882,0.7200850966176163,0.5290685774082893,0.3050277084651329,0.7060767540192838,0.5043130741930206,0.5062003204440998,0.353569987085437,0.4895793938559539,0.22418208457216826,0.5308835486539552,0.2221416369932849,0.3129489603024575,0.7123964465294976,0.09769940204722813,0.5927162334155982,0.3374913960786089,0.42730398600341674,0.15695864339041238,0.4788021648420029,0.20602095100486012,0.37963987661407217,0.46010474080777947,0.45091913925133154,0.3853288699468848,0.39850790726635177,0.3192783859740418,0.5131371666479126,0.28969190090783375,0.37732810978875636,0.4477519082232082,0.6340579710144928,0.3123674727754089,0.2493898580855103,0.2837968085914838,0.28379680859148376,0.1722094764473206,0.23892140468227424,0.6117720173321441,0.29327186574257147,0.24202308950205798,0.09524678929635844,0.3834148391533583,0.3922442331609737,0.333796425263629,0.6413506450750015,0.48550787939031037,0.4004009374977847,0.30878780543183243,0.4037601858000609,0.42703937502672995,0.4336200643135959,0.4064484611626772,0.2165836681568672,0.24019345198941483,0.7984621611513718,0.1371223674039445,0.4240218043403735,0.419138249984106,0.11596398977349545,0.336622304870546,0.32786505376852587,0.39151630254508796,0.6581950364860916,0.3425831202046036,0.04691270615012216,0.4105055570583562,0.26879196368469205,0.20189040015460064,0.10861867225027709,0.5145591069437264,0.3529048964453163,0.21295052368670322,0.4783202644060331,0.448798279864922,0.13288724907760616,0.4424595364647551,0.19607334314681613,0.29263020557847585,0.4607474647423905,0.2935502494115259,0.3465863770294244,0.13192394254776926,0.23653284959381654,0.31873596427308243,0.16020791643272836,0.2570426278303391,0.4166859708121321
nh0008,0.8674582798459562,1.0,0.6493040452370596,0.5872724868360943,0.4590222180112749,0.3519641605461251,0.3899338402888435,0.7372153788727136,0.4504123768920001,0.2890326199138175,0.4569533215014483,0.43715883819664403,0.6820236592596941,0.3319477650038917,0.503903967154089,0.5922107545992086,0.6497373057759671,0.5859455725868181,0.6358471147505961,0.35512006963280246,0.5753465971050625,0.2725036811536369,0.3642290593387683,0.4922044990694877,0.7327647181194091,0.300665786373963,0.06010974671261751,0.576049842901668,0.37963138100772814,0.4249399078747019,0.29026275284248965,0.5622480705349325,0.5384401335665446,0.1643728576485724,0.3094184098009987,0.46009900973054074,0.5131237683888515,0.20349824032461902,0.516967240265834,0.4058382143047502,0.41857888787372044,0.25868731641608866,0.5189107331742304,0.007177033492822976,0.6747421011414787,0.4152135204766785,0.2142429810996932,0.21424298109969317,0.2749224522531949,0.1440152645138795,0.4646479651158865,0.21876495931067497,0.5074673970019314,0.7178105066702682,0.44198249257910716,0.39675463734356864,0.3447976824088987,0.3508062416075468,0.41127271580838987,0.12094572459417446,0.35918871245714334,0.12121240253981316,0.4948334976091745,0.2311908371712439,0.3358336705157335,0.30537585030375775,0.5417962075739544,0.38493685820706114,0.6264575319707054,0.2851987370274565,0.38962170087426073,0.16776935414099153,0.25055857006064486,0.5770155905713421,0.49637042030378076,0.6505484473707939,0.4157613284548269,0.4181448591211169,0.1613515301975742,0.31615872479205887,0.3374959822133299,0.16593924935955645,0.6168528032967731,0.10129130096195757,0.5948423444732646,0.5375694155740082,0.68301217656896,0.1168644802893015,0.5887055062507333,0.225285508886447,0.41187053011870517,0.37501460866360325,0.5398339561918988,0.24448404952082253,0.19027677045465707,0.11943910569071944,0.4583066417480443,0.18002864219641523,0.5630023046057019,0.5040790726335656
nh0009,0.9999999999999999,0.9026132390431016,0.8569913858960514,0.9103096618997626,0.6734405438515454,0.648008423663777,0.27365049904340816,0.312589012127228,0.9761327850608914,0.164398687088569,0.28070725487203074,0.21706710853355432,0.8219259455546177,0.4815983625919843,0.38040506283682607,0.3727854738714449,0.9054341198765521,0.7378216681716929,0.5745395639372629,0.5368911533548661,0.6736728579684148,0.2505603906841466,0.2767255515596044,0.13350178439500787,0.4006680483287767,0.40055098253163496,0.023464871842153817,0.5623509024058493,0.42445080873478663,0.4196073588118415,0.28815369904110455,0.32007833571257205,0.196895509948953,0.4144402102413175,0.4346105672737912,0.5257683290514352,0.22138393989889182,0.3588961679732471,0.23621657003849691,0.33685025715023265,0.8163453036116237,0.1431693197285433,0.5836160595929525,0.12778904665314403,0.728583618454461,0.2923717913575926,0.03170144049346346,0.03170144049346357,0.1997311209778706,0.11827836677041334,0.6158493602573465,0.2393250197191833,0.3497209334745026,0.2472605512518783,0.12789777446643164,0.3414911420861069,0.6241439625764481,0.3475337162297724,0.4047336600491542,0.691775242317354,0.3024996712828603,0.6935020687230593,0.7609083073067232,0.29465461052100783,0.5554912476624249,0.29587239289042694,0.12983329020324258,0.7003334542953954,0.13890884990184402,0.3623456688983443,0.24046707762232364,0.1426258128277611,0.2489140983665994,0.17479386194629978,0.723925764348534,0.9949728554760588,0.37617229447559963,0.16482697400403337,0.7875672347307584,0.7860262008733624,0.07286054193171207,0.07630912089364415,0.5465678997560767,0.14147610780706885,0.43803968856395314,0.49633578584111887,0.6056714512889186,0.2811926536262855,0.6761432645319136,0.18271764776630478,0.20753056990897698,0.4633048542508677,0.14137107245201522,0.1370868028801255,0.426129901666851,0.20981220324546812,0.5668766520082771,0.4061249811552847,0.2737063799468021,0.29903767572396056
nh0010,0.9999999999999999,0.7186376397576715,0.22873464690824552,0.49665143075231505,0.46996916011673506,0.1555441655820597,0.3523481756929445,0.21675451758942207,0.3738293426024303,0.43045226795243213,0.26693914436825994,0.23886356111351656,0.4777967100484677,0.22253918027529704,0.29179775069875685,0.5098748993386815,0.6151038121639278,0.49214694495229905,0.5003438123266245,0.3645630254340599,0.4937674391874166,0.17226177956501665,0.45655190990271877,0.270208647203694,0.47029444138690146,0.48979380181487353,0.2284139910722189,0.1997340043375183,0.3386060860206206,0.2320317302422704,0.11189695918239279,0.400929186318838,0.2536617079047,0.4410354111961848,0.17467578556592256,0.35979612664243743,0.5159501078773625,0.26610867511820663,0.3642778093325292,0.5744459621720248,0.39313189962700384,0.5374534277837657,0.42683461650061527,0.28661844484629295,0.29268521852782947,0.21246799727812388,0.3982735213006817,0.39827352130068167,0.3532313064927522,0.09399136839176817,0.3730204201436861,0.4025855459767876,0.3387539652282634,0.44250990693900205,0.29199572868234297,0.26083269097176914,0.3938633485348522,0.26243208108933835,0.20594355660357516,0.13049253608197545,0.20983397510405113,0.13360342463686906,0.272928663656671,0.3905070757734639,0.21143421774461757,0.11019771362505548,0.23970339481734806,0.27443402558279817,0.3592652957074939,0.504264815485825,0.4050916680441289,0.2471368578315199,0.5938908509946906,0.35480742413579736,0.39496362630139764,0.39502982499573713,0.32623125199446873,0.5531597621203499,0.30583069269502355,0.22943402294460835,0.1622984755641136,0.042518531420170175,0.2595511307735139,0.45852935197142775,0.3057843920108679,0.381182986090972,0.2470815081901017,0.9027229715449119,0.11738890074870817,0.11587275851018233,0.32246230470382725,0.4007621133600069,0.25939130495433327,0.12770007673421607,0.22749032797454083,0.21700375398257177,0.229930458704572,0.1414604188702121,0.23174770202098355,0.3609932826773874
