, a el, a la, aque, como, con , cont, de a, de e, de l, de s, de u, el a, el c, el m, el p, el s, en e, en l, entr, era , esta, habí, la c, la m, la p, las , los , más , para, pero, por , que , sin , sus , todo, una ,", que",a con,a de ,a el ,a en ,a la ,a que,aban ,abía ,ación,ament,ando ,aquel,as de,ción ,como ,de el,de la,de lo,de su,do de,e con,e de ,e el ,e hab,e la ,e las,e los,e que,e se ,e su ,en el,en la,encia,endo ,ente ,es de,había,iendo,mente,n de ,n el ,n la ,n que,o con,o de ,o el ,o en ,o la ,o que,o se ,os de,para ,pero ,que e,que l,que n,que s,r de ,r la ,r se ,s de ,s que,ue se
nh0001,0.11997638875650883,0.06127234532824763,0.022747816828451214,0.05393433989971498,0.1375876017849872,0.05466814044256824,0.03669002714266325,0.16327062078485147,0.17978113299904994,0.06824345048535364,0.04072593012835621,0.0462294341997557,0.08732226459953854,0.0598047442425411,0.09502717029949782,0.04586253392832906,0.0598047442425411,0.07264625374247324,0.038524528499796415,0.033021024428396925,0.06017164451396773,0.062373046142527526,0.0711786526567667,0.05576884125684814,0.04439493284262253,0.1320840977135877,0.2054641519989142,0.06640894912822048,0.07888355835672599,0.03412172524267682,0.15923471779915851,0.548149005511389,0.038524528499796415,0.05173293827115519,0.047330135014035594,0.07484765537103304,0.11190458278512291,0.04439493284262253,0.17794663164191676,0.1625368202419982,0.047330135014035594,0.08805606514239181,0.08622156378525864,0.04072593012835621,0.05099913772830192,0.031553423342690394,0.02458231818558438,0.11814188739937567,0.022380916557024583,0.0598047442425411,0.03338792469982356,0.052833639085435084,0.1386883025992671,0.12437919201362842,0.05503504071399488,0.05136603799972855,0.04476183311404917,0.03338792469982356,0.085854663513832,0.19739234602752828,0.03962522931407631,0.13281789825644097,0.03962522931407631,0.0711786526567667,0.05540194098542151,0.05173293827115519,0.044028032571195905,0.04843083582831549,0.05723644234255467,0.01614361194277183,0.050632237456875284,0.052833639085435084,0.04439493284262253,0.062373046142527526,0.048797736099742126,0.03669002714266325,0.04476183311404917,0.07191245319961997,0.06824345048535364,0.03338792469982356,0.04769703528546223,0.2043634511846343,0.05797024288540794,0.05650264179970141,0.037056927414089884,0.12364539147077516,0.06824345048535364,0.0733800542853265,0.0744807550996064,0.031553423342690394,0.09282576867093803,0.07558145591388629,0.04953153664259539,0.07558145591388629,0.038524528499796415,0.03742382768551652,0.037056927414089884,0.17647903055621023,0.09062436704237824,0.0462294341997557
nh0002,0.0949898883662761,0.060903380806268864,0.04087149958616982,0.12600699477159075,0.16639385207017754,0.04781803904152675,0.04426399559925111,0.11162927357329386,0.1799638361225027,0.056864695076410184,0.03828674071906026,0.026493778387872927,0.061872665381434946,0.052987556775745855,0.07689657629650923,0.02180890294123686,0.06332659224418406,0.08545859004380962,0.037155908714699835,0.05411838878010628,0.07172705856229011,0.06494206653612754,0.0675268254032371,0.04878732361669283,0.0504027979086363,0.14523113884571806,0.2037113082140717,0.1035519021135765,0.10645975583907474,0.09369750893272133,0.1392538839655272,0.5025740522236138,0.07091932141631838,0.053472199063328896,0.07075777398712403,0.136830672527612,0.07625038657973184,0.04975660819185891,0.1869103755778596,0.1264916370591738,0.06041873851868582,0.09030501291964003,0.07495800714617706,0.039417572723420696,0.057349337363993225,0.06558825625290493,0.08255073631831138,0.1319842496517816,0.04087149958616982,0.05266446191735716,0.07835050315925834,0.12713782677595117,0.08852799119850221,0.12600699477159075,0.04959506076266457,0.03150174869289769,0.04167923673214156,0.0558954105012441,0.08545859004380962,0.12132211932495468,0.03602507671033941,0.1365075776692233,0.03877138300664331,0.05718778993479888,0.06768837283243144,0.04087149958616982,0.024878304095929456,0.0504027979086363,0.07205015342067882,0.05217981962977412,0.05831862193915931,0.11809117074106774,0.06284194995660103,0.06558825625290493,0.05993409623110278,0.10985225185215604,0.055572315642855405,0.06865765740759752,0.08012752488039616,0.03166329612209203,0.04248697387811329,0.20354976078487735,0.038448288148254614,0.06461897167773885,0.034571149847590285,0.12455306790884163,0.048625776187498485,0.07721967115489792,0.10678285069746345,0.08723561176494744,0.07334253285423359,0.05379529392171759,0.06074183337707451,0.06849610997840318,0.03440960241839593,0.04054840472778112,0.0418407841613359,0.17398658124231184,0.08820489634011353,0.03828674071906026
nh0003,0.0992959581785554,0.07346286336787432,0.059739031749699995,0.07749928443204324,0.19939920056994456,0.046822484344359455,0.04197877906735675,0.14046745303307837,0.14934757937424997,0.06054631596253378,0.0347132211518527,0.04359334749302432,0.09283768447588513,0.044400631705858104,0.059739031749699995,0.026640379023514862,0.05812446332403243,0.0694264423037054,0.040364210641689185,0.05893174753686621,0.09525953711438648,0.0992959581785554,0.10091052660422296,0.06296816860103513,0.031484084300517565,0.12755090562773783,0.16630054784375944,0.05005162119569459,0.09525953711438648,0.0839575581347135,0.12755090562773783,0.5473386963013054,0.02583309481068108,0.0694264423037054,0.05247347383419594,0.15015486358708377,0.0645827370267027,0.07830656864487702,0.17518067418493105,0.12997275826623916,0.05005162119569459,0.10575423188122567,0.09687410554005405,0.03632778957752027,0.09364496868871891,0.040364210641689185,0.053280758047029725,0.1388528846074108,0.059739031749699995,0.06377545281386891,0.046822484344359455,0.07830656864487702,0.10817608451972702,0.1138270740095635,0.03632778957752027,0.04197877906735675,0.04601520013152567,0.05489532647269729,0.07830656864487702,0.14046745303307837,0.06296816860103513,0.13966016882024457,0.031484084300517565,0.05166618962136216,0.055702610685531076,0.05408804225986351,0.029869515874849997,0.04117149485452297,0.059739031749699995,0.03552050536468648,0.04762976855719324,0.09203040026305134,0.049244336982860806,0.10010324239138918,0.04601520013152567,0.08072842128337837,0.037942358003187834,0.050858905408528374,0.05893174753686621,0.04359334749302432,0.05408804225986351,0.17114425312076215,0.037942358003187834,0.0645827370267027,0.03552050536468648,0.1138270740095635,0.04762976855719324,0.055702610685531076,0.0944522529015527,0.08315027392187972,0.09525953711438648,0.05408804225986351,0.04762976855719324,0.07830656864487702,0.033905936939018916,0.04197877906735675,0.0395569264288554,0.16549326363092565,0.1041396634555581,0.059739031749699995
nh0004,0.11535688672677358,0.05936494755529868,0.022261855333237004,0.06678556599971101,0.1706742242214837,0.04654751569676829,0.04047610060588546,0.18753926614060265,0.18281705440324936,0.05936494755529868,0.03305548216147313,0.051944329110886346,0.06948397270677005,0.03845229557559119,0.07555538779765286,0.04182530395941498,0.06206335426235771,0.06206335426235771,0.061388752585592954,0.029007872100884582,0.06678556599971101,0.04587291402000353,0.06476176096941674,0.04182530395941498,0.03440468551500264,0.1436901571508934,0.35888809203885114,0.061388752585592954,0.09714264145412511,0.060714150908828195,0.14436475882765815,0.39936419264473655,0.05059512575735683,0.08499981127235948,0.04115070228265022,0.08567441294912423,0.06611096432294626,0.061388752585592954,0.17337263092854274,0.1565075890094238,0.054642735817945376,0.08095220121177092,0.05666654084823965,0.07555538779765286,0.04047610060588546,0.04857132072706256,0.06813476935324053,0.1403171487670696,0.022936457010001764,0.058690345878533924,0.060714150908828195,0.06678556599971101,0.15515838565589427,0.09511883642383084,0.086349014625889,0.04452371066647401,0.04654751569676829,0.04182530395941498,0.0829760062420652,0.19226147787795594,0.03912689725235595,0.09444423474706608,0.03980149892912071,0.11738069175706785,0.04992052408059207,0.03575388886853216,0.027658668747355068,0.03980149892912071,0.052618930787651105,0.06678556599971101,0.055991939171474894,0.1180552934338326,0.06476176096941674,0.04587291402000353,0.051944329110886346,0.09107122636324229,0.060039549232063436,0.06408715929265199,0.06341255761588722,0.03373008383823789,0.05396813414118062,0.22801536674648812,0.04587291402000353,0.05666654084823965,0.0350792871917674,0.09714264145412511,0.07150777773706432,0.09714264145412511,0.09444423474706608,0.058690345878533924,0.058015744201769165,0.058015744201769165,0.03238088048470837,0.055317337494710135,0.04047610060588546,0.03305548216147313,0.052618930787651105,0.21115032482736917,0.07757919282794713,0.03238088048470837
nh0005,0.11807772181664833,0.06578615929784692,0.04470085183058829,0.09193194055724763,0.16615222284199802,0.03879696573975588,0.04807450102534967,0.18217705651711455,0.17121269663414007,0.06494274699915659,0.05144815022011106,0.05819544860963382,0.10711336193367384,0.03711014114237519,0.09277535285593796,0.03964037803844622,0.0691598084926083,0.0691598084926083,0.030362842752852427,0.05819544860963382,0.07422028228475037,0.08518464216772487,0.05650862401225313,0.053978387116182094,0.04385743953189795,0.1400064415825973,0.2184437853607994,0.07000322079129866,0.09446217745331865,0.07337686998606004,0.16362198594592697,0.5001434931233747,0.02108530746725863,0.09867923894677039,0.05482179941487244,0.12482502020617109,0.08434122986903451,0.04807450102534967,0.1863941180105663,0.15434445066033317,0.04385743953189795,0.0969924143493897,0.05482179941487244,0.04976132562273037,0.07506369458344073,0.060725685505704854,0.04638767642796898,0.10289630044022212,0.04470085183058829,0.06578615929784692,0.059038860908324164,0.09108852825855727,0.12651184480355177,0.11639089721926764,0.052291562518801404,0.04132720263582691,0.052291562518801404,0.062412510103085544,0.07337686998606004,0.1492839768681911,0.05482179941487244,0.12398160790748074,0.03879696573975588,0.06662957159653728,0.053978387116182094,0.04638767642796898,0.031206255051542772,0.04638767642796898,0.052291562518801404,0.026989193558091047,0.057352036310943474,0.07759393147951175,0.04554426412927864,0.08518464216772487,0.053978387116182094,0.06747298389522761,0.0430140272332076,0.06325592240177588,0.04385743953189795,0.03711014114237519,0.04976132562273037,0.19482824099746973,0.050604737921420714,0.0615690978043952,0.03626672884368484,0.11639089721926764,0.04217061493451726,0.08518464216772487,0.09277535285593796,0.0691598084926083,0.07169004538867935,0.060725685505704854,0.04132720263582691,0.07000322079129866,0.0430140272332076,0.04638767642796898,0.03964037803844622,0.1922980041013987,0.09446217745331865,0.04132720263582691
nh0006,0.0943326053715279,0.059319583132402515,0.03906411572133824,0.08941342042884086,0.16435864984977866,0.037617296620547934,0.043983300664025275,0.1669629242312012,0.1441031824387144,0.0787069590829926,0.054111034369557415,0.043115209203551094,0.11111570694069543,0.03385556695849314,0.055268489650189656,0.038196024260864055,0.07263031885967332,0.059030219312244454,0.028068290555331922,0.060477038413034756,0.09346451391105372,0.08073250582409904,0.054689762009873535,0.043115209203551094,0.050928032347818744,0.1218221682865437,0.15712455434582714,0.06452813189524761,0.1009879732351633,0.08941342042884086,0.12703071704938879,0.5648381769485351,0.023149105612644882,0.07668141234188618,0.046298211225289765,0.1455500015395047,0.07407713796046363,0.06452813189524761,0.1877971192825816,0.12297962356717594,0.059030219312244454,0.08044314200394097,0.09520069683200208,0.027489562915015798,0.0734984103201475,0.051217396167976804,0.058740855492086394,0.08478359930631188,0.03906411572133824,0.056715308750979965,0.059319583132402515,0.0891240566086828,0.12442644266796625,0.09954115413437299,0.03964284336165436,0.059319583132402515,0.0393534795414963,0.055847217290505784,0.07899632290315066,0.146996820640295,0.05034930470750262,0.11285188986164381,0.03183002021738671,0.04745566650592201,0.06771113391698629,0.053242942909083234,0.049770577067186496,0.05295357908892517,0.04427266448418334,0.03443429459880926,0.040221571001970484,0.09838369885374075,0.059608946952560575,0.08073250582409904,0.0393534795414963,0.0839155078458377,0.059319583132402515,0.0691579530177766,0.054111034369557415,0.04195775392291885,0.049191849426870375,0.17882684085768172,0.046587575045447825,0.06423876807508955,0.03617047751975763,0.11979662154543727,0.041089662462444665,0.06800049773714434,0.10156670087547942,0.08680914604741831,0.08680914604741831,0.06597495099603792,0.051796123808292925,0.0839155078458377,0.0393534795414963,0.03067256493675447,0.053821670549399354,0.1825885705197365,0.09491133301184403,0.049770577067186496
nh0007,0.09312531789033178,0.05531921868709261,0.0694965058883073,0.08144990490109616,0.1759651529091941,0.03919602932100532,0.060322967111050736,0.12815155685803867,0.15289231295427605,0.07311032419449928,0.03669415510902625,0.03558221101481334,0.061712897228816885,0.026408672237556774,0.04892554014536834,0.029188532473089068,0.060878939158157196,0.07283233817094605,0.03308033680283427,0.05643116278130553,0.08450775116018168,0.10646864702088679,0.062268869275923344,0.032524364755727814,0.03947401534455855,0.1381590537059549,0.2112693779004542,0.05948900904039105,0.09368128993743824,0.08895552753703334,0.1417728720121469,0.5593078793890972,0.026130686214003544,0.07561219840647834,0.057265120851965216,0.10229885666758835,0.0875655974192672,0.05392928856932647,0.167347586179044,0.12370378048118699,0.04975949821602803,0.07783608659490418,0.08033796080688324,0.04586769388628282,0.08812156946637366,0.040029987391665,0.06365879939368949,0.12314780843408053,0.0694965058883073,0.0561531767577523,0.04670165195694251,0.0808939328539897,0.09562719210231084,0.11008246532707877,0.03919602932100532,0.05587519073419907,0.04809158207470865,0.04864755412181511,0.0722763661238396,0.11981197615144179,0.06532671553500886,0.12620565469316605,0.03891804329745209,0.054207274592879696,0.05948900904039105,0.05670914880485876,0.05059345628668772,0.03975200136811178,0.05587519073419907,0.02557471416689709,0.057821092899071676,0.083673793089522,0.055041232663539386,0.1075805911150997,0.057265120851965216,0.07978198875977678,0.04670165195694251,0.057821092899071676,0.054763246639986156,0.04558970786272959,0.04670165195694251,0.18152487338025866,0.04141991750943115,0.07394428226515896,0.03947401534455855,0.11675412989235627,0.05698713482841199,0.07867004466556386,0.09368128993743824,0.08589768127794782,0.083673793089522,0.07728011454779772,0.04920352616892157,0.08839955548992688,0.03196839270862136,0.03919602932100532,0.05226137242800709,0.18152487338025866,0.10619066099733356,0.05559720471064584
nh0008,0.0844130578357939,0.07183385706026384,0.0721648886596199,0.1049370169958693,0.1099024909862101,0.030454907140757017,0.043696171114999204,0.17677087405613312,0.2300669615524579,0.0983163850087482,0.061240845880870094,0.049323708304052125,0.07315798345768805,0.04204101311821893,0.050647834701476345,0.042703076316931037,0.06686838306992302,0.07580623625253649,0.05164092949954451,0.05892362468537771,0.052965055896968725,0.07050973066283962,0.09666122701196793,0.06521322507314274,0.054620213893749,0.17875706365226945,0.2214601399692005,0.04998577150276424,0.09070265822355894,0.047006487108559744,0.12943335534821732,0.4055137092111668,0.031779033538181234,0.09798535340939214,0.05130989790018846,0.14532287211730796,0.05925465628473377,0.04435823431371131,0.23370830914537452,0.1165231229733312,0.06521322507314274,0.09798535340939214,0.07183385706026384,0.0655442566724988,0.05759949828795349,0.040385855121438656,0.04998577150276424,0.12347478655980834,0.0721648886596199,0.07911655224609704,0.04402720271435526,0.10328185899908902,0.14035739812696713,0.16849508407223177,0.05726846668859744,0.07415107825575622,0.04204101311821893,0.030123875541400964,0.06388909867571853,0.17610881085742103,0.03939276032337049,0.18140531644711788,0.0509788663008324,0.06455116187443063,0.04204101311821893,0.041709981518862876,0.051971961098900565,0.05495124549310505,0.05759949828795349,0.030123875541400964,0.05892362468537771,0.06885457266605935,0.06289600387765036,0.07050973066283962,0.06057878268215798,0.06587528827185486,0.04634442390984764,0.07183385706026384,0.06289600387765036,0.040385855121438656,0.025158401551060146,0.21715672917757178,0.04071688672079471,0.05594434029117322,0.041709981518862876,0.0903716266242029,0.05263402429761267,0.09897844820746031,0.09136472142227106,0.02979284394204491,0.05627537189052927,0.0655442566724988,0.03376522313431756,0.060909814281514034,0.044689265913067364,0.03475831793238573,0.04204101311821893,0.23205315114859423,0.08308893143836969,0.03740657072723416
nh0009,0.10174403570143996,0.04262852298731864,0.09030711489996424,0.06342292444454725,0.13590626666688696,0.025695938943575348,0.049906563497348656,0.12818263183991632,0.11125004779617303,0.06297733012760663,0.039360831329754147,0.034904888160348015,0.0960998410201922,0.05451103810573499,0.042034397231397826,0.030448944990941886,0.04886684342448722,0.04426236881610089,0.036835796867090674,0.07515690812398339,0.09015858346098403,0.14318430717691696,0.04723299759570498,0.057481666885339074,0.03742992262301149,0.10263522433532118,0.1717023434611162,0.07946431985440931,0.11778543111130203,0.06223467293270561,0.13115326061952043,0.5817976464854604,0.05183747220409131,0.058669918397180706,0.0754539710019438,0.1029322872132816,0.07040390207661686,0.04426236881610089,0.14556081020060024,0.13917395832445145,0.04708446615672477,0.07916725697644891,0.10575438455390548,0.04589621464488314,0.12595466025521326,0.04099467715853639,0.07292893653928033,0.12521200306031224,0.08986152058302362,0.040103488524655166,0.05688754112941826,0.06223467293270561,0.10530879023696486,0.07144362214947828,0.034756356721367815,0.04366824306018007,0.04960950061938824,0.040697614280575986,0.060600827103923366,0.13709451817872859,0.07292893653928033,0.09728809253203384,0.028369504845219027,0.0445594316940613,0.06669061610211174,0.0655023645902701,0.03713285974505108,0.04233146010935823,0.03639020255015006,0.02955775635706066,0.0718892164664189,0.09817928116591507,0.03861817413485313,0.14333283861589718,0.06713621041905235,0.08035550848829054,0.05243159796001213,0.06015523278698275,0.05020362637530906,0.045450620327942524,0.038172579817912514,0.17779213245930459,0.04530208888896232,0.052134535082051715,0.030597476429922093,0.15625507380717496,0.07738487970868646,0.059858169909022346,0.10813088757758875,0.06297733012760663,0.08065257136625095,0.07961285129338952,0.06565089602925031,0.09075270921690484,0.044113837377120685,0.043519711621199865,0.06773033617497318,0.12862822615685696,0.10723969894370752,0.05733313544635887
nh0010,0.10337061924097057,0.040654908177089034,0.07910373606549882,0.060509630775202286,0.1900380591533697,0.06397632837169825,0.054048967072641625,0.1722318396804586,0.1649832901605125,0.0603520536117252,0.028521466589353162,0.03198816418584913,0.13504362909986553,0.04664284038921843,0.06271571106388153,0.05530958438045834,0.05373381274568745,0.052000463947439464,0.04475191442749336,0.03718821058059307,0.07421884399770906,0.07626734712291122,0.07595219279595704,0.04286098846576829,0.03372151298409711,0.14150429280242618,0.19823207165417833,0.07484915265161741,0.06744302596819422,0.04396402861010791,0.1558438146788413,0.5070833120692734,0.03293362716671166,0.06224297957345027,0.06697029447776295,0.10116453895229133,0.06744302596819422,0.06240055673692736,0.17097122237264187,0.14071640698504073,0.04443676010053918,0.07453399832466323,0.08162497068113225,0.07532188414204868,0.06444905986212952,0.03986702235970359,0.06791575745862548,0.13504362909986553,0.079418890392453,0.07595219279595704,0.049636806495283126,0.06003689928477102,0.13724970938854478,0.11408586635741265,0.04207310264838284,0.04585495457183299,0.05184288678396238,0.0543641213995958,0.07674007861334249,0.17585611444043164,0.04664284038921843,0.11849802693477114,0.04790345769703514,0.05483685289002707,0.061455093756064824,0.04884892067789768,0.03766094207102434,0.04301856562924538,0.03955186803274941,0.033879090147574197,0.05515200721698125,0.09943119015404334,0.06019447644824811,0.07689765577681958,0.0543641213995958,0.08729774856630747,0.046170108898787164,0.06240055673692736,0.0573580875056605,0.04144279399447448,0.04979438365876022,0.1985472259811325,0.052630772601347825,0.05231561827439365,0.028994198079784428,0.1192859127521566,0.06854606611253385,0.10274031058706222,0.06728544880471712,0.03860640505188687,0.057988396159568856,0.06287328822735863,0.04727314904312679,0.06350359688126699,0.04144279399447448,0.03655790192668472,0.045697377408355895,0.22249895482965007,0.09832815000970371,0.040654908177089034
