,de la,de el,o que,s que,a que,os de,que e,que s,mente,que l,de su,e los,as de,a con,en la,e que,es de,en el,iendo,ament,aquel,ación,de lo,do de,e con,o con,que n,ue se,n que,e hab,encia,e las,la ca,de un,iento,que a,mient,e est,ombre,ue no,que h,to de,iones,ndo s,ndo l,lo qu,ar se,ón de,s con,señor,os qu,cuand,n los,por l,quell,o por,que t,estab,con l,ra de,staba,que p,a los,orque,ue ha,de es,do se,do en,entre,el co,es qu,hombr,te de,el ca,con e,iente,ión d,en su,no de,contr,ue la,que d,cione,e una,ue es,uestr,por e,que m,on la,parec,se de,n las,los d,de qu,mento,a par,ar la,os co,los c,la co
nh0001,-0.08989919400624234,1.025102562014795,0.5625653009595857,0.24383410536583824,0.41731080311378677,-0.13915832168934344,1.155751212432579,0.4614524365939533,-1.3883386924854522,0.744322780925996,-0.3588965502352723,1.0076837823168348,0.13391954441169102,-0.8428489848786985,0.19303034980159325,0.1233852216908527,-0.884118026834501,-0.34995266638280237,-0.07812966989075007,-1.5592073309872463,-1.017298694670235,-1.1233441329094307,0.8471930640435696,-0.05388775214251269,-1.0382954036053915,0.2746756121551468,0.5365035657660154,0.4821984148702679,-0.491610738769366,0.0797311186458671,-1.925018682431627,0.061736556226491324,0.0467554706358155,0.014352567856921178,-1.403823355394857,0.22511451540900673,-1.521396525575731,-0.5523499179407454,1.955831928729467,0.6787870024245467,0.6631205956511287,-0.9700201860493641,-1.4107155174307071,-0.03600919707926592,0.3713221274616458,0.0977857445537915,0.04217458722888114,-1.3641191170577835,-0.6402383308075623,-0.7759768920987913,0.3543661157261083,-0.30741473977602907,0.584726323763294,0.9762288948645554,-1.0178471836317775,0.528250657056954,0.3272950575095969,0.10618294020690104,-0.20896914234456776,-0.0543791275746226,0.2830834144584603,0.9023401112487379,-0.6933674166818368,1.3749009028375738,0.7291222601615912,-0.6538172604154033,0.12385386915732856,-0.0019690283588130087,-0.5653966795516994,-0.8274165528785338,0.5205818800161714,2.0117386074329393,1.0918088142143514,0.68371734425683,-0.8171906900233573,-0.9795920197622229,-1.0405749199391585,-1.210246163813458,0.16799790883020901,0.8988321017490926,-0.43055875474653504,1.2882756608317234,-1.2693648773970534,-0.4424052560620586,-0.2587336368674177,-0.3089908744117221,1.0549616607354135,-0.25174293331523084,0.12752095940255626,-0.2785891776147721,-0.027012509922863435,-0.06889881236995903,1.4760838135727679,-0.008830049657274911,-1.2724165681946171,0.02309815421736685,-1.0616102402187888,0.1739218885714626,0.2667579957655098,-0.5469286117532701
nh0002,0.693438308571046,-1.2040263967457618,1.0461155182979083,0.5340342178722992,0.17589625792305894,0.5868790891787707,0.5206254404868029,0.37104066429750887,2.384416849966361,-0.2789990046958917,-1.1784432935170486,0.42290614779368296,0.008943299665541247,-0.18758147062534697,1.984965659075679,1.3217831976146777,1.6065804533522223,0.37500497079312217,0.8229627239301905,2.4947351625267173,-0.18101294420929107,1.7927850397324874,0.7628603546182448,0.07073587649506302,1.3137462715473895,0.25710901962753563,1.7051181555063137,0.054878491334711045,-0.38862623172979,0.024403742035277804,1.497039393255332,0.3915237294318086,-0.5449101544753804,0.13590185798175955,-0.061216433379618206,-0.20166144946376616,0.7430441901362502,0.2566036212781008,0.5543424206538673,1.46684081412047,0.26471857643570484,1.7580711401031177,2.441073940469865,-0.5610507097026773,0.33746292356131397,1.124412523085417,0.3429828670251052,0.878793784518698,1.0966324965170773,-0.9126706916795121,0.674628417929584,1.1845210909546735,0.46242337153547736,0.515096306305404,-0.033496501016279004,1.0596846003086062,0.2249283781895842,0.5000487960302705,0.9337171732280076,2.38316950262127,0.6826046020531775,0.7436642683562947,0.8888171651338068,1.4549946875637336,0.09550711781261959,-0.7544983798051308,-0.60956580153903,0.18892592224293633,0.35004615596192323,-0.42260093070944327,-0.14718530428125343,0.8288522224832108,0.98779084488237,-0.10093063678744826,1.1877326514039341,0.8082968224550392,1.0825127608683391,-0.35653631924758805,1.9355831342937657,0.4145840844352119,0.12671577561970424,-0.10055673948045121,2.7202125281510936,0.3058724672149086,0.27457169428233863,0.5652754042292507,0.7908933514004437,1.9288731461737905,0.6249657204275361,0.561199770945037,-0.5774851910285623,1.0019208956947003,1.0208162374249536,0.8676228584242366,1.0530911863551538,1.908274649879867,0.9502693172524259,0.22887372240449974,-0.11561105183981854,-0.5719559811780245
nh0003,0.639591868132018,0.599883538333398,1.136704152896974,1.8734031607242925,2.130429507624673,-0.4946701420945774,2.4241534645600753,1.5449645099682972,1.3743530693207857,0.19630583002518703,-0.36951402760102353,0.4589829661613979,1.3496279635599686,2.427692531397052,1.4559086167839996,0.9035827500400273,0.7226375400134749,-0.14454545719771303,0.3033282908164472,0.9080131502103467,0.8475890029317202,0.14160779205844104,-0.07780620661571892,1.2129419192440962,1.8438800413747412,2.068096962330306,1.2067675661992316,2.636677631594223,1.0904065821364586,2.3302189031817355,0.3240255553202925,-0.07509003691188437,2.1849848690420157,-0.15374751423062089,0.0764976142114267,0.9543022068977457,-0.5099072051712589,2.06278493078791,-0.37269443550044673,1.2662639592079779,1.2211530633452206,0.6181003722816424,0.10953000363586524,-0.21505279071651184,-0.061823539454834736,1.2919313263635936,0.2716242018354549,-0.772573105132047,2.319314167133283,0.36316937729661886,0.6032775586203162,2.0242829308672623,-0.06012900281023602,0.624769826567615,1.0490593807340556,1.4161240164806772,1.9784072935977306,1.743967461107492,1.0679344815972185,1.654479394742413,1.8301654600380046,1.3471750831344254,0.669547192645519,1.0672757832411226,1.3974685606919712,0.5187778303493233,-0.44645147538759267,2.8033567674408064,0.8212163286477594,3.624134627773164,2.4081341360170354,-0.14855462722022247,1.4049042037555475,0.7801013945822327,1.3111163156280379,1.5027463933017584,-0.39678023821539876,-0.5037079443201764,-0.41444436038775373,2.58494704435443,0.8576250668592365,1.257573524322673,-0.177419257374301,0.7395257760462197,1.9671457363933484,-0.2520049969017703,1.5059479494182988,2.334224736576761,1.2791128544929555,1.8732311480362946,-1.2090640852425072,2.6174227709491027,-0.9803601400405455,0.5381002160241043,0.7541844770119742,1.8681645116742818,1.2945384312063055,0.5078113009786838,-0.1226183968362426,1.2622666788654149
nh0004,-2.244470304774009,1.025102562014795,-0.772409121603831,-0.766704626326623,-1.4481728615669838,0.6896058947939456,-1.0529095339390837,-0.9919043458461828,0.6147420746698348,-0.7378803157785467,-0.9208380805539242,3.257859610119946,-0.36488535026332664,-0.12708046417987395,-0.6355805319735838,-0.5952288306881685,0.5148831340164961,-1.5714267050855866,-0.20238096510116246,0.6623851901524441,-1.086823088328233,-0.27208950557305855,2.697139147936591,-0.40751520599228286,-0.7369087706855433,0.42731459589603416,-1.0795448415558313,-0.9229869321982412,-0.7996687424355754,-0.21827260294467374,1.6847777747878614,-0.37630684122665714,-1.3983282014859755,-0.7392200012186723,-0.4371220263122034,-1.347972233339934,-0.5402284219370864,-1.0276069131174916,-0.0146872386967943,-0.9910575705702165,-0.7135054737656832,-0.032592453307509456,0.27160562773814617,0.01683893611510986,0.46222672923753694,-0.3435289269846134,0.10089354995916178,-0.11521646850179106,1.0615791672500294,-1.0262051490591795,-0.32183269410056065,-0.25966683433623844,0.5566431730479393,0.6979001562475665,-1.014454670674725,0.6330797628749051,-0.837966899805574,0.2568627040187471,-0.6430793928518985,-1.347492195079231,0.1250119880622895,-1.0723791183564793,2.6035421346156236,-1.2606338904448584,-0.7216089463809697,-0.9343540656714681,0.2822919653030813,-0.5362944600336903,2.2188383626212023,-1.1953489501110504,-0.4343655494036102,0.16308233935188682,-0.1566728483815295,0.7910258836446021,0.7517546856990164,-0.33254232760602503,0.027873116860658943,-1.5218020331415023,0.6598060002334487,-0.5459933119717574,-2.1487204999827485,-1.1926812281836228,0.6300007837625621,-0.8864647411220413,-0.8521384964641536,0.19477936410489333,-0.7746764982970352,-0.6597245406623709,-0.7556818097908571,-0.5771973802528969,-0.44830910187039014,-0.3504085435093029,0.045208021169618785,0.19941704203273053,0.42154713538020644,-0.894900834974807,-0.38899851767475796,0.5644598323699028,2.0404750129605396,-0.21622030484214788
nh0005,0.08605046041881023,1.025102562014795,0.7329376672554246,0.8248938760890031,-0.9191601190620841,1.091536988608662,0.4236589826459018,0.5475346310621175,0.281586079790136,0.12400202289062986,-0.6533191975875544,1.13197961425732,0.9701869686118485,-0.2896265014967116,0.20018158818089143,0.35207034003227966,-0.2678547211283947,-0.07719632764334615,0.4664661013805483,0.04766132845268763,-0.03234224231064067,1.3895741801064603,1.0437755177384658,1.3540429478361078,1.8941491964901354,1.0136261252867598,0.14878162090003186,0.43588002930217884,0.0933412612154249,1.3913153994733714,-0.8107971344029085,0.37613366134889314,-1.3456021756112613,1.2685893053325958,0.03642316143310774,0.8696400799529587,0.14738097126996114,0.8428764607084717,-0.29073223486816335,0.12719855683650666,1.3751458497370488,1.3399210728467408,0.1627834229837578,-0.41001137045484654,-0.597051104087848,0.7375963773339911,0.5057914720694534,-0.6152634822621476,1.1324647886567265,0.8795173051459129,1.4416698656863371,-0.4195388422003756,0.15743038441735807,1.2134689804912262,0.05893642893663955,2.3829194522976187,-0.8549210576140859,-0.00016324688774086877,-0.8193518949621992,-0.19466969621899005,-0.05451198905907584,1.7591180259185424,2.4042361562575456,0.8170663669365164,1.1479526084939624,2.610001983801155,-0.4852462340398265,1.0360015160870466,-0.6787372210914809,-0.9286327778250111,-0.03828326150725558,-0.518666020974589,-0.3558765707236977,-0.9033623699289015,0.34204045286788914,0.6803002348872121,-0.3336041245883013,0.39768607886493673,0.14056076503196918,0.25259669457269235,0.06627107763449983,0.07846411211989035,-0.8597882472566934,1.251519218654559,0.42523642909146286,0.07995012782794009,0.6010831773751056,1.0005443038618227,-1.0444683278047324,1.8917875301601603,-0.7930835132872464,1.3555404271951228,0.23162344936748883,0.7725585257829708,-0.683611756558443,-0.12771596543563285,0.5187853610968977,1.5909585216758413,0.4395708817340121,0.13543923353571333
nh0006,-0.8036444157478455,1.025102562014795,0.982685246989106,0.9554003223311052,1.3840570494324889,0.06251303874681402,1.266819957950688,1.3972931951166876,1.197479720833601,0.6066214491514584,0.37206442671954626,-0.20019270363027272,0.40591808969326426,0.8985252119844066,-0.4364800709112555,1.3101083883321765,1.4174425757506464,0.7762540102508323,-0.31545525700869836,0.9796173351197547,-0.21927855550440672,0.7475566747899972,-0.07661667907843528,-0.1083276156568891,1.187823030611597,0.9362016549123857,1.1298483622158548,1.1886482169928985,0.5904518281535013,1.045095287178605,-0.05202110050408488,-0.38610823179997766,-0.7914425672003393,0.6785402601543978,0.3120853341574515,-0.06400106453322836,0.13468556322198755,1.6471520911503073,-0.33795563111143784,1.179886926850138,1.920686925069436,0.44146253702453464,0.035661624258721,-0.2993910093155904,-1.0080827638300465,-0.10227126173902906,0.9052458241641775,1.3120519553672343,-0.7586979820517061,0.8161549779836074,-0.4404182263735413,-0.26144450677357145,0.2103350241398487,-1.103867653829305,-0.04799462383219784,0.32580441532293825,0.26136695950338185,1.6595245130971596,-0.0908642133855695,0.5729765843209668,1.6089591866698028,0.5691778480427816,0.14296212346450135,0.2320900738469315,1.8155249242631646,1.3856998427151452,-0.31481753117706873,0.9843020666974999,-0.6452139623261933,1.8487050658703688,1.369640759953025,-0.019457384473790883,0.45882456836231794,1.8992845258133573,0.44158369957686017,1.3310997857602465,1.130124141842347,1.2883013351433248,0.7757605051292576,1.0204524127159968,0.13451966855206643,-0.36609383010243696,0.024502107251172033,1.7451711937842769,1.9355973445899695,-0.15563849307829705,0.08795095049467744,1.315126202917297,-0.06327522221746455,1.8412874542393427,-0.06904050456141506,0.06789112740901847,-0.2450111691082513,0.33595437833546715,-0.10584891204385431,1.5099979254441274,0.4353921395238025,-0.6639952451929698,-0.4442936002435186,0.141681309077053
nh0007,0.27567752784432853,-0.31960173685804505,1.136704152896974,1.867058147019939,0.8948726670547177,1.1842807739540866,1.5398239679476748,2.132621649452967,1.2338357829875979,1.7689424644709952,0.38545719489548763,0.575577468324131,0.6240643654972349,0.4665675691600967,0.9607619820288571,1.1665626405898741,1.2826403603547862,-0.41039728438600603,0.9480343739917592,1.5846474584518486,1.2235119172937534,0.04096316248259249,0.13858820358188906,1.3624714557491622,0.9799395533211719,1.0317088140913016,1.1608257994018927,2.184436993022615,1.1945757831896222,2.430015653359144,-0.733063995754157,0.8002073555570577,0.33418846212454273,-0.09551068854329511,0.058365320724252975,1.007239052257959,-0.33055503183750806,1.6210802160954632,2.034391458489475,1.3744035991763015,1.9547219390537032,0.025039544703494097,0.22592775579904878,0.7267583933577739,0.6530096431635698,0.1741677586005531,0.7346583053805991,-0.5231739726486299,0.05316700352694816,0.6502464219399076,0.439975398928113,0.5244950979663872,1.514845030056259,-0.11808309803160937,1.455522011731153,1.0629099628619785,1.8980204565895427,2.075966946032514,1.2580413943707682,-0.7021322316024454,1.6840359999057262,0.43692273457273856,2.164537681260253,1.054819635072074,1.7628383112689987,0.8012102752626434,1.3325556715944582,1.665016064507763,0.6683340955822897,-0.1284170949703464,2.478629396721492,1.8399305043295375,0.5970427906538426,0.044495173836499306,2.1117510925248286,1.105322396476072,-0.3193970559735947,1.331939200104952,0.7029565737958986,0.1344862718207278,1.0049473524063313,-0.1428493449721588,0.6417361974157071,-0.3053370639762076,2.1613050779147773,-0.5034446603064047,1.4664209760979938,0.16111705246182745,-0.09918814527283369,1.371094066640892,0.6323462158810911,1.8983019643238799,0.8111613654993828,1.9039302166428203,0.3486780988595696,1.1776560080202378,1.8592300701850588,0.45072844349793806,0.394502589178063,0.5945304497256745
nh0008,0.693438308571046,-0.21414303751337227,-1.1980676021661198,-0.7493144990624804,-1.079155232759826,0.39298136010289675,-1.3057483474243927,-1.101426896648456,-0.5981683706173414,-0.6296845126340247,0.11654907007202994,-0.18882447031257085,0.5036759006159265,-1.3161396144783055,-0.5974067269652975,-1.2059005321896676,-0.07669934180584718,-0.6184136297090397,-0.017097751187819307,-0.5412634924371492,0.35659879539285977,-0.9975000179606279,0.17705943460590445,-1.1846732150342196,-1.6441251525921496,-2.1518944929090233,-1.063348493228239,-0.9914048019056226,-0.5199922958275167,-0.49993782944655263,-1.2039191156983797,0.32335905780472535,1.3376128261861913,0.8279462107262404,-0.7338061746346688,-1.8423281362341133,-0.5749441260737482,-1.3315750306421748,-0.6777520574221481,-1.1272754262894218,-1.1258145245314457,-0.5232883483623298,0.27296882643764664,0.2934513788765856,0.07672039273828508,-0.35267882894076813,-0.23082131894221916,-1.0384914465037989,-1.915078711421213,-0.39863673110227765,-0.41237105470831936,-0.654212133478773,-0.24760485272313562,-0.4365669231813016,0.6694271493683457,-0.9266420888158904,-0.6392227861250873,-0.36323770037296904,-1.3373810699184203,-0.3947494540592356,-0.1974430532981779,-0.9572874063844579,-0.19716645327896684,-1.2674407958926475,-1.1740274525691636,-0.5330068107539878,-0.10054080075489012,-0.8630222367303798,0.4162930503204268,-0.32262169034894533,-0.940742298613516,-0.7868192576827269,-0.9077306819415382,-0.8440830385807232,-1.4944148781487991,-0.874807911704572,-0.988247947684843,-0.17122798234975747,0.6589990505310014,-0.7911094582204173,-0.5844216488387736,-1.3148061918336549,0.178300297355485,0.6810260117632573,-1.1825461051610195,-1.0672873731910153,-0.34124213540422876,-1.030454606524778,-1.0146695358434035,-0.2592104897324976,0.32329097581178173,0.09679293883213538,-0.08729057128541924,-0.4738197094566171,-0.37728938844043725,-0.3628434905639319,-0.8534789574681647,-0.8286635733552213,0.7347960804961804,-0.9786360875403479
nh0009,-3.415447397918578,-1.3940943187645343,1.136704152896974,0.475527964782733,0.7632828202905686,-1.427797509328966,0.05688231779490848,0.6548234138889838,0.1875592946555585,0.4153295752962949,-0.9568618918771078,-1.1079271231323111,-1.4918027507947305,-1.179908083526744,-1.822879089879815,0.35648180394601703,-1.7811660834728418,-1.348037907732039,0.5122054526037434,0.9268577665136152,1.1281542476700877,-0.7565424599108974,-1.243450902224263,-0.0978430491326606,-0.7567146443780557,-0.9811594547762839,1.0346542741067604,0.7443680428021682,0.06947726510142678,1.5496100540560007,-1.071966403669616,-1.4802711889859164,-1.3761906778508386,-0.43545402751346163,-0.8384956698012831,0.387842247030099,-0.2924744567829776,-0.1590107669055158,-0.6773485284211033,1.1063022489750016,0.9537031690812777,-0.5631510515561956,-1.0625182147705925,0.005636159869882849,0.3144036381464327,1.2919313263635936,0.8050224599613071,-0.34277715503594314,-1.2147047960253499,-1.1475894017487154,0.8586263664169611,-0.5424410527226694,-1.0964450494652531,-1.2058525424682427,1.4272480385609987,0.797390812688143,-0.07222846487659974,0.7495450152774292,-1.1907459615819176,-0.6983854017395011,0.6636617871241178,0.6598860911678897,-0.4491829184100297,1.6339499894920868,0.8895936579900859,-1.0175976168310603,0.19303370511291543,-0.40007229115796333,-0.044290741437759726,1.1087689810714314,0.7067242664953697,-0.18026105631660458,-1.5687725108896802,0.45007770740234304,-0.5109421956555364,-0.28776591016600583,0.21246986906201612,-1.3759813087671906,-1.753247230960362,-0.6355927837507579,-0.5147854252194416,-0.024357131310046975,-0.938438624857987,-0.16752907355226274,-0.43026218005459754,-0.9946369216182297,0.33497675692781853,-0.14230829048209193,-1.293923990184267,-1.2286826006705278,0.0075980047841827094,-1.296863674063995,-0.8895475024087792,0.6873284344494223,2.311114781079908,0.23978510774179207,0.3199886341708351,-0.9022829068754361,-0.19105219710920213,-1.4399135497092137
nh0010,-0.5748686900187329,1.025102562014795,0.47965327620493653,0.6517950406525974,0.1730927341724565,1.847361031533616,-0.6106937098174564,-0.185031785974416,0.9334166344750507,0.015685144383752857,-0.61099436102957,-0.04166412576594326,1.291829522265825,0.4496655932314933,-1.1982892139126273,0.5708389170178123,0.8244914254140528,-0.8003016297514304,0.25390304414916076,1.149433455323131,1.1340203696159117,-0.48675695920617174,-0.2290105053469114,0.8208958405578758,0.8348726577778898,0.577037520129188,0.3926196908877536,0.04378585198046223,0.20080583160271306,0.5096468818723644,-0.4158009654625262,1.0125342531692396,0.8371621543887547,-0.9294311087424402,-0.7879615667634742,0.748366105275136,-0.8474534349593847,0.4688324965777566,1.038544556227752,0.5884794113217967,0.032401588407037475,-0.3571724681212217,-0.1606970771564868,0.4201829700421586,0.06198631302658527,-0.6148495220101226,0.2063586874003322,-0.6317584968465964,1.1762024770460786,1.3325661147828913,0.6762506476661513,0.03507658059882571,0.07184297571115825,0.7003131727780848,0.9580180240966176,0.01971243900709448,0.7571986334048314,0.20960309369077998,0.7330572124373591,-0.13357541632547498,0.378821210564107,0.6154456833000479,-0.4460755098791959,-0.8422364239795069,0.12677216242552,-0.033915277076127244,0.5333721577278401,-0.49359715324305126,0.048313626020852395,5.733659686506228,0.4717300319809068,1.3369236171677603,0.17724583365516974,-0.4809187966536894,0.6514502220162806,1.5706728106182468,-0.6756867675000062,-0.7290101815452048,0.05837002488562779,-0.08732384844014454,-1.4959365333878747,0.5751541649615071,-0.13670389486837153,-0.7999936769581187,-0.38033388686377256,0.27231702684950765,1.042884494607028,-0.20055576166747233,0.9589784693071741,0.10037454305076035,0.31864001489771987,0.028072857688409853,2.495362085666306,0.7656769487081326,-0.40076958538340574,-0.6718977888840155,-0.8821014258939718,2.3678542390789743,0.10077244019590845,-0.7922928394615217
