,a,aquel,aquella,aquí,así,bien,casa,como,con,corazón,cuando,de,decir,dijo,donde,dos,día,el,ella,en,entonces,entre,era,es,esa,ese,eso,esta,estaba,este,está,fue,ha,había,hacer,hasta,he,hombre,joven,la,las,le,les,lo,los,mano,me,mi,mis,mismo,mujer,muy,más,nada,ni,no,noche,nos,o,ojos,os,otra,otro,padre,para,pero,por,porque,pues,que,quien,qué,se,ser,señor,si,siempre,sin,sobre,su,sus,sí,también,tan,te,tenía,tiempo,todo,todos,tu,un,una,uno,usted,ver,vida,y,ya,yo,él
nh0001,0.517439082656474,0.011944577161968466,0.009077878643096034,0.013377926421404682,0.01385570950788342,0.0358337314859054,0.02771141901576684,0.06641184902054467,0.17773530817009078,0.008600095556617296,0.03248924988055423,1.0,0.018155757286192068,0.026755852842809364,0.014811275680840898,0.040611562350692784,0.014811275680840898,0.8967988533205925,0.019589106545628284,0.3521261347348304,0.012422360248447204,0.023889154323936932,0.04491161012900143,0.09412326803631152,0.005733397037744864,0.015766841853798376,0.01385570950788342,0.012900143334925944,0.025322503583373148,0.017677974199713332,0.015289058767319636,0.023411371237458192,0.035355948399426664,0.061156235069278544,0.015766841853798376,0.029144768275203056,0.008122312470138558,0.03917821309125657,0.003822264691829909,0.5843287147634973,0.17247969421882464,0.19254658385093168,0.01385570950788342,0.16149068322981366,0.2709030100334448,0.018633540372670808,0.07501194457716197,0.022455805064500716,0.006211180124223602,0.022455805064500716,0.007644529383659818,0.027233635929288104,0.08838987099856666,0.017677974199713332,0.047778308647873864,0.272336359292881,0.018155757286192068,0.011944577161968466,0.05255613951266125,0.01433349259436216,0.0,0.020066889632107024,0.02866698518872432,0.01385570950788342,0.0965121834687052,0.045389393215480175,0.19350215002388915,0.05924510272336359,0.043478260869565216,0.7080745341614907,0.016244624940277116,0.04491161012900143,0.3707596751075012,0.012900143334925944,0.015289058767319636,0.06641184902054467,0.011944577161968466,0.04921165790731008,0.024844720496894408,0.18681318681318682,0.06736741519350214,0.020066889632107024,0.018155757286192068,0.030578117534639272,0.05542283803153368,0.018633540372670808,0.016244624940277116,0.03487816531294792,0.026755852842809364,0.011466794075489728,0.15671285236502627,0.09746774964166269,0.019589106545628284,0.037267080745341616,0.022455805064500716,0.004300047778308648,0.6187290969899666,0.045389393215480175,0.05351170568561873,0.045389393215480175
nh0002,0.5174041297935104,0.015142576204523106,0.019272369714847592,0.012192723697148475,0.022222222222222223,0.028908554572271386,0.023205506391347098,0.1512291052114061,0.20196656833824975,0.003146509341199607,0.04287118977384464,1.0,0.025565388397246803,0.018289085545722714,0.011209439528023599,0.018289085545722714,0.013372664700098328,0.5815142576204523,0.02281219272369715,0.43579154375614554,0.025565388397246803,0.019075712881022614,0.07315634218289085,0.09931170108161258,0.0058997050147492625,0.00983284169124877,0.023992133726647002,0.02261553588987217,0.02831858407079646,0.017305801376597835,0.017502458210422813,0.01632251720747296,0.026352015732546707,0.06607669616519174,0.03736479842674533,0.03716814159292035,0.025565388397246803,0.021632251720747297,0.003933136676499509,0.6053097345132743,0.17954768928220255,0.09006882989183874,0.01710914454277286,0.17935103244837758,0.2534906588003933,0.013569321533923304,0.3811209439528024,0.1528023598820059,0.05309734513274336,0.02831858407079646,0.013962635201573254,0.046214355948869225,0.13490658800393313,0.030678466076696165,0.05191740412979351,0.3453294001966568,0.010422812192723696,0.027138643067846607,0.08279252704031465,0.010619469026548672,0.00019665683382497542,0.020058997050147492,0.014749262536873156,0.016125860373647983,0.12900688298918386,0.11937069813176007,0.15909537856440512,0.05132743362831858,0.026941986234021633,0.6289085545722713,0.018682399213372666,0.043461160275319564,0.27944936086529004,0.03657817109144543,0.003343166175024582,0.08259587020648967,0.03146509341199607,0.08593903638151426,0.024582104228121928,0.1295968534906588,0.06529006882989184,0.02182890855457227,0.02182890855457227,0.0375614552605703,0.0375614552605703,0.022222222222222223,0.022025565388397245,0.05467059980334316,0.031071779744346117,0.015732546705998034,0.2182890855457227,0.16656833824975417,0.016125860373647983,0.03579154375614552,0.023402163225172076,0.02438544739429695,0.6444444444444445,0.043067846607669616,0.09478859390363815,0.02654867256637168
nh0003,0.6576271186440678,0.02824858757062147,0.03615819209039548,0.014689265536723164,0.0327683615819209,0.022598870056497175,0.05649717514124294,0.10847457627118644,0.27796610169491526,0.02937853107344633,0.04858757062146893,1.0,0.021468926553672316,0.02824858757062147,0.011299435028248588,0.021468926553672316,0.024858757062146894,0.696045197740113,0.07231638418079096,0.3943502824858757,0.03728813559322034,0.022598870056497175,0.08361581920903954,0.1152542372881356,0.01807909604519774,0.0192090395480226,0.02598870056497175,0.0384180790960452,0.04632768361581921,0.022598870056497175,0.0192090395480226,0.015819209039548022,0.03615819209039548,0.12655367231638417,0.024858757062146894,0.03389830508474576,0.024858757062146894,0.015819209039548022,0.020338983050847456,0.696045197740113,0.17853107344632768,0.09152542372881356,0.00903954802259887,0.1367231638418079,0.23389830508474577,0.00903954802259887,0.43615819209039547,0.23389830508474577,0.0576271186440678,0.013559322033898305,0.02711864406779661,0.0711864406779661,0.07457627118644068,0.011299435028248588,0.02824858757062147,0.2734463276836158,0.01694915254237288,0.03615819209039548,0.02711864406779661,0.02711864406779661,0.0,0.022598870056497175,0.011299435028248588,0.031638418079096044,0.1310734463276836,0.11751412429378531,0.17853107344632768,0.04745762711864407,0.022598870056497175,0.7559322033898305,0.011299435028248588,0.05423728813559322,0.3502824858757062,0.015819209039548022,0.02937853107344633,0.04971751412429379,0.024858757062146894,0.03615819209039548,0.02598870056497175,0.17627118644067796,0.09717514124293786,0.030508474576271188,0.02937853107344633,0.02824858757062147,0.08361581920903954,0.03502824858757062,0.015819209039548022,0.05084745762711865,0.022598870056497175,0.015819209039548022,0.21129943502824858,0.207909604519774,0.02711864406779661,0.06440677966101695,0.031638418079096044,0.013559322033898305,0.7943502824858757,0.05423728813559322,0.192090395480226,0.022598870056497175
nh0004,0.5248573757131214,0.009779951100244499,0.008964955175224124,0.012224938875305624,0.018744906275468622,0.018744906275468622,0.004074979625101874,0.07660961695191525,0.20211898940505296,0.004074979625101874,0.03667481662591687,1.0,0.008149959250203748,0.03830480847595762,0.018744906275468622,0.018744906275468622,0.018744906275468622,0.7954360228198859,0.004074979625101874,0.4001629991850041,0.009779951100244499,0.029339853300733496,0.03667481662591687,0.08068459657701711,0.007334963325183374,0.017114914425427872,0.010594947025264874,0.013039934800325998,0.02689486552567237,0.017929910350448247,0.012224938875305624,0.02444987775061125,0.013854930725346373,0.04645476772616137,0.02689486552567237,0.039119804400977995,0.008964955175224124,0.018744906275468622,0.004889975550122249,0.5101874490627547,0.17440912795436023,0.08801955990220049,0.022004889975550123,0.16462917685411574,0.4449877750611247,0.012224938875305624,0.05297473512632437,0.020374898125509373,0.007334963325183374,0.022004889975550123,0.008964955175224124,0.012224938875305624,0.07660961695191525,0.013854930725346373,0.018744906275468622,0.20048899755501223,0.014669926650366748,0.02852485737571312,0.039119804400977995,0.013854930725346373,0.012224938875305624,0.012224938875305624,0.013854930725346373,0.02689486552567237,0.11246943765281174,0.07986960065199673,0.1621841890790546,0.013039934800325998,0.042379788101059496,0.4938875305623472,0.011409942950285249,0.02444987775061125,0.33659331703341483,0.017929910350448247,0.007334963325183374,0.05460472697636512,0.017929910350448247,0.061124694376528114,0.017114914425427872,0.13039934800325997,0.10350448247758762,0.013854930725346373,0.027709861450692746,0.03341483292583537,0.05786471067644662,0.009779951100244499,0.017114914425427872,0.030969845150774247,0.017929910350448247,0.008149959250203748,0.14343928280358598,0.10431947840260798,0.018744906275468622,0.0,0.009779951100244499,0.011409942950285249,0.7457212713936431,0.05867970660146699,0.027709861450692746,0.035859820700896494
nh0005,0.6197916666666666,0.019791666666666666,0.0125,0.025,0.023958333333333335,0.017708333333333333,0.017708333333333333,0.10520833333333333,0.2,0.014583333333333334,0.030208333333333334,1.0,0.019791666666666666,0.021875,0.010416666666666666,0.01875,0.026041666666666668,0.7052083333333333,0.015625,0.3802083333333333,0.025,0.016666666666666666,0.075,0.08229166666666667,0.027083333333333334,0.021875,0.020833333333333332,0.030208333333333334,0.023958333333333335,0.036458333333333336,0.014583333333333334,0.009375,0.06145833333333333,0.09166666666666666,0.017708333333333333,0.014583333333333334,0.042708333333333334,0.0125,0.022916666666666665,0.5583333333333333,0.17395833333333333,0.09166666666666666,0.023958333333333335,0.14270833333333333,0.271875,0.009375,0.22083333333333333,0.125,0.05520833333333333,0.009375,0.005208333333333333,0.046875,0.09583333333333334,0.015625,0.028125,0.20729166666666668,0.027083333333333334,0.03125,0.017708333333333333,0.010416666666666666,0.0020833333333333333,0.005208333333333333,0.00625,0.004166666666666667,0.11458333333333333,0.090625,0.19583333333333333,0.042708333333333334,0.020833333333333332,0.6125,0.01875,0.029166666666666667,0.3229166666666667,0.01875,0.04583333333333333,0.036458333333333336,0.029166666666666667,0.025,0.019791666666666666,0.184375,0.121875,0.010416666666666666,0.026041666666666668,0.034375,0.014583333333333334,0.0125,0.020833333333333332,0.03958333333333333,0.028125,0.005208333333333333,0.1875,0.15416666666666667,0.009375,0.0,0.030208333333333334,0.019791666666666666,0.740625,0.04583333333333333,0.125,0.041666666666666664
nh0006,0.6296715741789355,0.016610041525103814,0.020385050962627407,0.023027557568893922,0.026802567006417515,0.026802567006417515,0.020385050962627407,0.11325028312570781,0.21404303510758776,0.040392600981502456,0.03208758021895055,1.0,0.016232540581351453,0.04492261230653077,0.011702529256323141,0.027557568893922236,0.014345035862589657,0.6855417138542846,0.02642506606266516,0.4197810494526236,0.015855039637599093,0.015100037750094376,0.08229520573801434,0.14533786334465837,0.02982257455643639,0.033597583993959984,0.026047565118912798,0.03322008305020763,0.04303510758776897,0.03850509626274066,0.01963004907512269,0.01963004907512269,0.05738014345035863,0.09248773121932805,0.02453756134390336,0.02453756134390336,0.05171762929407323,0.020762551906379767,0.03737259343148358,0.5413363533408834,0.16006040015100037,0.1895054737636844,0.010192525481313703,0.11589278973197432,0.20687051717629293,0.008305020762551907,0.19026047565118911,0.1004152510381276,0.021140052850132124,0.01245753114382786,0.016610041525103814,0.027180067950169876,0.0909777274443186,0.015477538693846734,0.027180067950169876,0.2789731974329936,0.021140052850132124,0.026802567006417515,0.028690071725179313,0.026047565118912798,0.0,0.016232540581351453,0.012835032087580219,0.01698754246885617,0.12986032465081163,0.12042280105700265,0.16496791241978104,0.03473008682521706,0.026802567006417515,0.7319743299358248,0.01736504341260853,0.0502076255190638,0.3710834277085693,0.02944507361268403,0.03133257833144583,0.03850509626274066,0.01849754624386561,0.02944507361268403,0.021895054737636845,0.24499811249528125,0.1004152510381276,0.01925254813137033,0.023405058512646282,0.04718761796904492,0.029067572668931674,0.026802567006417515,0.01698754246885617,0.044167610419026046,0.014345035862589657,0.0056625141562853904,0.21026802567006417,0.19101547753869386,0.01925254813137033,0.19479048697621745,0.022650056625141562,0.01887504718761797,0.6749716874292185,0.0362400906002265,0.08607021517553794,0.05171762929407323
nh0007,0.5921869295363271,0.03066812705366922,0.03322380430814166,0.03139832055494706,0.03066812705366922,0.02555677254472435,0.018254837531945966,0.10295728368017525,0.22818546914932458,0.01569916027747353,0.03687477181453085,1.0,0.01569916027747353,0.04892296458561519,0.012413289521723256,0.01606425702811245,0.01715954728002921,0.6166484118291348,0.040160642570281124,0.42278203723986857,0.017889740781307048,0.023001095290251915,0.07740051113545089,0.11427528294998175,0.020080321285140562,0.02774735304855787,0.031033223804308143,0.023001095290251915,0.03723986856516977,0.024096385542168676,0.017889740781307048,0.019350127783862723,0.03139832055494706,0.11208470244614822,0.018985031033223805,0.028112449799196786,0.014603870025556773,0.03139832055494706,0.0397955458196422,0.5666301569916028,0.1832785688207375,0.1321650237312888,0.02154070828769624,0.14275282949981746,0.28112449799196787,0.006936838262139467,0.1058780576852866,0.03468419131069733,0.01022270901788974,0.017524644030668127,0.014603870025556773,0.03431909456005842,0.08251186564439576,0.02044541803577948,0.03468419131069733,0.27455275648046734,0.01533406352683461,0.04381161007667032,0.05330412559328222,0.014603870025556773,0.0,0.012048192771084338,0.014238773274917854,0.002555677254472435,0.12194231471339904,0.12449799196787148,0.18765972982840454,0.045271997079225995,0.03285870755750274,0.7353048557867835,0.02117561153705732,0.05147864184008762,0.38809784592917124,0.022635998539612998,0.02044541803577948,0.05585980284775466,0.024461482292807594,0.033953997809419496,0.01606425702811245,0.21102592186929536,0.09967141292442497,0.0208105147864184,0.02190580503833516,0.03468419131069733,0.04746257758305951,0.01533406352683461,0.019350127783862723,0.04089083607155896,0.03431909456005842,0.007667031763417305,0.17342095655348666,0.13472070098576122,0.009857612267250822,0.11427528294998175,0.025191675794085433,0.025191675794085433,0.7217962760131434,0.07849580138736766,0.06462212486308871,0.045271997079225995
nh0008,0.42970222389747453,0.02412363362231436,0.026385224274406333,0.007538635506973238,0.020354315868827744,0.0158311345646438,0.04560874481718809,0.11684885035808519,0.1236336223143611,0.021108179419525065,0.03241613267998492,1.0,0.018092725216735772,0.023369770071617037,0.00980022615906521,0.025631360723709008,0.019223520542781758,0.6091217489634376,0.02789295137580098,0.342254052016585,0.00980022615906521,0.026385224274406333,0.06973237843950245,0.058424425179042595,0.01997738409347908,0.026385224274406333,0.01960045231813042,0.011684885035808518,0.02223897474557105,0.00603090840557859,0.010554089709762533,0.017715793441387108,0.01960045231813042,0.05955522050508858,0.021108179419525065,0.013569543912551827,0.011684885035808518,0.0158311345646438,0.011684885035808518,0.6121372031662269,0.2035431586882774,0.12702600829249905,0.011307953260459858,0.13908782510365625,0.25480588013569544,0.01997738409347908,0.05578590275160196,0.01960045231813042,0.003769317753486619,0.013192612137203167,0.007161703731624576,0.022992838296268376,0.06407840180927252,0.0158311345646438,0.01997738409347908,0.19600452318130418,0.018469656992084433,0.007161703731624576,0.028646814926498305,0.024500565397663022,0.0007538635506973238,0.017715793441387108,0.012438748586505842,0.006784771956275914,0.10214851111948738,0.05352431209950999,0.14511873350923482,0.012815680361854504,0.010177157934413872,0.47908028646814926,0.01394647568790049,0.05201658499811534,0.31323030531473806,0.01960045231813042,0.006784771956275914,0.04070863173765549,0.011307953260459858,0.03580851865812288,0.052770448548812667,0.17866566151526575,0.11157180550320392,0.01206181681115718,0.008669430833019224,0.025254428948360347,0.049001130795326045,0.00980022615906521,0.014700339238597813,0.0395778364116095,0.018846588767433094,0.014700339238597813,0.16396532227666794,0.1662269129287599,0.013569543912551827,0.0003769317753486619,0.010177157934413872,0.023369770071617037,0.42065586128910665,0.03279306445533359,0.021108179419525065,0.034677723332076894
nh0009,0.7052779075198505,0.045305931807566556,0.045305931807566556,0.025688930406352173,0.032227930873423634,0.0270901447921532,0.012610929472209247,0.09598318542737039,0.211816907986922,0.003503035964502569,0.04040168145726296,1.0,0.014479215319943952,0.02825782344698739,0.0406352171882298,0.017515179822512845,0.020784680056048575,0.8360579168612797,0.018449322746380198,0.36244745446053245,0.03152732368052312,0.027790751985053715,0.11980382998598786,0.09201307800093414,0.006539000467071462,0.009808500700607193,0.008640822045773003,0.026389537599252687,0.0425035030359645,0.026156001868285848,0.010509107893507707,0.029425502101821578,0.047874824848201776,0.1828584773470341,0.05955161139654367,0.04600653900046707,0.024287716020551145,0.029425502101821578,0.027323680523120036,0.588042970574498,0.16300794021485288,0.1767865483418963,0.0425035030359645,0.2856141989724428,0.2741709481550677,0.009574964969640354,0.08664175618869686,0.032227930873423634,0.007006071929005138,0.03853339560952826,0.008874357776739842,0.027557216254086876,0.13825315273236805,0.032227930873423634,0.03549743110695937,0.3535730966837926,0.02148528724894909,0.020551144325081736,0.046940681924334426,0.005838393274170948,0.0,0.017281644091546006,0.019617001401214387,0.007940214852872489,0.1688463334890238,0.09948622139187295,0.2001401214385801,0.08594114899579636,0.03549743110695937,0.9124241008874358,0.022652965903783278,0.028958430639887903,0.5189163942083139,0.03409621672115834,0.006071929005137786,0.07122839794488557,0.02498832321345166,0.08033629145259225,0.034796823914058854,0.21812237272302662,0.09224661373190098,0.007940214852872489,0.01704810836057917,0.028958430639887903,0.02358710882765063,0.04040168145726296,0.0203176085941149,0.06165343297524521,0.04647361046240075,0.004203643157403083,0.20364315740308267,0.15740308267164876,0.012610929472209247,0.02171882297991593,0.0270901447921532,0.020551144325081736,0.6415226529659038,0.05534796823914059,0.06445586174684727,0.06749182624941616
nh0010,0.5031496062992126,0.04173228346456693,0.0328740157480315,0.021456692913385828,0.019291338582677165,0.029133858267716535,0.023031496062992127,0.07401574803149606,0.23484251968503936,0.0031496062992125984,0.03720472440944882,1.0,0.017716535433070866,0.02125984251968504,0.012401574803149606,0.039960629921259844,0.021850393700787403,0.7519685039370079,0.012598425196850394,0.3124015748031496,0.012598425196850394,0.022637795275590553,0.04921259842519685,0.06535433070866142,0.007874015748031496,0.01141732283464567,0.020866141732283464,0.024803149606299212,0.023425196850393702,0.021653543307086614,0.014763779527559055,0.016141732283464567,0.021456692913385828,0.07677165354330709,0.017913385826771655,0.025393700787401576,0.01653543307086614,0.030708661417322834,0.014173228346456693,0.47716535433070867,0.17716535433070865,0.18503937007874016,0.027559055118110236,0.13484251968503938,0.25019685039370076,0.019291338582677165,0.10708661417322834,0.10846456692913385,0.0076771653543307086,0.01437007874015748,0.004724409448818898,0.05216535433070866,0.10137795275590551,0.020866141732283464,0.023425196850393702,0.22696850393700788,0.01515748031496063,0.07893700787401575,0.037992125984251966,0.012401574803149606,0.013779527559055118,0.01515748031496063,0.021456692913385828,0.005118110236220472,0.08188976377952756,0.0562992125984252,0.19015748031496063,0.018700787401574805,0.026771653543307086,0.6271653543307086,0.009645669291338583,0.058858267716535434,0.38405511811023624,0.013779527559055118,0.0594488188976378,0.04566929133858268,0.01358267716535433,0.041141732283464565,0.04015748031496063,0.1643700787401575,0.07775590551181102,0.02637795275590551,0.025196850393700787,0.057283464566929135,0.03818897637795276,0.02125984251968504,0.016338582677165356,0.04625984251968504,0.03582677165354331,0.006889763779527559,0.1828740157480315,0.12598425196850394,0.012401574803149606,0.04744094488188976,0.021062992125984253,0.004921259842519685,0.6356299212598425,0.07047244094488189,0.046456692913385826,0.04665354330708661
