, a e, a l, com, con, de , des, el , en , est, hab, la , las, le , lo , los, me , no , par, per, por, que, se , su , sus, tod, un , una,", qu",", y ",. — ,... ,a a ,a co,a de,a el,a en,a la,a qu,aba ,abía,ado ,ando,ante,ara ,ción,como,con ,de e,de l,de s,dos ,e co,e de,e el,e en,e es,e ha,e la,e lo,e se,e su,el c,en e,en l,ente,ento,era ,ero ,esta,ido ,ient,ión ,la c,las ,los ,ment,n de,n el,n la,ndo ,nte ,nto ,o a ,o de,o en,o qu,o se,omo ,os d,"os, ",para,por ,que ,s de,s qu,s y ,sus ,ue e,ue s,una 
nh0001,0.1589519650655022,0.09039301310043668,0.11397379912663755,0.29912663755458513,1.0,0.11615720524017467,0.8222707423580786,0.3406113537117904,0.15458515283842794,0.11397379912663755,0.5310043668122271,0.15807860262008733,0.1720524017467249,0.14148471615720523,0.2480349344978166,0.062882096069869,0.2349344978165939,0.15065502183406113,0.11004366812227075,0.251528384279476,0.6899563318777293,0.32096069868995636,0.16986899563318777,0.06593886462882097,0.08034934497816594,0.14366812227074235,0.08995633187772925,0.137117903930131,0.15938864628820962,0.09737991266375545,0.021397379912663755,0.06200873362445415,0.10043668122270742,0.24716157205240175,0.1965065502183406,0.07423580786026202,0.13799126637554585,0.11441048034934498,0.13842794759825328,0.08209606986899563,0.14585152838427948,0.1572052401746725,0.10393013100436681,0.11135371179039301,0.060698689956331875,0.06681222707423581,0.1646288209606987,0.20698689956331878,0.22358078602620088,0.09082969432314411,0.10960698689956332,0.0703056768558952,0.1589519650655022,0.2480349344978166,0.08034934497816594,0.07248908296943231,0.11135371179039301,0.21048034934497817,0.12445414847161572,0.08777292576419214,0.08384279475982533,0.10436681222707424,0.0794759825327511,0.0965065502183406,0.11266375545851529,0.06026200873362445,0.10436681222707424,0.09563318777292576,0.09213973799126637,0.08122270742358079,0.059388646288209605,0.05283842794759825,0.0890829694323144,0.18253275109170305,0.28864628820960697,0.0611353711790393,0.07074235807860262,0.09126637554585153,0.11528384279475982,0.21004366812227074,0.11441048034934498,0.06637554585152838,0.10873362445414847,0.27685589519650655,0.08602620087336245,0.1572052401746725,0.09737991266375545,0.06637554585152838,0.11135371179039301,0.125764192139738,0.1056768558951965,0.19563318777292577,0.7266375545851529,0.23275109170305677,0.11135371179039301,0.0890829694323144,0.06157205240174673,0.1165938864628821,0.09126637554585153,0.0982532751091703
nh0002,0.12328013208585581,0.10181618051733626,0.23610346725371492,0.37424325811777653,1.0,0.14841313520454963,0.5488901119060723,0.42652724270776005,0.18418638781874885,0.11667583929554211,0.558062740781508,0.16840946615299945,0.0787011557512383,0.15905338470005503,0.2346358466336452,0.3325995230232985,0.2904054301962943,0.1966611630893414,0.16840946615299945,0.2162905888827738,0.6374977068427812,0.24197394973399378,0.11997798569069895,0.06512566501559347,0.1298844248761695,0.20344890845716382,0.16052100532012475,0.09686296092460099,0.20234819299211154,0.12456430012841681,0.1518987341772152,0.0812694918363603,0.11704274445055952,0.2667400476976702,0.15630159603742433,0.09759677123463585,0.12731608879104753,0.10328380113740598,0.15061456613465418,0.08053568152632544,0.13942395890662262,0.17116125481563016,0.09979820216474042,0.15501742799486332,0.1443771784993579,0.14639515685195378,0.1913410383415887,0.1363052650889745,0.21152082186754723,0.07154650522839846,0.09649605576958356,0.10254999082737112,0.16584113006787746,0.1518987341772152,0.08200330214639516,0.07686662997615117,0.10144927536231885,0.20546688680975966,0.09888093927719685,0.08585580627407816,0.056319941295175195,0.07264722069345074,0.07961841863878187,0.10787011557512383,0.22968262704090991,0.10970464135021098,0.16162172078517703,0.12878370941111722,0.11245643001284168,0.08292056503393873,0.08879104751421757,0.11355714547789396,0.0825536598789213,0.18583746101632728,0.2594019445973216,0.17519721152082188,0.0864061640066043,0.089157952669235,0.12694918363603008,0.23115024766097964,0.17446340121078702,0.1021830856723537,0.09356081452944413,0.2814162538983673,0.09190974133186572,0.15666850119244174,0.0799853237937993,0.14492753623188406,0.11208952485782425,0.13410383415886992,0.1418088424142359,0.16565767749036875,0.6466703357182169,0.2423408548890112,0.10328380113740598,0.09154283617684829,0.06108970831040176,0.08567235369656943,0.0787011557512383,0.16877637130801687
nh0003,0.14880332986472425,0.1279916753381894,0.17793964620187305,0.44849115504682624,1.0,0.18834547346514047,0.6399583766909469,0.3850156087408949,0.2299687825182102,0.16649323621227888,0.6337148803329865,0.16649323621227888,0.08220603537981269,0.11966701352757544,0.2154006243496358,0.37669094693028093,0.22580645161290322,0.19771071800208118,0.16649323621227888,0.20915712799167535,0.7471383975026015,0.30801248699271594,0.16129032258064516,0.09469302809573361,0.10822060353798127,0.19458896982310095,0.19562955254942768,0.08532778355879292,0.3048907388137357,0.09781477627471384,0.03225806451612903,0.09781477627471384,0.19771071800208118,0.27471383975026015,0.1716961498439126,0.10197710718002082,0.16649323621227888,0.14360041623309053,0.18730489073881373,0.13631633714880334,0.1675338189386056,0.20395421436004163,0.11238293444328824,0.1425598335067638,0.08844953173777315,0.10197710718002082,0.259105098855359,0.19771071800208118,0.19979188345473464,0.08324661810613944,0.09261186264308012,0.11758584807492195,0.17065556711758584,0.21436004162330904,0.10301768990634755,0.10718002081165452,0.17065556711758584,0.2247658688865765,0.09573361082206035,0.11550468262226847,0.08220603537981269,0.12382934443288242,0.08324661810613944,0.09781477627471384,0.21436004162330904,0.12174817898022892,0.1675338189386056,0.14151925078043703,0.1383975026014568,0.09885535900104059,0.08844953173777315,0.07596253902185224,0.13735691987513007,0.19771071800208118,0.25806451612903225,0.14776274713839752,0.07180020811654526,0.08116545265348596,0.12903225806451613,0.25390218522372526,0.18210197710718,0.06867845993756504,0.10718002081165452,0.26742976066597296,0.10822060353798127,0.15608740894901144,0.09365244536940687,0.10093652445369407,0.09053069719042664,0.11342351716961499,0.13943808532778357,0.1675338189386056,0.7752341311134235,0.24765868886576484,0.1425598335067638,0.10613943808532779,0.08949011446409989,0.12486992715920915,0.10197710718002082,0.2008324661810614
nh0004,0.13968957871396895,0.11456023651145603,0.16112342941611235,0.38802660753880264,1.0,0.1419068736141907,0.720620842572062,0.3961566888396157,0.1345158906134516,0.09386548410938655,0.4611973392461197,0.1581670362158167,0.07760532150776053,0.13229859571322986,0.3998521803399852,0.04065040650406504,0.16777531411677754,0.16038433111603842,0.1204730229120473,0.1736881005173688,0.4885439763488544,0.29490022172949004,0.11825572801182557,0.09460458240946046,0.06577974870657798,0.12638580931263857,0.09903917220990392,0.08130081300813008,0.1951219512195122,0.16186252771618626,0.172209903917221,0.056910569105691054,0.11603843311160385,0.2335550628233555,0.17738359201773837,0.09534368070953436,0.11160384331116038,0.07095343680709534,0.13008130081300814,0.057649667405764965,0.13968957871396895,0.17442719881744273,0.07686622320768663,0.12490761271249076,0.09903917220990392,0.07390983000739099,0.18920916481892092,0.21359940872135993,0.20916481892091648,0.07021433850702144,0.09164818920916482,0.07169253510716925,0.13229859571322986,0.22172949002217296,0.07686622320768663,0.06577974870657798,0.07982261640798226,0.1581670362158167,0.14634146341463414,0.06060606060606061,0.06282335550628233,0.07686622320768663,0.07760532150776053,0.07612712490761271,0.18625277161862527,0.09090909090909091,0.08425720620842572,0.09903917220990392,0.09608277900960828,0.07686622320768663,0.0835181079083518,0.09238728750923873,0.07169253510716925,0.18255728011825573,0.4198078344419808,0.1426459719142646,0.08499630450849963,0.08130081300813008,0.09903917220990392,0.22320768662232077,0.15594974131559497,0.09164818920916482,0.10716925351071692,0.2771618625277162,0.07834441980783444,0.1130820399113082,0.09238728750923873,0.07464892830746489,0.12564671101256467,0.1367331855136733,0.12195121951219512,0.16038433111603842,0.4818920916481892,0.2719881744271988,0.090169992609017,0.14560236511456023,0.09386548410938655,0.0679970436067997,0.06208425720620843,0.09977827050997783
nh0005,0.16827852998065765,0.12088974854932302,0.16827852998065765,0.37524177949709864,1.0,0.12475822050290135,0.6547388781431335,0.37620889748549324,0.19342359767891681,0.15860735009671179,0.5154738878143134,0.16150870406189555,0.08123791102514506,0.1276595744680851,0.2524177949709865,0.20019342359767892,0.18181818181818182,0.18181818181818182,0.1518375241779497,0.2379110251450677,0.6160541586073501,0.28916827852998067,0.17117988394584138,0.11992263056092843,0.10058027079303675,0.17408123791102514,0.14603481624758222,0.109284332688588,0.27079303675048355,0.0725338491295938,0.04932301740812379,0.08317214700193423,0.08994197292069632,0.25435203094777564,0.18471953578336556,0.08317214700193423,0.13733075435203096,0.07446808510638298,0.14796905222437137,0.10058027079303675,0.16344294003868473,0.1276595744680851,0.09864603481624758,0.11605415860735009,0.10444874274661509,0.11411992263056092,0.19052224371373308,0.22243713733075435,0.20212765957446807,0.08123791102514506,0.08704061895551257,0.09961315280464217,0.12959381044487428,0.19245647969052224,0.07833655705996131,0.10348162475822051,0.13539651837524178,0.19052224371373308,0.10638297872340426,0.08413926499032882,0.06963249516441006,0.12572533849129594,0.08897485493230174,0.08704061895551257,0.17117988394584138,0.09381044487427466,0.11992263056092843,0.109284332688588,0.11411992263056092,0.11508704061895551,0.07833655705996131,0.08897485493230174,0.06673114119922631,0.19245647969052224,0.29206963249516443,0.10154738878143134,0.07059961315280464,0.08027079303675048,0.09381044487427466,0.2011605415860735,0.14603481624758222,0.0735009671179884,0.11605415860735009,0.2572533849129594,0.08800773694390715,0.14603481624758222,0.061895551257253385,0.10444874274661509,0.12088974854932302,0.13056092843326886,0.11605415860735009,0.1885880077369439,0.6295938104448743,0.25435203094777564,0.109284332688588,0.11798839458413926,0.11315280464216634,0.08220502901353965,0.08027079303675048,0.15087040618955513
nh0006,0.13900273224043716,0.10211748633879782,0.1919398907103825,0.36919398907103823,1.0,0.16564207650273224,0.619535519125683,0.40027322404371585,0.2342896174863388,0.14651639344262296,0.48668032786885246,0.14549180327868852,0.15539617486338797,0.1051912568306011,0.1875,0.15949453551912568,0.23668032786885246,0.18510928961748635,0.1755464480874317,0.18579234972677597,0.7305327868852459,0.3172814207650273,0.22131147540983606,0.09596994535519125,0.0935792349726776,0.18920765027322403,0.17486338797814208,0.09187158469945356,0.22540983606557377,0.15471311475409835,0.0662568306010929,0.09187158469945356,0.12704918032786885,0.274931693989071,0.1523224043715847,0.09972677595628415,0.12568306010928962,0.12773224043715847,0.16393442622950818,0.10040983606557377,0.17793715846994534,0.1133879781420765,0.12158469945355191,0.13080601092896174,0.09972677595628415,0.10655737704918032,0.19433060109289618,0.20901639344262296,0.17862021857923496,0.09938524590163934,0.07650273224043716,0.10484972677595629,0.15334699453551912,0.1950136612021858,0.09460382513661202,0.11919398907103824,0.1362704918032787,0.17418032786885246,0.08025956284153006,0.10450819672131148,0.10758196721311475,0.13558743169398907,0.09528688524590163,0.07855191256830601,0.1950136612021858,0.10382513661202186,0.13968579234972678,0.13422131147540983,0.13422131147540983,0.09972677595628415,0.09084699453551913,0.09836065573770492,0.0703551912568306,0.16666666666666666,0.20867486338797814,0.1290983606557377,0.0939207650273224,0.09050546448087432,0.09187158469945356,0.16120218579234974,0.17691256830601093,0.08025956284153006,0.12363387978142076,0.24760928961748635,0.09187158469945356,0.1478825136612022,0.07137978142076502,0.10587431693989072,0.10826502732240437,0.06933060109289617,0.13114754098360656,0.15471311475409835,0.7083333333333334,0.24760928961748635,0.11509562841530055,0.07137978142076502,0.09084699453551913,0.10416666666666667,0.09972677595628415,0.19296448087431695
nh0007,0.141156462585034,0.11054421768707483,0.19795918367346937,0.36802721088435375,1.0,0.1465986394557823,0.5741496598639456,0.41258503401360547,0.20714285714285716,0.195578231292517,0.5139455782312925,0.17346938775510204,0.11802721088435374,0.12687074829931974,0.2608843537414966,0.09047619047619047,0.23129251700680273,0.18231292517006803,0.16020408163265307,0.2173469387755102,0.7363945578231292,0.3442176870748299,0.19591836734693877,0.09625850340136054,0.11326530612244898,0.16054421768707483,0.1282312925170068,0.11326530612244898,0.21768707482993196,0.10578231292517007,0.044897959183673466,0.08299319727891157,0.12312925170068027,0.2506802721088435,0.16360544217687076,0.08979591836734693,0.12244897959183673,0.12448979591836734,0.15034013605442176,0.13979591836734695,0.18537414965986396,0.1727891156462585,0.10102040816326531,0.12687074829931974,0.08197278911564626,0.10238095238095238,0.2163265306122449,0.16564625850340137,0.195578231292517,0.09285714285714286,0.13843537414965987,0.09217687074829932,0.13979591836734695,0.16326530612244897,0.06768707482993197,0.10850340136054422,0.1414965986394558,0.21156462585034014,0.09387755102040816,0.09795918367346938,0.09761904761904762,0.07993197278911565,0.08537414965986395,0.09897959183673469,0.18775510204081633,0.09591836734693877,0.13401360544217686,0.14285714285714285,0.1251700680272109,0.11870748299319728,0.08469387755102041,0.07755102040816327,0.08571428571428572,0.20238095238095238,0.30306122448979594,0.1302721088435374,0.07414965986394557,0.08435374149659863,0.10850340136054422,0.2282312925170068,0.1619047619047619,0.07585034013605442,0.11292517006802721,0.25510204081632654,0.10646258503401361,0.1520408163265306,0.08843537414965986,0.09897959183673469,0.1272108843537415,0.13945578231292516,0.13095238095238096,0.18231292517006803,0.75,0.2571428571428571,0.13537414965986394,0.11870748299319728,0.09285714285714286,0.10442176870748299,0.10884353741496598,0.14251700680272109
nh0008,0.10596491228070175,0.10421052631578948,0.17228070175438598,0.22982456140350876,1.0,0.1319298245614035,0.5778947368421052,0.33789473684210525,0.12631578947368421,0.11228070175438597,0.5698245614035088,0.19017543859649122,0.10912280701754386,0.11964912280701755,0.23719298245614034,0.04666666666666667,0.16596491228070176,0.1431578947368421,0.09578947368421052,0.1568421052631579,0.48280701754385963,0.2754385964912281,0.16631578947368422,0.10982456140350877,0.08385964912280702,0.15368421052631578,0.15929824561403508,0.06842105263157895,0.1624561403508772,0.15157894736842106,0.05333333333333334,0.07543859649122807,0.09789473684210526,0.29578947368421055,0.1368421052631579,0.09157894736842105,0.13157894736842105,0.08947368421052632,0.16456140350877194,0.08175438596491227,0.11052631578947368,0.14666666666666667,0.07649122807017544,0.10701754385964912,0.06842105263157895,0.11578947368421053,0.11719298245614035,0.19157894736842104,0.25087719298245614,0.10947368421052632,0.09087719298245614,0.06140350877192982,0.12421052631578948,0.1975438596491228,0.06350877192982456,0.061754385964912284,0.07438596491228071,0.25263157894736843,0.10701754385964912,0.07789473684210527,0.10210526315789474,0.07964912280701754,0.07824561403508772,0.08701754385964912,0.13508771929824562,0.07929824561403509,0.09473684210526316,0.056140350877192984,0.08210526315789474,0.06491228070175438,0.0775438596491228,0.062456140350877196,0.1080701754385965,0.2231578947368421,0.27403508771929824,0.10491228070175439,0.07052631578947369,0.08701754385964912,0.1031578947368421,0.20842105263157895,0.10491228070175439,0.0712280701754386,0.08596491228070176,0.26210526315789473,0.0712280701754386,0.10385964912280701,0.07017543859649122,0.11122807017543859,0.12596491228070175,0.09824561403508772,0.10982456140350877,0.14280701754385966,0.447719298245614,0.28175438596491226,0.08982456140350877,0.05368421052631579,0.10385964912280701,0.061754385964912284,0.06491228070175438,0.16526315789473683
nh0009,0.16800337695230055,0.09877585479105108,0.1791895314478683,0.3564795272266779,1.0,0.14394259181089067,0.7634022794428029,0.35436893203883496,0.22752216124947236,0.2596032081046855,0.529126213592233,0.14795272266779233,0.15512874630645843,0.23934149430139298,0.24862811312790206,0.07387083157450401,0.32038834951456313,0.22857745884339384,0.16547066272688898,0.2655128746306458,0.8989024905023216,0.4499788940481216,0.19712959054453355,0.08590122414520895,0.16905867454622203,0.18488813845504432,0.1490080202617138,0.10574081891093288,0.1274799493457155,0.09518784297171802,0.0,0.1122836639932461,0.1122836639932461,0.27078936260025327,0.208104685521317,0.10278598564795273,0.1357112705783031,0.17116926973406502,0.19755170958210216,0.22266779231743353,0.23490924440692276,0.19670747150696496,0.09117771211481637,0.18826509075559308,0.10975094976783453,0.09349936682144365,0.1933305192064162,0.19860700717602364,0.1637821865766146,0.10320810468552132,0.13317855635289153,0.08104685521317011,0.15850569860700717,0.22161249472351202,0.08632334318277754,0.0825242718446602,0.19797382861967075,0.18488813845504432,0.12093710426340228,0.13233431827775433,0.09244406922752216,0.14330941325453778,0.07872520050654284,0.0745040101308569,0.208104685521317,0.1561840439003799,0.25052764879696077,0.1272688898269312,0.15280709159983116,0.1414098775854791,0.10173068805403124,0.11502743773744196,0.07281553398058252,0.17517940059096665,0.30856901646264245,0.19523005487547487,0.09624314056563951,0.10088644997889405,0.09919797382861967,0.28788518362178134,0.18362178134233853,0.11481637821865766,0.13022372308991134,0.29674968341072183,0.09793161671591388,0.23448712536935415,0.13676656817222457,0.0899113550021106,0.10806247361756015,0.0897002954833263,0.186787674124103,0.19037568594343604,0.9347826086956522,0.22055719712959054,0.1559729843815956,0.0825242718446602,0.08336850991979738,0.11692697340650063,0.13043478260869565,0.16694807935837908
nh0010,0.13495252008765524,0.07048940832724616,0.14262235208181154,0.495799853907962,1.0,0.15741417092768445,0.6985025566106647,0.30168005843681517,0.21183345507669832,0.14243973703433163,0.4424762600438276,0.16490138787436084,0.1627100073046019,0.12326515704894084,0.2337472607742878,0.09258582907231556,0.19010226442658876,0.15284879474068663,0.1035427319211103,0.21329437545653762,0.6420745069393718,0.34112490869247625,0.1523009495982469,0.07724616508400292,0.10664718772826881,0.17220598977355733,0.12271731190650109,0.08783783783783784,0.07012417823228634,0.13988312636961286,0.027757487216946677,0.07012417823228634,0.1168736303871439,0.23758217677136595,0.16964937910883857,0.07925493060628196,0.10445580715850986,0.10737764791818846,0.21457268078889702,0.09422936449963477,0.16891891891891891,0.1700146092037984,0.09989043097151205,0.09094229364499634,0.07888970051132213,0.07523739956172389,0.22078159240321402,0.21110299488677867,0.20197224251278306,0.08564645726807889,0.16051862673484296,0.10043827611395179,0.15138787436084733,0.21712929145361579,0.07048940832724616,0.07870708546384222,0.10902118334550767,0.20051132213294376,0.09532505478451424,0.08948137326515705,0.07724616508400292,0.16088385682980277,0.07085463842220599,0.06446311176040906,0.20197224251278306,0.08108108108108109,0.1137691745799854,0.091672753834916,0.11486486486486487,0.09240321402483564,0.0947772096420745,0.0768809349890431,0.09605551497443389,0.19722425127830534,0.28195763330898466,0.13184806428049672,0.07596785975164354,0.08108108108108109,0.10171658144631118,0.23338203067932797,0.16106647187728268,0.08582907231555881,0.08619430241051863,0.2689919649379109,0.08035062089116143,0.1449963476990504,0.10664718772826881,0.07304601899196493,0.15321402483564645,0.09861212563915267,0.09039444850255661,0.18864134404674945,0.620708546384222,0.30569758948137327,0.11851716581446312,0.12308254200146092,0.07213294375456537,0.06939371804236669,0.07414170927684441,0.13495252008765524
