,a el,a la,a las,a los,a mi,a que,a quien,a su,a sus,a un,casa de,con el,con la,con los,con que,con su,con un,con una,de el,de la,de las,de lo,de los,de mi,de que,de su,de sus,de un,de una,de y,el de,el día,el mismo,el mundo,el que,el señor,en el,en la,en las,en los,en que,en su,en sus,en un,en una,es que,la cabeza,la casa,la de,la mano,la noche,la puerta,la que,la vida,lo que,los ojos,los que,más que,no es,no me,no se,para que,por el,por la,por qué,que a,que el,que en,que era,que es,que había,que la,que le,que lo,que los,que me,que no,que se,que yo,se a,se de,se en,se había,se le,todos los,uno de,y a,y con,y de,y el,y en,y la,y las,y los,y no,y por,y que,y se,y su,yo no
nh0001,0.9130434782608695,0.3710144927536232,0.0927536231884058,0.08985507246376812,0.020289855072463767,0.09565217391304348,0.04057971014492753,0.14782608695652175,0.05217391304347826,0.04927536231884058,0.03188405797101449,0.11014492753623188,0.11594202898550725,0.04927536231884058,0.028985507246376812,0.0463768115942029,0.02608695652173913,0.028985507246376812,1.0,0.6405797101449275,0.22318840579710145,0.02318840579710145,0.34492753623188405,0.034782608695652174,0.1072463768115942,0.25217391304347825,0.08115942028985507,0.16521739130434782,0.09855072463768116,0.043478260869565216,0.0463768115942029,0.04927536231884058,0.0463768115942029,0.028985507246376812,0.15942028985507245,0.03188405797101449,0.3507246376811594,0.3507246376811594,0.08115942028985507,0.0927536231884058,0.12753623188405797,0.08695652173913043,0.028985507246376812,0.03768115942028986,0.0463768115942029,0.07536231884057971,0.12173913043478261,0.08405797101449275,0.03768115942028986,0.07246376811594203,0.06086956521739131,0.0463768115942029,0.034782608695652174,0.011594202898550725,0.19710144927536233,0.04927536231884058,0.05217391304347826,0.06956521739130435,0.0782608695652174,0.034782608695652174,0.14202898550724638,0.0782608695652174,0.1536231884057971,0.13043478260869565,0.0463768115942029,0.10144927536231885,0.23768115942028986,0.09565217391304348,0.0463768115942029,0.06086956521739131,0.08985507246376812,0.12173913043478261,0.15072463768115943,0.09565217391304348,0.06666666666666667,0.06956521739130435,0.26666666666666666,0.27246376811594203,0.07246376811594203,0.04057971014492753,0.07246376811594203,0.043478260869565216,0.05217391304347826,0.1246376811594203,0.07246376811594203,0.04057971014492753,0.14202898550724638,0.057971014492753624,0.12753623188405797,0.22608695652173913,0.06086956521739131,0.11884057971014493,0.04057971014492753,0.05507246376811594,0.11014492753623188,0.05507246376811594,0.10144927536231885,0.06086956521739131,0.028985507246376812,0.0927536231884058
nh0002,0.966789667896679,0.5239852398523985,0.10516605166051661,0.24538745387453875,0.12915129151291513,0.06642066420664207,0.04059040590405904,0.14022140221402213,0.05166051660516605,0.0959409594095941,0.06088560885608856,0.16051660516605165,0.2011070110701107,0.08671586715867159,0.027675276752767528,0.07195571955719557,0.07933579335793357,0.0959409594095941,0.8726937269372693,1.0,0.2785977859778598,0.08856088560885608,0.4261992619926199,0.2822878228782288,0.22509225092250923,0.1918819188191882,0.11439114391143912,0.18450184501845018,0.16236162361623616,0.09778597785977859,0.05719557195571956,0.04797047970479705,0.08856088560885608,0.11623616236162361,0.11254612546125461,0.0036900369003690036,0.525830258302583,0.6236162361623616,0.15682656826568267,0.15129151291512916,0.12915129151291513,0.13837638376383765,0.05350553505535055,0.16236162361623616,0.09040590405904059,0.07380073800738007,0.042435424354243544,0.04059040590405904,0.08487084870848709,0.07749077490774908,0.01845018450184502,0.03505535055350553,0.06642066420664207,0.1070110701107011,0.4095940959409594,0.05166051660516605,0.11439114391143912,0.13284132841328414,0.1014760147601476,0.26383763837638374,0.18081180811808117,0.08118081180811808,0.14022140221402213,0.14206642066420663,0.07933579335793357,0.04797047970479705,0.1918819188191882,0.0996309963099631,0.07380073800738007,0.04981549815498155,0.07933579335793357,0.16236162361623616,0.07749077490774908,0.07011070110701106,0.08671586715867159,0.3191881918819188,0.3929889298892989,0.34317343173431736,0.15682656826568267,0.09225092250922509,0.07564575645756458,0.04981549815498155,0.06273062730627306,0.05904059040590406,0.13653136531365315,0.08118081180811808,0.17343173431734318,0.07749077490774908,0.24354243542435425,0.14760147601476015,0.14944649446494465,0.18450184501845018,0.07933579335793357,0.12546125461254612,0.19557195571955718,0.055350553505535055,0.2047970479704797,0.1014760147601476,0.05350553505535055,0.12730627306273062
nh0003,1.0,0.5630252100840336,0.15966386554621848,0.18487394957983194,0.13445378151260504,0.01680672268907563,0.058823529411764705,0.16806722689075632,0.06722689075630252,0.07563025210084033,0.10084033613445378,0.10084033613445378,0.15966386554621848,0.07563025210084033,0.058823529411764705,0.11764705882352941,0.08403361344537816,0.16806722689075632,0.8991596638655462,0.9159663865546218,0.15966386554621848,0.04201680672268908,0.29411764705882354,0.3949579831932773,0.15966386554621848,0.226890756302521,0.12605042016806722,0.11764705882352941,0.13445378151260504,0.025210084033613446,0.06722689075630252,0.058823529411764705,0.008403361344537815,0.1092436974789916,0.10084033613445378,0.058823529411764705,0.3697478991596639,0.36134453781512604,0.2184873949579832,0.11764705882352941,0.19327731092436976,0.12605042016806722,0.04201680672268908,0.15126050420168066,0.058823529411764705,0.1092436974789916,0.10084033613445378,0.20168067226890757,0.05042016806722689,0.03361344537815126,0.05042016806722689,0.0,0.09243697478991597,0.03361344537815126,0.3025210084033613,0.04201680672268908,0.06722689075630252,0.12605042016806722,0.06722689075630252,0.12605042016806722,0.13445378151260504,0.09243697478991597,0.19327731092436976,0.15966386554621848,0.06722689075630252,0.07563025210084033,0.19327731092436976,0.07563025210084033,0.06722689075630252,0.05042016806722689,0.20168067226890757,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.2605042016806723,0.46218487394957986,0.15966386554621848,0.025210084033613446,0.04201680672268908,0.1092436974789916,0.14285714285714285,0.05042016806722689,0.13445378151260504,0.06722689075630252,0.2184873949579832,0.11764705882352941,0.33613445378151263,0.20168067226890757,0.10084033613445378,0.14285714285714285,0.01680672268907563,0.06722689075630252,0.17647058823529413,0.09243697478991597,0.2605042016806723,0.12605042016806722,0.058823529411764705,0.1092436974789916
nh0004,0.7681159420289855,0.32367149758454106,0.06280193236714976,0.28019323671497587,0.00966183574879227,0.03864734299516908,0.024154589371980676,0.08695652173913043,0.07246376811594203,0.03864734299516908,0.004830917874396135,0.1642512077294686,0.06763285024154589,0.06763285024154589,0.033816425120772944,0.03864734299516908,0.033816425120772944,0.024154589371980676,1.0,0.4057971014492754,0.14492753623188406,0.028985507246376812,0.5458937198067633,0.01932367149758454,0.1497584541062802,0.1497584541062802,0.14009661835748793,0.10628019323671498,0.057971014492753624,0.21256038647342995,0.043478260869565216,0.043478260869565216,0.07246376811594203,0.024154589371980676,0.06280193236714976,0.00966183574879227,0.23671497584541062,0.27053140096618356,0.07246376811594203,0.07729468599033816,0.10144927536231885,0.04830917874396135,0.03864734299516908,0.06763285024154589,0.05314009661835749,0.04830917874396135,0.043478260869565216,0.014492753623188406,0.03864734299516908,0.03864734299516908,0.033816425120772944,0.00966183574879227,0.028985507246376812,0.05314009661835749,0.178743961352657,0.043478260869565216,0.04830917874396135,0.05314009661835749,0.043478260869565216,0.01932367149758454,0.12077294685990338,0.03864734299516908,0.11594202898550725,0.09178743961352658,0.004830917874396135,0.01932367149758454,0.14009661835748793,0.07246376811594203,0.00966183574879227,0.01932367149758454,0.06763285024154589,0.05314009661835749,0.033816425120772944,0.04830917874396135,0.15942028985507245,0.04830917874396135,0.14492753623188406,0.18357487922705315,0.00966183574879227,0.1111111111111111,0.0821256038647343,0.07246376811594203,0.043478260869565216,0.09178743961352658,0.07729468599033816,0.06280193236714976,0.10144927536231885,0.07246376811594203,0.10628019323671498,0.17391304347826086,0.0821256038647343,0.15458937198067632,0.0821256038647343,0.13043478260869565,0.05314009661835749,0.043478260869565216,0.14009661835748793,0.07246376811594203,0.03864734299516908,0.01932367149758454
nh0005,0.9925373134328358,0.44776119402985076,0.11194029850746269,0.26865671641791045,0.08955223880597014,0.03731343283582089,0.04477611940298507,0.16417910447761194,0.05223880597014925,0.14925373134328357,0.05970149253731343,0.12686567164179105,0.05223880597014925,0.03731343283582089,0.029850746268656716,0.13432835820895522,0.029850746268656716,0.06716417910447761,1.0,0.6417910447761194,0.27611940298507465,0.014925373134328358,0.41044776119402987,0.13432835820895522,0.14925373134328357,0.16417910447761194,0.12686567164179105,0.1791044776119403,0.2537313432835821,0.05970149253731343,0.05223880597014925,0.07462686567164178,0.007462686567164179,0.05223880597014925,0.08955223880597014,0.07462686567164178,0.3656716417910448,0.2835820895522388,0.16417910447761194,0.1044776119402985,0.12686567164179105,0.13432835820895522,0.08955223880597014,0.12686567164179105,0.04477611940298507,0.07462686567164178,0.029850746268656716,0.06716417910447761,0.03731343283582089,0.029850746268656716,0.05223880597014925,0.05223880597014925,0.03731343283582089,0.05970149253731343,0.23134328358208955,0.029850746268656716,0.029850746268656716,0.11940298507462686,0.03731343283582089,0.03731343283582089,0.06716417910447761,0.05970149253731343,0.09701492537313433,0.1791044776119403,0.029850746268656716,0.03731343283582089,0.11194029850746269,0.07462686567164178,0.05970149253731343,0.07462686567164178,0.11194029850746269,0.1417910447761194,0.07462686567164178,0.08955223880597014,0.06716417910447761,0.208955223880597,0.26119402985074625,0.31343283582089554,0.07462686567164178,0.08208955223880597,0.07462686567164178,0.022388059701492536,0.11940298507462686,0.022388059701492536,0.04477611940298507,0.03731343283582089,0.27611940298507465,0.09701492537313433,0.3880597014925373,0.13432835820895522,0.19402985074626866,0.09701492537313433,0.05223880597014925,0.07462686567164178,0.17164179104477612,0.1791044776119403,0.29850746268656714,0.12686567164179105,0.08208955223880597,0.11940298507462686
nh0006,0.8722222222222222,0.37777777777777777,0.15833333333333333,0.19722222222222222,0.05555555555555555,0.06944444444444445,0.08888888888888889,0.2722222222222222,0.08611111111111111,0.07222222222222222,0.041666666666666664,0.1388888888888889,0.13055555555555556,0.044444444444444446,0.027777777777777776,0.08888888888888889,0.06666666666666667,0.10277777777777777,1.0,0.6555555555555556,0.175,0.04722222222222222,0.2972222222222222,0.12222222222222222,0.225,0.3194444444444444,0.14444444444444443,0.15555555555555556,0.21944444444444444,0.1361111111111111,0.04722222222222222,0.058333333333333334,0.030555555555555555,0.07222222222222222,0.10555555555555556,0.1,0.4722222222222222,0.30833333333333335,0.08888888888888889,0.14166666666666666,0.18888888888888888,0.225,0.08611111111111111,0.10833333333333334,0.07222222222222222,0.09166666666666666,0.044444444444444446,0.044444444444444446,0.05555555555555555,0.019444444444444445,0.07222222222222222,0.058333333333333334,0.06388888888888888,0.04722222222222222,0.20833333333333334,0.075,0.05,0.13055555555555556,0.12777777777777777,0.08333333333333333,0.09722222222222222,0.1,0.1,0.06388888888888888,0.07222222222222222,0.05,0.1638888888888889,0.06388888888888888,0.08055555555555556,0.1,0.14166666666666666,0.17222222222222222,0.18888888888888888,0.03611111111111111,0.058333333333333334,0.23333333333333334,0.3388888888888889,0.38333333333333336,0.09166666666666666,0.10555555555555556,0.044444444444444446,0.06666666666666667,0.075,0.07777777777777778,0.04722222222222222,0.07222222222222222,0.1111111111111111,0.06944444444444445,0.26666666666666666,0.15555555555555556,0.14444444444444443,0.14722222222222223,0.041666666666666664,0.06388888888888888,0.11388888888888889,0.09166666666666666,0.30277777777777776,0.19166666666666668,0.05555555555555555,0.09722222222222222
nh0007,1.0,0.4772727272727273,0.14285714285714285,0.33116883116883117,0.025974025974025976,0.05194805194805195,0.12337662337662338,0.2012987012987013,0.08441558441558442,0.07467532467532467,0.05194805194805195,0.2077922077922078,0.13636363636363635,0.1266233766233766,0.048701298701298704,0.1525974025974026,0.07467532467532467,0.08116883116883117,0.961038961038961,0.8733766233766234,0.237012987012987,0.025974025974025976,0.36688311688311687,0.02922077922077922,0.21753246753246752,0.4318181818181818,0.1396103896103896,0.17857142857142858,0.16233766233766234,0.10064935064935066,0.06818181818181818,0.05844155844155844,0.03896103896103896,0.03571428571428571,0.11688311688311688,0.03571428571428571,0.4090909090909091,0.4383116883116883,0.18831168831168832,0.1590909090909091,0.2727272727272727,0.21753246753246752,0.1266233766233766,0.12987012987012986,0.08441558441558442,0.1525974025974026,0.06818181818181818,0.08116883116883117,0.032467532467532464,0.045454545454545456,0.06493506493506493,0.04220779220779221,0.05844155844155844,0.1038961038961039,0.2857142857142857,0.08116883116883117,0.08766233766233766,0.237012987012987,0.07467532467532467,0.08766233766233766,0.16233766233766234,0.09415584415584416,0.16233766233766234,0.12987012987012986,0.07792207792207792,0.06168831168831169,0.16883116883116883,0.09090909090909091,0.09090909090909091,0.09740259740259741,0.16233766233766234,0.24675324675324675,0.23376623376623376,0.06818181818181818,0.10064935064935066,0.12337662337662338,0.36363636363636365,0.5227272727272727,0.07792207792207792,0.13636363636363635,0.11038961038961038,0.11363636363636363,0.16558441558441558,0.05519480519480519,0.1331168831168831,0.06168831168831169,0.2694805194805195,0.10714285714285714,0.4448051948051948,0.1590909090909091,0.1396103896103896,0.12337662337662338,0.06493506493506493,0.12987012987012986,0.14935064935064934,0.10714285714285714,0.4642857142857143,0.21103896103896103,0.04220779220779221,0.09090909090909091
nh0008,0.5372750642673522,0.4267352185089974,0.08997429305912596,0.15167095115681234,0.007712082262210797,0.061696658097686374,0.03598971722365039,0.17994858611825193,0.06683804627249357,0.05398457583547558,0.10796915167095116,0.08483290488431877,0.09768637532133675,0.02570694087403599,0.061696658097686374,0.02570694087403599,0.03598971722365039,0.038560411311053984,1.0,0.9434447300771208,0.2416452442159383,0.05398457583547558,0.3444730077120823,0.02570694087403599,0.10539845758354756,0.3161953727506427,0.20822622107969152,0.19794344473007713,0.21079691516709512,0.056555269922879174,0.061696658097686374,0.06940874035989718,0.02570694087403599,0.08483290488431877,0.07969151670951156,0.015424164524421594,0.38303341902313626,0.3110539845758355,0.11053984575835475,0.13367609254498714,0.16195372750642673,0.13110539845758354,0.09511568123393316,0.09511568123393316,0.08740359897172237,0.02570694087403599,0.10282776349614396,0.15167095115681234,0.061696658097686374,0.06426735218508997,0.056555269922879174,0.11825192802056556,0.056555269922879174,0.09254498714652956,0.23393316195372751,0.07969151670951156,0.07197943444730077,0.04884318766066838,0.04627249357326478,0.043701799485861184,0.09254498714652956,0.06426735218508997,0.11311053984575835,0.12596401028277635,0.04884318766066838,0.028277634961439587,0.09254498714652956,0.05398457583547558,0.05398457583547558,0.033419023136246784,0.06426735218508997,0.15681233933161953,0.09511568123393316,0.11053984575835475,0.033419023136246784,0.061696658097686374,0.17994858611825193,0.2467866323907455,0.038560411311053984,0.09254498714652956,0.06683804627249357,0.061696658097686374,0.05912596401028278,0.056555269922879174,0.05141388174807198,0.05398457583547558,0.06426735218508997,0.028277634961439587,0.13367609254498714,0.10796915167095116,0.07455012853470437,0.09768637532133675,0.05141388174807198,0.08997429305912596,0.07969151670951156,0.017994858611825194,0.038560411311053984,0.10025706940874037,0.028277634961439587,0.030848329048843187
nh0009,1.0,0.35509554140127386,0.09076433121019108,0.2054140127388535,0.028662420382165606,0.10509554140127389,0.06687898089171974,0.24522292993630573,0.08439490445859872,0.07961783439490445,0.011146496815286623,0.1480891719745223,0.14171974522292993,0.044585987261146494,0.04936305732484077,0.06847133757961783,0.06528662420382166,0.07643312101910828,0.910828025477707,0.5031847133757962,0.1624203821656051,0.08280254777070063,0.2531847133757962,0.01751592356687898,0.25477707006369427,0.2754777070063694,0.13535031847133758,0.15127388535031847,0.19745222929936307,0.06847133757961783,0.01751592356687898,0.06369426751592357,0.08917197452229299,0.022292993630573247,0.12898089171974522,0.01592356687898089,0.4012738853503185,0.2754777070063694,0.08598726114649681,0.06210191082802548,0.07484076433121019,0.12261146496815287,0.03662420382165605,0.10668789808917198,0.06050955414012739,0.1464968152866242,0.052547770700636945,0.030254777070063694,0.028662420382165606,0.01592356687898089,0.07802547770700637,0.027070063694267517,0.05732484076433121,0.07802547770700637,0.49044585987261147,0.022292993630573247,0.10828025477707007,0.08598726114649681,0.044585987261146494,0.06687898089171974,0.25796178343949044,0.1592356687898089,0.21337579617834396,0.11464968152866242,0.042993630573248405,0.07484076433121019,0.22770700636942676,0.06687898089171974,0.11624203821656051,0.04777070063694268,0.18312101910828024,0.160828025477707,0.1624203821656051,0.18312101910828024,0.08439490445859872,0.09872611464968153,0.4554140127388535,0.49044585987261147,0.07961783439490445,0.16719745222929935,0.1305732484076433,0.09554140127388536,0.15764331210191082,0.1592356687898089,0.10828025477707007,0.03821656050955414,0.13535031847133758,0.05732484076433121,0.15127388535031847,0.14968152866242038,0.04936305732484077,0.12738853503184713,0.03980891719745223,0.06847133757961783,0.14331210191082802,0.052547770700636945,0.17993630573248406,0.19904458598726116,0.03980891719745223,0.09076433121019108
nh0010,0.7976952624839949,0.25224071702944945,0.056338028169014086,0.11651728553137004,0.11139564660691421,0.05121638924455826,0.023047375160051217,0.13956466069142126,0.034571062740076826,0.05505761843790013,0.030729833546734954,0.13188220230473752,0.16005121638924455,0.056338028169014086,0.03585147247119078,0.05121638924455826,0.04737516005121639,0.05505761843790013,1.0,0.5710627400768246,0.22407170294494239,0.034571062740076826,0.2714468629961588,0.088348271446863,0.13188220230473752,0.2087067861715749,0.09218950064020487,0.10243277848911651,0.07042253521126761,0.04225352112676056,0.03201024327784891,0.052496798975672214,0.03585147247119078,0.04225352112676056,0.040973111395646605,0.17541613316261204,0.30217669654289375,0.235595390524968,0.06914212548015365,0.07170294494238157,0.13444302176696543,0.09603072983354674,0.04737516005121639,0.08962868117797695,0.056338028169014086,0.03201024327784891,0.07298335467349552,0.06017925736235595,0.02560819462227913,0.0678617157490397,0.03585147247119078,0.05121638924455826,0.023047375160051217,0.011523687580025609,0.16645326504481434,0.03841229193341869,0.06658130601792574,0.07426376440460948,0.03841229193341869,0.06402048655569782,0.10243277848911651,0.06914212548015365,0.1203585147247119,0.11267605633802817,0.03969270166453265,0.07554417413572344,0.09090909090909091,0.06017925736235595,0.03585147247119078,0.03713188220230474,0.08706786171574904,0.07426376440460948,0.15364916773367476,0.06145966709346991,0.04737516005121639,0.08194622279129321,0.2112676056338028,0.26632522407170295,0.04481434058898848,0.07810499359795134,0.07170294494238157,0.056338028169014086,0.0499359795134443,0.12804097311139565,0.07170294494238157,0.03841229193341869,0.14596670934699105,0.0793854033290653,0.11395646606914213,0.1587708066581306,0.06530089628681178,0.0793854033290653,0.04225352112676056,0.06402048655569782,0.08578745198463508,0.06017925736235595,0.11267605633802817,0.11907810499359796,0.03329065300896287,0.03969270166453265
