, a , ca, co, de, di, el, en, es, ha, la, le, lo, me, mi, no, pa, pe, po, pr, qu, re, se, si, su, un, y , — ,", y",. —,a a,a c,a d,a e,a l,a m,a p,a s,"a, ",aba,ado,an ,and,ant,ar ,as ,con,de ,des,do ,e a,e d,e e,e l,e s,el ,en ,ent,er ,era,ero,es ,est,ien,la ,las,lo ,los,n e,n l,na ,ndo,no ,nte,nto,o a,o d,o e,o s,"o, ",on ,or ,os ,par,per,por,que,ra ,res,ro ,s d,"s, ",se ,sta,su ,te ,to ,tra,ue ,un ,ía 
nh0001,0.47151968488937845,0.7047424772977648,0.2326346525102364,1.0,0.27554781312249155,0.5740119919714681,0.3313210143219911,0.3545803948477051,0.44047807102882736,0.2645745469402906,0.5448350679261963,0.4764279190068793,0.19249681977800007,0.03722199589526198,0.5112440642991802,0.3695816997708916,0.561546263349685,0.6794533936502087,0.3281717171149205,0.6061910457567691,0.20547347414980854,0.44222262642312027,0.48602543629749184,0.2769865055353063,0.2864344432835913,0.47517842410330957,0.2417603891979836,0.449674220309198,0.17991806968356913,0.42469682146646526,0.3612037376450197,0.3957870710757012,0.4413116031763873,0.3794046742150501,0.275930787386303,0.3742740856313951,0.10584412724840542,0.5044288706766711,0.2909141283558553,0.3481749690207341,0.3308189778343508,0.4011580695372979,0.5189157843911764,0.25694798271949193,0.3001894669384333,0.2513892461867083,0.8065374670820189,0.17844377267807976,0.3422279767730122,0.3337214196259316,0.6105564891337929,0.7597617828229716,0.6052292109614259,0.4575749134291358,0.5966361017590585,0.269968860705045,0.0,0.3668873897647818,0.21576573962390933,0.6871766989852868,0.4467118765763424,0.31497824300121785,0.2615011234053505,0.24847356054239178,0.29281812589391565,0.6087838830055563,0.3568836046655916,0.3757316979158587,0.3789537652706272,0.1811933995945702,0.3388816297992776,0.7112044874879329,0.33084676873633057,0.12292749867715924,0.4427561326250422,0.7635453396761398,0.5694519491910922,0.49091990584621265,0.637787373300418,0.47774888250386627,0.6802150333690998,0.3806892994694454,0.41306827230481324,0.31484331356994555,0.8264428330801741,0.6058483784948496,0.29018492912242677,0.16709096699826065,0.6952295238996422,0.3093050381568351,0.5446170592519262,0.5887777894081968,0.4206624978644149,0.3285006875093541,0.45838875829809345,0.3775607487501452,0.4518630598388985,0.654642263958308,0.35870278276855305,0.28196416155885495
nh0002,0.4178326743980959,0.48047044623712876,0.49933083339579487,1.0,0.36765502340711465,0.09710948346340642,0.5608454511558534,0.3830315958083065,0.49559007430567953,0.23961931240977397,0.2169065478602876,0.4173936311341384,0.7549702282021669,0.46064130783941765,0.6777644998988366,0.5111785006444041,0.713897296465398,0.6796890368502089,0.8437768611156489,0.4993475755166302,0.6044701877130594,0.2844973275068897,0.7887046603188785,0.13159756791061322,0.5583005439625532,0.44799691378523687,0.29860983823772985,0.509825654528623,0.21296359159475026,0.5669990228105496,0.4281385323861011,0.41232658397319577,0.3371617031707892,0.3115620790937026,0.5189531021534415,0.4310141982320954,0.19146978843045204,0.5799452065869946,0.2279231616954652,0.36309192501026044,0.35795931924802254,0.42207394834315076,0.6494904924909478,0.5475748335868206,0.3279413950528295,0.4166678619622648,0.47185780678950895,0.3973895724697264,0.33836451405421464,0.3248410301421244,0.6194501449485561,0.3420695081245694,0.2788652948666952,0.25741273395443964,0.09676760205734725,0.51040683117447,0.6906177095151259,0.6030209966737488,0.5352607017998188,0.6100175484572281,0.5279281732256302,0.4545806360269569,0.430100841526748,0.205188231468601,0.24813992995011058,0.5450958497422398,0.24022237824209086,0.30967347139079204,0.3340019793403006,0.4773026237914126,0.35338762033843485,0.8470527710867315,0.627565354959416,0.602286891680257,0.3569427829254992,0.660611337749478,0.5617032377754864,0.4052365790736145,0.6690333996346557,0.324932859113478,0.46091835481207577,0.3427573230821348,0.6539338055251166,0.6371737740779357,0.6275649353869346,0.4859111031709807,0.5522209408607701,0.6385791972855898,0.5293107057450817,0.28004310916781827,0.7604567984127242,0.2819719654595535,0.5744114657553006,0.11688638840150428,0.4962657724441184,0.659665536723164,0.5209834347676204,0.46720088535789667,0.5910210065329172,0.42386870190607595
nh0003,0.6733883227173353,0.7021836469959355,0.7641034298008371,1.0,0.3061991468681179,0.28294910784985716,0.6032370957875026,0.5107425844610872,0.6076309531199815,0.3675001844424609,0.2150172729671929,0.2527993317132472,0.81808055604314,0.6099031174503866,0.5480629225626716,0.49738137497645374,0.699212824594607,0.48289543775612476,0.5485969204022239,0.6139087561758613,0.32135668229219827,0.5260351385759267,0.3531721283052133,0.2709211015115001,0.6484555300366155,0.6823807211073557,0.21314534417937664,0.7767773216817794,0.1676430256216744,0.7654905290751247,1.0,0.4484197163046981,0.4430121694357436,0.6235079241453394,0.799082810635674,0.44699831842632887,0.6334685776893147,0.4767551027955198,0.315837716217917,0.5369180174121906,0.2690195893256813,0.5373865408303478,0.5359753850408561,0.5953337750694047,0.397084301187961,0.6389360323614124,0.5510618038105637,0.5772847703845762,0.43672719027364315,0.638119136052146,0.7274066686234535,0.7248058159093166,0.3057524130058822,0.47351652482108264,0.29523205674173103,0.34875719756742685,0.694241637984396,0.6226223873877006,0.473459305236409,0.8102867313930282,0.5948973687596073,0.466464948867551,0.3125342998015801,0.4244793825207772,0.2950240841675402,0.4020151222574339,0.24898313305824066,0.3396779186778043,0.26841870041021043,0.8472091441104406,0.41825225053322446,0.6078875087481646,0.5547015099526043,0.4215220571939374,0.33903257304817314,0.5246909942980289,0.6804536073975526,0.46155364510164926,0.5311014284780458,0.5592602420231538,0.5582429351550763,0.28845946730326943,0.6198443152789238,0.6640228395807082,0.4796149603142199,0.6632198764446471,0.5832894288028978,0.4244071479364179,0.5462079023570552,0.2523609881589527,0.5036403841946324,0.4795617004038001,0.6290256282626936,0.2564546699602987,0.6480133785630566,0.48044204574659466,0.47360110682811796,0.633857450418327,0.5737970180016508,0.6167655891946079
nh0004,0.46267264534185604,0.50835179976669,0.4357241641828782,1.0,0.16923179792189386,0.4033303846271148,0.6831976969266533,0.3592382174054046,0.4053205425441639,0.15162461483254042,0.22126725433352887,0.7982203816567687,0.15593944276865632,0.11796225652301096,0.3467347902369769,0.3128345923211653,0.30830140998276123,0.45822642315483186,0.5246170644163157,0.31515158892272377,0.640570083613264,0.34807379061032895,0.4927758086399626,0.2010215002484293,0.2676935429862651,0.6477800792313816,0.41080533347449055,0.4951927342243474,0.2940061738349567,0.3756468094970803,0.36996763296986024,0.14854647232575924,0.42972616433748123,0.403719931646515,0.14097124713293302,0.13847637269360302,0.16134207444396786,0.3213659929034536,0.2937289205890464,0.6765782028173515,0.5376941184359434,0.5395174463523575,0.48200910723319634,0.5326879861357839,0.4298494739663272,0.5083903659186062,0.7222827349444243,0.39277151660923326,0.31559448516443145,0.24883981726427706,0.29604242447564433,0.5732699335652566,0.359921801079248,0.10294935984603648,0.4199739908716742,0.4424668367090874,0.5868585220917214,0.4142440695286668,0.2199883307159859,0.8286081811893184,0.6661081037153564,0.3262204379848053,0.31276909355172866,0.05823391590235727,0.2770476063956211,0.4804231443307762,0.6413503138214343,0.5317024456380448,0.2888476578235467,0.12651428055391795,0.34779301334206336,0.4207478192409609,0.42191634132234346,0.4485269956934673,0.3429560819803228,0.6644754858357969,0.36028622910119623,0.42353812007909547,0.38627637584466923,0.5797593798751575,0.5676571112049486,0.6585803712204124,0.5226736715459789,0.42390151130025255,0.39771370896984615,0.2998479207016888,0.25938733537810776,0.6935968398730891,0.44228931300987123,0.4480869690207109,0.8436474707518418,0.452240203359741,0.5055976424789053,0.1337840465662662,0.5754071549362083,0.480112207390211,0.4152541215061677,0.30812287390459897,0.2798709565700589,0.2193238562592342
nh0005,0.7118251103991678,0.3937244401063662,0.46158567222346036,1.0,0.16780882641305483,0.33198730464455983,0.5731923827866126,0.48140063900082697,0.6147738689872564,0.2373236014477561,0.27576815444141023,0.43014328300742266,0.4659014536144186,0.3649230923401255,0.46895763445709987,0.49642775097124137,0.7648801087474753,0.764780929073203,0.6725930479486784,0.5024750385806338,0.7632259499234002,0.4729607086505291,0.3320101138444067,0.4175145404557343,0.4824423979913535,0.7100363815456893,0.2033187500314657,0.7290249200503672,0.13406783614512463,0.6868598407396448,0.3382627578117372,0.44651308439864934,0.4832920832350389,0.5785062197561999,0.4654665171323566,0.4541178090670208,0.3664447297661757,0.532022828739123,0.28965724905223633,0.5719301087143669,0.4102987106033495,0.30379152547156224,0.6585770463950394,0.5848098219279848,0.43627340616884014,0.4845361360308871,0.8542843460553149,0.3455866521932488,0.4230376518119011,0.5248510705569861,0.480728519540343,0.6532883059452032,0.3635863086634614,0.3214207602952881,0.34201708468643344,0.48919945692225575,0.4577358041677545,0.4900133289298166,0.33455780831699444,0.5524574152911628,0.6646320750793755,0.48645755530875284,0.40041945931644296,0.21253283844264237,0.32189172443053826,0.4802386958641735,0.337658311867499,0.44742268660126183,0.27957756830822167,0.5825176924498843,0.2788207712836034,0.5590542513421803,0.4065522054644837,0.31949681828167564,0.5505633761236435,0.5053742102152325,0.5381664218296597,0.27500719629344467,0.5404345483653153,0.4307199750905538,0.7570282001719478,0.46158982815852934,0.6005030741932359,0.5379763518231502,0.7253542317043755,0.5395462811028169,0.47813764614519916,0.9999999999999999,0.4594272147325789,0.40970634874491607,0.7076261282321543,0.4818956962189168,0.4904563203280823,0.3303158129873495,0.45121548280262047,0.42730551262235983,0.4289433015554963,0.502609608854597,0.5852789986577549,0.4450118140585214
nh0006,0.6432099204734062,0.4591465972458375,0.5039168874549504,1.0,0.32347779287944534,0.2367277037473503,0.5875628676233096,0.6235225102153178,0.5825675301922231,0.13287050835069136,0.4943615798304908,0.1886183806763766,0.3327918415668042,0.23856845960718975,0.5947148662442217,0.4611622639925237,0.7557250267051758,0.4365707623418711,0.6017817888742729,0.6129217849116296,0.4215206798410138,0.5701269229194784,0.3638502561281256,0.47255701316826676,0.5975751677691301,0.4992466252526716,0.3369344962307564,0.5749805953420525,0.2742324080161264,0.734660855961312,0.4084351265445947,0.5253650486318966,0.4009047958780536,0.34561612934074315,0.41024239683316116,0.48991969185579665,0.3185176738963842,0.299988446518226,0.2862992375160879,0.550335668793182,0.2682514598802885,0.2708246457931874,0.6772617718549653,0.512539804439392,0.2679127735951933,0.43870397495749036,0.608647061535212,0.5107497452002788,0.3315690180829588,0.5602819384739529,0.6118363465167111,0.7030614880885487,0.24892927266895581,0.6057846816130583,0.26343008983383664,0.522120595316133,0.490101248947275,0.6197273806492516,0.4914725938350264,0.6923979798706257,0.5981057664404275,0.48347488749277595,0.36718714454991264,0.13010329554364874,0.20389290601049592,0.28971112768684754,0.13509169942221594,0.39236392495744976,0.21590656819471898,0.6645361654820845,0.17917624587593478,0.6684351420411769,0.5475221653343381,0.35780263117823286,0.5147589261945338,0.37486215770364106,0.583015271320447,0.367822591551835,0.4080916670507154,0.4163812930382733,0.5309482733204355,0.19111833041326476,0.5620118966951387,0.6723842078591122,0.4213336361659301,0.5939555126039291,0.4349241255504974,0.4134810005746604,0.5768280262764716,0.3877150568921627,0.2609390502197238,0.5909298732955807,0.5157246529241377,0.4782638971041981,0.6052782011671765,0.48130506848120025,0.3305968127884561,0.5850704285688104,0.5640923679744247,0.4844925327851307
nh0007,0.6155434815683282,0.5802067822305834,0.4652527603059089,1.0,0.3734854536016683,0.1990054203733247,0.5604015435725687,0.5853802151225626,0.7300933956027198,0.24657610906756788,0.35971141928620787,0.44399930825166645,0.1715619427830584,0.07184549003881047,0.6306700913500645,0.3378592858840541,0.7199423288833888,0.6469264323800825,0.5036455277546945,0.6879075083887379,0.3899405436502341,0.5811225035203506,0.42901995786254576,0.4067680742192033,0.39717314825629085,0.649735392668806,0.282168940787341,0.5889665916735776,0.19142613294740846,0.7200133240827734,0.4911301191402415,0.38442971971924633,0.46720761060445626,0.4854277180878541,0.21826802689014274,0.3663821208054743,0.3439521138483077,0.5431337294804603,0.3260519500730654,0.8489448104380519,0.47589021333242393,0.618134261302776,0.5711789864283777,0.4997576622970069,0.3840218356746915,0.4511515206688541,0.6628846386182623,0.453476669402198,0.5172164723470907,0.5128455670681574,0.48752837763702206,0.5168162950197822,0.4521616142448861,0.5531586852408958,0.2051396781912821,0.6575846530416949,0.44270593406332936,0.5406228004119329,0.4428221598058977,0.9478889997559439,0.6260327976950726,0.42458729028196024,0.6374777691194777,0.23239864712397917,0.35333541794555734,0.33549068816591193,0.36380704413768367,0.4442893928708458,0.36024840436293404,0.4554938612135159,0.3645503307597959,0.6853605700834384,0.5051389622367068,0.3068920079642331,0.49113784220390455,0.49565012337723857,0.6783633723594308,0.439772174838757,0.5040343844619286,0.5441692114139407,0.6353912901666242,0.5104206131716029,0.6457185870851093,0.6604163412709432,0.6447674146251099,0.7075591500590426,0.47594202169133726,0.5994104560014398,0.6048201393586357,0.43190939972193976,0.7444733966540005,0.6452320128491588,0.47872682597313654,0.4064698685868014,0.564596285778229,0.5305392939506829,0.3160307090939275,0.6598312047311097,0.44646144859319203,0.5020453641146468
nh0008,0.2900040365009392,0.6308866141200993,0.19317139747844758,1.0,0.10990896215850632,0.17410492593470783,0.23307564536223135,0.28383189449589097,0.31002052646588035,0.3372584904600221,0.38564183232564175,0.3679202727920652,0.14111524456910393,0.0360831102265462,0.3435146178261708,0.40031041290518,0.34320301121992125,0.3503412542854022,0.292422149226576,0.3100042824378342,0.36431435457552963,0.35192881143500243,0.31614982600306485,0.3602232857530085,0.47063965332248375,0.15317372238035687,0.35972705217054624,0.41365853903108174,0.27305880308173613,0.5329099135883868,0.4825807502078392,0.6429186557665001,0.177516813345989,0.4828748377529781,0.27567050726240333,0.36306471978037036,0.393682554803791,0.4088101465000388,0.32662804398214274,0.10244934750555301,0.38779225114343613,0.2993766891290616,0.30291559496803333,0.32888491911296613,0.44363598758243716,0.03920476802424644,0.5678401987607327,0.2929944219046342,0.2209986855438828,0.14704732066786097,0.24970355288092239,0.442014485026372,0.5738513158748106,0.3661937483089137,0.1923892172772791,0.1792161362080864,0.3179053442323251,0.36472786251462425,0.21707766925995808,0.3859734277798711,0.3751173314202804,0.10229165204260421,0.2738378751255113,0.2924383068720414,0.42106308540644777,0.2752725653500942,0.29403099719569986,0.24819636165838155,0.23101238977389238,0.5013937068413663,0.30773113257959583,0.3649124896375336,0.24831030636613183,0.2001495904863715,0.20002654436407308,0.4779304381915197,0.3453681350031267,0.3265332704840573,0.33291054203357184,0.17654556377771224,0.35286717410469637,0.26379837302035003,0.4003674002740102,0.2590736047742789,0.32381704730990335,0.2793771015896421,0.16876944590126364,0.31365406164497645,0.1259507528663702,0.4816598363002619,0.48701310355852595,0.4928867976224002,0.19493767215735192,0.2964921254852379,0.18574105510732764,0.1381043256997455,0.3015354145710175,0.24746900077336836,0.359442185613712,0.37978731427017387
nh0009,0.7430848791954406,0.6556816882726404,0.3785766118096008,1.0,0.3012902261845988,0.4586127531221491,0.42441763490954165,0.3930327168865424,0.9976564838522322,0.17851262845339666,0.5220075456434947,0.655874193259176,0.19521530567786802,0.1377361670451277,0.7477429502314117,0.4565963338929524,0.7340256634956395,0.8682548655324382,0.7474188554176933,0.8249064767063589,0.6501251034671771,0.7655622752025236,0.7049774514337079,0.3508241888175552,0.4738231678531904,0.4280852190673411,0.19171532366861094,0.3208631775115691,0.16384730593639676,0.7657408403920185,0.4969679687418802,0.6147438960018392,0.6051853761996582,0.46021359828831443,0.5350378315882076,0.6332483327751339,0.55327829410568,0.3039079476926051,0.4117002169225592,0.9854571549099993,0.6210017405444268,0.5804062317053065,0.3631578301785504,0.9999999999999999,0.22487088438221436,0.34793760672085083,0.5650477242809524,0.27574367327296245,0.7124336772169475,0.4984375665414146,0.5265795590204254,0.6712517681462992,0.4522834099369837,0.7276154613342012,0.5099542940086188,0.3128812947549937,0.741376252346528,0.9291519005493416,0.9433385793041663,0.8810933433604118,0.4715073559721769,0.4244528615708651,0.5267296441970037,0.1963727196133621,0.21960930676432278,0.883510092675917,0.3374295640491554,0.4726308691214691,0.24938512314019212,0.4362936180579425,0.4685413796765274,0.9106080572107083,0.46732236001395244,0.7973466549224956,0.6237375670236238,0.7363866748502534,0.636276956511944,0.7484785416975095,0.3680477619564021,0.4521146958954687,0.7990038658439821,0.3645242956145963,0.8088173757563354,0.7670904759706103,0.8548420742501674,0.9557688969655349,0.8382812176797769,0.480749174531354,0.5443825449259663,0.20949431380100136,0.24654989452962522,0.8358179936396247,0.657899849357457,0.37465115191270043,0.5993240370625315,0.8584314957332074,0.43976900943591823,0.858087738244012,0.48791860915501606,0.8871148179059349
nh0010,0.40634449031741526,0.4949190073069947,0.621490483033905,1.0,0.2537628714225547,0.33099385656382085,0.13991334146884515,0.4131668465563728,0.4680665139389744,0.12232173623047271,0.5623685986551573,0.3468958325536333,0.25164903524651705,0.2522135273101408,0.558328717164954,0.39194450464375397,0.3952656292428397,0.5140965657981527,0.4698672607935623,0.4972817575985774,0.5115709578753898,0.5655868097686426,0.26619705342172395,0.25056849548505095,0.4137540946197658,0.45285024557611786,0.32503273816649103,0.17256886632993645,0.24635610968120128,0.5308290323720949,0.5147721337487081,0.2436433056582623,0.30709189830366923,0.2623884008874555,0.36618173609786825,0.27011445746207585,0.2177841600593884,0.22923525445369308,0.4711509800759497,0.6799811601348369,0.6007465183546086,0.4312062763490389,0.5727794384851922,0.48142830901211797,0.48010644249648915,0.7590472839638034,0.8153772928007479,0.48498635920907673,0.43770523133881967,0.45856967677281235,0.49419636128051736,0.5602694631754198,0.45523524198599397,0.31997897879303094,0.39117430189892577,0.04231464522571482,0.55151844273337,0.4024320626741877,0.2835921183975314,0.5243963302695653,0.5677416713689396,0.570400626444284,0.3961433430451309,0.10165748398670638,0.30707720073903744,0.37358335948223725,0.30164722222142853,0.21917992324548408,0.2487787387480268,0.3791455574692985,0.34792420117212586,0.47851314707223286,0.5855288139829535,0.36482751801299085,0.33307758528992415,0.5740171296750334,0.4539536614424525,0.5098625604374594,0.3784951111121181,0.5635724683111591,0.6993293096463592,0.6086662415088928,0.43263750365048426,0.2286879545622288,0.6184153323577446,0.5173436779942904,0.21839084453488566,0.33608590790335835,0.47817091659218086,0.6214823019178023,0.40497661532195256,0.5899877679401128,0.4836552583129097,0.23577891789464073,0.5074908988389495,0.5908981648407526,0.7484055566362299,0.45800554445968283,0.4362832087462254,0.4224203676902428
