,de la,de el,o que,s que,a que,os de,que e,que s,mente,que l,de su,e los,as de,a con,en la,e que,es de,en el,iendo,ament,aquel,ación,de lo,do de,e con,o con,que n,ue se,n que,e hab,encia,e las,la ca,de un,iento,que a,mient,e est,ombre,ue no,que h,to de,iones,ndo s,ndo l,lo qu,ar se,ón de,s con,señor,os qu,cuand,n los,por l,quell,o por,que t,estab,con l,ra de,staba,que p,a los,orque,ue ha,de es,do se,do en,entre,el co,es qu,hombr,te de,el ca,con e,iente,ión d,en su,no de,contr,ue la,que d,cione,e una,ue es,uestr,por e,que m,on la,parec,se de,n las,los d,de qu,mento,a par,ar la,os co,los c,la co
nh0001,0.8968253968253969,1.0,0.8862433862433863,0.6534391534391535,0.6164021164021164,0.5291005291005291,0.6587301587301587,0.5423280423280423,0.26455026455026454,0.5396825396825397,0.37037037037037035,0.5132275132275133,0.4312169312169312,0.31216931216931215,0.4126984126984127,0.3941798941798942,0.3148148148148148,0.34656084656084657,0.35185185185185186,0.17724867724867724,0.16137566137566137,0.2275132275132275,0.3968253968253968,0.32275132275132273,0.23015873015873015,0.335978835978836,0.35185185185185186,0.3306878306878307,0.24074074074074073,0.2857142857142857,0.1164021164021164,0.2857142857142857,0.2777777777777778,0.2857142857142857,0.15608465608465608,0.2724867724867725,0.13756613756613756,0.1931216931216931,0.42328042328042326,0.29894179894179895,0.29365079365079366,0.19576719576719576,0.12169312169312169,0.23809523809523808,0.2777777777777778,0.2328042328042328,0.23015873015873015,0.15079365079365079,0.18518518518518517,0.09259259259259259,0.23809523809523808,0.20105820105820105,0.25396825396825395,0.2671957671957672,0.09523809523809523,0.23809523809523808,0.2275132275132275,0.20899470899470898,0.1931216931216931,0.20634920634920634,0.2222222222222222,0.25132275132275134,0.15079365079365079,0.328042328042328,0.23809523809523808,0.15608465608465608,0.20899470899470898,0.19576719576719576,0.16666666666666666,0.12169312169312169,0.21693121693121692,0.34656084656084657,0.24074074074074073,0.2275132275132275,0.15079365079365079,0.1402116402116402,0.12698412698412698,0.1111111111111111,0.18783068783068782,0.23015873015873015,0.16137566137566137,0.23544973544973544,0.10052910052910052,0.15873015873015872,0.15343915343915343,0.12698412698412698,0.2275132275132275,0.15079365079365079,0.17724867724867724,0.164021164021164,0.164021164021164,0.16666666666666666,0.2275132275132275,0.15608465608465608,0.082010582010582,0.16666666666666666,0.11904761904761904,0.1693121693121693,0.17724867724867724,0.13227513227513227
nh0002,1.0,0.7025641025641025,0.982051282051282,0.7,0.5833333333333334,0.6102564102564103,0.573076923076923,0.5307692307692308,0.8717948717948718,0.41923076923076924,0.24871794871794872,0.45,0.41794871794871796,0.38461538461538464,0.5717948717948718,0.5294871794871795,0.49743589743589745,0.4,0.4756410256410256,0.6551282051282051,0.3243589743589744,0.5205128205128206,0.38974358974358975,0.33076923076923076,0.4358974358974359,0.3346153846153846,0.46794871794871795,0.2935897435897436,0.25,0.2794871794871795,0.41410256410256413,0.3076923076923077,0.21923076923076923,0.29743589743589743,0.2653846153846154,0.24102564102564103,0.3217948717948718,0.26282051282051283,0.2923076923076923,0.3641025641025641,0.2602564102564103,0.3346153846153846,0.46025641025641023,0.18461538461538463,0.2743589743589744,0.3192307692307692,0.25384615384615383,0.2782051282051282,0.2846153846153846,0.07051282051282051,0.2602564102564103,0.3038461538461538,0.24615384615384617,0.2423076923076923,0.2153846153846154,0.2653846153846154,0.2205128205128205,0.2423076923076923,0.2551282051282051,0.31666666666666665,0.2564102564102564,0.2423076923076923,0.24743589743589745,0.33589743589743587,0.19487179487179487,0.15,0.15,0.20512820512820512,0.2205128205128205,0.15512820512820513,0.18076923076923077,0.25,0.2358974358974359,0.17435897435897435,0.2358974358974359,0.23333333333333334,0.24615384615384617,0.16538461538461538,0.26282051282051283,0.20256410256410257,0.18974358974358974,0.1717948717948718,0.35512820512820514,0.2064102564102564,0.18974358974358974,0.24615384615384617,0.2153846153846154,0.3525641025641026,0.1987179487179487,0.22179487179487178,0.1371794871794872,0.22179487179487178,0.2076923076923077,0.2128205128205128,0.23205128205128206,0.25,0.20512820512820512,0.1717948717948718,0.1564102564102564,0.13076923076923078
nh0003,0.9929078014184397,0.9432624113475178,1.0,0.9148936170212766,0.851063829787234,0.48936170212765956,0.8297872340425532,0.6808510638297872,0.7092198581560284,0.475177304964539,0.36879432624113473,0.45390070921985815,0.5602836879432624,0.6737588652482269,0.524822695035461,0.48226950354609927,0.4326241134751773,0.3617021276595745,0.40425531914893614,0.46808510638297873,0.524822695035461,0.3546099290780142,0.3191489361702128,0.40425531914893614,0.48226950354609927,0.475177304964539,0.41843971631205673,0.5177304964539007,0.3829787234042553,0.5390070921985816,0.3120567375886525,0.2765957446808511,0.48936170212765956,0.2695035460992908,0.2765957446808511,0.3262411347517731,0.2198581560283688,0.41843971631205673,0.20567375886524822,0.3475177304964539,0.3404255319148936,0.2765957446808511,0.2553191489361702,0.2198581560283688,0.23404255319148937,0.3333333333333333,0.24822695035460993,0.18439716312056736,0.3546099290780142,0.2765957446808511,0.2553191489361702,0.3617021276595745,0.2127659574468085,0.24822695035460993,0.3475177304964539,0.28368794326241137,0.3404255319148936,0.3475177304964539,0.2624113475177305,0.28368794326241137,0.3546099290780142,0.2765957446808511,0.23404255319148937,0.2978723404255319,0.28368794326241137,0.22695035460992907,0.16312056737588654,0.3333333333333333,0.24822695035460993,0.48936170212765956,0.3191489361702128,0.1702127659574468,0.2553191489361702,0.23404255319148937,0.24113475177304963,0.2695035460992908,0.16312056737588654,0.15602836879432624,0.16312056737588654,0.3262411347517731,0.22695035460992907,0.23404255319148937,0.1702127659574468,0.23404255319148937,0.3049645390070922,0.1347517730496454,0.24822695035460993,0.3900709219858156,0.22695035460992907,0.3120567375886525,0.10638297872340426,0.3049645390070922,0.12056737588652482,0.19148936170212766,0.2127659574468085,0.24822695035460993,0.2198581560283688,0.18439716312056736,0.15602836879432624,0.24113475177304963
nh0004,0.6130434782608696,1.0,0.6217391304347826,0.49130434782608695,0.36086956521739133,0.6217391304347826,0.36086956521739133,0.3565217391304348,0.5869565217391305,0.3652173913043478,0.28695652173913044,0.7565217391304347,0.3782608695652174,0.391304347826087,0.3391304347826087,0.3130434782608696,0.41739130434782606,0.2565217391304348,0.3347826086956522,0.4391304347826087,0.14782608695652175,0.3130434782608696,0.5521739130434783,0.3,0.2565217391304348,0.34782608695652173,0.19130434782608696,0.20869565217391303,0.21304347826086956,0.25217391304347825,0.43043478260869567,0.2565217391304348,0.13478260869565217,0.21304347826086956,0.23478260869565218,0.1565217391304348,0.21739130434782608,0.15217391304347827,0.2391304347826087,0.1608695652173913,0.1782608695652174,0.24347826086956523,0.26956521739130435,0.24347826086956523,0.28695652173913044,0.1956521739130435,0.23478260869565218,0.2217391304347826,0.2826086956521739,0.05217391304347826,0.19130434782608696,0.20434782608695654,0.25217391304347825,0.25217391304347825,0.09565217391304348,0.24347826086956523,0.14782608695652175,0.2217391304347826,0.16956521739130434,0.14782608695652175,0.20869565217391303,0.1391304347826087,0.3521739130434783,0.06956521739130435,0.1391304347826087,0.1391304347826087,0.2217391304347826,0.16956521739130434,0.33043478260869563,0.09130434782608696,0.16521739130434782,0.1956521739130435,0.1826086956521739,0.23478260869565218,0.21739130434782608,0.17391304347826086,0.18695652173913044,0.09130434782608696,0.20869565217391303,0.14782608695652175,0.07391304347826087,0.12173913043478261,0.2217391304347826,0.13043478260869565,0.11304347826086956,0.1956521739130435,0.14347826086956522,0.11304347826086956,0.1391304347826087,0.14347826086956522,0.14347826086956522,0.15217391304347827,0.16521739130434782,0.16956521739130434,0.19130434782608696,0.12608695652173912,0.14782608695652175,0.18695652173913044,0.27391304347826084,0.15217391304347827
nh0005,0.92,1.0,0.92,0.7466666666666667,0.43333333333333335,0.6666666666666666,0.56,0.5533333333333333,0.5333333333333333,0.4666666666666667,0.32666666666666666,0.5266666666666666,0.52,0.37333333333333335,0.41333333333333333,0.42,0.36,0.36666666666666664,0.4266666666666667,0.36666666666666664,0.35333333333333333,0.48,0.41333333333333333,0.41333333333333333,0.4866666666666667,0.3933333333333333,0.31333333333333335,0.32666666666666666,0.29333333333333333,0.43333333333333335,0.21333333333333335,0.30666666666666664,0.14,0.4066666666666667,0.2733333333333333,0.32,0.2733333333333333,0.31333333333333335,0.21333333333333335,0.25333333333333335,0.35333333333333333,0.31333333333333335,0.26,0.2,0.18,0.2866666666666667,0.26666666666666666,0.19333333333333333,0.2866666666666667,0.36,0.31333333333333335,0.19333333333333333,0.22666666666666666,0.28,0.22666666666666666,0.3333333333333333,0.14666666666666667,0.2,0.16,0.2,0.19333333333333333,0.3,0.34,0.2733333333333333,0.26666666666666666,0.35333333333333333,0.16,0.24666666666666667,0.16,0.11333333333333333,0.18666666666666668,0.14,0.17333333333333334,0.12,0.2,0.22666666666666666,0.16666666666666666,0.21333333333333335,0.18666666666666668,0.19333333333333333,0.18666666666666668,0.18,0.12666666666666668,0.26666666666666666,0.2,0.18,0.20666666666666667,0.26666666666666666,0.12666666666666668,0.31333333333333335,0.12666666666666668,0.24,0.17333333333333334,0.20666666666666667,0.12,0.16,0.18666666666666668,0.23333333333333334,0.18666666666666668,0.17333333333333334
nh0006,0.8028169014084507,1.0,0.9694835680751174,0.7676056338028169,0.7488262910798122,0.5516431924882629,0.6737089201877934,0.6619718309859155,0.6807511737089202,0.5234741784037559,0.4788732394366197,0.3826291079812207,0.460093896713615,0.5046948356807511,0.3568075117370892,0.528169014084507,0.4835680751173709,0.4295774647887324,0.3192488262910798,0.4765258215962441,0.31690140845070425,0.4154929577464789,0.3192488262910798,0.3192488262910798,0.42488262910798125,0.3873239436619718,0.4107981220657277,0.392018779342723,0.3380281690140845,0.39436619718309857,0.2793427230046948,0.25586854460093894,0.19483568075117372,0.34976525821596244,0.29577464788732394,0.2511737089201878,0.27230046948356806,0.3826291079812207,0.20892018779342722,0.3403755868544601,0.39906103286384975,0.2676056338028169,0.24882629107981222,0.2112676056338028,0.13849765258215962,0.215962441314554,0.2981220657276995,0.3028169014084507,0.1784037558685446,0.34976525821596244,0.18309859154929578,0.20422535211267606,0.2300469483568075,0.15492957746478872,0.2136150234741784,0.22769953051643194,0.22300469483568075,0.3403755868544601,0.19953051643192488,0.2347417840375587,0.33568075117370894,0.2323943661971831,0.20187793427230047,0.215962441314554,0.31220657276995306,0.2793427230046948,0.17370892018779344,0.24413145539906103,0.1619718309859155,0.3427230046948357,0.26291079812206575,0.1807511737089202,0.2112676056338028,0.30985915492957744,0.20422535211267606,0.2605633802816901,0.24882629107981222,0.2699530516431925,0.2136150234741784,0.23708920187793428,0.19014084507042253,0.1596244131455399,0.18309859154929578,0.2981220657276995,0.3028169014084507,0.14788732394366197,0.18309859154929578,0.29577464788732394,0.16901408450704225,0.30985915492957744,0.1619718309859155,0.17370892018779344,0.15258215962441316,0.1784037558685446,0.1572769953051643,0.2323943661971831,0.18309859154929578,0.13145539906103287,0.13849765258215962,0.17370892018779344
nh0007,0.9449760765550239,0.8205741626794258,1.0,0.9138755980861244,0.6818181818181818,0.6770334928229665,0.7105263157894737,0.7559808612440191,0.6866028708133971,0.6602870813397129,0.48086124401913877,0.4665071770334928,0.48325358851674644,0.4569377990430622,0.48086124401913877,0.5119617224880383,0.47368421052631576,0.34210526315789475,0.49282296650717705,0.5478468899521531,0.5980861244019139,0.3444976076555024,0.3373205741626794,0.4138755980861244,0.40669856459330145,0.39473684210526316,0.4138755980861244,0.4784688995215311,0.3923444976076555,0.5502392344497608,0.22009569377990432,0.3349282296650718,0.3062200956937799,0.2751196172248804,0.2751196172248804,0.33014354066985646,0.23444976076555024,0.3803827751196172,0.430622009569378,0.35645933014354064,0.4019138755980861,0.24641148325358853,0.26555023923444976,0.3157894736842105,0.3062200956937799,0.23923444976076555,0.284688995215311,0.19856459330143542,0.22488038277511962,0.3229665071770335,0.24401913875598086,0.2583732057416268,0.3133971291866029,0.20813397129186603,0.39712918660287083,0.26555023923444976,0.3349282296650718,0.37559808612440193,0.2727272727272727,0.17703349282296652,0.34210526315789475,0.22488038277511962,0.3253588516746411,0.2966507177033493,0.30861244019138756,0.24401913875598086,0.3062200956937799,0.27751196172248804,0.23923444976076555,0.17942583732057416,0.3229665071770335,0.33253588516746413,0.21770334928229665,0.18421052631578946,0.2751196172248804,0.24880382775119617,0.1674641148325359,0.2727272727272727,0.21052631578947367,0.18660287081339713,0.23444976076555024,0.16985645933014354,0.22248803827751196,0.1674641148325359,0.3181818181818182,0.10047846889952153,0.24641148325358853,0.18899521531100477,0.1674641148325359,0.27751196172248804,0.19617224880382775,0.2679425837320574,0.19856459330143542,0.2799043062200957,0.18660287081339713,0.21770334928229665,0.24401913875598086,0.18181818181818182,0.18421052631578946,0.20095693779904306
nh0008,1.0,0.8346456692913385,0.5374015748031497,0.4940944881889764,0.41141732283464566,0.5885826771653543,0.32677165354330706,0.3425196850393701,0.39173228346456695,0.3779527559055118,0.4409448818897638,0.3838582677165354,0.4704724409448819,0.25984251968503935,0.3425196850393701,0.2440944881889764,0.37401574803149606,0.32677165354330706,0.36023622047244097,0.297244094488189,0.42913385826771655,0.24015748031496062,0.3405511811023622,0.25,0.17716535433070865,0.14763779527559054,0.19291338582677164,0.20275590551181102,0.23818897637795275,0.2204724409448819,0.17913385826771652,0.3031496062992126,0.40551181102362205,0.3641732283464567,0.2106299212598425,0.12007874015748031,0.21456692913385828,0.12598425196850394,0.17716535433070865,0.14960629921259844,0.1437007874015748,0.21850393700787402,0.26968503937007876,0.27165354330708663,0.24803149606299213,0.19488188976377951,0.20866141732283464,0.16929133858267717,0.11220472440944881,0.15354330708661418,0.18503937007874016,0.17716535433070865,0.20078740157480315,0.19094488188976377,0.30118110236220474,0.16338582677165353,0.16141732283464566,0.16929133858267717,0.13188976377952755,0.19094488188976377,0.18110236220472442,0.14566929133858267,0.18110236220472442,0.0688976377952756,0.10826771653543307,0.16338582677165353,0.19094488188976377,0.15354330708661418,0.22440944881889763,0.16338582677165353,0.1377952755905512,0.11811023622047244,0.14763779527559054,0.12401574803149606,0.1220472440944882,0.14566929133858267,0.12992125984251968,0.17716535433070865,0.20866141732283464,0.13385826771653545,0.15354330708661418,0.11614173228346457,0.19291338582677164,0.23031496062992127,0.09055118110236221,0.023622047244094488,0.16338582677165353,0.07874015748031496,0.1279527559055118,0.16535433070866143,0.18110236220472442,0.17519685039370078,0.1594488188976378,0.12598425196850394,0.13976377952755906,0.14960629921259844,0.1279527559055118,0.12401574803149606,0.20275590551181102,0.1062992125984252
nh0009,0.45881226053639845,0.6772030651340997,1.0,0.6906130268199234,0.6637931034482759,0.3850574712643678,0.5105363984674329,0.5670498084291188,0.5181992337164751,0.5009578544061303,0.28160919540229884,0.28448275862068967,0.25862068965517243,0.27490421455938696,0.23371647509578544,0.42049808429118773,0.24904214559386972,0.27298850574712646,0.4329501915708812,0.4703065134099617,0.5795019157088123,0.26436781609195403,0.22126436781609196,0.31992337164750956,0.2547892720306513,0.23850574712643677,0.4013409961685824,0.35344827586206895,0.29118773946360155,0.4511494252873563,0.19061302681992337,0.18295019157088122,0.13697318007662834,0.24233716475095785,0.2021072796934866,0.28448275862068967,0.23754789272030652,0.22701149425287356,0.1772030651340996,0.3342911877394636,0.31800766283524906,0.2164750957854406,0.15229885057471265,0.24233716475095785,0.2720306513409962,0.3333333333333333,0.29022988505747127,0.20881226053639848,0.15229885057471265,0.032567049808429116,0.27298850574712646,0.18486590038314177,0.14655172413793102,0.14942528735632185,0.3936781609195402,0.25191570881226055,0.20019157088122605,0.26340996168582376,0.13984674329501914,0.1772030651340996,0.2547892720306513,0.23754789272030652,0.1657088122605364,0.35344827586206895,0.24904214559386972,0.13409961685823754,0.21455938697318008,0.17624521072796934,0.19731800766283525,0.28160919540229884,0.22701149425287356,0.16762452107279693,0.11685823754789272,0.21168582375478928,0.16379310344827586,0.17624521072796934,0.19731800766283525,0.10057471264367816,0.10632183908045977,0.14272030651340997,0.15708812260536398,0.1752873563218391,0.12164750957854406,0.17624521072796934,0.1417624521072797,0.033524904214559385,0.19444444444444445,0.16091954022988506,0.11590038314176246,0.09865900383141762,0.1657088122605364,0.10344827586206896,0.12452107279693486,0.20114942528735633,0.3132183908045977,0.17624521072796934,0.1781609195402299,0.1206896551724138,0.15229885057471265,0.07854406130268199
nh0010,0.8329493087557603,1.0,0.869815668202765,0.7188940092165899,0.5829493087557603,0.7511520737327189,0.4205069124423963,0.4596774193548387,0.6382488479262672,0.4539170506912442,0.33294930875576034,0.39976958525345624,0.554147465437788,0.45506912442396313,0.2891705069124424,0.4447004608294931,0.4400921658986175,0.31336405529953915,0.39746543778801846,0.4965437788018433,0.5806451612903226,0.29147465437788017,0.3064516129032258,0.3790322580645161,0.39400921658986177,0.35944700460829493,0.33755760368663595,0.2926267281105991,0.3029953917050691,0.33410138248847926,0.24769585253456222,0.3490783410138249,0.35599078341013823,0.19470046082949308,0.20622119815668202,0.31105990783410137,0.1923963133640553,0.28110599078341014,0.33755760368663595,0.29147465437788017,0.24078341013824886,0.2269585253456221,0.2315668202764977,0.28456221198156684,0.2465437788018433,0.1728110599078341,0.24308755760368664,0.1923963133640553,0.2891705069124424,0.43317972350230416,0.26036866359447003,0.22465437788018433,0.22119815668202766,0.2523041474654378,0.33640552995391704,0.2119815668202765,0.2569124423963134,0.21774193548387097,0.24423963133640553,0.20276497695852536,0.2304147465437788,0.2350230414746544,0.16589861751152074,0.11059907834101383,0.19700460829493088,0.1935483870967742,0.24193548387096775,0.1716589861751152,0.20276497695852536,0.663594470046083,0.21428571428571427,0.29147465437788017,0.19815668202764977,0.14861751152073732,0.21313364055299538,0.2730414746543779,0.14746543778801843,0.14170506912442396,0.18317972350230416,0.173963133640553,0.10714285714285714,0.20276497695852536,0.1728110599078341,0.1359447004608295,0.14516129032258066,0.20622119815668202,0.2269585253456221,0.15552995391705068,0.21313364055299538,0.19009216589861752,0.18087557603686635,0.1716589861751152,0.271889400921659,0.20622119815668202,0.1382488479262673,0.1359447004608295,0.12672811059907835,0.2684331797235023,0.16820276497695852,0.1175115207373272
