,ente,ando,para,ment,esta,ento,ante,como,habí,cont,enci,entr,endo,pero,ella,aban,amen,aque,taba,todo,quel,ació,ombr,ones,enta,ados,estr,quie,cuan,espe,mien,comp,obre,esto,reci,pres,desp,pues,sent,rado,tado,tant,uell,uste,acer,cion,seño,eñor,raba,dijo,stab,anto,aron,sobr,pare,uert,asta,cien,iemp,orqu,cons,porq,hace,homb,toda,raci,casa,caba,mano,bien,much,stra,otro,inte,ello,segu,ontr,tras,fuer,mism,rada,adre,"nte,",amos,echo,nada,leva,onde,sper,ador,rand,part,anta,tien,medi,este,eran,ener,esen,endi
nh0001,0.7166666666666667,1.0,0.6722222222222223,0.3888888888888889,0.5861111111111111,0.38333333333333336,0.6611111111111111,0.425,0.4722222222222222,0.5055555555555555,0.25555555555555554,0.4,0.425,0.2861111111111111,0.2361111111111111,0.38055555555555554,0.20277777777777778,0.19166666666666668,0.41944444444444445,0.3611111111111111,0.16944444444444445,0.24166666666666667,0.5333333333333333,0.25277777777777777,0.1638888888888889,0.225,0.25555555555555554,0.325,0.25555555555555554,0.2222222222222222,0.175,0.2222222222222222,0.18888888888888888,0.32222222222222224,0.25277777777777777,0.16944444444444445,0.13333333333333333,0.4083333333333333,0.15833333333333333,0.24166666666666667,0.29444444444444445,0.25,0.1361111111111111,0.2722222222222222,0.17777777777777778,0.125,0.09722222222222222,0.09722222222222222,0.15555555555555556,0.15555555555555556,0.23333333333333334,0.175,0.28888888888888886,0.1638888888888889,0.2222222222222222,0.2,0.225,0.11666666666666667,0.17222222222222222,0.3472222222222222,0.09722222222222222,0.3472222222222222,0.1638888888888889,0.3638888888888889,0.16111111111111112,0.17222222222222222,0.2611111111111111,0.3138888888888889,0.17777777777777778,0.25,0.3111111111111111,0.11666666666666667,0.275,0.15555555555555556,0.14166666666666666,0.16944444444444445,0.24166666666666667,0.1527777777777778,0.19722222222222222,0.19166666666666668,0.10277777777777777,0.13055555555555556,0.2111111111111111,0.19166666666666668,0.17777777777777778,0.16666666666666666,0.15,0.15,0.14722222222222223,0.1638888888888889,0.13333333333333333,0.19444444444444445,0.2111111111111111,0.14444444444444443,0.16666666666666666,0.13333333333333333,0.11388888888888889,0.075,0.1361111111111111,0.13333333333333333
nh0002,1.0,0.7452076677316294,0.6174121405750799,0.762779552715655,0.48961661341853036,0.4776357827476038,0.43450479233226835,0.6373801916932907,0.3242811501597444,0.29472843450479236,0.3722044728434505,0.2939297124600639,0.32028753993610226,0.4928115015974441,0.2108626198083067,0.2476038338658147,0.43929712460063897,0.21884984025559107,0.2915335463258786,0.3610223642172524,0.2036741214057508,0.3274760383386581,0.22523961661341854,0.36182108626198084,0.29073482428115016,0.18610223642172524,0.21405750798722045,0.2787539936102236,0.3059105431309904,0.2292332268370607,0.21485623003194887,0.24281150159744408,0.14456869009584664,0.28833865814696485,0.19568690095846644,0.19169329073482427,0.1964856230031949,0.19329073482428116,0.16693290734824281,0.15495207667731628,0.21166134185303515,0.21645367412140576,0.1413738019169329,0.1645367412140575,0.20766773162939298,0.3027156549520767,0.0439297124600639,0.04472843450479233,0.14936102236421725,0.07507987220447285,0.16932907348242812,0.26277955271565495,0.08945686900958466,0.11661341853035144,0.1805111821086262,0.09105431309904154,0.23242811501597443,0.1621405750798722,0.23242811501597443,0.2108626198083067,0.1876996805111821,0.21006389776357828,0.22523961661341854,0.15575079872204473,0.21565495207667731,0.14217252396166133,0.14217252396166133,0.1134185303514377,0.09984025559105432,0.15575079872204473,0.26118210862619806,0.16373801916932906,0.1573482428115016,0.21006389776357828,0.12060702875399361,0.1389776357827476,0.12619808306709265,0.1853035143769968,0.16533546325878595,0.16932907348242812,0.1134185303514377,0.1062300319488818,0.21964856230031948,0.1733226837060703,0.12300319488817892,0.17012779552715654,0.09185303514376997,0.07028753993610223,0.1110223642172524,0.1485623003194888,0.15894568690095848,0.1900958466453674,0.10782747603833866,0.11661341853035144,0.14217252396166133,0.08706070287539937,0.16613418530351437,0.12619808306709265,0.09424920127795527,0.0902555910543131
nh0003,1.0,0.9514563106796117,0.6504854368932039,0.6893203883495146,0.6456310679611651,0.5679611650485437,0.5242718446601942,0.47572815533980584,0.6019417475728155,0.4223300970873786,0.3155339805825243,0.3058252427184466,0.32524271844660196,0.5194174757281553,0.5388349514563107,0.2621359223300971,0.33980582524271846,0.38349514563106796,0.3737864077669903,0.3155339805825243,0.3592233009708738,0.24757281553398058,0.21844660194174756,0.20388349514563106,0.22330097087378642,0.24757281553398058,0.16990291262135923,0.24757281553398058,0.2669902912621359,0.22330097087378642,0.16990291262135923,0.23786407766990292,0.18932038834951456,0.24271844660194175,0.23786407766990292,0.15048543689320387,0.28640776699029125,0.22815533980582525,0.2524271844660194,0.20388349514563106,0.19902912621359223,0.14563106796116504,0.2669902912621359,0.3106796116504854,0.1796116504854369,0.13106796116504854,0.18932038834951456,0.18932038834951456,0.2087378640776699,0.12135922330097088,0.2524271844660194,0.10679611650485436,0.06796116504854369,0.1262135922330097,0.2524271844660194,0.09223300970873786,0.1941747572815534,0.1262135922330097,0.1796116504854369,0.20388349514563106,0.1407766990291262,0.20388349514563106,0.20388349514563106,0.11650485436893204,0.18446601941747573,0.15048543689320387,0.27184466019417475,0.22815533980582525,0.11650485436893204,0.14563106796116504,0.3106796116504854,0.10194174757281553,0.14563106796116504,0.06310679611650485,0.18932038834951456,0.18932038834951456,0.22330097087378642,0.08737864077669903,0.0970873786407767,0.11165048543689321,0.13592233009708737,0.21844660194174756,0.18932038834951456,0.14563106796116504,0.0970873786407767,0.10679611650485436,0.11650485436893204,0.0970873786407767,0.1553398058252427,0.16990291262135923,0.18446601941747573,0.13106796116504854,0.1407766990291262,0.12135922330097088,0.10194174757281553,0.10679611650485436,0.07766990291262135,0.15048543689320387,0.11650485436893204,0.05825242718446602
nh0004,1.0,0.9365079365079365,0.6547619047619048,0.7658730158730159,0.5158730158730159,0.4880952380952381,0.4126984126984127,0.3968253968253968,0.2698412698412698,0.3412698412698413,0.5634920634920635,0.4801587301587302,0.3412698412698413,0.3968253968253968,0.15079365079365079,0.5515873015873016,0.45634920634920634,0.1746031746031746,0.38095238095238093,0.24603174603174602,0.1388888888888889,0.2857142857142857,0.25,0.3134920634920635,0.25793650793650796,0.30158730158730157,0.2976190476190476,0.21031746031746032,0.31746031746031744,0.15476190476190477,0.23412698412698413,0.21825396825396826,0.14285714285714285,0.15079365079365079,0.29365079365079366,0.23809523809523808,0.25396825396825395,0.25793650793650796,0.10714285714285714,0.15079365079365079,0.20634920634920634,0.23809523809523808,0.09523809523809523,0.0,0.24206349206349206,0.23015873015873015,0.047619047619047616,0.047619047619047616,0.16666666666666666,0.1865079365079365,0.21428571428571427,0.2976190476190476,0.2619047619047619,0.11904761904761904,0.20634920634920634,0.20238095238095238,0.28174603174603174,0.19444444444444445,0.18253968253968253,0.06349206349206349,0.2857142857142857,0.06349206349206349,0.18253968253968253,0.17857142857142858,0.1111111111111111,0.07539682539682539,0.04365079365079365,0.12301587301587301,0.1349206349206349,0.10317460317460317,0.10714285714285714,0.1626984126984127,0.15476190476190477,0.1349206349206349,0.1388888888888889,0.21825396825396826,0.1349206349206349,0.1984126984126984,0.25793650793650796,0.18253968253968253,0.15873015873015872,0.15079365079365079,0.14682539682539683,0.1111111111111111,0.1111111111111111,0.11904761904761904,0.14285714285714285,0.12698412698412698,0.10714285714285714,0.4365079365079365,0.21428571428571427,0.15873015873015872,0.11904761904761904,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.19444444444444445,0.12301587301587301,0.10714285714285714,0.11904761904761904
nh0005,1.0,0.7457627118644068,0.6779661016949152,0.5932203389830508,0.6666666666666666,0.5480225988700564,0.576271186440678,0.6666666666666666,0.5706214689265536,0.3502824858757062,0.3559322033898305,0.3163841807909605,0.3954802259887006,0.4915254237288136,0.3107344632768362,0.3672316384180791,0.3389830508474576,0.3107344632768362,0.3163841807909605,0.3785310734463277,0.2994350282485876,0.423728813559322,0.2598870056497175,0.2711864406779661,0.22598870056497175,0.24293785310734464,0.2542372881355932,0.1977401129943503,0.23728813559322035,0.21468926553672316,0.2598870056497175,0.2768361581920904,0.2994350282485876,0.3333333333333333,0.2542372881355932,0.3050847457627119,0.20903954802259886,0.22598870056497175,0.2598870056497175,0.3050847457627119,0.1864406779661017,0.2598870056497175,0.1977401129943503,0.005649717514124294,0.3050847457627119,0.15254237288135594,0.3050847457627119,0.3050847457627119,0.3163841807909605,0.11864406779661017,0.1807909604519774,0.15254237288135594,0.15254237288135594,0.1751412429378531,0.288135593220339,0.1638418079096045,0.1864406779661017,0.1977401129943503,0.288135593220339,0.24293785310734464,0.24293785310734464,0.23728813559322035,0.21468926553672316,0.11864406779661017,0.22033898305084745,0.22033898305084745,0.14689265536723164,0.14124293785310735,0.24293785310734464,0.22033898305084745,0.3446327683615819,0.13559322033898305,0.15254237288135594,0.05649717514124294,0.22033898305084745,0.0847457627118644,0.1638418079096045,0.11864406779661017,0.0903954802259887,0.1016949152542373,0.192090395480226,0.12994350282485875,0.1638418079096045,0.15254237288135594,0.23163841807909605,0.14689265536723164,0.1977401129943503,0.1016949152542373,0.11864406779661017,0.23728813559322035,0.1807909604519774,0.21468926553672316,0.2937853107344633,0.10734463276836158,0.14124293785310735,0.22033898305084745,0.15819209039548024,0.1864406779661017,0.192090395480226,0.12429378531073447
nh0006,1.0,0.5814360770577933,0.6725043782837128,0.6619964973730298,0.6882661996497373,0.532399299474606,0.6234676007005254,0.5464098073555166,0.4886164623467601,0.3432574430823117,0.30297723292469353,0.2714535901926445,0.26444833625218916,0.5621716287215411,0.3239929947460595,0.22942206654991243,0.3607705779334501,0.2486865148861646,0.37302977232924694,0.2819614711033275,0.2381786339754816,0.30998248686514884,0.2084063047285464,0.23642732049036777,0.22942206654991243,0.1786339754816112,0.15411558669001751,0.2136602451838879,0.20140105078809106,0.20490367775831875,0.21891418563922943,0.23117338003502627,0.19614711033274956,0.3134851138353765,0.26970227670753066,0.22591943957968477,0.30122591943957966,0.2434325744308231,0.2381786339754816,0.18739054290718038,0.20665499124343256,0.19439579684763572,0.17162872154115585,0.9807355516637478,0.1978984238178634,0.18038528896672504,0.2609457092819615,0.2609457092819615,0.18038528896672504,0.2084063047285464,0.2679509632224168,0.17162872154115585,0.14185639229422067,0.12609457092819615,0.2626970227670753,0.15236427320490367,0.1646234676007005,0.15411558669001751,0.18213660245183888,0.1628721541155867,0.16112084063047286,0.1628721541155867,0.18739054290718038,0.13485113835376533,0.19964973730297722,0.17688266199649738,0.10157618213660245,0.2679509632224168,0.0893169877408056,0.17688266199649738,0.14711033274956217,0.11208406304728546,0.15586690017513136,0.13485113835376533,0.15761821366024517,0.14185639229422067,0.17688266199649738,0.10157618213660245,0.12609457092819615,0.08056042031523643,0.17513134851138354,0.12609457092819615,0.16637478108581435,0.1628721541155867,0.14185639229422067,0.12609457092819615,0.14535901926444833,0.1138353765323993,0.1243432574430823,0.14535901926444833,0.12084063047285463,0.138353765323993,0.14010507880910683,0.12609457092819615,0.09807355516637478,0.18388791593695272,0.11558669001751314,0.30998248686514884,0.11033274956217162,0.09982486865148861
nh0007,1.0,0.9202898550724637,0.697463768115942,0.6938405797101449,0.6666666666666666,0.5108695652173914,0.5380434782608695,0.5452898550724637,0.7010869565217391,0.3333333333333333,0.2608695652173913,0.2826086956521739,0.40398550724637683,0.6268115942028986,0.5144927536231884,0.35688405797101447,0.447463768115942,0.48007246376811596,0.39311594202898553,0.37681159420289856,0.4528985507246377,0.26268115942028986,0.4003623188405797,0.2717391304347826,0.2463768115942029,0.5054347826086957,0.15942028985507245,0.33695652173913043,0.23550724637681159,0.2807971014492754,0.19384057971014493,0.28804347826086957,0.21557971014492755,0.27898550724637683,0.25181159420289856,0.2210144927536232,0.23369565217391305,0.286231884057971,0.1956521739130435,0.24456521739130435,0.18840579710144928,0.20652173913043478,0.33695652173913043,0.6340579710144928,0.1721014492753623,0.1956521739130435,0.24456521739130435,0.24456521739130435,0.17391304347826086,0.2427536231884058,0.28442028985507245,0.18478260869565216,0.14673913043478262,0.10144927536231885,0.2427536231884058,0.21557971014492755,0.15942028985507245,0.2898550724637681,0.23369565217391305,0.22644927536231885,0.1431159420289855,0.22644927536231885,0.1793478260869565,0.25181159420289856,0.2318840579710145,0.125,0.1539855072463768,0.32065217391304346,0.09782608695652174,0.18115942028985507,0.2318840579710145,0.10869565217391304,0.18297101449275363,0.15217391304347827,0.21014492753623187,0.2318840579710145,0.14130434782608695,0.09782608695652174,0.19746376811594202,0.11956521739130435,0.15760869565217392,0.09239130434782608,0.19202898550724637,0.21920289855072464,0.1213768115942029,0.17391304347826086,0.15217391304347827,0.10869565217391304,0.1721014492753623,0.1213768115942029,0.14673913043478262,0.17572463768115942,0.13768115942028986,0.18840579710144928,0.09782608695652174,0.13768115942028986,0.161231884057971,0.10507246376811594,0.10869565217391304,0.14673913043478262
nh0008,0.9210526315789473,1.0,0.7488038277511961,0.715311004784689,0.5598086124401914,0.5406698564593302,0.5215311004784688,0.7894736842105263,0.5095693779904307,0.33253588516746413,0.44019138755980863,0.5406698564593302,0.4569377990430622,0.3444976076555024,0.49521531100478466,0.5980861244019139,0.423444976076555,0.5526315789473685,0.4688995215311005,0.37799043062200954,0.5287081339712919,0.2942583732057416,0.3014354066985646,0.4569377990430622,0.3923444976076555,0.2679425837320574,0.12440191387559808,0.33014354066985646,0.2535885167464115,0.2799043062200957,0.2751196172248804,0.32057416267942584,0.42105263157894735,0.16028708133971292,0.20813397129186603,0.22488038277511962,0.27751196172248804,0.16028708133971292,0.27751196172248804,0.21052631578947367,0.22966507177033493,0.15789473684210525,0.38516746411483255,0.007177033492822967,0.31100478468899523,0.2703349282296651,0.18660287081339713,0.18660287081339713,0.24401913875598086,0.14832535885167464,0.22727272727272727,0.15789473684210525,0.27751196172248804,0.3588516746411483,0.2679425837320574,0.21770334928229665,0.16267942583732056,0.1937799043062201,0.20813397129186603,0.08373205741626795,0.16028708133971292,0.08133971291866028,0.20574162679425836,0.14354066985645933,0.20095693779904306,0.15311004784688995,0.3253588516746411,0.17464114832535885,0.24880382775119617,0.13636363636363635,0.21770334928229665,0.1339712918660287,0.1507177033492823,0.22488038277511962,0.2535885167464115,0.22966507177033493,0.16267942583732056,0.21770334928229665,0.11483253588516747,0.1339712918660287,0.20813397129186603,0.14114832535885166,0.22009569377990432,0.06937799043062201,0.23205741626794257,0.18899521531100477,0.20813397129186603,0.09808612440191387,0.21291866028708134,0.1339712918660287,0.18181818181818182,0.1507177033492823,0.21770334928229665,0.14354066985645933,0.11483253588516747,0.07655502392344497,0.20574162679425836,0.11483253588516747,0.19856459330143542,0.16985645933014354
nh0009,1.0,0.9452332657200812,0.8975659229208925,0.9381338742393509,0.7342799188640974,0.7505070993914807,0.4381338742393509,0.44929006085192696,0.9787018255578094,0.24949290060851928,0.32961460446247465,0.36105476673427994,0.5283975659229209,0.45334685598377283,0.40060851926977686,0.41379310344827586,0.5324543610547667,0.6876267748478702,0.4330628803245436,0.5162271805273834,0.6156186612576064,0.2799188640973631,0.24949290060851928,0.21095334685598377,0.2768762677484787,0.3255578093306288,0.09026369168356999,0.32454361054766734,0.27281947261663286,0.2778904665314402,0.2738336713995943,0.22616632860040567,0.2099391480730223,0.29817444219066935,0.24442190669371197,0.2525354969574036,0.17748478701825557,0.2606490872210953,0.1612576064908722,0.18864097363083165,0.35699797160243407,0.1105476673427992,0.4290060851926978,0.12778904665314403,0.3316430020283976,0.2150101419878296,0.034482758620689655,0.034482758620689655,0.1926977687626775,0.12271805273833672,0.28600405679513186,0.16531440162271804,0.1997971602434077,0.1643002028397566,0.1328600405679513,0.19168356997971603,0.24543610547667344,0.1926977687626775,0.20588235294117646,0.3752535496957404,0.140973630831643,0.3752535496957404,0.3093306288032454,0.17748478701825557,0.2971602434077079,0.15010141987829614,0.09127789046653144,0.28600405679513186,0.09837728194726167,0.1612576064908722,0.1460446247464503,0.12170385395537525,0.15010141987829614,0.1075050709939148,0.34787018255578095,0.32961460446247465,0.1511156186612576,0.1359026369168357,0.3225152129817444,0.2768762677484787,0.10953346855983773,0.06490872210953347,0.20081135902636918,0.09330628803245436,0.18661257606490872,0.17849898580121704,0.1896551724137931,0.20689655172413793,0.23732251521298176,0.11561866125760649,0.12170385395537525,0.17647058823529413,0.08823529411764706,0.09634888438133875,0.18356997971602435,0.12373225152129817,0.24036511156186613,0.22616632860040567,0.11359026369168357,0.11561866125760649
nh0010,1.0,0.8417721518987342,0.4475587703435805,0.6528028933092225,0.5687160940325497,0.4014466546112116,0.4945750452079566,0.37251356238698013,0.4412296564195298,0.4267631103074141,0.3209764918625678,0.37884267631103075,0.352622061482821,0.26491862567811936,0.33273056057866185,0.5289330922242315,0.40867992766726946,0.4692585895117541,0.3896925858951175,0.38517179023508136,0.4566003616636528,0.22875226039783003,0.3562386980108499,0.3047016274864376,0.3010849909584087,0.3770343580470163,0.28119349005424954,0.1763110307414105,0.2359855334538879,0.2070524412296564,0.16636528028933092,0.2576853526220615,0.24502712477396021,0.3128390596745027,0.16907775768535263,0.18264014466546113,0.27848101265822783,0.2007233273056058,0.21428571428571427,0.2640144665461121,0.22151898734177214,0.2721518987341772,0.3227848101265823,0.28661844484629295,0.16455696202531644,0.17902350813743217,0.3399638336347197,0.3399638336347197,0.2974683544303797,0.09855334538878843,0.19168173598553345,0.22423146473779385,0.19439421338155516,0.24502712477396021,0.20343580470162748,0.15370705244122965,0.17721518987341772,0.16455696202531644,0.13743218806509946,0.08860759493670886,0.10940325497287523,0.08770343580470162,0.11934900542495479,0.22875226039783003,0.14647377938517178,0.09132007233273057,0.15370705244122965,0.13562386980108498,0.16636528028933092,0.2070524412296564,0.22513562386980107,0.17269439421338156,0.2793851717902351,0.16003616636528029,0.2115732368896926,0.15551537070524413,0.13652802893309224,0.2613019891500904,0.162748643761302,0.10759493670886076,0.14285714285714285,0.03616636528028933,0.1220614828209765,0.2820976491862568,0.14828209764918626,0.1491862567811935,0.10397830018083183,0.6184448462929476,0.081374321880651,0.0867992766726944,0.15551537070524413,0.15822784810126583,0.12658227848101267,0.0922242314647378,0.1256781193490054,0.1274864376130199,0.13291139240506328,0.09584086799276673,0.10126582278481013,0.13200723327305605
