,mente,había,ament,aquel,mient,ombre,señor,usted,cuand,quell,estab,staba,sobre,porqu,orque,entre,hombr,contr,cione,parec,mento,antes,quier,esper,entra,todos,conte,algun,despu,tenía,conoc,hacer,"ente,",mismo,spera,inter,prend,nuest,acion,noche,tiene,resen,mujer,prese,empre,compa,prime,estro,ciend,joven,tiemp,rimer,tante,quien,padre,llega,donde,estra,mucho,enton,momen,tanto,tonce,puest,coraz,pensa,ancia,labra,siemp,iempr,desde,esent,habla,alabr,"ción,",preci,palab,lleva,traba,compr,decir,otros,senta,conve,graci,pregu,uerta,cabal,parte,tambi,amigo,cuent,rente,encon,taban,lante,puert,neces,hubie,aball
nh0001,0.19705505184597538,0.45401294024278865,0.12425803805020941,0.19457815884203078,0.08612922142382479,0.7529833202618771,0.13670473413420806,0.30728294010968615,0.42395288266269093,0.18734274904356024,0.5659274348218948,0.5991852359411716,0.2038140354771476,0.7904544025115722,0.8329388990276069,0.31720570221701494,0.6877646774953743,0.7482938862678495,0.16397043371206188,0.4103001436494341,0.14520525963209116,0.4499538591192607,0.44012719336745904,0.35659452933222463,0.2161493137540409,0.38008491454192517,0.4162712466290641,0.1471093220085125,0.11475818746408684,0.4654194911921565,0.31240347593271567,0.3649206607266354,0.3447903762807838,0.6309820742535359,0.2729325121962351,0.3349666565270176,0.06702572459437317,0.31546432142151565,0.05243492465156313,0.3011172783255586,0.23916120537520685,0.2425980721268619,0.28963058017597254,0.2462341924422879,0.22182330924266258,0.41183555004551836,0.7289534219511259,0.3835300301129953,0.13810868694864994,0.05993053059309278,0.36688797310690413,0.7346466089232162,0.5822151676909316,0.5111357248126231,0.3236569497407079,0.2725556931957876,0.41391281608338976,0.09387732380538509,0.6257263105861055,0.2388881140569422,0.21207695215053707,0.4257708981834242,0.23176482197762785,0.8348068048066739,0.11426048092672254,0.0804490690728478,0.20722310995297086,0.27405688209346546,0.25520671131997613,0.25520671131997613,0.4444577735264141,0.24245937505077514,0.555682475645362,0.2804524728042634,0.46804445826369945,0.47125112238875505,0.2804524728042634,0.3401698996478851,0.11634663194293039,0.07151869761343177,0.6642618539137173,0.3437895376727049,0.3381695405968634,0.22434588729907268,0.3584265572385529,0.28197526431829395,0.32514862260050315,0.8106204842500759,0.43918865184728384,0.49647055653579003,0.4950865371301034,0.21240919216414733,0.2611233215808947,0.32139404837711516,0.362501943517638,0.5532295716930166,0.35588673066280135,0.24038029983354148,0.32847355902498515,0.7792801748666506
nh0002,0.7831787835694145,0.3038987759682769,0.7551303259263114,0.2672297531517289,0.2356687317234124,0.3029473791681433,0.062795926896791,0.2066396495576752,0.4243459010458971,0.2926278033897344,0.3972473065506316,0.4285646240616216,0.13921627346700832,0.5183265405589197,0.5481646440652151,0.2494437646944166,0.29306624888887084,0.37390522246563984,0.5125530382492696,0.3464656714373415,0.3637071788916345,0.30552728194699125,0.4414072397321865,0.3408143473171113,0.20228839185332753,0.34324576383481487,0.19210681917538472,0.4547565211077492,0.4116553391629991,0.44124678762569897,0.1267669862021654,0.7132881021164369,0.6493875224181113,0.6165463835009946,0.3560365875553083,0.49774276887478225,0.4505177126227332,0.38078526189337114,0.39978131227131675,0.1516793399832821,0.22391680495198868,0.30269761334057144,0.2511768008567541,0.3034429040395429,0.6224468581538743,0.13294836429509282,0.46763461604172574,0.2508642240905123,0.2782375462673228,0.057690753587384236,0.4287321283292659,0.48708805895594043,0.3071678283515045,0.3917357591807754,0.2533015892829572,0.36175899321831356,0.20867068796339758,0.21838969748029036,0.7336984878437386,0.45680744959497044,0.4465615360309807,0.7603052174062135,0.4466825422306264,0.44502305236914885,0.023274304857908962,0.17520493198086703,0.4646466139657902,0.2757322628487354,0.5891935622946164,0.5891935622946164,0.3233732739257413,0.26830616968231813,0.49533606733657737,0.2983023977201761,0.8424675402209212,0.4090326478138913,0.2983023977201761,0.286341333512426,0.0771376891208078,0.5885487716218302,0.6648977025882982,0.38445314151928867,0.30824242682334874,0.4137358076008676,0.2907918837416356,0.30039031801978344,0.1622576314101773,0.1603408059673492,0.609949646480963,0.4607556731814431,0.29670425561729463,0.43057185135317017,0.2099780611390158,0.22085973197517633,0.26070797173137983,0.16883330976136413,0.12819299118285774,0.49992214225493375,0.5172815518475938,0.15003124483916094
nh0003,0.543405200709455,0.6074588097980267,0.4176587358847131,0.4274352461132482,0.08954304229823729,0.17906359489380508,0.269764945866125,0.33868015447182315,0.5117483356449739,0.46499306808452867,0.6047409219967785,0.6071188344411025,0.12806218066617403,0.4308376926663569,0.4573412660668534,0.28636139932946036,0.1672765064999866,0.6567953615801642,0.18289540554469402,0.53555088821096,0.306210827154652,0.05834663704497661,0.2906042813700793,0.49119178476928865,0.10946322447519011,0.17809740719498932,0.38366914383432105,0.557389193163065,0.6818435384648178,0.5321949918161835,0.5111514689466474,0.40550218196414867,0.3317533599894711,0.21665808375292014,0.3247424655507587,0.06431945744675086,0.4184502036858019,0.2021977287493974,0.1313197436647148,0.2273379096354246,0.2045400674029279,0.2085997262223448,0.4520338164730894,0.2117262708632796,0.41189334937613803,0.25642932750395114,0.9566996318359122,0.12526950148628274,0.11913737886910342,0.22619600337866735,0.22533917516624594,1.0,0.25527860410564024,0.18752371963150183,0.415634981331547,0.3297981524789166,0.22178041897411116,0.10106584119638651,0.29687676307888744,0.619928945619807,0.47700853188511494,0.18187347754605065,0.5730464211993609,0.5856201683426011,0.2834786257661489,0.16332308137285953,0.15252597995081205,0.2590943881618788,0.41199984931794126,0.41199984931794126,0.3341801902986495,0.1658018283614512,0.11786795995358548,0.1168338829049158,0.4252164507939399,0.1856069225633405,0.1168338829049158,0.17719395315662578,0.14733417525968157,0.44795174836388363,0.4860615303214229,0.3239343690722356,0.14612783435849408,0.33423283530447,0.28553189005056745,0.30650693455005473,0.22204788575693252,0.4337823410304585,0.42276868692440295,0.5887908248473201,0.08892678556339756,0.26666186081396753,0.2062397632917406,0.6507140564005034,0.19700506415178587,0.6092899116787508,0.1316464028581505,0.25241178399370867,0.13290384995577628,0.39706737131402037
nh0004,0.8251297571424555,0.2430266284658203,0.7915910165005757,0.1804792177240764,0.2535179785208685,0.40235149013364346,0.07344005804992342,0.0,0.4480056925748809,0.19284829246930388,0.6268146028602004,0.56982449974186,0.14301612707059225,0.13283161409704625,0.14018225955186606,0.8777261475398166,0.3679401297343821,0.4397570978405084,0.4902382312589451,0.34541394011487014,0.4911544864313019,0.37900402976578945,0.2721385951878733,0.18653052490930155,0.2610607842608712,0.22069838003827122,0.3774065636833809,0.3130805334377543,0.6931827138535877,0.3953375482216701,0.22168674440825373,0.6634994489786108,0.32682069948967113,0.6888804613139526,0.19788415498374362,0.28228321393452915,0.23510205191784173,0.3965624894187158,0.2441167601801502,0.19671892911240338,0.17554130794053868,0.3424692084557341,0.18399353060602927,0.3674412048934302,0.4707144602556969,0.25106049996203805,0.40984017011624707,0.3838747547295096,0.2327371611468049,0.06707932609878382,0.3867298498994214,0.4376548604951549,0.40077465745486685,0.3042782450011323,0.4903821251942288,1.0000000000000002,0.4350681853954469,0.32033355183130124,0.2925360799622511,0.18114730903178466,0.42721513263683586,0.8953624510910192,0.18435825406272893,0.2541928719014518,0.060287242356452136,0.05527978932105937,0.4263341463220063,0.3641538820809117,0.4278460109023991,0.4278460109023991,0.3298076643451956,0.27028899989949645,0.4639665398910296,0.3319754718051365,0.5670884969334543,0.6814939980086714,0.3319754718051365,0.506527700962266,0.12219481769441552,0.37511718774377145,0.20252538942885462,0.3004070853039871,0.35151896971384666,0.585643319767085,0.07152346322691443,0.4166059917399501,0.07708563550130165,0.2610084555714438,0.6504612444754858,0.7825065579044652,0.10454459009300957,0.24078839341063163,0.508248284436816,0.2380492291786353,0.509940215717871,0.005752309850867193,0.10617216049307138,0.4557180900941807,0.22543576498312456,0.2616709135805084
nh0005,0.49912347065696394,0.5792976357609017,0.4081049203512161,0.3587534564623624,0.24577401625870426,0.25737352086343535,0.45027035387561676,0.0,0.2778895979360664,0.37777083289938235,0.3944648058901154,0.37827031988691,0.1478706718109804,0.5189264344089256,0.536746544826603,0.18942993007349246,0.17579834902473523,0.4526259265008128,0.1654575008347557,0.7304016069389454,0.18721064279698188,0.374100041935929,0.0,0.3342090015552243,0.11861750784119307,0.36457653915175137,0.3334822670624611,0.5645722410593446,0.5606193840983681,0.33533374999365945,0.5402230706185659,0.39151569224000654,0.38969759242635055,0.16470978767016456,0.4356365836960162,0.02598308078061143,0.23436330668256483,0.3242494383419249,0.13978824688185895,0.37706780350908137,0.1699564971627326,0.6306402885317828,0.23617705480287848,0.6163245541728288,0.6639933981596502,0.5464914018620426,0.3378231832247927,0.37088544726172296,0.2388195652443749,0.2946673703501804,0.4806675309115571,0.33226256694167255,0.6413795297679158,0.5578168850590395,0.1746616339371254,0.46343900593277876,0.28696990208061507,0.13861121975013038,0.44548871231071596,0.5212008311121731,0.161615580582056,0.19619829521384963,0.4847490043643614,0.40025348836073327,0.2334763450280894,0.16018360531511552,0.5784045644152085,0.5214533972242947,0.6523360251640311,0.6523360251640311,0.36139410445048037,0.5388979999233886,0.5433604522453557,0.3150356386361898,0.7019754407107095,0.35151106392221837,0.3150356386361898,0.55660507273942,0.39001755155082024,0.36765865717857116,0.5949771436446167,0.43837492109693765,0.3715873931500294,0.3456341153090198,0.34819997372318945,0.3403031868111912,0.2988999312762298,0.17868514720771833,0.8426978983472865,0.6806152053916819,0.15184680756841487,0.2794611194683643,0.10631428741844962,0.44467998265466546,0.18921230569671665,0.4286754814305705,0.27240316762098726,0.5611775537391246,0.3417581785567907,0.1791386628097684
nh0006,0.44673221664628426,0.358203308161196,0.3730759297536513,0.2269413647392165,0.12877803064084403,0.16293053332479954,0.31665790015695183,0.9456864891442728,0.168547863655389,0.25306661338601766,0.5307703516912143,0.5143053637611392,0.07970895608109176,0.27591606742832914,0.2887653774524507,0.08095439934757004,0.16241848926134117,0.39107215296890907,0.1806771786172809,0.4736052221969499,0.17535011314832874,0.27672611386457885,0.129194994104802,0.27135220170137325,0.10327494779000815,0.0710528499331648,0.1269318559364803,0.3169890054122766,0.5899811504913444,0.41137430182067003,0.36376505585404817,0.3737926258695859,0.25734028578132284,0.14414750613545155,0.35506026107073757,0.21576514191524993,0.21731001382412068,0.1808636169897508,0.15620874149021916,0.27595769920404045,0.18845440718385986,0.24729895379176997,0.3287230051520717,0.24487934917191057,0.22749711575390474,0.20203075701044487,0.5335896019026393,0.13765783063930723,0.16222065855577708,0.3417772864748151,0.262655436598335,0.5649085634167982,0.3118843515158864,0.2742175474973854,0.19235404681743815,0.39064626230654764,0.22962735712175678,0.10954570950061696,0.1971851330111143,0.19214554127510736,0.2897143758134142,0.2972723579026498,0.19555143658910926,0.28958916061073425,0.34979894041964044,0.15938731142851334,0.13258241806301724,0.3889963245676623,0.2603266469822205,0.2603266469822205,0.2910413139354991,0.21363186011288232,0.3231505557116111,0.41104042509201877,0.23347253494231082,0.4303229806957158,0.41104042509201877,0.2522380256549383,0.027970517308669687,0.3644563187940597,0.33181487223170764,0.25701662928138436,0.22466978591494563,0.2890163219810971,0.3022941267783615,0.28652958666772804,0.2071730961703035,0.5123740311675055,0.28433324895946116,0.40869060375935334,0.29927184441626703,0.2369086561428821,0.30150940851368924,0.43627785261895785,0.14102494679496974,0.38665844899343377,0.22977211178376594,0.2064036663717917,0.23650461239122186,0.5136744728709766
nh0007,0.459894088201072,0.5912405251798918,0.4826266553700899,0.45477172784368325,0.08741277272502523,0.4211071786978565,0.29417605586308093,0.6029830181725249,0.2716463018173063,0.49599682263668576,0.6091078955247928,0.5323565912467167,0.059601141090147844,0.3993739187743301,0.42005329381210493,0.23313596184799928,0.35958139523342414,0.2798932318118732,0.2432977972980968,0.4087357082192826,0.2305994438716422,0.11688774780922279,0.29509844701510707,0.4119513633759227,0.05622135595548158,0.3309948922445264,0.17502313832347657,0.48911119339067866,0.37617200870213885,0.39603388991416233,0.30624714367690664,0.30850443369419445,0.33477832038981037,0.272574144957376,0.47672285364594436,0.21885028539627355,0.09385883896806024,0.12741321761083876,0.14060492917717324,0.21550134601071214,0.32814073173207203,0.21222067764794983,0.26707980512020607,0.209101995795964,0.38813462980064023,0.4994084980958991,0.13293668785885449,0.13368827959446852,0.5014144563925779,0.38694612134612355,0.3184040819751237,0.1529101714853948,0.2978529863065832,0.4450943397925004,0.04208423787023057,0.18307159611125684,0.23654657023009512,0.06268358968077957,0.33762267199801926,0.2588425183367624,0.23094146771270302,0.31770914980421516,0.23315595827387717,0.38537296103805907,0.1438607996524478,0.09919004531923928,0.26704662290297243,0.17747855265322057,0.3911149162252643,0.3911149162252643,0.2607624636489074,0.17355378285927708,0.369155660120194,0.17462403810531818,0.2809157688689483,0.4091689089196781,0.17462403810531818,0.3906892947563939,0.07742970295726968,0.11957804266490374,0.3148799957559817,0.326798737926541,0.23283914221195973,0.21855876416613434,0.1389328041847273,0.29463576963395927,0.3719443397266579,0.5801485033430639,0.35937991266647706,0.4063395904042664,0.11969008458278016,0.23220204312942616,0.07731848335365457,0.28108331276153303,0.37575968292377177,0.13619344275253353,0.10052754248747228,0.3553231232915425,0.33955590917156786,0.5578813303928304
nh0008,0.47619758996344186,0.4437576328398151,0.4599200282127363,0.5913342693382222,0.26221678101448104,0.2901191780430329,0.24855597889702288,0.005134769904357511,0.38000904343293873,0.6821815547342699,0.4606339961080667,0.498103555845366,0.5042646888328197,0.13176025871570998,0.14464317795852671,0.5474361707336958,0.2039630709223042,0.40182889411513156,0.4309250405885386,0.4493770799392077,0.3450152683409883,0.45207663416213534,0.383781641612504,0.5602708427943139,0.27140973545209357,0.23389244864451195,0.21663083011620257,0.41955805056916184,0.478641437739029,0.36428934044651323,0.16348902575121363,0.5515622373355654,0.42357989431342763,0.291534805713458,0.5648155262274718,0.3500878975493174,0.4294605155436243,0.02931950779855501,0.3028278977808603,0.3732944537221769,0.24183624630209477,0.39043119244600194,0.15369618733211718,0.3777222180737412,0.3117695837590121,0.6535539776028125,0.32619476919800205,0.06951166199382605,0.25016018885620483,0.1673539576104403,0.46229076563694527,0.35164083323412176,0.26885957518888765,0.3790997118328725,0.14259664632382296,0.44467088692098666,0.2460874769216726,0.03438819228584346,0.3609799096926272,0.19174919769978904,0.5373722685836695,0.2592109408410825,0.19514806758547779,0.3945322184382499,0.3071765454425352,0.3361651590731429,0.1347325620075713,0.755622434747251,0.23696596261479813,0.23696596261479813,0.21336323450536682,0.3997359735537007,0.32733948105496824,0.7632545160818377,0.35697606148604477,0.1335242477127664,0.7632545160818377,0.36280955244787283,0.14772730691874048,0.29317150851864693,0.5854756729404564,0.1969199844735336,0.5799167236002954,0.4616450134382113,0.11254352572025463,0.46063267652519063,0.5895752944132248,0.24419296087596204,0.22580050014282715,0.1976534877306667,0.5331807275736574,0.1788816470618123,0.2544718013132985,0.43311565748978714,0.515817203726445,0.27652728348028194,0.6109340859639385,0.49060603865437286,0.28021101218064387,0.24481273996447966
nh0009,0.43753268748042107,0.8125286454771814,0.5651695877542826,0.5727857019508454,0.17033667195172414,0.18696242762497206,0.02737526562042507,0.11215836667058865,0.23360748603176637,0.6389558768651106,0.5335971433892965,0.5046159139157127,0.13421776232102495,0.6333661024354391,0.6709287086982499,0.2611777169010431,0.20921873558969611,0.27282683565550825,0.1424522248083141,0.07847579946581765,0.6193115332555373,0.0758900572671915,0.29058116622560903,0.45365389573796205,0.12264059520354378,0.4479749614467853,0.0,0.3155696472776376,0.1327880833297425,0.622503345295946,0.19027662365025724,0.845242347171207,0.3216100369262668,0.6695404471397285,0.542200092323801,0.06533183950178709,0.2346847061072519,0.0462959705075264,0.17378609438068623,0.17855277369043449,0.09427636413565303,0.24233846580216506,0.1375098256279728,0.24272730907253537,0.3747585961408252,0.1388788461656188,0.4074760985098749,0.0445379044223518,0.2589452302813775,0.21567444434180114,0.23269792542955073,0.41811934311348564,0.06738226304535172,0.3436086441601923,0.08667066697337072,0.32034686001527857,0.5177066149571047,0.019127568181373348,0.24589068486842997,0.3602886619347591,0.5669404817942533,0.20291045605179403,0.3573225801900426,0.36700114863388944,0.012116765121339981,0.06352610273012835,0.08970014424891884,0.20803603524430161,0.3140898974109975,0.3140898974109975,0.21130822470652816,0.15223669837957216,0.1331998088093676,0.23980402956896857,0.22487779902648855,0.3054135686183651,0.23092057293997031,0.5125044997695658,0.03872252815735015,0.1071089986384473,0.22179183160446703,0.13939962041543805,0.16522663472398313,0.39562513467437777,0.06568246613772898,0.1857519242215354,0.08643042461210337,0.6522582103749381,0.4063513788989197,0.22723047296067278,0.2381373791418263,0.17747342059928595,0.09694790755333327,0.23687370804969377,0.34428057932025935,0.10468525370330863,0.10779270891686474,0.5422850478181683,0.3933959416565719,0.6478023451871212
nh0010,0.609648725799849,0.4214259227972363,0.6156396945651399,0.5749710118213789,0.10302810118756067,0.4259367260360185,0.517238628754286,0.335114251573957,0.3287565452070096,0.5434138925202004,0.4142934918755972,0.4454571745581161,0.29794475864262976,0.16777135343804822,0.17500919366335124,0.27556809550571515,0.41473439104230314,0.36602357829167,0.24346249094461525,0.3371420764758043,0.21526819613003453,0.39142944886447767,0.16505913229355307,0.13509111859306844,0.26266676577804265,0.4184586518683755,0.6204544752645168,0.452987139843507,0.2960733538964536,0.5596150956325139,0.1681209283285254,0.32179558048943857,0.2646390042267029,0.24054882812948716,0.1595030530115108,0.410181577158987,0.3421616747295828,0.3584941820278532,0.18483831316864566,0.19567384024811316,0.1051316924468776,0.2826384263737633,0.08801206586800274,0.2829670987858891,0.2787761505381347,0.363789502840647,0.2961393070118082,0.26585396188436816,0.19830036318654573,0.1607492966317489,0.24954627032453128,0.31558246482205543,0.3173835265477478,0.18453108503189902,0.07831463763559997,0.4424592950041233,0.2438738503734197,0.22335660436534122,0.6504169625526746,0.19221274559069546,0.21838137535728802,0.7921921978074278,0.184352183090045,0.32363669797329453,0.022330472325681673,0.16993662873395995,0.16301498003540432,0.4968956914284878,0.2275341821980284,0.2275341821980284,0.3029214811680513,0.2780608243410439,0.5557705913383257,0.5023846904230335,0.22428487266403382,0.17694385807629281,0.5023846904230335,0.29176095275732017,0.2763281947893908,0.30205794324411384,0.47040622987298825,0.6557590198809914,0.5038173257810141,0.46305263921044293,0.13168451586894436,0.4550419568465306,0.2383724675277994,0.20196588241777258,0.5269111084373134,0.5613455216390226,0.10917768984386564,0.1799582882072241,0.20664982639882318,0.24877358876469835,0.46583592283549424,0.3744268469319398,0.3764144074815787,0.14463273576368807,0.2774280329513862,0.1951156321373359
