,de la,de el,o que,s que,a que,os de,que e,que s,mente,que l,de su,e los,as de,a con,en la,e que,es de,en el,iendo,ament,aquel,ación,de lo,do de,e con,o con,que n,ue se,n que,e hab,encia,e las,la ca,de un,iento,que a,mient,e est,ombre,ue no,que h,to de,iones,ndo s,ndo l,lo qu,ar se,ón de,s con,señor,os qu,cuand,n los,por l,quell,o por,que t,estab,con l,ra de,staba,que p,a los,orque,ue ha,de es,do se,do en,entre,el co,es qu,hombr,te de,el ca,con e,iente,ión d,en su,no de,contr,ue la,que d,cione,e una,ue es,uestr,por e,que m,on la,parec,se de,n las,los d,de qu,mento,a par,ar la,os co,los c,la co
nh0001,0.4725852258559208,0.6168301697393133,0.6052855342688276,0.5558198392074118,0.6572178843825084,0.4223381347106644,0.8260534866395564,0.5954054621282951,0.16327275335103666,0.5619972710115577,0.33202789934729404,0.5328451995950787,0.3641814018872148,0.12959305245114955,0.4011460353035565,0.5268709837667684,0.2566876033175875,0.3226998989398483,0.37864380540442116,0.10448709275061979,0.14864463956629825,0.1759788515755384,0.561415094948511,0.37315520070987773,0.2125450551606986,0.5755888286497824,0.6297010502221265,0.4765121301763362,0.36742858796093447,0.43050565700531435,0.03480722422571117,0.3396543340525442,0.42891313098070416,0.34675779154015085,0.062360804390091396,0.3936964280645527,0.030045236822535487,0.30623531129577364,0.6790881044423162,0.6660240075475811,0.6434956883341837,0.2668932579295978,0.024157189531268136,0.31869363279456225,0.33612017337949274,0.41645403480664966,0.3089948652174589,0.1245023213994032,0.3157495557381048,0.10458053311972872,0.4386986674847146,0.3529661282692544,0.3995934382440709,0.6442224204823489,0.14159168904675704,0.5798815979656141,0.4594532695622111,0.4308808787761037,0.443021099132613,0.4409356158424835,0.4626945260372921,0.6581749561205823,0.19706140445186007,0.7545718684502732,0.6589135760575761,0.19862503235435386,0.37548030471478333,0.3850045040694336,0.22872511954897118,0.09584605160631715,0.5182960738505156,0.7152575849119736,0.5476523848030711,0.35962171582234304,0.28276811548203973,0.19737338262577608,0.15408027484938852,0.0965020306040612,0.43010688519985874,0.6960925801360658,0.32945095458117973,0.7528290548874925,0.10653762602428529,0.34043672462087726,0.34263190416812267,0.1410878622359211,0.4990270854330418,0.2441004913327014,0.4571837657406279,0.34282811234945065,0.46719042056638954,0.2760351503272468,0.516910259563421,0.39280318897067845,0.11296269359728366,0.3689607935315019,0.2613394248290803,0.4518515651163678,0.3753490405635229,0.11461504949930187
nh0002,0.44776036916679396,0.17109887684879022,0.5721131063652017,0.497456246999666,0.44169568674646176,0.42749829945692497,0.5690086353752188,0.4385448196331432,0.8482960503200366,0.2579534432051607,0.11208179797162732,0.34714370298933633,0.25210987050631484,0.16514207472579961,0.5623043242645496,0.6658791962856871,0.5366139028256445,0.32849472388624046,0.47277921507936,0.8749132214717743,0.2763690159409572,0.5392465266871217,0.4404735007853435,0.2722278131403797,0.664194326624538,0.42348218915351155,0.757796316867956,0.3001553642720338,0.3168297528896713,0.3511577089226507,0.4930581274645084,0.300316270006204,0.23776350692843212,0.2958695134470123,0.19605822521938027,0.22955685259564568,0.28895700607432073,0.4025951674269558,0.37414911002682644,0.7139630223212826,0.4792138347692204,0.6228495898678121,0.45356947404281245,0.19642248932427814,0.27131262621282093,0.5250240550614973,0.2903904351044925,0.40022551597943967,0.5905888652683067,0.06624705733792706,0.4066343451974243,0.5179878504016602,0.3043294746382903,0.45374110457212136,0.29891989343083675,0.5505224492116961,0.3711522316815534,0.43672680458252533,0.5527053646250127,0.7463705475419324,0.4658963690305121,0.5153755227524714,0.3511392440653607,0.6682527376919379,0.4493031002343457,0.1314655310124067,0.21458808227249446,0.3172673496471948,0.3086426323586973,0.1210146879223859,0.3126704216777285,0.41880202433379665,0.4110988715052337,0.1952189511863614,0.5753304539068527,0.4432041952646363,0.399388353832842,0.20359659642536027,0.6348585033135671,0.501155880506891,0.3457731597247586,0.3708741665316268,0.6042746909616141,0.4037822271453816,0.3806626499723857,0.24461491750378053,0.3406328102014668,0.5856303040296168,0.4417053895705165,0.4404321099461481,0.24846522676792232,0.3596847345520995,0.3556704686868844,0.4848914209694461,0.4342570914369529,0.5646708004059012,0.5761927779731812,0.35892112278111443,0.2586824494444957,0.07828938910490862
nh0003,0.3598127490844665,0.3222423452585439,0.49775718597251417,0.6477955733581644,0.7666541477188827,0.16816563813787977,0.8190495524389103,0.5847873097522136,0.5708092629276457,0.27412001104703004,0.21810608273343546,0.29440944966658295,0.38201469359172624,0.4664590939905549,0.4033852333071849,0.4983159406583482,0.31879101541114147,0.15743140964171343,0.32911174028866974,0.47983856803875247,0.41432960881328373,0.25969593226011933,0.25377196176870515,0.36158200717612343,0.6651781386029303,0.7087656023272882,0.5797866934094992,0.6596316019579695,0.5034605677519997,0.6933938779141131,0.27778381604467195,0.1875209268149956,0.6674641908994748,0.20579344895820237,0.17256838359424864,0.35368250533284756,0.09491542738318973,0.6726045571176199,0.20647359202104054,0.6014645527865058,0.581534607609488,0.3498663893194122,0.14652097683885082,0.2161424347540336,0.1796253623974928,0.48822046400272534,0.2367743159076332,0.10835444258034438,0.7282994691330342,0.2592128213618662,0.3335988834711289,0.5706340926201434,0.19111274774746728,0.4010492070152091,0.4456484194263805,0.5172751436464383,0.5619745173853978,0.6004314993703778,0.49478117922749654,0.5170617573868133,0.603044880664997,0.539932144896022,0.27723680891856073,0.5262859912933341,0.6147523160995917,0.25935656966148046,0.2102177468790293,0.6533307781255944,0.3196467378281295,0.5868634647642357,0.6387410025034815,0.22585554873703229,0.39437412432915386,0.2661316311547723,0.4927499167744387,0.47869128433651476,0.15872126644309198,0.13516329735108706,0.13659651782800886,0.7947995225996701,0.40060226649609715,0.526030952326298,0.18678370917707943,0.4176050280403696,0.6191387803727713,0.1166085090932764,0.37248082365085083,0.5862062068215493,0.46386322503492794,0.6159176192204211,0.07275573739831809,0.5074587954162294,0.057229959273949194,0.37694616039227635,0.3420953820977515,0.47999671275693667,0.5475428123974173,0.3382584046228525,0.22072062737480164,0.22969468580317395
nh0004,0.240261230547828,0.7094450843694364,0.3690650114654863,0.39020272114571236,0.20470664666038763,0.6756676256116975,0.391865602684575,0.2858856222371693,0.6743757415891009,0.3088273945774313,0.24563864661977963,1.0,0.32646852220618683,0.29964705973606837,0.314232178546618,0.41154356775161033,0.5774743181782538,0.13567351772245795,0.39346454954319804,0.6858918848837711,0.14691212028200626,0.3537716364715957,0.9849508375975771,0.3772769915066859,0.3542614159985215,0.7125263422110498,0.29825872514035323,0.22832058557713797,0.34402750457524767,0.40553891366269007,0.6880624667068616,0.32043600600362443,0.13743252529843908,0.23981217479682046,0.23572294780469072,0.12166179829627677,0.20630781473392498,0.22942716910107977,0.3805902281563471,0.3413522030563225,0.3948870139345847,0.5166416064049157,0.2846445972338295,0.358294678330286,0.39032695952440466,0.3653876096707339,0.35839176101580794,0.3913917562342696,0.8405688746946012,0.05996947524121629,0.34891948771121456,0.4040118946286892,0.44437582161878586,0.6622064506654862,0.15539136467487527,0.6887415370265942,0.28977608344363126,0.5106139205911949,0.40594019715871743,0.23667882987640393,0.47070397041997314,0.29840437872374714,0.7423487149192409,0.13471853533559244,0.3892216022049941,0.1833685996786522,0.43841301248954856,0.33483062844748185,0.8237007643795244,0.05303683118354782,0.38519728751092186,0.403732034479424,0.3786539620301882,0.4166078124810773,0.7313056391381862,0.38292380146158433,0.3641605599829756,0.0561644099750474,0.6169026182419065,0.4397956802952182,0.0,0.28963045409737326,0.43762158698671516,0.2873057357820301,0.2432477293150101,0.24085101832438968,0.21017377470096127,0.1816074990770951,0.3533179293402565,0.31291563894043584,0.42293443887550913,0.2690152924973457,0.34685170097187606,0.47765704317463437,0.44603995635922045,0.2528297388130064,0.47560892415886397,0.6073174499944094,0.7140461067286453,0.17852895056558885
nh0005,0.41267831942449007,0.5122835240791204,0.5503559347306004,0.5900855833964405,0.21273776785897658,0.5589798885335141,0.5843611357320033,0.5179974362168029,0.4678687222625124,0.3605321555253416,0.22689141779287486,0.4799711472701202,0.43377624344089094,0.1714453323597805,0.33175518786321645,0.5013948760254681,0.2860458494945484,0.28706031865401915,0.43265645593309837,0.4098012042254927,0.3168235069470002,0.5113104269487593,0.5167714407519077,0.5287162950108444,0.852353424265824,0.6498163189448435,0.47670701361771184,0.39696617442301585,0.4249834558521607,0.6346707441335295,0.18007564069156975,0.32407340053053135,0.09693314146810539,0.508552055054457,0.22649000154337207,0.44219471080602185,0.23092551423463217,0.5517764352316901,0.26393474906630826,0.4879233615751384,0.7113263512392942,0.5974114887259991,0.20030848813173888,0.22951009955742196,0.14447725088828836,0.4828134424626732,0.3347544305477961,0.19954090964313986,0.6451303381735916,0.3936546028956466,0.5724450669508188,0.2875611807881592,0.28370033297370784,0.6011753460714839,0.3300302774385168,0.8627948343627624,0.2237082417716845,0.36007370113540815,0.26454701084481014,0.3334717116492016,0.34915592112964344,0.7344443525793182,0.5727966981811707,0.5595697287033837,0.6722294382561063,0.6366603520975354,0.24480221962161283,0.49887426329471735,0.1624389929361385,0.061168535168246274,0.35463186725618234,0.2098136386069911,0.2240326791528856,0.10179693340080026,0.44824669316064203,0.4535100453260228,0.22277681851020698,0.3647673746833469,0.340198912754337,0.49813535340406745,0.36309578526032543,0.43271429304298287,0.1413553383240405,0.590367938867866,0.43277027055555733,0.18440391249747753,0.34109017039222606,0.4439939037689706,0.21756077476809663,0.7448715700845251,0.22662602009136518,0.43750805575019525,0.2741590268181306,0.49224067710326663,0.1853014652540388,0.28801039757889746,0.5281256576140689,0.6554084013329313,0.35381305396125073,0.16491504400127785
nh0006,0.2774123310977853,0.469367458630112,0.5600639852570877,0.5771081741761837,0.7299892549548975,0.3368055508510662,0.7107335258550358,0.6639214025730049,0.618045002977554,0.416578188768359,0.39950986000016997,0.2569630552962258,0.31371110060534835,0.32604962918630215,0.21019739861379672,0.6635298920919841,0.5081575915399454,0.3980201980606194,0.2684225506403107,0.5703773733105024,0.2695347862657816,0.3922647467510746,0.31021858415291276,0.24277429086598445,0.6352755449985195,0.5813897914058582,0.6440416421744976,0.502637138014503,0.48717617484512843,0.5400889659389343,0.2729741566562244,0.1986267859885965,0.19086047654457872,0.3837622124332706,0.24312551380610609,0.2528528369500395,0.21082552097108345,0.6821889186049972,0.2425611512375433,0.66030482279859,0.7769792317500096,0.4061334746868663,0.17044344367744704,0.23325145062325753,0.07245057859651971,0.3101856900538991,0.3714379260670836,0.4647286580054937,0.18625277796935458,0.36611919220685063,0.21424198848872827,0.2934612775229613,0.2703692929473081,0.19445165057849956,0.2963035892510228,0.40741646634096074,0.3766004349011096,0.6595178265510557,0.37123418980378753,0.43347666546645175,0.6347868767882696,0.48460343848051735,0.2568803224462828,0.41197182182038594,0.7636563095541117,0.43058343282485756,0.25710446974819834,0.45323826003109086,0.1491540247212622,0.4249317433743016,0.5608245272016559,0.27966082825833866,0.3275585871012813,0.4524149724192083,0.42809419099635715,0.5355551542089695,0.4059248829543476,0.49885213091226105,0.4221620903493073,0.6107005235554217,0.3471871730625626,0.32359080983569516,0.24723159846965437,0.6425438624225016,0.693741828513867,0.1433843327334918,0.2284790582660105,0.477645443586236,0.3417891293301146,0.6958949424642785,0.3548778229570631,0.2283066544163155,0.18891518347485386,0.39107344791574583,0.26014656323537644,0.5061081009725196,0.4750582158407071,0.19172804883385575,0.21413932840118477,0.15270970028734052
nh0007,0.3366484552007787,0.22536269861919156,0.5145748506202993,0.6655624074967321,0.5207678376503054,0.44925781778553453,0.6846518879351629,0.7242614349943401,0.5606416980356149,0.5464981558878719,0.35522236167900634,0.3206136301828834,0.292553529399615,0.21437367264918245,0.3520426347516501,0.5627166437840574,0.4121003838787621,0.12985164883372202,0.4450870506202223,0.619236398447569,0.48472806835624077,0.25533626758664235,0.29506493953929996,0.40238651111858525,0.5042615365755618,0.5115028770114286,0.5859963449606286,0.6038105303389009,0.5331498733355898,0.725949870866964,0.14821066458600482,0.3025863980699699,0.3591904825892732,0.2224166689672206,0.17796124615242487,0.37504771542938525,0.12223733239440474,0.6078131034293479,0.539510221966678,0.6338845411087994,0.7159503779368988,0.27550802362535026,0.16514265702760803,0.3436807471701459,0.28304798569425305,0.31983801153311336,0.3062689035290471,0.15104585462922437,0.29651402368084456,0.31033053188263726,0.3187648130700044,0.370151311680117,0.3946832967707953,0.30423565036043443,0.5224820720965809,0.47262210104682145,0.5639221690543734,0.6730780741309158,0.5408339526204641,0.1603893914742614,0.591709570872474,0.40687115764516957,0.45995546576279767,0.5350260547549127,0.6896343647890916,0.3049455988525417,0.45193693589923645,0.49425385383733006,0.30889787843742217,0.13774398930327336,0.6662593214537043,0.5326208286902936,0.29186934584293533,0.1866930617876918,0.658090146502184,0.4299712929194863,0.17547184312014436,0.44671117475279504,0.33792446618923055,0.40442508059788207,0.4389735047501701,0.3119431770556766,0.2930208389228285,0.2684525198911717,0.6676702064902194,0.08648066341531713,0.38176733491780074,0.24658473835793393,0.2926955901108299,0.5393694429054123,0.43608291757389944,0.4287708835755363,0.28126362139145283,0.6083603589424323,0.2945926973987892,0.4008078199617843,0.667522841026537,0.3417862382654079,0.2921507521669958,0.1728068731261855
nh0008,0.7307305034285276,0.5776480679200897,0.3141335381463035,0.44553376516388005,0.3769518614809918,0.692292556648001,0.37287962216375786,0.30789095526910426,0.4243094179581879,0.3834911216725894,0.532479550128595,0.42690380807582323,0.554032816358397,0.11198907419805709,0.3705210719171995,0.29656850851824007,0.5347181805424841,0.40791024464557724,0.4761494906969906,0.4306547973542467,0.5013914547920799,0.2569319995856465,0.5556797436350647,0.2750682008599784,0.13681513015247243,0.008250157334142694,0.33605228743852356,0.24990880497704027,0.44492564446637295,0.37285512734434334,0.20512131538600017,0.4862447719555062,0.8513706689257116,0.6082497083243291,0.21809340202757344,0.04229052831978719,0.23061587870894432,0.1795718581539816,0.2840112628888732,0.3395786078182985,0.33015002058579834,0.478766594393734,0.316650316562736,0.43959765854153804,0.35168301485795705,0.3991101294616146,0.33277106324061434,0.2601325286202131,0.07412160070276141,0.209406068330273,0.37019443687837,0.3632435598648039,0.34734407502603415,0.48690387636630905,0.5723116293452991,0.3663735811737303,0.35756048425714504,0.3968133601785533,0.2914273958054616,0.5050391346692249,0.4318241946451369,0.3634183501407906,0.33661520881430695,0.14591714282788035,0.31228913206418296,0.28616591438132233,0.4001312832449969,0.3127475944704348,0.5195088809420749,0.22108175806417157,0.31918491328704646,0.23151241115054694,0.275721089164336,0.1767590716817723,0.23184373747595544,0.3077250938536137,0.2195287610429869,0.4006863145126672,0.6961645855983104,0.42227389190627407,0.39541259091184316,0.30242068080339973,0.3987312853278945,0.6623774489542111,0.18814334108590758,0.023333703092663177,0.34588940985237965,0.11394048082782633,0.3446215216926468,0.4338070774020686,0.6915137087683298,0.3891454427460116,0.36771077397637425,0.3606454409103183,0.32594918273073453,0.3936646865827531,0.41425145769991184,0.32923629085318384,0.5391078438298251,0.09621698274167773
nh0009,0.06121080105416937,0.2844699272481207,0.7856424477134676,0.6526772732725659,0.8181857622929921,0.2007856177165821,0.6278912485817583,0.6999421758042408,0.5497710177935022,0.5381027251134614,0.2250391937236898,0.20340734997752985,0.09653264167238768,0.0934320412303063,0.08682418419476073,0.6244676957551607,0.13107329264051243,0.1611555950500584,0.5326366667213369,0.7236810732779394,0.619048374313504,0.25636160221429805,0.21271635378784015,0.4117699345280781,0.32515982018709283,0.28162670605026197,0.7885102379571706,0.5718903291855583,0.5116973589444219,0.78510491646021,0.1916828054298053,0.12890605087720453,0.1334239758338801,0.2865258388968591,0.16204552762386348,0.46268335498471574,0.2326088547832358,0.4273146672004665,0.24966206029596505,0.8011007049969788,0.7425302644522742,0.3838562470401122,0.08286131497675045,0.34460849759454015,0.34929526212432116,0.6961178457886573,0.46556005207320617,0.3302400544714922,0.20537143704189242,0.03264871152919121,0.5775276995176086,0.33498667241088004,0.15744098162492792,0.2687463860136793,0.6824821246676464,0.694933714397623,0.41610374488728374,0.6069736029802147,0.26970719719523584,0.3520350360207682,0.5733930306468081,0.6513917051324379,0.2521176513580662,0.8601421036351155,0.7307971796287668,0.15808289681500254,0.4089771246231586,0.3421634771200374,0.35533593754654175,0.4191664796948936,0.5925355095669783,0.32212515096989075,0.08829746741209649,0.34819355346333647,0.39575070671671453,0.3717843286573135,0.37863190682702585,0.07865536747930818,0.052263203366049615,0.40385396409029295,0.3438497595600784,0.5236868225044338,0.171289041330755,0.41903795956218504,0.32804656011718636,0.032624904591716686,0.4059655163277029,0.28373106005531024,0.24279323271455502,0.1417536683972516,0.5162629019474176,0.09409580202012521,0.1810123701695705,0.5651651632490974,0.7723456220794377,0.43913392486511493,0.6195825502419665,0.24934695181906363,0.32588202798103544,0.015606625060116924
nh0010,0.3404276702883462,0.5208946950744,0.5072728941008703,0.5632433401304171,0.4932276894137376,0.7053131918644772,0.3846082996409688,0.35702702452701873,0.6063467887953322,0.34623382401399455,0.23864370921165962,0.30741159566669835,0.4927669722047229,0.29088812297392025,0.12375303514421332,0.5545625177822555,0.4653180752111839,0.1627649722870198,0.3973241350845527,0.6480225754553947,0.5388262300749109,0.23963959288187375,0.3156701995458377,0.44553848625672376,0.6073517455336215,0.5532133021840883,0.5327671596671533,0.3291182796676737,0.4495147880799951,0.4692153614920241,0.2420747999193821,0.416749965223035,0.5359409158597815,0.14014820838318873,0.12086237464306931,0.4269332699685667,0.10028083213877395,0.4789865798294246,0.4729440836930871,0.5835628841567949,0.463995087644114,0.3123843832747825,0.1632652884896951,0.3547204386314322,0.24915037656300412,0.23888330060390556,0.2935716564470311,0.20130978291832902,0.6645247774661596,0.47959524885712895,0.440291648018902,0.3655273406808717,0.27567938216501414,0.5218969057406058,0.5039427639037053,0.3890908580420106,0.47940618174258154,0.40635048841252197,0.5581481383472487,0.3511356853324659,0.4357511065396933,0.5302749414176915,0.20007078726621372,0.19895945726239278,0.4821485069395971,0.2551801912797311,0.4017273593690658,0.23136450923498347,0.2886879331604077,1.0000000000000002,0.4471965214842065,0.5322507941413728,0.31762374559723394,0.16086216754889815,0.5204351387081467,0.625442900343735,0.17698979482888955,0.15730762055426506,0.33127986085441086,0.43879276531607936,0.07413412069934078,0.5317383108940228,0.24431030708137497,0.23853862203006745,0.27789063484782006,0.21439806503680556,0.42137776888957507,0.22613447046221624,0.5270625306602563,0.37681975040150817,0.47589467522572476,0.24680767424029373,0.5922290215577168,0.4958023226031633,0.23237969340653913,0.20842843403870764,0.2461204256076936,0.8166800412921422,0.3095176464751304,0.06578305846918389
