, a , ca, co, de, di, el, en, es, ha, la, le, lo, me, mi, no, pa, pe, po, pr, qu, re, se, si, su, un, y , — ,", y",. —,a a,a c,a d,a e,a l,a m,a p,a s,"a, ",aba,ado,an ,and,ant,ar ,as ,con,de ,des,do ,e a,e d,e e,e l,e s,el ,en ,ent,er ,era,ero,es ,est,ien,la ,las,lo ,los,n e,n l,na ,ndo,no ,nte,nto,o a,o d,o e,o s,"o, ",on ,or ,os ,par,per,por,que,ra ,res,ro ,s d,"s, ",se ,sta,su ,te ,to ,tra,ue ,un ,ía 
nh0001,0.40878967561911406,0.24101848622253227,0.4171607952563655,1.0,0.12626438786187652,0.680153470526683,0.3920474363446111,0.2992675270317405,0.21904429717474713,0.5849319846529474,0.18276944541332404,0.33135681897453784,0.12870596442274154,0.07673526334147192,0.2357865364492501,0.22183467038716428,0.16393442622950818,0.2776421346355075,0.11893965817928148,0.6069061737007325,0.11859086152772934,0.3889082664806418,0.1625392396232996,0.24101848622253227,0.2064876177188699,0.4401813742588071,0.1810254621555633,0.1461457970003488,0.07778165329612836,0.11859086152772934,0.17614230903383327,0.23543773979769794,0.28113010115102893,0.17335193582141611,0.12382281130101151,0.1569584931984653,0.1259155912103244,0.23892570631321938,0.21695151726543424,0.1942797349145448,0.16219044297174748,0.15451691663760028,0.13603069410533658,0.16986396930589467,0.37844436693407746,0.26089989536100455,0.8559469829089641,0.11266131845134286,0.39693058946634113,0.1702127659574468,0.18067666550401115,0.353331008022323,0.3362399720962679,0.19114056505057553,0.670735960934775,0.34321590512731076,0.22706662016044646,0.1144053017091036,0.14475061039414022,0.15974886641088246,0.28008371119637254,0.201953261248692,0.16009766306243461,0.4771538193233345,0.15835367980467388,0.19114056505057553,0.2542727589815138,0.14405301709103593,0.1454482036972445,0.10708057202650854,0.19672131147540983,0.269271014998256,0.22636902685734217,0.0966166724799442,0.14719218695500524,0.24659923264736658,0.19183815835367982,0.15207534007673526,0.29717474712242764,0.2064876177188699,0.2127659574468085,0.5894663411231252,0.14788978025810953,0.11545169166376003,0.2141611440530171,0.6564352982211371,0.24276246948029298,0.11126613184513429,0.16846878269968607,0.21869550052319497,0.22915940006975932,0.2922915940006976,0.1492849668643181,0.13637949075688874,0.18835019183815835,0.13672828740844087,0.13707708405999303,0.5988838507150331,0.11928845483083363,0.17439832577607256
nh0002,0.38996610169491525,0.20040677966101694,0.5316610169491526,1.0,0.14766101694915254,0.4500338983050847,0.43728813559322033,0.3111864406779661,0.23579661016949152,0.5708474576271186,0.10223728813559323,0.31186440677966104,0.34088135593220337,0.22522033898305086,0.28176271186440677,0.2511186440677966,0.1864406779661017,0.2776949152542373,0.2104406779661017,0.544542372881356,0.1774915254237288,0.3343728813559322,0.21315254237288137,0.19294915254237288,0.2888135593220339,0.42833898305084744,0.22359322033898305,0.1639322033898305,0.09206779661016949,0.14440677966101695,0.1872542372881356,0.23728813559322035,0.26345762711864407,0.16474576271186442,0.17016949152542374,0.16623728813559321,0.1393898305084746,0.2618305084745763,0.18847457627118644,0.19647457627118645,0.16908474576271187,0.15932203389830507,0.1511864406779661,0.2391864406779661,0.39172881355932204,0.3054915254237288,0.7941694915254237,0.14223728813559322,0.3952542372881356,0.16867796610169492,0.18183050847457627,0.2587118644067797,0.2672542372881356,0.16122033898305085,0.4265762711864407,0.392271186440678,0.3846779661016949,0.1632542372881356,0.21477966101694915,0.14969491525423728,0.3061694915254237,0.23823728813559322,0.18901694915254239,0.456271186440678,0.1487457627118644,0.17952542372881355,0.21193220338983051,0.13722033898305086,0.13803389830508475,0.15579661016949153,0.2014915254237288,0.2999322033898305,0.29627118644067796,0.1568813559322034,0.13640677966101694,0.23701694915254237,0.19064406779661017,0.13803389830508475,0.30698305084745764,0.175864406779661,0.17816949152542372,0.5658305084745763,0.18128813559322035,0.16189830508474576,0.18508474576271186,0.5845423728813559,0.30833898305084745,0.16027118644067798,0.144,0.21328813559322035,0.28284745762711866,0.21193220338983051,0.17111864406779662,0.08908474576271186,0.19538983050847458,0.16772881355932204,0.1449491525423729,0.48935593220338985,0.15783050847457628,0.2223728813559322
nh0003,0.47956823438704704,0.2405551272166538,0.6453353893600616,1.0,0.13338473400154202,0.5397070161912105,0.4456437933693138,0.3646877409406322,0.26985350809560527,0.6430223592906708,0.1017733230531997,0.25751734772552043,0.3646877409406322,0.27756360832690824,0.2459521973785659,0.24826522744795682,0.18427139552814187,0.2336160370084811,0.15805705474171164,0.6114109483423285,0.13569776407093292,0.41788743253662297,0.14032382420971473,0.2390131071703932,0.3161141094834233,0.5304548959136469,0.15959907478797225,0.24286815728604472,0.07247494217424827,0.18041634541249035,0.28218966846569005,0.2413261372397841,0.28141865844255975,0.20431765612952968,0.2235929067077872,0.16885119506553586,0.20894371626831149,0.2305319969159599,0.228218966846569,0.2220508866615266,0.14649190439475712,0.18581341557440248,0.13801079414032383,0.25057825751734775,0.4248265227447957,0.3654587509637625,0.8087895142636854,0.16653816499614496,0.4379336931380108,0.2228218966846569,0.19583654587509639,0.3454124903623747,0.27293754818812643,0.19352351580570548,0.5235158057054742,0.3592906707787201,0.3855050115651503,0.16730917501927525,0.20123361603700848,0.17579028527370855,0.3276792598303778,0.2413261372397841,0.16885119506553586,0.5620663068619892,0.15882806476484193,0.15343099460292983,0.2151117964533539,0.14032382420971473,0.1272166538164996,0.2166538164996145,0.2228218966846569,0.2459521973785659,0.2791056283731688,0.1341557440246723,0.1341557440246723,0.2243639167309175,0.20894371626831149,0.14726291441788744,0.2636854279105628,0.2228218966846569,0.19352351580570548,0.5319969159599075,0.17656129529683887,0.16576715497301464,0.16345412490362374,0.6908249807247494,0.3161141094834233,0.13801079414032383,0.14649190439475712,0.2081727062451812,0.2189668465690054,0.2636854279105628,0.17887432536622977,0.1202775636083269,0.2235929067077872,0.14803392444101773,0.1395528141865844,0.5867386276021588,0.15497301464919044,0.28758673862760215
nh0004,0.4056877539175856,0.20545560069645966,0.5043528728961114,1.0,0.10156703424260012,0.5977945443993036,0.461404526987812,0.3012188044109112,0.20835751596053395,0.5211839814277424,0.1033081834010447,0.4376088218224028,0.11491584445734185,0.10504933255948927,0.19036564132327335,0.21009866511897854,0.126523505513639,0.2280905397562391,0.1538015089959373,0.4370284387695879,0.1828206616366802,0.3563551944283227,0.1636680208937899,0.2159024956471271,0.2008125362739408,0.5153801508995938,0.3076030179918746,0.1596053395240859,0.12710388856645385,0.10969239698200813,0.1775972141613465,0.2077771329077191,0.2791642484039466,0.17643644805571676,0.09808473592571097,0.118398142774231,0.134648868253047,0.18340104468949506,0.21822402785838654,0.24260011607661056,0.2147417295414974,0.18630295995356935,0.1317469529889727,0.23563551944283226,0.4405107370864771,0.3302379570516541,0.8403946604759142,0.1416134648868253,0.3853743470690656,0.1555426581543819,0.13987231572838074,0.3110853163087638,0.2843876958792803,0.13813116656993615,0.5844457341845618,0.3784097504352873,0.3609982588508416,0.12420197330237957,0.1456761462565293,0.17817759721416135,0.3505513639001741,0.2048752176436448,0.1688914683691236,0.3853743470690656,0.15496227510156704,0.1677307022634939,0.3575159605339524,0.16018572257690075,0.130586186883343,0.09808473592571097,0.1996517701683111,0.2037144515380151,0.2478235635519443,0.1375507835171213,0.134648868253047,0.23737666860127685,0.1596053395240859,0.14103308183401045,0.21822402785838654,0.2269297736506094,0.1950087057457922,0.7626233313987232,0.16308763784097505,0.13116656993615786,0.1514799767846779,0.4730121880441091,0.2350551363900174,0.16598955310504934,0.13116656993615786,0.24434126523505514,0.3035403366221706,0.2565293093441672,0.16134648868253046,0.09286128845037725,0.21009866511897854,0.14799767846778875,0.13290771909460244,0.3964016250725479,0.10621009866511898,0.15322112594312245
nh0005,0.49304482225656876,0.1846986089644513,0.5154559505409583,1.0,0.10123647604327667,0.5633693972179289,0.43972179289026275,0.35239567233384855,0.27202472952086554,0.5695517774343122,0.11669242658423493,0.3160741885625966,0.23183925811437403,0.19165378670788252,0.2241112828438949,0.24806800618238023,0.19397217928902627,0.29675425038639874,0.18006182380216385,0.5463678516228748,0.2009273570324575,0.3995363214837713,0.1367851622874807,0.2874806800618238,0.26584234930448225,0.5425038639876353,0.15224111282843894,0.2287480680061824,0.05795981452859351,0.1661514683153014,0.1723338485316847,0.241112828438949,0.2882534775888717,0.19860896445131376,0.15996908809891808,0.17001545595054096,0.16692426584234932,0.2472952086553323,0.21638330757341576,0.22720247295208656,0.18238021638330756,0.1321483771251932,0.15224111282843894,0.24806800618238023,0.4435857805255023,0.32380216383307575,0.8647604327666152,0.13523956723338484,0.4319938176197836,0.20324574961360123,0.16383307573415765,0.32921174652241114,0.28516228748068007,0.17078825347758886,0.5463678516228748,0.38794435857805254,0.3315301391035549,0.13987635239567234,0.17078825347758886,0.14219474497681608,0.3500772797527048,0.24652241112828438,0.1839258114374034,0.4598145285935085,0.16460587326120557,0.16769706336939721,0.2472952086553323,0.15146831530139104,0.12905718701700156,0.1731066460587326,0.17697063369397217,0.23493044822256567,0.24420401854714066,0.1213292117465224,0.160741885625966,0.22256568778979907,0.18701700154559506,0.11669242658423493,0.26661514683153015,0.19706336939721794,0.22488408037094282,0.6398763523956723,0.17387944358578053,0.14760432766615147,0.19938176197836166,0.616692426584235,0.28979907264296756,0.19783616692426584,0.13369397217928902,0.23724884080370942,0.2697063369397218,0.2642967542503864,0.15919629057187018,0.1367851622874807,0.18701700154559506,0.14219474497681608,0.13446676970633695,0.5100463678516228,0.15687789799072643,0.22952086553323028
nh0006,0.46898717613190266,0.1965454069615284,0.5336299398063334,1.0,0.13739858675739336,0.5174038209892698,0.4425543051557184,0.4119340486783564,0.2622350170112536,0.510599319549856,0.17037424757916775,0.23632556922271655,0.18162784611358282,0.1473436273226904,0.2588327662915467,0.24077466631771788,0.1926197330541743,0.22323998953153626,0.16749542004710807,0.6108348599842973,0.15048416644857368,0.43313268777806857,0.14210939544621826,0.30567914158597226,0.30070662130332376,0.4506673645642502,0.2522899764459566,0.18319811567652447,0.11855535200209369,0.17482334467416907,0.1839832504579953,0.2499345721015441,0.27427375032713947,0.16906568961004972,0.14943732007327926,0.1758701910494635,0.15938236063857628,0.17691703742475792,0.21486521852918083,0.22402512431300706,0.14629678094739598,0.12457471866003664,0.15440984035592778,0.23082962575242083,0.36299398063334204,0.3114367966500916,0.8194190002617115,0.15755037948181105,0.392305679141586,0.2093692750588851,0.18084271133211202,0.3404867835645119,0.2609264590421356,0.2132949489662392,0.5079822036116199,0.39466108348599843,0.33891651400157025,0.16671028526563728,0.20518188955770741,0.16042920701387073,0.3287097618424496,0.2457471866003664,0.17822559539387595,0.4200471080868883,0.1392305679141586,0.13294948966239203,0.17377649829887465,0.14577335775974876,0.11855535200209369,0.18660036639623134,0.1442030881968071,0.2596179010730175,0.27741428945302277,0.1261449882229783,0.156241821512693,0.21041612143417954,0.19392829102329234,0.1319026432870976,0.22507197068830148,0.19419000261711594,0.18921748233446742,0.4713425804763151,0.16854226642240253,0.16697199685946087,0.15493326354357498,0.6493064642763674,0.2789845590159644,0.13687516356974613,0.15100758963622088,0.23318503009683328,0.15859722585710548,0.29285527348861556,0.16278461135828318,0.16985082439152055,0.21565035331065166,0.1481287621041612,0.12326616069091861,0.5582308296257524,0.15336299398063336,0.24286835906830673
nh0007,0.4592868547099521,0.21846726982437467,0.517030335284726,1.0,0.1490154337413518,0.49920170303352845,0.4372006386375732,0.3959552953698776,0.3070782331027142,0.5747738158594997,0.1373070782331027,0.3206492815327302,0.12080894092602448,0.08887706226716338,0.2687599787120809,0.21527408195848854,0.1873336881319851,0.27035657264502394,0.15007982969664715,0.6546035125066525,0.14582224587546566,0.43693453964874934,0.15300691857370943,0.28392762107503994,0.2400212879191059,0.5162320383182544,0.21128259712613093,0.1873336881319851,0.082756785524215,0.17216604576902608,0.19771154869611496,0.23416711016498137,0.285524215007983,0.18680149015433742,0.11282597126130921,0.15566790846194783,0.16338477913783928,0.2506652474720596,0.23283661522086216,0.26796168174560936,0.19904204364023417,0.204364023416711,0.14209686003193187,0.22778073443320915,0.4185737094199042,0.31479510377860564,0.8294305481639169,0.1498137307078233,0.47285790313996806,0.2011708355508249,0.1647152740819585,0.2982969664715274,0.3038850452368281,0.2054284193720064,0.4795103778605641,0.422299095263438,0.32810005321979774,0.150345928685471,0.19451836083022883,0.1937200638637573,0.3376796168174561,0.23044172432144758,0.22458754656732305,0.46939861628525814,0.17136774880255454,0.14129856306546035,0.256785524215008,0.15114422565194252,0.1423629590207557,0.1522086216072379,0.20516232038318255,0.26343799893560405,0.26742948376796166,0.11974454497072912,0.15327301756253325,0.22166045769026077,0.2086216072378925,0.14369345396487493,0.2551889302820649,0.2197977647684939,0.20569451836083022,0.6703033528472592,0.18014901543374134,0.16524747205960616,0.18759978712080894,0.7174028738690793,0.28924960085151674,0.15620010643959553,0.15513571048430017,0.24135178286322512,0.2788717402873869,0.3070782331027142,0.15753060138371475,0.15380521554018095,0.2080894092602448,0.1535391165513571,0.12160723789249601,0.6019159127195317,0.13384779137839276,0.2488025545502927
nh0008,0.3451472191930207,0.2276444929116685,0.40021810250817885,1.0,0.08778625954198473,0.4871864776444929,0.37268266085059976,0.269629225736096,0.17938931297709923,0.6259541984732825,0.14367502726281353,0.2955288985823337,0.10932388222464558,0.07633587786259542,0.18947655398037078,0.2281897491821156,0.1316793893129771,0.2039258451472192,0.11259541984732824,0.4340239912758997,0.1420392584514722,0.35768811341330425,0.1341330425299891,0.26853871319520173,0.26226826608506,0.2998909487459106,0.2693565976008724,0.13549618320610687,0.11804798255179935,0.13822246455834242,0.19629225736095965,0.26308615049073064,0.23636859323882226,0.18647764449291168,0.123773173391494,0.15512540894220284,0.17121046892039257,0.2099236641221374,0.23309705561613958,0.15812431842966193,0.1766630316248637,0.13113413304253,0.11095965103598691,0.18702290076335878,0.44711014176663033,0.20365321701199562,0.811886586695747,0.12813522355507087,0.34432933478735006,0.13794983642311887,0.13386041439476554,0.2813522355507088,0.32960741548527805,0.17748091603053434,0.4732824427480916,0.32470010905125407,0.29961832061068705,0.11395856052344602,0.1450381679389313,0.12050163576881134,0.25708833151581245,0.14667393675027263,0.16221374045801526,0.4983642311886587,0.18593238822246455,0.1303162486368593,0.23146128680479824,0.13086150490730644,0.12104689203925845,0.15976008724100327,0.18647764449291168,0.1911123227917121,0.2069247546346783,0.10632497273718648,0.11668484187568157,0.22001090512540894,0.15730643402399128,0.12513631406761178,0.20147219193020718,0.14612868047982552,0.16112322791712105,0.5166303162486369,0.14612868047982552,0.1074154852780807,0.1406761177753544,0.4607415485278081,0.2123773173391494,0.12649945474372956,0.08451472191930207,0.2505452562704471,0.2148309705561614,0.26717557251908397,0.11723009814612868,0.1292257360959651,0.13767720828789531,0.1104143947655398,0.11995637949836423,0.36095965103598693,0.11941112322791712,0.2074700109051254
nh0009,0.5040050259148736,0.23213444322286791,0.4798178105858332,1.0,0.1322443851107272,0.6244699230406785,0.41039736139469135,0.31537615831631854,0.3884089838228365,0.53635935291346,0.17716349929323072,0.390607821580022,0.12973142767394377,0.11198366577666091,0.30108371289461283,0.23983037537301713,0.18941416679754985,0.31993089367048844,0.19334066279252396,0.7345688707397519,0.18423119208418406,0.5007067692790953,0.1991518768650856,0.26543112926024814,0.26323229150306265,0.4196638919428302,0.14355269357625255,0.10805716978168682,0.0708339877493325,0.18046175592900895,0.19868069734568872,0.25993403486728445,0.30893670488456104,0.18360295272498822,0.17323700329825664,0.19930893670488456,0.19632479974870426,0.1781058583320245,0.2715564630124077,0.28804774619129886,0.23590387937804302,0.1956965603895084,0.11795193968902151,0.3471022459557091,0.34239045076174024,0.28694832731270614,0.811371132401445,0.1258049316789697,0.5575624312863201,0.19868069734568872,0.16978168682267944,0.33328098005340034,0.3039107900109942,0.23150620386367207,0.6283964190356526,0.351971100989477,0.39626197581278466,0.23072090466467723,0.3042249096905921,0.1850164912831789,0.28804774619129886,0.23040678498507933,0.2055913302968431,0.4520182189414167,0.14261033453745878,0.24124391393120778,0.2472121878435684,0.1540757028427831,0.1240772734411811,0.14904978796921628,0.23935919585362023,0.31427673943772577,0.25852049630909374,0.18140411496780273,0.1699387466624784,0.24407099104758914,0.2021360138212659,0.19428302183131774,0.2125019632479975,0.20135071462227108,0.23150620386367207,0.579393749018376,0.20276425318046176,0.18061881576880792,0.21831317732055913,0.8661850164912832,0.3799277524736925,0.1438668132558505,0.14622271085283492,0.20025129574367834,0.15501806188157688,0.35699701586304383,0.18297471336579238,0.14669389037223182,0.21454374116538402,0.18957122663734882,0.13569970158630437,0.7177634678812628,0.14072561645987122,0.3789853934348987
nh0010,0.38593815004853693,0.20302315906254334,0.5841076133684648,1.0,0.12120371654416863,0.5628900291221745,0.35431978921092777,0.3238108445430592,0.22743031479683817,0.504645680210789,0.18707530162252115,0.28858688115379283,0.15101927610594926,0.15212869227568993,0.24878657606434615,0.22645957564831506,0.13937040632367217,0.24060463181250866,0.14408542504507002,0.5433365691304951,0.163777562057967,0.4315628900291222,0.1257800582443489,0.2322840105394536,0.24504229649147136,0.4304534738593815,0.24337817223686034,0.0642074608237415,0.1065039522951047,0.13784495909027875,0.2016363888503675,0.2184163084176952,0.2583552905283594,0.1585078352516988,0.1410345305782832,0.1399251144085425,0.1435307169601997,0.15545694078491193,0.2984329496602413,0.2431008181944252,0.23075856330606018,0.16142005269726806,0.14228262376924145,0.2234086811815282,0.4645680210789072,0.3978643738732492,0.857578699209541,0.1540701705727361,0.4383580640687838,0.19179032034391902,0.16558036333379558,0.3081403411454722,0.304534738593815,0.17057273609762863,0.570378588267924,0.29676882540563027,0.3529330189987519,0.12175842462903896,0.15961725142143945,0.13853834419636665,0.3189571488004438,0.2683400360560255,0.1831923450284288,0.40632367216752185,0.16142005269726806,0.14824573568159755,0.2342254888364998,0.12786021356261268,0.12397725696852031,0.13964776036610735,0.1996949105533213,0.21675218416308417,0.2863680488143115,0.12702815143530716,0.13340729441131605,0.2289557620302316,0.17403966162806822,0.15517958674247678,0.2157814450145611,0.22368603522396338,0.2157814450145611,0.7315212869227569,0.1506032450422965,0.1030370267646651,0.1837470531132991,0.6033837193177091,0.22479545139370408,0.12883095271113576,0.1364581888781029,0.2763833032866454,0.19442518374705312,0.29260851476910277,0.1582304812092636,0.11565663569546526,0.19747607821383997,0.1601719595063098,0.1708500901400638,0.483982804049369,0.1321592012203578,0.2218832339481348
