,y_true,true_abs,true_rel,false_abs,false_rel
nh0145,novela sentimental,90,0.9,10,0.1
nh0146,novela sentimental,100,1.0,0,0.0
nh0149,novela histórica,70,1.0,0,0.0
nh0150,novela histórica,0,0.0,90,1.0
nh0151,novela sentimental,100,1.0,0,0.0
nh0152,novela histórica,50,1.0,0,0.0
nh0154,novela sentimental,100,1.0,0,0.0
nh0156,novela sentimental,100,1.0,0,0.0
nh0158,novela histórica,100,1.0,0,0.0
nh0159,novela histórica,70,1.0,0,0.0
nh0160,novela histórica,90,1.0,0,0.0
nh0161,novela histórica,70,1.0,0,0.0
nh0162,novela sentimental,100,1.0,0,0.0
nh0165,novela histórica,80,1.0,0,0.0
nh0166,novela histórica,30,0.42857142857142855,40,0.5714285714285714
nh0168,novela histórica,80,1.0,0,0.0
nh0169,novela histórica,81,0.9,9,0.1
nh0171,novela sentimental,100,1.0,0,0.0
nh0176,novela histórica,90,1.0,0,0.0
nh0180,novela histórica,80,1.0,0,0.0
nh0181,novela histórica,70,1.0,0,0.0
nh0182,novela histórica,80,1.0,0,0.0
nh0183,novela sentimental,100,1.0,0,0.0
nh0184,novela histórica,70,1.0,0,0.0
nh0187,novela sentimental,100,1.0,0,0.0
nh0188,novela sentimental,100,1.0,0,0.0
nh0195,novela sentimental,100,1.0,0,0.0
nh0196,novela histórica,100,1.0,0,0.0
nh0202,novela sentimental,100,1.0,0,0.0
nh0203,novela histórica,80,1.0,0,0.0
nh0207,novela sentimental,100,1.0,0,0.0
nh0208,novela histórica,90,1.0,0,0.0
nh0209,novela sentimental,100,1.0,0,0.0
nh0210,novela histórica,80,1.0,0,0.0
nh0212,novela sentimental,100,1.0,0,0.0
nh0216,novela sentimental,94,0.94,6,0.06
nh0218,novela sentimental,100,1.0,0,0.0
nh0219,novela sentimental,89,0.89,11,0.11
nh0222,novela histórica,70,1.0,0,0.0
nh0227,novela histórica,80,1.0,0,0.0
nh0228,novela sentimental,100,1.0,0,0.0
nh0230,novela sentimental,100,1.0,0,0.0
nh0231,novela histórica,50,1.0,0,0.0
nh0233,novela sentimental,100,1.0,0,0.0
nh0237,novela sentimental,100,1.0,0,0.0
nh0241,novela sentimental,100,1.0,0,0.0
nh0243,novela histórica,100,1.0,0,0.0
nh0245,novela sentimental,100,1.0,0,0.0
nh0247,novela histórica,84,0.9333333333333333,6,0.06666666666666667
nh0248,novela histórica,72,0.9,8,0.1
nh0249,novela histórica,83,0.9222222222222223,7,0.07777777777777778
nh0250,novela sentimental,100,1.0,0,0.0
nh0251,novela sentimental,100,1.0,0,0.0
nh0252,novela sentimental,100,1.0,0,0.0
nh0253,novela histórica,90,1.0,0,0.0
nh0254,novela sentimental,100,1.0,0,0.0
