,classifier,feature_type,mfw,norm,subgenre_level,class_1,class_2,num_runs,top_acc,mean_acc,sd_acc,top_f1,mean_f1,sd_f1
0,RF,word,3000,tfidf,themes,novela histórica,other,100,1.0,0.8573626373626374,0.09350324669687758,1.0,0.8561588362617775,0.092821877051071
1,RF,word,3000,tfidf,themes,novela sentimental,other,100,1.0,0.7790909090909091,0.1427330629977767,1.0,0.7786458541458541,0.15894605851489743
2,RF,word,3000,tfidf,themes,novela de costumbres,other,100,1.0,0.6919999999999998,0.1527612516314265,1.0,0.7131194768949871,0.145350490442976
3,RF,word,3000,tfidf,themes,novela histórica,novela sentimental,100,1.0,0.9009090909090909,0.08038646323277557,1.0,0.8955341880341879,0.08800544552172046
4,RF,word,3000,tfidf,themes,novela histórica,novela de costumbres,100,1.0,0.8840000000000002,0.09871170143402454,1.0,0.8688160173160172,0.1234587114133664
5,RF,word,3000,tfidf,themes,novela sentimental,novela de costumbres,100,1.0,0.7369999999999999,0.1238184154316312,1.0,0.7212815243118273,0.15334057031216664
