,mean_fit_time,mean_score_time,mean_test_score,param_C,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score,subgenre_level,class1,class2,mfw,token_unit,normalization,repetition,num_topics,optimize_interval,topic_repetition
3,0.013892459869384765,0.0015490293502807618,0.7901098901098902,1000,{'C': 1000},1,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.9230769230769231,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.8461538461538461,0.0002992975798213621,3.994496067504108e-05,0.0767973855369501,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,0,,,
0,0.015444397926330566,0.0021578311920166016,0.5912087912087912,1,{'C': 1},4,0.9285714285714286,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.00014502405618103408,5.5082762320916325e-05,0.16817495677125618,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,1,,,
1,0.013575005531311034,0.0019531965255737303,0.8065934065934066,10,{'C': 10},1,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.00020618912492235188,6.667464549996733e-05,0.06683451076718669,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,1,,,
2,0.010881710052490234,0.0015863895416259766,0.7978021978021977,100,{'C': 100},3,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.0003872748694487416,8.59355815387482e-05,0.09206535431442413,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,1,,,
3,0.013359260559082032,0.0014893293380737304,0.8065934065934066,1000,{'C': 1000},1,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.8461538461538461,0.9230769230769231,0.6923076923076923,0.9230769230769231,0.6923076923076923,0.8461538461538461,0.00029541396987587364,5.058262974723203e-05,0.08266629140595723,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,1,,,
0,0.015410208702087402,0.0021567344665527344,0.5697802197802199,1,{'C': 1},4,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,9.578259521628481e-05,6.0818331754294364e-05,0.13400399397825927,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,2,,,
1,0.013857674598693848,0.001965904235839844,0.7521978021978023,10,{'C': 10},3,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.7692307692307693,0.9230769230769231,0.6923076923076923,0.5384615384615384,0.6153846153846154,0.7692307692307693,0.00016262747991460465,6.348717439190071e-05,0.11061437151694456,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,2,,,
2,0.01090545654296875,0.001594686508178711,0.8054945054945055,100,{'C': 100},1,0.7857142857142857,0.9285714285714286,0.8571428571428571,0.7142857142857143,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.7692307692307693,0.00035689493096024305,2.8414493799258983e-05,0.07665573638063862,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,2,,,
3,0.013054990768432617,0.0014955997467041016,0.782967032967033,1000,{'C': 1000},2,0.6428571428571429,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.8461538461538461,0.9230769230769231,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.001147859063325576,8.006974820119417e-05,0.10326893477589286,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,2,,,
0,0.01548163890838623,0.0021630525588989258,0.5697802197802199,1,{'C': 1},4,0.6428571428571429,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.00010169322687916448,7.043606744362866e-05,0.1414138844974423,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,3,,,
1,0.013487601280212402,0.0019446372985839843,0.7615384615384615,10,{'C': 10},3,0.6428571428571429,0.7142857142857143,0.8571428571428571,0.7857142857142857,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.6923076923076923,0.0002619449592846783,5.2533433431603874e-05,0.09250371650872509,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,3,,,
2,0.011570906639099121,0.0016717910766601562,0.8423076923076923,100,{'C': 100},1,0.7857142857142857,0.9285714285714286,1.0,0.7857142857142857,0.9230769230769231,1.0,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.6923076923076923,0.0002710301352696013,6.0290208678302225e-05,0.10975403663163177,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,3,,,
3,0.0138411283493042,0.0015522241592407227,0.7917582417582418,1000,{'C': 1000},2,0.6428571428571429,0.8571428571428571,0.9285714285714286,0.6428571428571429,0.8461538461538461,1.0,0.6923076923076923,0.6923076923076923,0.8461538461538461,0.7692307692307693,0.0002495830198062036,4.165360905582629e-05,0.1170071683890082,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,3,,,
0,0.01561288833618164,0.002202939987182617,0.5626373626373626,1,{'C': 1},4,0.7857142857142857,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.00022605669364539888,7.780053797321262e-05,0.12787450828203947,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,4,,,
1,0.013611340522766113,0.0019409656524658203,0.7835164835164836,10,{'C': 10},3,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.8461538461538461,0.00020340264227011382,4.781668719396844e-05,0.062318447818715705,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,4,,,
2,0.011710000038146973,0.001688671112060547,0.8357142857142857,100,{'C': 100},2,0.9285714285714286,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.00029106733540607953,7.999110682025909e-05,0.06535690612413186,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,4,,,
3,0.013651275634765625,0.0015239238739013672,0.8423076923076923,1000,{'C': 1000},1,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.8571428571428571,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.8461538461538461,0.00036813613929840763,4.5460215226262385e-05,0.07260443801694266,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,4,,,
0,0.015440797805786133,0.0021416425704956056,0.5412087912087913,1,{'C': 1},4,0.6428571428571429,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.00011961905625296299,4.99046081068572e-05,0.0995173110865291,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,5,,,
1,0.013580417633056641,0.0019395589828491212,0.7626373626373626,10,{'C': 10},3,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.6428571428571429,0.9230769230769231,0.7692307692307693,0.9230769230769231,0.6153846153846154,0.7692307692307693,0.7692307692307693,0.00019567747027943245,4.5671249187221445e-05,0.09635927819313356,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,5,,,
2,0.01150805950164795,0.0016624212265014648,0.8142857142857143,100,{'C': 100},1,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.00032310934191034105,8.152786324501979e-05,0.05693113778896095,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,5,,,
3,0.013916945457458496,0.0015674591064453124,0.8142857142857143,1000,{'C': 1000},1,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.0003000844333752976,6.055129753917526e-05,0.05834533605476171,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,5,,,
0,0.015456509590148926,0.0021821737289428713,0.576923076923077,1,{'C': 1},4,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.00012949707044330726,0.0001186969739501174,0.1466322830964634,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,6,,,
1,0.01345512866973877,0.0019176244735717774,0.7846153846153847,10,{'C': 10},3,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.9230769230769231,0.7692307692307693,0.9230769230769231,0.7692307692307693,0.6923076923076923,0.7692307692307693,0.00028627323865149264,5.377313690469058e-05,0.07580824804838322,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,6,,,
2,0.011265134811401368,0.001637721061706543,0.8362637362637363,100,{'C': 100},1,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.0003401234894009706,4.643466712976518e-05,0.07695446769235866,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,6,,,
3,0.013774776458740234,0.001545262336730957,0.8362637362637363,1000,{'C': 1000},1,1.0,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.0002573692329031555,5.8978130682343714e-05,0.08923455846444742,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,6,,,
0,0.0154343843460083,0.002171945571899414,0.5412087912087913,1,{'C': 1},4,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,8.421714043881175e-05,6.139190913937931e-05,0.0995173110865291,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,7,,,
1,0.013632464408874511,0.001967501640319824,0.7538461538461538,10,{'C': 10},3,0.7142857142857143,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.5384615384615384,0.00023284259324880523,4.592006822524277e-05,0.09007638079702493,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,7,,,
2,0.011338305473327637,0.0016517400741577148,0.7912087912087912,100,{'C': 100},1,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.6153846153846154,0.6923076923076923,0.00032321992782718284,0.0001037563826775587,0.09893161922242441,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,7,,,
3,0.013934779167175292,0.0015694618225097657,0.7901098901098901,1000,{'C': 1000},2,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.8461538461538461,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.6153846153846154,0.6923076923076923,0.00020155199503038787,5.7558788003323096e-05,0.08909912879395379,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,7,,,
0,0.015464162826538086,0.0021645784378051757,0.5697802197802199,1,{'C': 1},4,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,8.898982327808789e-05,5.8248196225325826e-05,0.1414138844974423,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,8,,,
1,0.013738489151000977,0.001968646049499512,0.7467032967032967,10,{'C': 10},2,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.6428571428571429,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.5384615384615384,0.6923076923076923,0.7692307692307693,0.0001760722481889205,6.065833944341628e-05,0.10159487752933442,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,8,,,
2,0.011557388305664062,0.0016600370407104492,0.7912087912087913,100,{'C': 100},1,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.5714285714285714,0.8461538461538461,0.9230769230769231,0.8461538461538461,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.00034512628593443175,5.4581511645992295e-05,0.10724846865902823,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,8,,,
3,0.014044928550720214,0.001563262939453125,0.7230769230769232,1000,{'C': 1000},3,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.5714285714285714,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6153846153846154,0.00044113063517840025,6.085904985918954e-05,0.11255558543056383,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,8,,,
0,0.015432333946228028,0.0021624326705932616,0.5697802197802199,1,{'C': 1},4,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.0001062493050990925,6.895891726367787e-05,0.13400399397825927,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,9,,,
1,0.01358187198638916,0.0019429683685302734,0.75989010989011,10,{'C': 10},3,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.7692307692307693,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.46153846153846156,0.8461538461538461,0.0002537909108896013,4.516949309996445e-05,0.11414959137661373,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,9,,,
2,0.01143331527709961,0.0016347646713256836,0.7972527472527473,100,{'C': 100},1,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.8461538461538461,1.0,0.5384615384615384,0.7692307692307693,0.6923076923076923,0.7692307692307693,0.000494826727840391,6.568603201844919e-05,0.12424023419479958,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,9,,,
3,0.01413412094116211,0.0015930414199829101,0.7901098901098901,1000,{'C': 1000},2,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.7692307692307693,1.0,0.46153846153846156,0.8461538461538461,0.6923076923076923,0.8461538461538461,0.0004052430936501435,7.382457577271986e-05,0.1406164082832042,subgenre-theme,novela histórica,other,1000.0,3gram_chars,tfidf,9,,,
0,0.0140977144241333,0.0016398906707763671,0.7972527472527472,1,{'C': 1},1,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.7692307692307693,0.8461538461538461,0.00019569670739638488,5.436495702714584e-05,0.10901990614007372,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,0,,,
1,0.014086723327636719,0.0016411781311035157,0.7972527472527472,10,{'C': 10},1,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.7692307692307693,0.8461538461538461,0.0002657398765957185,3.490161362849221e-05,0.10901990614007372,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,0,,,
2,0.014327406883239746,0.0016623735427856445,0.7972527472527472,100,{'C': 100},1,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.7692307692307693,0.8461538461538461,0.00022748641602106753,5.313464407960011e-05,0.10901990614007372,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,0,,,
3,0.014166522026062011,0.001653599739074707,0.7972527472527472,1000,{'C': 1000},1,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.7692307692307693,0.8461538461538461,0.00016827032184790858,6.126476569622495e-05,0.10901990614007372,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,0,,,
0,0.013618707656860352,0.0015686273574829102,0.804945054945055,1,{'C': 1},1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.00026944373385852155,4.7377443195322425e-05,0.06347283568157491,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,1,,,
1,0.013588047027587891,0.0015413522720336913,0.804945054945055,10,{'C': 10},1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.00024211176505372582,3.370119776503437e-05,0.06347283568157491,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,1,,,
2,0.013613438606262207,0.0015593767166137695,0.804945054945055,100,{'C': 100},1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.00026312739928182515,3.5912874312530155e-05,0.06347283568157491,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,1,,,
3,0.01358335018157959,0.0015578269958496094,0.804945054945055,1000,{'C': 1000},1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.0002677630235629159,3.739510099880686e-05,0.06347283568157491,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,1,,,
0,0.01389620304107666,0.0016185760498046875,0.8428571428571429,1,{'C': 1},1,0.7142857142857143,1.0,0.8571428571428571,0.8571428571428571,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.7692307692307693,0.8461538461538461,0.0002676426790244926,6.090143949198475e-05,0.07677379549322447,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,2,,,
1,0.014028787612915039,0.0016336679458618165,0.8428571428571429,10,{'C': 10},1,0.7142857142857143,1.0,0.8571428571428571,0.8571428571428571,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.7692307692307693,0.8461538461538461,0.0002773006920806424,5.5773688865329284e-05,0.07677379549322447,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,2,,,
2,0.013829183578491212,0.0016015291213989258,0.8428571428571429,100,{'C': 100},1,0.7142857142857143,1.0,0.8571428571428571,0.8571428571428571,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.7692307692307693,0.8461538461538461,0.0002541055954901794,4.4247694225315274e-05,0.07677379549322447,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,2,,,
3,0.013860392570495605,0.0016102790832519531,0.8428571428571429,1000,{'C': 1000},1,0.7142857142857143,1.0,0.8571428571428571,0.8571428571428571,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.7692307692307693,0.8461538461538461,0.0002713236752005439,5.540439456069872e-05,0.07677379549322447,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,2,,,
0,0.01420886516571045,0.0016632318496704102,0.775824175824176,1,{'C': 1},1,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.6153846153846154,0.8461538461538461,0.6153846153846154,0.0002751094214893349,7.435269454363676e-05,0.1173768357876433,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,3,,,
1,0.014066314697265625,0.001649022102355957,0.775824175824176,10,{'C': 10},1,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.6153846153846154,0.8461538461538461,0.6153846153846154,0.00015696636938669642,6.30227619433429e-05,0.1173768357876433,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,3,,,
2,0.014156055450439454,0.0016481637954711913,0.775824175824176,100,{'C': 100},1,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.6153846153846154,0.8461538461538461,0.6153846153846154,0.00033651158401403256,4.271120287882668e-05,0.1173768357876433,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,3,,,
3,0.01412203311920166,0.0016490697860717773,0.775824175824176,1000,{'C': 1000},1,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.6153846153846154,0.8461538461538461,0.6153846153846154,0.00025678518741191394,5.20446569838879e-05,0.1173768357876433,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,3,,,
0,0.014122366905212402,0.0016569137573242188,0.7373626373626374,1,{'C': 1},1,0.8571428571428571,0.6428571428571429,0.8571428571428571,0.7857142857142857,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.46153846153846156,0.6923076923076923,0.7692307692307693,0.00018789245451533278,6.778129086303188e-05,0.11051470845516155,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,4,,,
1,0.014187455177307129,0.0016535043716430664,0.7373626373626374,10,{'C': 10},1,0.8571428571428571,0.6428571428571429,0.8571428571428571,0.7857142857142857,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.46153846153846156,0.6923076923076923,0.7692307692307693,0.000282641665815561,5.7348768103021495e-05,0.11051470845516155,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,4,,,
2,0.014270782470703125,0.0016987085342407226,0.7373626373626374,100,{'C': 100},1,0.8571428571428571,0.6428571428571429,0.8571428571428571,0.7857142857142857,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.46153846153846156,0.6923076923076923,0.7692307692307693,0.00032140960961932435,0.00012423417486744255,0.11051470845516155,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,4,,,
3,0.014112234115600586,0.0016584396362304688,0.7373626373626374,1000,{'C': 1000},1,0.8571428571428571,0.6428571428571429,0.8571428571428571,0.7857142857142857,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.46153846153846156,0.6923076923076923,0.7692307692307693,0.00018194312106185504,6.516970267107706e-05,0.11051470845516155,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,4,,,
0,0.014205670356750489,0.0016686439514160157,0.7456043956043956,1,{'C': 1},1,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.6923076923076923,0.7692307692307693,0.9230769230769231,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.0004820798371292959,0.00014512258264990675,0.08575830089949014,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,5,,,
1,0.013944506645202637,0.0016133308410644532,0.7456043956043956,10,{'C': 10},1,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.6923076923076923,0.7692307692307693,0.9230769230769231,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.0001457433975013618,4.574329950128955e-05,0.08575830089949014,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,5,,,
2,0.013957786560058593,0.0016119718551635743,0.7456043956043956,100,{'C': 100},1,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.6923076923076923,0.7692307692307693,0.9230769230769231,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.0001394238664020773,4.2323891296386496e-05,0.08575830089949014,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,5,,,
3,0.013944411277770996,0.0016176462173461913,0.7456043956043956,1000,{'C': 1000},1,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.6923076923076923,0.7692307692307693,0.9230769230769231,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.0001478369168072282,4.853343255268096e-05,0.08575830089949014,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,5,,,
0,0.014245080947875976,0.0016536474227905273,0.8203296703296703,1,{'C': 1},1,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.7692307692307693,0.6923076923076923,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.00017548588279594024,4.015275378318432e-05,0.08920918106198775,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,6,,,
1,0.014299654960632324,0.001674056053161621,0.8203296703296703,10,{'C': 10},1,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.7692307692307693,0.6923076923076923,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.00033072473547093466,7.734941395281413e-05,0.08920918106198775,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,6,,,
2,0.014190864562988282,0.0016494035720825196,0.8203296703296703,100,{'C': 100},1,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.7692307692307693,0.6923076923076923,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.00018819639067532029,4.516612662844614e-05,0.08920918106198775,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,6,,,
3,0.014194416999816894,0.0016600608825683594,0.8203296703296703,1000,{'C': 1000},1,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.7692307692307693,0.6923076923076923,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.00017373243179529042,5.314593461439864e-05,0.08920918106198775,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,6,,,
0,0.01411449909210205,0.0016380071640014649,0.804945054945055,1,{'C': 1},1,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.00019313262520860127,4.8575180370007736e-05,0.11022613459929477,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,7,,,
1,0.014154767990112305,0.001670503616333008,0.804945054945055,10,{'C': 10},1,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.0003095682909593308,0.0001038561401458476,0.11022613459929477,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,7,,,
2,0.014134645462036133,0.0016544103622436524,0.804945054945055,100,{'C': 100},1,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.0001891857058871846,6.476507623478905e-05,0.11022613459929477,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,7,,,
3,0.014088988304138184,0.0016314029693603516,0.804945054945055,1000,{'C': 1000},1,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.00019288956729899726,6.502188276532042e-05,0.11022613459929477,subgenre-theme,novela histórica,other,1000.0,3gram_chars,zscore,7,,,
