,mean_fit_time,mean_score_time,mean_test_score,param_max_features,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score,subgenre_level,class1,class2,mfw,token_unit,normalization,repetition,num_topics,optimize_interval,topic_repetition
1,0.13946666717529296,0.008802342414855956,0.8411764705882353,log2,{'max_features': 'log2'},2,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.000746940380423522,0.00012177211364214345,0.045942645152392096,subgenre-current,novela romántica,other,100.0,word,zscore,3,,,
0,0.14928526878356935,0.008734631538391113,0.8529411764705882,sqrt,{'max_features': 'sqrt'},1,0.7647058823529411,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8235294117647058,1.0,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.0010057842307820983,2.507412049110137e-05,0.08823529411764705,subgenre-current,novela romántica,other,100.0,word,zscore,4,,,
1,0.139687180519104,0.00876777172088623,0.8411764705882353,log2,{'max_features': 'log2'},2,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.0009240774372312522,7.928441634062063e-05,0.06470588235294117,subgenre-current,novela romántica,other,100.0,word,zscore,4,,,
0,0.14902043342590332,0.008711647987365723,0.8529411764705882,sqrt,{'max_features': 'sqrt'},2,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.0008051830234257553,3.568227765731407e-05,0.03946002313234924,subgenre-current,novela romántica,other,100.0,word,zscore,5,,,
1,0.13952302932739258,0.00878286361694336,0.8705882352941178,log2,{'max_features': 'log2'},1,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.0007922000755141008,4.154357368797346e-05,0.04401949866792874,subgenre-current,novela romántica,other,100.0,word,zscore,5,,,
0,0.1483381509780884,0.00870208740234375,0.8705882352941178,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.00119787388045526,3.709226113854806e-05,0.03529411764705884,subgenre-current,novela romántica,other,100.0,word,zscore,6,,,
1,0.13862900733947753,0.008778667449951172,0.8764705882352942,log2,{'max_features': 'log2'},1,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.0004728150225332228,5.141403650468111e-05,0.055494006659156506,subgenre-current,novela romántica,other,100.0,word,zscore,6,,,
0,0.14942772388458253,0.00880436897277832,0.8529411764705882,sqrt,{'max_features': 'sqrt'},2,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.7647058823529411,0.0009007267438236508,0.0001431558067208375,0.054232614454664055,subgenre-current,novela romántica,other,100.0,word,zscore,7,,,
1,0.13923876285552977,0.008829236030578613,0.876470588235294,log2,{'max_features': 'log2'},1,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.0005974290837920815,0.0002573198884152678,0.03167744004196768,subgenre-current,novela romántica,other,100.0,word,zscore,7,,,
0,0.1510772943496704,0.008847737312316894,0.8882352941176471,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8823529411764706,1.0,0.9411764705882353,0.7058823529411765,0.9411764705882353,0.006071305773430078,0.00013583514129451868,0.07647058823529411,subgenre-current,novela romántica,other,100.0,word,zscore,8,,,
1,0.13937065601348878,0.00875260829925537,0.9,log2,{'max_features': 'log2'},1,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.9411764705882353,1.0,0.9411764705882353,0.9411764705882353,0.7058823529411765,0.9411764705882353,0.0008555376058546836,4.83976150191047e-05,0.08339674634563425,subgenre-current,novela romántica,other,100.0,word,zscore,8,,,
0,0.14901092052459716,0.008734679222106934,0.8529411764705881,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.000998900221032517,0.00010283474233213131,0.0708329092870135,subgenre-current,novela romántica,other,100.0,word,zscore,9,,,
1,0.13954386711120606,0.008787870407104492,0.8705882352941176,log2,{'max_features': 'log2'},1,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.8235294117647058,1.0,0.8235294117647058,0.9411764705882353,0.000502214429861178,0.0001390985155129024,0.06859943405700354,subgenre-current,novela romántica,other,100.0,word,zscore,9,,,
0,0.15051827430725098,0.008754992485046386,0.8117647058823529,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.7647058823529411,0.8823529411764706,0.7058823529411765,0.5882352941176471,0.8235294117647058,0.0010180066455688368,2.7728900749696713e-05,0.10456699314488926,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,0,,,
1,0.14054694175720214,0.008788442611694336,0.8058823529411765,log2,{'max_features': 'log2'},2,0.9411764705882353,0.7058823529411765,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.000853813384193239,6.328827357149947e-05,0.08339674634563425,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,0,,,
0,0.15047070980072022,0.008837699890136719,0.7941176470588235,sqrt,{'max_features': 'sqrt'},1,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.5882352941176471,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.0006570432400715531,0.0002672870060376538,0.08422247684280205,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,1,,,
1,0.1401609182357788,0.008827447891235352,0.776470588235294,log2,{'max_features': 'log2'},2,0.7058823529411765,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.5294117647058824,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.0005916282867406345,0.00021061789862350421,0.11705734554195527,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,1,,,
0,0.15068066120147705,0.008777618408203125,0.8117647058823529,sqrt,{'max_features': 'sqrt'},1,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.7058823529411765,0.8235294117647058,0.0006820437858749928,5.25002908291156e-05,0.06859943405700351,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,2,,,
1,0.14078764915466307,0.008881688117980957,0.7823529411764706,log2,{'max_features': 'log2'},2,0.8823529411764706,0.7647058823529411,0.6470588235294118,0.8823529411764706,0.6470588235294118,0.6470588235294118,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.0008345391908113559,0.0002826496298489864,0.10862461948599637,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,2,,,
0,0.15092875957489013,0.00883495807647705,0.8176470588235294,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.7647058823529411,0.0006848435836281167,0.00026029621213029405,0.08901615264953855,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,3,,,
1,0.14075443744659424,0.00885014533996582,0.8294117647058823,log2,{'max_features': 'log2'},1,0.9411764705882353,0.9411764705882353,0.7058823529411765,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.7058823529411765,0.7058823529411765,0.8235294117647058,0.0008967288111130914,0.00027353755995314556,0.09282196375329116,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,3,,,
0,0.15108611583709716,0.008761787414550781,0.8235294117647058,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.9411764705882353,0.7058823529411765,0.7058823529411765,0.9411764705882353,0.7058823529411765,0.7647058823529411,0.8823529411764706,0.0011061348484675217,5.661898637170721e-05,0.09843059135695004,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,4,,,
1,0.14030115604400634,0.00875399112701416,0.7941176470588236,log2,{'max_features': 'log2'},2,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.7058823529411765,0.5882352941176471,0.0009798442463110966,3.2624069672156084e-05,0.10604562574894084,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,4,,,
0,0.15031249523162843,0.008763360977172851,0.7941176470588236,sqrt,{'max_features': 'sqrt'},1,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.7058823529411765,0.7647058823529411,0.0009141996937821063,0.00011569428540969816,0.05423261445466402,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,5,,,
1,0.14046638011932372,0.008873677253723145,0.7705882352941176,log2,{'max_features': 'log2'},2,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.5294117647058824,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.7647058823529411,0.0009579789527848712,0.00016726447216049224,0.09282196375329117,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,5,,,
0,0.15071659088134765,0.008759450912475587,0.8058823529411765,sqrt,{'max_features': 'sqrt'},1,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.7647058823529411,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.0014536973450953704,5.967925170825577e-05,0.06470588235294117,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,6,,,
1,0.14050037860870362,0.0087890625,0.8,log2,{'max_features': 'log2'},2,0.7058823529411765,1.0,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.0007022617531437713,4.731536690951056e-05,0.0991311738020748,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,6,,,
0,0.15030231475830078,0.00879526138305664,0.776470588235294,sqrt,{'max_features': 'sqrt'},2,0.7058823529411765,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.7058823529411765,0.6470588235294118,0.8823529411764706,0.0011052722766564734,7.472724432682175e-05,0.07803823036130349,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,7,,,
1,0.1405127763748169,0.008851718902587891,0.7941176470588236,log2,{'max_features': 'log2'},1,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.6470588235294118,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.000711149429268878,0.00011451211343924577,0.08000865005138494,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,7,,,
0,0.15053582191467285,0.008736968040466309,0.7764705882352942,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.6470588235294118,0.7647058823529411,0.9411764705882353,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.0005983146995922975,4.468376996562171e-05,0.11705734554195527,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,8,,,
1,0.14041001796722413,0.008724427223205567,0.8,log2,{'max_features': 'log2'},1,1.0,0.7058823529411765,0.8235294117647058,0.8823529411764706,0.7058823529411765,0.7647058823529411,0.9411764705882353,0.7647058823529411,0.7058823529411765,0.7058823529411765,0.0008915043907706368,4.813144413179791e-05,0.10256232808330995,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,8,,,
0,0.15053305625915528,0.00873112678527832,0.7588235294117647,sqrt,{'max_features': 'sqrt'},2,0.5882352941176471,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.6470588235294118,0.8235294117647058,0.6470588235294118,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.0010119444148139459,3.801681247273843e-05,0.09282196375329115,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,9,,,
1,0.14041264057159425,0.008804583549499511,0.7823529411764705,log2,{'max_features': 'log2'},1,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.0010538738329104868,0.00011204031813913242,0.052941176470588214,subgenre-current,novela romántica,other,100.0,3gram_words,tfidf,9,,,
0,0.15054430961608886,0.008758878707885743,0.7764705882352941,sqrt,{'max_features': 'sqrt'},2,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.6470588235294118,0.0011259748938788816,7.620591807431082e-05,0.07803823036130349,subgenre-current,novela romántica,other,100.0,3gram_words,zscore,0,,,
1,0.14051625728607178,0.008738183975219726,0.8117647058823529,log2,{'max_features': 'log2'},1,1.0,0.7647058823529411,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.7647058823529411,0.5882352941176471,0.7058823529411765,0.000788891184590634,5.137521524724401e-05,0.1140630554686195,subgenre-current,novela romántica,other,100.0,3gram_words,zscore,0,,,
0,0.15038783550262452,0.008792614936828614,0.7588235294117647,sqrt,{'max_features': 'sqrt'},2,0.7647058823529411,0.6470588235294118,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.5882352941176471,0.6470588235294118,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.0008274394059572651,0.00012731442513511955,0.09999999999999996,subgenre-current,novela romántica,other,100.0,3gram_words,zscore,1,,,
1,0.14054994583129882,0.008757209777832032,0.7823529411764706,log2,{'max_features': 'log2'},1,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.6470588235294118,0.6470588235294118,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.001027361181827512,5.143338088600447e-05,0.09860620361317769,subgenre-current,novela romántica,other,100.0,3gram_words,zscore,1,,,
0,0.15025057792663574,0.008739447593688965,0.7823529411764706,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.7647058823529411,0.7058823529411765,1.0,0.7647058823529411,0.5882352941176471,0.9411764705882353,0.7058823529411765,0.5882352941176471,0.8235294117647058,0.000845131375433462,3.701227867999519e-05,0.13682003940721182,subgenre-current,novela romántica,other,100.0,3gram_words,zscore,2,,,
1,0.14034731388092042,0.008832216262817383,0.7941176470588236,log2,{'max_features': 'log2'},1,0.8823529411764706,0.7058823529411765,0.5882352941176471,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.9411764705882353,0.7058823529411765,0.7647058823529411,0.8235294117647058,0.000955438032331907,9.294447946606269e-05,0.10604562574894084,subgenre-current,novela romántica,other,100.0,3gram_words,zscore,2,,,
0,0.15008964538574218,0.00877208709716797,0.8176470588235294,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.9411764705882353,0.7058823529411765,0.8823529411764706,0.7647058823529411,0.6470588235294118,0.8235294117647058,0.0005949128548365646,6.495677324303506e-05,0.08901615264953855,subgenre-current,novela romántica,other,100.0,3gram_words,zscore,3,,,
