,mean_fit_time,mean_score_time,mean_test_score,param_max_features,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score,subgenre_level,class1,class2,mfw,token_unit,normalization,repetition,num_topics,optimize_interval,topic_repetition
1,0.1493088722229004,0.008860230445861816,0.8823529411764707,log2,{'max_features': 'log2'},2,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0005279253643647733,8.622688997307941e-05,0.05261336417646565,subgenre-current,novela romántica,other,1000.0,word,zscore,2,,,
0,0.20241911411285402,0.008834171295166015,0.8647058823529411,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.0013188646554086515,5.325086303058569e-05,0.06984907110022304,subgenre-current,novela romántica,other,1000.0,word,zscore,3,,,
1,0.14968266487121581,0.008851265907287598,0.8705882352941176,log2,{'max_features': 'log2'},1,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.0005040341900294092,2.718336724997264e-05,0.04401949866792873,subgenre-current,novela romántica,other,1000.0,word,zscore,3,,,
0,0.2034919500350952,0.008919167518615722,0.8705882352941178,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.8823529411764706,0.7647058823529411,1.0,0.000850514005779776,6.964998386338288e-05,0.0903664205631601,subgenre-current,novela romántica,other,1000.0,word,zscore,4,,,
1,0.15046441555023193,0.009030318260192871,0.8529411764705882,log2,{'max_features': 'log2'},2,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.9411764705882353,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7647058823529411,1.0,0.0007869744732021198,0.00034438166056865056,0.08823529411764705,subgenre-current,novela romántica,other,1000.0,word,zscore,4,,,
0,0.20288691520690919,0.009014439582824708,0.8882352941176469,sqrt,{'max_features': 'sqrt'},1,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.0010402368082570348,0.0003383498690661397,0.048862493311282805,subgenre-current,novela romántica,other,1000.0,word,zscore,5,,,
1,0.15103182792663575,0.008914637565612792,0.876470588235294,log2,{'max_features': 'log2'},2,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.0018735478747100502,7.531922158006283e-05,0.055494006659156506,subgenre-current,novela romántica,other,1000.0,word,zscore,5,,,
0,0.20287759304046632,0.00897388458251953,0.8588235294117647,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.0010686031149587613,0.0001673141275360767,0.07533087338156291,subgenre-current,novela romántica,other,1000.0,word,zscore,6,,,
1,0.15136079788208007,0.009041047096252442,0.8705882352941178,log2,{'max_features': 'log2'},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.0013428002796416262,0.000252622310752931,0.06859943405700353,subgenre-current,novela romántica,other,1000.0,word,zscore,6,,,
0,0.20330460071563722,0.008987617492675782,0.8647058823529411,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.0012569151263989746,0.00017662484748589945,0.05294117647058824,subgenre-current,novela romántica,other,1000.0,word,zscore,7,,,
1,0.15083987712860109,0.008868932723999023,0.8882352941176469,log2,{'max_features': 'log2'},1,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.0009490364613342783,3.821724141767882e-05,0.048862493311282805,subgenre-current,novela romántica,other,1000.0,word,zscore,7,,,
0,0.20215539932250975,0.008893346786499024,0.9117647058823529,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.9411764705882353,0.9411764705882353,0.9411764705882353,1.0,0.9411764705882353,0.7647058823529411,1.0,0.0014552049129192375,8.605201318969316e-05,0.08000865005138498,subgenre-current,novela romántica,other,1000.0,word,zscore,8,,,
1,0.14990839958190919,0.008877897262573242,0.8882352941176471,log2,{'max_features': 'log2'},2,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8235294117647058,1.0,0.8823529411764706,0.7647058823529411,1.0,0.0009334584060939356,3.1950616024956913e-05,0.0808689828521619,subgenre-current,novela romántica,other,1000.0,word,zscore,8,,,
0,0.20268259048461915,0.008938264846801759,0.8823529411764705,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.0015315036079153587,0.00011025903247938088,0.05882352941176471,subgenre-current,novela romántica,other,1000.0,word,zscore,9,,,
1,0.1501488208770752,0.008912467956542968,0.8941176470588236,log2,{'max_features': 'log2'},1,1.0,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8235294117647058,1.0,0.0005757749825723683,5.1944968825410856e-05,0.07347056468704,subgenre-current,novela romántica,other,1000.0,word,zscore,9,,,
0,0.19205322265625,0.008879351615905761,0.8705882352941176,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8235294117647058,0.8823529411764706,1.0,1.0,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.001325575555448744,8.590648867061228e-05,0.08645257915705334,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,0,,,
1,0.14627065658569335,0.008901739120483398,0.8411764705882353,log2,{'max_features': 'log2'},2,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.5882352941176471,0.8823529411764706,0.7647058823529411,1.0,0.0006032304906355162,9.98257309489388e-05,0.10862461948599639,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,0,,,
0,0.1911832571029663,0.008906221389770508,0.8470588235294116,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.0013999116861508093,0.00026485014573000604,0.07058823529411766,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,1,,,
1,0.14599235057830812,0.008878278732299804,0.8529411764705882,log2,{'max_features': 'log2'},1,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.9411764705882353,0.6470588235294118,0.8823529411764706,0.0010651634348066727,9.567680247021217e-05,0.08823529411764705,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,1,,,
0,0.19268643856048584,0.008959650993347168,0.8647058823529411,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.0027163345928251804,0.00019346219206604857,0.05911691541835819,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,2,,,
1,0.1654365301132202,0.009900188446044922,0.8176470588235294,log2,{'max_features': 'log2'},2,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.5294117647058824,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.026663094084262692,0.0016283983339501413,0.1160181348430354,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,2,,,
0,0.20441911220550538,0.00926828384399414,0.8411764705882353,sqrt,{'max_features': 'sqrt'},2,0.7647058823529411,0.8823529411764706,0.8235294117647058,1.0,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.0163702764422545,0.0007010736730483628,0.09131867468388248,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,3,,,
1,0.17138428688049318,0.009592366218566895,0.8529411764705882,log2,{'max_features': 'log2'},1,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.7058823529411765,0.9411764705882353,0.6470588235294118,0.9411764705882353,0.005222065492166412,0.0004700231427316536,0.10273087762689988,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,3,,,
0,0.19276084899902343,0.008960294723510741,0.8,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.8235294117647058,0.7647058823529411,1.0,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.5882352941176471,0.9411764705882353,0.0015405927630930804,7.980841052422475e-05,0.11527010554273778,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,4,,,
1,0.1626108169555664,0.009563374519348144,0.8294117647058824,log2,{'max_features': 'log2'},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.9411764705882353,0.8823529411764706,0.6470588235294118,0.6470588235294118,0.020434420114930452,0.0007839346601422913,0.10989142171923179,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,4,,,
0,0.20193471908569335,0.009310388565063476,0.8647058823529411,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.6470588235294118,0.9411764705882353,0.8823529411764706,0.6470588235294118,0.9411764705882353,0.011850028170360865,0.0005447435800389384,0.11176470588235292,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,5,,,
1,0.18931715488433837,0.010642147064208985,0.8647058823529411,log2,{'max_features': 'log2'},1,1.0,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.9411764705882353,0.7647058823529411,0.7647058823529411,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.03234670927055626,0.0018675935686142257,0.08339674634563428,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,5,,,
0,0.20018787384033204,0.00920248031616211,0.8823529411764705,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8235294117647058,0.8823529411764706,1.0,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.9411764705882353,0.006864682686396737,0.000486385623472736,0.06960093862470138,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,6,,,
1,0.15233247280120848,0.009100818634033203,0.8117647058823529,log2,{'max_features': 'log2'},2,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.7647058823529411,0.00650042641499337,0.0003562553804061559,0.06859943405700351,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,6,,,
0,0.19344768524169922,0.008997797966003418,0.8352941176470587,sqrt,{'max_features': 'sqrt'},1,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.8823529411764706,0.003340103717231054,0.0002758369889754743,0.057635052771368885,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,7,,,
1,0.1504035472869873,0.009006571769714356,0.8352941176470587,log2,{'max_features': 'log2'},1,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.9411764705882353,0.7647058823529411,0.7647058823529411,0.006333239197441874,0.00015876132063729104,0.057635052771368905,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,7,,,
0,0.19164586067199707,0.008936095237731933,0.8235294117647058,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.5882352941176471,0.7647058823529411,0.0009552786564632912,0.00013798262025985683,0.10188534162169866,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,8,,,
1,0.14662413597106932,0.0088897705078125,0.8176470588235295,log2,{'max_features': 'log2'},2,0.7058823529411765,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.9411764705882353,0.6470588235294118,0.8235294117647058,0.0005327502260344121,5.181930051618061e-05,0.08086898285216186,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,8,,,
0,0.1916978359222412,0.008916497230529785,0.8470588235294118,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.0010702533800257823,0.0001297791519075462,0.07058823529411763,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,9,,,
1,0.14657273292541503,0.008897042274475098,0.8705882352941178,log2,{'max_features': 'log2'},1,0.8823529411764706,0.9411764705882353,0.9411764705882353,1.0,0.8235294117647058,0.7058823529411765,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.000490408300358813,3.593062910257521e-05,0.07803823036130351,subgenre-current,novela romántica,other,1000.0,3gram_words,tfidf,9,,,
0,0.19263827800750732,0.008887863159179688,0.8705882352941176,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8235294117647058,1.0,0.8235294117647058,0.8235294117647058,1.0,0.6470588235294118,0.8235294117647058,0.002762138830031084,0.00011115299175117154,0.10120382667108972,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,0,,,
1,0.14763782024383545,0.008957648277282714,0.8470588235294118,log2,{'max_features': 'log2'},2,0.8235294117647058,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.8235294117647058,1.0,0.7058823529411765,0.7058823529411765,0.0003943540516857718,0.00012221627756589895,0.10588235294117644,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,0,,,
0,0.1921476125717163,0.008854317665100097,0.8529411764705882,sqrt,{'max_features': 'sqrt'},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.0016260447640941522,8.353481047883968e-05,0.06027618097623294,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,1,,,
1,0.15417633056640626,0.009218430519104004,0.8117647058823529,log2,{'max_features': 'log2'},2,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.7647058823529411,0.7647058823529411,0.8235294117647058,0.003938156866554608,0.0002857962889148188,0.06335488008393533,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,1,,,
0,0.2010871648788452,0.009550666809082032,0.8411764705882353,sqrt,{'max_features': 'sqrt'},1,1.0,0.7647058823529411,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.01155310922907809,0.0011924464092605066,0.07463869141440896,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,2,,,
1,0.15022947788238525,0.009126567840576172,0.8176470588235295,log2,{'max_features': 'log2'},2,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.6470588235294118,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.7058823529411765,0.007784967736237504,0.0006747903404270008,0.10989142171923177,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,2,,,
0,0.2002260446548462,0.009394431114196777,0.8411764705882353,sqrt,{'max_features': 'sqrt'},1,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.9411764705882353,0.5882352941176471,0.9411764705882353,0.012657353704280012,0.000673613969127544,0.10205500925233806,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,3,,,
1,0.15294084548950196,0.00907747745513916,0.8176470588235294,log2,{'max_features': 'log2'},2,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.9411764705882353,0.6470588235294118,0.8235294117647058,0.00564204371523894,0.00029239065973245715,0.07647058823529411,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,3,,,
0,0.19396557807922363,0.00905439853668213,0.8176470588235294,sqrt,{'max_features': 'sqrt'},1,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.5882352941176471,0.7647058823529411,0.9411764705882353,0.7058823529411765,0.9411764705882353,0.0037594336806310315,0.000479649836742372,0.1160181348430354,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,4,,,
1,0.14752068519592285,0.008930802345275879,0.8058823529411765,log2,{'max_features': 'log2'},2,0.6470588235294118,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.6470588235294118,0.6470588235294118,0.8235294117647058,0.9411764705882353,0.7058823529411765,0.8823529411764706,0.0012790783523844876,7.297620386834862e-05,0.12352941176470586,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,4,,,
0,0.19111998081207277,0.008934855461120605,0.8235294117647058,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.5882352941176471,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.0021493249619722555,0.0002623995769475433,0.10188534162169864,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,5,,,
1,0.15334975719451904,0.00929417610168457,0.8588235294117647,log2,{'max_features': 'log2'},1,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.8823529411764706,1.0,0.7647058823529411,0.8823529411764706,0.00848616418904967,0.0008651556001842697,0.07979211744853257,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,5,,,
0,0.19743971824645995,0.008898258209228516,0.8117647058823529,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.7647058823529411,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.5882352941176471,0.7647058823529411,0.01346562991282384,0.0001074357080595253,0.09411764705882353,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,6,,,
1,0.1488039016723633,0.008958268165588378,0.8176470588235294,log2,{'max_features': 'log2'},1,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.0025223157057569666,0.00012150167524723928,0.05549400665915648,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,6,,,
0,0.24804060459136962,0.011603999137878417,0.8058823529411765,sqrt,{'max_features': 'sqrt'},2,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.8823529411764706,0.7058823529411765,0.7647058823529411,0.0530903833115283,0.0033501793330179995,0.06470588235294115,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,7,,,
1,0.16666085720062257,0.009778594970703125,0.8176470588235295,log2,{'max_features': 'log2'},1,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.9411764705882353,0.7058823529411765,0.5882352941176471,0.017995187567935993,0.0012054671363847193,0.12183714810122341,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,7,,,
0,0.1947493314743042,0.009110331535339355,0.8529411764705881,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8823529411764706,1.0,0.8235294117647058,0.5882352941176471,0.7647058823529411,0.006942371075039727,0.0004186310795314122,0.10604562574894084,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,8,,,
1,0.14639620780944823,0.00890333652496338,0.8529411764705882,log2,{'max_features': 'log2'},1,0.7058823529411765,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.0003756891727885415,9.502941369559883e-05,0.0708329092870135,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,8,,,
0,0.19337844848632812,0.009000825881958007,0.8235294117647058,sqrt,{'max_features': 'sqrt'},1,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.8235294117647058,0.7058823529411765,0.8823529411764706,0.7058823529411765,0.7647058823529411,0.004192000521915165,0.0003162160238243538,0.09112901991076272,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,9,,,
1,0.1692598819732666,0.010451674461364746,0.8117647058823529,log2,{'max_features': 'log2'},2,0.7058823529411765,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.7058823529411765,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.030673459967128242,0.003072566202148364,0.07803823036130351,subgenre-current,novela romántica,other,1000.0,3gram_words,zscore,9,,,
0,0.20641038417816163,0.009339380264282226,0.8941176470588236,sqrt,{'max_features': 'sqrt'},1,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.003269678740118337,0.0009863338915296629,0.05763505277136891,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,0,,,
1,0.1509296178817749,0.008881020545959472,0.8823529411764707,log2,{'max_features': 'log2'},2,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.8235294117647058,1.0,0.0007024142662315209,7.835938085339465e-05,0.06960093862470138,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,0,,,
0,0.20549023151397705,0.008892560005187988,0.8882352941176471,sqrt,{'max_features': 'sqrt'},1,1.0,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.001645169098046484,6.254591864603197e-05,0.07180326832784531,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,1,,,
1,0.15235445499420167,0.008901739120483398,0.8470588235294118,log2,{'max_features': 'log2'},2,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.9411764705882353,0.5882352941176471,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.0008978494249539415,7.43236948259353e-05,0.10256232808330995,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,1,,,
0,0.20541470050811766,0.008907365798950195,0.8588235294117647,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.9411764705882353,0.6470588235294118,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.001874955230310351,0.00010285333289350718,0.08803899733585745,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,2,,,
1,0.1509767770767212,0.008868718147277832,0.8882352941176471,log2,{'max_features': 'log2'},1,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.9411764705882353,1.0,0.7058823529411765,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.0007565938409068095,4.565344763040198e-05,0.08504018996941741,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,2,,,
0,0.2054136037826538,0.008860087394714356,0.8764705882352942,sqrt,{'max_features': 'sqrt'},2,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.7647058823529411,1.0,0.0012101218525865307,5.0436936208835306e-05,0.07647058823529414,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,3,,,
1,0.15134453773498535,0.00888526439666748,0.8823529411764707,log2,{'max_features': 'log2'},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.9411764705882353,0.8823529411764706,0.7647058823529411,1.0,0.0008877874469977275,5.104521733992525e-05,0.07440653318043247,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,3,,,
0,0.20642499923706054,0.008870244026184082,0.8823529411764705,sqrt,{'max_features': 'sqrt'},1,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.9411764705882353,0.0011797027223368894,7.52573258392177e-05,0.04556450995538139,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,4,,,
1,0.15238168239593505,0.009076261520385742,0.8647058823529411,log2,{'max_features': 'log2'},2,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.0007283809683474165,0.0002469597416386271,0.05294117647058825,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,4,,,
0,0.2056746244430542,0.008960366249084473,0.8705882352941176,sqrt,{'max_features': 'sqrt'},2,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.0012916701306555094,0.00012050780936957874,0.06859943405700354,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,5,,,
1,0.16040544509887694,0.009656333923339843,0.8764705882352942,log2,{'max_features': 'log2'},1,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.010224797450577415,0.000803177814165854,0.048862493311282805,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,5,,,
0,0.22591016292572022,0.009424877166748048,0.876470588235294,sqrt,{'max_features': 'sqrt'},1,1.0,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.8235294117647058,1.0,0.017971512220987196,0.0007013660192647953,0.0808689828521619,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,6,,,
1,0.16598594188690186,0.010384440422058105,0.8647058823529411,log2,{'max_features': 'log2'},2,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.8823529411764706,1.0,0.009721305946751791,0.001769814764123267,0.0647058823529412,subgenre-current,novela romántica,other,1000.0,3gram_chars,tfidf,6,,,
