,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl,a el día,a el fin,a el lado,a el mismo,a el que,a el ver,a la calle,a la casa,a la puerta,a los que,a su casa,a su lado,a y a,así es que,de el cielo,de el día,de el mundo,de el pueblo,de el que,de el y,de la calle,de la casa,de la ciudad,de la joven,de la noche,de la que,de la vida,de lo que,de los que,de que no,de que se,de todos los,de una manera,de y de,dirigiendo se a,el corazón de,el de la,el día siguiente,el fondo de,el lado de,el mismo tiempo,el nombre de,en aquel momento,en el fondo,en el mundo,en la calle,en la casa,en la mano,en la puerta,en que se,es lo que,la calle de,la casa de,la de el,la hora de,la idea de,la luz de,la mano de,la muerte de,la puerta de,la vida de,la voz de,lo mismo que,lo que es,lo que le,lo que me,lo que se,los ojos de,para que no,por lo que,por qué no,puerta de la,que a el,que en el,que iba a,que le había,que no me,que no se,que se había,que se le,se a el,se a la,se de el,se de la,se dirigió a,se en el,se en la,todo el mundo,todo lo que,una de las,una especie de,uno de los,y a el,y a la,y de el,y de la,y de los,y en el,y en la,y sin embargo
0,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,0,novela romántica,other,0.1983579831561039,0.4823505215578623,0.1875117629439983,-0.01822738302515363,-0.030727017192833633,0.3576044709452022,0.4090382082841656,0.07834237729019301,-0.2759346136186566,-0.0574084911779109,-0.3900626794566805,-0.07812353805423451,-0.04204593356679813,-0.30742411017501814,0.06621517656100297,-0.14062847989351612,0.15082220814200425,-0.3056593863588236,0.11063351388244846,0.4441045974772008,0.18080216430261148,0.32331252069128674,0.3512814332286126,-0.06355567538940296,-0.37291843762386223,-0.20343665990293788,0.020011015858263377,-0.16417272698254215,0.2945904622577676,-0.10418448153439552,-0.4373424452154628,-0.11115225620796804,-0.08083267130061664,0.19031842816448805,0.2565517697316812,-0.5341964703372859,0.5150174946507535,-0.0011710984318394346,-0.06618457368556571,0.08302255333738814,0.0019805954906271517,-0.23701150183013897,0.14366645015773305,0.5611327971188447,-0.14800203300753986,0.34818005131115226,0.14978947781196011,0.3324962029849744,0.12480015278766825,0.20751161081482664,0.060237206018447384,-0.07304619772680233,-0.32372463742169943,-0.05455011840222809,0.33836214984957314,-0.07446305530679198,0.3948704189784746,-0.15862079343131405,-0.2344132144599606,0.0257041472221346,0.25243977673476603,0.06641312620659479,-0.012843895836302119,0.12641575214793338,0.30593539713795936,-0.06604536906041211,0.34016322283896205,-0.17417023689792152,-0.2805192926665517,-0.08729458652670424,0.0019856020101403637,-0.34640477006479947,-0.058075995236381336,0.07873765206984226,-0.239687328080399,-0.0879566470704747,0.035868054580910615,0.22717678126234303,-0.24640263261656442,0.3019314716451922,-0.0434987282864905,-0.4205401513885777,0.27020675964484514,-0.23640670480947096,-0.10245061705566973,0.15478781993176072,0.4542330316400288,0.038059220489986584,-0.30821423123373454,-0.5977337981593426,-0.11786651399223579,-0.0006455344520362727,0.09648659473943838,-0.4144292052366901,-0.3379296761987707,-0.22424917703325425,-0.08161244350529331,0.35064249588743107,-0.21223317991410867,-0.2601607167597301
1,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,1,novela romántica,other,0.16340604834445016,0.3434297139644166,-0.009738950261330603,-0.07208003157096997,-0.0003481630457089525,0.262586134904622,0.274970753683065,0.232955790788637,0.024349841142068493,-0.03511494695066029,-0.35278269439480253,0.03434327414375028,0.04537027840077095,-0.09155321328517559,0.025694409598149236,0.1058060950702721,0.1593454233412444,-0.3611894692313845,-0.018985557396807816,0.07899369823334258,0.18572578288984828,0.3693619831795572,0.24038569426441286,0.010743725270823722,-0.3750052171960139,-0.2684652992387326,0.07713188886003847,-0.08564628776429302,0.351715883214864,0.026435157101767102,-0.2999749444074191,-0.14260093885298158,-0.09154443183274269,0.08904059011555279,0.22467534721686785,-0.6516908749467123,0.26990288581404737,0.02225145836294028,-0.025861132410578056,-0.08707748913979121,-0.049788041051788856,-0.16669747152113362,0.08967303178707235,0.5897392429493703,-0.14680845519837177,0.033073522831193455,0.0090708174575034,0.35349011287767873,-0.08637634606801743,0.23314735709415102,0.15440638725542294,0.005851049142099573,-0.2641968906994772,-0.15109073312603521,0.512052634992513,-0.11309285126462681,0.3066080174663756,-0.07354352288411026,-0.2940686673474881,0.01203320736437587,0.060004204152175625,0.09773129303337214,-0.15864380230841582,-0.0007284328328335068,0.30549125281710665,-0.21491999750962118,0.17891290749420416,0.0006041628361651622,-0.056817923243571634,-0.2705841912119206,0.023748595088776837,-0.27815246287352585,-0.11073200776089913,0.20433086491274663,-0.14890017161912408,-0.06572868592484052,0.03638233185343941,0.24861539861922347,-0.1815782566258555,0.31354436552405257,-0.19395833202762672,-0.2575935932593025,0.32289924529031777,-0.16134651272384326,-0.14653570033384913,0.030805134974996134,0.30677404801697555,0.14431875205980355,-0.3495025854238832,-0.2204233336540611,-0.154216231434832,0.06157020533022119,0.15320558133704462,-0.2541529532700309,-0.2580779192703594,-0.12389499043048803,0.05740778842378115,0.3882790875957565,0.033429724295387826,-0.1121392297134667
2,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,2,novela romántica,other,0.16702934547113088,0.5049548375914164,0.12183857295517733,0.044811412241522804,-0.15789092439435715,0.427983718793,0.4698092943556384,0.23270406350588585,-0.24046592456173843,-0.07876878911478423,-0.42122700188107653,0.001889581693846877,-0.0812322203539558,-0.3104757225244221,0.05649161757449762,0.08725190167912676,-0.01685178448068747,-0.25483346097621656,0.03523156812389898,0.30196678830164647,0.20900707699955823,0.22319357598377612,0.23189311651198985,-0.023528376241153455,-0.2801850869089584,-0.08903908970928719,0.14491121618967562,-0.0808287631781765,0.2759506459002622,-0.06450574232816264,-0.40838787993456016,-0.13076677347044086,-0.050995253062858445,0.15962457357465967,0.2080441198682137,-0.48961013945479437,0.42172480641871457,0.13186761718816983,-0.14624605906402774,0.175147858007818,-0.0418095700521365,-0.135925306520908,-0.06421795638979526,0.4698449057028756,-0.23920533988448905,0.18614685769691633,0.10709896366201978,0.3325260789728688,0.056933142615902224,0.19458557962328876,0.08792302027551487,-0.18417004465417333,-0.3520448767746983,0.046967116088426464,0.30775563670142086,-0.16341394020770034,0.2935683159602807,0.06176593640457081,-0.32639770518347844,0.01816220423881572,0.1242807231344224,0.08003747049712334,-0.02609266242364488,0.17943673350264808,0.14716798500430672,-0.22855846568003602,0.2618898245391096,-0.26760454502983777,-0.40124692706798337,-0.08092351433051505,-0.047191532166077986,-0.2716922521689605,0.07171467653383004,0.07499357910721455,-0.28977995234854426,-0.027157696688881544,-0.012755369623048773,0.32179161765845415,-0.19448128492029912,0.2444888722041899,-0.05916325943171998,-0.3781047761508949,0.37397275616896386,-0.19410808012792655,-0.200697499746167,0.15060108773631328,0.26307986683091195,0.07911589785225506,-0.34256210534396997,-0.28990109120454455,-0.08279324772177714,-0.0634789228893178,0.09860475547914885,-0.44745145748604337,-0.30412859936861364,-0.21641186339008478,-0.01126314280709801,0.29299456960785175,-0.05243243953029908,-0.3031161120651226
3,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,3,novela romántica,other,0.015876564702175036,0.519796765005801,0.20974146080754824,-0.015085660179809918,-0.049765649267167276,0.22581320979716615,0.44570059478804097,0.1226409872357911,-0.2781344324836485,0.020257891768932182,-0.41263187176354527,-0.07856672312977506,-0.0046309019652565064,-0.1719184339216652,-0.0952606716500204,0.0336962207912814,0.10520784334073113,-0.26733364381790686,-0.005195637161388676,0.350770507776642,0.3371573535936388,0.23018770253348014,0.37926445710777,-0.11403853699618252,-0.2656414189465554,-0.09786241757595494,0.07810360396926815,-0.19872259074866377,0.20072565222375394,-0.02856060043675701,-0.4324548189470208,-0.11399907961482411,-0.22270404684907052,0.10130498107193284,0.25349590206740136,-0.48724867462709187,0.36500177785248583,0.13506098275966913,-0.15889859621683236,-0.029910537384614654,0.03490309222260003,-0.15634917320579927,0.17025824416774815,0.3670063136053737,-0.19547916609549648,0.23950354249614123,0.31960460006711783,0.36873445569491664,0.05214392333148838,0.3216959851986467,0.0761240931792768,-0.24580350143002186,-0.39770094856540483,-0.11947804747746893,0.21228238701017446,-0.026013673790134563,0.4327916004858174,-0.10069962390721014,-0.20324956305492364,0.11145664855261295,0.23443564287240812,0.15682283334787187,0.03551187771245326,0.09590176241448281,0.27487010924377175,-0.09338049006238995,0.3679403775978486,0.00837426525058102,-0.17839557898843023,-0.11882008515266564,0.03251380933507532,-0.426461703163418,-0.11582583325033216,0.18209940280294923,-0.2361723827721388,-0.10221913933685443,-0.08549427881696411,0.2362300365495871,-0.3720481457456031,0.18270312029418873,0.06225035789470396,-0.4044804395165326,0.3418273190644229,-0.23024133541941244,-0.12008416037777374,0.07596307570990857,0.21458336725162924,-0.01874388037897829,-0.31011160115091974,-0.29769966457851227,-0.0583763606246017,-0.011280071457543311,0.06368992854005281,-0.4480315461886183,-0.4064745128461636,-0.127301493960636,-0.08297185691995462,0.31934930150718244,-0.07463215860066388,-0.31702039295729434
4,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,4,novela romántica,other,0.06773518538202375,0.3163009314972549,0.11838958014967947,-0.14991854097908297,0.17258670668017995,0.3819212701436998,0.4811158339316398,-0.05049145686312924,-0.24019191982820226,-0.11030602307055368,-0.29628830926308836,-0.11039098592077229,0.06365208796547558,-0.3897506765205758,0.05001000835197278,0.021374062601198368,0.04203189343858074,-0.11028034562731903,0.15387189388164307,0.2105451557411734,0.3031274977775631,0.35364798847112905,0.3691276040789399,-0.18582264475145893,-0.22732308774492427,-0.24393595331661433,0.05879031423112198,-0.15562748478733482,0.19008420051468952,0.02030680463086207,-0.3666921997010094,-0.06846806917747233,-0.09324736593541855,0.22511680254794084,0.05268472649813413,-0.44566917264342953,0.29771206760682706,0.07016829114561807,-0.006919541142744623,0.21723377172824299,-0.15628780473293374,-0.14782428044649568,0.05098531201229492,0.4813918798822122,-0.13653646982891432,0.4013581850206207,0.05953651314864833,0.4752029438282074,-0.12791597911181488,0.3939631731537878,0.13795320235632968,-0.0726404899694868,-0.2470168948085471,-0.10718823702363431,0.16421475430432086,-0.10320451892182261,0.38139753338691385,-0.1395117280504065,-0.05840189384550787,0.13544174368051226,0.06613202577978294,-0.02542950178041875,0.165998463645896,0.09411378685462278,0.24926626817229589,-0.06873044090607122,0.28712294098072055,-0.20434385191522664,-0.18806076868877608,0.2759560292112088,-0.03382233824096062,-0.27249073270235596,0.16459865852139244,-0.1583455644864709,-0.24454221857933567,-0.15003515117080413,-0.11579324436822805,0.08183430442306265,-0.35047647617134403,0.14866193469893707,-0.05942261591430985,-0.34085353135917446,0.33470038068590724,-0.15800046162526807,-0.17526628814348189,0.042491859516628344,0.22275076584538786,0.023534639383774023,-0.12604119728689578,-0.31322929650311815,-0.006118738866627116,-0.1810757649847624,0.17507659793911798,-0.38155969523565114,-0.3609696323936669,-0.10084081952402621,0.015987007240974627,0.13446697897798918,-0.19333405040679824,-0.25908499264822016
5,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,5,novela romántica,other,0.05845714403860497,0.46314552722927327,0.09824610837190495,0.11335634142779887,-0.14564290403443014,0.14725318570722734,0.34213430506164444,0.010805957626223217,-0.28339667343727387,-0.05055163472413589,-0.3031273862275423,-0.08217108883612029,0.026098534680424057,-0.1609232272559601,-0.0022189677715037937,-0.17218815969063864,0.0015521447692789514,-0.19241290908605707,0.13040317646581062,0.3457899940253212,0.08139037171863193,0.28734356529445426,0.1157681503197409,-0.09852264556878981,-0.24932045938491773,-0.0823863738736732,0.13690509891293257,0.14291389789142794,0.35153736357223087,-0.12730615224262465,-0.3684673536420139,-0.010635631577459309,-0.14717587262878262,0.16506820541230696,0.2545187534071227,-0.2855884434393172,0.3695536293749847,-0.07889651358456343,-0.003400890818402051,0.10670058802739454,0.06505030504018432,-0.2005383917546658,0.014073579934723572,0.2927356283800024,-0.15849245009000995,0.3289093016266413,0.10555638206876339,0.06862831613011657,0.0031509802568024034,0.12164284092858768,-0.09011424057852938,0.04907225112595119,-0.28116366429497236,-0.2494060268234668,0.45881342625549815,-0.03809264042875535,0.19961748616448194,-0.03468861724917088,-0.07644395705337516,-0.022892626839400243,0.16712958878156847,0.19101517939656681,0.05337003761550857,0.07426003766234154,0.2445307709586795,-0.10360738722776336,0.22564619831858576,-0.031410186237147336,-0.20119156280831418,-0.15027207066801962,0.3019253092829139,-0.29619305879818597,0.004493332361243288,0.09659787733257866,-0.34961314711279134,-0.22528125319555672,0.11885070611350142,0.2337616934016287,-0.14445041687175447,0.16747304767313326,-0.1520732066877119,-0.3425233791986346,0.3102075558385854,-0.33209676020189655,-0.11708749780595468,0.16642510909562458,0.44351947786996726,0.05074111948797226,-0.2981102811343289,-0.27848805478705096,-0.05596113770385641,0.2653237590305637,0.03933996083222163,-0.27871194965336604,-0.2560037069077129,-0.42791226190339227,-0.08548869797422248,0.21703692030011298,-0.1428049870637383,-0.39313189753889555
6,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,6,novela romántica,other,0.1037544063454059,0.48476089149339285,0.22370803264209582,-0.031495852195676174,-0.14300058692518705,0.3010162224590747,0.39045894728250385,-0.0379036442836929,-0.2626400455985691,-0.06487332954173447,-0.16754349256550904,-0.10042287479757915,0.06953485406252816,-0.19160186293672563,0.03892863701668804,-0.06771519161573412,0.007618819451567782,-0.1313565226224178,0.23732745460388552,0.3105742401121165,0.38511886828793296,0.16676538344450997,0.2956736592044557,-0.07060786469476998,-0.34720591888816077,-0.09851034682944564,0.08670194226138732,0.020230057927473684,0.209225798171212,-0.11088260648372768,-0.4348230811188603,-0.18225172204173495,-0.24888706538379732,0.2523561895401589,0.14514603164969941,-0.43949440966132747,0.4851518993853679,0.03840931983252269,-0.3070360309840306,-0.05984224387853851,-0.0038980429960270985,-0.09241043348770189,-0.25272633047964393,0.4149180133395309,-0.10643748924177845,0.22513171204482682,0.07656817031953789,0.1144274780016088,0.13140994043808601,0.2522083693483016,0.07509950426220097,-0.1691643281923288,-0.33267067134792927,-0.13939219512747308,0.28292890795943676,0.09622693015496929,0.3208182721711116,0.034123263748408045,-0.2373527869125634,0.06809256969348561,0.22699609154507874,0.1779748086357548,-0.1941685865281835,0.05235368525936668,0.25295103363231697,-0.07536835081140542,0.3132345998138212,0.04148493359061553,-0.040566953357070334,-0.05816766907024063,0.03353300243211958,-0.3177656340904596,-0.10948725569996867,0.3307948564542911,-0.3519002154084862,-0.05445797582117322,-0.09691348434775236,0.09082467436740896,-0.15625378315566218,0.18881961128956443,0.012313326655091088,-0.3151331477656617,0.17438736995222362,-0.18349355970927134,-0.08234254930167312,0.12033980438908169,0.3042526269280148,-0.035219057276826435,-0.34773512521345673,-0.45682577039083005,-0.0010594315266050092,-0.05151447551193489,0.045202928385774194,-0.3353718231493803,-0.26100300906674795,-0.2660816148618285,0.052686599702516934,0.3108281851551664,0.01269714145834594,-0.27307914028456304
7,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,7,novela romántica,other,0.08729050568626155,0.472006845337429,0.20408357440714112,-0.029130258441189966,-0.03766892841476227,0.24861941864187315,0.3979298463427653,0.10355888132088746,-0.31894192544271405,-0.08421225467206622,-0.292513916790999,-0.09059608029750503,0.0446427039640176,-0.21691009059476907,-0.0747120450801082,-0.016380455915954814,0.11942931810341072,-0.2692322965826107,0.11599277184023532,0.24676200649856977,0.3363244411871355,0.3665502063154322,0.2436803521851391,-0.08313234736212496,-0.34777500545885254,-0.13327399304517012,0.05346218651140371,-0.1870709237175348,0.3239793776313914,0.014875137759837537,-0.3071582838204389,-0.10135767849236493,-0.23758524142715282,0.21569718870144772,0.25582049956061814,-0.4958095419988404,0.313251595323232,0.1349300783423473,-0.15240887371384937,-0.005837279550060484,-0.02991491955821715,-0.1450013194145579,0.06177942034814685,0.5245588244070295,-0.14694755977447146,0.18493826138725333,0.03626536589059236,0.2577284069061212,0.09332390754046634,0.12440817149558339,0.03241387723941054,-0.21878088445520683,-0.35893203306913507,-0.034201223035178335,0.2930153677072499,-0.12387574461763584,0.42085982191818805,-0.009123733456380387,-0.35343051528362224,0.17126135409846616,0.30744890046479606,0.031821188726584404,-0.05246837547063087,0.07028628311954188,0.27768979711363384,-0.07075167843780891,0.22537742824595275,-0.2561246365777614,-0.2929475684717803,-0.25613204175092896,0.029980776321274646,-0.338126134355408,0.027837417024997924,0.08637136740643041,-0.19177174678820222,-0.19731906416981093,0.14203016766777543,0.2323369667489775,-0.3004842449852451,0.36398174773810943,0.1111055143563924,-0.33417520960894465,0.33821290527874726,-0.04895678629790423,-0.20674360642615958,0.14165014647651764,0.38111669956455474,-0.09945242810923707,-0.27425955253541895,-0.5003374886337967,-0.024589948478311197,-0.08316405677368577,0.059138062135614594,-0.45211664140252056,-0.4649668307500323,-0.11450193657883873,-0.045954015252070435,0.42053066823702595,-0.1859141254415383,-0.2982239385175906
8,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,8,novela romántica,other,0.1834745781094159,0.35491909540350297,0.1301140270873551,-0.00112345138377834,-0.14911437860619609,0.21273066827811982,0.4102286974420347,-0.20220431134922406,-0.12394739589532702,0.0739135608884686,-0.10980078093650833,0.03585833848824693,0.13117611815310282,-0.27710635778671777,0.0863447102274337,-0.10171558721467981,0.15191624910086107,-0.23118024990392894,0.016291734173920436,0.3534055447481733,0.0808951132142875,0.1563905101267893,0.21655390605688285,-0.11404640855550674,-0.15138583255127147,-0.24934369084638253,0.09973498285851178,0.1930272183141038,0.41294190691454336,-0.24824631168179892,-0.378984665957691,-0.15350983596977782,-0.22456248740348062,-0.06384519563811321,0.22236216143354232,-0.22900243035212886,0.23729264554396073,0.05610529255510044,-0.2409853978388885,0.014591084464387283,-0.018172447823338392,-0.16073189387303732,0.08546195776200252,0.3916450810667724,-0.19967713065797577,0.33832170819092394,0.07284659357087729,0.2587148422038703,0.07100549208520629,0.17864249964913817,0.061964167770183556,-0.18074527391217987,-0.029107188702921852,-0.017776743305875448,0.2214227384733862,-0.0010608570359911668,0.14879683294717905,0.013651487322625167,-0.22553216685960667,0.07462832599302024,0.21201029897007045,0.14310503075448547,0.09239260180395464,0.0230748877247689,0.26445251448418483,0.08537171676702682,0.18692565340593917,-0.44073206854269315,-0.25658703396646276,-0.15472086829459594,0.0837948878297429,-0.32807197659976184,-0.02344856327058395,0.05261867149073124,-0.2725028890195891,0.012264632355773061,0.06020842541249049,0.2174566135041516,-0.1616483419685121,0.2310907477766021,-0.02975430032943066,-0.12724227738810853,-0.10786433261788603,-0.2862595346495564,-0.38332149989487463,0.1652438551442412,0.2015569473928876,0.06873818838216987,-0.2813194519640234,-0.27555933641909897,-0.014731237015581766,-0.12886990237008072,0.14971421001097593,-0.13874734313438977,-0.24128098853794125,-0.22473107534247974,-0.19525960896126782,0.3009478288628401,0.0008692505552521101,-0.2684926957404573
9,subgenre-current,novela romántica,other,100,3gram_words,zscore,0,9,novela romántica,other,0.26165172164739753,0.5292997527383815,0.203547195799907,-0.014612134890947925,-0.021250359950605608,0.2999897641728064,0.42450778086078655,0.1583901079317585,-0.1902225517516106,0.002085321516162816,-0.3560502201110522,-0.10059665346523217,0.029450381351904684,-0.12010806619121944,0.034670858087388255,-0.002723197627539876,0.19248076707944828,-0.36773547622231284,0.12525713040411984,0.32248802261021436,0.26747728764648476,0.32179746648115515,0.36242680888827083,-0.10691670981245685,-0.4781674804861695,-0.19341746929950374,0.06418954769205176,-0.1703102275556741,0.30246557091151266,-0.06700933226244754,-0.4075043183021517,-0.06700609400539598,-0.20669110619158818,0.12986750130268143,0.34845863195100196,-0.5577778227383091,0.39393557229518217,0.0856527238149778,-0.20469780057604292,0.03386562990333086,-0.04623487666606929,-0.13902379498737133,0.15037155959782228,0.6683776505462939,-0.1697282289896027,0.2670232823552503,0.06020854222542387,0.3466201515381678,0.07818407082150314,0.21525506842328165,0.05040641428067066,-0.13885073491588643,-0.4091332144617019,-0.11205310878061067,0.3282024595374807,-0.04164169009950078,0.4182737399487606,-0.0734339518346609,-0.29085389365781616,0.0032815876902171255,0.1815644628828672,0.06172389253476224,-0.05571147530544887,0.1370975952984027,0.23332755467654057,-0.14531507855422685,0.23634522936533137,-0.1781119791865828,-0.2181743127643641,-0.07040180542857558,-0.021745764837925688,-0.2866914975640455,0.01049694641492243,0.1854135986182738,-0.18518705816211847,-0.18614862468514054,0.057709812883089906,0.24941945056578135,-0.23381421963007132,0.16744075298531472,-0.055079165683117354,-0.43683839060391916,0.29904973736044616,-0.18437642212512365,-0.09279879291970455,0.1885476199412709,0.35068993527451825,0.040887159334349256,-0.33142963577941087,-0.5128481366017479,-0.12069611816676278,-0.05087990813726331,0.016704575912921547,-0.381937570789063,-0.39527018989728635,-0.1424160573823798,-0.01176436834228746,0.3024437387647418,-0.2613043418292792,-0.26000324325487634
