,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl,mente,había,ament,aquel,mient,ombre,señor,usted,cuand,quell,estab,staba,sobre,porqu,orque,entre,hombr,contr,cione,parec,mento,antes,quier,esper,entra,todos,conte,algun,despu,tenía,conoc,hacer,"ente,",mismo,spera,inter,prend,nuest,acion,noche,tiene,resen,mujer,prese,empre,compa,prime,estro,ciend,joven,tiemp,rimer,tante,quien,padre,llega,donde,estra,mucho,enton,momen,tanto,tonce,puest,coraz,pensa,ancia,labra,siemp,iempr,desde,esent,habla,alabr,"ción,",preci,palab,lleva,traba,compr,decir,otros,senta,conve,graci,pregu,uerta,cabal,parte,tambi,amigo,cuent,rente,encon,taban,lante,puert,neces,hubie,aball
0,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,0,novela romántica,other,0.010483591649828644,0.005141555290264345,0.007404379953986037,0.006730897288067488,0.0058991606678691555,0.0028090084250863407,0.002493031481976897,0.02059323115786198,0.005445982952871241,0.006735819742017177,0.00852279685268232,0.0073898565288567615,0.009832402075084378,0.0060298509449716,0.00844173281301145,0.005596310835459222,0.006328009739052072,0.006670505155465372,0.006745509080398343,0.008912852494605357,0.016152281450160726,0.04089800177780991,0.009888469854772725,0.006982692607946322,0.011337094333458671,0.004860991851115051,0.0023395750982121836,0.006509254236447806,0.004306421348318943,0.012902456144302797,0.010735739993062082,0.009369651180434752,0.04174379812966549,0.0068657850811942355,0.005482672639813804,0.021778670151576026,0.004034137040129062,0.0248850535820675,0.008408567897461312,0.0038541616541614633,0.004715932648793843,0.018928638858123563,0.009153924557402732,0.02518097093053667,0.009684663513354513,0.0052260825845576574,0.004022075488765733,0.03253953386859262,0.008386864738993798,0.01913792285135163,0.007295272650315436,0.004681418644003089,0.003970365307433359,0.0047913262266282034,0.01299158510417467,0.014320447335281681,0.002835200715646059,0.03505816969005755,0.009520316602559293,0.010839875777953738,0.014769119905776298,0.006955739040857059,0.014676719353532501,0.012841511578401667,0.020526127276752425,0.006165157660182923,0.0027087225241788446,0.003072740532071808,0.010126515637375941,0.011416579449344974,0.004989876149774296,0.007354277012132635,0.007235794718965993,0.00793575541659898,0.00272853790176013,0.01595215573798076,0.003452510303846536,0.00582575651994678,0.04203437581494856,0.0041295922950191286,0.00698276252714253,0.007588279706523042,0.005069498401736445,0.005792817888374939,0.0150965464390857,0.004896073378148342,0.015415065194196428,0.002945864960663352,0.005235305113257711,0.004512443896754454,0.004820224068403234,0.011907772042059664,0.008625184066530758,0.0058936438757459545,0.009933619446333418,0.0056085159974988575,0.004211436426983547,0.009844483970987007,0.013299766087416535,0.002600582406656944
1,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,1,novela romántica,other,0.018583014213300254,0.0048629587342551425,0.006622697427941242,0.006416571813016648,0.0018333977234421806,0.006423897347507309,0.005160596762743679,0.023634717737646978,0.006788842713860805,0.005943654243181233,0.006347042201436239,0.010989416235493966,0.006515016833521142,0.013443296851167791,0.004053989390181388,0.002900073228228992,0.007778887636860122,0.004960394518140107,0.0051648481812703005,0.0019049960117025588,0.014520979565569586,0.0451613561976273,0.015331644691592584,0.006988817375538568,0.013200648341072591,0.005006948586613702,0.004314284583382896,0.00996187904396354,0.001681664418393796,0.00848883634569495,0.01626514753834654,0.0025137027985220823,0.05354962942753381,0.005527733167302766,0.00685776899622172,0.01939970248829683,0.003797016775854742,0.02603409649762421,0.010292971310411401,0.0022471254517301346,0.004033591663173516,0.0228261750820533,0.0079894104419869,0.01909138953714572,0.009834210541551158,0.005531414242712545,0.003434132626871986,0.025958884820471942,0.004415893775194364,0.026896623982203386,0.0025941234755837844,0.003120154087952326,0.007532869400927265,0.006407872335532066,0.013520483167366646,0.017087698404722143,0.009581033591702683,0.02459465039798807,0.01071419633535625,0.013376571152951043,0.01570371246141768,0.01263641038184558,0.019528673382910776,0.005366002354159293,0.026551178370393697,0.00602304131133563,0.0013918456664207795,0.0062969834576545106,0.003830982414297302,0.0009131626405285574,0.007721987366349906,0.009524177978953344,0.010336539952500027,0.006140761571876654,0.0014070717170564838,0.012288330865120135,0.003064109679493998,0.003873904179508368,0.030419518077579047,0.0040549837584079994,0.006404705007231743,0.004955937514922909,0.0040048493195654926,0.00608089901811771,0.018333957279800753,0.004702881994880606,0.013954424086888705,0.007304422966627919,0.004775735186829717,0.0032291737590141364,0.0062677980652952395,0.007515736728145828,0.008563073530685786,0.005917614902292896,0.011860977378932254,0.007327353533273729,0.00951896569074938,0.0127588917304721,0.006542600661043887,0.0028949815877805625
2,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,2,novela romántica,other,0.013197916009305288,0.004369600514170991,0.01123929683550152,0.0048939013541022735,0.008610711206060254,0.0060525790404172865,0.004892974253825594,0.02045685094024748,0.005859105404569306,0.009004841969106574,0.0037334760224439923,0.006113224391825386,0.0073906621216498145,0.018390124671938124,0.005357182105115322,0.005369433980341136,0.0036451358798811444,0.0057250850206668,0.004364768258312963,0.0056507484778953185,0.011018867868936268,0.025901111387101102,0.009902245280733392,0.0028661125929789976,0.020477710072732858,0.0018761186946220708,0.006989504747369219,0.005859177048077026,0.002995413467326623,0.01160599570315413,0.018115990430606143,0.00389357620870211,0.04715014567309863,0.008467478101782102,0.006310182869976823,0.023802215066504616,0.005804614794452649,0.03399911868085319,0.012405508070454535,0.0034715092429894127,0.0035274600567302217,0.02304017576436061,0.014022524657269842,0.019493000828788302,0.006833502161573024,0.0036230990403611735,0.0034164572522929026,0.04160318266522572,0.004398356692655147,0.03820038646601023,0.0033211841185321897,0.006685519356039255,0.004732113265752908,0.010096071221456072,0.008287505936756107,0.0166408341672185,0.005432407589248076,0.025364728578789766,0.006926198499839745,0.01137232160934878,0.014148511135614859,0.008899687314681524,0.007445008654174175,0.004063662391897324,0.022629840911199677,0.003622174897691269,0.0038621493622559167,0.0051005156028891075,0.005614415385682918,0.00400554511506868,0.0024752871903122404,0.011443966013975874,0.007081539758707802,0.007486896119164731,0.003375268593619065,0.011379813990569445,0.004470185085520124,0.004544023564696781,0.04035197917528862,0.0025498794476835496,0.004438561294027138,0.00607216955760128,0.004198894768351081,0.0032919084680563112,0.0278687064520289,0.0010969056647525488,0.00961197565003528,0.004555765853835026,0.003515547615998244,0.007805705603614097,0.003988896876189036,0.008810814608321338,0.014525359146126626,0.004698333725317753,0.016444190165287285,0.0036916849965649592,0.010776086761470897,0.009686417862256654,0.0033772160991712235,0.0027472647322237145
3,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,3,novela romántica,other,0.009619435176986145,0.005914845162525003,0.0064886535677921055,0.003327894374190497,0.008185700071529167,0.005476225449021482,0.006275136606726352,0.01852360127677687,0.006379514946705165,0.009199900602341672,0.006233320181087522,0.007346107060203742,0.006461755063385832,0.004858044585662218,0.005907833129521708,0.006581358711104181,0.0053710841243709735,0.006821930925115056,0.004825963785092257,0.005481572660960702,0.006290149119792034,0.0390736066560559,0.01400362633602405,0.004459105492874905,0.022676124857512234,0.006382516161376284,0.003904618039271527,0.003604661552729481,0.00198339818298167,0.008576215925609504,0.019228263066102393,0.006953317097158641,0.04000719071483283,0.007918186881867958,0.0036290324517960874,0.016660013431500625,0.004484704973214232,0.023454961499958397,0.012801141066909383,0.003457291384282631,0.00601770388590767,0.01516191297953074,0.010221280572365207,0.024769005203782515,0.0069996085425255055,0.0061344795399640795,0.005363784370652974,0.03342541043416684,0.005037144055076827,0.02957583350108294,0.00618187031526979,0.004233474462797456,0.005821922748987769,0.007481177466846168,0.015413767024470592,0.02973424010616928,0.0042052057783990415,0.03659018377950953,0.009646977974626086,0.008081507981014514,0.014986702417742788,0.016920769847954476,0.0036827748196748447,0.005568891111300326,0.021621923238859777,0.008928990218078072,0.0018485500503238636,0.004693812701719975,0.0021392856599578916,0.0031865386235524324,0.004585371951972183,0.012928998110080322,0.00588627714651216,0.003723996275163203,0.0032872082405466436,0.01758946840149907,0.004877790339685226,0.0070899040946808,0.04099845823041862,0.005199426616757003,0.002512044640275766,0.006177702234220132,0.008146662789123632,0.0040249956649268505,0.01577319587402896,0.001510278155527658,0.01305030410424002,0.00728643147783064,0.006962562109992796,0.007172629568993743,0.00401963726449905,0.010662138096450589,0.013365643609279979,0.0074060754904354655,0.007119201279674043,0.004272152378208937,0.010709974325667235,0.006027715371383411,0.008755559338135568,0.006375465054531027
4,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,4,novela romántica,other,0.018547091051171076,0.005066222299335887,0.008655642949759455,0.005475960655817957,0.0032542552626892035,0.003575646455525297,0.002514802756706186,0.0232167490287098,0.007956829695885563,0.010379332082027319,0.004597536567490237,0.0034153750071066673,0.009846227898770307,0.010167066747551835,0.0035450023570871908,0.0025415601049214188,0.00407244355187232,0.005629611219698576,0.00453722699607019,0.005922905860535967,0.01722660380180684,0.029244242623823212,0.016627644804536868,0.00980487431282165,0.02778749593507992,0.002106463582094267,0.0032479423839722084,0.006655559387163346,0.0032909139929283198,0.01282907485960199,0.017605260256980115,0.00739994060182114,0.05173066341682987,0.008498063945176023,0.0022392890942815337,0.017436243639448845,0.005670385723249734,0.02518204425156869,0.011017050385386105,0.00425597078221047,0.0050664236878472544,0.015032723990890305,0.008708435822052201,0.01799369266133931,0.007328133353539861,0.006998949885547557,0.00512350631752852,0.02808002098867544,0.00540455626600572,0.028345678650349822,0.0014966113111480484,0.004569897192506081,0.005216727702994166,0.0036320263830440717,0.009417674606038645,0.02394424808848159,0.004104720925675433,0.020960172706951094,0.013375055052658524,0.007607966186303372,0.008642451724538962,0.011616146720630166,0.013600667320190662,0.008036938491701989,0.026592996923332047,0.008867706514412363,0.004481940929969619,0.003636884940385977,0.007028617641654069,0.0034217777607846093,0.006152884264723644,0.01148313907128937,0.005649185672130318,0.0062039561079303245,0.004248299096172138,0.012780086922873466,0.00524594384723337,0.003955000213053383,0.038569229055867675,0.006422319974743661,0.004606623949483028,0.002899434115509486,0.005553725357077194,0.007369507268341017,0.017966199962468857,0.0018026462912050698,0.015801714125211225,0.0047661274093418,0.003884663007585013,0.0096372464420761,0.0037360979170741005,0.018437590623598978,0.013129352600975029,0.010003651773198037,0.00460149853200362,0.00269905361229157,0.011107820657545519,0.009161815316805383,0.005393283778190756,0.005625335957309799
5,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,5,novela romántica,other,0.009708247747186136,0.004736631556179697,0.00982919045946142,0.0029445582049157934,0.005982054439383941,0.004091330372498767,0.003429492344672963,0.015796259531988353,0.010548091293349243,0.006367318596083175,0.007531541804565948,0.0053075851071531545,0.00753311012279743,0.00874529197058952,0.007341474648627813,0.0017566505473122303,0.005500473682223472,0.004242857617201961,0.006934172832833247,0.006461338726936346,0.013404726641737547,0.04633019092016009,0.011685037587296998,0.007581243399962477,0.016906864722219906,0.0070155563865703765,0.003036944211453871,0.008865480251035522,0.005159389978553899,0.010968153177897521,0.014615552418422498,0.002722570120302752,0.05325529091831639,0.004934584525364703,0.004973252831186686,0.020179182145392056,0.005337194894533886,0.017814686784485237,0.007482668640722957,0.0041800717032960625,0.007952114131432608,0.02025091691332848,0.010894955772819293,0.027795135831301988,0.009241105231518538,0.005522951075860443,0.002140302647084258,0.033259952606227806,0.00412839376808931,0.043670731074236864,0.001767934213214444,0.008555021761879415,0.004851166082145945,0.005048111725855069,0.010110080517048214,0.02258674960470188,0.010109982233028211,0.03155040370967445,0.013860021727910716,0.007079615144170696,0.013922768292177878,0.010802310731245534,0.0064088229347415045,0.004189294356837642,0.02668017415356321,0.005696558123556806,0.0006407092057663765,0.005614388798089624,0.00207238289126923,0.004793471090186954,0.0036426436849039887,0.019209449524027564,0.007937963858482626,0.007138425777457451,0.006182787973967287,0.006131934028976308,0.0031777419805077097,0.005861585658206033,0.026502087475437905,0.005684551691058998,0.004138810294072874,0.00656323224989851,0.0029445573523785365,0.00541952922614906,0.01380348377794458,0.003177478128300529,0.010124990188794848,0.0037319602320385124,0.006824871441352066,0.005860614708816799,0.0029454137944583203,0.016198698542874732,0.01487454952528277,0.00648043207662418,0.009004703493947634,0.0072346539156762655,0.009004538584382531,0.010194084777326461,0.0023150484091396975,0.0052563374136799556
6,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,6,novela romántica,other,0.011572417149916992,0.004508969691997424,0.00659510083811684,0.00481662218885158,0.00275600491792458,0.008085700294908654,0.00571258336738643,0.023587238048461388,0.012902841949068425,0.002037794438484532,0.0034850729481145054,0.005144523154589141,0.007563412747071907,0.010983685701790157,0.006647792692936274,0.00622391631546233,0.006767988970183833,0.002760544488594289,0.002901115852632935,0.005757688003964151,0.014050458072238916,0.04070216110933069,0.0075822964369733365,0.0065949170085701355,0.009175826352035833,0.005938165585215211,0.0017784230144759895,0.011041440717988512,0.005024621454576935,0.002725115933477012,0.01883724890501472,0.005333207461126473,0.04241760684169741,0.006748507945680269,0.0063399887894866214,0.021557450573345276,0.0029583977721011614,0.033399486077079314,0.007016989949899793,0.0019807241298430856,0.001986542922908426,0.016033718164017507,0.009238739795711493,0.02522542252932603,0.00388514221524259,0.0035818369039935937,0.004506532806034935,0.04385764883563314,0.0037350464017202917,0.031368712346565526,0.004485641889149105,0.004567224518379262,0.004333620777352376,0.007111819736568303,0.008909587141971423,0.02524388278604773,0.0033396107390205837,0.02579273898109689,0.013235737516258176,0.007509995239262675,0.01563502864354426,0.012002917327526499,0.010190211764536663,0.0031448104180162185,0.021079581386139322,0.011946640565521811,0.004888427746161425,0.0030866223161724595,0.005388914465824188,0.006738589536673251,0.004570381404767728,0.014298656567410525,0.006624479181958013,0.0036468683043522888,0.004540999207999859,0.02470483690781369,0.002875191496020834,0.0032996236723251936,0.04170507400078665,0.008230418143387638,0.00317458622229784,0.004428243893783522,0.004402868911218341,0.003691005355309452,0.009511003322197096,0.005587543484069449,0.010423296734869922,0.0034215513694662945,0.004811194757098199,0.005526965494573647,0.0029501970318615237,0.014805166084952567,0.014475061002724329,0.015227210628985485,0.0193925117067628,0.004305859987599156,0.004908844551619038,0.009256999721470467,0.005092206185658742,0.006046160359670647
7,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,7,novela romántica,other,0.015352275685879513,0.006421043547019068,0.004932541981033753,0.00389064289802883,0.004693926678622901,0.0037571650409473517,0.005903689626898968,0.014287501899564814,0.014685059288418862,0.006135806261025817,0.007069239926939085,0.003619262462257248,0.013334715514946784,0.008544040124773621,0.004680517961046152,0.005731645216090259,0.004252794612158696,0.0032804338506393204,0.004246349152427926,0.00389206158733906,0.018042779205280787,0.03019151735457133,0.01730106348544796,0.009211896652109745,0.011399870931088896,0.005682753564224331,0.0012939928050036712,0.005135854986091746,0.0051617599965796,0.007717784469021796,0.025040315821185422,0.002665280059417762,0.054809872074437826,0.009182843042867754,0.008457046767134572,0.01391579011951298,0.005198865082821711,0.02069755431859853,0.010419473046238872,0.001389340144774927,0.009776102963261459,0.018851784348725743,0.00811779113769689,0.019297605885608575,0.005083199593210953,0.008086502700072638,0.007024199585123331,0.041521448433385275,0.0036476779547320254,0.033223073205063625,0.0023130711574703227,0.005626217155381792,0.0052864573680179265,0.012623765798159247,0.017500232862076484,0.023101079490733176,0.006070359669188303,0.019333088518052273,0.01532005297115657,0.008020759068414717,0.01756057237294729,0.008569204278394022,0.006094615732079991,0.005351017400645416,0.01762970797587911,0.005440013893273856,0.009398801301560372,0.008950558561951866,0.005234739867922523,0.004534969549000852,0.005133791807698317,0.011419339037871547,0.006658709906872208,0.003747429044049142,0.006075580111249325,0.01716249122468961,0.005925217405119695,0.004652446578789633,0.02850715128586664,0.0058946430236396456,0.004107868011977254,0.005642049553723724,0.004237470505514143,0.008214114064090871,0.01082583942519994,0.002213846733506263,0.010653395553958993,0.0035843248992921744,0.003698196290665168,0.011684659828356224,0.003229471501387893,0.010097734644174364,0.014889073987373314,0.01285945230475398,0.006160300474302747,0.0026083300012818143,0.010148552718918746,0.008840986405352825,0.005161601122883474,0.005750894505785433
8,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,8,novela romántica,other,0.009439536252357049,0.007524743237429546,0.008316870532242131,0.007331004102184409,0.0054033274657971945,0.006006600437423393,0.006099051238495944,0.028660294322045407,0.011592092265248962,0.005944164179796133,0.004029451090860726,0.004160779312234713,0.004966333126490762,0.007828501834140779,0.007129078148242319,0.005883214073651054,0.0036630755719638305,0.00782780677665126,0.003551845471101931,0.004192342986048299,0.012172674302790327,0.026041356844713853,0.014946383074223395,0.007219088129443905,0.012936258329107246,0.003317106614020798,0.003246702817250158,0.007946196796565184,0.004604508436432359,0.01028915858010769,0.02230134427397526,0.003885962791439579,0.045991387503622076,0.003328141658685842,0.007853388709938942,0.017330872238053473,0.00494745577118837,0.027323922891655607,0.007709600119670087,0.004564684949446956,0.009743026162380567,0.010015076235542557,0.008853637201482436,0.03580479041785596,0.005860213269341471,0.0046897418664577336,0.006348764113721458,0.03233846139691397,0.004448523488463679,0.023655538976131086,0.0034582722803835624,0.004418531645600276,0.006470908177499025,0.0070411574754827375,0.014205460140764745,0.0215170205257566,0.005228513905407457,0.0324587249290028,0.01998155476367364,0.008717449457244944,0.011336286261752529,0.007241182736639072,0.01655982002396808,0.0042736066919732574,0.02556127402989463,0.004883743306086442,0.00502828089747907,0.004494870679503986,0.007831472695767103,0.002174344137801866,0.004946078985104744,0.008452561291424002,0.006832723805200158,0.0023211250577360697,0.006185459095301347,0.018864672088767364,0.003893870780808949,0.005063420814830346,0.03511593346728734,0.006214830299096963,0.0035314200095959303,0.0030913158514272736,0.004179894847784154,0.005517372955163764,0.012214748260944947,0.002575831936942567,0.012604815192923174,0.008310161063034527,0.011500349266143215,0.0055582271440461194,0.0036008513705751703,0.01064386777631634,0.00972263854543563,0.007348254790552229,0.009879957073070574,0.0036759698860516434,0.005625587152813772,0.011758592180409467,0.01573174674337793,0.00289116712112458
9,subgenre-current,novela romántica,other,100,5gram_chars_affix-punct,tfidf,0,9,novela romántica,other,0.012819817738854166,0.007136467256661902,0.008251747255885886,0.00538277752334593,0.004109910720608202,0.006746538497068684,0.005960394044854984,0.0308224063650741,0.024028479079618643,0.005657714721151661,0.005517593892472837,0.003533349263611632,0.009458329096077217,0.008178341766999286,0.008578263627611795,0.006800563652376256,0.006139194084295885,0.005322924652033264,0.005104804796141053,0.004532249026289775,0.007430746700791186,0.03767998683996893,0.016641623117603106,0.006373841143306778,0.014414426376675284,0.006018334757921308,0.004388840732011638,0.006061474877597897,0.006834137774098192,0.008753617695406517,0.01456834324402978,0.007133905477377317,0.04286574652675767,0.014303130247195277,0.0050099907202845574,0.015403708985176328,0.0047606420312621385,0.021624861903554452,0.010927688873899968,0.0024204763118323984,0.0032247605784108736,0.009178917181087862,0.01073482289807639,0.022384972452001498,0.006769824539433679,0.0058315160888924135,0.005846339909551603,0.03148394598060827,0.006087732289313299,0.0308681156659492,0.0026868865814426274,0.007076468053028616,0.010476433239297898,0.006712512068794689,0.010716903338207122,0.024429452276103474,0.004542369828214215,0.02949850428325679,0.020470419953687355,0.010771264118196282,0.002702861385056064,0.009713057450150742,0.0195977826854936,0.006708533903887631,0.025045801733272043,0.002998199850882552,0.003316153868109864,0.005355731196972007,0.004212362933250132,0.005231464249401314,0.004075405679127856,0.012628725539101186,0.008358105790049147,0.0045594231918262155,0.0032350814380716366,0.010509179767575412,0.0051714918029903975,0.0029112693005370694,0.03427302729377655,0.0032971127539357485,0.004770856395862344,0.00472620993324105,0.004399015824131847,0.009874875340327365,0.010755171617682656,0.0022401831186872273,0.013097452275395239,0.007235174615162477,0.004066513482714503,0.008909819188479823,0.0033952694121001416,0.01103311483932666,0.011313747993775915,0.003574229841107149,0.008794002756659381,0.0063046628333996435,0.008573534581210211,0.005025382806775672,0.006774905271328397,0.003745553337827126
