,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl, a e, a l, com, con, de , des, el , en , est, hab, la , las, le , lo , los, me , no , par, per, por, que, se , su , sus, tod, un , una,", qu",", y ",. — ,... ,a a ,a co,a de,a el,a en,a la,a qu,aba ,abía,ado ,ando,ante,ara ,ción,como,con ,de e,de l,de s,dos ,e co,e de,e el,e en,e es,e ha,e la,e lo,e se,e su,el c,en e,en l,ente,ento,era ,ero ,esta,ido ,ient,ión ,la c,las ,los ,ment,n de,n el,n la,ndo ,nte ,nto ,o a ,o de,o en,o qu,o se,omo ,os d,"os, ",para,por ,que ,s de,s qu,s y ,sus ,ue e,ue s,una 
0,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,0,novela romántica,other,0.009743828875708507,0.004264285747392799,0.00861720294664868,0.0038326620565253475,0.01529165196624959,0.0033441523011724064,0.0036291626611557985,0.012803225930363022,0.009599290452048298,0.008575488316708976,0.006523864136040714,0.009984184224953311,0.007204641016853872,0.013126180122206526,0.004134540808114646,0.015469641443204904,0.008638539113273586,0.008078220290179393,0.007045203715254675,0.015323564446220019,0.02228843399855794,0.005789441562993806,0.006700678540261867,0.004590893845702657,0.011279305161855931,0.011105758753731943,0.005535424898211926,0.00487757575621871,0.010224221338929236,0.010574499312751022,0.014719829653369302,0.003539473710013722,0.006968293696133602,0.010407268149354533,0.0033344925387254983,0.004716186028720354,0.015975456106014443,0.00528791287589606,0.022362452855810993,0.008153325598222681,0.002421708823461865,0.007086059818579742,0.006893541075879324,0.0032720753354498595,0.009354386065614654,0.00872961075618388,0.005046553016265194,0.006685115271220507,0.006178986709302858,0.004189143273629371,0.005781139356976693,0.007439313832718758,0.014182691317969894,0.007754666823953297,0.007533243879860106,0.03502842781448417,0.0195189349785505,0.0054399585712106464,0.005328559738287245,0.006523044134908348,0.005793529717203223,0.0072689870380850015,0.007292275891818488,0.07383322734444162,0.004386679247732304,0.02362680181009327,0.0104038303535778,0.0116862588215435,0.00847019495880385,0.013907208912671257,0.011211372570280423,0.0010976766271502349,0.010387283668981269,0.0031908045169091624,0.003073312230157695,0.005197658335014569,0.004901162310619498,0.03129136918757494,0.03124153427400072,0.006422759755219239,0.004174729625812075,0.019137038204499055,0.011825884611900372,0.0039068911250931876,0.010522203503993414,0.008984409180968732,0.004497457623913698,0.012300784141527119,0.0024305667142901378,0.010836921739591,0.006729391338168006,0.006976835496068424,0.016874494087649936,0.005685859624588338,0.019028994531888888,0.011281025825967437,0.00844314791346647,0.006671333511553365,0.012506249225939995,0.004454238854984235
1,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,1,novela romántica,other,0.008301728360246608,0.005840889066160921,0.012855603463442368,0.005142577274220692,0.015438313405652923,0.0036062014183122115,0.009374245359307833,0.005662765327081107,0.021165622477797116,0.008169162947643832,0.0033109012256473266,0.007383879419097378,0.015244210664696878,0.007683877073021639,0.0044782847835656975,0.0066048369247773886,0.007384760461597969,0.003525875395743281,0.010795233537886815,0.012416258255604948,0.01982780200474602,0.009006507024116255,0.008603726427682647,0.008865274163802485,0.0061157576065994194,0.008699888894469671,0.004558556241018023,0.006904750590245028,0.008732611381375745,0.00646502832651922,0.005615011071309911,0.0049194090340827605,0.007845068437992037,0.008602881745861844,0.005873027500919925,0.00591585555938364,0.0024549459148563565,0.008517696325571516,0.0328400144540951,0.005964646230323279,0.006544617394824977,0.004448091907310358,0.006723805591363584,0.003787035308385405,0.010256453201345108,0.011212869142795442,0.0034338401430452302,0.006097016144158232,0.008305395255696693,0.005128189279772797,0.005427320509070695,0.0046984899643056355,0.010935856864203113,0.003979244129667457,0.007343118598239263,0.04693661396064738,0.022355463253350184,0.01530609890204089,0.004916900688762177,0.010481308963907452,0.006226961599264938,0.0069567001711773315,0.008871610100601139,0.04964699675148517,0.007598085025554889,0.02191201290200795,0.0036527660846692967,0.016346509476005962,0.007749937757605363,0.02603623970141843,0.017147833102254963,0.0027367552132324387,0.009021821538147139,0.006702032414985844,0.0032412187588025804,0.004519245139066049,0.004318513540982877,0.033107570315195935,0.027080729839463108,0.0057855310615984165,0.003311923743343253,0.008120427389812404,0.004296243543820199,0.006541855607193365,0.007310205237120338,0.008644662387889097,0.006927032663079857,0.009461530496185182,0.006960922642619549,0.012401509479572794,0.0076510366692864,0.003587814166257613,0.01778530235419001,0.006170837974299605,0.019937303103335233,0.01227242562614994,0.010893362309426606,0.009628723663401428,0.01637393925109455,0.004032456219034864
2,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,2,novela romántica,other,0.004793249853420633,0.0034019045466927287,0.009255053678578075,0.006302734486828627,0.010469782212922284,0.006225204926589966,0.006153871830956487,0.004578093916407139,0.015096510413421322,0.010553077020819314,0.005647342873781711,0.014403583394517078,0.006690187298655582,0.010259401352884666,0.006657857948913005,0.014784988368405323,0.0032201861868014756,0.008268926018360677,0.008250191393451418,0.014700641577495805,0.020467379419275695,0.006256717810888618,0.008091157761467674,0.009805187301910262,0.004788710814223155,0.008470055076042074,0.003501349919445923,0.005245542137446062,0.01841690592020259,0.012135479496364477,0.007473434646815269,0.0038906837133727643,0.008242690280083903,0.010597215214404328,0.004187055068404313,0.004487770244893972,0.005520631663184995,0.010156685528917107,0.02936058908679024,0.0053309967248727445,0.008024891693296387,0.006016551470945077,0.002884774046848482,0.0040406234081032276,0.009640939493392927,0.01130446465144416,0.009473450561720281,0.008723271965890641,0.012172954517575213,0.006537573315100737,0.007821633473073663,0.0033678980315929585,0.016227877183219785,0.008480413509846135,0.010479162054463175,0.05259405458946666,0.011830444152546169,0.003003128065005368,0.0035272886281068946,0.006019719317858306,0.011612506533480458,0.006940511591078125,0.00462022085638568,0.044024782016781686,0.0022191098004924704,0.011157784211275619,0.011217117935722663,0.02354302708255842,0.011284162067451047,0.021999180649343017,0.019268557570723294,0.0035959789127102283,0.01238421474118461,0.013431579230414159,0.00691372849410608,0.0011708648799848879,0.005539442010607162,0.025080509340182817,0.020434543336601094,0.006643330470910322,0.006105038351009343,0.009789262934169499,0.01675798609655547,0.004551321605367236,0.006127312627325933,0.006820431531810902,0.004359733117262779,0.008670153120734731,0.0026746868729112237,0.013641235276574673,0.005497184397456656,0.006782919867450299,0.021745469066572657,0.0058641848783657045,0.0071420719333808195,0.009121866760627399,0.006935378857419885,0.01270068465054152,0.020309647138438806,0.0030121379256249203
3,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,3,novela romántica,other,0.006932069733139047,0.006116501692386992,0.007726915740819717,0.005562290367257828,0.017969514530612386,0.00863014422095202,0.005834552600011132,0.005034515844233578,0.012204347528126706,0.0070813204554969564,0.0055908429827345755,0.013179016229506632,0.007689533461038958,0.0104211004121026,0.005981817236615755,0.015520280211740532,0.00948194668115563,0.005270923526643403,0.010049360769653602,0.008600407033697252,0.013749000529445062,0.005274307646119462,0.010454478442046338,0.009216698703439935,0.011315683715734928,0.007525475009512331,0.004968604991427337,0.0040645140223854286,0.012941583176910592,0.01735798531792808,0.010061993403455234,0.0057174004258129015,0.010465485246413728,0.013037667365252564,0.004552486656901322,0.007491277115957493,0.008341879386066581,0.005023616776823313,0.030608703480013946,0.005588284813469807,0.008217950592438765,0.00571438724509935,0.0024822205669810986,0.005933307673627378,0.0076328159285820206,0.007356944904155388,0.006993648214665953,0.004614621115151769,0.008186246353181095,0.005410693080785199,0.005150722859843285,0.0047527045041987495,0.007756494255299898,0.0031566718903713992,0.009958363308224609,0.04900986352030254,0.021371658298214205,0.006219207148787241,0.006922478221964372,0.0050403654873132295,0.010577024351690783,0.0154744847322618,0.0036641528708115465,0.05171106780173953,0.0044137690645789755,0.018352719205839838,0.009220841016564988,0.024558155852534454,0.004838482821990441,0.024884714039874654,0.012070705149210098,0.0052991764708111245,0.0110713299869461,0.006229786245994043,0.007053583487856991,0.00264480663905667,0.003131437146054277,0.025647996717981743,0.022833222549920297,0.0047681231350474125,0.003763970826291776,0.007581464611478444,0.01834581277068698,0.011911056964250221,0.004188272962379436,0.005734862057758678,0.00843243285372718,0.009079620909990715,0.005878670627932011,0.007954742367159637,0.01611801557197094,0.006765701589046082,0.01241553105262961,0.0051789575723567485,0.008684475027532855,0.009200704541560205,0.008076414894709165,0.005349116019800819,0.018636447352451235,0.0037422574872922566
4,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,4,novela romántica,other,0.008804707189705729,0.004751039985050784,0.009253448057047298,0.0024105202117340884,0.0128727301907378,0.006029441431701128,0.006870018907919087,0.004559463302237977,0.012896087185339165,0.011996592709797622,0.005064949386872257,0.010495620386681398,0.008306230841173773,0.00713473841453892,0.006944666189102586,0.013649984511827815,0.006117723207810257,0.003353057309054221,0.018617453034141807,0.01196952595467491,0.025816250498475028,0.010763203674957455,0.007386810958375491,0.01038287082647731,0.0066680334441464,0.008450920128941566,0.004291635271626665,0.007320609707309105,0.009562674957596695,0.005111915997972255,0.005505486242167079,0.0065947397830968665,0.005009404248754774,0.013442359670807568,0.002087768955945679,0.006484144802970933,0.0049897414969455114,0.009522385236365387,0.017283693111266773,0.008374636063583189,0.006652255027114531,0.002431430527047144,0.005875678714235727,0.002879757038718949,0.0076501893530718955,0.009535352776550599,0.0026142231844974396,0.0038955049922287845,0.010960917693858336,0.004997978981049405,0.002087683879237301,0.007398610347475975,0.008320711821870974,0.005545276688683373,0.008164388240843227,0.05443787334966361,0.014042672758557423,0.0034638568967350625,0.008597576803174366,0.005002531975557185,0.008709220833265446,0.006953701928768541,0.00520324260261122,0.05941313302423607,0.0071246649118915486,0.021599182673245346,0.009109376625282129,0.02081865505862422,0.00815918701100917,0.022162363135570084,0.01973227154021086,0.0077064211891316224,0.014117452557014512,0.0038131720834288303,0.00699647524704419,0.0032724998560679256,0.005037330925527204,0.021152232943561625,0.026319874480419315,0.0030959145038922096,0.0045986043993514825,0.014412668434054747,0.015296523063788911,0.009859973916476791,0.005593310452706223,0.009866217249218018,0.007022041906725131,0.007289537964161766,0.0055270349674274985,0.012670310245368759,0.01183130956275859,0.011503411068557866,0.017284865042655834,0.004511227002560916,0.01589610999248049,0.007973280188788978,0.00966189228345497,0.016765567431608418,0.007830281749129258,0.0024077054128216237
5,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,5,novela romántica,other,0.006399611393582152,0.007516344786140454,0.010539005992249694,0.005818039161196529,0.00831224749975221,0.005489961488000862,0.007229520875006875,0.004157844872977475,0.016269571901396183,0.008381315588864376,0.004346387860309356,0.010513280930001003,0.014657331067504923,0.015093178484939344,0.008261408553461328,0.014882887181595646,0.005384230771605279,0.002634715296840524,0.01048345961170322,0.009180228809120724,0.026172351332098866,0.008702975714742172,0.009214846926394411,0.007732617704095828,0.004899054813095497,0.004026104184263575,0.0025575862520759245,0.002832861937029266,0.010213882278910742,0.006511005047529274,0.0067953341757789965,0.007810509258557706,0.007669769754753836,0.010474095202979636,0.0028677312124798585,0.0068467336306788805,0.007734380028135796,0.007528960588749306,0.025857742747683543,0.0036906986972561986,0.009281030189058482,0.004957488297151241,0.007750465194639354,0.00414403227929122,0.0072559592472808895,0.01671852308603763,0.004857337750774838,0.007065262185715196,0.009129416430112666,0.005266856170760932,0.002825141088606647,0.0038397997777776683,0.0046242237453081965,0.0043551652468323265,0.011422325587234142,0.05678084780133687,0.009221996038386573,0.010122883736272476,0.00821512752931613,0.011951105697806545,0.006467926189439884,0.009152816993192436,0.006519555234166943,0.06303611647008499,0.007979834561414054,0.018328072696959415,0.006589850690389171,0.012908478423996108,0.011719937799356008,0.02215806886757118,0.025263084332213644,0.0020739191813375257,0.011899946074939152,0.004362000684266509,0.007264175733737632,0.005455889074121611,0.0054344817057420365,0.017037281775781083,0.022826224788355647,0.005387230980768942,0.008565465070053301,0.012476488473707394,0.00827641744761906,0.006187347103579238,0.0070485191593480144,0.004680558745246562,0.004914292079664971,0.007510170222025133,0.0042663179008889125,0.012825403757219522,0.007384151377535703,0.006078129166372207,0.01576769197446866,0.007468275544243342,0.014873748477149593,0.011935800877403521,0.009139378382250657,0.008433875886459751,0.017912302981085936,0.006915972422607257
6,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,6,novela romántica,other,0.005597488029475896,0.005072847606727341,0.008552683919561543,0.006578509434700054,0.008159115761754317,0.003512707148913916,0.00915155292154444,0.00222070861609878,0.01563028291194778,0.009040192899141057,0.006374467317285053,0.012314683543277898,0.00907094218418672,0.009810065693782694,0.0014463324473956041,0.0193398026968557,0.009623695371287275,0.0063229057564927705,0.019448381229731224,0.012563066140751571,0.025261803024022044,0.00747206578233087,0.005823046805225928,0.00921291291302411,0.0033411273212185922,0.002676735672564487,0.003586206194143382,0.005861657407090543,0.016955097876074347,0.009577356480549745,0.008358259446187859,0.00594794584500637,0.006507707475352106,0.0067978608430195615,0.0020210816214100416,0.0036080449284157626,0.0038944889622445087,0.003911353211984506,0.021224323461332354,0.0030040355967125873,0.006829412742738186,0.0043397189292204855,0.0027644963395064876,0.003697393073328966,0.004431089717096776,0.007588453432174378,0.006059603645014847,0.007890531516928883,0.007216858406991403,0.0038128587622305275,0.004498045758460438,0.004074818776448592,0.0138064161987694,0.005715007274498811,0.006015140118822527,0.06288997884291739,0.013985926238124408,0.00666937345758731,0.005621873773197671,0.005135032436507126,0.007338111881463516,0.005877015702569606,0.0029031227429928597,0.05815957050199852,0.008491696392404316,0.01571912099083564,0.008324064894885104,0.015865661109365152,0.015415006518381163,0.022199988318793915,0.01614828421278764,0.0015196654682278446,0.008212492995680387,0.013618074992257563,0.007424184142157864,0.00380524450163726,0.0034770502718138676,0.044874401600448116,0.03912436231824894,0.005286529354980878,0.004759778558221432,0.010810223053765666,0.009667105407792347,0.0049031616640319705,0.0036584017810824773,0.0066074683292377985,0.006498712224598772,0.011286733192064276,0.002182075208006093,0.011061983609675887,0.0024658770225486786,0.00616430646378943,0.022431345942499622,0.005450903987077544,0.012945049264484008,0.016072184247853828,0.007508462506535456,0.009511142170833447,0.018296156343027684,0.006019708171557282
7,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,7,novela romántica,other,0.007095396121630417,0.005675798900315613,0.008929915264995182,0.005793730990139163,0.012068823440967949,0.003543392464208406,0.005569674924780245,0.006579933733182696,0.016224166333603088,0.004968731664221651,0.007932148887612529,0.0035662618516720313,0.012614698351541102,0.007673391761127873,0.004837991908757286,0.009879753296936737,0.005662092697330091,0.00576733705893032,0.0186634378134969,0.01862721831713265,0.03515789962604566,0.005115413717364666,0.00922786523906417,0.007646972272704177,0.006662814038906438,0.0074497149363818935,0.005599337255679797,0.006794390873583101,0.005967170513296408,0.008215813302466042,0.008932710605569886,0.0038581267996983474,0.0030227120584483996,0.01225412700911097,0.003720522922339474,0.0022953473507263816,0.006845067786912023,0.008090297918690908,0.025398467954838723,0.00398222840129181,0.0074366116385549495,0.0056944892731147015,0.009703192546197975,0.0033912696425080504,0.010060668795951052,0.01502386406596276,0.007025778703774743,0.00968781181814934,0.010145352545184115,0.00481905489485903,0.004662161225911751,0.0016102746157076056,0.01069220060401007,0.001750996167584895,0.006208186880567204,0.0509693231766388,0.006125279735437001,0.01277607609020732,0.0044991306399788525,0.00456960896489882,0.010662650335675306,0.008744803126494335,0.004010862416668647,0.05780919206989102,0.0076488946389265886,0.018491722958978826,0.01621044074100497,0.02096177606265649,0.009112219930423654,0.01903143838224733,0.016925521139775676,0.006256517263217758,0.01222257869706964,0.009279614862818203,0.0023468553623116435,0.005409782835610412,0.008685711982210964,0.032971256925321074,0.02210904450810027,0.0038550641709612717,0.003880156864744369,0.008165153786179689,0.017768068243210568,0.0012611596931820254,0.004713081874704823,0.003711879124603504,0.004262451952210625,0.010231372956985601,0.0037405387488036253,0.00977906992282751,0.0024593495435296727,0.004132989581858419,0.029649921514215034,0.007199966334309424,0.016914913752792166,0.011955322623388356,0.006754815892176024,0.008565629129759325,0.012585005851282758,0.0047609758079721655
8,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,8,novela romántica,other,0.00739130060116628,0.006296899764770697,0.011058612059214388,0.004020614426095659,0.012338493768837035,0.005735382689967666,0.001983140267058048,0.0060762615754859405,0.009727973619601243,0.009980510641078038,0.00331012617213672,0.010276174486959208,0.012709005402455288,0.008198310840698088,0.0028803956982671386,0.007864738892943647,0.012065758935447393,0.003314064864790798,0.011225957034695769,0.0092874582097218,0.025346443287051743,0.0062322034593376594,0.01027767108411713,0.010129950312038173,0.0034467343588734274,0.007859358614613381,0.0013609120686602547,0.004605174326684458,0.011392499596414559,0.007475525759127788,0.007971582295538288,0.0049518393670636785,0.009346937177748971,0.011513448032331232,0.0038617254788781584,0.003833523452536559,0.011253418348845533,0.003967818831033353,0.028795712158668687,0.0030850826146058396,0.0040699539861133414,0.0025562298300400303,0.005358251306151183,0.0018148529355632645,0.011999971262710485,0.010459612838388373,0.004741990879136778,0.003372132429521004,0.011720710519780877,0.004950947752129145,0.005859480564003209,0.004344616635448514,0.0072653988746462055,0.003643541055796513,0.0037053568149583525,0.0514381823705048,0.011064158033049767,0.008175045793946975,0.003364343591974449,0.006953630767825395,0.005712090606070739,0.011432806975953906,0.00483439803427617,0.07741748004388202,0.005584817252377271,0.02289673625499475,0.009512481395394174,0.017521113074161966,0.006917769357683358,0.02313954211835537,0.02965092967505583,0.0031817645543042628,0.019006065991478846,0.013969686941811908,0.0032482892308977216,0.0013779953408824574,0.003927881519867222,0.03997865565725302,0.04067516392284775,0.003079200557951743,0.008016560264778315,0.00887945156328496,0.005517703052459085,0.007336748481393166,0.00975709238982783,0.0052261725907893205,0.0033565875076432146,0.010061994037954243,0.0064719301066439704,0.013321743119138783,0.006363524808912002,0.006502095697463286,0.014110871580077369,0.0025308827509554115,0.0071267354883462865,0.016603711936732633,0.007017767242885873,0.010605627805642637,0.006264577095828463,0.002556205156494294
9,subgenre-current,novela romántica,other,100,4gram_chars,tfidf,0,9,novela romántica,other,0.0025898014895285202,0.0046441591702965955,0.009362647450323109,0.005983637240277439,0.008468070575370771,0.0034196399123578598,0.006237367127308912,0.0034968376633138596,0.013004205342751828,0.00872374731937627,0.006634273313692498,0.009214020923401777,0.007739630706409992,0.013340204799665727,0.001571659333741784,0.007443904057714104,0.010676165497503703,0.007429270565729952,0.010992735019832217,0.016308801277224432,0.02204011719440824,0.009142475537312018,0.010106490557140175,0.013511535066630607,0.0075708136599661946,0.0112866624098526,0.0004917550882198857,0.006604296032589071,0.00802935970995626,0.013441292700369551,0.007160845757930089,0.005297817006225067,0.011623430066512024,0.009577960104715462,0.0016482737123259378,0.004915823884393806,0.008750320689244417,0.0041030485839819685,0.02543995981565724,0.004714145448570638,0.005501993845477108,0.004393966503147479,0.00845278560997056,0.0019084457967242883,0.00550774595529337,0.008173717439090396,0.005110297203810257,0.006995519259342228,0.009137839380691909,0.00532464184735141,0.0059957393226899745,0.0043953901820423255,0.012232251995911957,0.0036832890989787577,0.006323496993644175,0.0363174594932324,0.01763813186012693,0.008394446434132173,0.0029752867113560645,0.005431837718816274,0.00836549677835274,0.00618130779690643,0.005121661451710058,0.07201861664421128,0.006207659472844495,0.0228398720953957,0.013641538335176362,0.023306075857821695,0.010395467693750713,0.024149782135617786,0.02519848072725912,0.005235990832473765,0.0178433612620945,0.00715529912076951,0.0029672080993156714,0.004233308389492455,0.003960398898887505,0.03127442128535549,0.03060856337333255,0.006318801647161187,0.0051804009051353486,0.010635336321094495,0.007986042796216127,0.005917946551101751,0.0053503712582167115,0.003400292176726823,0.005009749720528891,0.0089918171744935,0.002084383526839972,0.0090063709572382,0.006101097589833827,0.007842155466364568,0.0154312504984357,0.005606990597290703,0.02042360613696936,0.013348753994883212,0.010102562911137057,0.008622035932374775,0.011622811104631037,0.0036812280189063057
