,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,cv_call
0,subgenre-current,novela romántica,other,50,500,0,0,0.022814406455373963,0.009181747417059242,0.006726462697699321,0.04714940093301897,0.006500344224046416,0.10192430831779796,0.043413794544365635,0.03431524475038364,0.003931748046290139,0.01814680680699049,0.00701900939672713,0.004463550567669321,0.01062191718517629,0.023686563818745492,0.01466511247658526,0.0061311054152899825,0.005106428905517714,0.007939512646851377,0.013958081231461365,0.04903873020951476,0.01653987631312967,0.07227999725281961,0.1286042434789675,0.00856180721896151,0.009584068780410009,0.0050754050002434214,0.008098383696714359,0.004993571173951472,0.008516709830618398,0.01106276923124782,0.010098090863710796,0.006160128496263609,0.01301363112110485,0.008194902401515566,0.004503516350614647,0.006346721569802257,0.07605392411547822,0.003352693611092133,0.007294835486257038,0.006788202626842048,0.0254077278129239,0.0077031966613327766,0.013002578630266843,0.006017531279113869,0.02530744403969881,0.006615407241398372,0.0060798930689571614,0.04268618433640986,0.010034095447553529,0.005288186816035633,0.0
1,subgenre-current,novela romántica,other,50,500,0,0,0.017454194052134116,0.0054712321255978615,0.006236329059129401,0.04470003721949063,0.010201267386986276,0.11910382019310935,0.03970586917915541,0.027106870726814253,0.00225113326988242,0.012243927219427358,0.006275105483540457,0.005360929445835172,0.010459405309068756,0.03435355761430282,0.012948263569248759,0.009014805796348136,0.00573944062295937,0.008064583159907202,0.008450094622256177,0.04267664501806406,0.008525467410143667,0.06478556406126414,0.15104801316197686,0.006257042023702866,0.004602149533664521,0.004742015928528968,0.007107773270195615,0.00906525417407402,0.006071775831609706,0.00954049862760272,0.024214169042795462,0.004815041907052631,0.010515942621361421,0.011325346383596988,0.0077706761277128375,0.007955495299906275,0.07101592849862655,0.0020724258740435113,0.008143507307067472,0.011390389449240177,0.014572141391264415,0.0046038597088607965,0.01244793991045443,0.0060781223016815105,0.02357614827512657,0.008551394235113481,0.0052191087013552465,0.05810333294780672,0.004402489526135193,0.003663475394777224,1.0
2,subgenre-current,novela romántica,other,50,500,0,0,0.02391802692491172,0.009718097546317096,0.010286621104056962,0.023325785131839426,0.0063235010913521355,0.1148295703123534,0.027633519790364658,0.04626680728535615,0.005460493038588623,0.019273831632844983,0.00902871473155524,0.004193269893843579,0.0064325215277164964,0.01914115471579081,0.017568634205381024,0.006180298867854265,0.0035507603040040186,0.010325682324326063,0.014590124159071072,0.0502100769741665,0.010299917259647087,0.08329994593076957,0.1477672846483191,0.005323319601150939,0.007817509340808862,0.004837824346541969,0.007997163447699756,0.01060266754448995,0.004954108551624753,0.007244998604956759,0.009461812804102522,0.0047599296088397395,0.012214499752264091,0.008304152949843172,0.005501601450159418,0.005829698096132547,0.08449516786139337,0.003062472823691909,0.007537628595899627,0.01004493985687237,0.020676413368055747,0.007514686904808462,0.009092815006773863,0.004231959993364124,0.019460697490387945,0.005600576980487425,0.005932467524903918,0.05135760284081068,0.003427174557666221,0.00309147069583998,2.0
3,subgenre-current,novela romántica,other,50,500,0,0,0.02179265521003084,0.009735028462560948,0.009301257861935015,0.027301977137392387,0.006593714628114739,0.08841606025257273,0.03728880551218089,0.041755812584721864,0.0038751371544522508,0.017327386848299882,0.0075740142997359735,0.004572753990145903,0.010732837759123228,0.02233504937568909,0.01210392969764082,0.008785158269113616,0.00619428235166286,0.005540378918739385,0.0122839598306131,0.042204410483998735,0.01136780601359068,0.08692479927951989,0.15181135517082167,0.007678888928945409,0.005680731251379947,0.004028455055503748,0.0045436944753421615,0.0053074087253669605,0.005113665965304886,0.008004936531693086,0.012707150534126351,0.005306141191405436,0.013191661399925326,0.009311986177075932,0.009635750853582377,0.007324866197713805,0.09114424917523584,0.0015276454501231185,0.008999754387518323,0.012206592254368707,0.01662737686060726,0.00421204008949585,0.01365296307786278,0.003263142326310465,0.02199855434267159,0.005700101277118228,0.0060950504776496476,0.0596320940326913,0.008062782290034834,0.0032237455782900587,3.0
4,subgenre-current,novela romántica,other,50,500,0,0,0.02754637640236178,0.010264444535522266,0.010051699405182059,0.034187411870643614,0.009219916894940935,0.11749603226079848,0.032010156196613335,0.0380363829056777,0.003042767089746151,0.010862404682878992,0.008862386493198727,0.0038140060965226345,0.012731982103239428,0.026547086209773613,0.015583884008814069,0.007535383255873555,0.004126653018424622,0.006738630360140574,0.00751854236558305,0.04096084816749459,0.011915543736921708,0.07158131175408447,0.1498615455465397,0.0057102608961601495,0.00565214367260854,0.009215675304672384,0.007638414818062525,0.008329637095878169,0.004457876591809427,0.0049641115618253885,0.011843022152593396,0.005726865083517731,0.010164839569437744,0.007792741690976192,0.007609745054288389,0.010894708010323441,0.07507364133824793,0.0016440128299209807,0.005363401924377047,0.011123416584119444,0.029890604100606892,0.005718319264010324,0.006222473667509612,0.004972712858978021,0.028315173491656083,0.007850272912590349,0.005814756162086618,0.047211464517596315,0.004597974489670475,0.005706338995500417,4.0
5,subgenre-current,novela romántica,other,50,500,0,0,0.033764976393344484,0.011154099447574308,0.008423504198046751,0.039951199923283914,0.00748155738069867,0.1339301133427764,0.04178018992490421,0.039405957905827516,0.003971432150196367,0.012528881019642007,0.008827157932410555,0.006922396273080693,0.00788478206287716,0.015732172510993098,0.008493720117921322,0.008940674192018909,0.007237294535910797,0.0038505693593874016,0.01037899042290851,0.04504233283237321,0.010109772096655372,0.08382097569909704,0.1412520373933433,0.00462205496324678,0.007165469134931804,0.005342283799555576,0.009584842833606026,0.004086016848978323,0.005217150490897481,0.010481265071306313,0.009603592608119722,0.005716267092655975,0.012247022627348987,0.009700248373359857,0.007988718221052522,0.015417845119941681,0.06841639629979243,0.00420959632249118,0.00474146821277501,0.006403000235379519,0.01806517168720405,0.002921678211123714,0.013781400613510068,0.003937923284046277,0.030549283809695606,0.0033034712115434504,0.006830311640092429,0.0336174825168691,0.003178523367608605,0.001986728287595562,5.0
6,subgenre-current,novela romántica,other,50,500,0,0,0.013689154370258385,0.008516346318837482,0.006764642623356779,0.03075122534348816,0.00608963496512225,0.11275969455145457,0.02491672076644359,0.03794142962687838,0.0037712676182354017,0.017868396368830954,0.006914136313648103,0.006860662748187116,0.008858902357234959,0.025551095552697328,0.011468226518133024,0.00782549081233261,0.003761085875014489,0.00808877407823053,0.011069362418681587,0.0362199466292714,0.012337706712473091,0.08411623072930928,0.16286402532421895,0.008740122746185445,0.009387399073366784,0.005357254706444158,0.01016214308318612,0.0071806282875735705,0.005306511084396798,0.010117496512770763,0.008140943045620052,0.005643653139080929,0.011995972158830494,0.010505471896193743,0.006742203200813688,0.011757691287001023,0.0834649377586805,0.005771487932106403,0.00506662416218316,0.007391541479475685,0.0227452786254981,0.006607977369326524,0.009996686554548115,0.003899052416296575,0.02348754748537668,0.003973163892878611,0.004328022260313349,0.05270036263599412,0.006354133264877468,0.004171535318642674,6.0
7,subgenre-current,novela romántica,other,50,500,0,0,0.014276044338961656,0.009156864596856778,0.010413999835374593,0.03784194823079809,0.006192983413951385,0.11151084846963018,0.02485004156330628,0.03137876230658556,0.003133144089205544,0.015939595028743272,0.006546494709220592,0.006624372894988595,0.012312483049787055,0.03376128361074743,0.010634306728089031,0.008596511967210353,0.0043325239479132865,0.008137319008825347,0.008542303593652809,0.03958009219855575,0.01086259909616468,0.09112848252038176,0.13934890333283229,0.007440676118097472,0.008496523691291084,0.00875867980768686,0.008700991387968836,0.006131748306321952,0.004679189429974928,0.005920695329646517,0.012169310742328968,0.0068510414020976655,0.013903832665898792,0.01064913478279453,0.005199655668174239,0.005799934458298333,0.07700697122941416,0.001172936139591354,0.006482956216248233,0.010846347734792549,0.02523292032926986,0.005852044041249223,0.0067636615481108005,0.006649998528408843,0.028197150681682232,0.007299321913599908,0.009755014770922466,0.053253287654600606,0.007791912638948706,0.0038921542507986697,7.0
8,subgenre-current,novela romántica,other,50,500,0,0,0.01910554734365651,0.005948975181845177,0.009074226361296069,0.03432969509948849,0.003683092078481721,0.14531062727440094,0.03329922341633067,0.033382521435672746,0.0042435700870643535,0.006360994091061105,0.006026857724276068,0.006863329411547364,0.005948688235507288,0.01891433246925005,0.00981372031677451,0.010904380424755836,0.004896246776133164,0.00640737608359616,0.011983430229810512,0.03577495719228699,0.012274990745643229,0.10049047486414314,0.1340851101796109,0.004189224357169585,0.0077189035246021205,0.012803806245016962,0.005556331035769035,0.004137494895215294,0.0033127204705196553,0.005819541079590472,0.015759717320632482,0.006245156480611113,0.009825852137207046,0.009548213922561,0.007040561478771142,0.005297710768447519,0.08748153693513919,0.001814587528028413,0.0035242271118670165,0.011279949866172641,0.021651682708583392,0.005339239404874994,0.01928527180488677,0.004377881345885566,0.02104820500366425,0.0058042568465934636,0.0057138979628266594,0.04863425939497477,0.005969159075314481,0.001698244272441918,8.0
9,subgenre-current,novela romántica,other,50,500,0,0,0.02196314221105273,0.010550210360705916,0.013850960084556664,0.038710691108319366,0.006311513121246506,0.11963119988464975,0.030602207998595563,0.03948144321981096,0.005590224796982473,0.00833238296194945,0.006634487233747859,0.0023990015220967578,0.013920934274340031,0.027096021739910544,0.01366363758558358,0.008056870972517994,0.007164878431946591,0.008944760673445561,0.008673080606019564,0.04467305758400436,0.009808406654272408,0.0775579604357434,0.12544590975886707,0.006021265529117284,0.008297436738528792,0.007473873713523384,0.004222803661216246,0.0035881019444933397,0.007255030955402898,0.004003216193956399,0.012231037387792264,0.006431687714343319,0.00904378731386736,0.011957675635902864,0.00566812396618608,0.010604787521235741,0.07210857735798554,0.0035125506514461727,0.008292758718684519,0.014240022612546125,0.023350591892039474,0.01225878436630955,0.015643209209322488,0.00761708161579434,0.01977891086064141,0.004474051774863317,0.008591504962528784,0.05228244436693851,0.007965726628962106,0.004021973486006625,9.0
