,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,cv_call
0,subgenre-current,novela romántica,other,70,1000,0,4,0.007477592105115626,0.0076736002529615675,0.005777414768588303,0.004082875180385893,0.010985814738900214,0.007923187626602206,0.007535676169027064,0.011042943488973342,0.05420462890231282,0.01962401590950559,0.048785728472603984,0.0075233593937367,0.035151145059013955,0.006827550303719801,0.020133971208216184,0.011451794834051357,0.01240928495111008,0.0036198399974443343,0.0028429986284420443,0.007903222450548203,0.0023184023959555303,0.006945403870903404,0.00512052982452456,0.015575689541161553,0.07261398192251771,0.009291772575692057,0.0034730960611031084,0.004710275435157911,0.006081854735788882,0.0031665049600303357,0.005748134936234979,0.009615326287034223,0.003976087962531271,0.009094280826860365,0.009926855189554402,0.004384222382062369,0.003004609147800121,0.07008975413854904,0.009065672165400105,0.004855372089935913,0.0021608432442595947,0.005858092389754171,0.0013139582530338335,0.005780316369357904,0.003315923130330971,0.0056554834474944774,0.007096401419088444,0.00674314804588878,0.004913329222624265,0.028365085740977996,0.003957926754961096,0.0061202778268320684,0.008904962321983375,0.014205014713664704,0.0035848510652438993,0.00789506834495313,0.012609912474841384,0.0071176032082950645,0.00935042382739496,0.14462089805637346,0.012862179461261246,0.009787590324437451,0.004451772712798896,0.007454939261855706,0.004024196128652324,0.03523397976326589,0.009155313453880256,0.005505766926264654,0.06117087006462198,0.008749401155550687,0.0
1,subgenre-current,novela romántica,other,70,1000,0,4,0.008331020470794823,0.004626875251130897,0.006456787562304183,0.002712831198593348,0.005813416781424882,0.008816179997549968,0.007899979905443489,0.006342946309622931,0.04921086450274816,0.018068759825194614,0.06665282402988015,0.0015458263653496188,0.051198075687945065,0.004823010333695936,0.020457730854388897,0.006980738004564272,0.0064083870644559785,0.002643403598373119,0.0034533276586180784,0.008048150750953529,0.007113456910089391,0.004321203948621545,0.0035578835343992275,0.015944051512164454,0.08603971054827776,0.0064751671665478116,0.0061827767253333785,0.0035540801893110493,0.007013621557410515,0.0019806583744710195,0.004619542937983771,0.005191654850458928,0.006822511390115589,0.008362146790788191,0.005914963536180417,0.002175024896973297,0.0024935573715954657,0.08095053943303497,0.008179917861342909,0.01181443126180664,0.0041859606101669646,0.008693299822103935,0.0016145198071688565,0.0055867321780561615,0.0015521733041806585,0.008119301838987234,0.009302017507493541,0.00801654954852581,0.010559188509037172,0.027073477312234633,0.006113702369456186,0.005464684265088853,0.0057110581977268746,0.010988515715321256,0.0017859151518859813,0.004009929050908645,0.011556506256717895,0.004467247484054492,0.004634144309870919,0.15554522553681024,0.014811382761960609,0.01234382780379955,0.0031615026824232105,0.005710960494742143,0.006141542458525461,0.03997585153664463,0.004637588550141614,0.008369671783367191,0.034043127859339765,0.006626358343321276,1.0
2,subgenre-current,novela romántica,other,70,1000,0,4,0.003426394841775305,0.007278097491916394,0.008910496394641244,0.002415800289244516,0.009059148905340715,0.010827622243790537,0.007842590305742097,0.005474917509725233,0.05668990474525045,0.028786736071831583,0.060328117329970773,0.0043188136709774215,0.037959301235370266,0.004664318867448708,0.02975382141446986,0.003924242617327053,0.015342869002412997,0.004728244544586556,0.0032299832599943954,0.006009134631736086,0.003806102400144585,0.004199633745414464,0.006865139677334388,0.010343985202649876,0.08303555378431561,0.007197788008254209,0.005008774929910198,0.003622503193541479,0.00509419196055583,0.0010638942711101683,0.007945871452267385,0.00666907421331252,0.006011288419892943,0.017322088052929733,0.010092265292492329,0.0021606968535004935,0.0018158080753134121,0.0641394575752762,0.012891381121902952,0.0043283945004561385,0.005581944491176371,0.004288230154696565,0.0022084487795276213,0.006046855567609502,0.0028529089565578307,0.0027446286769016548,0.0063170680233882465,0.0040561603685829286,0.006698038395269208,0.016439910085063306,0.006669430703904136,0.0046196794039479894,0.01165021729865547,0.006513879564446269,0.005866842806189232,0.005638514846574364,0.007278673073140642,0.009779617699942454,0.011469140621858548,0.14561840514234373,0.022043078799799817,0.011881657748906071,0.006062000897784743,0.005148256643082814,0.008054218274389555,0.035853027168540816,0.009312082306743387,0.0038555346442914642,0.04460455429781412,0.006262546454744013,2.0
3,subgenre-current,novela romántica,other,70,1000,0,4,0.003958034240112208,0.009012835573030313,0.008043220977543694,0.0018089843353950774,0.0060768848316957655,0.010662715639152382,0.004491393681291384,0.005336270463834994,0.04776640280712025,0.027129299150352608,0.06482584899723601,0.005799958771489978,0.04365526806350525,0.0028545987799370835,0.01765381027404079,0.005496545661090705,0.0069375579933086354,0.0035413546130172867,0.004998484242276561,0.00745252462017726,0.003280263363525432,0.005103014601547991,0.002872508031821777,0.010585865979438228,0.07196172325069633,0.007454905063881826,0.004529740504444187,0.008059277462205534,0.008202367101732642,0.0016243915326135784,0.003094777755625304,0.008867271627028064,0.0041874147385709964,0.010459662432810908,0.010362411314996234,0.006047716528891201,0.0025334025163720767,0.06487938531671923,0.011231090925405151,0.006945392115387018,0.005340455643835484,0.008015596215969615,0.0017624973078997827,0.0031730732800363147,0.0017909696629639566,0.0029149786053950352,0.0077902231680835425,0.003432558840207298,0.009535269322332559,0.02237435337915442,0.004505405024311525,0.005079880992629335,0.004659637496063453,0.015676432754517532,0.003305678483201007,0.003685228915055168,0.012152464106858895,0.011192474092584458,0.007989333062569524,0.13949800996919345,0.012209827568354216,0.01472273935217184,0.009909233367627356,0.007438355508637056,0.005279553819712915,0.05807836339529291,0.009429139087070116,0.01005689806283474,0.05119920975561587,0.008017583880498778,3.0
4,subgenre-current,novela romántica,other,70,1000,0,4,0.004926196862960175,0.008352133430522674,0.007675364805101494,0.0015383039433086278,0.011317455357962736,0.008954528126504026,0.006016161445011496,0.006271185187426397,0.05885591717936271,0.02834991296157566,0.06038914938451963,0.0020220141138149964,0.0361516776096076,0.0076761959085267905,0.028485540951875214,0.004664735244712516,0.006351398825930167,0.0037619013408723982,0.002474162600755217,0.005935862212022525,0.006156974868630445,0.004371801320729137,0.004406127897921404,0.010871643237515695,0.06390630037250124,0.0033753086200466586,0.008285799602723638,0.006282407409504297,0.008981139071203811,0.0017719771368347886,0.009518675614791292,0.0052964541435932,0.004356217249030267,0.010170017477000769,0.00936664993539816,0.005850982376929318,0.004388507513365975,0.06977062213173024,0.009250409018415364,0.008051531435624858,0.005046665467200682,0.0048037850212175725,0.0014050182396896493,0.0014105566221512284,0.0019997311935148285,0.006205950297500052,0.012877927624259707,0.007925933512992272,0.006014446015204226,0.01643151174077917,0.004280210525063032,0.006347013398675804,0.005934251924935139,0.01478700106266426,0.001587965557070638,0.004613598122099428,0.017192221083430506,0.01339852015135632,0.007123684187395976,0.15193406052391406,0.014259027601772804,0.015344627185381257,0.004485543724006502,0.007347110305836145,0.005785694241259438,0.03998113562588188,0.007355507187082146,0.0029069771114351678,0.04689110100890153,0.009723879811465184,4.0
5,subgenre-current,novela romántica,other,70,1000,0,4,0.005116127115743657,0.006992961869505466,0.007593711548545237,0.00022689075630252103,0.00913434520770045,0.012706334006855948,0.0030755058887631877,0.005208000422932396,0.040219265537038716,0.03494140422148099,0.06747596832299604,0.0028006113431713253,0.03173369226076566,0.010144329487678128,0.033068267118940155,0.003002741287319897,0.011064923861452415,0.008686504560525126,0.0036686000791300937,0.0035821938607253326,0.004804877409305243,0.0044493961108471895,0.005459992976514364,0.01318804686334594,0.0677859490326026,0.0070211257188352106,0.005291166406703625,0.007734955788493811,0.010430863555786615,0.0007046705186127559,0.0068899601777889395,0.005565578921893254,0.007682963645253072,0.009830710512535774,0.005188783310060056,0.002560015484557041,0.001782083893374197,0.06778943735143543,0.011746617705982171,0.009983499325143651,0.0052587296175604405,0.006303194715170859,0.003526143637492565,0.0034460545062325325,0.004189964824352971,0.009807410791050013,0.013137491475721757,0.011166382255388144,0.00482103809046659,0.014666177472226347,0.002474207674691389,0.003485117206809634,0.004454464708248146,0.01886652291338795,0.003850194267662588,0.0023068894029576103,0.012128900321945331,0.0069604748592897855,0.006616997790694383,0.14229447800952005,0.013025966195894514,0.0180294834080877,0.002246342935568585,0.006598600918447634,0.004399733812986017,0.03215736697196885,0.005299852421368639,0.0025642772853280327,0.07121016345909859,0.008374304583738914,5.0
6,subgenre-current,novela romántica,other,70,1000,0,4,0.0042661219210835995,0.006121291976165246,0.005997540879520094,0.0011229504316129003,0.0052588487235710885,0.009280103263911462,0.005625359423355379,0.007013989617161246,0.05521496363994331,0.02744549401175932,0.07189486189126107,0.0010744508968606355,0.03368751146357738,0.005176344203810905,0.02898409686163118,0.0050034808318335285,0.01395550524451817,0.007932017927019811,0.004501420447503172,0.0037690270453704963,0.002763816769877341,0.0013378013878900413,0.0053930671455615494,0.013933825382699905,0.0807219472369844,0.004194007682046625,0.006734015135901532,0.010238557058701308,0.010519583497325624,0.003176979314364428,0.006385771729158424,0.007796097429216811,0.004063915897823499,0.00992307542644483,0.01177187902278938,0.0010761349421610255,0.0011938111801728568,0.07031439297344683,0.007206923616380764,0.005890954361721735,0.0030819966843269146,0.0068209866966415,0.000963004340783816,0.004580628196815557,0.0005892602470592303,0.008114726625254899,0.007819266086843364,0.00658562682556865,0.006609517205131203,0.02545813161525352,0.005406309465440652,0.0068167142618258,0.005726637945159347,0.01248984905415052,0.001495040415350018,0.0043753159527766435,0.012738559895439623,0.007889634590343222,0.006911374042358764,0.14879131367656673,0.015807870016823312,0.012551990884025166,0.0061027970349053435,0.004540273369359022,0.0035792437595375056,0.02613911814041462,0.005703950103365868,0.006591774319749617,0.06213538805338874,0.005621762603201932,6.0
7,subgenre-current,novela romántica,other,70,1000,0,4,0.00524386062673517,0.005810015329012178,0.0021498184883934823,0.0015317101796034982,0.005177430713357942,0.011854554811661849,0.002949663749120973,0.0068738522574160075,0.0511024418792353,0.02842198639425292,0.07118921537909709,0.003014938208408321,0.027045451931597447,0.008757000321269255,0.03148484961103873,0.0045986735746620785,0.014610018900387043,0.006022325367488811,0.0040645494779649625,0.00655584754771083,0.0037193033878516624,0.005112463732683169,0.0029858744463744148,0.0158739350431639,0.07966341725728424,0.0066643304877725676,0.009029214450452159,0.005887377544474454,0.008205218002327343,0.0006017954001688348,0.0055598604345393,0.005107495141799718,0.0047625079149159755,0.010656901512098018,0.012601831283363184,0.00186273554939295,0.003196368836054344,0.06239224058834605,0.008159933076346867,0.01303434231544062,0.003192288542558668,0.005552316266666588,0.002819881002926177,0.0020450840726590753,0.0058456730632297825,0.0047532814903087535,0.010552882845118796,0.0066707928630251245,0.006795573899312687,0.0255162545057637,0.003321874936955098,0.003804800800943589,0.0070058210749863155,0.011794072864502646,0.0045170307413912175,0.002624442956318305,0.010199063639275592,0.011532480645079352,0.01253876058747631,0.1475264059564071,0.018620436325561388,0.011638024161733578,0.0012027334532399491,0.006961216094392877,0.0053024073074658465,0.040264526208826736,0.0048282749313089905,0.0044067207733787675,0.04613087761606748,0.008500649219855884,7.0
8,subgenre-current,novela romántica,other,70,1000,0,4,0.0026227211146443463,0.011894273894527572,0.0028612687830735692,0.001787304884144861,0.007130643208729357,0.007843715660649746,0.00451732325832825,0.004709606318418531,0.0580705589007113,0.01928901097212301,0.06932761137564092,0.003959248067238689,0.034070830696134695,0.004128979959763543,0.018186390201999702,0.006698299181928764,0.0170846113675231,0.005419024496730182,0.0048167244570528536,0.0027870270451318922,0.003484971103493698,0.003641831339785142,0.0037288595858289103,0.014401761522962532,0.07977452268699375,0.006060534457858183,0.004600362841810543,0.004569122191407782,0.00584514386260536,0.002376097336834509,0.007525298954911925,0.00522989314757095,0.003376453832505937,0.0112928738315437,0.008228983320880227,0.006111051947909229,0.002799538352578694,0.047891947350805764,0.011329028766963293,0.006466658772586218,0.004048415295969022,0.004742737007566347,0.001760620971937885,0.0048121025973751575,0.005221277909367022,0.008106235656815482,0.012066714648591341,0.007532713652786278,0.013053916800687095,0.029944870755727514,0.004154513990683402,0.005805099317916934,0.008006531961309347,0.007135396044836261,0.006154184166725188,0.005723719106012436,0.014563403678455857,0.007492454907371583,0.004501790444319566,0.13026444554022013,0.01669704612981629,0.008839644808643458,0.012362851274562409,0.007756276796306877,0.005815141299201585,0.05740891667858852,0.009672132375935916,0.0015082365890169475,0.0631576189714361,0.005750881569486875,8.0
9,subgenre-current,novela romántica,other,70,1000,0,4,0.004408799082996418,0.010128317880195841,0.004086654461342421,0.004690590115329928,0.006429250528624695,0.011186494174173223,0.0051457294743456035,0.0048936566082125104,0.04809278549100804,0.03925096955618627,0.06350146242885496,0.0033253320885498717,0.032069756723440535,0.0037583826869661695,0.031455272484711305,0.005915762099137666,0.010842997480548237,0.0050690917758263645,0.006764456075432825,0.006133220538549168,0.0033101984723946072,0.004194847623151072,0.005907435396413295,0.016142551437933743,0.06783809569783246,0.005871460087300178,0.0063575266434324216,0.00527526628475766,0.009897360698000231,0.0020994472001077675,0.0059359631025290745,0.009508857352505952,0.006296254490287726,0.005871861862836258,0.012699880695486634,0.0052685435172505,0.0017910286130904509,0.05487604970736615,0.008798179364008916,0.006813700848154614,0.0045901915872902785,0.004699806621883868,0.0028768702689643444,0.006213407981830262,0.0026783227651600663,0.009499266875671677,0.0063919874676164855,0.009706724528972706,0.00976903015361378,0.024457868770261702,0.0031013590618887447,0.002923297311905773,0.005269109849179088,0.01023499974726485,0.002265084805126593,0.006281660713266262,0.010247412565447473,0.0060402678449651475,0.005283332879940703,0.14001169171081965,0.01826017494181217,0.011260190600411321,0.00580040358119832,0.009931889614231396,0.005490859932695032,0.046479212752967694,0.010664739572922051,0.0043461410667198575,0.055240886466940746,0.008080317109760312,9.0
