,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call, a el, a la, aque, como, con , cont, de a, de e, de l, de s, de u, el a, el c, el m, el p, el s, en e, en l, entr, era , esta, habí, la c, la m, la p, las , los , más , para, pero, por , que , sin , sus , todo, una ,", que",a con,a de ,a el ,a en ,a la ,a que,aban ,abía ,ación,ament,ando ,aquel,as de,ción ,como ,de el,de la,de lo,de su,do de,e con,e de ,e el ,e hab,e la ,e las,e los,e que,e se ,e su ,en el,en la,encia,endo ,ente ,es de,había,iendo,mente,n de ,n el ,n la ,n que,o con,o de ,o el ,o en ,o la ,o que,o se ,os de,para ,pero ,que e,que l,que n,que s,r de ,r la ,r se ,s de ,s que,ue se
0,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,0.0,0.6710710112268574,-0.3591183093507056,-0.5963015192068234,0.5307930519094413,0.9987757454037052,0.5458062955565073,0.00990489040960063,-0.0857238551398698,-0.006001883966538668,-0.07947623506905666,-0.8592280186905918,-0.09131004483048002,-1.2225479615060122,0.5051882777134961,-0.09975189257798112,0.24784394949007904,0.36911104181452814,1.3130594341235893,-0.04970711373971204,1.0747664963121717,-1.4939212007875007,-0.05750147028237784,0.4856960258015695,-1.0370677367518497,-0.02197727814368186,-0.006175693351852252,0.046298314992638256,0.5229895642690447,-0.4784994904103004,-0.11683247731478386,0.5169376401980019,4.440892098500626e-16,0.6063412552466485,-0.3084686746078893,0.057424335119570236,-0.33275979324317695,-0.007876563458615454,0.30623119816412225,0.8288927915323535,0.7583381899799044,0.24661711886534754,0.3578459429399665,0.8445690684503653,0.2383085417993837,0.5919435120257834,0.01509807342532829,0.11932526379686764,0.5337556654741001,-0.5890773497423244,0.23232782604730912,0.18420914749084993,0.6318024198883363,0.06943936752824398,-0.27435267579208883,-0.007984438172610575,-0.33844869920342935,-0.34888155406507565,-0.1992075793832736,-0.7339516411745778,0.13739609317913024,-0.5156958546888286,-0.44994465754363716,-0.6540136721325027,-0.2563213826417535,0.22544918285355198,-0.31456512402415154,-0.6382703998694061,0.4788767375571105,1.1637091214802333,0.11543785570586856,-0.08752392003833065,-0.07688250213939812,0.5147960158348601,-0.061077640898789864,0.0804612152822981,0.6204788666024693,0.44840216443896946,0.8801528479362226,0.7202911097198175,-0.733625748881073,-0.8086690586349354,0.002641217582422195,-0.41562201981132746,0.2433856626061116,-0.8510502687286458,0.07386628136348994,0.4101270350470102,-0.0025686544323420546,-0.06260752364544797,-1.1027540605739814,0.0018705825036752222,0.43967364718801805,1.1934286524541011,-0.4363303830608304,0.16232539468655632,0.1861167052419596,-0.4716402800485648,0.559737844312186,-0.4119363986181778,0.31663084833406563
1,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,1.0,0.8747709496918274,-0.2890016310915449,-0.4791448641127072,0.8896047282518693,0.834843698943253,0.6991062392342866,0.10890457149638955,0.05331122976057312,0.059925786347629795,-0.07159205624237241,-0.6632948512348965,0.27695449984945975,-0.8875305438680341,0.3760886220650138,-0.4314494410226243,0.2492307940428954,0.43145587926922124,0.9113439067865241,-0.008469995587902956,0.6469602324381712,-1.4573817634339168,-0.016943125077484855,0.8381299443022148,-1.180770909947609,-0.10119512292622776,0.11329397720534079,0.0008383978464466812,0.4561767886222827,-0.5957231558223748,-0.17616432355492695,0.22578978046436726,5.329070518200751e-15,0.3904672232804018,-0.21667377136719457,0.2048375080966225,-0.22494852211600236,0.20960100741425766,0.5089646352312059,1.0258851254510366,0.8852729527927075,-0.04400868055788987,0.46389827739455214,0.8660417523124209,0.4775737148375164,0.38926791188082277,-0.0826080425845345,0.3504852494528247,0.6054414629452813,-0.47376517313157185,0.14657215321936973,0.3099776910274622,0.9949597121671385,0.23021977652688175,-0.22642150635339825,0.04706004743254316,-0.46474560521051067,-0.2941087038769787,0.03726980321371254,-0.795383165831078,0.25350510922535585,-0.31444307415335926,-0.6538674092855359,-0.5173736963342308,-0.2850971068021598,0.0437810807402238,-0.35369014528667714,-0.8004374167749755,0.5704161844285229,0.8955907564907027,-0.019321213788888292,0.030947652311094975,0.1006721404882765,0.3914788218621718,-0.03414059970610217,0.24266162969911897,0.6570765576890825,0.33679505599655174,0.8951618976785325,0.4499533161232838,-0.5799198928891981,-1.284611070797469,0.11399386066996231,-0.17294556488684715,-0.16918060856914352,-1.2524629447497482,0.08857619454174437,0.48304874905825596,-0.12366093154392616,-0.16625696476183605,-1.1603148494143984,-0.4530000847232366,0.5424814040053729,1.5223540753586824,-0.39881785654653445,0.09100335759601547,-0.3429151336094896,-0.16106065954608245,0.4207330220120128,-0.3255556961558354,0.2800026713897996
2,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,2.0,0.45812968805198206,-0.5477051153683958,-0.5609279198595922,0.6563140289770981,1.0341626714722492,0.7225843786320818,0.019208911005098805,0.1411968138866685,0.044612856598120865,-0.28532781702415344,-0.9498890259045114,-0.2084397903746109,-0.8178238067485086,0.22774896693938906,-0.0875697308498955,0.7043088136035796,0.3336994143677161,0.8723365171586172,-0.20142976064569917,0.8596521571855669,-1.5983280386991354,0.11112924601271756,0.7972168881502787,-1.1639831983425628,-0.20613172921810996,0.44898733662353496,0.04748960957615933,0.549887351858231,-0.7646879137637541,-0.08823841443910263,0.43725811557762495,-3.1086244689504383e-15,0.498923070737204,-0.26303849437325066,0.025505233118255477,-0.23312957379958965,-0.07294461460606039,0.48101193122231245,0.8747502800780209,0.6832960242527722,0.1731039243967416,0.3920951386710845,1.0980528195607957,0.5111872224384422,0.5017834565124163,0.14073065262796913,0.6156181403299154,0.762216334911197,-0.5526267830245852,0.6873480585501868,0.3810777213128478,0.7230620490092425,0.24377856110834095,-0.06304085469232157,-0.2794963200136906,-0.6756835253096298,-0.32229009666526265,-0.2648659880697892,-0.9166706398320215,0.34082278771404473,-0.3398394248919019,-0.3027224689333883,-0.5013982514446875,-0.4586540219580866,-0.2605207975317847,0.06518978604362302,-0.9274730077701214,0.470189125964497,0.7132602150339875,0.03822459063326411,-0.19797675058348663,-0.19007497393648842,0.7186081875493646,0.09714763250909719,0.04921287521460149,0.6604757511623351,0.2364454486570473,0.8393315643991499,0.5513037666247094,-0.23223848377694845,-1.1560521207994143,-0.003598217807435744,-0.3429619794539899,-0.18752049565227447,-1.0722709635622503,0.009522022522795659,0.6760732869298306,0.06652691034179248,-0.3896766177562243,-1.1351995238986072,-0.231816886394,0.4191537847353257,1.0525201413447156,-0.6591568780192603,0.24241353668418308,-0.031050792319768594,-0.5602565026263358,0.719302335967786,-0.34764111982276447,0.1271543420839789
3,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,3.0,0.7365754723509492,-0.40363703854550526,-0.49851089990289976,0.5599523874405469,0.5079815103873075,0.685642257760392,-0.13631292412866824,-0.05436441332463959,0.22411106856124807,-0.1557531268904051,-0.8846087975426892,0.02192066985320751,-1.1039382290448208,0.3947096181376301,-0.08995786602675215,0.2502231182035496,0.3437721181327046,0.9944641802205642,0.33226605081210736,0.8639152152597301,-1.515127795425875,-0.13677896436779913,0.7421800160564144,-1.3085984919231395,0.08449323201033088,0.16704272648771157,0.0921187869115363,0.5514030960320793,-0.3978235760356068,-0.18183923921959466,0.49528752769795625,0.0,0.46940491626002423,-0.38108245201431545,0.3126236233812667,-0.21495383961033854,0.16374610771763565,0.5161255867695271,0.7415448553873157,0.827744018573855,0.2035553058737969,0.3693593229162049,1.1003026734601329,0.331333626701149,0.47425470790693736,-0.1542747237528967,0.19075419293258078,0.6596779344180813,-0.49395401740120537,0.23147405531520238,0.07840290870459299,0.6318574224645496,0.05108238630333606,0.0029794050600270294,0.08553054969272211,-0.2950056086739248,-0.3554115911652619,-0.019403395501582654,-0.9783784362104646,0.02815610903357646,-0.36201460283378417,-0.1756301601871102,-0.6263467196425763,-0.15794920964298376,0.46693613813183443,-0.2410893021204179,-0.6528702518030741,0.33847530562556527,0.9739689275296869,0.16632186341407784,-0.11289936215497742,-0.0733336604674174,0.3812160105818445,-0.14100668192086052,0.16388920737931933,0.42297876411564905,0.14228933176247138,0.7601197669502834,0.6102482070987234,-0.6143894545258453,-0.9453236706061138,0.13284848379106495,-0.34060170741170964,0.16936095487889313,-0.9262598429818026,0.07446134391926162,0.6409147424595527,0.044897674548801,-0.07699670105994372,-1.2268695284318183,-0.46508003417082144,0.45504439764041227,1.127282272080305,-0.4743151534242307,0.2893391843423754,-0.016146488711067275,-0.3474061305805106,0.48221251569120605,-0.22993495870424052,0.04271725218826594
4,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,4.0,0.3375063553651779,-0.5705852998592313,-0.47094700424425506,0.454902856575249,0.8153193338554782,0.3278235486387304,0.11643971796906416,-0.012203494986687602,0.19514860816814183,-0.10919628545586069,-0.849938197152982,-0.28364494976941346,-1.234317121832541,0.7001441092272473,-0.12364213175611627,0.02556096214188508,0.4122173771898964,1.1368623659989479,-0.16640040066711814,0.8950524353213646,-1.6067932269372243,-0.15874629989222977,0.9446839993209565,-0.933218097193861,0.11633069763979678,0.027914310999538228,0.1444922222914896,0.3702252346514493,-0.47280421070342604,-0.1213766519054259,0.7110353335868109,4.440892098500626e-16,0.6170168067791622,-0.5520678710358667,0.0614489741791302,-0.265233493219724,0.058801683782225334,0.4410569756469557,0.9487652317399915,0.5860359886127551,-0.009342775554975757,0.33115393275263605,0.7879270298761041,0.38474811971264733,0.4093600253545724,-0.21691073554817308,0.23956239662081302,0.6069648976443911,-0.46782463020485676,0.30614309346782853,0.1756338341950331,0.5349028015752382,0.15271945900640738,-0.006786212578951789,-0.01719418442377374,-0.4060213459118709,-0.5779424827670584,0.04775175099508966,-0.8605082997573162,0.19970221592168735,-0.2600221209371228,-0.2615187764308875,-0.6702478480095424,-0.18681371423524296,0.1880500780358625,-0.2613109441841194,-0.7429351834160829,0.5696595503874098,1.1245115795048861,-0.09409664625420133,0.008661107526854561,-0.13885467520459793,0.6736804383456143,-0.1642155553254242,0.23282166198158794,0.5245740047129684,0.2605266444623464,1.0508013763531863,0.7957606287426574,-0.7297174257495861,-0.9223403101899189,0.13963607760224417,-0.35071858037176135,0.009871138538331214,-0.8882664573466472,0.11148382274896096,0.6423502247054819,-0.0019632870580137407,-0.09085072436030128,-1.1588033722470432,-0.6543691305916843,0.7353685768869133,0.945253796848079,-0.4124683502379627,0.058341486964202494,0.12282926034166758,-0.28021137540824714,0.560394850135278,-0.4862029044825259,0.36302375153342714
5,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,5.0,0.8562087403980208,-0.4371220344214397,-0.5101398465452146,0.7936123155684729,0.8687631848767368,0.6190508615442832,-0.04218602677470917,0.07038419298827969,0.1329079648326299,-0.1756516310103694,-0.8488989869952556,-0.11416268772577132,-1.2914171536050665,0.35022894258988135,-0.23113763158731881,0.0811504516307523,0.42480945549899796,1.060877658571123,-0.025634078258797155,0.8902000100183077,-1.393883546172154,-0.19531385350920705,0.8195660085847793,-1.2910164754495226,0.08002053812509924,0.012349540588375563,-0.08522422342818736,0.2506833984570995,-0.47995199275370914,-0.21867188237637514,0.3989062126910795,-6.661338147750939e-15,0.5973584081121305,-0.2965207197310057,0.09527600817509652,-0.22300796618863883,0.05951823841309334,0.655800513445576,0.8544150767852345,0.8086862696538598,0.09472044263991553,0.24175255959754272,0.7355145190394246,0.42938700188110424,0.3841180563241676,0.11426748829023067,0.4395147113048177,0.7182869643725339,-0.5013654025632212,0.31417881127818736,0.3337514232608789,0.8676246675614379,0.2065177968697458,-0.18521148326439352,0.06669361962656994,-0.4976037776010599,-0.13534949309742672,-0.3297429508152103,-0.8406852648388679,0.21351719999159735,-0.34120306629935937,-0.42970160960122183,-0.6567112770652558,-0.2622743063466677,0.33709708786183823,-0.18576255632098393,-0.8397355228300676,0.3698198011146543,0.9646549222561717,0.14432411531581002,0.0007423966057374942,-0.14057028120424853,0.5186643928484477,-0.2007069519374075,0.2635999128397303,0.5651217567955344,0.31016139530728615,0.8032792373764682,0.5969193486303567,-0.6900710971860139,-1.283077002653044,0.1437688366836386,-0.1954157337641152,-0.2374715578903145,-0.8901184595289711,0.06087277236516497,0.6213925257856887,0.055472203509360996,-0.044203282874518246,-1.1321371795551431,-0.4167453715578153,0.41946457515604474,1.2948776356008618,-0.43570723934877575,0.6011033205550165,0.09007464930587805,-0.1808973362844042,0.5036303560267685,-0.3526247093900823,0.11935334529743513
6,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,6.0,0.5345406902622394,-0.7602503793810886,-0.40426940878135476,0.511310775755963,0.5523380910696977,0.5604383393481296,0.18692829913454823,-0.0018443560006580206,0.14805407293198414,0.02605104972881711,-0.9143083779746888,0.09148154594017777,-1.1615407606220658,0.44764235631477167,-0.2577420684706415,0.46544966861321546,0.2984809636989305,1.1633173493509725,-0.0146499673384195,0.8417660721304174,-1.2368919386078931,-0.2081704849011996,0.7634035560953509,-0.8311328367684399,-0.060902175592134844,0.08767325502683865,-0.05839760981575148,0.3152137871124132,-0.29806478274167425,-0.37436062793344815,0.6294210227929582,4.884981308350689e-15,0.4884726075356276,-0.1383959477022465,0.47078287330744495,-0.1492126754103028,0.38557320636018855,0.5253666933079388,1.0859485820105461,0.5232806628605617,-0.009414203122405929,0.1305023702376149,1.0564634319985196,0.3684862293238049,0.343716461496705,0.05450203888347205,0.22612919921382257,0.28980936077179786,-0.40736316579985166,0.31945767721521157,0.16582193811499724,0.6110044471547802,0.14363422975731666,-0.14143291784853762,0.08423718929540125,-0.2796317448731733,-0.2755368970033303,-0.24424759022740328,-0.6957215048358081,0.13539824571234038,-0.3286246683536891,-0.2886051582477833,-0.5391819195803054,-0.300546249310907,0.3573971155883495,-0.09698421330872287,-0.648705983204289,0.4334002323669581,1.1157972391758124,0.07768993276381309,-0.030885022939682427,-0.27523091237892205,0.8081369815281442,-0.22012347664795318,0.2588835065737305,0.5321014541952209,0.2513958533749703,0.5461498938974417,0.5627773815243593,-0.6460586702979114,-0.9827795794015133,-0.008310764961507955,-0.3813460433258756,0.1300733609278526,-0.846949448504847,0.23036111330551723,0.6043304079396221,-0.13578719616914414,-0.001328721486947737,-1.255316264042672,-0.4614866607868038,0.1845033203505808,1.048357030844106,-0.42812683098387105,0.4645193869760298,-0.10278242364933976,-0.3602237914640021,0.527285645156718,-0.6761713721438447,0.3290806539233375
7,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,7.0,0.519964173730926,-0.5397275706328555,-0.5686559729134544,0.6638988150538526,0.8730127751464222,0.4979333960300812,0.04402561151717255,0.040153645800325766,0.02819321218457921,-0.14734139728621531,-1.0392570896822857,0.20117263302440047,-1.111541502662221,0.467574630355139,-0.08582222147290952,-0.08779302765877367,0.45393659155146004,1.0386121935556942,0.032004818452745276,1.2242909393093373,-1.393789313514413,0.057433395032075674,0.7204636167905952,-1.1163025774286386,-0.048705256075348174,0.07356084055847006,-0.0701087872684153,0.5818747245773384,-0.6006926783663207,-0.2329233679200643,0.16499806044851018,-6.217248937900877e-15,0.45998364035054634,-0.3679521061932084,0.33172748277786146,-0.34197143805214414,0.0230490589381821,0.49076519574037497,1.0575901438773985,0.8085222937519325,0.23112186638170795,0.48795589388413574,0.9532077383043444,0.41677466641618915,0.39098084705083624,-0.10376296205771074,0.14182264639848674,0.6460859818144579,-0.5637535148830763,0.39213408531779315,0.03250036956207791,0.727704200846615,0.18977913376103622,-0.19567686623708236,-0.05354850886803586,-0.3947336174994327,-0.24993989735278677,-0.01597999127058014,-0.7850795054693227,0.18201923330503256,-0.24163838435090434,-0.3392048503343412,-0.8058030601632786,-0.44379838169765184,0.17045421097409597,-0.2566121303475876,-0.6395022837919391,0.4316877499246561,1.126467528676744,0.0703601114347277,0.10134410753709999,-0.13988883069338964,0.7520989521071482,0.04256157978080921,0.3628688613676119,0.2485946155113179,0.34533986617329404,0.7499197590419281,0.724507361311929,-0.7394375080112572,-0.9145228252683371,0.1284974946103115,-0.33135638718356064,0.08788722274123506,-0.7907858281564432,0.19679558017967924,0.7550218982211541,0.13566314867699125,-0.06697363273098877,-1.1122073088720321,-0.3414038191134321,0.13866960296322417,0.8655627352101991,-0.48639800059537447,0.22134873306183067,0.0817386802302712,-0.5552157649857725,0.6002608193452564,-0.6020599619924691,0.5107324390264287
8,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,8.0,0.5371557383642258,-0.2454991077872914,-0.5928905034221696,0.4917276278678952,0.8809364110163816,0.22591991597082173,0.13094828867982694,0.06174656498441533,0.06730428152725398,-0.08944169059609242,-0.6030630151603505,-0.6052222773149596,-1.2522891928560766,0.14755696159905263,-0.2733735574423496,0.5073683242930845,0.3022960724824856,1.2761814012332087,0.201608103722982,0.8850863506258497,-1.493795543950597,0.080023042508503,1.1531831544063518,-1.067906946949872,-0.16340874121663038,-0.09043088435600444,-0.014292790682057244,0.3287639280183309,-0.7338158981654028,-0.21782119189880567,0.10186599463182278,1.1102230246251565e-15,0.28539872548763784,-0.37365284664920906,0.18250597534909108,-0.10047057085726929,0.050138784674727516,0.28865310306941494,1.1413137386412227,0.6580723059571276,-0.007283096552817114,0.6268019021404316,0.8806361967401782,0.3472850777653149,0.5006639337536478,0.0865378177794679,0.2085937001342057,0.7704272550622824,-0.5928037540988824,0.2238873947091397,0.2840186813926991,0.5663865633768579,0.17990167862405942,-0.1891554175097379,-0.02210347613187552,-0.35989024682754656,-0.1318829222577898,0.19547295926066943,-0.7015860292271442,0.21870773614725483,-0.09887050145918486,-0.3991477103836752,-0.8335855041673272,-0.3741926544317359,-0.02413593280958659,-0.41052925133763346,-0.8150461001876119,0.43391438969184853,1.1262531459249665,0.23470894422034666,0.10663790179999427,-0.22886517267945833,0.6823485789630517,0.0641668421211461,0.1570710344290432,0.4966398338472968,0.4601802041255189,0.8143625135900225,0.6610811664499607,-0.8349413905431625,-0.8285122817938768,0.09534217229150332,-0.4617995885028346,-0.03367570212151172,-1.0084803449985367,0.4234719805860674,0.4929118704322918,0.013344221492938846,-0.21948744492110006,-1.324107086408786,-0.5239429397226436,0.3373114776932318,1.3695989141339253,-0.7637377930784904,0.39789878441928045,-0.031196188283163465,-0.09516502619752926,0.6011814940810546,0.030005152717623773,0.22380312861882534
9,subgenre-current,novela romántica,other,100,5gram_chars,zscore,0,9.0,0.594241784371072,-0.16851706619789003,-0.502147567225866,0.5803911138927902,0.6330251736616297,0.4738944328940687,0.08787343311138285,-0.06285576255455338,0.22738303693299733,-0.2677968820817519,-0.8568016431516963,-0.1640029865927211,-1.2698998511942436,0.8603716618660469,-0.3905155864144072,0.3144556852154057,0.46051427750017554,1.1905852613917023,-0.40611187555625505,1.066100031055997,-1.5419135656897736,-0.14254984204665916,0.5914902731847076,-0.7789446556848253,0.1918774677205447,0.1501515292098241,0.11165668013006363,0.17744906851255793,-0.4220700155694165,-0.040403103953196795,0.25618279680781475,2.4424906541753444e-15,0.6469138540090706,-0.3905471786073999,-0.09894261641280122,-0.16472768504045904,0.05947005974302891,0.33393475701440395,0.6305474787594004,0.5645252298167459,-0.16858622570524012,0.507242524432364,0.9090166321268951,0.47310432385623874,0.41503406521572295,0.18400995994432037,0.380734980271463,0.9639163612327248,-0.5063380596139662,0.14780787181380056,0.3043606605332168,0.6661741314391656,0.24399668136264485,0.050078210481043106,-0.05320820885011435,-0.4427558395465329,-0.3813634561915572,-0.06640878125912439,-1.0540638161373002,0.1711739243066024,-0.4487699205928515,-0.15705397832706197,-0.566438590410792,-0.18107200074626767,0.44504810770486314,-0.6146951772880451,-1.0100673482360651,0.7615256309927727,1.1385915604611783,0.13172444115004603,0.3263569250132506,0.14069262629380863,0.6047019785403768,-0.12855225112118968,0.430246078928675,0.7201445207987525,0.30514694605206694,1.0279271977255386,0.7757410900459589,-0.83568046697113,-1.048409841292537,-0.007373568088563154,-0.6718569278401174,-0.15333636853100846,-0.9181202460678823,0.06326524144137596,0.5667460614823325,-0.12457305273708119,-0.07821858240703833,-1.0217431051273342,-0.38620251389217,0.5722925155734648,1.1018505557474991,-0.26560363015525157,-0.02422514474617482,0.21803801272773066,-0.4446972648823063,0.2980074890409963,-0.35771234812018626,0.46371686727462014
