,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,idno,y_true,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
1267,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0109,other,other,other,other,other,other,other,other,other,other,other
1268,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0110,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1269,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0111,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1270,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0113,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1271,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0114,other,other,other,other,other,other,other,other,other,other,other
1272,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0115,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1273,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0117,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1274,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0118,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1275,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0119,other,other,other,other,other,other,other,other,other,other,other
1276,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0120,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1277,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0121,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1278,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0122,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1279,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0124,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1280,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0125,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1281,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0126,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1282,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0127,other,other,other,other,other,other,other,other,other,other,other
1283,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0131,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1284,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0133,other,other,other,other,other,other,other,other,other,other,other
1285,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0135,other,other,other,other,other,other,novela romántica,other,other,other,other
1286,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0136,other,other,other,other,other,other,other,other,other,other,other
1287,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0138,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1288,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0140,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1289,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0141,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1290,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0142,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1291,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0143,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1292,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0144,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1293,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0146,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1294,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0148,other,other,other,other,other,other,other,other,other,other,other
1295,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0149,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1296,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0155,other,other,other,other,other,other,other,other,other,other,other
1297,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0157,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1298,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0161,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1299,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0162,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica
1300,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0163,other,other,other,other,other,other,other,other,other,other,other
1301,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0164,other,other,other,other,other,other,other,other,other,other,other
1302,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0165,other,other,other,other,other,other,other,other,other,other,other
1303,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0167,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1304,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0169,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1305,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0172,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica
1306,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0173,other,other,other,other,other,other,other,other,other,other,other
1307,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0174,other,other,other,other,other,other,other,other,other,other,other
1308,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0175,other,other,other,other,other,other,other,other,other,other,other
1309,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0177,other,other,other,other,other,other,other,other,novela romántica,other,other
1310,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0178,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1311,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0179,other,other,other,other,other,other,other,other,other,other,other
1312,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0180,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1313,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0181,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1314,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0182,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1315,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0188,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1316,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0189,other,other,other,other,other,other,other,other,other,other,other
1317,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0190,other,other,other,other,other,other,other,other,other,other,other
1318,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0191,other,other,other,other,other,other,other,other,other,other,other
1319,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0192,other,other,other,other,other,other,other,other,other,other,other
1320,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0193,other,other,other,other,other,other,other,other,other,other,other
1321,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0194,other,other,other,other,other,other,other,other,other,other,other
1322,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0195,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1323,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0196,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1324,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0197,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1325,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0198,other,other,other,other,other,other,other,other,other,other,other
1326,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0202,other,other,other,other,other,other,other,other,other,other,other
1327,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0203,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1328,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0204,other,other,other,other,other,other,other,other,other,other,other
1329,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0205,other,other,other,other,other,other,other,other,other,other,other
1330,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0206,other,other,other,other,other,other,other,other,other,novela romántica,other
1331,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0208,other,other,other,other,other,other,other,other,other,other,other
1332,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0210,other,other,other,other,other,other,other,other,other,novela romántica,other
1333,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0214,other,other,other,other,other,other,other,other,other,novela romántica,other
1334,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0216,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1335,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0217,other,other,other,other,other,other,other,other,other,other,other
1336,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0219,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1337,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0221,other,other,other,other,other,other,other,other,other,other,other
1338,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0223,other,other,other,other,other,other,other,other,other,other,other
1339,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0225,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1340,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0226,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1341,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0227,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1342,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0229,other,other,other,other,other,other,other,other,other,other,other
1343,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0230,other,other,other,other,other,other,other,other,other,other,other
1344,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0232,other,other,other,other,other,other,other,other,other,other,other
1345,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0234,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1346,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0235,other,other,other,other,other,other,other,other,other,other,other
1347,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0238,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1348,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0239,other,other,other,other,other,other,other,other,other,other,other
1349,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0240,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other
1350,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0244,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other
1351,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0246,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1352,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0247,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1353,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0248,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1354,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0249,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1355,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0250,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1356,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0252,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1357,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0254,other,other,other,other,other,other,other,other,other,other,other
1358,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0255,other,other,other,other,other,other,other,other,other,other,other
1359,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,7,nh0256,other,other,other,other,other,other,other,other,other,other,other
1360,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0001,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1361,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0002,other,other,other,other,other,other,other,other,other,other,other
1362,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0003,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1363,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0005,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1364,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0006,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1365,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0007,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1366,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0008,other,other,other,other,other,other,other,other,other,other,other
1367,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0009,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1368,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0010,other,other,other,other,other,other,other,other,other,other,other
1369,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0011,other,other,other,other,other,other,other,other,other,other,other
1370,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0012,other,other,other,other,other,other,other,other,other,other,other
1371,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0013,other,other,other,other,other,other,other,other,other,other,other
1372,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0015,other,other,other,other,other,other,other,other,other,other,other
1373,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0016,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1374,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0017,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1375,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0019,other,other,other,other,other,other,other,other,other,other,other
1376,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0022,other,other,other,other,other,other,other,other,other,other,other
1377,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0023,other,other,other,other,other,other,other,other,other,other,other
1378,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0024,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1379,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0025,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1380,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0026,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1381,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0027,other,other,other,other,other,other,other,other,other,other,other
1382,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0028,other,other,novela romántica,other,other,other,other,other,other,other,other
1383,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0029,other,other,novela romántica,other,other,other,other,other,other,other,other
1384,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0030,other,other,other,other,other,other,other,other,other,other,other
1385,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0031,other,other,other,other,other,other,other,other,other,other,other
1386,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0032,other,other,other,other,other,other,other,other,other,other,other
1387,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0033,other,other,other,other,other,other,other,other,other,other,other
1388,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0034,other,other,other,other,other,other,other,other,other,other,other
1389,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0035,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1390,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0036,other,other,other,other,other,other,other,other,other,other,other
1391,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0038,other,other,other,other,other,other,other,other,other,other,other
1392,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0039,other,other,other,other,other,other,other,other,other,other,other
1393,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0040,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1394,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0043,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1395,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0044,other,other,other,other,other,other,other,other,other,other,other
1396,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0045,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1397,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0046,other,other,other,other,other,other,other,other,other,other,other
1398,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0047,other,other,other,other,other,other,other,other,other,other,other
1399,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0048,other,other,other,other,other,other,other,other,other,other,other
1400,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0049,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1401,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0050,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1402,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0052,other,other,other,other,other,other,other,other,other,other,other
1403,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0055,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1404,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0056,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1405,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0057,other,other,other,other,other,other,other,other,other,other,other
1406,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0058,other,other,other,other,other,other,other,other,other,other,other
1407,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0059,other,other,other,other,other,other,other,other,other,other,other
1408,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0060,other,other,other,other,other,other,other,other,other,other,other
1409,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0061,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1410,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0062,other,other,other,other,other,other,other,other,other,other,other
1411,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0064,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1412,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0065,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1413,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0067,other,other,other,other,other,other,other,other,other,other,other
1414,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0068,other,other,other,other,other,other,other,other,other,other,other
1415,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0069,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1416,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0071,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1417,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0072,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1418,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0073,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1419,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0074,other,other,other,other,other,other,other,other,other,other,other
1420,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0075,other,other,other,other,other,other,other,other,other,other,other
1421,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0076,other,other,other,other,other,other,other,other,other,other,other
1422,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0080,other,other,other,other,other,other,other,other,other,other,other
1423,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0082,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
1424,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,8,nh0084,other,other,other,other,other,other,other,other,other,other,other
