,call,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition
0,0,0.00186920166015625,0.002946138381958008,0.8823529411764706,0.875,0.875,0.875,0.9411764705882353,0.9433962264150942,0.9146341463414634,0.974025974025974,subgenre-current,novela romántica,other,80,250,0,0
1,1,0.0018699169158935547,0.002898693084716797,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.934640522875817,0.9367088607594937,0.9135802469135802,0.961038961038961,subgenre-current,novela romántica,other,80,250,0,0
2,2,0.0018951892852783203,0.002858877182006836,0.8823529411764706,0.875,0.875,0.875,0.954248366013072,0.9559748427672956,0.926829268292683,0.987012987012987,subgenre-current,novela romántica,other,80,250,0,0
3,3,0.0018622875213623047,0.002898693084716797,1.0,1.0,1.0,1.0,0.9411764705882353,0.9440993788819876,0.9047619047619048,0.987012987012987,subgenre-current,novela romántica,other,80,250,0,0
4,4,0.0020101070404052734,0.002972841262817383,0.8823529411764706,0.875,0.875,0.875,0.954248366013072,0.9554140127388535,0.9375,0.974025974025974,subgenre-current,novela romántica,other,80,250,0,0
5,5,0.0018215179443359375,0.0033032894134521484,0.8235294117647058,0.8421052631578948,0.8,0.8888888888888888,0.9607843137254902,0.9610389610389611,0.9487179487179487,0.9736842105263158,subgenre-current,novela romántica,other,80,250,0,0
6,6,0.0018687248229980469,0.0028810501098632812,0.9411764705882353,0.9411764705882353,1.0,0.8888888888888888,0.934640522875817,0.9367088607594938,0.9024390243902439,0.9736842105263158,subgenre-current,novela romántica,other,80,250,0,0
7,7,0.001984834671020508,0.0029020309448242188,1.0,1.0,1.0,1.0,0.9281045751633987,0.9299363057324841,0.9012345679012346,0.9605263157894737,subgenre-current,novela romántica,other,80,250,0,0
8,8,0.0018470287322998047,0.002942800521850586,0.7647058823529411,0.7999999999999999,0.7272727272727273,0.8888888888888888,0.9477124183006536,0.9487179487179489,0.925,0.9736842105263158,subgenre-current,novela romántica,other,80,250,0,0
9,9,0.002016305923461914,0.0029401779174804688,1.0,1.0,1.0,1.0,0.954248366013072,0.9554140127388535,0.9259259259259259,0.9868421052631579,subgenre-current,novela romántica,other,80,250,0,0
10,0,0.0020151138305664062,0.003016233444213867,1.0,1.0,1.0,1.0,0.9477124183006536,0.949367088607595,0.9259259259259259,0.974025974025974,subgenre-current,novela romántica,other,80,250,1,0
11,1,0.0019478797912597656,0.0029289722442626953,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.9607843137254902,0.9620253164556961,0.9382716049382716,0.987012987012987,subgenre-current,novela romántica,other,80,250,1,0
12,2,0.001994609832763672,0.0029065608978271484,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.954248366013072,0.9565217391304348,0.9166666666666666,1.0,subgenre-current,novela romántica,other,80,250,1,0
13,3,0.0019381046295166016,0.0029175281524658203,0.8823529411764706,0.875,0.875,0.875,0.9607843137254902,0.9625,0.927710843373494,1.0,subgenre-current,novela romántica,other,80,250,1,0
14,4,0.001956462860107422,0.0029916763305664062,0.8823529411764706,0.875,0.875,0.875,0.9673202614379085,0.9685534591194969,0.9390243902439024,1.0,subgenre-current,novela romántica,other,80,250,1,0
15,5,0.0019078254699707031,0.002955913543701172,0.7647058823529411,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9673202614379085,0.967741935483871,0.9493670886075949,0.9868421052631579,subgenre-current,novela romántica,other,80,250,1,0
16,6,0.002010345458984375,0.002902507781982422,1.0,1.0,1.0,1.0,0.954248366013072,0.9559748427672956,0.9156626506024096,1.0,subgenre-current,novela romántica,other,80,250,1,0
17,7,0.001964092254638672,0.0029828548431396484,1.0,1.0,1.0,1.0,0.9477124183006536,0.949367088607595,0.9146341463414634,0.9868421052631579,subgenre-current,novela romántica,other,80,250,1,0
18,8,0.001956939697265625,0.0029783248901367188,0.8235294117647058,0.8571428571428571,0.75,1.0,0.954248366013072,0.9548387096774194,0.9367088607594937,0.9736842105263158,subgenre-current,novela romántica,other,80,250,1,0
19,9,0.002019166946411133,0.002965688705444336,1.0,1.0,1.0,1.0,0.9607843137254902,0.9620253164556963,0.926829268292683,1.0,subgenre-current,novela romántica,other,80,250,1,0
20,0,0.0019388198852539062,0.0029931068420410156,0.8823529411764706,0.8750000000000001,1.0,0.7777777777777778,0.9673202614379085,0.9681528662420382,0.9382716049382716,1.0,subgenre-current,novela romántica,other,80,250,2,0
21,1,0.0018460750579833984,0.002906322479248047,0.9411764705882353,0.9473684210526316,0.9,1.0,0.9673202614379085,0.967741935483871,0.9493670886075949,0.9868421052631579,subgenre-current,novela romántica,other,80,250,2,0
22,2,0.001964569091796875,0.0029134750366210938,1.0,1.0,1.0,1.0,0.9607843137254902,0.9615384615384615,0.9375,0.9868421052631579,subgenre-current,novela romántica,other,80,250,2,0
23,3,0.001971006393432617,0.0029382705688476562,1.0,1.0,1.0,1.0,0.954248366013072,0.9554140127388535,0.9259259259259259,0.9868421052631579,subgenre-current,novela romántica,other,80,250,2,0
24,4,0.0019299983978271484,0.0029795169830322266,0.9411764705882353,0.9411764705882353,1.0,0.8888888888888888,0.954248366013072,0.9554140127388535,0.9259259259259259,0.9868421052631579,subgenre-current,novela romántica,other,80,250,2,0
25,5,0.0018014907836914062,0.002941608428955078,0.7058823529411765,0.6666666666666666,0.7142857142857143,0.625,0.9673202614379085,0.9681528662420381,0.95,0.987012987012987,subgenre-current,novela romántica,other,80,250,2,0
26,6,0.001905679702758789,0.0029418468475341797,1.0,1.0,1.0,1.0,0.954248366013072,0.9559748427672956,0.926829268292683,0.987012987012987,subgenre-current,novela romántica,other,80,250,2,0
27,7,0.0019795894622802734,0.0029621124267578125,1.0,1.0,1.0,1.0,0.954248366013072,0.9559748427672956,0.926829268292683,0.987012987012987,subgenre-current,novela romántica,other,80,250,2,0
28,8,0.0018453598022460938,0.0029425621032714844,0.8235294117647058,0.8421052631578948,0.7272727272727273,1.0,0.9607843137254902,0.9620253164556961,0.9382716049382716,0.987012987012987,subgenre-current,novela romántica,other,80,250,2,0
29,9,0.0020444393157958984,0.003031492233276367,1.0,1.0,1.0,1.0,0.9607843137254902,0.9625,0.927710843373494,1.0,subgenre-current,novela romántica,other,80,250,2,0
30,0,0.002002239227294922,0.0029993057250976562,1.0,1.0,1.0,1.0,0.9281045751633987,0.930817610062893,0.891566265060241,0.9736842105263158,subgenre-current,novela romántica,other,80,250,3,0
31,1,0.001882314682006836,0.002931356430053711,0.9411764705882353,0.9473684210526316,0.9,1.0,0.9411764705882353,0.9433962264150944,0.9036144578313253,0.9868421052631579,subgenre-current,novela romántica,other,80,250,3,0
32,2,0.0019075870513916016,0.002888917922973633,0.8823529411764706,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9477124183006536,0.949367088607595,0.9146341463414634,0.9868421052631579,subgenre-current,novela romántica,other,80,250,3,0
