,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,cv_call
0,subgenre-current,novela romántica,other,60,1000,0,4,0.01459194862624607,0.002099920755501743,0.010336015804421636,0.09774601118750427,0.009711722513562927,0.004876934219923556,0.009673749373015364,0.028915131340008306,0.007284220419975923,0.007162305634521392,0.012911709895976004,0.021467099160211785,0.013213690579431676,0.00887133282868516,0.022990938622563944,0.015483517015248915,0.014426855434532837,0.02573227791569856,0.0036815232736643025,0.009226100696436576,0.032663367768268364,0.008150237944318739,0.0106795317125094,0.010458336960724108,0.005908386227415439,0.0025570436418453396,0.00548956629171501,0.0028468228421840024,0.05178001962826461,0.0077701891236990955,0.009947845409780307,0.007800531911765044,0.005516677653200716,0.046735589265769616,0.04094333031413048,0.07965287555886111,0.0031643941827727852,0.004402728213215482,0.0073645692752506795,0.009837570437372696,0.0034089403271656787,0.037025487492193004,0.007055270279783995,0.015668942032586137,0.0102143519708446,0.009135779851152428,0.005640809036921096,0.011234810753699295,0.010191584815232949,0.011750607924127951,0.004156074811673825,0.006363277094211218,0.006171181468458954,0.004370426201838254,0.015074214301048787,0.009053403235695187,0.00435673234593779,0.12401912463571314,0.004808156449410453,0.006228205312111268,0.0
1,subgenre-current,novela romántica,other,60,1000,0,4,0.014011739341338477,0.004619403443401025,0.008596842630836323,0.12703314304715438,0.002832530324044655,0.007521565753915846,0.004926397352037554,0.020286941432624942,0.007384353153992555,0.007983396992883631,0.009559628383309824,0.01871592323733095,0.021629519685325508,0.006884924360146111,0.017911294841944203,0.014255648280569709,0.005493887421074751,0.01878439775887253,0.004841659781295529,0.009962345290019659,0.03614421074406626,0.013908887116833149,0.008930689523787887,0.006035622909483607,0.006218242322711059,0.0045284058136879565,0.004383795470284596,0.0025321220246156784,0.056985755567078585,0.007322878004922147,0.00943493299601003,0.007895227787021142,0.004246013582300913,0.02870432316603865,0.043005047585818634,0.08461638848917878,0.0021814584690768466,0.011358199416975646,0.01499738936771051,0.004902951061671385,0.006650667988535584,0.03773641911262633,0.0069195398752977975,0.007597535478436394,0.004328367912332053,0.012419333039241882,0.004689745440574461,0.015099436646754413,0.006199517980109906,0.0162474285919422,0.004845699137222737,0.0036336830328223546,0.00849417867312792,0.007922336646877066,0.008704214165049694,0.009311919010540768,0.004235816708210207,0.13321435069504206,0.004531902656423218,0.005649823277441437,1.0
2,subgenre-current,novela romántica,other,60,1000,0,4,0.013056875054125186,0.002820315018563855,0.008537197195691475,0.10638903908805236,0.002882348542248613,0.011365691443657384,0.016711591028692043,0.02666148240828275,0.007292011363082483,0.007792657860500225,0.006464698432482094,0.0220864777993794,0.012915099623109992,0.004497098010723462,0.018235796449389132,0.015219134472876662,0.01237481789345556,0.02851850341990008,0.0037257241564504565,0.010956839977180922,0.03720586941890182,0.010197117872767916,0.010796366136836748,0.010310187350244264,0.00773896176949196,0.002685032520666311,0.007677626353189787,0.0026390591663367838,0.05979895491066014,0.003928254454443482,0.008536697698749212,0.009393140243552336,0.00408628466861876,0.04189035672242666,0.04936074128170871,0.07459905738889701,0.003034548865035608,0.007370112803242629,0.007382987286288944,0.006674250564385711,0.004592022758260141,0.032702100310457026,0.00864218484081711,0.008787128048770899,0.005593885434590979,0.016683420412806287,0.0091209141028337,0.010585392157635437,0.005561036882814546,0.01406064476908406,0.0048428889475734425,0.005928667139939978,0.0059074270550423524,0.006633592740911938,0.008459777924708927,0.00862882626103429,0.004493636540802239,0.12210080106575567,0.003052919838816061,0.009813726053055938,2.0
3,subgenre-current,novela romántica,other,60,1000,0,4,0.019744539086675627,0.003893967658854461,0.009435795237073387,0.09872245543505244,0.003999258544197003,0.008360951773430646,0.007596009007023347,0.0199141090495476,0.00619898989957884,0.00904977444186685,0.006909185640975622,0.01546398932512949,0.015214788985526155,0.008688106706324856,0.01747110610591094,0.012732791516356196,0.00996688572145602,0.027128668195002238,0.007618497374751804,0.006388489309343976,0.033709122792727614,0.012282684756565123,0.005502841957711085,0.0049012100502453994,0.007602907040434544,0.0056155900350916286,0.009670198301562663,0.004814510070115735,0.06048144245215135,0.00662256742220751,0.013698738053551669,0.008525099288158158,0.00537362305102379,0.0433452639119424,0.0438126054879568,0.08552764711846488,0.004074852673947392,0.005963845605808539,0.013801443185489605,0.007047876289496205,0.005653699671467588,0.0353372597306474,0.007210203089596956,0.015404316925560315,0.005846809804066764,0.010768258740554813,0.01283855347977475,0.010901184945553564,0.007429935955237209,0.012250710237668841,0.0047399535977769155,0.003995301782708319,0.003646244917581677,0.00415190277103121,0.008539580910125926,0.00748902214861053,0.009143932781656969,0.12363526728651138,0.005111402375470947,0.009034030289668515,3.0
4,subgenre-current,novela romántica,other,60,1000,0,4,0.027543388884693917,0.003238675191534084,0.006678733930981464,0.12091361637621614,0.005724157186512313,0.011223423027470422,0.008045019593050451,0.023519479924764726,0.0066353646694290135,0.0052122980629033715,0.00810213316612909,0.018808169329872403,0.0180768191676888,0.008144892945310067,0.009069881632481713,0.010636849462489452,0.007866354036852258,0.02020415497141254,0.004365457672488571,0.004609933719030799,0.04027839791550844,0.007581219778523284,0.010900582643814723,0.008002575516951773,0.008769231372148334,0.003422366892126365,0.010246791355991571,0.00323912454439955,0.061625948174275816,0.007557055247561135,0.009001919195442007,0.007090711849330655,0.0045559030267734325,0.02906970748440932,0.04252234909695276,0.07590766118689214,0.0038231227972657608,0.008500473613961106,0.012456524472054909,0.005532414490566283,0.004289596499892901,0.03926441000058766,0.006040104775561191,0.013964703500281938,0.005363339208116727,0.010596006773048457,0.0065243341081789395,0.011172713900413713,0.0046000159072307565,0.015501242633554516,0.006925860286984574,0.004231877836514128,0.005132088614907003,0.005123411800095777,0.011090077707641808,0.011631788051059666,0.00717731805787813,0.12940035862459234,0.004629850230782864,0.00863801787641578,4.0
5,subgenre-current,novela romántica,other,60,1000,0,4,0.01926464283810565,0.004557497908526022,0.004830486917423231,0.10209133146936987,0.0047429854010633855,0.009002051705749312,0.01066974197989245,0.016872686770259368,0.007190488433741015,0.008814897415705368,0.008816736240510227,0.01690231511913515,0.021462577999985296,0.002865443156024586,0.015481710114153209,0.014612254401115691,0.009686403796089402,0.023936067768017176,0.004404954514712386,0.0053423716122509715,0.0379337867270551,0.011604938907687285,0.0036373522470677616,0.005002085809046622,0.01306828480224965,0.002383006854300293,0.01059159771257332,0.0047554264194715435,0.07068101667359786,0.007071979544692389,0.011416008428808043,0.008737711973885377,0.002859302629407907,0.03918855978905785,0.0568152215747737,0.08095172007188761,0.003205558937258752,0.0034889445505331502,0.011304715565586971,0.009014322358553359,0.004787963192568826,0.03056505935157613,0.00711395238301118,0.02181475143188821,0.004000588708984743,0.010213753938085105,0.002640543276645505,0.006025529696839543,0.004197344786257518,0.01395979571431226,0.00860821918607972,0.003983636703071817,0.005191095427582093,0.006729660967989461,0.011454977234277595,0.00799628433185705,0.004030369784425948,0.12958857770210105,0.005640201826957706,0.006198507216164277,5.0
6,subgenre-current,novela romántica,other,60,1000,0,4,0.017699672601619924,0.001893743906026472,0.005840785611945582,0.11110572490134027,0.005709138454473867,0.009181711734988168,0.006055738330271104,0.016547855924460314,0.003752879229656529,0.008122226834481105,0.00977616768459756,0.01214361554889342,0.010889621753448993,0.00625387320716592,0.016805312340438278,0.013155630722527114,0.0037741385203801377,0.02939649238794923,0.004133854227122852,0.006903081641512839,0.04609012251682194,0.008824387735127597,0.005613247919983327,0.00894050041598,0.010006045916029115,0.002453048809581499,0.0059241662801730365,0.008143748289632616,0.0615658919274296,0.008809670724865036,0.009164532108593516,0.011172471351800087,0.0037810439354995454,0.03988903420277234,0.060969355166623475,0.07911477519151072,0.0027006396132183163,0.003414315117057743,0.012383649003978064,0.006247924505619307,0.00462921955234535,0.024244578813008042,0.004473162564875388,0.0169132111503077,0.007444989238703413,0.0048829599531669005,0.004061623184288917,0.009645875883289488,0.003953969602958983,0.014174980725532778,0.003533496726311521,0.004488447840601861,0.006092901717311952,0.00683137705257615,0.011044827239863018,0.01157999747568285,0.004657145231087582,0.14701878721033568,0.0043949582656556884,0.011583654276500205,6.0
7,subgenre-current,novela romántica,other,60,1000,0,4,0.022332641109274645,0.003309535882881312,0.005861207145372329,0.09502378428696932,0.004430540317253583,0.006477922482075631,0.008749244644168845,0.02249155723283333,0.0019418528336334231,0.014407984998563175,0.00835290516861677,0.015436189327961885,0.013772213401821371,0.00667968617402382,0.008596613912447837,0.01254275292684862,0.007469106349776299,0.02919790750064615,0.006257891662797185,0.00947899212740897,0.029661096119414518,0.006202118083333419,0.0061398492656329386,0.012008798014429074,0.01099165653454525,0.0024129131130264,0.00921771524874962,0.01053458667527193,0.06632942940975545,0.007135792030912422,0.007949081099036377,0.006959816177087848,0.0021111888234264767,0.032032074453331394,0.0551001759142272,0.07655187306200628,0.004981302085700015,0.005466526898190761,0.009743895863263009,0.007368357869121146,0.005313943677428625,0.028758732200474587,0.006817571423493754,0.018701300992050515,0.005273816765075404,0.008824474245038018,0.007057425776039517,0.00958901021771676,0.00693103124035219,0.0200291411102676,0.005267678961109187,0.003691073795699449,0.005268092875059229,0.0072050608947178876,0.01233540749132332,0.012335550756737344,0.0050515395065347975,0.144635164594766,0.004857128456674801,0.010348078793604956,7.0
8,subgenre-current,novela romántica,other,60,1000,0,4,0.017736679327413032,0.0031268231309990444,0.005911706134511656,0.12272819640234447,0.007741134121494239,0.011861127942996937,0.0069518382784216,0.023215160217417676,0.004192438069451286,0.008098679269281412,0.009010450558099724,0.014996069948691525,0.014907591800060209,0.006468899401869576,0.007767308163521658,0.01631635915998149,0.009296774466692291,0.02850234378982635,0.005636949273226654,0.00608698122344952,0.03042482822224806,0.008041031916346895,0.00432969927111807,0.004927773303419694,0.008854107465146529,0.005017329321217807,0.0051682478084449845,0.010106711660706964,0.05916216751508507,0.0046671355635084155,0.00780428413333878,0.007408207898836528,0.0025355288436551635,0.052930670279238375,0.058005775991716364,0.07625229392134357,0.005085958238596176,0.005836715053966081,0.013900017208353748,0.005525887252190328,0.005543160796039643,0.02374934369043345,0.0045300668496274345,0.014677438487988984,0.005737493497966647,0.008442710462556964,0.004360649377845621,0.007526748106380088,0.007012586905188381,0.012983331011531134,0.003373321510002004,0.002835303071080488,0.006840793360201729,0.006488284828947033,0.01800157794335406,0.007017455681935226,0.005634712755598122,0.1355886716549628,0.005524122622880453,0.0075943458372517815,8.0
9,subgenre-current,novela romántica,other,60,1000,0,4,0.017789969682495292,0.0033115916799798073,0.003913266629261835,0.10869547739280948,0.007034278474277046,0.007659303156304042,0.017184873148230966,0.01628744773109539,0.002452826821619061,0.006460042135873586,0.012774213782982506,0.01139324967464197,0.02160147018230764,0.004186575192653738,0.01402072793385017,0.019150427723571367,0.009379035379715643,0.015691878094368717,0.005934736111112354,0.005852929357167525,0.04095904009817704,0.003715759048822279,0.0038486322120842593,0.0036116031380393062,0.009425313433200109,0.0033283681911328274,0.005508073786412611,0.00534653875134395,0.06640003541345303,0.011061918823003343,0.0097881715658713,0.010542507385155213,0.0025585047258907968,0.04051672649128677,0.04709837201127226,0.06927415073501945,0.0032911291819395358,0.004887706298394363,0.021344386550024304,0.006197773569688216,0.00756223884630746,0.03545696584754773,0.007438456642046417,0.01963503047692531,0.006345283788518138,0.010595276374542368,0.007879942327623256,0.010526742708305836,0.005727692147333819,0.016937284313350308,0.005263224769578606,0.005840408381361764,0.0035307227759907326,0.008052984510650481,0.016210955064642076,0.009567322105474648,0.011327370689539212,0.11907025879659992,0.00635822632253457,0.007194581416598206,9.0
