,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl,de la,de el,o que,s que,a que,os de,que e,que s,mente,que l,de su,e los,as de,a con,en la,e que,es de,en el,iendo,ament,aquel,ación,de lo,do de,e con,o con,que n,ue se,n que,e hab,encia,e las,la ca,de un,iento,que a,mient,e est,ombre,ue no,que h,to de,iones,ndo s,ndo l,lo qu,ar se,ón de,s con,señor,os qu,cuand,n los,por l,quell,o por,que t,estab,con l,ra de,staba,que p,a los,orque,ue ha,de es,do se,do en,entre,el co,es qu,hombr,te de,el ca,con e,iente,ión d,en su,no de,contr,ue la,que d,cione,e una,ue es,uestr,por e,que m,on la,parec,se de,n las,los d,de qu,mento,a par,ar la,os co,los c,la co
0,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,0,novela romántica,other,0.0035125910213067435,2.0993456092467655,-0.9527334107467853,-2.0552056572572353,3.9802146139819445,0.48048413839385873,0.822779252301904,-1.4705586805626663,0.6967419088312845,-0.5194117107991751,-0.8606689256682942,-0.5627245591820558,0.9837767834786715,2.1406583771476133,1.707103353468006,-0.07387290954892933,1.0805745227211452,2.258041681825529,-0.7771837344566049,-0.003725369527678879,-0.07631116591240616,0.8528823355252064,-1.2103879317595465,1.1798432978792264,-1.3853093366681761,-1.7432333973710703,1.2863156166481,-1.161827542777464,0.03889785688645919,-0.7871324784411713,-0.7302444692121808,-0.6927190960688563,0.34388542519276183,-0.03789985908539428,0.43334305022505437,-0.11877308968903244,-0.5408295577944535,-3.7471795234410963,-0.3646842431433759,1.0965797433839763,-0.4629252372605672,0.09684288337050684,-0.38206519238687986,-0.7688715487584309,-1.4178189048467245,1.5651282911669502,-0.31038871669000145,0.16522438979592224,0.22389375703609726,0.9459240443316146,0.975954279234347,1.1854183558179932,2.59371161616453,0.4555892827041155,-0.9657609083788844,0.9068213187179606,-1.3655574953569607,0.23236706114710134,-1.1334738596739227,1.4941912077428212,-0.053383848725630095,-0.5157285871976309,0.6685057376924903,-0.8718584400755721,0.2421052612901876,-1.1150912864726288,0.18129562674118793,0.5863459523699872,-0.994673032036522,-0.48778911751174137,-1.1629093268897315,-1.031512164716711,-0.7913255071967933,-1.4512642483964817,2.134608504019898,3.276890214501613,0.8718409648875313,-0.2495075879941714,1.4264032666598956,1.1416589965329695,1.370622056615705,-0.4184096955246377,-0.7729567219758433,-1.0277342068666901,2.0622125726187828,-2.335044212766557,-1.1559575826406758,-0.1121654832355346,-2.326294923233061,1.3593113311620055,-0.38917119081535523,1.0253839525911865,1.201028847840767,-0.19366524887310055,0.12987326231066443,0.5657598937155356,-2.806235215722265,-0.7980394300957812,-0.8127010239222245,-0.4799251446358611
1,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,1,novela romántica,other,0.536742239844958,2.2856458510126294,0.502960485919198,-1.7215427304836042,3.2557459812867835,-0.6281368733766566,-0.19603493449173437,-2.8878810365306524,-0.43565652137630173,0.364932393781647,-0.5659697656653608,-0.9558335216351865,1.337506210375372,1.9169493369999755,1.0095816425987845,0.04138477965154497,0.48966164997903183,3.7083041586997667,0.19407814493708192,0.04642912118329834,-0.21606923825819063,-0.764266311742319,-1.5452371031998604,1.5451908032807242,-2.242056934460888,-2.250480086721786,1.6013036490299168,-1.5226351645082603,-0.1560844719473677,0.09229872772330405,-0.67481020112259,-0.7051753409302463,0.4165348690219474,-0.0064743667858654375,0.8025671045690312,-0.27508392450229296,-0.05284277188590125,-3.2330269771534694,0.5442837950189064,2.3935304125699695,-1.171316519109563,1.765216583598109,0.09153980953139684,-0.5127258641579466,-1.2362880270727692,1.0288478576078002,-1.1861792373304163,0.07623176075571825,0.994093861950512,0.5699815351331077,0.519468565222253,0.5019538549717457,1.6003534152836518,0.4914717549166143,-1.5573360145841124,0.015229775839517679,-1.184387561779858,0.27544981343630737,-0.9960756207444548,0.11762590952235519,0.5891992156340519,-0.08524793497490846,0.8762408237620838,-2.0000026469397,-0.1361400830977736,-1.4709518500095573,0.5545852985491398,-0.9500851518317442,0.13504080812916985,-0.49541119173649345,-0.7840601004798898,-0.8284623936374226,0.2084666433771052,-2.62174241587199,2.2661591131199796,3.489679358492829,0.8093492449718105,-0.7494680487375042,1.5423289998232217,1.5824393639111018,1.4454784657600952,0.39553176325339623,-0.680358411620583,-1.1234948968097416,1.3174228155794894,-3.6977906034125985,-0.5586569293334234,-0.461030666659342,-2.5406847610900556,-0.12436740361412313,0.19257936997648417,0.13594422877584617,1.6585623844373523,0.7886589881681322,-0.10899553756954816,0.5422695472640404,-1.8638381653187195,0.6302700922259095,0.00547418781488096,0.2898036004229635
2,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,2,novela romántica,other,0.010336770384263616,2.2756709979975387,0.5519566213689995,-1.9557689266669236,3.2127462991474665,1.044630914855412,-0.9795535936351034,-2.022220034970932,-0.9068885198440597,-0.8080541485611274,-0.7435224509458771,-0.9006775541295737,1.4701173028962595,1.395181413906215,1.4723222332219166,0.05468158809548074,1.229256027532175,3.0471633323897738,-0.8343446162303861,1.0000638308892646,0.27088209899103377,-0.4098447228567883,-0.36901558089575737,1.2259362371878197,-1.9589913997941544,-1.5174411787462394,1.3451666550722896,-1.094014129412117,1.2946543431156854,0.8191310895246273,-0.7705003856800234,0.2057483483993079,0.4331978936922276,-0.07927160009111,0.42116280844900966,0.31392068195337286,-0.05586307002917168,-2.719586314564116,0.5463618970299591,1.5866756815039305,-1.1566510125562801,0.09543153080218425,-0.4375623764162391,-0.3874325438192663,-1.2285417868832227,1.1865365905444611,-0.6638623044255763,-0.10454597703339652,0.4887268224282302,0.4836209134149265,1.2877243379901058,1.4993964653854384,1.4037124353975998,0.7554036860335649,-0.7833756471505307,0.18552372536046802,0.8175416780428432,-0.44802367188377956,-1.2815233100895487,1.4282812035681924,0.023566213460680885,-1.7425768160978232,-0.05713351307943948,-1.7931194762993354,-0.47732498179268745,-1.292691236023937,0.16658149566588476,-0.9205087575653739,-0.2837327071450302,-1.6216588395292328,-2.2406635734961995,-0.42287827205442463,-1.5142978051579372,-1.3084275290860439,1.322353929954796,4.223072534658921,1.081383680261594,-1.6054076728431637,0.8687463000191662,2.3589664225250955,1.2566837082122775,-1.0986020240326484,0.6307581512593514,-1.828056233301998,2.2171442888803705,-3.2669353789017874,-0.8971079057653024,0.06097669934826233,-1.277950047224699,0.2107468168770823,0.6642144281462943,-0.46303839768054844,1.2286960776415685,-0.1933314242278903,-0.5256210611722905,-0.7765421438515859,-1.3784815400619868,-0.05982187659353966,-0.9823615820580462,1.0058182844351071
3,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,3,novela romántica,other,0.639831669471076,2.707901437857517,0.3094563355301734,-2.6294058827112883,3.766645004996955,0.9054705879464287,0.14091363329885276,-2.790243576792239,-0.5827715650879615,-0.353786327830488,-0.22593922874150207,-1.265273925786449,0.6836978450782132,2.1358484750974682,2.066551967592457,0.24066743771664711,0.8778152337398302,2.6178166070882205,-0.4503493084034875,-0.6677785091502613,0.18314077913886306,-1.1276520805342027,-1.7725896960054355,1.8473416213581997,-1.3073301863021953,-1.920956088481696,1.635463319136286,-1.7250022788485921,-0.08709327416443813,0.2768491776843294,-0.9729266715110838,-0.8053954429364514,0.6486825738550306,-0.24766687110904861,1.3172566158727381,-0.40070240842695215,-0.1019828565931431,-3.7282487727082376,0.48765762978425986,2.70254724038345,-1.2222234965166883,0.7929644910770097,0.49961816212325205,-0.5119640426164214,-1.4945864153850144,1.3903206751255057,-1.263931646089218,0.012097949960702792,0.6812978986638636,-0.4372068482265832,1.1684546166308345,0.709722411925116,1.6653145863689138,0.7881285063096888,-1.2439643302502645,-0.07059918030826973,-0.7586297839228844,-0.09693696377578886,-1.0971472578086487,0.792558531969275,0.05552268937386318,-1.2660553527888743,0.34950156291598855,-1.8356348151834303,0.2067796938156139,-1.4453840906673072,0.25529426182524384,-0.40754429699121175,-0.4858496263148835,-0.9982303512484001,-0.7418856572162538,-0.554786428896267,-0.7656111297337311,-1.8884757156919525,1.1855888553305465,4.541838699419091,0.5927777733800488,-0.9859221288091218,2.0785764615103544,2.0964269899931067,1.2074150165988784,-0.38497141578858907,-0.07978155382367813,-1.5964580342141643,2.0926505722707884,-3.4738370339329276,-1.114296512731062,-0.8533661409688515,-2.373804209365315,0.1913744565265536,0.730145569035642,0.6219959455764754,2.2248971888112097,0.3424399024946849,-0.10672936628969021,-0.23246169508963987,-2.495568571172452,0.33040019191686554,-1.3973170826478332,0.08558670398668045
4,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,4,novela romántica,other,0.62494924974912,2.2622543472928687,1.1271794982839767,-2.3789423714008464,2.8514518230716392,0.5755712663023482,-0.9233077458900754,-2.7092746562092964,-0.2987768553612451,-0.3997510123839332,-0.1440819745921047,-1.4065434765347513,1.2220083734095644,2.3559087135404857,2.2011279544404907,0.4526426299842532,1.093100174561389,3.3036241359022274,0.14014649746718222,-0.24438897979018837,0.4102171544918267,-0.7091557029315236,-1.1993481212387973,2.390235534757026,-2.267169038548914,-0.9967955197959997,1.444317249317936,-1.4125217319313892,0.9101774048365412,-0.3087046799395896,-0.9710524471370077,-0.4864685268404134,1.1955198958721205,-0.35180095448398063,0.4041542990608784,-0.1725059206508197,-0.5950792503459494,-4.020887167019868,0.22347996694619088,2.5139953928052416,-1.2681862503258525,0.39077769871746426,0.23618095916308723,-0.31361340404041105,-1.4994889082561564,1.8373183505490793,-0.9460446469853192,0.6079456052595793,1.0807965784073632,-0.7230862493407351,1.459481590587802,0.623723625424156,2.3579230499289894,0.06051326618907105,-2.0052554231225432,0.32672126112357436,-0.7196577153001353,-0.2901901396875264,-1.1582254700118586,-0.5539653096177526,0.3506154548229041,-1.0081416902736056,0.11024339150621643,-1.9340259304498,-0.4505852268290056,-0.8851387451795416,0.10839264805693993,-0.6161965331433681,-0.895051309241472,-0.7276732000303325,-0.8942248513136741,-1.026674333934411,-0.1326592236571429,-1.9330675640057415,0.8447242821682583,4.384777482478798,0.8696721692729188,-0.8473537870517083,1.8089004865492955,1.4115531335020082,1.0470338847504257,0.31855922449812457,-0.673679635165132,-1.822356605988964,1.8637221354502147,-3.1125496181613994,-0.6704397281414103,-0.15519597819832098,-2.323345210510908,0.35918202293994295,0.7536588429846383,0.5708807412230392,2.136473326094837,-0.128930146754759,-0.570096659928673,0.21612779115575975,-1.5834714765780395,-0.40064826953724,-1.1696557723113514,0.04995895223805724
5,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,5,novela romántica,other,0.23997183273026224,2.1200493803707783,-0.40726391108069926,-2.3290006740188858,4.040999808992352,0.841005367739073,-0.5139781123715332,-2.4680285781445344,-0.683320026659759,-0.8719995710017994,-0.6876408370732907,-1.4132915446173695,1.3718714237571055,2.700185598622273,0.8734113175734994,0.26702096126108454,0.6606906386788465,2.5792790302264015,-0.8893256718028661,-0.06391066221986819,-0.1657701433220511,-0.09146272749457607,-1.31368898123685,1.5679264617148547,-1.3068886993070246,-2.4943838629998627,1.2578517276945416,-2.4539620577493393,0.03393826319078075,-0.8421085773440369,0.0060299101536456234,0.015045838467882433,1.2924292344606059,0.06736616165621023,0.692773303472296,-0.28358263874496004,-0.23908839713850583,-2.3032464116246825,-0.10732802624789595,1.916842389315402,-0.5659390894327729,1.1383572844608176,0.5211788026184241,-0.33171891929365405,-0.9969402597378019,0.8135729956509699,-1.625049336909468,-0.8473676340737537,0.7865879366913453,0.41761612159282113,0.8531679434052677,0.40784126833469436,2.3101870838757765,0.5383430336610218,-1.3055457415587324,0.764567465811496,-0.12037218825074314,0.03129127273846688,-0.6385391199248058,1.1846028048648698,-0.16635250264834167,-0.48632125673266824,0.2492748885060374,-1.3307983767082971,0.6933225145375523,-2.837529167328741,0.7065289804785966,-0.13510285507016295,-0.977449924940168,-1.3666673792049004,-1.1390124569210105,-0.8289755154161402,-0.25923858045022063,-1.931326433635959,1.3222499063786288,4.055625724472745,0.47638938001267483,-0.8267286898191633,1.608291533881732,1.510974393084429,1.2691430190456523,-0.35092344808414655,-0.5736330616395162,-1.5114750951455176,2.514887115691029,-2.1897352584623473,-0.24853339545301978,0.08631971588162912,-2.663215498048223,-0.09481356398098217,1.1307080246890004,0.2490417004772394,2.2893256727102798,0.17466889549907716,0.2571347775686479,-0.2962062344823395,-2.602190821342152,-0.4043956418692405,-0.7504472444807844,0.35305197674164046
6,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,6,novela romántica,other,-0.6137263483749098,2.5694922561397435,-0.153191924671239,-1.3247834143119555,1.7159876890408714,0.5234538836485131,0.36949870033156396,-1.3792754218093024,0.0309808081837204,-0.7969924578660855,-0.49502666795995043,-1.488985422592123,0.38263299532436773,0.5183555786083321,2.4856735805245744,0.31500168597359435,0.47149374816577094,2.656913397017006,-0.5027876602267947,-0.2871671373702573,-0.12127703230223341,0.7347153299322841,-1.435686513884821,0.4673390581213674,-0.20366649304872503,-1.2745002557790523,0.5558329318946991,-0.658364078695533,0.6799845610431787,-0.5475309069143872,0.1258956655138383,-0.8486900791049745,0.8130316713916401,-0.07031203097303224,0.4374054943441798,-0.32905817801138104,0.32905480586506614,-2.607598087405284,-0.6896353931237563,1.9028638359234702,-0.33457204731404877,1.044593276856338,0.7364718885429082,0.3891363044313564,0.7794591047804375,1.614792272994479,-0.7638376696530531,-0.25795626202302896,-0.17984599720334127,-0.7404394923504103,-0.088012217239127,0.7284028200609839,1.4027017850770285,1.2935135697874585,-0.4071066722405396,0.5154995889458744,-1.9888512116527803,0.034827697115688054,-0.7367709045615505,-0.033444166962852045,0.31559488882403236,-0.8680041842260542,-0.3114862864136634,-1.257806935984658,0.5456263396184228,-1.6547108913383417,1.0826702964569845,-0.40929675528806364,-0.2522238919597962,0.1231715790910392,-0.7113082912302053,-0.01272404968527803,-0.865294190917262,-1.4707118701500896,1.1934825404069669,3.4631114145092754,-0.0019134416457038395,-0.5406610005183177,0.38099584181241664,1.1226265525721246,1.5071495968783861,-0.3334498366261844,-0.8030500897422393,-1.114878519025205,0.9047089438040824,-1.563338973150776,-0.36330017965036937,-1.864614756233039,-0.8946276574493409,-0.3141301180507789,0.20316726005886537,1.1644846495129575,2.157747180137476,-0.3165493310704448,-0.44054603230467615,-0.4395096874449593,-2.053529899797312,-0.4586712323683641,0.07932696406733974,-0.5359237340953992
7,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,7,novela romántica,other,0.8584696501316497,1.5492091661235443,-0.39630891840446475,-1.4631925466028552,3.055990473394474,0.7612646895135319,0.5243415355178551,-2.119223299985588,-0.8158828245633828,0.45715422303020536,-0.485164642491577,-1.6979079009446327,0.3472958998053197,1.8078581284456672,1.4597767126602295,1.1414628866200371,1.2875523802736868,2.912751506639812,-0.25429211038600147,0.7920975544327051,0.14464807314746664,-1.0903789803592157,-1.8096655084481708,0.37475282289755535,-1.9650334166460868,-0.9341483822994711,1.5357354100897256,-1.3970699045928034,-0.7322801807716617,0.7871857336692308,-0.6548474703944315,0.4876997880221651,0.599624253432861,-0.08064996637627038,-0.2673341339364066,-0.12104956859258156,-0.6642090022370343,-3.041546861203323,-0.469535731626696,2.2268651700029576,-0.853393493625688,1.0557519594563434,-0.18463743709850805,-0.16341093064113468,-0.4657044738516915,1.6251442236342344,-1.041170642115334,0.4708546035729205,-0.33087235772465273,-0.5195189106646384,0.921852844443549,1.0861756513552618,2.508279942498749,0.639713476335812,-1.2825140744247492,0.028874490288925372,-0.827398055420837,-0.24424126708273955,-1.0401535985962544,1.6990440038857682,-0.07305796205553478,-1.9100162691833986,-0.5675721186036301,-2.14075895790334,-0.003010575184739031,-1.0352370450034523,0.5368274287619141,0.1378331483227136,-0.7063076211952234,-1.0969225152108286,-1.3093588641908631,-0.5990158770925714,0.11155072980569977,-2.181670352562765,1.003396539389468,4.466228996516833,0.8119684256322663,-0.6796240278770044,0.8963126336185576,2.14036255495932,1.124000438721604,1.3474131942515168,-0.555172411000525,-1.5194129393310094,1.3559185863667786,-2.084733620022946,-1.0173521675012691,-1.8115321994117866,-2.328288048650841,0.2469840248420422,-0.5211644967375246,0.34391119867212117,1.7363780139043687,0.9230657927340525,-0.2901739669128283,-0.8228729225430003,-2.073066057981533,0.5465659781708101,-0.1612222274009981,0.15829015238074934
8,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,8,novela romántica,other,1.1601005855589754,1.2842802408438363,0.11527857467348657,-0.7468339135188895,2.212982602966076,1.1604200788507222,-0.23830607940775161,-2.406828568444188,-0.5762432252502756,-0.2913847434467822,-0.1904079853160301,-0.9694708411522406,0.37395411323019223,1.510889873136467,1.5561165077760095,-0.3086510120851069,1.0565802305210261,1.8917322656624191,-0.5476965476361959,-0.2341265292717023,-0.15909804538752814,-0.9533381566572419,-0.7691108586593387,0.9378905356782337,0.29640664892988866,-0.7944925315327471,1.633303829222197,-1.4508804430948805,0.7330049478221339,0.3041988598312446,-0.5902750832409258,-1.1290091768026649,1.4075663322404153,0.08598516573574111,1.0200333829572603,-0.09745153296991127,0.7755638670134082,-2.361943202080265,-0.28300225069355545,2.3372916184753927,-0.9060646903442886,1.2998560658914866,0.7804130434524308,0.06612803724527794,-0.7815335950382083,2.3576853212893245,-0.5728927005859599,0.45465217617456233,0.9536787384432577,0.3932308653211434,0.9808513957840876,-1.385317475335293,1.2419174972002098,0.5075547664332527,-1.6073630878494147,-0.901595065305318,-0.4059790885639698,-0.27156161015022784,-0.13807346141558474,0.9043931500947893,0.08658374392329216,-1.4209491730362585,0.20522005519070774,-0.19715509864350877,0.11133125928485743,-1.3083391971557776,-0.0994991768209621,0.4762571838425562,-0.6103294388326956,-0.26019548578416496,-0.9423232879463992,-0.4349963339458769,-0.7386565574783082,-2.2158516252071987,0.9270887939705932,4.088255618893325,-0.3643823431193862,-0.6633973033033853,0.6134995644865975,-0.26662443478834597,-0.03237050156452703,-0.5587389095098172,0.18583101506822608,-0.520050989211871,0.42387710176025206,-3.48647963575392,-0.7243214939829268,-0.3102177522949888,-1.957563160995884,-0.12965720253231483,0.7763069901390645,-0.746237248827061,1.2350913481987313,-0.724599959778542,-0.4202434086394735,0.6010453820356791,-1.893453358324302,0.07662236507260678,0.09718304576148706,-0.4840416343718251
9,subgenre-current,novela romántica,other,100,5gram_chars_word,tf,0,9,novela romántica,other,2.0396956048003325,1.9076758207909137,-0.12507397614351135,-1.7237831197080524,3.795188311644215,1.0092584904296578,-0.17565590850811041,-2.566063643017321,-0.27003230689092206,0.26957825382782286,-0.3867668969555602,-1.1807209235052474,0.17069644596647482,1.6911455218208866,1.9577833222095355,0.7612377124407876,-0.1573427906369398,2.6157188042872415,-1.1565348175276053,0.9124182861378589,0.5569852844187073,0.3027549097002975,-0.7853267505188413,1.3520149835666926,-1.5339340460736155,-1.7037395613244133,1.1813912617778382,-2.4325018865272696,-0.4128004826322549,0.16635835528722076,0.0038447726314680963,-0.5104993126644954,0.37333388770435416,0.36947800548151655,0.8057026524115107,0.253971241265055,-0.36588868237887917,-2.6161128020045092,-0.14963085282547262,1.7532121754047472,-1.1538520595580417,-0.20273294541918574,-0.5601000649940007,-1.061339000848415,-1.7077309224396293,1.5968881953713234,-1.527245106707996,0.5102565581379919,0.19628965280682031,-0.027846765420807884,1.3732409559662826,0.9763492597361605,2.212986273737226,0.4518157976119852,-1.0377207674614404,-0.10828354602736745,-0.6153812389288644,0.2910848327137252,-0.7402442371851379,0.7780486201238421,-0.07495933048095171,-1.125113117614898,0.34762399063148397,-2.2021684032554427,-0.5040033466491032,-1.4965642326318473,0.0029851407125276452,0.5198639879124602,-1.5878068965041052,-0.4394795396034401,-0.8767825187332026,-1.0515258259729672,-0.7988957410731272,-2.0504628051915983,1.1866032391511645,3.1819055041097917,0.3024834568417152,-1.1744698420086372,0.808206317750999,1.6773962036104413,0.24302071316465668,-0.15669197157989334,-0.37757400420165155,-1.327911249979067,2.4952949684807155,-3.6642440551969604,-1.439110731119408,-0.12360815171165296,-1.797214908521556,-0.27305078167580543,2.0837337435751255,0.2020523462253534,1.6751473434236814,0.8868492496648122,-0.22942287321135701,-0.405428211171726,-1.5231531428960121,0.9365479909110901,-1.2995476133138046,-0.11088409911643993
