,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,que,ent,e e,e l,con,a e,nte,a d,s d,est,o d,los,ado,aba,a c,e s,a l,ndo,ien,e a,o e,era,e d,por,a s,las,a p,par,sta,a a,n e,res,and,des,a m,o s,tra,o a,ero,n l,nto,per,ant,com,men,una,ara,e p,s p,e c,s c,r l,o l,ada,s a,e h,o q,end,ido,pre,s e,dos,ida,o p,lla,hab,rec,ier,ión,esp,aci,e m,o c,cia,n s,dad,nci,nta,n d,enc,ten,a q,ció,n a,s q,bre,e t,ran,tan,r s,s s,ntr,l c,uer,s m,ell,ste,a v,qui,s l
0,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,0.0,0.6446592320908575,0.2923300832317868,0.32452948588588626,-0.1339574462844909,-1.3152849394744432,0.4748960937999075,0.2044736091191811,0.028127187458327985,0.2797973274331025,-0.5023490758302079,-0.3994921658032784,-0.11521380287409275,0.04238128358070381,0.08488848425510764,0.0956783108814072,-0.054124269124008466,0.1612597396915696,0.08072058988396713,0.09144035416238694,-0.17088472066061233,0.024892771019897172,-0.0988786711973928,-0.6931767093611585,-0.15252282566377118,0.16323801135732066,0.4212371810548905,-0.5449633026374411,0.08284308331178736,1.3936906572923202,0.6643729705083958,0.5242033738074464,0.1795395702644771,-0.7794226276259735,0.4673215488663497,1.455278344416726,0.3525053992971604,-0.22377988582965225,-0.24372579455321566,-0.6879961213855954,-0.0579215642091222,-1.4150787253325603,0.7188882795730824,0.06915105627084017,0.018480107331159457,0.4550533151596861,1.0983372273653194,0.20859859797499936,0.9394372666366536,-1.0593154971187888,0.5980688542569391,0.15517322742952366,0.375321241553044,0.5754315028162241,0.0911063682608323,-0.17408507146449892,0.29287970011358033,0.2294733596527956,-0.4345529613135543,-0.7341968887766636,-0.4864035509717586,-0.14655630076288007,-0.32064091522478155,1.375827755725798,-0.5579544018409626,-0.036273533046674585,0.12484313136836113,-0.02381030590808764,-0.1843748511844978,0.3138126645232323,-1.5046814349537283,0.19515699056989955,0.15323897894605698,0.465020403304153,-0.6072263308235804,0.4166579703782593,0.10635669830976556,0.09884750134300656,1.3287702571806146,-0.4660249483984137,0.7069673040280402,-0.940692655052511,0.21673052828340267,-0.029725849408830163,-0.992294369305927,0.32999041211777624,-0.7771434588256814,-0.04405145101654395,-0.6256450911310587,0.3080860953432998,-0.12931353415344649,0.1449163624622023,-0.8303436015392256,-0.841737100486969,-1.5016589061318344,0.04555750865738428,0.9097827022808084,0.6793289330597283,0.2495102151832533,0.4889268011081995,-0.3575074270091787
1,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,1.0,0.911025729965174,0.3053625482284359,0.6094561697931875,0.17584811128110445,-0.7561299000050659,0.2600976720624991,-0.19338855970392232,0.12852460290082598,0.3635065832748642,-0.5952322101038259,-0.3548119283110365,-0.05160168038317803,-0.11854138859969555,-0.21558812758811752,0.2861245387887877,-0.04186622310307908,-0.03650015862192002,0.0130688702895303,-0.09784286701832223,-0.3483317706018277,0.3369244111420828,-0.06958232689387711,-0.9429738676137496,-0.3316284428974642,0.24560417046728425,0.4747928931658459,-0.4176923049477663,0.02547040954446433,1.1562548668321735,0.6195235485009912,0.9953726467969152,-0.1142767524935091,-1.0143785827731615,0.5679868591481342,1.4150785460384756,0.4382050109739286,-0.30789339322760234,-0.4244545378143021,-1.0072237825087815,0.14074571266933478,-1.2448893983483116,0.5842750974134906,-0.3740243077928485,0.15287053890862612,0.1327944004936093,1.0985827601063791,0.4848546590763921,0.9791765631777588,-0.7581935844288604,0.3565773060244464,0.20171511267343645,0.43751587634319655,0.9786610361048514,0.3636615767505824,0.0028987441826145988,0.07408900394106044,0.4705830789828918,-0.5183697386259916,-0.8906578623527317,-0.9136950068912087,0.4304351458495879,-0.4631216183907882,0.976750493038982,-0.736215443260715,-0.11155534455987247,0.18701247234350796,0.4566197416725613,-0.09510543587579234,0.109111891862197,-1.1323617818466258,0.17406865845696162,-0.015758520507423157,0.6874435540899464,-0.2600590720069078,0.6351085165552987,-0.13523941336281753,0.32192290219014685,0.9050811313706066,-1.0602261889657267,0.6700665282629454,-0.7380094042676458,0.2877003882609729,-0.05397997840081703,-0.9674837794582454,0.8602935283335863,-0.9549904014889872,0.2365284599371351,-0.7141747084782736,0.6299515782054821,0.15755937465774014,0.29751188952703955,-0.2879489307300098,-0.7693468286329788,-1.2795024735130907,-0.22346842922463767,0.669861986812881,0.4701789910001086,0.7212443554226344,0.051444348511815015,0.1272105238165417
2,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,2.0,0.8513260222669565,0.06684951094604741,0.5986541770851201,0.05103385119655335,-0.8759000747693391,0.005583075599505882,-0.2887397417919346,-0.11140543415327132,0.453264922478879,-0.5459833944000614,-0.4388955399908059,-0.15542158069607026,-0.004186383655227832,-0.22406449640658488,0.5145551372487918,-0.4735150840829796,0.3115483016888604,-0.11078350502127343,-0.009319782909245513,-0.14014603919635715,0.1154939399010706,-0.06544629203289909,-0.7955232986713776,-0.3807613069325151,0.4807600328552095,0.648770490596645,-0.11112221306929204,-0.10020390369977594,1.1680003500756724,0.8938712164894012,0.5344873212166054,0.06913656422105717,-1.0796336398061048,0.4728715724228058,1.5415495086726092,0.4672574733166712,-0.04705983840453143,-0.31421088754507176,-0.9685232692249384,0.307402983352041,-1.2792585455410406,0.2650253136928763,-0.4842642441667037,0.17298760424781578,0.20059936755827434,1.0833003070695768,0.2224432134636929,1.3517194755611213,-0.7981238379721025,0.2630179089479047,0.17129687532659546,0.3963292426357564,1.0699849852975878,0.2791514371712481,0.20285272934218224,0.5577745187930326,0.5485655679668542,-0.4321860591802289,-0.9469422417320548,-0.22641829577393136,0.037445435035630366,-0.3187000883262557,1.117300664138888,-0.5230566405912334,-0.12474779419222705,-0.008558707666808774,0.4715072794436792,-0.051752613814145865,0.2564036894598372,-1.2220431971125407,0.3599632352196964,-0.09701586317994347,0.35996018580167266,-0.348435478224026,0.5114205345025953,0.3022309816403651,0.13201850055257205,1.159199850505528,-1.1169650315736253,0.36215435881283065,-0.9020437503375588,0.4447225878270735,0.08378810881637783,-1.0429792076876432,0.18117442007675288,-0.6862975910690365,0.015346247104559119,-0.44719627815029056,0.6896505848014829,-0.04642423968011866,0.20939560847672045,-0.2800173814200757,-1.1095273114596518,-1.384747907346716,-0.024646453117324718,0.5294312825238321,0.158188865847826,0.6427327053116421,-0.09803784597533216,0.027132634137329248
3,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,3.0,-8.881784197001252e-16,0.15005502778314705,0.35460058856464,0.09715793289433516,-0.8478743850971249,0.5511863554560941,0.002585740208730813,0.22008053831243546,0.2431355740840241,-0.5649380016633314,-0.4177684089533413,-0.05364197489439093,-0.1153393393060922,0.09912294630498042,0.4521301837098017,-0.4590547041483468,0.11821113645738945,0.03821559055848084,0.22188174130057287,-0.1610092843098726,0.09793118900279184,-0.08903664143967782,-1.2755008678034652,-0.2614460108666006,0.3854445199343717,0.4148827433589744,-0.17481534961623266,-0.1759623244949466,1.453329226465906,0.6242013618742579,0.3798737069300804,-0.16604618113903435,-0.7759283956048579,0.9250735340387332,1.0698060524200703,0.704504540405865,-0.5564505261113609,-0.3532287349411236,-1.2591354240221886,0.22116174068568084,-1.3330431064147252,0.7968230208775825,-0.22626628931017875,0.038972785865023785,0.20193431964575875,0.9599751657694878,0.038606732323933024,0.8533183175127088,-0.6608553587695742,0.6447474669423754,0.43429504893316,0.2333255614308584,1.1271224431286986,0.22695754447324776,-0.14756345907798996,0.22007059934824744,0.4575551935733231,-0.5840266062592052,-0.9105344686117652,-0.6357125874542653,-0.00910861347671832,-0.469845839292325,1.2228618727478562,-0.20916681566603745,-0.10172920779445016,-0.3474776053355925,0.2692204006768649,-0.15401013795439644,0.3625062445679288,-1.1348176633087284,0.09433578923121284,0.1561897840878555,0.4815937109455541,-0.3047193629191116,0.7283507839082182,-0.12616920257107178,0.4288764464442171,0.9121438205598146,-0.6117598989992582,0.7453669006236785,-1.1157024772033526,-0.13798323178720828,0.05790241052835837,-0.860441904927906,0.394739891056049,-0.28703948871513657,-0.13868998492961238,-0.2665734440026143,0.15850564113520216,-0.14154889755469102,0.22181235247640185,-0.3918806662450423,-1.073624702043636,-1.6133809214685295,-0.5526940829863162,0.4569817231924962,-0.0014677923147172476,0.711440554788086,0.10206107019218658,0.24692126676212445
4,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,4.0,0.7607234407574703,0.2288475272852313,0.3817065128951005,-0.052586976819581854,-0.7158336548718347,0.32851555753064543,-0.1634163676527176,-0.1333515173658726,0.3946976210877309,-0.2996857271108705,-0.6906847878561001,-0.21237298101704669,0.12123334009313208,-0.2564124451860321,0.2672762459370732,-0.05079402938059427,-0.02250826473321021,0.19288802590917212,0.04621850940852385,-0.23174750530720045,0.24977400636702896,-0.14527221492386802,-0.8184674264915065,-0.4386279300593557,0.30410416204007684,0.5680380535530991,-0.4883176375541067,-0.2587366224191117,1.2330599388388463,0.7389842551088476,0.3945341626854359,0.22276532188174936,-0.795618851156078,0.5354004315119159,1.5751110545091715,0.6620447573113113,-0.2995871002829502,-0.5256027564217045,-0.980948663448138,0.08293847418450254,-1.4960379097814809,0.7264894320160217,-0.5185939921246233,-0.17478764918303724,0.11466658651473312,0.7572529076589494,0.27121761712621584,1.3250645579321896,-0.5952431438387125,0.4778642490347119,0.407268689303182,0.4096893557101868,0.7946386662954901,0.4562581722735033,-0.1273086205450509,0.28335875629339397,0.11963319661403182,-0.528318995188108,-0.83468341634422,-0.5620923752698005,0.2273281771053173,-0.2641361976137724,1.2256516147528804,-0.6841269483283198,-0.2634233867279121,-0.3701230013172228,0.3643851589193503,0.11738506007224715,0.19937098206671366,-1.3498511270759457,0.13741287120564066,-0.011313688434876916,0.349297794859792,-0.28604745482171745,0.4532360173096215,0.20215847225994849,0.011893193631545064,1.1019658147733993,-0.8381364085012274,0.8663472955880478,-0.4421467128653386,0.4410606516857214,-0.012452549450714556,-0.7895536172637347,0.4296801084852431,-0.6836109748337329,0.1419229366862786,-0.6577706630147726,0.6003417536631429,-0.08276099440140912,0.3766341142081397,-0.3861376146339273,-0.8240613518625978,-1.6673109606280148,-0.023800663629122698,0.4185543634623552,0.169946402393013,0.6370145821178392,0.3257659379064469,-0.1493359987619735
5,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,5.0,0.7408162138351608,0.05405691475690433,0.30914486247918793,0.07891410451222858,-0.8930848525357212,0.1631896717600423,-0.2045608598856261,0.09978517589842584,0.3221825503039226,-0.23578541845767464,-0.6909990611838164,-0.20457089145394147,-0.049558064052835686,-0.2203871166491218,0.3026986202817749,-0.05689323827882364,-0.1352065745298372,0.06393899716934359,-0.04957677054752852,-0.11304654017277847,0.04710858552446906,-0.22247522223088054,-0.8975987861892261,-0.4734786643248688,0.6455260288171625,0.3809703078152669,-0.4109254997004685,-0.2886576535579086,1.4612314637493973,0.533508987283333,0.5973514241792821,0.029807303247098568,-0.9114989818752212,0.5803634436930334,1.6498734096783294,0.5888150003169008,-0.05323086688582089,-0.4939203753406649,-0.8071244027305947,0.1443968592573353,-1.363916400486543,0.6756669629451061,-0.3758818811350092,0.12742362472646884,0.21472669837140654,1.0972737963177042,0.3859590231021829,0.9949126800673004,-0.8229744652941295,0.5984317852860729,0.3907627479418824,0.1637735461662917,0.8678192450432864,0.19851698764935036,0.21696116069339302,0.37499912911890176,0.3146226047232932,-0.4913889456884535,-0.9736004615678976,-0.6062182250284283,0.04795237782092443,-0.5433541781845359,1.3433318275928194,-0.4546775920388899,-0.20431977300878068,-0.19890276516533775,0.21282228743381326,0.3066418063095504,-0.07471957783195697,-1.270227105929189,0.2624901479515913,-0.0691950995168541,0.4150229218089269,-0.42302986873034176,0.3725679500693502,0.256185873319281,0.04313029505286936,1.0050497482522085,-0.8384144781138516,0.6616361529334308,-0.7656135384090861,0.4238814987987787,-0.211111731485156,-1.018241877744928,0.8350507261764465,-0.6452508001696433,-0.017557026657541552,-0.1356292171526245,0.7412654710800102,0.17087779027794436,0.4058117186210042,-0.3507515181688956,-0.9068046941098332,-1.3461647369604108,-0.15601799049877665,0.4827219572427071,0.3952902488936599,0.37527146023810587,0.35580327259137834,0.09333539116141933
6,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,6.0,0.8399755669223729,0.3880626197769955,0.34631980938222284,0.16800424048069065,-1.0747898327818417,0.41791571596757415,-0.038249024209105136,0.06298405188287813,0.597373731112159,-0.27951115559259543,-0.6619003791328211,-0.23980060668329814,-0.2904807089500345,-0.21911870637546005,0.3663827084803733,0.005070976872308064,0.14927534749954252,0.25026140524893115,0.22424991382027304,-0.07018142513537085,-0.02755663635847494,-0.05118895452159966,-1.1543676245859844,-0.6993122579584804,0.6336744709140578,0.502655009385255,-0.2889228922064569,-0.22240962061514813,1.2686368812624689,0.7604280799274579,0.4536321553097202,0.1468647337183524,-0.6365372589128709,0.7194915081554897,1.4267950765161597,0.3699213266789494,0.12010598860268695,-0.4738098042240073,-0.8943850015125878,0.2684254860057209,-1.5435708532928871,0.4982405615937714,-0.6239004555678267,-0.09745504743338462,0.4010692625620568,0.8308679685478472,0.09665296611328034,1.2932091598675974,-0.8353275214729918,0.38739997711120855,0.3963579445733818,0.27825473680757595,0.8601415591482781,0.15756992062325192,-0.05716816840546124,0.18165017886185295,0.18354771829504424,-0.2519257497331854,-0.7229179649401256,-0.4573583009490523,0.025167332027289824,-0.6298598270012441,1.330837187221035,-0.6594785692624195,-0.3549189297923273,-0.11839572856394985,0.2592875020761799,-0.19263557175454796,0.19839985392293105,-1.2922766853282106,0.2272780715798465,0.13947339479769172,0.21456455759697068,-0.4061793237113638,0.361439776881721,0.1090299130850758,0.1374726898051406,1.1580287331191483,-1.0043756015344305,0.9678832467533112,-0.8855343790482784,0.1908319550288385,0.05637121054252936,-1.1000108889221134,0.6882079930386138,-0.7234935449746382,0.2614190733831769,-0.3437641778224786,0.4169672685604773,0.033791411791000425,0.18681271427533425,-0.3646611334465093,-0.8233489447343901,-1.2970316537720898,-0.3215499542821939,0.4724345947037489,0.3942557572716247,0.5680799760278126,0.1049244291974304,-0.030126564222801355
7,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,7.0,0.6018934106908841,0.33679521620456976,0.3378010296764529,0.2128195795677259,-0.600276311819403,0.14880112602920015,-0.00818776203150917,-0.3128308829683766,0.3557690524606233,-0.33063947910032043,-0.5512869561927546,-0.21799322692412348,-0.049851725171620176,-0.20082816474458776,0.5931752533759596,-0.2372166104343805,0.2439521786694773,-0.008757812852712377,0.13276998572629314,-0.11984829373671645,0.2421923640239925,0.0830857364502493,-0.9497382545898848,-0.36262531485462346,0.466179995509231,0.5128918944008183,-0.42914428403531796,-0.20036296177265145,1.4558678336204351,0.8377576302279346,0.4012346750589408,-0.18163196081476274,-0.7518333791022203,0.9056336843293524,1.3701371220319518,0.2133630358088605,0.10359009113466212,-0.4590815522762464,-1.1886517224519146,0.34705590120327023,-1.0516751542047933,0.3393912200027793,-0.3007283087282615,-0.5104237019136981,0.5775181301914198,0.8858053004221237,0.009168454350258816,1.3691270480262538,-0.677615100039465,0.5566517962776354,0.5002876213378971,0.2887515387972657,0.7170271729126212,0.21354115853169364,-0.12999811267276085,0.2883031755184269,0.21221515029877705,-0.5892180966780938,-0.752121747220576,-0.8015657643173999,0.13076942821574888,-0.5424087227096064,1.3646949263884476,-0.4840946272164053,-0.2637563694680256,0.04676234747549235,0.4002757799921768,-0.27014928360943896,0.26688630906613664,-1.226881640272977,0.012369171652249378,0.008786765340052627,0.2592021852562829,-0.8461380270001757,0.4161162684095357,0.34226434665096184,0.09668331757878977,1.0625195952402788,-1.0288721775398877,0.6141373709085622,-0.6227898703765768,-0.055085129388129365,0.05701309365762619,-0.956065156965196,0.6435256782770038,-1.0079823720468777,0.4993076988166176,-0.334571114786271,0.6953767669858695,-0.16192188737707536,0.2099965294522752,-0.8183758203579592,-0.7271850094877781,-1.1397132234365532,-0.07688850747902197,0.6452200284883138,0.3814017147963902,0.4947703568397368,0.5248110388406825,0.02578321027558861
8,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,8.0,0.9116230733101988,0.18758169097476973,0.21152753727044996,0.11268232755325225,-0.5406858125430702,0.2978132612820199,0.09539738757305982,-0.1962298787726442,0.07092185591598865,-0.40119818918816585,-0.7965386529772425,-0.12949094545742934,-0.033744300369917817,-0.12005241756317298,0.13499733110074294,-0.2726379542516434,-0.029642402529342467,0.056392283421100926,0.07664023768825158,-0.010529199875299544,-0.06457686285722641,-0.12051734007689376,-0.8046957949704109,-0.7210706440533822,0.1526618737528952,0.6202203945380639,-0.4952460589302618,-0.23682207131318755,1.1378321774386797,0.7623426424210256,0.3245866629217564,-0.15047414281900706,-0.8919251245064698,0.4021536573810251,1.4471309948216935,0.4130946501589685,0.31345909933857186,-0.8052866573095719,-0.8830617925396919,0.32136213259459273,-1.4347478279587584,0.7657400658475293,-0.33308514448807297,0.1663880635488444,0.4131181699821405,1.1444879291313492,0.1986951029958095,1.1199851285102715,-0.8468642399813427,0.2740109559676098,0.3436071492412163,0.24347680850094436,0.6840896521386269,0.3530141403177993,-0.22342037469049605,0.058188505155417965,0.1317938717336582,-0.08735408865272598,-0.8706344254887637,-0.6800348990993288,0.07548783640932333,-0.5743732917748181,1.1293669890060416,-0.4109170874965946,-0.5030863481877634,0.17039269128058454,0.290579845017196,0.1431478188926918,0.2253919466155305,-1.3060393804336223,0.01952956818312368,0.4256801255557409,-0.010461593193220596,-0.21953171980844388,0.5797708088448317,0.05961693220561354,0.4077322106065764,1.163164428852428,-0.8790662727729929,0.8363212616598725,-0.9300542080812828,0.4465937655147738,0.17877084057426684,-0.5589848198020839,0.651618438102015,-0.3888430394701056,0.29336670955448674,-0.1635015308083534,0.4191634710998296,-0.0026589780973576005,0.4380495679016409,-0.10624036905377464,-1.1909133965781713,-1.6205306360692142,-0.16695773079403387,0.3088014111105363,0.14043534720634415,0.7280574767588913,0.5668495483138906,0.27659892548171977
9,subgenre-theme,novela histórica,other,100,3gram_chars_word,zscore,0,9.0,0.9273431299546004,0.25150318008591,0.5656552157588786,0.30561009965040586,-0.7151601900226121,0.14793309048020964,-0.16484696489610928,-0.1647224663127731,0.17028482279578627,-0.2625215977063001,-0.7032314046034243,-0.2897991097661609,-0.05808493572332352,-0.5497527690730015,0.5931130832468821,-0.05101938977285325,-0.000379067681030687,0.07717888279164087,0.0186812164737582,-0.15386991831887342,0.05223087435707385,-0.19789657542020644,-0.9988088158636732,-0.3674212879579977,0.4341970682347347,0.5156925160520279,-0.22097299535743,-0.1381542088632255,1.1574646995972342,0.9525096430444016,0.5833902642629567,-0.1692112877992933,-0.8977840305515765,0.7139514354441695,1.5611593185877628,0.6130796107100926,-0.3604844582060007,-0.5023787498276961,-0.9102602327999912,0.30040868529449183,-1.3776580981165392,0.8313012059814373,-0.2920812744606054,0.14509658672517745,0.404697293424692,0.9558965410934612,0.19714434963606345,1.4162795218693045,-0.8216549911808875,0.1982800771220428,0.2133566966715994,0.5372466355313745,0.93106689244833,0.565630998218889,0.2258210310142004,0.047887737328071715,0.20487954194561708,-0.6067955676494194,-0.7250458899007011,-0.6392236835865535,0.16040399083924206,-0.5220933839483592,1.2654586055515125,-0.5215654210307832,-0.17310875375049362,-0.18188650896877934,0.4522933869214594,0.08446580235841772,0.28899097895947845,-1.4731783891349677,0.13924349364726973,-0.08148895148467006,0.4506189738208413,-0.7119019742661348,0.5267205244607305,-0.12587459751452812,0.046417685429433815,1.2472107462739992,-0.6736004899818566,0.7631049717891326,-0.9005542539183775,0.39256738264349295,0.23711309028966776,-0.8622689444258,0.7334632017136451,-0.6733610348800629,-0.1013225000402964,-0.3994200839974748,0.18446939003396912,0.032522111858976466,0.2660797310955305,-0.6182675064596342,-1.0831784026049842,-1.2882059782154796,-0.11792248202496515,0.6412433610246095,-0.002645769972893897,0.6211890036593426,-0.026438110117496416,0.008776209744942642
