,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl, a el, a la, aque, como, con , cont, de a, de e, de l, de s, de u, el a, el c, el m, el p, el s, en e, en l, entr, era , esta, habí, la c, la m, la p, las , los , más , para, pero, por , que , sin , sus , todo, una ,", que",a con,a de ,a el ,a en ,a la ,a que,aban ,abía ,ación,ament,ando ,aquel,as de,ción ,como ,de el,de la,de lo,de su,do de,e con,e de ,e el ,e hab,e la ,e las,e los,e que,e se ,e su ,en el,en la,encia,endo ,ente ,es de,había,iendo,mente,n de ,n el ,n la ,n que,o con,o de ,o el ,o en ,o la ,o que,o se ,os de,para ,pero ,que e,que l,que n,que s,r de ,r la ,r se ,s de ,s que,ue se
0,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,0,novela histórica,other,0.309513570659804,-0.2765667701579615,0.12181391891952276,-0.2728193614748329,-0.07782227608237013,-0.026362496732463825,0.5184697786234586,-0.3551564912447833,0.18535147712263522,0.20276477803339477,0.9687844831591741,-0.5603110672927474,-0.9102815958913497,-0.019619507516517753,0.9203572360305734,-0.08952320218953047,0.80774947829036,0.5700306602758811,-0.6073125283611049,-0.05377938982422224,0.2843237536927834,0.26495791666225166,0.3484608883540722,1.2016927242643622,0.06755985717638308,0.5236656758883766,-0.15863184351913073,-0.2104643380516915,-0.6021035124939297,1.0467468121186267,-0.45422597186931635,-0.24799798864501443,-1.1313914305025379,0.3687756223487346,-0.5554462036719108,0.6561338006786006,0.8794933932497488,-0.5421049538161518,-0.04908889090928292,-0.28254261575618533,0.552210655227553,0.21506821296421896,0.015559639336940823,-0.1861041774614408,0.34812838594436957,0.5431825643794463,-0.46778063189086977,0.30914941303348287,0.11598586881602069,0.42002974822556527,0.09235070794588118,-0.10323578336315453,-0.5008800106312203,-0.5217447360462637,-0.02874592352787464,-0.4675291252092906,0.04188720352145614,-0.13066697397954963,-0.7632616806467037,-0.20725936576688075,-1.1583982060144404,-1.0130207705308407,0.819992522203669,-0.05165635423655468,0.8255310621638665,-0.7484091198800009,-0.8814206643489328,0.41509938989612283,-0.09195065114781564,0.34394878161954967,-1.4171636823742038,0.30741515090583604,-0.3405042939807894,0.21729471913230475,0.07460123080977943,1.4012071192928182,-0.3477628003742729,-0.76415700859414,-0.36862741526833087,0.15324729489348154,1.019099766383973,-0.5614797286084812,-0.4292173398136394,-0.6517571655697991,0.2447883678450289,0.40714478698331913,0.33048579206074424,0.21579391287259608,0.041672791696997336,-1.0652472887913103,0.28520316159792347,1.4191921382917796,0.2870813030380574,0.22922254216277838,-0.4738966869320699,1.173559977908616,0.22357185232520338,0.7816695948383894,-0.08079375883123485,0.24527078416836534
1,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,1,novela histórica,other,0.14890686292911248,0.29376856472246327,0.25336545270864036,0.07063552947204874,0.06822763117359283,0.1405404062495513,0.03480225538560386,-0.11033659342809243,-0.07503607387691238,0.3881230605987064,0.4920124286109785,0.18033636039380035,-0.6325615214306697,0.018934190609901203,1.4494926617050492,0.4987445234961105,0.3274120880654342,-0.08316841317651152,-0.3150094107680931,-0.2725404403153099,0.7923748857996418,0.12755886691611057,0.3238554975616748,1.1036533963862865,-0.15071947386904588,0.5934081761386389,-0.581112132510721,-0.060071101194007936,-0.41918260371647365,0.3178310293299037,-0.02479077855100892,5.134781488891349e-16,-0.4330184531133023,0.5226654783338792,-0.8141666204735755,0.3281107286609135,0.5196508805283984,-0.46981012710914094,-0.033018886881281365,-0.888061081207075,-0.09274101367028222,-0.14205353511723462,0.4111897919456663,0.21127120118415055,0.4435179687839912,0.12221340945374859,-0.3589104703889456,0.5838471452212982,0.22784830807131667,0.6100367422251556,0.6279428337884612,0.17912949277849138,-0.24243920857148987,-0.2704817734504854,-0.12219404877920365,-0.029679495239079312,-0.06594133488487669,0.24553967076590555,-0.02977777379021293,-0.30145383692876604,-0.9378468121805956,-1.1279830885230102,0.7938176535766795,-0.37722091589134205,0.33324913989603555,-0.7279826825135345,-0.99566458928893,0.09352776368021026,-0.39293480363747346,0.296270374289223,-0.7557768083495566,-0.1217659045648083,-0.12447859226821635,0.14113435588700307,-0.2192872736065542,0.9144457299058721,-0.3155452844862431,-0.41480176891983156,-0.33616468569242697,0.11792120350566915,0.3770503339520786,-0.2032801945686315,-0.19549639559724158,0.052656307887450626,-0.3110770943320383,0.2764126797300164,-0.4284783633162837,-0.269884524896025,-0.27476652239378935,-0.5706856397626071,-0.04262469877394037,0.9996864395856123,0.20837477202513716,0.01785048560334651,-0.06966354660640203,0.6953801106702048,0.44897195877206963,0.17953282704889015,0.072686969919045,0.28474524159833214
2,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,2,novela histórica,other,0.26313626761586184,-0.2026003247503267,0.21749496887715491,-0.22985532138857334,-0.05332863112147335,-0.1588665688062221,0.4469589895926509,-0.09084581167076311,-0.04950088248635698,0.12496682515925203,0.5451421113716017,-0.539035573994788,-0.40375943725382,0.15058049793212613,0.8907496324905066,-0.3269975657840777,0.8123698099289575,0.49664386565243146,-0.17080005968331274,0.2007663043338806,-0.2991182048718892,0.09070455630671281,0.2015514955291251,1.1837725010677256,0.053014074735367234,0.4298448405917691,0.019337775494929432,0.3784301133917556,-0.5826412660099864,0.37794992176837106,-0.726233739019897,0.15549091408945148,-0.7377209543868697,0.7992243991817591,-0.16909987562688578,0.6701998383704217,0.8398629054616187,0.46762056085410714,-0.5041397091611537,-0.7818032605561565,0.29065842849878043,0.5583702648337441,0.6926186981110323,-0.18971778924270183,-0.13696948984415713,0.7180698860916152,-0.6812946084320785,0.14121458389758423,0.2150299276235863,0.34539526546736266,0.17527750210221898,-0.039087658284872484,-0.0874351507314165,-0.5258336270131105,-0.09129937720959663,-0.5350720053202239,-0.1069837496194217,0.07724342135584934,-0.5581724361935753,-0.1030114430685124,-0.4263030704235151,-1.5148882417524665,1.0980269372356275,-0.3643219966722192,0.6297799042481953,-0.2402993336448753,-0.8082290438334698,0.37930888259752876,0.40815326239469785,-0.07047470825689939,-1.1231025126521843,0.9204802169244852,-0.885919263829774,0.07598876257065235,-0.2711719828351098,0.6204844914218345,-0.6020620048262374,-0.5090561775468302,-0.353821279513927,-0.05253631958272864,0.8555981974552316,-0.5938056001160038,-0.02856177495859713,-0.3303065296730324,0.009465866179815041,0.14315639408902614,-0.017142607132237142,0.6996854331431754,-0.1817258013164771,-0.6471088265875152,0.30237879358897735,1.4835618234469605,0.5225114619708016,-0.3643488031177859,-0.5895675371521978,0.7909421889049429,0.2685015679496603,0.6023138868548918,-0.4179699184207819,-0.0006146649313443497
3,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,3,novela histórica,other,-0.2918007440828937,-0.1165668866779968,0.09776557281333631,-0.13282232259807547,-0.22651759221168133,-0.2532877397873824,0.8413808369785525,0.08086395533889046,0.30961620749428065,0.26135911616355645,0.3553043702313202,-0.5280382464673969,-0.8467688063760441,0.36651328119227533,1.0839196468079608,0.3286099501938988,0.8085543477446315,0.2735057279114056,-0.4314643949068523,0.19430878905643756,0.3774459384864969,-0.009308474040727516,0.09673803528831604,1.2887919248051851,0.13351296459577416,-0.0013185976793859133,-0.33812117027017974,-0.1650137754197279,-0.20141974684430233,0.7644099030054881,-0.2717225768984604,-0.6453143200744674,-0.821097008100233,-0.24059410087280964,-0.6447589993473547,1.0249588377441563,0.8845856293520382,0.020950135191007302,-0.3958779787467134,-0.7873685848025678,0.3644085164702461,0.2654768048157797,0.2516045525957171,0.5144978943581776,0.4446545284425407,0.02790301650857474,-0.61605160710646,0.30173049289713194,0.0922151022731762,0.855037708842691,-0.09051754282640911,-0.04126243039886446,-0.2729309346243429,-0.21614939371909103,-0.3306703940438468,-0.23397410899805604,0.18680264690049175,0.306247583206847,-1.4251473932340382,-0.5779928881935303,-1.0078228706380692,-0.8260010899379249,0.3916512211280956,-0.24678665807362365,0.305420634271709,-1.1438721643715386,-0.785065796001425,0.7713652304653354,-0.2758001122708216,0.4299232945580469,-1.5070433056435633,0.892162966833874,-0.6077696626143954,-0.01647051513345904,0.1702157546942199,0.8146551011278691,0.08821596508542817,-0.2261424948593761,-0.01357407097593022,0.0972213639722701,1.1171970376529923,-0.6848709662178903,-0.511177470037836,-0.47124657324492913,-0.17278955313329392,0.7002839130701979,0.16500153234016768,0.6594026007114533,-0.1994503237201729,-1.1015216536429275,-0.005186062725234253,1.2955583738340168,0.16599426871287382,-0.055420799760700745,-0.38619224819888787,0.7481705580900834,0.24341506201812865,0.8529178256384098,-0.3358489691387865,0.6069815234934306
4,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,4,novela histórica,other,0.6073003502124575,-0.2782605619088623,0.011087785663753347,0.10113747030647063,-0.11949546916526044,-0.3319467881174286,0.39193006048851275,-0.08300490421987872,0.3784083727070731,0.4165975661225506,0.042822498396386466,-0.3067423721999736,-0.7640880393956662,-0.029561365305327464,1.0906501490448457,0.2566640419937887,0.4953860886357716,0.1006849835130561,-0.2853185390612206,0.09982111286322715,0.1726978683416585,0.23284056757282345,0.3637348859941245,1.3092760360852354,-0.2040014496930352,0.5175006223623158,-0.5273428787033634,-0.18407171720687387,-0.7454128831457959,0.7024043946388467,0.2014023987484166,0.04645322835221494,-0.7623168956537744,0.12459145625210165,-0.5171666080432391,1.1243937310379857,0.6579109173089146,0.16945517196437232,0.035844994754171855,-0.5927169485416901,0.6058241672343062,0.5967542186914225,0.3358285701182393,-0.4189764005267668,0.41405685721738184,-0.4638309782678549,-0.4462650460033879,-0.45374333930333627,-0.01942844847777614,0.8262352700787778,0.909630724467168,0.11089540930290676,-0.2943190280529018,-0.4904966862011997,0.5624139869698235,-0.23267095390545944,0.1527429508144914,0.2680418558731481,-0.6003951207713004,-0.5854398760708139,-1.0376080904245275,-1.4734740205009524,1.123827064391095,-0.23360890358576056,0.4734200843346439,-0.5711896595485368,-0.6511936484368817,1.0447535797975573,-0.21382665880023422,0.15328163778677295,-1.4682837913479323,0.6269889943306568,-0.5752013075390943,0.2177160632970624,0.32799531350754085,0.7802386959637794,-0.5962370287716686,-0.5360622807148006,-0.23319155399678337,0.23789575291415938,0.522611383967744,-1.1260775176035782,-0.34507013333652253,-1.2666434819318595,0.030169307479232188,0.358286058241007,0.7466400722446185,0.32471860794856283,-0.4771813049292612,-0.40765782157932184,-0.0414778284122323,1.289843024815105,0.27636653081033913,-0.3285975060799361,-0.5815996041388546,0.8517870734677156,0.3772942294236855,0.3673192266305705,0.06960443429846686,0.20006776499419654
5,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,5,novela histórica,other,0.09189611192805386,-0.30245062803640577,0.10416365465562749,-0.1722995447389255,0.23791743945529353,-0.2625028007337322,0.28617933008042784,0.13135306005636538,0.2698677168315946,0.3362089304043703,1.217291557343292,-0.13962056832653902,-0.8149976934507095,0.20020931992419722,1.046071658025661,0.6391252053280256,0.7453281041401989,0.2760987899750169,-0.22183442070398707,0.23521907373959933,0.20468341391647912,0.16543530467967582,0.16511951136421765,1.3424121018821,0.10240345402034418,0.20618336901630752,-0.39884604457522543,-0.24859890059912182,-0.5059725226800289,0.6964719645308961,0.051012512395183396,-0.17936347996616755,-0.8741359800578414,-0.040269765042243444,-0.39509393411476057,1.131896357184578,1.0023574162579616,-0.48779830564934046,-0.8188309274183423,-0.9875016932487086,0.41420125409677455,0.6510375753934957,0.18976696650347158,-0.26236257103620686,0.5782404263649068,0.03205323534485105,-0.9600774443671427,-0.010591890879571297,0.06374334097774614,0.7126754890470608,0.2089585684113564,-0.025325435406394314,-0.6404026027400719,-0.529515497959296,-0.06962164267512472,-0.6783852673503659,0.1740119358571534,0.03540695148846651,-0.8791919243889249,-0.7706147428264856,-1.2007773379980606,-1.183999016524785,0.8539451219931491,-0.18776270356261682,0.6196674555386333,-0.5646103239578617,-0.9569637203443351,0.5939945411537197,-0.17575150343047619,0.6785160592210884,-1.7150520550807613,0.7824918151986768,-0.3649203835226631,0.1402302138251308,0.3185870099393005,1.319948114137231,-0.576345059328812,-1.081410115980752,-0.14045313118158065,0.11597228793154613,0.8139396290307639,-1.0641222222132767,-0.10249723165741087,-0.826427981663,0.16750020359979956,0.261269638261441,0.2158828411365732,0.9539168505445413,-0.12827202523695946,-0.9801212298031499,0.08019318333249215,1.495453392252172,0.2982159855385288,-0.4017445588738097,-0.29372109113659783,1.1441991125094442,0.4260430014064196,0.9511002273384578,-0.19709216368864962,0.38786662798099136
6,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,6,novela histórica,other,-0.4103753234036831,-0.024398616431387687,0.14754525245082367,-0.40185943351069986,-0.23007890140122797,-0.325067815861237,0.16316946850110953,0.2420129750561487,0.09665127090414874,0.5511539155861331,0.48673747680961976,-0.18474483328789432,-0.7229971058206003,0.41755560189796315,1.3059232469242332,0.6502059643427508,0.7800538038053815,0.19264632334030352,-0.014764244563906737,-0.048854560694183535,0.22352907274691022,0.38293695231540276,0.2624524728904724,0.511781648359373,0.5020828061014623,-0.039256414975860035,-0.1413996730968655,0.22291371311565136,-0.23756532523738705,1.0162164017293263,0.10787961574603079,-0.2887715088846142,-0.748291202174007,0.01133605839923267,-0.3833912082663487,0.9358879672021261,1.1550945868834939,-0.10289827823854639,-0.17627241476753375,-1.0844725492041973,0.30521282428502094,0.6421838371261462,0.4015824441369825,-0.4016680306396519,0.6519882595913743,-0.10418727579271106,-0.5085827655368554,0.6408929662791112,0.12918061510063394,0.7477018666016906,-0.03764450508177408,-0.37551559970827714,-0.34862290201057344,-0.3884803300511024,-0.03731987411101963,-0.11834740861075754,0.3430232141132702,0.2739153176458485,-0.6451043993504602,-0.42503534686541883,-1.4696581359977279,-1.3023303464534914,0.1759762234772225,-0.15239104757219932,0.8022488768081826,-0.627468211274984,-0.6388801833287783,0.651850898157457,-0.49558933835462626,0.7102364037215031,-1.0434700830007113,-0.13454522381799372,-0.3543367835505247,0.3507782736819689,-0.026121806918768725,1.0421485159148316,-0.4534968361825766,-0.16861715218224937,-0.20835061682845052,0.41116067812266105,0.5993036092528221,-0.9728954202872717,-0.32313187603283877,-0.5416742487728546,-0.23615475499587618,0.15448637381827812,0.15766765434331914,0.8406619898202993,-0.24630792434398566,-1.1541198845574718,0.35481925149747756,0.9963361665030205,0.5468468629364358,-0.07260752256380168,-0.6422728786056817,0.872052325236559,0.0007613326556453262,0.7197249299724692,0.09461291354363663,0.33888370207954444
7,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,7,novela histórica,other,-0.06333622843939796,-0.017503245088462016,-0.07760445801365706,-0.23956469760452936,0.2216238034319689,-0.3088613257946547,0.5418494739946627,-0.18555614957955108,0.06814471599174582,-0.1965140214610162,0.5784878606849153,-0.9159857398687516,-0.3829274414546539,0.17751824700918648,0.6122392806452379,0.38852937786250186,0.27329697619050036,0.02072480084324957,-0.2600389364456907,0.17659413633025656,0.03199323655512725,0.1381082349875351,0.0026203705745355636,1.2109924155547318,0.4685506945974707,0.4530430474502438,-0.2328750551930649,-0.4717112039650486,-0.49038884011436656,-0.021546139646487994,0.21571377646757636,0.23046699318243385,-0.32212641780676077,0.8125039404549302,-0.1734325054457419,0.8779707867513643,0.39595278163767966,0.06703682491058283,0.1507538572330227,-0.8002441577672198,0.9533067378874227,0.5329318961763149,-0.24490290301324621,-0.1201596940090865,0.19109951646336298,0.3737982309781295,-0.579406361258992,0.3670805522867031,-0.06451051764810573,0.8760614058893339,-0.08290710694469262,-0.1973589867905807,-0.25354838108046673,-0.2577930637479796,0.15341228972808182,-0.47360524424613765,0.06582847906306333,0.5611958721111143,-0.010946851719171063,-0.3441793511264123,-0.22433703225578333,-1.0640564363854348,0.8287426331301442,-0.22449745484329248,0.8088112998830125,-0.3341059984131167,-0.5987272317787453,0.34155224451924826,-0.20662774151764718,0.14891829784420016,-1.0347890331321028,0.5127709862610064,-0.3534927282868789,0.10473217883373087,-0.215305665191931,0.5868135366832721,-0.5809784033348097,-0.26164571317022844,-0.40375009433786474,-0.31537030861335136,0.34485808024837206,-0.2898046188102109,-0.41406348738344406,-0.541341927561525,-0.24496506326884293,-0.11322945087908853,0.3692250874370741,-0.3038607273002658,-0.059976304102778155,-0.8334720411062513,0.2107644742780455,0.8669068270412584,0.5238829762315047,0.24084688879459226,-0.20374463610386276,0.49546209156842225,-0.11017485982966352,0.24847169851462608,-0.23241332788198918,0.29618884446305316
8,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,8,novela histórica,other,0.27060824324802935,-0.15370440875422492,0.07411028877534001,-0.19153389188890368,0.5914566839462997,-0.252457630950646,0.9591590958476583,-0.24149220875685143,0.10910930371938318,0.6814736913689015,0.44749709223539647,-0.02878941178805051,-0.5287213796787761,0.3228254575284827,1.4845872160748896,0.43218334950231435,1.130458600090033,0.08822737876105088,-0.2117616617310557,0.028683727591541586,0.3772244969696157,0.10064853557360265,0.3675850239824896,0.7360336967563872,-0.3823301593367583,0.7833212258743483,-0.31212971152404007,-0.0895048214692567,-0.7225712091766376,0.36693413348800724,-0.29407899899930395,-0.16382917822868073,-0.7017511058419034,-0.07447145373067476,-0.5996941868933293,0.6732621862052617,0.8012502408985527,0.14246527202751935,0.10190761210070934,-0.6612294897130333,0.49202326664031126,0.06496337323953816,0.24708100701499308,-0.4763656482092133,0.6805355794638147,-0.14008833550902428,-0.7288158462157316,-0.22626445811460422,0.06125180128442054,0.5639507423473225,0.6762431782464258,-0.16974922247416954,-0.9793905090956443,-0.8436467466057058,0.49186780067002,-0.060642409949904885,0.24615878161024507,-0.19682083967128813,-0.5726018214203226,-0.768543229694469,-0.9072355352872392,-1.0698764816660808,0.8594037643942327,-0.13422171115447465,0.7219459764717634,-0.3660975281543921,-0.8550989085391492,0.9286746077764002,-0.32498291947100844,0.3653066190903522,-1.2865561839610624,-0.018964236034618914,-0.30970089641482385,0.09321003940913608,0.45528724915076346,0.972203704097874,-0.4167760110492331,-0.8205552191196647,0.3294956503486036,0.33416968858595264,0.22952592024376628,-1.0311814746680275,-0.7423532064944909,-0.4912289241240043,-0.3748362945923568,0.27999879512549314,0.2238721530497258,0.5740160829016012,-0.09523982447938041,-0.4784423574007318,0.29980261358553534,0.638902684541889,0.4440485233003805,-0.7830714291664592,-0.20403309314837095,0.7279011752607497,0.3437299501361579,0.535438399261544,-0.39939150541815893,0.006487908786284913
9,subgenre-theme,novela histórica,other,100,5gram_chars,zscore,0,9,novela histórica,other,0.3730814793300541,-0.05745861113870587,0.060993998109567515,0.017161556559016744,-0.31558991083502685,-0.4116142096366515,0.7723241727586999,0.08974219934340655,0.40997835234269264,0.41368301920800576,0.6726522211324736,-0.54978360796808,-0.6273955414301855,0.3786978569535566,1.3171659716386968,0.6832353666039173,0.8834079411619518,-0.11477155898384261,0.0588310481821695,0.21084909159288323,0.24160338703917064,0.18752505253293128,0.23708189512241257,1.55263303687651,-0.10818079178413564,0.41277446973535714,-0.3202619260369033,-0.11344681740048806,-0.6160389075990994,0.4978623116174835,-0.026646754594531252,0.07674610144011991,-1.0956917286648036,-0.0793126510823865,-0.3840450372879674,0.9270399570236443,0.8885178841861014,0.039556605068943096,-0.391774265504817,-0.8270258005306123,0.14873279771135195,0.33795175518175996,0.07660406696365485,-0.2935474517794177,0.3243137604379478,0.2246629538090692,-0.7738937903058081,-0.020020730049251978,0.0030331273145216553,0.7627500015707529,0.5085961870262486,0.11107633550890561,-0.6180771723394366,-0.13686072981856062,-0.012322956332997625,-0.45162119809369783,0.2513904475945555,-0.003168282441875503,-1.0938726661900167,-0.4386427913379999,-1.058964218482289,-1.2501332331117527,1.090981745808544,-0.5016737000188435,0.6138026886422079,-0.3243953429707398,-0.9525192363492163,0.5899604351082628,0.17958520121145394,0.5679022209372115,-1.256812029523224,0.4445099117904578,-1.0765604407647256,0.15438394516535325,-0.10282476324590256,1.336758471917362,-0.42148040007112936,-0.9611659561511651,-0.07703912425049808,0.22136811499214254,0.9913715426673482,-1.2200754220978338,-0.5853273236606527,-0.7118310331827928,0.16433840910973885,0.11114871956465583,0.5463658124833087,0.49068263790173694,-0.10611043988820107,-0.48670116901421057,0.012735716186507717,1.435768953938366,0.3957879390927126,-0.2017852232960451,-0.22367485591099623,0.46507243527519254,0.4243032351488011,0.5477207086361351,-0.1921313232486972,0.04058448433764639
