,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl,a el,a la,a las,a los,a mi,a que,a quien,a su,a sus,a un,casa de,con el,con la,con los,con que,con su,con un,con una,de el,de la,de las,de lo,de los,de mi,de que,de su,de sus,de un,de una,de y,el de,el día,el mismo,el mundo,el que,el señor,en el,en la,en las,en los,en que,en su,en sus,en un,en una,es que,la cabeza,la casa,la de,la mano,la noche,la puerta,la que,la vida,lo que,los ojos,los que,más que,no es,no me,no se,para que,por el,por la,por qué,que a,que el,que en,que era,que es,que había,que la,que le,que lo,que los,que me,que no,que se,que yo,se a,se de,se en,se había,se le,todos los,uno de,y a,y con,y de,y el,y en,y la,y las,y los,y no,y por,y que,y se,y su,yo no
0,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,0,novela histórica,other,0.007725074688813962,0.006294704025882963,0.008163063958418357,0.0302423124536057,0.00929426875441048,0.008817495604080999,0.009908504571630665,0.004952794619866271,0.005157523532512451,0.010825889367280907,0.004614984756330438,0.00875122964704914,0.01331458560035667,0.006444883105657238,0.004813408249133734,0.0060162493668167,0.006113911505950378,0.006582559571168183,0.008844066730650895,0.006895897717043491,0.019847455908554405,0.0092074655261488,0.016023998858409355,0.012202596522482224,0.007849700458197956,0.004920427753944117,0.0017312092668720276,0.01340613922017244,0.012083404639678575,0.037139046254127346,0.0065042486355268445,0.0037586359495137044,0.017788618939447148,0.02613721199949481,0.010602967425771458,0.009029899983934764,0.032026036435481325,0.00812691326972103,0.009443369355816406,0.003619275146117752,0.006885801155449369,0.005177161974424336,0.011285554047948024,0.010532414416224814,0.007018970727179786,0.011060258993945886,0.015255193678168768,0.01218302082144084,0.008772560513867772,0.0062026758773370905,0.010811266284531258,0.00878245627657209,0.004708835999409284,0.018017974386573342,0.006724886067031378,0.013925568501550911,0.009105123450583901,0.00511079554957278,0.0190424446073028,0.012530886138804806,0.008971074953198304,0.009588594708493431,0.007167981057228395,0.03177053392732657,0.012311473814705882,0.0025188142262423927,0.005562300023316401,0.007390703611656424,0.010564048391907242,0.005646083375813582,0.010269073948831656,0.02010848921750887,0.005634965555524476,0.0030440305610206753,0.004859854678654602,0.006068309760910493,0.006856410095603413,0.008581521463500951,0.010742926784575755,0.017580831611149247,0.0076225469485350274,0.00565151616507231,0.0035569321629964064,0.005113507516459679,0.007819739169689165,0.006043900650186583,0.00574676702417368,0.005623023370305934,0.005730122894952335,0.009490279363354191,0.007118125074839022,0.014654280665912517,0.016258743317185142,0.009813113994595155,0.008501921323933593,0.004275316697086288,0.011551732779293082,0.007228697026488158,0.006641986342806877,0.017963846900974734
1,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,1,novela histórica,other,0.004550110632306122,0.009155566784429168,0.008505287856366702,0.03156302532810088,0.00803794463708904,0.009057563613814787,0.015430349920495409,0.006550840523211066,0.0031485625411294092,0.004437941859457228,0.0052740969260104,0.011262652000941094,0.011358986117415969,0.00474196161698227,0.0018137999206470144,0.006758262008546153,0.019775555867689493,0.0028796798802514035,0.007340631369814179,0.005005448060026339,0.020593281845347637,0.013464263713013475,0.01715531489311915,0.011063491203934399,0.010314397613997602,0.00603254892593634,0.005281798928238233,0.012101043978611777,0.01140618656742146,0.04909196761950293,0.008421577960871429,0.0071540416460486676,0.012302281046699585,0.027448110599224692,0.004608438042478619,0.0048734159323784955,0.020427469037685265,0.004137413637749936,0.010498634172673032,0.007516470084079946,0.004306625030616543,0.0038921834749460014,0.0023276767652954953,0.01621847418209207,0.007279734936593429,0.007211558625990761,0.009858533687607064,0.006797014933193786,0.01666316580608049,0.008400867096031356,0.01052168611530725,0.013816740097767729,0.007726554445565477,0.009033614137841437,0.003953441840850088,0.013902885883037685,0.00607491393926886,0.0043752400574034985,0.015390258841947467,0.01787500428036744,0.005213682707598412,0.011393192793544449,0.01143459196530122,0.017415564042283546,0.01396180262202221,0.0037983545652669867,0.0034708248552866895,0.005532629130313985,0.007175473056199286,0.006922949215477732,0.007677394541539934,0.028295026136297034,0.005754146956948928,0.008170850245533661,0.007079292097834603,0.010613978416625057,0.0077094321703467476,0.011091278525277753,0.018554080052902513,0.023037178044895846,0.004256795268722547,0.011282392702561417,0.007408402205907533,0.007220284794341211,0.009107717318479572,0.009441297942380886,0.007582298600851742,0.007887293802642338,0.005778950876537423,0.008883537611562776,0.007971840872752446,0.009236302199035392,0.01118053368704282,0.013259913662533965,0.0038220863324619765,0.003905377058171988,0.010430961257016005,0.003942372546378971,0.006077039801053951,0.010856290226527477
2,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,2,novela histórica,other,0.004232531004284095,0.0076937294765418406,0.009137951333534778,0.019029065696302094,0.009652899246536742,0.008651858608578313,0.022943558525639573,0.006146913270455611,0.0017663786663129595,0.00822374830920089,0.004385031969328616,0.011832631039291386,0.008867060362804925,0.0053695399761119625,0.004463646719216354,0.00569050224987193,0.013082759068472614,0.00646022873082604,0.0106488155993084,0.006739488524794234,0.02092638460944722,0.009390935219942685,0.020910656846811294,0.01702665048024921,0.009872986534784224,0.008676120459980707,0.005647120769956802,0.015469768314869022,0.022442297325898388,0.03993445668598524,0.011791537476319525,0.005634791862903063,0.01292209928928454,0.039379072985114345,0.005399171692955458,0.0052836553451245435,0.03413711298658564,0.009833598820722812,0.008092932572611518,0.005909628280923404,0.0020608169982494606,0.005076923762481441,0.004440981907347197,0.019732878672836365,0.00697148844168454,0.007117106850994388,0.008020807603649087,0.0053818027016916984,0.0071710244974193494,0.007549177067768361,0.006088375747389855,0.007780965827924719,0.009505330717513883,0.021259419690153353,0.0029226813810244645,0.013332932698327646,0.010443030439194081,0.007416352749754837,0.017190646179188883,0.012882761391688202,0.007205861438135216,0.003906585827176287,0.007378363313178708,0.031491196401014825,0.012390830455958861,0.005445268262394169,0.0033280036795912786,0.0035345339075798913,0.008970253626434652,0.00545869000367197,0.006118398854514432,0.015488699828752985,0.006471710562829185,0.005995807490333891,0.009209198424905274,0.0070742720377477575,0.0049720615627695626,0.006809671221312679,0.002086614497203553,0.02350413857319106,0.005979393174901385,0.011849576528953932,0.008861315893402328,0.006644328782551869,0.005815688134072128,0.003660386766907163,0.008930126545830742,0.009916377395126406,0.003195344971932729,0.01145911752343294,0.007869710564619735,0.011254534332009182,0.00929150114309243,0.005196309422322424,0.014340488916059687,0.004601775993518831,0.00408703598617104,0.004558999590161988,0.006222128200851802,0.013380877901220178
3,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,3,novela histórica,other,0.0022316907345057988,0.00822311118235409,0.008695741176393372,0.024279496230040703,0.009395326683677803,0.007410605729993364,0.0203587857023989,0.007740578736378252,0.009078967870704058,0.006319999304453195,0.006624394002396595,0.0111435580038336,0.009642656819709858,0.007642656948982308,0.005488330143126533,0.004532739552107593,0.004868965782798073,0.006774494681820736,0.005844446129312145,0.004018920344590032,0.00875493757374817,0.01049231993226789,0.014552690692971614,0.01044205524829835,0.007417044988876338,0.004942561510310938,0.007994547852556513,0.01406718214398732,0.013449511713412536,0.039285484734477925,0.017214168402385002,0.0034866729587223998,0.02233171853682958,0.03597578842284808,0.005786752513632734,0.00449462862877295,0.04797167778300454,0.008812856982474174,0.009460029790541061,0.007165804607258679,0.0030245200847493787,0.0053421914221125615,0.004136315727172276,0.015030724430245954,0.005840210478100992,0.007560250899858933,0.017009803045427253,0.010153820316938376,0.012825281952930244,0.011941960678057223,0.007250505299493532,0.010754722753486268,0.010295609511166585,0.013939036751404305,0.006648127978288399,0.00967082875686793,0.006682152480810516,0.0064971047503448905,0.01703724887460794,0.011749287470944853,0.006483951278995316,0.006349483391783465,0.008055095484657307,0.027460999405061973,0.014525057139105409,0.0031464145390054177,0.0057113091514852925,0.005299224721542305,0.012258095283229135,0.005879343570923632,0.005654762004712942,0.019388531669029117,0.0055710667388818745,0.006488380328634737,0.00925435158984049,0.014105181982163576,0.010683635086183113,0.007119239519990984,0.008986515881919795,0.015945179662403053,0.003069571282634344,0.00993718514002363,0.004623486982737974,0.006215561980120893,0.007698785152654656,0.007641332872656382,0.003083726165886488,0.004747800920236354,0.007375568083681507,0.010802452500530416,0.004498627206033676,0.00982100927941258,0.00950442204097658,0.005999749475827001,0.004982275920778292,0.003999783624575834,0.010307129882202037,0.0019869968562818206,0.012203913465969322,0.015331198297269236
4,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,4,novela histórica,other,0.004615840457630595,0.006326690253938453,0.006449683640518962,0.025321603974298928,0.005489006613203581,0.006927651543095713,0.016538123777629393,0.00468696174545986,0.006878412684764397,0.007213816807014044,0.0053294271548044655,0.008434527115826065,0.010126087420410861,0.0037220388112116937,0.006324251790773001,0.005614234171532475,0.010332773358804422,0.006790160696380529,0.019124635956161956,0.005603208642120131,0.008201379067678465,0.00946324806049009,0.014259075574147531,0.007838197149664095,0.009681442217252539,0.008840414278186994,0.004033601799117731,0.013895335236014246,0.005029877621585318,0.04197458909832206,0.008144613618467574,0.007441509943098632,0.021844756533605892,0.0269216587755616,0.004825981078128677,0.0028014307534609817,0.03199901506525276,0.011151434554104682,0.011109880583768869,0.011278115349517727,0.005198925520162122,0.00825946249014697,0.00838267034594972,0.018215308097647317,0.006598548539665453,0.0043885503639377686,0.010478078355671964,0.009456108476114597,0.008571728605509052,0.009285312063284812,0.0058478911658861495,0.009453744467045446,0.009424260037615978,0.010915302151099808,0.006187039785455583,0.010724602570121842,0.00858854695470279,0.007108173691997392,0.023797158047712846,0.014309414822778756,0.01010417263935628,0.004452499798103714,0.004761402076621017,0.021809115236132735,0.02251166116864485,0.005233269183368766,0.00435179259788665,0.00522603804692798,0.014629878980447106,0.00997666105847513,0.009636566161138069,0.01938655772859221,0.00798718164214947,0.00479914634295887,0.010723568670267993,0.011027643185302185,0.006731389805927645,0.006630267391359056,0.008674338075522538,0.02320811488254321,0.002721693240342492,0.011157846754866078,0.0040609838346839545,0.007052109726481434,0.013780582072811047,0.008725419883626894,0.009478567007637807,0.005213708012687597,0.0076827844837639185,0.0096229621614522,0.00906701074871733,0.0065873380766075474,0.012110342039212614,0.007673822865363447,0.006432442041993549,0.006390846117864558,0.011598854566778942,0.006704371124904656,0.008580249172969847,0.005721281869996272
5,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,5,novela histórica,other,0.003618612647835564,0.009449526356515222,0.007628637027680277,0.02594563242750474,0.01580883181321976,0.005448241878281694,0.0170561633596952,0.008372119531625534,0.005628587370632782,0.004892657396587733,0.00714273113883443,0.007477282131006081,0.008887386383783667,0.004537327605953504,0.009852645906090083,0.0025703797518065474,0.009452179480782594,0.006074475981508345,0.012562836470291456,0.0028862571201521857,0.01961267778756834,0.011236551904960418,0.009942017153612773,0.010352769609071695,0.006015142585071642,0.004047817202181838,0.0028086270763095556,0.01384794819061129,0.0065683077319577485,0.03607121606368247,0.007808678487859971,0.004926898917961856,0.02023438578865138,0.016125293225001315,0.007791817559994313,0.0077106906838273785,0.044081622471405825,0.008051152625604907,0.010711316408316334,0.006930894141253395,0.005004017607349607,0.010412794507472461,0.004405589662228897,0.01419956061428716,0.01038759983063152,0.0033470948948849943,0.006839443673233542,0.011250512886859956,0.0063895125698228685,0.010928536345928008,0.009375841392419815,0.0054437399344629996,0.007847505219444611,0.009387968087616112,0.005309207515364605,0.012853146814741858,0.0036581286345806424,0.0034917245543616957,0.014021176767401989,0.025148633239346713,0.008069558455501894,0.010721917409203812,0.00350676809574731,0.025055537364645133,0.02765250988468523,0.00955866890886384,0.006150195140465766,0.009930576642128885,0.008725590535946895,0.00865527610647905,0.005022147192571161,0.03403267262898387,0.008015952807836273,0.0028828658166450867,0.00219158382987329,0.016022120011337224,0.0008473609052146219,0.012847746188287627,0.011614182557323105,0.008863578974516773,0.006352220145886944,0.00579765478806979,0.006531733093232779,0.008692808506386322,0.012740431409151973,0.010202066927897485,0.009744373457085212,0.004852949707675717,0.01040925045499162,0.009693113197008697,0.007503545497615108,0.014584932787258436,0.0139475797797436,0.006701966094535665,0.004819682178139486,0.005201019811545851,0.014847837667980281,0.003488943588076203,0.009361179792148665,0.004289829512181452
6,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,6,novela histórica,other,0.004681992080900813,0.006912964857889655,0.003859147865926184,0.021818932203838765,0.00418618662576379,0.007332074771399726,0.024725240147481994,0.007501303205474728,0.005586508790200736,0.008371644330645684,0.005549235565534982,0.009730478111899676,0.008883598660539347,0.004613858103068423,0.005188598960089187,0.007057869188058259,0.011243384455366528,0.007051371428916558,0.010338847147917924,0.0060719386818083336,0.005464587902065686,0.009496934805199815,0.016880581942330712,0.010681639812454697,0.009704333677452598,0.004345745015688501,0.005674463575094736,0.00929756733900562,0.009329959299190543,0.04394998652709659,0.009865799852377415,0.009724083741095466,0.023961281527807684,0.02791531430254267,0.005500529956919624,0.010292574782454638,0.030868533782610726,0.006569416259854867,0.011435658403519147,0.006854689637707036,0.004605839190480723,0.006240761932591581,0.01274984423495436,0.01537479964213151,0.01182521538275552,0.006288933762833082,0.01130571917576063,0.00865737629072053,0.013277087607924905,0.00809275300605241,0.008533886832289126,0.006828871338657654,0.007857826534198106,0.013612348375275016,0.005545713698128179,0.010385722957130918,0.009537047655567905,0.016402217711100384,0.007181548780493033,0.008912696483273023,0.016178353395393776,0.007283663026558595,0.008041773217786721,0.029734940136279978,0.022574563786075464,0.009208110338443421,0.007531485608795245,0.008644371372708383,0.009040886373939072,0.0027782294259974106,0.005277586178315606,0.014757737934721491,0.004521904610247684,0.007464467035918614,0.004502509177845021,0.005443876417673246,0.006355564565932097,0.010562783833065864,0.009556723691905083,0.020307363171914977,0.004978195303275393,0.0070792966023134505,0.0038920577616991447,0.007870785222976443,0.012422356954672588,0.00842595328252516,0.008526013303556823,0.006606741749429124,0.008943999702022882,0.0073275848822387845,0.005326670360928625,0.006256347771287772,0.012220903046102724,0.0052892322625673885,0.007108687510345979,0.007112180504373193,0.016698605945298393,0.00446416705924841,0.00953699576192727,0.008411263796184051
7,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,7,novela histórica,other,0.0028432795062136402,0.011795516396330849,0.003989558749535223,0.03498208345230649,0.00724337157639589,0.006046258646144025,0.03038521619528451,0.005632398550596742,0.010374090718886599,0.005422726053734862,0.008141092219408562,0.012268721180987487,0.010389773834624498,0.006124947286424684,0.009702545585412774,0.0030222835482182128,0.014728890371940986,0.0052634849776148004,0.016189674895181888,0.00881971424030202,0.01229537023772004,0.004976234629402078,0.014502314782322018,0.009698949940281438,0.007501477990345641,0.009428570041193548,0.0065049653017917155,0.01236561964237039,0.005805136910548842,0.04625913424023491,0.01163628653628521,0.006384141153542145,0.010427522867284487,0.026767715110392845,0.00449910137882303,0.003759846203725759,0.04239142815969165,0.008223389336356891,0.007934077959250338,0.005463049550065564,0.007172992286826505,0.004278703006829111,0.01220657459219136,0.019187669974197602,0.013145844511991548,0.005757698617041812,0.01386141425427636,0.01274020403555589,0.012535836849404519,0.007767840466693837,0.0033663880328868665,0.008311679195823209,0.008523724350389348,0.01199575908176996,0.004064905936435628,0.014837714644581992,0.006319490411035053,0.00809370877882151,0.011334150882706048,0.013205374676813209,0.016102187647662254,0.006183456668760948,0.007231153096724863,0.022068713270850485,0.00993926524054256,0.006909471181955825,0.00342283567830991,0.00652196032396831,0.010055207168926956,0.006122850711187944,0.004912970124605513,0.018821477168626092,0.010195177504205453,0.005586250403335979,0.007707208174698199,0.007146832857580877,0.005617149890618114,0.012455357789857005,0.007900376108091339,0.010775776236025013,0.005055944619149773,0.008324897741973931,0.007355413706651194,0.010111877025121641,0.009937759480361902,0.007828920310842842,0.004344537391500617,0.006250233421721882,0.007075974770728194,0.00875660476393305,0.006443657479840008,0.009863889995963264,0.00894235788634408,0.002682531329627744,0.0050280897755591615,0.00869918661778656,0.012968849767799521,0.00646872561869286,0.004114060905130791,0.005173175601292671
8,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,8,novela histórica,other,0.007296969868182632,0.0119979753900637,0.005097908727134027,0.03603411258940523,0.01016952749572395,0.005799383042894492,0.018883760579970717,0.007123001325620417,0.005268404581865077,0.004200576858233522,0.003243271007882696,0.006486465194783028,0.0038207208321856373,0.002969637310262373,0.0062149392071009415,0.00420578428661599,0.008674352926659423,0.005729579607475421,0.011007155270433396,0.006665478595228699,0.00975429834548461,0.009921599619206967,0.014823956460094649,0.01207115333520378,0.003403079125170054,0.00476941142639646,0.006322414564167583,0.017387122795914745,0.015463123261588893,0.031164689962073472,0.006803498014117674,0.002854383066319025,0.03226634454587419,0.021351740906352053,0.006377806990869905,0.0021979643513506857,0.0553915748274768,0.013713432364575538,0.010008596619520964,0.004511701744080701,0.0023792676273678443,0.005774058969601291,0.006293369476858013,0.023404258269280036,0.004256606761408254,0.006613343955180198,0.015766107963298942,0.006826266156781291,0.013680044225401979,0.00805718136022831,0.003955079364976092,0.003144145273377713,0.01160711822008628,0.015953098036333185,0.006268977463449586,0.013222264632764475,0.006124308056213307,0.008473542631928841,0.01665852435659118,0.019903468978973403,0.008810138594072895,0.00787506838630513,0.005219306135206717,0.015186921082944123,0.02079022194571783,0.00445465036392053,0.006644618727715633,0.00382049891254268,0.009679952052192473,0.008723796132872557,0.009502532362937143,0.022215991644796988,0.007545857125127551,0.006418316682044099,0.0074041850083227155,0.010012033928290849,0.006053708617509068,0.016064595740867483,0.010359490207653962,0.017764796690108033,0.004761206979539006,0.008188881302854736,0.00604216730285829,0.004688016698184616,0.011402601848789494,0.008186421773242107,0.006127679257684969,0.0032946310775591042,0.00990234568239023,0.0077485541587274534,0.008425165522089705,0.011419741192848078,0.005849396090318526,0.008090610585019083,0.005452143553614768,0.0035929727843935404,0.011859468767484817,0.005572788834231088,0.0091170780773325,0.005923519366029073
9,subgenre-theme,novela histórica,other,100,2gram_words,zscore,0,9,novela histórica,other,0.0053129657612031745,0.004750426630053186,0.007072258140263956,0.03389096465771482,0.011746669987731096,0.005791975633735034,0.029494450669896102,0.0069172554787061405,0.005226457335473394,0.009464658554260747,0.005220141501471414,0.006630208197934908,0.005303886452467215,0.004136722850618877,0.007370919835927248,0.003315303042364837,0.00833236191276386,0.008471629722004876,0.009583226796087488,0.0075994153746846175,0.011635453823431436,0.009618283690600164,0.01352158931284694,0.010122620586917305,0.005897930901675326,0.008120725889022492,0.006190351671885336,0.008877220814175014,0.008020558507958086,0.041647924472825115,0.008290966939330326,0.0037688530290133472,0.023566472783226274,0.032279682339899175,0.005427522555270904,0.001703721044483222,0.04546621203015214,0.005090770078152101,0.011616017267771976,0.006532134234398599,0.004321482469100703,0.006692102669768261,0.004894259174691818,0.012969846573823154,0.004593628969486969,0.004294551804757197,0.012357593592005103,0.008761053591249662,0.014529592895317307,0.006162659212622026,0.005642018946035612,0.008643977729353238,0.008059490570153609,0.015570646999173997,0.003027705150096382,0.009661155889387733,0.003977971605911604,0.01020889881580738,0.01932714873812138,0.017339872864694815,0.007491444997786523,0.007545610236201078,0.004218867325900377,0.019299621897335684,0.021111055139230284,0.005667130670358657,0.006522944161537785,0.008923395865523945,0.00543534299817004,0.010183831788177024,0.010239438149592469,0.026343863838004185,0.0030958353211970246,0.003832440906216253,0.011688324488467952,0.008034395810846653,0.00582717515312944,0.009270407831967803,0.0071308052739390455,0.014258434006815457,0.007020916881008753,0.008509669660012825,0.011733771315282637,0.009782845714283886,0.015862016888696907,0.003784288228352816,0.005269000890389111,0.007866465452914074,0.014042096615548576,0.00995870761640626,0.004739468172819008,0.0047815389100343665,0.008568602688200552,0.006457264018923462,0.010825924025255357,0.0057309180551028335,0.013241671579258707,0.005534504993237031,0.005802481983972051,0.01030491167994691
