,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl,o de,a de,s de,e la,de l,e el,de e,a el,ente,ando,e de,o qu,a la,para,ment,os d,a co,n la,a qu,esta,s qu,ento,e ha,e lo,de s,la c,e su,ción,el c,n el,a en,en l,ante,ient,ue e,en e,o en,e es,como,o se,e se,e co,n de,ue s,abía,as d,a ca,e en,o co,ue l,habí,e qu,el p,do e,s co,cont,r la,enci,entr,a su,e un,ncia,es d,endo,la m,iend,pero,r se,a es,ella,aban,amen,os p,os a,aque,la p,o la,taba,todo,os c,ar l,ntes,quel,o es,do d,do l,o el,n su,de a,el m,do a,r de,a se,do s,ació,s en,idad,e no,a un,ombr
0,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,0,novela histórica,other,-4.3131433121023,-0.6066401258034961,4.499598711350506,-1.559269630104657,-2.89786735055252,0.2738806787573891,0.19389315142225438,-2.8969118933529154,1.1122593072675189,-1.326038585390239,-0.40572575428398316,0.665482399961177,2.8972540566352976,-1.1166906827132692,1.4027532559637832,-1.7386713065867854,3.778534882313126,-0.6489704773202876,-0.3798053013264191,1.313296384842496,-2.6700045863451196,-6.248584993921581,0.7412272300234397,2.7710629039427292,3.2227233547352654,-0.8143903205370382,-2.085623580161286,0.704464508764862,-1.4393291784660436,0.47071066672926953,0.8090012447351027,0.048723943617674514,0.33438999439276706,3.7429663347600846,-1.1633422559431787,2.1401323922655244,-3.1349477208149867,1.3374011821336564,0.8396960391228516,-0.37866751945841237,0.5142188197987467,-0.9013868573810022,-3.454349845674659,-2.8777160308948764,1.5403467460675304,-1.3121109367553743,-0.9574932117937678,-1.268583857998511,1.1354238841112174,2.927598401964728,1.044652209430247,1.2597988182349313,5.644487545128627,0.8316509017341174,0.2143390453679741,-1.4614895203786533,1.5438631408235217,2.807991305124938,-1.3545827492898992,-2.9056700545622105,3.0181917846528528,-3.389985205178541,-2.1639420793053326,-2.7781225489617585,5.82223489979258,-0.8020612702069854,-1.0788974852033437,0.7354970259676792,1.9783051305985069,0.5274099010789866,-2.6858421647879545,-1.488859196761151,-3.0221293379499015,2.647231861385296,-0.418898537693587,-1.8279365601127937,-0.24828276391337534,-2.824370544820005,-2.911575947046041,-3.6975924020352746,-0.07730909324707635,1.6679919802908696,0.7236100894936968,-1.060634001207057,0.04829607760490573,0.8665861389823375,-1.8749887338014344,1.4432288200059666,1.9557887479750713,1.5108787432335218,2.673736180826247,-1.5423269443140022,3.287527919039225,-0.5011784272200788,0.8711945303290918,-0.05489860827734905,0.6100026309568216,2.349342332620452,2.268334390199822,-0.8509910332754709
1,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,1,novela histórica,other,-2.685456476240958,0.22934680087100645,3.6485368694191216,-0.8057156601219937,-3.2969635381286686,-0.5094588061779071,0.0814198317523882,-1.815755281383506,0.3022907647182489,0.6990431740127327,0.8075098362399729,-0.22528315353095252,1.586331371312422,-0.4286255190214767,2.259647166954977,-1.5799863719763962,1.9267557463037903,-1.0064517053128395,0.5113199374723187,2.3773305011078385,-1.745659847629808,-5.713457766700817,-2.6241400110143545,3.1263926119391456,2.5114473650838747,-0.5547734354208096,-1.9652911319522275,1.1044474334892858,-0.927879498393164,-0.49770430629513385,0.21302138884232846,-0.06521297495725165,-0.20980132514583794,2.080209231016685,-0.6941903702456749,2.7128666142143105,-2.000856307624641,0.7143278749718505,0.3593214057535157,-2.493046067721247,-0.1393893361153129,1.3122221852814402,-2.9825001198084458,-3.88155466118061,2.0734232025981782,1.5296175764862507,-1.8185414144238266,-0.11529822457986505,1.8245038195766092,3.541424519418019,1.9016237976365513,-0.08982469576983121,6.3641372509049035,0.5139322477883432,-0.9420521455587654,0.7614464193507384,2.262337420456568,0.43405327897363044,-0.9025770185942097,-2.3520519528061374,1.9825637972454082,-1.6999344658033628,-1.534206379666582,-2.8160608581878925,4.211198300323042,-2.8665437942148095,-1.3067866064435432,1.0282820200197698,0.5163931855387034,-0.11642915024414435,-2.677070904388394,-0.8953704423042552,-1.55149794822092,1.2960293579379751,0.1600482580711038,-0.9369624789522266,1.0467864153144681,-2.578832367408747,-1.2218917509038647,-3.5223831691031666,0.0538536085290211,1.4918489979717178,0.0441347415863369,0.2486754702107845,-0.1994151806890727,0.7001771896060287,-2.610208587445019,-0.4155260868067767,0.6828325726926217,4.2178066960783855,1.6700230839584567,-2.5136020280604754,1.9271472559465224,0.47609127050599653,0.18204629134586447,-0.15877273893791077,1.3165658578887403,2.2904163952306646,2.454766841120845,-1.2318800981347522
2,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,2,novela histórica,other,-2.9180012244105065,-1.0469825694555333,3.2858217608920732,-1.6321381620454254,-2.2819673611055222,0.9623762989330604,-1.2023531417376923,-2.8193051450130486,0.21448515981984784,-1.512815778487946,0.12242725074388972,1.7173857996049708,3.693923224413661,-1.528627515647612,1.644236784740242,-0.954777070320576,2.3326767328685687,-0.45810878305704605,0.232804856279607,-0.04553426302963537,-1.7337502019548765,-5.506818192641292,0.8037661290707216,2.806331486671409,0.6897385534524751,-2.1998584108207275,-1.6085617426068044,-0.5182062823728657,-0.33551738409258647,-0.1841473734185488,1.3884005710261853,0.10108929102176667,1.0520197496337893,1.8276301636480472,-0.8548645507069672,2.9980469638435716,-2.074770909642595,-0.1592101225962761,0.9394132751792883,-0.500936379857075,-0.5511021276416272,-0.8164505708185565,-2.1762407615588693,-4.615099563135512,1.553175605184359,-0.3003220835670337,-1.5208771939743038,-1.9079510620095697,1.1983535225440445,1.9944052496586355,1.5033620811806951,0.40721004510029424,4.716098027433283,-1.443692950118601,0.9481181031261166,-0.6374322701721615,2.448082207508609,2.3340877790451895,-0.6060789269741775,0.2666123739265398,2.283875258726855,-0.844741354725409,-3.025543782795012,-2.2315561129557775,4.627375468717993,-1.1044093974821738,-0.45615402564673957,0.48250604636176675,2.3212395203130853,0.9638691563184825,-1.557675466781383,-0.3578960836595009,-3.1134872947759256,1.6936544629043642,-1.4374289744899613,-1.4979446381380885,-0.3735498451756598,-1.4440933854768563,-1.1115186328375515,-2.5517343452365875,-1.2485599761994859,1.4743468579646066,0.014126533165246258,-0.09396852629480712,0.11113441888982045,1.0280012970675072,-1.730714880709436,2.9362474723443093,2.427074128411572,1.5946504644599848,3.1597641729678365,-2.1128302681941697,1.3843875547849427,-2.2224168612295845,1.190590496287065,-0.9876395088086802,-0.1512435464709192,3.354673246892874,2.9912866619475427,-2.211681187146702
3,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,3,novela histórica,other,-3.415310368627061,-0.08489246802150774,3.4108233956020513,-1.6737443935818312,-2.280542072920632,0.41121886375676553,-1.658288077078888,-3.783810819485943,2.1893819740270484,-0.5826514802049072,-0.4917440583484307,2.2828977081579787,2.1832110022730298,-0.6021611608395148,-0.47366180007603376,0.07904576798506824,3.6077751190281955,-1.923748293471581,-0.8875477556876703,1.2384494034600575,-3.2009808905763855,-4.786914709450759,0.8793535789045404,1.6953535090377017,1.755827543459196,-1.72345428256466,-1.8636436090840807,1.0657299056025131,-1.2502657736460598,0.6019476681269786,1.384201891597133,-0.9168159032873646,0.6877406243166089,1.5807507313956606,0.23165936014657262,2.710086510366417,-1.944798838024667,-0.6956047106541234,1.294350998328408,-1.217601896496456,-0.6333259233820367,-0.8449259517952914,-2.801855162890636,-2.490880004758017,0.34402516062591104,-0.9505166789655846,0.4872807642450212,-3.5685283550228455,-1.3251891653361287,2.866105357324445,-0.36116562909068506,0.7638205783735259,6.0570068340004095,1.0801661656543562,1.0765394133513873,-1.1396869467171449,2.135431945820489,2.8567414907663533,-0.47147310071744286,-2.4959108916723736,1.8771271763497364,-1.5478846065376057,-1.3790720984083364,-1.5672576597474386,4.79619796424636,-1.5377676074376607,-1.098339161251328,0.4456603666998724,0.9418645678427371,-0.0029049223246886413,-1.8121273844420394,-2.002245223379388,-3.5491675490598382,2.337035914277669,-0.8729796673946062,-0.8195514809388698,1.335469242585157,-0.36051059601819446,-2.8993046271115634,-2.67427978874729,-0.18256164768764016,1.8230120772830682,-0.0059474459902091326,0.5721438452402534,0.1933619516742624,0.6353236136583185,-3.040515598162779,1.5944767151110053,2.8993665619090336,3.3824357940209495,2.324715445541333,-1.1621541642205777,3.250876655388341,-0.08080884522045118,0.7592146306164196,-1.2485170762253723,1.8382358345748724,1.6587778810258111,1.6980151081028172,-0.3165330442666967
4,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,4,novela histórica,other,-3.6704163286917453,-0.14719856807953313,2.976209457562347,-2.344913377256998,-2.467999677626864,-0.26196368072652376,-0.7138576243061729,-0.18337545562511925,2.4599303780166735,-1.864203407013234,-0.10840324768224718,1.0867159532644468,1.6882157669193458,-3.6581336243063793,0.8275177278264128,-0.34415114793069,2.44729684215874,-0.01619523021331659,-0.33896587632412967,0.392639659660027,-2.1484887406137467,-6.01907135848708,0.5638347535749446,3.1713030168593814,3.521259860328753,-0.035930075554696295,-1.2018760311264662,0.9396175662941464,-2.137427979914087,-1.0238280037123086,1.2451141472834735,-0.3217364949329591,-0.1701983686510089,1.7664637648698287,-1.2047013645742926,2.2120853066660695,-2.982181095786645,-0.34534650711790693,0.5152957313311091,-0.7098486818301648,0.8089830550291994,0.4436687351814106,-1.555326588992017,-1.6601635675175137,1.334529302312333,0.08533469483362444,-1.2880834785982818,-1.2946942723373143,1.1088522372642466,1.9016251056626645,1.2473839538006128,0.29792915754435434,4.924444659873684,-0.07560273081951197,1.5497005740075234,-1.0677324154523942,3.104683734657594,1.0318597518491512,0.5860187818968812,-2.876876467492855,1.7265048499856324,-0.4553001744970704,-1.7179163579129284,-2.3968070916331112,5.651658318979708,-0.7458472741191569,-1.7868318834379666,-0.5698935293888496,0.8925497232982087,1.09461063711219,-1.6896603654832048,-0.1532046735865924,-3.028452452276086,1.3361508889000862,-0.3078872444017233,-1.85530810678982,1.0917215518906378,-1.9984397148142232,-2.3469597442157673,-2.734652278259351,0.24118508915469272,0.5873255202309338,0.21191917065014576,2.0818854762641816,-0.4210324877977736,-0.26003035450636336,-1.2596729167454075,1.2500109765440266,1.2278926369575047,1.3228272711354214,2.2908542613630125,-1.542820166548856,1.4464923974434223,-0.718186833693174,0.05043829026801516,-0.6130659941164365,0.9980999544454474,2.490330407835939,2.774879590554269,-0.35889130414499615
5,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,5,novela histórica,other,-3.2509327225981934,-0.850455665752186,4.283535280800635,-0.6723918995757145,-2.6936358706284587,0.21572594852942473,-0.2598394005085556,-2.513444672644333,0.5216468000620971,-0.23623689070116605,0.3361181350280553,1.1138982747059778,2.9407737395404645,-0.9027483050559582,2.013291609283627,-0.4342087325869457,3.75604346447326,-1.0679838273160467,0.8193729162693941,0.4502805987203189,-2.1478377686555987,-4.998882554654788,-0.19447716814184446,2.914875374927817,1.9338800100364146,-0.4707460465173803,-3.0148513328623636,0.7222004628575149,-1.3914405294241554,-1.5954543300927035,0.35113103721846173,-0.05605426435780103,1.4548822088762154,1.7230459400795617,-1.8759189805735978,2.2247489894551222,-4.686522412884582,1.7110597210556353,0.14636433084966072,-2.0044578908368287,0.21420782269820648,-1.611700261371663,-2.8388923360545526,-5.013393586145186,1.4186011730951993,-1.719769872830602,-1.1901544558104078,0.10560954058452943,0.36796788234803657,2.9920283990116694,1.3745689417835507,1.2432185485585663,4.4837617601716175,0.9471071509049018,1.0405939684436625,-0.7938075363364305,1.13870036159771,1.9851697938444506,-1.2081451406001094,-3.0006394769972857,3.351561037929507,-1.1259096526577679,-1.6937249989059815,-1.7431590791195717,6.352003490897591,-0.5398148236941154,0.03103400784640087,0.8487577641625332,-0.3299770792875698,1.1819643970827052,-3.1581471434981356,-1.7189600910547043,-2.489264039408514,1.664992564840615,-0.9519681744974164,-1.0734093487540939,0.4558060226375362,-2.601666220284635,-2.0579478213104636,-3.9421354364098313,-0.4750864516957023,1.48951942897226,-0.3537996357919795,0.06563130694303965,-0.633013333544298,0.8865276429928102,-1.07410182070703,1.021646371179866,2.3400197577287294,1.38099073323089,2.218641668466571,-2.2790686575999253,3.563959312074232,0.46750454795509455,0.7822904820985102,0.264758304709682,0.9709990658366934,1.7194145890968677,3.133232463195771,-0.7323058339887272
6,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,6,novela histórica,other,-3.322724433754854,-1.847021364440041,2.722194253128787,-2.781865922894994,-2.372832048747102,1.1408253387918823,0.1836375008628724,-2.291138327407946,-0.6408388954388915,-0.07196635644907912,0.4338921868086143,0.45529895061622794,2.2889838934735005,-1.573798489169672,1.9613911543540616,-0.02658990115667026,1.2174680853404927,-1.0559414536537013,-0.35110557232384765,2.2572328446398826,-3.5542191408938124,-4.547724088866576,-1.2762347325414478,3.040170742569031,2.9412168903871665,-1.164233271669965,-1.469743189982765,1.3433671668164329,-1.5585167235194652,0.2443412280857682,0.7365633259474738,1.0072324302315807,1.462269488710242,2.568067635307183,-1.6104793860797537,2.420996440543985,-2.450559636995373,2.2710463985644314,0.6589140382467245,-0.24345354545427167,2.5701115395361716,0.6351568154947373,-2.537117181660724,-3.34528525885752,2.0572292262779346,0.24131387682680994,-0.10791650070311165,-1.905312676196719,-1.0738019080672574,2.1724373477908294,1.9616835057371778,-0.09908433110654435,5.690054671769938,0.9113904362515848,0.9335480181812126,-1.0539528728934866,3.1306067373259268,1.8844620895060942,0.46047716199745015,-2.7259533871952066,1.6938619234138939,-2.0297150827204526,-2.0709848117630782,-2.1496819038847126,4.4912097608098085,-0.41956583398439184,0.7154183425000901,0.5536036299308034,-1.6518884020972544,1.0899688161560004,-2.005728305460413,-1.4436112057968467,-4.255081541203025,1.442366234983367,-0.42604673729289133,-0.4252822777477163,1.3876555505416444,-1.0863218102749255,-1.481633859097916,-4.501054642026507,-1.5348979062460715,0.5598077586816368,-0.029587638619001932,0.8554140757665469,-0.24546422002814428,0.1382211865970978,-1.8488437498095474,-0.34240050924794163,2.4555076221956837,2.0310402090609676,-0.1449929404445418,-3.123423780243523,2.921507415724587,-0.07936051045104642,0.5262022765361322,0.22242421370394916,1.8465101593748825,3.188501863434819,2.2505934650275554,0.03866645413685055
7,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,7,novela histórica,other,-2.9857179068160207,0.09185308288774507,1.328277619196676,-1.1042373246951733,-1.2635775213809985,0.08499103709298161,-1.7951969604962237,-3.033831732226634,0.4290937524018581,1.3200955458619958,1.316969469763567,-0.4442433079736965,2.2592701821629007,-2.783254475498966,1.004943175349032,-0.859253201215413,1.2634150062980165,0.5451006927419861,-2.025552367478788,0.05942183995158601,-1.6286559170421278,-5.312129800476912,1.8335905708509905,2.4576446064415602,-0.003969120787891356,-1.196371047816175,-2.1483245393957535,1.0896806580349008,-0.8275146100197759,1.2768655550420949,1.7118046030116982,-1.2370750213537827,-0.5161017024878358,1.006929598395466,0.21895677912270628,2.6160712949808955,-3.8957710842293434,1.342915550342787,1.9307905385095934,-0.46503863733037853,0.2877239575988888,-0.780560372988468,-2.9168816890398013,-0.3900054894421032,1.676796607759126,1.7675292619511573,0.9479973121298322,0.3934893399742432,1.0067346966001836,0.907891487347884,1.3814624302562262,2.1745997326374873,5.136063876944183,-0.4094742162576175,-1.1969184925723662,-0.507169728759564,-0.12395505613349656,2.2909584451836515,-0.6505172800306518,-0.6288807832924892,3.047075340372464,-0.9821355498168263,-1.563610156444243,-2.2987004750154245,3.4066158004844027,0.46867047141939366,-2.4819579167323784,0.8124625721590046,-0.42578925112374044,1.6070932405455096,-2.7527989082215587,-1.1492166600142646,-1.6242589710334592,1.6925405791867245,-0.03612376944091977,-2.215498692971785,-0.13572767813960773,-1.6462790231809308,-2.122145885121588,-2.367136317230962,-1.3428087215715525,0.7588516833728347,0.42285138911800857,-0.5046376879154186,-1.0006742061925706,1.6022390794132164,-1.292542050469276,1.7301906482077811,1.551540249393046,1.7065976057793524,1.6944989734666986,-0.9828449031541666,2.9365777252550718,-0.6830194337785436,1.538390954663079,-0.3293709026185825,1.532690295136721,2.2706896823609775,1.7634949912633502,-1.42832208051043
8,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,8,novela histórica,other,-2.975648275370297,-0.5090675225799401,3.728259300138049,-0.8901084424380201,-2.9283857464329657,-0.9135309265709068,-1.645789434351677,-1.3587239705672118,0.6413129413175085,-1.4618241149994518,1.101627261485838,-0.10364453635029491,1.4092058636149858,-1.2779040363349523,0.10053308213380774,-2.2050545600492413,4.104235495168339,0.7618912136145362,0.2266486659664757,0.9692256672064801,-1.6761737407117998,-6.326443110240778,0.22396518290299383,2.990276756349491,3.291790889912953,-0.8602193088917147,-1.6846186578819307,1.4620870599693703,-0.7546141811895772,1.522812884131202,-0.29964548181285977,-0.27067873809888354,-0.6206679033605944,3.0512903739034165,-0.8873232492648739,2.7451602938434263,-1.6848644283380168,0.21243784556093104,1.30223643742724,0.2215539436530065,-0.6104391078684301,-1.6635389903298652,-1.834120074300344,-3.9788781996166307,1.1501095561135166,-1.0613785218099139,-1.4665094583126468,0.5767055176921971,0.7453256920935232,2.042561747891522,0.8621118642569101,1.723400488487858,6.098672427281752,1.422272271052826,-0.06617749607889323,-0.6570121164212672,1.3732370058766605,-0.5514491818224521,-1.2602102662429537,-1.378726199338466,2.0201128438084623,-0.7163679565202692,-1.7203271335187935,-1.6009908364292187,4.5286739364410735,-2.183075987257226,-1.1153004983540455,-1.5104717090956825,2.0753145655950505,1.8646425710506662,-1.749023874356748,-1.157801796518818,-2.7344946803748655,2.8934033991564405,-0.9169099115408983,-2.7436048257034393,-1.7013087643246898,-1.7335750172641085,-1.6147955964239493,-2.03494563067445,0.5782571585015219,1.5672351730901575,-0.3722609054805446,-0.2661522580968452,0.5477799391792288,-0.28904735976537665,-2.9198026258061525,0.3804241209131334,2.36997396677976,1.9571766223311116,0.9296837349658844,-1.1588713046406376,2.1349048844105383,-0.1303733700741141,0.9287549321087951,-1.309718687226777,0.8075960504144852,2.435936401352791,1.668478217880189,-0.645129540356205
9,subgenre-theme,novela histórica,other,100,4gram_chars_word,tf,0,9,novela histórica,other,-4.333453942630143,0.20320316103449265,0.5248078281068964,0.22970783334922462,-0.5465817377185056,0.6160100414553997,0.7120117975964919,-2.88482412444594,1.0322760841767327,-1.2184927465092192,0.19628442800461965,-0.9583149989734177,1.9609531958272624,-0.36022094560004647,2.4269132601329986,-1.6508502788622064,1.1477639936171797,1.8590823645657253,-0.6684859691557605,1.644858917640873,-1.5641209731553951,-6.386477399937058,0.5973554469546085,1.1331945324406385,2.2766848106351247,-2.062237945745076,-1.6711313854011216,-0.7210344010211427,-0.6660336806325846,-2.2018515595189103,1.1582446677476907,1.012882391537848,1.044241740869341,1.6049601698256342,-1.6726331847031661,3.003152144751656,-1.6003067955238959,1.6749943024161733,-0.2877751217338079,0.3262809828297457,0.7581898549280588,-1.2791880064247048,-1.5181360853550583,-2.537697203233235,1.4262877175035973,0.14228490545350425,-3.0177275699051833,-1.2304623168991413,2.564070183880732,1.2732102047669318,1.2962088576318447,1.1400087311667453,3.2033853989915677,-1.2756962374826841,1.4513511854613803,0.1812093005263724,0.36277459522108524,2.521584923074257,-0.5044321437493775,-0.7741425720857233,0.7307655280133195,-1.4470340951692613,-2.906241480099749,-1.0763225589285288,3.453585514816622,-0.6762699265652541,0.35722755325882216,-0.7238408507241463,-1.1090331378049538,1.1577897910238604,-1.4181198169105247,-0.8890046618368026,-2.824974166150101,2.7550582129660732,-1.0195393033984756,-1.3684929935510621,0.12166096906116186,-0.05216130274580344,-0.8739469837975352,-1.2737018399132194,-1.0334395407846135,1.5872749083606066,-0.41098206460660514,-0.0765276779324977,0.07589555343134702,0.8936203837027461,-2.031836363053175,0.7087793278667271,2.280206454224815,2.7512004484700308,3.022762788050387,-0.8305422221164429,0.26738160293826496,-0.7377805481819513,0.43222468472554876,-0.9230038146548319,1.100600455536982,2.2453714031290795,3.451817899917207,-1.8036069558090846
