,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,class1_cl,class2_cl,que,ent,e e,e l,con,a e,nte,a d,s d,est,o d,los,ado,aba,a c,e s,a l,ndo,ien,e a,o e,era,e d,por,a s,las,a p,par,sta,a a,n e,res,and,des,a m,o s,tra,o a,ero,n l,nto,per,ant,com,men,una,ara,e p,s p,e c,s c,r l,o l,ada,s a,e h,o q,end,ido,pre,s e,dos,ida,o p,lla,hab,rec,ier,ión,esp,aci,e m,o c,cia,n s,dad,nci,nta,n d,enc,ten,a q,ció,n a,s q,bre,e t,ran,tan,r s,s s,ntr,l c,uer,s m,ell,ste,a v,qui,s l
0,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,0,novela histórica,other,0.005432657898167609,0.007642031379550704,0.009156580197886769,0.003104715001753951,0.014918871122870277,0.005872404067277789,0.007419473295560952,0.0044441464135982715,0.0065837956645088255,0.005333268289366023,0.010734517013450948,0.006949340107009554,0.01112581858440917,0.015094995801199159,0.009377347357787707,0.006835809389351924,0.0071618534312776014,0.009797723534990614,0.005798488040632361,0.010185387541882878,0.009910242420859913,0.010781467276976821,0.007608344310361769,0.007560040183314037,0.005150364661596082,0.013084015059757216,0.010454513810686033,0.0058324678120386005,0.004766978743667978,0.01697362661203342,0.008741550957209175,0.011649611798065904,0.00919049794847494,0.004701184930401736,0.03803701673077747,0.006360465532937134,0.008571731058271899,0.016311759413837293,0.019954444404724592,0.0034538919150310446,0.028461345145801568,0.00226023301358178,0.009198527340762942,0.006675826452711384,0.0048914706123273895,0.011923519027891986,0.0027558066419010566,0.00871958099572771,0.010938865901516073,0.007897722444769932,0.006050433216083982,0.010107421024413255,0.007735429848480147,0.019622475211702944,0.016387956268600137,0.006609551948128223,0.007307844041704168,0.0091296820041455,0.01639237066412919,0.005076057441424135,0.014783343379286119,0.01555732901513987,0.01338070073995827,0.006699506937736965,0.011113862712811675,0.0018105432580197104,0.01990009301266068,0.0053467657018693516,0.012046502895227337,0.0268289270614462,0.006485575413602435,0.005867752722926815,0.0038205601697281215,0.010661698665909968,0.004264631800832169,0.010096984907022294,0.012817545614780537,0.03735545052148366,0.014356516463364383,0.005542778749713401,0.010814537084930142,0.006081141722246884,0.009217325417750655,0.007348361940680208,0.006407754191834871,0.008180510012966666,0.006994648030690088,0.006248462125309817,0.0066113217665553625,0.009403147892944943,0.007151909688951747,0.00821426028922015,0.008782263128095677,0.014410671378404493,0.0044779916752350464,0.014125036334535823,0.01498997014761221,0.01994067426992211,0.00976064584304055,0.001896738356193101
1,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,1,novela histórica,other,0.009875646435754592,0.005796122174643931,0.009393838590479544,0.005686931058711409,0.015000617520071402,0.0017118754409663657,0.008313030956140824,0.005927758848015533,0.007330328524190034,0.006498510046836049,0.009269503399827949,0.011425401399526167,0.01726764414874482,0.010566692513609947,0.012377503712889206,0.003512968660513926,0.0036909339727384176,0.002616671095843216,0.004159671305745764,0.011723711218944735,0.014930970899014722,0.0052361717921245365,0.008020691750457729,0.008153128879165314,0.005030274379533387,0.010767539337267484,0.0048657309259320675,0.004436624536500648,0.011215110548990916,0.015620841928112656,0.0043350830366036,0.021688633886750068,0.008257774018420391,0.00569765369851878,0.059822778674677016,0.0037468771660807763,0.004364735860761884,0.016904766854304993,0.021466946769483842,0.010134954568835326,0.017991360287264137,0.009296976966475764,0.008717640537408764,0.004573869880527821,0.006590051886606862,0.005542568399763814,0.004839560200085862,0.005819861414071901,0.007890979832777503,0.01131970504353252,0.006228271695586852,0.01479826118526983,0.008206676026315177,0.021805798245920247,0.012678551892358475,0.005539746251518371,0.004664731939899045,0.006628575759982355,0.013614825747607865,0.0034853117253612767,0.011061348073412294,0.005126525811934945,0.010616019177683832,0.010871549237641132,0.024834977807401935,0.008859332087748464,0.01790724636670367,0.006754835496721993,0.015316967606237462,0.016618992515399545,0.006073928346323051,0.00913235147168283,0.00512126809486942,0.005067123019948439,0.005416314770287262,0.004152888758275378,0.014329298791661406,0.0257888529202223,0.008063313477787546,0.006428061164253339,0.009420899400697645,0.002959290814242588,0.009343904998222125,0.011425893721962989,0.007955866298320647,0.009063671640260246,0.007280541179513079,0.005555308432675922,0.004004331376031967,0.005712232805603731,0.010692252021877397,0.007434560245911362,0.007327746952830427,0.026249132315914452,0.005146547024522172,0.014207027344408733,0.018027896971271377,0.019951965897712677,0.006880212989331323,0.00674354711842867
2,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,2,novela histórica,other,0.01109812421529979,0.004093575682001019,0.012197462340765823,0.005501347846273674,0.019746263735689874,0.003350770143312098,0.011408052279781497,0.003753983615238734,0.006420346509541961,0.007187467243472864,0.004235574119472356,0.007869650202792084,0.0067100700964296675,0.01752249556205898,0.003203688587028472,0.005261507156198872,0.0035067129920235665,0.0028334501914850465,0.007231628757894263,0.006286825455426629,0.006496518933769596,0.011577191871485771,0.005363130478946182,0.006376746358740169,0.00600292489519179,0.009951024551262835,0.00813636491781945,0.00658659872877504,0.006991843656480531,0.014583836190348911,0.007498930572656557,0.012518852321617197,0.011038139117649014,0.004022010552982842,0.07067788106670664,0.005060966023994933,0.008242394857981323,0.013721446619902428,0.028721440123914792,0.006399321864265582,0.00718247788208014,0.005536754153391785,0.007328283352275316,0.012504584350152718,0.004858072671666568,0.019650576598368576,0.008132084760574846,0.009850396072004362,0.013115766718301013,0.006172269124537761,0.007137384941418152,0.0222328984048082,0.007734544353132529,0.017168048874130256,0.006088825648629272,0.00393756113571359,0.005066392305880713,0.00938921822076049,0.018652965944134993,0.0023850600148244104,0.014060298797003013,0.008649727184260348,0.013234104922514561,0.008469620226615914,0.01878628987565759,0.00785537618746159,0.008742798545377902,0.006542737433261575,0.013784413514618803,0.01913350437957108,0.01134619720532571,0.015293995098371566,0.004075323280884596,0.011855314009591883,0.008270981220702259,0.00888583579042459,0.010839704828756342,0.023602431972287934,0.013730719932795473,0.005187155786799678,0.00803358565910087,0.0029966053943866525,0.005295509344645226,0.005840069334445417,0.005251830607885895,0.010049866458441026,0.008513435681032326,0.007260355347256801,0.009270462252918384,0.011853346563450941,0.0037596282176659735,0.009171913653866394,0.009023658686421685,0.01985302151153455,0.0024432910562916126,0.01303134959896999,0.012549967343545378,0.01892664933572179,0.004701142226059943,0.006317055570612379
3,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,3,novela histórica,other,0.013959920323452918,0.005006658556429978,0.006607775553358295,0.0032803095482756743,0.009653565936791064,0.005388978981904766,0.011627515571855674,0.007265493983937123,0.01223783700571366,0.004894641113367628,0.009248549166301573,0.013909956435876853,0.01573161740879077,0.012568431456018192,0.02074520773570643,0.005672409556383569,0.0047877966899461475,0.005366454362715938,0.006905037478006968,0.013938281977551174,0.008624830637323312,0.010992440891171133,0.014220444412416985,0.01172384420124403,0.005581621353539886,0.007292177493517577,0.013363458621139912,0.006288813926568879,0.010771076234621329,0.010665187637521343,0.0032769363580209014,0.012450572881636134,0.01332133609430822,0.0027836341270972274,0.04616087263626194,0.006422105418844948,0.009474323439907983,0.012053800940057008,0.027114476286507035,0.007197715751340085,0.010118284145870094,0.007544697469138012,0.005414828047613825,0.006517884590931515,0.006719414159646594,0.008099901620214211,0.00799413883384471,0.015550110336852998,0.014385668346008337,0.01957840501432596,0.004464139864146698,0.011065159033351021,0.009308387977069328,0.00857979834041228,0.007380828490776812,0.005031257494914417,0.002334119444791824,0.012114163570668185,0.017071407366264106,0.0034559574389035333,0.018950592815704142,0.005160300895263919,0.015599808155914602,0.009248810008943323,0.011755634285297618,0.00764551298480658,0.01764479207999906,0.0017725372920702964,0.007191368812354616,0.029738338030777477,0.0041362616663819084,0.006779365071239679,0.004324489530891991,0.008826845411582194,0.0022782925563959115,0.004687914965660149,0.006697068319029534,0.029961018086063544,0.006624597406294622,0.0050451074183954754,0.010748863400434353,0.0066829146589387845,0.009713225647488655,0.012910095115087204,0.00584987736771977,0.005277519241454733,0.006568957808610413,0.009666413081759246,0.0082619558239134,0.009084779358044484,0.00900120851674683,0.007461710539588143,0.002370771293366741,0.02202918631143545,0.002395197094252919,0.011722576451204371,0.015367623233971336,0.017382529609301582,0.006151368345609812,0.005979911536830575
4,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,4,novela histórica,other,0.008528029423903927,0.004299125891915238,0.011981458612682471,0.003669057040283828,0.0072196958375601895,0.0070111533951299635,0.00816886756314774,0.005458135022862116,0.009975767043532221,0.005372515102195874,0.007425221960439277,0.009293233125261128,0.004959059312247705,0.017770825843676754,0.00851532202239726,0.002994635740672908,0.006609622876983019,0.006650537650863688,0.006678259975258359,0.013168577976595179,0.008231948612159135,0.01256957144849257,0.004939572239553721,0.010564925754363987,0.006117924608373576,0.00845730781461568,0.005073382260460089,0.005708996258084878,0.008759601273271342,0.01392231233522031,0.0033633197292705554,0.022643973824326463,0.003967155716391339,0.0030899774626109732,0.04295307024081689,0.007528123134990969,0.007045632625271782,0.007768601576672189,0.02486555958029273,0.004504589144683945,0.01860233864640048,0.006685746089593616,0.008914923360799932,0.009142923935447786,0.0032545098436342758,0.015693923917719798,0.004170261733585547,0.009279090420996866,0.018530463175481265,0.013173123010942634,0.0071494443890517045,0.017441244741367025,0.008902327232859443,0.025760074645810194,0.008155046181402557,0.005083805468089426,0.006321670438037021,0.004715850083096487,0.011828170846424298,0.0040627115566674,0.013852888179281608,0.014446140966328935,0.02512928396276098,0.005516900929051109,0.016230236829275838,0.0029266445206608286,0.008406826774218376,0.005505396008649045,0.00985115342149308,0.021410695950752793,0.007680366366888336,0.011376641748915844,0.0035520328670298755,0.014703118945736025,0.004217294437112105,0.01092704657214773,0.0071677667034438204,0.035796667688635694,0.019264413773365702,0.004891653830268956,0.009992692517506632,0.0025873387075614797,0.007967647770690985,0.013572553572787041,0.00741967262123018,0.00469175113123452,0.009297639350503598,0.009846445555024529,0.005582821650828022,0.00950815886111145,0.006307878029495949,0.010785038422827,0.007271247606458206,0.02097194437408212,0.005945420863084757,0.008541025986823148,0.012919963029437898,0.01599327722694077,0.00831295641759368,0.004939059053821609
5,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,5,novela histórica,other,0.005734119096071828,0.004277459780145785,0.014586384602445206,0.006741861754106727,0.00776660555706163,0.006042105033367194,0.012045872575739126,0.0068335691321116995,0.0029829266765404373,0.006561498697477546,0.007910008693857423,0.009899109080037405,0.013890473008293212,0.021077305853137603,0.01961266893430137,0.003097298089814688,0.0039399150995189335,0.0029068826441445224,0.00391279690151199,0.00884598498649025,0.011128173184493835,0.01184706044207872,0.006868408545388704,0.007035386803968838,0.007620381285545822,0.007221591417218795,0.006874781758292343,0.010368340850794005,0.005413290166971954,0.016212901871464715,0.008295340466797417,0.021449867988634096,0.003923141649817812,0.00554854059196232,0.04212694010277944,0.009949871054340101,0.01307908013916589,0.025889996610758286,0.011105763639445855,0.00473802821206877,0.013132224356163576,0.0062591642330039055,0.0033132011286249874,0.007706958282361387,0.006503722068901553,0.01800785451225855,0.005099240892077963,0.00870996508931872,0.01854539852945863,0.015081552713135035,0.003315590210242545,0.01740205656583255,0.006760411646331804,0.016664531890833122,0.01228204027918929,0.003564034346342994,0.004629409234713922,0.00402171167992348,0.017727184490850575,0.003409631381459705,0.0159345207338854,0.00665022813471583,0.012359643192877785,0.006521203250308924,0.01549074046134452,0.003611483507662238,0.009431257592723492,0.007311825537958382,0.01457804710809267,0.01285342961560848,0.004068116395373406,0.018427863968195984,0.00859682862583939,0.021857020156088803,0.0024896706257523365,0.0058988063126866495,0.00875172903792434,0.029758804868163246,0.010780150001403557,0.004879718347369558,0.009722201840068617,0.0045165854908650015,0.01478201192854517,0.018234579870106175,0.008660824329258956,0.003983701191828231,0.005520662721946563,0.004867334077501944,0.007001100547824181,0.008429322256799146,0.0069171454898548,0.003978474255614124,0.009523632506970322,0.017736204645030524,0.006143379766382261,0.010926543902933204,0.0084111171668467,0.022023851327695642,0.00927032372210029,0.0016022989786665697
6,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,6,novela histórica,other,0.009577978577844542,0.0028986045693060124,0.011659293065081724,0.003279766569022938,0.00988819900372726,0.0071401061559932975,0.003490138194685185,0.006222583302248148,0.006585488650221889,0.008227505815810492,0.007297829579713961,0.007535363847937594,0.011200661757915831,0.011211682694347337,0.01390566800367275,0.004222409402598611,0.002932749686958328,0.010652088207385186,0.002740384996864566,0.009521799675150664,0.0071110100290339194,0.013800988724351886,0.008755906829457712,0.012853175160614922,0.0049234880605662995,0.011409526636712632,0.017901386166336023,0.006367382267560323,0.010225842903550195,0.01999371910927736,0.006692247928925983,0.015809724174883556,0.0078101605461923865,0.004360808941446501,0.028356749208548897,0.006122769001985613,0.011385597266467764,0.02178504791475186,0.023255445440606756,0.005345229185357726,0.03018015219837372,0.006318588952251332,0.0031958983654823974,0.005678020736171127,0.008753246362755448,0.014029099048908826,0.006649230789698531,0.010890086261240058,0.014409101091868413,0.016814292540837984,0.00472489348956232,0.024499866077429253,0.006687554437813337,0.023811299257884125,0.008080411841396472,0.005525857160494604,0.00781887721784707,0.010305442798116982,0.01610605043514901,0.0032794771204490065,0.011944254445686319,0.010369096447754878,0.016243857552461848,0.00806221751801902,0.014520859439819194,0.0020442742298775844,0.00693404413606447,0.008100470928260268,0.015751595093867032,0.028207429139356695,0.005726453560288374,0.009252256594719758,0.004337162069310766,0.004581484963095276,0.004176633353372217,0.00566888054688087,0.0029218778792929217,0.029417452474122058,0.015096387423398057,0.002652754750483566,0.008005324738988202,0.003486839401058173,0.009390087144049883,0.012383247463189629,0.007824638216221503,0.005798015851722552,0.007116419673845568,0.005681502266509348,0.007094300033905512,0.005773193431904229,0.009634975707615442,0.012237667861847736,0.008429932208152047,0.01876513770066518,0.0024217359008666057,0.010193976232583895,0.00866272683878937,0.014894019651814985,0.010564418117625832,0.0034184455756684686
7,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,7,novela histórica,other,0.005300735873416027,0.008158084575054101,0.013020779958800686,0.006925829864355001,0.008900149450747158,0.0031988467150176527,0.007180158649249201,0.012661305095448041,0.0029462523778442553,0.003101657716759205,0.010561425337024847,0.010998146042948275,0.006578807371167162,0.015598321659415566,0.02107427134207348,0.008813446786133454,0.005684639852290151,0.005962474841063005,0.007098070965548407,0.0035007697727287464,0.00885419704662336,0.005694826696699406,0.0086159866982285,0.007014509306188497,0.0048123569194214915,0.009094947144213715,0.014420415249569824,0.005346538017801983,0.0049610224108957756,0.013113969285221233,0.007914873978353899,0.01182083412002938,0.010877552348327633,0.0036643208329269032,0.043280249752932785,0.007150170281074355,0.00927140922617438,0.02299636746210719,0.026847443452052682,0.005476863965417077,0.018582507327627843,0.00813057348027698,0.006376750298314595,0.0036510234626989037,0.012117518207119454,0.015246983704401137,0.002412435593188451,0.02242052510282781,0.01163056014906516,0.011701115357966805,0.0021814033639659977,0.015559180700512841,0.006450691778246168,0.015486878321720216,0.010695923114927366,0.003584036247375162,0.0050036467548319015,0.014182927888465332,0.018436954102616573,0.00327951589098444,0.009744291090369653,0.007042526534403917,0.02150658341443018,0.008216019292786854,0.01383137858161084,0.0035453595709398224,0.011128102318500631,0.003944921955496681,0.01097189133217456,0.02074730495826468,0.004200531963827767,0.009491403961358329,0.005369738400630918,0.012746505012386495,0.00433744415148038,0.013149125083672638,0.004557379170362849,0.03348170093234359,0.018935606855926893,0.0036870952998082343,0.012110411858555385,0.003947263159557782,0.010720954977798599,0.007516203220004913,0.006398197876916878,0.0064516099096194,0.007391412842712443,0.0034856946100496108,0.007509759472868522,0.00643151694961129,0.01025117018057993,0.008420612816877988,0.010143392742808208,0.014878260974465807,0.010334531520665964,0.005389709527958891,0.012237465176332934,0.01685028952715355,0.008640681624266648,0.004631771861941544
8,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,8,novela histórica,other,0.010874009229423663,0.0061530692220564875,0.013202141321110963,0.003227831926959051,0.008658800488632441,0.0021185955055004566,0.007783835907698945,0.00655469065430031,0.001954495220044108,0.010157297883132766,0.007284544673806123,0.012492803972838902,0.008507059568012539,0.012262037292820797,0.019345355165115784,0.006504928830820777,0.003556711143791742,0.0033209016491005123,0.00575906220099534,0.007999765215619606,0.004745307320665348,0.008845239927886876,0.009266147971163874,0.00661542164521066,0.00564719748001031,0.0109558160203318,0.006625906632816421,0.010975475147325543,0.0095829576571833,0.010644521979977194,0.007931009687057382,0.03177356152155124,0.009528400993563623,0.0013494037944936205,0.03784506931959723,0.006936557045580009,0.012924140117012366,0.014249269356698957,0.022532885855150987,0.007604375643635876,0.0101428512857961,0.005404777771731864,0.00875773987319962,0.007867266158721308,0.00469574298786914,0.021806479008683276,0.007615433776760527,0.019306401665024252,0.017288654026734938,0.013271368366032496,0.001389347223300607,0.01276261093380429,0.009662270566485864,0.01582391405784976,0.00528812966884179,0.008370836316930889,0.003522404036466675,0.006258140159041965,0.021743998173476605,0.003972668938142779,0.01238430631127221,0.016001787376418858,0.009351106341871054,0.01226202700618362,0.014845001247681315,0.005853744172652059,0.01381436177362057,0.004991288463550439,0.00726708795117589,0.02683001001413139,0.0039004523515333562,0.01640278076000602,0.0066699286122692105,0.007924540073528854,0.004089408568320528,0.01323609988036731,0.0071802762881488045,0.02883034269951901,0.011041429963412664,0.0035133456162585092,0.008864734036458523,0.006514080308107672,0.005162170136341895,0.016513735975501546,0.008941783079211552,0.009243765151270131,0.009609824141506814,0.0022492332739122265,0.00797023183369599,0.005544879365329535,0.006255041309422488,0.004619083348158019,0.005406670375194064,0.0216389426335089,0.002394503113769439,0.009622102620500214,0.010639167946736718,0.02039473583319368,0.00881982083942309,0.00395853202324714
9,subgenre-theme,novela histórica,other,100,3gram_chars_word,tfidf,0,9,novela histórica,other,0.0037473849438337137,0.003158843843298508,0.010348727321614938,0.007502736500617718,0.010909311177151916,0.004000255404050638,0.011429573418245659,0.005994162374988843,0.007168239163307365,0.005102030041421873,0.00970285715382479,0.013936379765798678,0.012985271534114957,0.009134287877456179,0.01835647297953456,0.004053087559121848,0.005558555720013151,0.003105678676473102,0.005476969261748541,0.0066307620354268335,0.008044215869169632,0.008371032114897235,0.009939306087841882,0.009027522792444207,0.006661589132419814,0.005556583767733949,0.011217149646975323,0.008272225996788228,0.006750524144387558,0.017759963365078995,0.011835733249163477,0.017799733429064508,0.00969424047578495,0.004202386359930013,0.04169153976596855,0.005271719537598083,0.007504123347806655,0.014682137224367241,0.025841034416194942,0.007117474507786584,0.01718025815243716,0.01020778947506709,0.0020218825089198247,0.006129108771929873,0.00452740500648214,0.015765165632619132,0.006131024265148524,0.009684750295097834,0.019614163342221456,0.010579960324036807,0.007568163989170977,0.013296542479796378,0.013478527641259994,0.012718667676187527,0.008927500161178683,0.007004881368590272,0.0048045731049334035,0.01037550289635636,0.021456555761906144,0.001733123798532508,0.00974461472788979,0.010168041125326951,0.03633217770150065,0.007509978483014582,0.009454751962475952,0.0030125955577220234,0.013079663957175238,0.014802173555433151,0.008756118135318671,0.01271680682516851,0.00883036698285806,0.010061859083605542,0.006502782094677775,0.013147737290948825,0.004420498203810076,0.012927318024235017,0.005464251681520472,0.024891533520624697,0.013005870519055088,0.002088030252848578,0.0038451452600433626,0.00564112317052099,0.0038092191949313974,0.0057073752650100215,0.004746829404258016,0.009609465594908233,0.012525150763368877,0.007564060373776061,0.008718661194897743,0.006108800024260813,0.008449085502739158,0.007621000957213829,0.004335138373055607,0.017945411596283423,0.0037021474977998684,0.009169695302477061,0.01493762436096508,0.03005194416176785,0.007291536479652244,0.00255604720154317
