,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,cv_call
0,subgenre-theme,novela histórica,other,90,250,0,3,-0.4043133118499317,-0.07822161613205568,-0.5239689105236427,-0.9680134565426268,0.3072372718184217,1.0952024917033027,-0.7423133781374426,-0.6411590822136809,-0.18708955066972824,0.3137713527990415,-0.3788780733482312,-1.3994952024572311,-0.3437384749876119,-1.608565730830885,0.04612312280241945,-0.6517512353956554,-0.16525689627375012,-0.9693678296083028,-0.01682777963327859,0.035049080121051436,-0.21136711003243275,-0.6340774304241628,-0.14013759312509827,0.6735009412928318,0.7061951415471349,0.3289275633604745,0.11907132679182872,-0.6581488458082635,-0.4820400750720883,-0.5412740955038433,-0.366055056874378,-0.1618211840331206,0.5385722750348209,-0.15649165252280406,1.179737194684534,0.3341355256531505,1.2812280359226214,0.6083533522937594,0.32028639133796344,0.4920759108902635,-0.13119018452672748,-0.3730701539494482,0.8282237422754535,0.31837244352239913,0.33342256857629754,-1.722650752229551,0.6007315729197023,0.19300867337289654,-0.4496451634524591,1.2159995550765967,-1.2777559289500005,-1.1351533089653596,-3.0093067523587346e-05,0.6917349504925986,0.16499613007468966,0.8372739738591981,-0.8455073187631212,-0.4721098274610401,-0.5127302179523813,-0.2344029563772416,-0.08921809740849349,-0.09236690520644543,-0.02100021358893525,0.6165701909793881,-0.3268594748999553,0.07709675809272985,-0.3142982513286885,0.3363655564866597,0.03610347502972725,-0.12469901507651962,-0.03021978207810013,0.23008468946303226,0.7066194673349061,0.1559346276173217,0.20923230593027814,0.274710828923711,-0.6069854081829704,0.5698445382115721,-0.0027993426213951955,0.6389908110950225,0.3451665314305773,0.7985503686470099,0.937216890819058,-0.6842008826762379,0.1535128892117766,1.075081166880426,0.05897921612791397,-0.17338246411204514,-0.7964577584719823,0.5401759766089902,0.0
1,subgenre-theme,novela histórica,other,90,250,0,3,-0.5429679851724536,-0.2585691765383139,-1.00859020864893,-0.9037657139189108,-0.2217757147802133,1.3945756227997252,-0.5851849794840103,-0.6052598185615707,-0.032897725066431564,0.05873082505627465,-0.37301548072532587,-0.8571257585548324,-0.0924996618381304,-1.3906882735414257,-0.1232158784849673,-0.4136460188072394,0.09573455185169932,-0.969901449908248,0.009046646444945588,-0.5145259183096818,0.08427648572638823,-0.7483328521910881,-0.11243369584080568,0.7744631912288441,0.7772383082650558,0.31581232963291594,-0.13708646695202492,-0.6451483238095622,-0.5103228251905711,-0.5808383919319041,-0.410931539790646,-0.1256180170649677,0.18437769992121056,-0.7083576083995505,0.8950978190131522,0.3411303708262277,1.4249044193948677,0.5925679485544689,0.5562419280527572,-5.084098905169527e-05,-0.2296432429575143,-0.09863446857592688,0.5202314541435062,0.7859427220091809,0.5126889043531069,-1.7071062794223015,0.64168338954212,0.08746416822124665,-0.3686521535708991,0.7977328914010482,-1.2304089386143295,-1.439021258825801,0.013191385121256827,0.6401325092704375,0.04903553109023966,0.9292625933756852,-0.8942885269668253,-0.3520248498338661,-0.5584878676855229,-0.08229551652291231,0.0653245308040788,0.02060056120568185,-0.08953011145921691,0.3950271309749275,-0.6248952514625655,0.25325152265277595,-0.44275974775679133,-0.2294384885141719,-0.0631494278265384,0.019373639485248558,0.26824359449216395,0.5135925061135337,0.8855357211087407,0.06947495440646469,0.1654420071545139,0.5940968457845603,-0.20542675226443854,0.6868277341630361,0.21387772147379408,0.11479927413817093,0.5432760322834973,1.5575825522448623,0.7683126572760426,-0.6451053520036989,0.23604301423890936,1.0866080937658331,0.06612714195826333,-0.17338353936861284,-0.7886812546143425,0.3719796980241711,1.0
2,subgenre-theme,novela histórica,other,90,250,0,3,-0.406508880431193,-0.3848928243771561,-0.9488344686683774,-1.0093441909366678,0.25977643747853185,0.9085666652222846,-0.7004178409469339,-0.31739053742889883,-0.2638178681546892,0.17704405016121694,-0.3945874593736492,-0.921996016771875,-0.2381427504939968,-1.5942536444688282,-0.02422087444365058,-0.6516923240365247,-0.14965080245764342,-0.9776828179784216,-0.0424010781875666,-0.15408695008236495,-0.23163390627489824,-0.5341788663003293,0.3071425747293272,0.6797725076573813,0.8349552275454097,0.20238577821508144,-0.11040004393861684,-0.4891105910138719,-0.3703662554639467,-0.5791277381692634,-0.3467693101588274,-0.10430716516718362,0.3695111099321843,-0.6155631449096397,0.9307051208021392,0.4085333500205627,1.3002836963000963,0.5809262162133033,0.3713293451600108,0.4674491766391154,-0.3878356620072125,-0.3606931983266004,0.7763270082602751,0.9094106342435596,0.3900863098586154,-2.2065455856313747,0.6646243752754268,-0.0324770258823681,-0.5076980883532777,0.7807876297115252,-1.2668940662568702,-1.1456774707431694,0.009730057568450726,-0.2132570815465474,0.13634154278819172,0.7185102874731025,-0.7057027444826344,-0.33479195230218084,-0.4889274249078113,0.13997315039144068,-0.09870938378429596,0.026647970034219957,-0.09374526845531887,0.3547316775786281,-0.5564198590572653,0.4785692053780756,-0.3180541329757989,0.3336282469682978,-0.08194328228270054,-0.2982584413884086,0.5775548396813247,0.3276127304759534,0.9140726569554499,-0.04718264817375439,0.3334399037407023,0.543281092681122,-0.41539227328964695,0.6999829442266248,0.29775974346539225,0.6264871480418763,0.4331569201589968,1.2998442696261847,0.541810169743426,-0.5856649788988048,0.13407738434806418,0.9749345060184692,0.09784687425160224,-0.17339020580107334,-0.8344895410370898,0.4218263152188352,2.0
3,subgenre-theme,novela histórica,other,90,250,0,3,-0.4286936550785579,-0.5143887839135894,-0.976663830457307,-0.9453161661248544,0.22601432740156535,1.2855121528976508,-0.5222788236891968,-0.6376340004246496,-0.28429850665944484,0.12232705812871834,-0.004921136240436786,-1.0323701822900395,-0.4096480152276343,-0.9297368027638836,-0.06350242692873463,-0.5066832779638373,-0.16173698155207467,0.024339850281478104,0.008048127374185353,-0.28890904403344875,-0.40377635093655495,-0.8419855699428982,-0.09972055311305174,0.5926068153351618,0.8119309764737479,0.1305597672773219,-0.17725824482261082,-0.6182694322107897,-0.11339232674750772,-0.5613962538979156,-0.4423413304193993,-0.16174697437977315,0.3196433658529429,-0.8846300174433229,0.8288270945249405,0.43009099517462224,1.4809432706682573,0.4687392884444074,0.344526361954425,0.4664371180622891,-0.007898565230358963,-0.15665834279592705,0.8336398479730466,0.6728295562022237,0.015438101121475438,-1.761954694365272,-0.001888360786595239,0.003938413047278502,-0.2746509523034996,0.8147315687198387,-1.3053602225078813,-1.0361563141462442,0.008319224652467096,0.5066671505104909,0.10611874601730273,0.9054497066493316,-1.0449806516046627,-0.4162121036786324,-0.6573204795847281,-0.13836785749297464,-0.07734692733579793,0.2402834047102728,-0.10302276107511103,0.3003227693262556,-0.7355158462508342,0.3565497186529297,-0.2715771718838861,0.3382077987387889,-0.12548109261829218,-0.08951596001220527,0.4531018445423657,0.2063585712292931,0.6757908324642039,-0.03262643820284033,0.4074698408695547,0.4198827172047635,-0.464988049194179,0.7997376957370455,0.0815433875928738,0.6513561024647367,0.5353670049108533,1.2477402156863384,0.5379305731637819,-0.6385384683276147,0.09205116192952406,0.9376292632064316,0.06388501665451549,-0.1733859546141075,-0.8877721695216703,0.4922306723695574,3.0
4,subgenre-theme,novela histórica,other,90,250,0,3,-0.4407068466690713,-0.04409977261254605,-0.8190693072045122,-0.20873373653381735,0.2109918613024714,1.2221245871565638,-0.9720223004642228,-0.6117691597441636,-0.2959210353613108,0.3701564244972865,-0.34130619077165913,-0.8286271112158494,-0.3943677993246825,-1.5512665951506115,-0.12502559889167605,-0.3960058912086281,-0.15147333877909214,-0.9649023285551946,0.012612389777543894,-0.5001096909997365,-0.2109640464232453,-0.6711238292239854,0.07718048208926714,0.6956214976923958,0.9725814240604044,0.2771136063430903,-0.2849815835819408,-0.6462326123827853,-0.4511357356881321,-0.6290299302151198,-0.3800615012183205,-0.14781975543563675,-0.238006610451848,-0.7667802667676149,1.0047705532193945,0.20697017033692536,1.3741090283472408,0.6392710831148178,0.3227082086816957,0.5235750814572081,-0.530102172072151,-0.25741240316332714,0.7817159318184379,0.7861780393260959,0.6269248592058628,-1.9798492009160933,0.3461147555833427,0.01812683865033533,-0.39446580957675736,0.8656838312828126,-1.2752063088365089,-1.296239584073844,0.013193076421990113,0.5546353423928914,0.10466777961996683,0.9096506367307009,-0.9349744744450325,-0.07664926813080097,-0.473998177332723,-0.14725366507005558,-0.16079749622699754,-0.008593284674084184,-0.07775208207067696,-0.016074623088310244,-0.5182859331793374,0.38740001247248096,-0.26825799950373697,0.34619360450092856,-0.110274214899324,0.013936809398137032,0.2714450113577582,0.011588205505313141,0.8725062510500706,0.00018617134406357096,0.12191033468579215,0.5525072948372609,-0.43715951027572414,0.6833838811674152,0.1805672014583169,0.602433387075553,0.550597122618906,1.3063334440487357,0.5245912476294409,-0.6364294466068052,-0.37138166139573997,1.0077344548923772,0.07623135484732217,-0.1781127165804296,-0.15778581324001356,0.5648684494778353,4.0
5,subgenre-theme,novela histórica,other,90,250,0,3,-0.4419171036340575,-0.3601511512548611,-0.7523032566315477,-0.9313444069782316,0.2926131779127238,1.2506503758248195,-0.7449710264590624,-0.6043094523661962,-0.2299344899293928,0.15201987690544608,-0.4766016434965197,-0.8958421238240575,-0.0800658738683876,-1.5673678103039856,-0.11350501907819732,-0.5518431598864971,-0.04149846257963299,-0.972690700684348,0.022500986413619996,-0.5124007660901109,-0.20805890430407015,-0.5790274616904455,0.09549999455311567,0.678288621483278,0.6383118656206113,-0.02678866550975921,-0.14048658590916582,-0.5784130415184116,-0.33241947602707395,-0.5479981483381701,-0.20600833270791027,-0.2448424977418609,0.14025820247907111,-0.5203651251610981,1.0241093706266,0.28591862443831245,1.4931882334198858,0.2623739985211339,0.2809392686516727,0.6054262408853522,-0.3303644826675289,-0.2447060666484943,0.6269874877478332,0.7569145096186967,0.4465359615324274,-1.9561746793332653,0.3972980466600614,0.01570207193334984,-0.4379489448754047,0.9504675509526594,-1.060578557426092,-1.0008570263967642,0.013193323871568541,0.5079094115443221,0.05607756883304322,0.9222104362599184,-0.970721546190958,-0.4972466779185402,-0.5889122740864643,-0.1390195908994046,-0.17403610389623445,0.22803351401602864,-0.07975685593222047,0.4249265568578488,-0.5937333046069032,0.2821529945829252,-0.3437156318004709,0.4580966314425367,-0.07919784952409709,-0.0971145776227884,0.6988391162191899,0.3659526916385569,0.8666299856741198,0.0709440803522482,0.4310700240378454,0.38567606865491577,-0.6250949086114249,0.7059555883065236,0.27525055094847123,0.7562818684704663,0.4840401777420344,0.9593497445057474,0.7451177051757593,-0.7268767427364644,0.29315146460081976,0.9479297574458312,0.08989554116128982,-0.17261314274234296,-0.7991860426271248,0.5579064447526002,5.0
6,subgenre-theme,novela histórica,other,90,250,0,3,-0.4619579902748183,-0.3548139150749213,-0.8354610447399532,-0.9076557219942112,0.2421115798950197,1.2587763603134121,-0.6268244858694877,-0.599091252510851,-0.20470995526178407,0.2788277500333963,-0.3790121444185389,-0.5510511872048787,-0.2537214462278052,-1.5639243923001482,-0.032031466980351565,-0.6155014406600264,-0.14869404455482346,-0.99249931140286,0.03828092849521951,-0.3862311892005688,-0.2316533709550155,-0.6490371365221657,0.15957907204013247,0.015600133507589285,0.8977838165682509,0.12710300247470324,-0.15678216024882555,-0.3467116208068461,-0.466771207014473,-0.5954746477880496,-0.36885939311942895,-0.3647900862284901,0.16232998908788324,-0.5660262075290428,0.9629452899332712,0.1499262668024595,0.9973984408882658,0.36960445284361015,0.261625062828156,0.5332750013698709,-0.3392728171532703,-0.3166462146104361,0.78605281707544,0.8249178454629742,0.4957919958375566,-1.8758706320996872,0.5400782657045725,0.12547050803233278,-0.44061976300858907,1.0009729461550505,-1.3409867839033922,-1.0107834715758266,0.010756778006028252,0.5244218176350973,0.02868573222518306,0.9020115878991656,-0.9264863292607174,-0.4179953422506521,-0.4794799607075257,-0.07925974485376759,-0.2983645648243932,0.15401706376878185,-2.203912397413633e-05,0.4515554285728424,-0.4925723528472543,0.4158765875123107,-0.29794404358430765,0.39218089117716,-0.2559760340503146,-0.021875868253143037,0.371899424589786,0.33611110241619674,0.8831987780494057,0.2499681734077211,0.4529807532976305,0.4619557124716528,-0.30854537912283864,0.5829259224768507,0.33388459599834425,0.6588610469524353,0.5565898921701499,1.0379256361009075,0.6194514153813693,-0.6633217449707394,0.3433970482151353,1.0258716816953857,0.05644504369236517,-0.17336952698102254,-0.9012065942691121,0.5572206239886015,6.0
7,subgenre-theme,novela histórica,other,90,250,0,3,-0.4594658663961478,-0.3571094941128115,-0.995847305495844,-0.9660078278129394,0.2424647877660079,1.2958043872283045,-0.5223691655176758,-0.527436632033479,-0.23374098747764602,0.18325318732274454,-0.5157391346307266,-0.9804768793501851,-0.05139736832950663,-1.0662675012884786,0.021739459744537577,-0.6330061981610392,-0.10689048800334852,-0.9731904355990448,0.0126725388353504,-0.4006081025083291,-0.3624679228043469,-0.5050987549599055,0.09522920964733986,0.7275910668127132,0.9269279538204048,0.06877582917179301,-0.10260517281509618,-0.6734117159515773,-0.33033291878330073,-0.2257571058120647,-0.4544254879675086,-0.3387637273805276,0.4392424120218147,-0.6492951593932712,1.0509919784281172,0.6458202372908626,0.9949673388206784,0.7554125679901763,0.22263137815209075,0.537759897561268,-0.5121303632855003,-0.4598124026749191,0.8728213358745622,0.4261541593075532,0.3227384130332837,-1.7989935914063468,0.7831284817443417,0.04365154137761165,-0.02403297858389044,0.6347609004510845,-0.9147030081821276,-1.0410517429962471,0.008410500096979875,0.5508077708851389,0.09902762986967756,0.9685171396018908,-0.8842471533346583,-0.5302699513502253,-0.0122524149528967,-0.22058625364267725,-0.1939324690466852,0.013586457247650865,-0.005546148764561496,0.4374335542344909,-0.564161215379572,0.5139510229116053,-0.4666278738240077,0.35706523422735464,-0.3016700129537105,0.0518601973691098,0.5843924909742076,0.3189824214782099,0.8325398110901076,0.08817182318919202,0.5076264855150671,0.4324029262833993,-0.479632800034895,0.8024877803203433,0.14057482951851147,0.5218266973477832,0.533045210698175,1.2334754179507117,0.6582065438528321,-0.5855972068337714,0.4047616539893512,0.009098625282712342,0.052432438079015736,0.0038997048850935296,-0.7774157066029571,0.4427561586736211,7.0
8,subgenre-theme,novela histórica,other,90,250,0,3,-0.4455615942436808,-0.5450703866811812,-0.5591018819493282,-0.8223577349658824,0.33702581395745257,1.1249020842770452,-0.07048738983628826,-0.6282320493957817,-0.1160923504881082,0.0005938443856693548,-0.48242920788136995,-0.8753646602627972,-0.1516766899508167,-1.5653047236813769,-0.12511369967744454,-0.4612933720682604,-0.34249140007974604,-1.002737256941983,0.02693159195441974,-0.6966645722928531,-0.5677618971034099,-0.8096726165506224,-0.019675020500102586,0.6230483331649717,1.029651715322096,0.3050743596225663,-0.121607733796259,-0.6404095163423444,-0.06395251537471015,-0.6026311991764725,-0.39744449740049104,-0.10083072700283416,0.1967947782090626,-0.4228334845070847,0.9892850116278864,0.6579977432357417,1.277992487980071,0.4241263752384555,0.2324310839739818,0.6184237731441192,-0.7606122260363087,-0.16918657106645926,0.6402655932626957,1.1739116624476071,0.7956520997952091,-1.4825298790777637,0.3193440470819125,0.020547909595638757,-0.3703858755695649,1.0150664555295341,-1.2669437899012972,-1.1092889077334145,2.949812930637306e-06,0.5222766896768294,0.3608693594984972,0.8059281446782547,-0.8669068041546408,-0.42807843139953133,-0.5606381141077741,-0.1828914332909168,0.12076442714033304,-0.23103866576121124,-0.082840870443797,0.4146311423218168,-0.6233859681481443,0.05955426554032259,-0.2862263687735387,0.5483018303192255,0.11720953607569115,-0.1073727847196656,0.4840452523950758,0.4578400460353659,0.6468639679328984,0.013726685166390069,0.5243268851789453,0.3545748981537738,-0.452356007248165,-0.3601175021350663,0.2134196768764168,0.468711210266527,0.4296839160299172,1.2939189069783166,0.7068417294400067,-0.6388065261400561,-0.10733684979035923,0.8369136445856543,0.08926778482231155,-0.1733089143643835,-0.8397017894425604,0.8251469831602428,8.0
9,subgenre-theme,novela histórica,other,90,250,0,3,-0.4114464948879206,-0.3596377036080752,-0.4656364005295521,-1.0465898611686315,0.2264223219545325,1.125711245711097,-0.6062887883149264,-0.2935873238613408,-0.3598102096089256,0.00010817854226657403,-0.5818415328957021,-0.7627708014146959,0.2460300231892256,-1.5366276345768493,-0.12379630147072605,-0.6926955692834493,-0.12516700455983076,-0.9892134486802948,-0.04423023494377571,-1.0350595964054723,-0.26304580611414097,-0.5391593780413667,-0.00025551018803181557,0.6609943271751426,0.808634944922677,0.3179733568910271,-0.1825558846961228,-0.6000654481794157,-0.529786183917885,-0.5924185435255793,-0.6072922585217617,-0.4991962015326315,0.362020053804601,-0.5803997031025444,0.8983794925766355,0.4908979420672889,1.2983541289701277,0.5273463578266521,-0.091657504391009,0.6055043308374635,-0.4392007442098206,-0.2653241197337586,0.795543004019778,0.4877017064973081,0.4878417637268814,-2.0330702274965624,0.3272177689957088,0.059814412700767476,0.3383223410498284,0.8731836911634686,-1.3156675282808468,-1.0881368139737029,0.01319091571446883,0.5823577153542279,0.3094672106687408,0.6038054583494598,-1.046068930809688,-0.2560005807291676,-0.24276121004591025,-0.19560405910075146,-0.2248516447313156,-0.249849976239364,-2.8179156205636834e-05,0.2967782500709739,-0.5105494035969339,0.2631538087431635,-0.27847970114018217,0.4873626928333734,-0.042511673210212486,-0.011819823100224256,0.6110922758475508,0.3798542730932314,0.8946827463924779,0.21405556941655185,0.4049932383199366,0.6144575584696698,0.2005398081547912,0.5778196478235677,0.2102669771241972,0.5907081533149534,0.5912458580932847,1.1158995697753962,0.7509345076155483,-0.00019838327012315158,0.2436601399924373,1.1481555683655933,0.08091140113426708,-0.1733845842155007,-0.9442098933833664,0.2938361292434487,9.0
