,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call, a , ca, co, de, di, el, en, es, ha, la, le, lo, me, mi, no, pa, pe, po, pr, qu, re, se, si, su, un, y , — ,", y",. —,a a,a c,a d,a e,a l,a m,a p,a s,"a, ",aba,ado,an ,and,ant,ar ,as ,con,de ,des,do ,e a,e d,e e,e l,e s,el ,en ,ent,er ,era,ero,es ,est,ien,la ,las,lo ,los,n e,n l,na ,ndo,no ,nte,nto,o a,o d,o e,o s,"o, ",on ,or ,os ,par,per,por,que,ra ,res,ro ,s d,"s, ",se ,sta,su ,te ,to ,tra,ue ,un ,ía 
0,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,0.0,-0.3993992998538552,-0.6683083648715122,-0.20383681297026546,-2.2204460492503127e-15,-0.5308287806258252,-0.3922710833499854,-0.5621249882528943,-0.03874948273129264,0.06932815590776009,0.2637078424100716,-0.05586119901256725,-0.03264932199553172,0.6747452646109225,-0.22928530068559486,0.945500267399188,-0.052221802225798086,0.7419976490374747,-0.3046208530995773,0.385444194405058,-0.004715577660398873,-0.8021349717951265,0.3289418033396119,0.05879316334348639,0.2395130971864792,0.4722863036863187,0.015266279146940231,-0.7024922448314802,-0.5477675822340577,-0.6175554469777346,0.8862838410270026,0.4786125369326859,0.811275409044744,0.26792159480972355,0.34633194902096065,0.7879573526944594,-0.202855371075346,0.2476226770655199,0.3868279577661036,-0.1628264229358508,0.08620915018700613,-0.4183362347824999,-0.9268654484365846,0.2275046752541323,-0.44409643695733547,1.2513089436648992,-0.5705226871838831,-0.3813452065340059,0.35578100940152035,-0.05940049478140375,-0.23713088321638764,-0.4599565217926687,0.8184254988861879,0.0936852550786942,-0.0037725034999174243,-0.9979224428198348,0.3159493019928972,0.3204877268298143,-0.7750232923802698,-0.7017694628487845,-0.4978598303287282,0.5360093926159402,-0.5877578123748808,0.1609525552749178,0.15577295442879835,0.7329681985212391,0.651931430676778,-0.5580215403752267,-0.11151939121260868,0.14743369956931085,0.4479984725433104,-0.1153660646258785,0.8385143701447733,0.4118201378748081,-1.7282821781880868,-0.011226753366479823,-0.48470807211267003,0.15479402984836566,0.017293523667256668,0.574890514316019,-0.3415954665854413,-0.4797684982148791,-0.7962412836524941,0.07596022878994968,0.3324117807474867,0.5799636452405275,0.19673211272616808,-0.5208749698286581,-0.17673295467477024,-0.06323627408510246,0.7030309345855283,0.694010706749048,-0.19787373797740693,0.9891895150457586,-0.5385747348548235,0.530134068511956,-0.5814165568306899,0.3648338769130353,0.14432275044702902,0.7095095507539021,0.7860746388291328
1,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,1.0,-0.5113429373785603,-1.0291517849847065,0.08939026252182214,1.7763568394002505e-15,-0.3468415145808076,-0.296437066023837,-0.49323146276576707,-0.01584628523790832,-0.06869877636444044,0.24406497312012776,0.25045668929575915,0.17227727386447178,0.5004479374497923,-0.037642441626206224,0.7476144220410861,-0.029923406831909638,0.6672858050195949,-0.4870306267535005,0.5180351834565902,-0.0300555675574814,-0.6899439869909252,0.15406001780938985,0.2338472951522761,0.25735916155272065,0.5771181615165903,0.0926756926219523,-0.5231641652679246,-0.7205524580664345,-0.403270095905422,0.6694671978452813,0.3475062727656981,0.6322248105752875,0.4550402233121726,0.12233540417790613,1.042145508115491,-0.7151719476853919,0.5949266411907581,0.30259963088272124,-0.16411176024466367,-0.300376043717395,-0.3390811980210107,-1.0444087821924533,0.3760621186239361,-0.38092672596495,1.3778233077032191,-0.26693796041208184,-0.7032175896645383,0.30946087046624304,-0.07410393837130269,-0.30001540361554196,-0.4610587842984255,0.7398636493471469,0.3787519623199141,-0.3169236342217085,-1.0159169717666083,0.34474184708835104,0.1285889147555066,-0.8468012273986514,-0.6886137438942057,-0.7191705475688311,0.11577022266312564,-0.6698308783934491,0.25377892352635634,0.13724335409033028,0.7195923241342826,1.0392171516546185,-0.5880910857366735,-0.005178114812598778,-0.08159269742917541,0.7771572746329527,0.13631629503291842,0.6332003092402626,0.11773417225136427,-1.1976664710682998,-0.12409465204076188,-0.7987617006152379,0.09799319366080916,0.3520549804620252,0.2288161333664769,-0.05587252351414995,-0.5905106051348836,-0.8592514430523441,0.09021661004291637,0.38475268533620594,0.4403612402204029,-0.005875489096982323,-0.5246798714122693,-0.4991730560657646,-0.12112468176646307,0.6943469793936186,0.2306996781127655,-0.3012734020397374,0.7975711555541545,-0.8345039274214381,0.4944300731704458,-0.373768480193494,0.5423671774228498,0.25567357112875144,0.3381544976438404,0.9022719137351964
2,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,2.0,-0.4446405762433319,-0.7085074760708632,-0.032274244588643364,-5.3290705182007506e-15,-0.4951247983679024,-0.4005610286983105,-0.7081586845856713,-0.021296395132006263,0.13783369856214722,0.41894818424225533,0.3521693172386201,-0.07803508867697384,0.5609359352620884,-0.037912245282253176,0.9473716401106538,0.3758444059327901,1.0048325743094175,-0.3352951686957206,0.5404443292120378,-0.13136396243681553,-0.23198688343216525,0.24662468034810706,0.09855497710663537,0.4376479129761332,0.6788963101905041,-0.21222458993105264,-1.0109655649476386,-0.6754432033051391,-0.5739502057107932,0.9602686300436712,0.3212647601848821,0.3586047785725421,0.2233824444421032,0.7534343652874513,0.7091340659413339,-0.09396628925905533,0.5205494059004537,0.19840254762018766,-0.1216486701870364,-0.3505944241562392,-0.290010360795029,-1.0450619070970069,0.02095640684244371,-0.4236497745874904,1.0546244828968216,-0.5293726239304875,-0.5216900063666239,0.20180898943058104,0.08834686283787974,-0.37206491750563103,-0.2892168982696376,0.8382002781042579,0.09823707058032673,-0.361409603769812,-1.021259959724098,0.37765293666178396,0.4586168581635086,-0.7370758558702237,-0.5439221822388705,-1.0688233203684705,0.1510073847115508,-0.5808511266349705,0.08144081101529943,0.1743528463602953,0.7180821197700002,0.8082669451856308,-0.6546438858332844,-0.19515659455601744,0.11320085739683505,0.5364245384068846,0.010090545210703015,0.7364133101025963,0.25516329295022605,-1.4784879630759136,-0.09184466114780944,-0.3625108722451982,0.08134110368726855,0.2280261755234645,0.6247629218640847,-0.31512604202103217,-0.6792065025542545,-0.7131167484690721,-0.1363202699653766,0.6418062731666893,0.6588985372520949,-0.05509037384836602,-0.3887578456788301,-0.14338384204089585,-0.345739471393331,0.8839248889116095,0.2416955282173213,-0.11285679336351327,0.7642721355126335,-0.43859990345557304,0.36414344620701466,-0.4149730372002511,0.5984978834779959,0.15860723495168422,0.8279745453373974,0.5421341154113604
3,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,3.0,-0.7322079088750661,-1.0650655940903648,0.12305010057573396,-3.552713678800501e-15,-0.7673152967414887,-0.2399862483464308,-0.2749964187176161,-0.31395994968767754,-0.4193755363805952,0.34841841017470265,0.15120754032514816,0.2009756423300807,0.8438477900866338,-0.1070723866771553,0.8570668641522879,0.2292202055179797,1.0911657275332582,-0.3927258228201092,0.7051001446602101,-0.088003540099646,-0.4850567775043633,0.01335941187921097,0.17734797454624068,0.41923430788295596,0.58431297592228,0.07063217954508194,-0.7697485560740462,-0.9198773130361904,-0.5640590119460738,0.3076969070792118,0.28811648522489985,0.6223455995771145,0.6942564849270106,0.09522240445270123,0.7469852735223556,0.12921187349690416,0.3037449758234624,0.07098231976610597,0.2634258444559328,-0.3699474311994836,-0.2778583368605985,-0.8149308503725999,-0.14102769848729246,-0.6157590517625474,0.8122269384162712,-0.410800515362874,-0.4618386583672463,0.3538912035361923,0.05470365369356645,0.04516209798917864,-0.3744903069467193,0.41246857473527454,0.3997131905257266,-0.2499622492032603,-0.6122429502562375,0.21460655191050293,0.3557010554171225,-0.8132038911040904,-0.909204308830813,-1.2333252673028836,0.26819670462691275,-0.6111795800801183,0.2874073749456495,0.2685026241329501,0.3547659347116739,0.7477661962742004,-0.4291495303167167,-0.5117856725985548,0.24120296794308185,0.4908410825183186,0.2046839824866384,0.9614304966983778,0.5220274519146411,-1.4676598037210318,0.0008160496314284504,-0.6317543319865859,-0.055250104599515404,0.6908981914999781,0.0921704044710398,-0.32530329642422456,-0.4446204213829227,-0.5944754451641989,0.08466204031949033,0.6985995858390891,0.8992724169375549,0.15739590420995342,-0.5409793687582283,-0.19259384890281928,-0.23802521093261256,0.6761119422512729,0.21050429814860036,0.041876919279685176,0.7686379931257421,-0.5745055453579699,0.19980182310790875,-0.5144640236187973,0.19929298752982705,0.2365321522716965,0.890374358900321,0.5082132210877884
4,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,4.0,-0.3833927908540608,-0.7040108091970299,-0.2631222174797314,4.440892098500626e-16,-0.5361086445755856,-0.3923160870523592,-0.4532660580715237,-0.09889025683173107,-0.2513254974366245,0.24946192547326385,0.2276400417711785,0.04161894308136527,0.8086244600724348,-0.18835882256253306,1.0865486644790148,0.10289197321701192,0.9121816695105452,-0.5184807937853846,0.4087021687485165,-0.08994067495724761,-0.5692949768392703,0.5581666695391272,-0.05430121689942108,0.4610244827607675,0.5040447327213919,-0.004943271484597833,-0.6538204967992969,-0.5273980258272549,-0.7273194444788649,0.9271951542529592,0.38917469411771255,0.5257708081920085,0.509451062276951,0.29075848769843865,0.8930051955578009,-0.19087110854665296,0.449667977357551,0.2396575789539505,-0.21801011623887312,-0.019158535043239392,-0.2508338424957664,-0.9173152215709828,-0.018149793593619123,-0.27314218796640344,1.3302409435158724,-0.39213930792276297,-0.41453596697618655,0.055257215206515935,0.06840041667652708,-0.07522832676017494,-0.2711173653373505,0.7427501403737031,0.23612657587683844,-0.20279962864061507,-0.9664672986432944,0.3777146651977694,0.39499480227034733,-0.7010014974767997,-0.8234103087182734,-0.9344977829350316,0.17857795362050627,-0.521573992182113,0.44762245450071697,0.09314697323118808,0.6491536195048624,0.9580836775418944,-0.6005071603973984,-0.32958684086607914,0.06101080875013221,0.6411213732583985,0.17453101800068882,0.9619496869509389,0.32935702004673345,-1.7434871075437617,-0.2781253555744685,-0.532540144564476,-0.06396710779693515,0.20808505169030944,0.5325884216438053,-0.3516075490503772,-0.19820157660367102,-0.6619100200434287,0.04539092628834096,0.351049964619902,0.4384405875531522,-0.09226174524480224,-0.4937983954768166,-0.05981493132729587,-0.11871471831931465,0.9739014399818346,0.37593932267164337,-0.045396106686040334,1.0382388794134418,-0.4929565466969264,0.3608725758830318,-0.5393768820462098,0.25563678159280256,0.1175292291048306,0.8276815926499191,0.3161399888566735
5,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,5.0,-0.1181302146288784,-0.7036465960788089,0.018061160497975903,-7.105427357601002e-15,-0.5517801847725227,-0.5258497764646549,-0.7827571742690698,-0.030762445179401358,-0.2611778765503208,0.3802978142191906,0.1944348624806126,-0.13110903604219834,0.3313970149221364,-0.06747384297475982,1.1857172909879703,0.0556991851426335,0.8330826248551408,-0.4871642706710906,0.17802934580202054,0.07536020998098475,-0.654439728540049,0.4909905964153975,0.2235668200463618,0.3821238163329324,0.5174963848783689,-0.010402923725028934,-0.7943527051538668,-1.1016574994773525,-0.4191006966859741,0.9042801512920308,0.4409114741497747,0.751158717644033,0.06211674958422764,0.01919239760439906,1.0831561301505337,-0.1519061936945056,0.6642839425403076,0.17163560999074845,-0.2297823823179085,-0.14768400700840856,-0.19239811386538014,-1.0005994348824006,0.07268332381006415,-0.2651408034866244,1.2076657270564244,-0.3741747612262315,-0.47000728239609296,0.19477679932143974,0.06376776228075054,-0.005512033764616342,-0.3426607645885035,0.870289516045713,0.4868237449665475,-0.3498443505941612,-1.0597305941844073,0.11350068172090527,0.5497516985024071,-0.6989898402811292,-0.9091306267726468,-0.886881518568314,0.14134719213501407,-0.4496501045752391,0.20502052193165515,0.2393701387318405,0.6747613197089128,0.7644105926502309,-0.5464884635721703,-0.18181439245759512,0.027214950570591645,0.7465278251761875,0.08533689155298085,1.059869165189473,0.4544379074887019,-1.4524578798215757,-0.028535479122779206,-0.4706061493757756,0.0010738728048728108,0.42442253576429,0.1391517323054935,-0.2953396451239672,-0.3364044501407998,-0.5017929069218401,-0.5740476948547092,0.1451455692594561,0.4559251427494908,0.10705458120682933,-0.35079382331482417,-0.00813296832800958,-0.34586065819152473,0.9795860605026756,0.3543852116294438,0.12118150986283972,0.9531569417639351,-0.6934660187814379,0.6018962980943582,-0.8188573022557112,0.3907655145198597,0.2901233898507557,0.6422187850417294,0.5196226753081015
6,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,6.0,-0.3655172709235712,-0.8697001531808328,-0.2851605554350256,-2.2204460492503127e-15,-0.6577469605600936,-0.34083871060769466,-0.5172158908840123,0.08921359408068419,-0.06744027008818776,0.2921922965789554,0.06564311159996361,0.044579136496000205,0.570468923364291,-0.07379921911864329,0.9626972879108304,0.2691221333052869,0.9850658274461076,-0.6122228264441223,0.3436723066387868,0.18988504754245672,-0.7173316404184087,0.4918532921096344,0.07848892907066718,0.4552308283134378,0.563915783234241,-0.17693806671550605,-0.912703809236944,-0.5896071389470114,-0.8671308754613776,0.7575784454087502,0.1954564238862264,0.5963460859926306,0.4933297552064848,0.2342858295754657,0.9375612684282204,0.024539873690753392,0.8218372747352325,0.2014375839449707,-0.21865529769296765,-0.5876870130490648,-0.40091606955921066,-0.7324050153782526,-0.23270543692930026,-0.4457480613287974,0.9956472035239738,-0.5977827598936929,-0.29081146447470063,0.36007528639828296,0.1873102427250928,-0.231214908881362,-0.6178131803430871,0.7967611698298984,0.3063349841322132,-0.13205742209393145,-0.9604359280128472,0.04749192247500656,0.6098540301562216,-0.5667509701766418,-0.7916813788468129,-0.9536812478810536,0.15920166077602738,-0.33714547707718223,0.3706621593367263,0.19506305400508728,0.43384126950523416,1.0294896373483904,-0.5994184568311689,0.044482001253651086,0.10754253072038043,0.4621196912826291,0.3164879234921409,0.598559195837914,0.3745010055534608,-1.6167745826674969,-0.13606458262693422,-0.8142360811333564,0.08502373596582635,0.1872255512401837,0.4377761919601973,-0.3850757076038989,-0.6939018271910564,-0.6150418371178981,-0.17423176812070862,0.3850858638242267,0.4940472041552515,0.08179944092552273,-0.5314973840607391,-0.17805936936284786,-0.3367459664246759,0.71010600054776,0.3710120019182073,-0.10958363586131957,0.8584640549440001,-0.5046247578691212,0.4751020588534341,-0.5315835416253543,0.8344495716292051,0.3243116879547581,0.6747347984991112,0.5296064654212705
7,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,7.0,-0.4018489439109708,-0.39420792717849656,-0.3040090240817481,-8.881784197001252e-16,-0.4995266978843915,-0.6416275636880563,-0.3994576094752656,0.008535621335708845,-0.01832062868110024,0.4496952224228224,0.2855494894557217,0.010071945194100929,0.7847031679406518,-0.2985561461726899,1.1112769275030878,0.0891178280047838,0.7148982022708494,-0.4855943255223318,0.4350349133278776,-0.027898501188675345,-0.43486884226642175,0.2806765506485889,0.044779128617596815,0.15494145494338152,0.2772303121721477,0.16495770341015942,-0.6477845069929982,-0.4790881935421688,-0.6132461444965817,0.8704761316982709,0.33169795896644383,0.2284125354657353,0.4308084468085481,0.23534719796582554,0.9941057565731504,-0.1779383899008958,0.4348374596710037,0.2268523556971873,-0.23583406440345386,-0.476971243034206,-0.3235085669084371,-0.9032188279272204,0.20188033457561272,-0.3134970067677552,1.3680886945436292,-0.3850157952738172,-0.19929062170209888,0.5030664465932724,-0.032580420353712,-0.1820917234440509,-0.09991137461372074,0.6359956845577843,0.29160350020815184,-0.030454110852390137,-1.0245549786762185,0.3239596141837985,0.4947448582177542,-0.6903387192807575,-0.5418810502792859,-1.033685755361404,0.0975618094473364,-0.40733942701739817,0.383580118639218,0.3794524701086945,0.5949622686569639,0.6534052743520744,-0.6474699157261234,-0.12532881174799704,0.2538185049104694,0.6780868293078121,0.08505373596558485,1.0398009918395776,0.4388292067070652,-1.2166201364530729,-0.24899918136743496,-0.44390052869967694,0.178126011071205,0.13361628967693046,0.5798338841611632,-0.2908446075927823,-0.28281960006972834,-0.9314353946928522,-0.08142704069642925,0.062482863361713215,0.34538326841180755,0.04127046894224545,-0.689987156357348,-0.4264632959737956,-0.28532695374536204,0.7484396768347841,0.11555849985325163,0.016465065103019868,0.9975575794933031,-0.5867779255645521,0.7672749469862954,-0.5323439844727756,0.36175026633538987,0.06950898899027785,0.25859982846941393,0.5929520883981939
8,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,8.0,-0.6551030960196496,-0.9946391359139222,-0.4576052653123144,-1.7763568394002505e-15,-0.4652416629248033,-0.31637800170702257,-0.4611462848749075,-0.2154357558537845,-0.0120359258221443,0.4954911958804446,0.1837124017139975,0.10418831908449988,0.9677473704179956,0.1074222939185665,0.7693004702179791,0.02529265942569681,0.9839752848932696,-0.5549735530094337,0.7375417711961171,0.12513407597808698,-0.3550704549587542,0.4244939068168205,-0.005281114179075841,0.300198194150499,0.5086588362659088,-0.2763715282883317,-0.8542740518597421,-0.6197966770579579,-0.8908476055157399,0.6891996027184393,0.1329552422757203,0.6683036364478903,0.4015744900260829,0.23982531268075305,0.6202577076143714,-0.222336636494028,0.4076527151983893,0.27587738604548595,-0.3350126586604172,-0.21840292802739847,-0.2393209832544503,-1.0942413282527983,0.12016190400377667,-0.5718131300296312,1.105815423318967,-0.18326760456771707,-0.5848584141985835,0.25210520827617433,0.02077998727623931,-0.15122104891572818,-0.3436786193867123,0.6709172371297885,0.3082247091081114,-0.19815940308198154,-0.912609352142008,0.4314300834414513,0.4749871150211091,-0.5809652268331256,-0.5319564818889053,-0.865436078089254,0.17860220330503207,-0.5155977779094779,0.6577049055790765,0.3416607144077306,0.6064229748661144,0.9519428740030166,-0.6085352103704721,-0.2744574382033633,0.18798639176118612,0.5827671739727833,-0.040429187579619434,0.7780327306923487,0.7521062984155278,-1.7224759616268963,-0.4148474839595262,-0.5353309228682779,0.02093245891268936,0.279334256426947,0.6687227592901015,-0.12589305856473287,-0.3517213445877205,-0.7334588719748556,-0.2084784934838209,0.501175996774649,0.3118112953419225,0.005471903275134693,-0.2618479805549081,-0.3102360687315437,-0.16739313023822122,0.3772070791931321,0.3809690137790884,0.04298415575434555,0.6908159462358507,-0.7630918284977442,0.11813510186196476,-0.6040951502522423,0.9561640585994252,0.3213535718365872,0.890026732985675,0.6029668213671411
9,subgenre-theme,novela histórica,other,100,3gram_chars,zscore,0,9.0,-0.3396459722852494,-1.0320074293697763,-0.2233325283273051,2.2204460492503127e-15,-0.40598403272937,-0.2965867279032897,-0.5809828102722143,-0.07959471416240338,-0.4377847861669424,0.5039831092669372,-0.02984596050316557,-0.018854994052104668,0.4635694691060704,-0.13337218509634552,1.0749780951260002,0.05902807806592704,0.9503283979169228,-0.3686307971738157,0.5270861873777519,-0.05913667609529982,-0.7143719127262695,0.5277275623035944,0.23328057598777094,0.3565246971931919,0.4184561104815376,0.2922620011738564,-0.9237226063625764,-0.8724125462794295,-0.463428727677577,1.0921148247184984,0.3789487031135255,0.5140187077481826,0.3406377697212273,0.1903953532436133,0.7310354257744752,-0.05982559125260956,0.42919858443780257,0.172708869849854,-0.3199478788893828,-0.21128090453108286,-0.534184100119774,-0.9210715421789112,0.22422688111108924,-0.12464508290455267,1.0504952420056493,-0.4308696376358479,-0.4621004787810032,0.3699368537106905,0.2036716505824414,-0.2612315166765933,-0.4487942650685413,0.8251310160668928,0.4632022030338521,-0.3195254904052673,-0.8006590762216509,0.3856415391356451,0.44847889928435547,-0.3792549163879293,-0.8792083011029364,-0.9075313252005066,0.4462854575820712,-0.5399989285117266,0.19359980699078472,0.4346848720803199,0.6158016152894789,0.7761288810413322,-0.7191142000002892,-0.29247656655401777,0.09557362583305028,0.7300403187775302,0.15477289234219505,0.8451158265982321,0.4237066240505801,-1.48324894746708,-0.27568065078104786,-0.8574849192266956,-0.14439601196548746,0.29735494495116344,0.3743708601442478,-0.08480870325792234,-0.2515431937931449,-0.6671341856758646,-0.1126866100160322,0.5852234720901314,0.6157983626992467,-0.08664787723354195,-0.5596238245369416,-0.3752386636480074,-0.30553452332747355,0.6899102995805957,0.387465615450368,-0.17727018034696207,0.6399767499222438,-0.5928616950726249,0.4490857566989905,-0.35098767631635885,0.3789719548194253,0.02272683148789878,0.6581670025465236,0.7111319616461993
