,call,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition
0,0,0.001336812973022461,0.0027344226837158203,0.8571428571428571,0.8750000000000001,0.7777777777777778,1.0,0.9333333333333333,0.9344262295081968,0.9193548387096774,0.95,subgenre-theme,novela histórica,other,70,2500,0,0
1,1,0.0012807846069335938,0.0025670528411865234,0.7857142857142857,0.7999999999999999,0.75,0.8571428571428571,0.95,0.9516129032258064,0.921875,0.9833333333333333,subgenre-theme,novela histórica,other,70,2500,0,0
2,2,0.00121307373046875,0.0026340484619140625,0.9285714285714286,0.9333333333333333,0.875,1.0,0.9416666666666667,0.943089430894309,0.9206349206349206,0.9666666666666667,subgenre-theme,novela histórica,other,70,2500,0,0
3,3,0.001313924789428711,0.0025920867919921875,0.7142857142857143,0.6666666666666666,0.8,0.5714285714285714,0.9416666666666667,0.943089430894309,0.9206349206349206,0.9666666666666667,subgenre-theme,novela histórica,other,70,2500,0,0
4,4,0.001233816146850586,0.0025510787963867188,0.9230769230769231,0.923076923076923,0.8571428571428571,1.0,0.9256198347107438,0.9268292682926829,0.9193548387096774,0.9344262295081968,subgenre-theme,novela histórica,other,70,2500,0,0
5,5,0.0012431144714355469,0.0025069713592529297,0.9230769230769231,0.923076923076923,0.8571428571428571,1.0,0.9504132231404959,0.9523809523809524,0.9230769230769231,0.9836065573770492,subgenre-theme,novela histórica,other,70,2500,0,0
6,6,0.0012650489807128906,0.0024890899658203125,1.0,1.0,1.0,1.0,0.9338842975206612,0.9365079365079365,0.9076923076923077,0.9672131147540983,subgenre-theme,novela histórica,other,70,2500,0,0
7,7,0.0012421607971191406,0.002472400665283203,0.6923076923076923,0.6666666666666666,0.8,0.5714285714285714,0.9421487603305785,0.944,0.9076923076923077,0.9833333333333333,subgenre-theme,novela histórica,other,70,2500,0,0
8,8,0.0012311935424804688,0.002484560012817383,0.9230769230769231,0.923076923076923,1.0,0.8571428571428571,0.9338842975206612,0.9354838709677419,0.90625,0.9666666666666667,subgenre-theme,novela histórica,other,70,2500,0,0
9,9,0.0012400150299072266,0.002483367919921875,0.9230769230769231,0.9333333333333333,0.875,1.0,0.9504132231404959,0.9508196721311476,0.9354838709677419,0.9666666666666667,subgenre-theme,novela histórica,other,70,2500,0,0
10,0,0.0013163089752197266,0.0026390552520751953,0.7857142857142857,0.8235294117647058,0.7,1.0,0.95,0.9500000000000001,0.95,0.95,subgenre-theme,novela histórica,other,70,2500,1,0
11,1,0.0012156963348388672,0.0026161670684814453,0.7142857142857143,0.75,0.6666666666666666,0.8571428571428571,0.9666666666666667,0.9672131147540983,0.9516129032258065,0.9833333333333333,subgenre-theme,novela histórica,other,70,2500,1,0
12,2,0.0012884140014648438,0.0025870800018310547,1.0,1.0,1.0,1.0,0.9166666666666666,0.9193548387096774,0.890625,0.95,subgenre-theme,novela histórica,other,70,2500,1,0
13,3,0.0012276172637939453,0.002554178237915039,0.7857142857142857,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.9416666666666667,0.9421487603305784,0.9344262295081968,0.95,subgenre-theme,novela histórica,other,70,2500,1,0
14,4,0.0013492107391357422,0.002631664276123047,0.9230769230769231,0.9333333333333333,0.875,1.0,0.9338842975206612,0.9344262295081968,0.9193548387096774,0.95,subgenre-theme,novela histórica,other,70,2500,1,0
