,call,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition
0,0,0.0015726089477539062,0.0025892257690429688,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.95,0.9500000000000001,0.95,0.95,subgenre-theme,novela histórica,other,100,,0,0
1,1,0.0016162395477294922,0.0025849342346191406,0.7142857142857143,0.75,0.6666666666666666,0.8571428571428571,0.95,0.9508196721311476,0.9354838709677419,0.9666666666666667,subgenre-theme,novela histórica,other,100,,0,0
2,2,0.0015916824340820312,0.002584695816040039,0.9285714285714286,0.9333333333333333,0.875,1.0,0.9166666666666666,0.9180327868852459,0.9032258064516129,0.9333333333333333,subgenre-theme,novela histórica,other,100,,0,0
3,3,0.0016121864318847656,0.002544879913330078,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9166666666666666,0.9180327868852459,0.9032258064516129,0.9333333333333333,subgenre-theme,novela histórica,other,100,,0,0
4,4,0.0017333030700683594,0.0025141239166259766,0.8461538461538461,0.8571428571428571,0.75,1.0,0.9173553719008265,0.9193548387096775,0.9047619047619048,0.9344262295081968,subgenre-theme,novela histórica,other,100,,0,0
5,5,0.0016682147979736328,0.002499818801879883,0.7692307692307693,0.8,0.6666666666666666,1.0,0.9338842975206612,0.9354838709677418,0.9206349206349206,0.9508196721311475,subgenre-theme,novela histórica,other,100,,0,0
6,6,0.0016176700592041016,0.0024945735931396484,0.9230769230769231,0.9090909090909091,1.0,0.8333333333333334,0.9421487603305785,0.944,0.921875,0.9672131147540983,subgenre-theme,novela histórica,other,100,,0,0
7,7,0.0016891956329345703,0.002497434616088867,0.7692307692307693,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.9256198347107438,0.9268292682926829,0.9047619047619048,0.95,subgenre-theme,novela histórica,other,100,,0,0
8,8,0.0015952587127685547,0.002601146697998047,0.8461538461538461,0.8750000000000001,0.7777777777777778,1.0,0.9256198347107438,0.9256198347107439,0.9180327868852459,0.9333333333333333,subgenre-theme,novela histórica,other,100,,0,0
9,9,0.001630544662475586,0.002584218978881836,0.7692307692307693,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.9504132231404959,0.9500000000000001,0.95,0.95,subgenre-theme,novela histórica,other,100,,0,0
10,0,0.0015766620635986328,0.0025970935821533203,0.7142857142857143,0.75,0.6666666666666666,0.8571428571428571,0.95,0.9491525423728815,0.9655172413793104,0.9333333333333333,subgenre-theme,novela histórica,other,100,,1,0
11,1,0.0015366077423095703,0.0025653839111328125,0.6428571428571429,0.7058823529411764,0.6,0.8571428571428571,0.9333333333333333,0.9344262295081968,0.9193548387096774,0.95,subgenre-theme,novela histórica,other,100,,1,0
12,2,0.001569509506225586,0.0026013851165771484,0.9285714285714286,0.9333333333333333,0.875,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,subgenre-theme,novela histórica,other,100,,1,0
13,3,0.0015232563018798828,0.0025784969329833984,0.7857142857142857,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.9416666666666667,0.9421487603305784,0.9344262295081968,0.95,subgenre-theme,novela histórica,other,100,,1,0
14,4,0.0014872550964355469,0.0025255680084228516,0.9230769230769231,0.9333333333333333,0.875,1.0,0.9338842975206612,0.9333333333333333,0.9333333333333333,0.9333333333333333,subgenre-theme,novela histórica,other,100,,1,0
