,call,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall,subgenre_level,class1,class2,num_topics,optimize_interval,data_repetition,topic_repetition
0,0,0.0015926361083984375,0.002706766128540039,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,subgenre-theme,novela histórica,other,90,5000,0,0
1,1,0.0015413761138916016,0.0025796890258789062,0.7857142857142857,0.7999999999999999,0.75,0.8571428571428571,0.9416666666666667,0.9421487603305784,0.9344262295081968,0.95,subgenre-theme,novela histórica,other,90,5000,0,0
2,2,0.001508474349975586,0.002810239791870117,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,subgenre-theme,novela histórica,other,90,5000,0,0
3,3,0.0015039443969726562,0.0025920867919921875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,subgenre-theme,novela histórica,other,90,5000,0,0
4,4,0.0018935203552246094,0.003868579864501953,0.7692307692307693,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.9256198347107438,0.9256198347107439,0.9333333333333333,0.9180327868852459,subgenre-theme,novela histórica,other,90,5000,0,0
5,5,0.0015997886657714844,0.0025930404663085938,0.9230769230769231,0.923076923076923,0.8571428571428571,1.0,0.9421487603305785,0.9421487603305784,0.95,0.9344262295081968,subgenre-theme,novela histórica,other,90,5000,0,0
6,6,0.0015439987182617188,0.0025780200958251953,0.9230769230769231,0.9090909090909091,1.0,0.8333333333333334,0.9256198347107438,0.9268292682926829,0.9193548387096774,0.9344262295081968,subgenre-theme,novela histórica,other,90,5000,0,0
7,7,0.0015401840209960938,0.0025568008422851562,0.6153846153846154,0.5454545454545454,0.75,0.42857142857142855,0.9421487603305785,0.9421487603305784,0.9344262295081968,0.95,subgenre-theme,novela histórica,other,90,5000,0,0
8,8,0.0014927387237548828,0.0026044845581054688,0.8461538461538461,0.8750000000000001,0.7777777777777778,1.0,0.9421487603305785,0.9421487603305784,0.9344262295081968,0.95,subgenre-theme,novela histórica,other,90,5000,0,0
9,9,0.0014581680297851562,0.0025620460510253906,0.6923076923076923,0.6666666666666666,0.8,0.5714285714285714,0.9421487603305785,0.9411764705882353,0.9491525423728814,0.9333333333333333,subgenre-theme,novela histórica,other,90,5000,0,0
10,0,0.0015091896057128906,0.0026242733001708984,0.8571428571428571,0.8750000000000001,0.7777777777777778,1.0,0.9666666666666667,0.9661016949152542,0.9827586206896551,0.95,subgenre-theme,novela histórica,other,90,5000,1,0
11,1,0.0014369487762451172,0.002547025680541992,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9583333333333334,0.957983193277311,0.9661016949152542,0.95,subgenre-theme,novela histórica,other,90,5000,1,0
12,2,0.0014801025390625,0.0030133724212646484,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9416666666666667,0.9411764705882353,0.9491525423728814,0.9333333333333333,subgenre-theme,novela histórica,other,90,5000,1,0
13,3,0.0015108585357666016,0.0025789737701416016,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9583333333333334,0.957983193277311,0.9661016949152542,0.95,subgenre-theme,novela histórica,other,90,5000,1,0
14,4,0.0015134811401367188,0.0025262832641601562,0.9230769230769231,0.923076923076923,1.0,0.8571428571428571,0.9421487603305785,0.9411764705882353,0.9491525423728814,0.9333333333333333,subgenre-theme,novela histórica,other,90,5000,1,0
15,5,0.0014286041259765625,0.0025343894958496094,0.9230769230769231,0.923076923076923,1.0,0.8571428571428571,0.9504132231404959,0.9491525423728815,0.9655172413793104,0.9333333333333333,subgenre-theme,novela histórica,other,90,5000,1,0
16,6,0.001477956771850586,0.002504110336303711,0.7692307692307693,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.9669421487603306,0.9672131147540983,0.9516129032258065,0.9833333333333333,subgenre-theme,novela histórica,other,90,5000,1,0
17,7,0.001489400863647461,0.002493143081665039,0.8461538461538461,0.8571428571428571,0.75,1.0,0.9421487603305785,0.9421487603305784,0.95,0.9344262295081968,subgenre-theme,novela histórica,other,90,5000,1,0
18,8,0.001722574234008789,0.0028030872344970703,0.9230769230769231,0.923076923076923,0.8571428571428571,1.0,0.9504132231404959,0.95,0.9661016949152542,0.9344262295081968,subgenre-theme,novela histórica,other,90,5000,1,0
