,y_true,true_abs,true_rel,false_abs,false_rel
nh0065,other,40,1.0,0,0.0
nh0067,novela realista,99,0.99,1,0.01
nh0068,novela realista,100,1.0,0,0.0
nh0069,other,10,1.0,0,0.0
nh0071,other,60,1.0,0,0.0
nh0072,other,10,1.0,0,0.0
nh0073,other,30,1.0,0,0.0
nh0074,other,10,1.0,0,0.0
nh0075,novela realista,100,1.0,0,0.0
nh0080,other,29,0.9666666666666667,1,0.03333333333333333
nh0082,other,30,1.0,0,0.0
nh0084,other,10,1.0,0,0.0
nh0085,other,30,1.0,0,0.0
nh0086,other,10,1.0,0,0.0
nh0087,other,30,1.0,0,0.0
nh0088,other,28,0.9333333333333333,2,0.06666666666666667
nh0089,novela realista,100,1.0,0,0.0
nh0090,other,9,0.9,1,0.1
nh0092,other,10,1.0,0,0.0
nh0094,other,30,1.0,0,0.0
nh0096,other,10,1.0,0,0.0
nh0097,other,29,0.9666666666666667,1,0.03333333333333333
nh0098,other,30,1.0,0,0.0
nh0099,other,20,1.0,0,0.0
nh0104,other,20,1.0,0,0.0
nh0106,other,20,1.0,0,0.0
nh0108,other,10,1.0,0,0.0
nh0111,other,20,1.0,0,0.0
nh0113,other,30,1.0,0,0.0
nh0114,other,9,0.9,1,0.1
nh0115,other,30,1.0,0,0.0
nh0116,other,20,1.0,0,0.0
nh0117,other,20,1.0,0,0.0
nh0118,other,9,0.9,1,0.1
nh0119,other,18,0.9,2,0.1
nh0120,other,30,1.0,0,0.0
nh0121,other,20,1.0,0,0.0
nh0122,other,30,1.0,0,0.0
nh0124,other,20,1.0,0,0.0
nh0126,other,40,1.0,0,0.0
nh0127,novela realista,100,1.0,0,0.0
nh0129,other,36,0.9,4,0.1
nh0131,other,10,1.0,0,0.0
nh0133,novela realista,100,1.0,0,0.0
nh0135,novela realista,90,0.9,10,0.1
nh0136,other,47,0.94,3,0.06
nh0138,other,10,1.0,0,0.0
nh0140,other,20,1.0,0,0.0
nh0142,other,20,1.0,0,0.0
nh0143,other,30,1.0,0,0.0
nh0144,other,30,1.0,0,0.0
nh0145,other,20,1.0,0,0.0
nh0146,other,30,1.0,0,0.0
nh0147,other,20,1.0,0,0.0
nh0148,novela realista,100,1.0,0,0.0
nh0149,other,10,1.0,0,0.0
nh0150,other,10,1.0,0,0.0
nh0151,other,30,1.0,0,0.0
nh0152,other,20,1.0,0,0.0
nh0155,other,10,1.0,0,0.0
nh0156,other,20,1.0,0,0.0
nh0158,other,30,1.0,0,0.0
nh0159,other,20,1.0,0,0.0
nh0161,other,60,1.0,0,0.0
nh0162,other,9,0.9,1,0.1
nh0163,other,39,0.975,1,0.025
nh0164,other,9,0.9,1,0.1
nh0165,novela realista,98,0.98,2,0.02
nh0167,other,30,1.0,0,0.0
nh0169,other,10,1.0,0,0.0
nh0171,other,10,1.0,0,0.0
nh0172,other,40,1.0,0,0.0
nh0173,other,29,0.9666666666666667,1,0.03333333333333333
nh0174,novela realista,100,1.0,0,0.0
nh0175,novela realista,100,1.0,0,0.0
nh0177,other,10,1.0,0,0.0
nh0178,other,10,1.0,0,0.0
nh0179,other,19,0.95,1,0.05
nh0180,other,10,1.0,0,0.0
nh0181,other,20,1.0,0,0.0
nh0182,other,40,1.0,0,0.0
nh0183,other,20,1.0,0,0.0
nh0188,other,38,0.95,2,0.05
nh0189,other,20,1.0,0,0.0
nh0190,other,47,0.94,3,0.06
nh0191,other,9,0.9,1,0.1
nh0192,other,46,0.92,4,0.08
nh0193,other,9,0.9,1,0.1
nh0195,other,10,1.0,0,0.0
nh0197,other,39,0.975,1,0.025
nh0198,novela realista,100,1.0,0,0.0
nh0199,other,40,1.0,0,0.0
nh0201,other,10,1.0,0,0.0
nh0202,novela realista,99,0.99,1,0.01
nh0203,other,40,1.0,0,0.0
nh0204,novela realista,100,1.0,0,0.0
nh0205,other,9,0.9,1,0.1
nh0206,other,30,1.0,0,0.0
nh0208,novela realista,100,1.0,0,0.0
nh0210,novela realista,99,0.99,1,0.01
nh0214,novela realista,90,0.9,10,0.1
nh0216,other,40,1.0,0,0.0
nh0217,other,18,0.9,2,0.1
nh0219,other,10,1.0,0,0.0
nh0220,other,10,1.0,0,0.0
nh0221,novela realista,100,1.0,0,0.0
nh0223,other,20,1.0,0,0.0
nh0224,other,40,1.0,0,0.0
nh0225,other,10,1.0,0,0.0
nh0226,other,30,1.0,0,0.0
nh0229,other,10,1.0,0,0.0
nh0230,novela realista,100,1.0,0,0.0
nh0232,novela realista,100,1.0,0,0.0
nh0234,other,30,1.0,0,0.0
nh0235,novela realista,100,1.0,0,0.0
nh0237,other,30,1.0,0,0.0
nh0238,other,30,1.0,0,0.0
nh0239,novela realista,100,1.0,0,0.0
nh0240,other,30,1.0,0,0.0
nh0244,other,20,1.0,0,0.0
nh0246,other,10,1.0,0,0.0
nh0247,other,20,1.0,0,0.0
nh0248,other,30,1.0,0,0.0
nh0249,other,30,1.0,0,0.0
nh0250,other,50,1.0,0,0.0
nh0251,other,30,1.0,0,0.0
nh0252,other,10,1.0,0,0.0
nh0253,other,30,1.0,0,0.0
nh0254,other,37,0.925,3,0.075
nh0255,other,10,1.0,0,0.0
nh0256,other,19,0.95,1,0.05
