,classifier,feature_type,num_topics,oi,subgenre_level,class_1,class_2,num_runs,top_acc,mean_acc,sd_acc,top_f1,mean_f1,sd_f1
0,SVM,topics,90,2500,currents,novela romántica,other,500,1.0,0.9189411764705883,0.07105522000991511,1.0,0.9220268366995922,0.06721292721161885
1,SVM,topics,90,2500,currents,novela realista,other,500,1.0,0.7974285714285714,0.1618311036928593,1.0,0.800573296665481,0.16735064572916758
2,SVM,topics,90,2500,currents,novela naturalista,other,500,1.0,0.8542222222222223,0.11877232083920422,1.0,0.8538404928404929,0.12414602316919479
3,SVM,topics,90,2500,currents,novela romántica,novela realista,500,1.0,0.9045714285714285,0.10437139337530205,1.0,0.900784126984127,0.11710926696108752
4,SVM,topics,90,2500,currents,novela romántica,novela naturalista,500,1.0,0.9224444444444445,0.09234904265346959,1.0,0.9234611832611833,0.09307116707734615
5,SVM,topics,90,2500,currents,novela realista,novela naturalista,500,1.0,0.7768571428571429,0.15741249593838166,1.0,0.7757952973720609,0.15775004696836076
